,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
42063,167,172.0,189.3,171.3,,125.0,162.0,,,,,52.0,368.8,,84.6,134.2,133.8,,100.2,,112.8,,,,159.0,,5.0,22.3,4.3,,-42.0,-5.0,,,,,-115.0,201.8,,-82.4,-32.8,-33.2,,-66.8,,-54.2,,,,-8.0,,False,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
42065,26,28.0,,29.2,,21.0,71.0,,,,,38.0,95.9,,4.6,15.1,,,20.0,,22.1,,,,58.0,,2.0,,3.2,,-5.0,45.0,,,,,12.0,69.9,,-21.4,-10.9,,,-6.0,,-3.9,,,,32.0,,,False,,False,False,,,,,False,False,,False,False,,,False,,False,,,,False,
42067,28,20.0,,22.0,,23.0,23.0,,,,,26.0,63.6,,4.3,24.3,28.5,,28.1,,16.0,,,,33.0,,-8.0,,-6.0,,-5.0,-5.0,,,,,-2.0,35.6,,-23.7,-3.7,0.5,,0.1,,-12.0,,,,5.0,,,True,,True,True,,,,,True,False,,False,True,True,,True,,False,,,,True,
42069,341,132.0,88.3,138.7,,87.0,89.0,,,,,97.0,420.4,,40.2,100.8,66.2,,69.8,,153.5,61.0,,,101.0,,-209.0,-252.7,-202.3,,-254.0,-252.0,,,,,-244.0,79.4,,-300.8,-240.2,-274.8,,-271.2,,-187.5,-280.0,,,-240.0,,False,True,,False,False,,,,,False,True,,False,False,False,,False,,True,False,,,False,
42071,1091,1304.0,857.5,1346.2,1530.8,957.0,1555.0,,,,,694.0,1858.5,,808.8,923.4,617.7,,1017.3,,1329.6,983.0,,,1253.0,,213.0,-233.5,255.2,439.8,-134.0,464.0,,,,,-397.0,767.5,,-282.2,-167.6,-473.3,,-73.7,,238.6,-108.0,,,162.0,,False,False,False,True,False,,,,,False,False,,False,True,False,,True,,False,True,,,True,
42073,59,128.0,340.3,130.8,,83.0,65.0,,,,,136.0,472.4,,33.3,97.3,115.7,,40.8,,52.0,,,,93.0,,69.0,281.3,71.8,,24.0,6.0,,,,,77.0,413.4,,-25.7,38.3,56.7,,-18.2,,-7.0,,,,34.0,,False,False,,True,True,,,,,False,False,,True,True,True,,True,,True,,,,True,
42075,170,196.0,198.2,219.5,,157.0,417.0,,,,,192.0,299.4,,66.0,155.9,30.6,,126.8,,231.5,115.0,,,190.0,,26.0,28.2,49.5,,-13.0,247.0,,,,,22.0,129.4,,-104.0,-14.1,-139.4,,-43.2,,61.5,-55.0,,,20.0,,False,False,,True,False,,,,,True,False,,False,True,False,,False,,False,False,,,True,
42077,308,500.0,92.8,460.3,,319.0,565.0,,,,,371.0,731.8,,216.3,319.8,307.1,,322.1,,776.8,271.0,,,386.0,,192.0,-215.2,152.3,,11.0,257.0,,,,,63.0,423.8,,-91.7,11.8,-0.9,,14.1,,468.8,-37.0,,,78.0,,False,True,,True,False,,,,,True,False,,True,True,True,,True,,False,True,,,True,
42079,343,640.0,23.6,640.8,,352.0,649.0,,,,,252.0,1287.0,,326.4,534.0,140.3,,297.2,,1064.2,586.0,,,679.0,,297.0,-319.4,297.8,,9.0,306.0,,,,,-91.0,944.0,,-16.6,191.0,-202.7,,-45.8,,721.2,243.0,,,336.0,,False,False,,True,False,,,,,True,False,,True,True,True,,True,,False,True,,,False,
42081,146,236.0,160.5,235.1,,139.0,428.0,,,,,70.0,575.7,,109.8,170.7,96.3,,65.8,,194.4,,,,395.0,,90.0,14.5,89.1,,-7.0,282.0,,,,,-76.0,429.7,,-36.2,24.7,-49.7,,-80.2,,48.4,,,,249.0,,True,True,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,False,
42083,13,0.0,,4.8,,4.0,4.0,,,,,41.0,66.1,,1.3,2.7,,,3.5,,2.9,,,,1.0,,-13.0,,-8.2,,-9.0,-9.0,,,,,28.0,53.1,,-11.7,-10.3,,,-9.5,,-10.1,,,,-12.0,,,True,,True,True,,,,,False,False,,True,True,,,True,,True,,,,True,
42085,146,284.0,325.2,295.8,,201.0,371.0,,,,,174.0,712.3,,168.5,196.6,187.2,,173.2,,169.2,,,,379.0,,138.0,179.2,149.8,,55.0,225.0,,,,,28.0,566.3,,22.5,50.6,41.2,,27.2,,23.2,,,,233.0,,False,False,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,False,
42087,65,16.0,,15.7,,13.0,1.0,,,,,40.0,140.2,,2.8,27.7,37.6,,6.1,,11.6,,,,18.0,,-49.0,,-49.3,,-52.0,-64.0,,,,,-25.0,75.2,,-62.2,-37.3,-27.4,,-58.9,,-53.4,,,,-47.0,,,False,,False,False,,,,,True,False,,False,True,True,,False,,False,,,,True,
42089,92,156.0,2.3,145.5,,102.0,139.0,,,,,57.0,332.3,,65.0,125.5,110.6,,101.8,,140.0,79.0,,,135.0,,64.0,-89.7,53.5,,10.0,47.0,,,,,-35.0,240.3,,-27.0,33.5,18.6,,9.8,,48.0,-13.0,,,43.0,,False,True,,True,True,,,,,True,False,,True,True,True,,True,,True,True,,,True,
42091,1217,1136.0,712.5,1160.7,1297.9,964.0,1702.0,,,,,703.0,1931.5,,493.5,1146.2,371.9,,1088.6,,1049.1,891.0,,,975.0,,-81.0,-504.5,-56.3,80.9,-253.0,485.0,,,,,-514.0,714.5,,-723.5,-70.8,-845.1,,-128.4,,-167.9,-326.0,,,-242.0,,False,True,True,False,False,,,,,False,False,,False,True,False,,False,,False,False,,,False,
42093,51,36.0,,34.3,,28.0,49.0,,,,,20.0,49.8,,13.8,39.2,26.8,,28.1,,31.5,,,,65.0,,-15.0,,-16.7,,-23.0,-2.0,,,,,-31.0,-1.2,,-37.2,-11.8,-24.2,,-22.9,,-19.5,,,,14.0,,,False,,False,True,,,,,False,True,,False,True,False,,False,,False,,,,True,
42095,225,324.0,170.9,323.9,,200.0,298.0,,,,,155.0,692.8,,196.0,257.2,111.0,,253.7,,308.9,194.0,,,214.0,,99.0,-54.1,98.9,,-25.0,73.0,,,,,-70.0,467.8,,-29.0,32.2,-114.0,,28.7,,83.9,-31.0,,,-11.0,,True,True,,True,True,,,,,True,False,,True,True,False,,True,,True,True,,,True,
42097,262,308.0,144.1,313.5,,210.0,977.0,,,,,91.0,473.9,,199.6,302.3,78.2,,710.4,,220.0,,,,701.0,,46.0,-117.9,51.5,,-52.0,715.0,,,,,-171.0,211.9,,-62.4,40.3,-183.8,,448.4,,-42.0,,,,439.0,,False,False,,False,False,,,,,False,False,,False,True,False,,False,,True,,,,False,
42099,51,48.0,,44.2,,43.0,125.0,,,,,40.0,138.0,,31.7,55.8,35.1,,44.9,,41.6,,,,51.0,,-3.0,,-6.8,,-8.0,74.0,,,,,-11.0,87.0,,-19.3,4.8,-15.9,,-6.1,,-9.4,,,,0.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,True,
42101,2908,4264.0,920.5,4460.4,3820.7,2539.0,10489.0,,,,,2348.0,6282.2,,2237.8,3105.1,743.2,,283.9,,4748.0,2712.0,,,3155.0,,1356.0,-1987.5,1552.4,912.7,-369.0,7581.0,,,,,-560.0,3374.2,,-670.2,197.1,-2164.8,,-2624.1,,1840.0,-196.0,,,247.0,,False,False,True,True,False,,,,,True,False,,True,True,False,,False,,False,True,,,True,
42103,28,4.0,2.8,4.0,,3.0,0.0,,,,,3.0,64.9,,1.1,14.3,42.5,,3.2,,13.7,,,,1.0,,-24.0,-25.2,-24.0,,-25.0,-28.0,,,,,-25.0,36.9,,-26.9,-13.7,14.5,,-24.8,,-14.3,,,,-27.0,,False,True,,False,False,,,,,False,False,,False,True,True,,False,,True,,,,False,
42105,4,4.0,,4.7,,0.0,0.0,,,,,12.0,4.5,,0.6,1.3,,,2.0,,3.2,,,,6.0,,0.0,,0.7,,-4.0,-4.0,,,,,8.0,0.5,,-3.4,-2.7,,,-2.0,,-0.8,,,,2.0,,,False,,False,False,,,,,False,False,,False,False,,,False,,False,,,,False,
42107,91,132.0,60.8,140.7,,73.0,81.0,,,,,133.0,357.5,,58.0,121.3,62.7,,66.9,,96.8,74.0,,,80.0,,41.0,-30.2,49.7,,-18.0,-10.0,,,,,42.0,266.5,,-33.0,30.3,-28.3,,-24.1,,5.8,-17.0,,,-11.0,,True,False,,True,True,,,,,False,False,,True,True,True,,True,,True,True,,,True,
42109,85,64.0,,62.4,,60.0,88.0,,,,,40.0,143.2,,23.6,61.2,53.1,,0.0,,68.0,,,,90.0,,-21.0,,-22.6,,-25.0,3.0,,,,,-45.0,58.2,,-61.4,-23.8,-31.9,,-85.0,,-17.0,,,,5.0,,,False,,False,True,,,,,False,False,,False,False,False,,False,,True,,,,True,
42111,53,36.0,59.6,39.7,,37.0,34.0,,,,,67.0,218.7,,10.1,28.5,54.5,,21.2,,44.1,,,,31.0,,-17.0,6.6,-13.3,,-16.0,-19.0,,,,,14.0,165.7,,-42.9,-24.5,1.5,,-31.8,,-8.9,,,,-22.0,,True,True,,True,False,,,,,True,False,,False,False,True,,False,,True,,,,False,
42113,0,0.0,,0.0,,0.0,0.0,,,,,0.0,4.5,,0.1,0.1,,,0.0,,0.3,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,4.5,,0.1,0.1,,,0.0,,0.3,,,,0.0,,,True,,True,True,,,,,True,False,,False,False,,,True,,False,,,,True,
42115,66,24.0,,21.6,,18.0,27.0,,,,,4.0,113.8,,4.3,24.0,24.5,,9.7,,18.7,,,,25.0,,-42.0,,-44.4,,-48.0,-39.0,,,,,-62.0,47.8,,-61.7,-42.0,-41.5,,-56.3,,-47.3,,,,-41.0,,,False,,False,True,,,,,False,False,,False,True,True,,False,,False,,,,True,
42117,11,12.0,,13.7,,6.0,8.0,,,,,19.0,98.9,,1.5,5.4,,,5.4,,16.0,,,,28.0,,1.0,,2.7,,-5.0,-3.0,,,,,8.0,87.9,,-9.5,-5.6,,,-5.6,,5.0,,,,17.0,,,False,,False,False,,,,,False,False,,False,False,,,False,,False,,,,False,
42119,148,296.0,,281.3,,237.0,492.0,,,,,63.0,332.4,,159.5,236.5,275.3,,207.2,,389.0,,,,321.0,,148.0,,133.3,,89.0,344.0,,,,,-85.0,184.4,,11.5,88.5,127.3,,59.2,,241.0,,,,173.0,,,True,,True,False,,,,,True,False,,True,True,True,,True,,False,,,,False,
42121,7,20.0,29.0,17.3,,14.0,24.0,,,,,61.0,93.8,,2.8,5.2,,,6.6,,19.5,,,,10.0,,13.0,22.0,10.3,,7.0,17.0,,,,,54.0,86.8,,-4.2,-1.8,,,-0.4,,12.5,,,,3.0,,False,True,,True,False,,,,,False,False,,True,True,,,True,,True,,,,True,
42123,18,0.0,,0.3,,0.0,0.0,,,,,37.0,43.1,,0.6,3.5,,,5.7,,,,,,5.0,,-18.0,,-17.7,,-18.0,-18.0,,,,,19.0,25.1,,-17.4,-14.5,,,-12.3,,,,,,-13.0,,,True,,False,False,,,,,False,False,,True,True,,,True,,,,,,True,
42125,291,280.0,942.1,278.6,,192.0,267.0,,,,,256.0,807.7,,134.7,187.3,201.6,,180.8,,149.1,137.0,,,218.0,,-11.0,651.1,-12.4,,-99.0,-24.0,,,,,-35.0,516.7,,-156.3,-103.7,-89.4,,-110.2,,-141.9,-154.0,,,-73.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
42127,42,8.0,0.7,9.5,,5.0,0.0,,,,,1.0,76.3,,2.2,9.8,10.0,,8.4,,14.7,,,,9.0,,-34.0,-41.3,-32.5,,-37.0,-42.0,,,,,-41.0,34.3,,-39.8,-32.2,-32.0,,-33.6,,-27.3,,,,-33.0,,False,True,,False,False,,,,,False,False,,False,True,True,,True,,True,,,,True,
42129,353,344.0,794.3,363.4,,270.0,265.0,,,,,368.0,1113.3,,259.6,277.5,122.9,,288.4,,248.2,168.0,,,251.0,,-9.0,441.3,10.4,,-83.0,-88.0,,,,,15.0,760.3,,-93.4,-75.5,-230.1,,-64.6,,-104.8,-185.0,,,-102.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
42131,9,12.0,,11.1,,4.0,1.0,,,,,4.0,66.2,,2.5,3.4,,,19.5,,10.4,,,,22.0,,3.0,,2.1,,-5.0,-8.0,,,,,-5.0,57.2,,-6.5,-5.6,,,10.5,,1.4,,,,13.0,,,True,,False,False,,,,,False,False,,False,False,,,False,,True,,,,False,
42133,1270,1412.0,839.7,1385.4,,1205.0,2616.0,,,,,591.0,1974.7,,1299.1,1203.6,488.3,,677.6,,1800.9,2076.0,,,2191.0,,142.0,-430.3,115.4,,-65.0,1346.0,,,,,-679.0,704.7,,29.1,-66.4,-781.7,,-592.4,,530.9,806.0,,,921.0,,False,True,,True,False,,,,,False,False,,True,True,False,,False,,False,False,,,False,
44001,47,24.0,,20.4,,18.0,26.0,,,,,0.0,83.2,,0.0,13.6,32.5,,37.2,,18.1,,,,8.0,,-23.0,,-26.6,,-29.0,-21.0,,,,,-47.0,36.2,,-47.0,-33.4,-14.5,,-9.8,,-28.9,,,,-39.0,,,False,,False,True,,,,,False,False,,False,False,True,,True,,False,,,,False,
44003,202,200.0,75.3,198.2,,82.0,108.0,,,,,28.0,435.5,,0.3,83.7,79.1,,155.9,,100.1,129.0,,,82.0,,-2.0,-126.7,-3.8,,-120.0,-94.0,,,,,-174.0,233.5,,-201.7,-118.3,-122.9,,-46.1,,-101.9,-73.0,,,-120.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
44005,71,36.0,53.5,49.5,,31.0,128.0,,,,,0.0,159.0,,0.0,24.7,34.1,,42.4,,22.0,,,,13.0,,-35.0,-17.5,-21.5,,-40.0,57.0,,,,,-71.0,88.0,,-71.0,-46.3,-36.9,,-28.6,,-49.0,,,,-58.0,,True,True,,False,False,,,,,False,False,,False,False,False,,True,,False,,,,False,
44007,1856,2388.0,824.5,2386.0,2704.0,969.0,3361.0,,,,,4067.0,314.7,,31.4,808.4,285.6,,195.0,,1065.2,1687.0,,,2043.0,,532.0,-1031.5,530.0,848.0,-887.0,1505.0,,,,,2211.0,-1541.3,,-1824.6,-1047.6,-1570.4,,-1661.0,,-790.8,-169.0,,,187.0,,False,True,False,False,False,,,,,False,False,,False,False,False,,False,,False,True,,,True,
44009,112,56.0,37.5,52.5,,28.0,79.0,,,,,0.0,188.8,,0.1,22.7,24.4,,50.8,,31.5,,,,27.0,,-56.0,-74.5,-59.5,,-84.0,-33.0,,,,,-112.0,76.8,,-111.9,-89.3,-87.6,,-61.2,,-80.5,,,,-85.0,,False,False,,False,True,,,,,False,False,,False,False,False,,False,,False,,,,False,
45001,135,140.0,,138.7,,102.0,107.0,,,,,105.0,161.9,,21.4,101.6,78.7,,90.3,,243.8,,,,79.0,,5.0,,3.7,,-33.0,-28.0,,,,,-30.0,26.9,,-113.6,-33.4,-56.3,,-44.7,,108.8,,,,-56.0,,,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
45003,406,1012.0,1267.2,958.5,,861.0,664.0,,,,,784.0,1415.0,,1028.5,855.9,528.4,,978.2,,634.3,652.0,,,681.0,,606.0,861.2,552.5,,455.0,258.0,,,,,378.0,1009.0,,622.5,449.9,122.4,,572.2,,228.3,246.0,,,275.0,,False,True,,True,True,,,,,True,False,,False,True,True,,True,,True,True,,,True,
45005,75,112.0,,103.8,,74.0,96.0,,,,,49.0,80.5,,28.2,79.5,22.3,,74.7,,156.6,,,,33.0,,37.0,,28.8,,-1.0,21.0,,,,,-26.0,5.5,,-46.8,4.5,-52.7,,-0.3,,81.6,,,,-42.0,,,True,,True,True,,,,,True,True,,False,True,False,,True,,False,,,,False,
45007,990,1080.0,2265.2,1007.9,,914.0,937.0,,,,,1015.0,1390.4,,892.2,775.6,547.8,,355.9,,759.7,603.0,,,692.0,,90.0,1275.2,17.9,,-76.0,-53.0,,,,,25.0,400.4,,-97.8,-214.4,-442.2,,-634.1,,-230.3,-387.0,,,-298.0,,False,True,,True,True,,,,,True,False,,False,False,False,,False,,False,False,,,False,
45009,96,68.0,,70.2,,67.0,105.0,,,,,83.0,109.6,,12.6,36.8,0.2,,25.0,,98.1,,,,22.0,,-28.0,,-25.8,,-29.0,9.0,,,,,-13.0,13.6,,-83.4,-59.2,-95.8,,-71.0,,2.1,,,,-74.0,,,True,,False,True,,,,,True,True,,False,False,False,,False,,True,,,,False,
45011,120,176.0,,161.5,,101.0,104.0,,,,,84.0,178.5,,66.4,128.7,3.6,,87.5,,260.3,,,,75.0,,56.0,,41.5,,-19.0,-16.0,,,,,-36.0,58.5,,-53.6,8.7,-116.4,,-32.5,,140.3,,,,-45.0,,,True,,True,True,,,,,True,False,,True,True,False,,True,,False,,,,True,
45013,796,1140.0,4250.7,1305.6,,732.0,485.0,,,,,720.0,1304.5,,705.9,788.8,494.4,,467.1,,840.5,347.0,,,552.0,,344.0,3454.7,509.6,,-64.0,-311.0,,,,,-76.0,508.5,,-90.1,-7.2,-301.6,,-328.9,,44.5,-449.0,,,-244.0,,False,False,,True,True,,,,,True,False,,True,True,True,,True,,True,False,,,True,
45015,625,1156.0,3972.8,958.2,,872.0,1353.0,,,,,864.0,1561.8,,800.8,839.4,441.6,,616.5,,952.1,496.0,,,473.0,,531.0,3347.8,333.2,,247.0,728.0,,,,,239.0,936.8,,175.8,214.4,-183.4,,-8.5,,327.1,-129.0,,,-152.0,,False,True,,True,False,,,,,True,False,,True,True,True,,True,,True,True,,,True,
45017,57,72.0,,78.1,,62.0,127.0,,,,,60.0,87.8,,16.3,80.8,0.2,,57.3,,150.7,,,,28.0,,15.0,,21.1,,5.0,70.0,,,,,3.0,30.8,,-40.7,23.8,-56.8,,0.3,,93.7,,,,-29.0,,,False,,True,False,,,,,True,False,,False,False,False,,True,,False,,,,False,
45019,1878,2432.0,3424.2,2691.6,1805.6,1858.0,2243.0,,,,,1648.0,2901.2,,1984.6,1968.4,590.9,,1214.0,,1490.5,756.0,,,549.0,,554.0,1546.2,813.6,-72.4,-20.0,365.0,,,,,-230.0,1023.2,,106.6,90.4,-1287.1,,-664.0,,-387.5,-1122.0,,,-1329.0,,False,False,True,True,True,,,,,True,False,,True,True,False,,False,,True,False,,,False,
45021,248,348.0,688.4,334.6,,334.0,415.0,,,,,342.0,501.8,,72.3,229.3,243.0,,129.6,,395.7,,,,226.0,,100.0,440.4,86.6,,86.0,167.0,,,,,94.0,253.8,,-175.7,-18.7,-5.0,,-118.4,,147.7,,,,-22.0,,False,True,,True,False,,,,,True,False,,False,True,True,,False,,False,,,,True,
45023,245,328.0,,331.9,,218.0,238.0,,,,,196.0,271.1,,96.6,247.4,107.7,,185.7,,624.8,,,,168.0,,83.0,,86.9,,-27.0,-7.0,,,,,-49.0,26.1,,-148.4,2.4,-137.3,,-59.3,,379.8,,,,-77.0,,,False,,True,True,,,,,True,True,,False,True,False,,True,,False,,,,True,
45025,286,236.0,,223.0,,178.0,176.0,,,,,270.0,226.1,,85.0,181.2,113.1,,139.2,,256.1,,,,120.0,,-50.0,,-63.0,,-108.0,-110.0,,,,,-16.0,-59.9,,-201.0,-104.8,-172.9,,-146.8,,-29.9,,,,-166.0,,,False,,False,False,,,,,True,False,,False,False,False,,False,,True,,,,False,
45027,129,248.0,,277.8,,162.0,141.0,,,,,179.0,204.3,,120.5,164.7,79.0,,170.6,,441.8,,,,66.0,,119.0,,148.8,,33.0,12.0,,,,,50.0,75.3,,-8.5,35.7,-50.0,,41.6,,312.8,,,,-63.0,,,False,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,True,
45029,104,160.0,,180.0,,129.0,79.0,,,,,169.0,214.2,,41.1,98.6,130.4,,92.2,,268.3,,,,81.0,,56.0,,76.0,,25.0,-25.0,,,,,65.0,110.2,,-62.9,-5.4,26.4,,-11.8,,164.3,,,,-23.0,,,False,,True,True,,,,,False,False,,False,True,True,,True,,False,,,,True,
45031,384,656.0,879.7,639.7,,447.0,394.0,,,,,430.0,401.1,,509.7,456.2,202.4,,358.4,,612.9,,,,287.0,,272.0,495.7,255.7,,63.0,10.0,,,,,46.0,17.1,,125.7,72.2,-181.6,,-25.6,,228.9,,,,-97.0,,False,True,,True,True,,,,,True,True,,True,True,True,,True,,True,,,,True,
45033,203,148.0,,148.2,,121.0,125.0,,,,,228.0,150.3,,57.1,149.4,80.5,,189.6,,102.9,,,,74.0,,-55.0,,-54.8,,-82.0,-78.0,,,,,25.0,-52.7,,-145.9,-53.6,-122.5,,-13.4,,-100.1,,,,-129.0,,,True,,False,False,,,,,True,True,,False,True,False,,True,,False,,,,False,
45035,573,688.0,2516.8,795.6,,526.0,396.0,,,,,648.0,1116.0,,513.2,560.7,401.2,,496.2,,385.2,351.0,,,346.0,,115.0,1943.8,222.6,,-47.0,-177.0,,,,,75.0,543.0,,-59.8,-12.3,-171.8,,-76.8,,-187.8,-222.0,,,-227.0,,False,False,,True,False,,,,,True,False,,True,True,False,,True,,False,False,,,False,
45037,160,164.0,,158.3,,118.0,114.0,,,,,140.0,158.8,,89.3,122.4,99.8,,115.6,,319.9,,,,103.0,,4.0,,-1.7,,-42.0,-46.0,,,,,-20.0,-1.2,,-70.7,-37.6,-60.2,,-44.4,,159.9,,,,-57.0,,,True,,False,False,,,,,False,True,,False,False,False,,False,,False,,,,False,
45039,124,76.0,,80.7,,57.0,30.0,,,,,134.0,86.3,,9.8,59.6,0.6,,64.0,,53.6,,,,26.0,,-48.0,,-43.3,,-67.0,-94.0,,,,,10.0,-37.7,,-114.2,-64.4,-123.4,,-60.0,,-70.4,,,,-98.0,,,True,,False,False,,,,,True,True,,False,False,False,,False,,False,,,,False,
45041,904,1400.0,2481.9,1502.2,,878.0,796.0,,,,,940.0,904.0,,1139.7,864.2,459.8,,800.1,,1256.3,711.0,,,476.0,,496.0,1577.9,598.2,,-26.0,-108.0,,,,,36.0,0.0,,235.7,-39.8,-444.2,,-103.9,,352.3,-193.0,,,-428.0,,False,False,,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
45043,294,300.0,1220.8,300.5,,245.0,328.0,,,,,243.0,502.9,,170.2,246.6,128.9,,193.5,,182.4,,,,173.0,,6.0,926.8,6.5,,-49.0,34.0,,,,,-51.0,208.9,,-123.8,-47.4,-165.1,,-100.5,,-111.6,,,,-121.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
45045,1877,1676.0,1478.7,1694.1,1447.1,1161.0,886.0,,,,,2308.0,2292.7,,879.1,967.4,549.1,,199.4,,1371.9,478.0,,,870.0,,-201.0,-398.3,-182.9,-429.9,-716.0,-991.0,,,,,431.0,415.7,,-997.9,-909.6,-1327.9,,-1677.5,,-505.1,-1399.0,,,-1007.0,,False,True,False,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
45047,529,664.0,808.6,677.7,,490.0,1093.0,,,,,356.0,550.2,,180.6,426.5,185.3,,498.8,,597.8,,,,220.0,,135.0,279.6,148.7,,-39.0,564.0,,,,,-173.0,21.2,,-348.4,-102.5,-343.7,,-30.2,,68.8,,,,-309.0,,False,False,,True,False,,,,,False,True,,False,True,False,,True,,True,,,,False,
45049,113,188.0,,177.4,,105.0,82.0,,,,,106.0,191.7,,68.8,106.6,0.1,,47.2,,375.5,,,,64.0,,75.0,,64.4,,-8.0,-31.0,,,,,-7.0,78.7,,-44.2,-6.4,-112.9,,-65.8,,262.5,,,,-49.0,,,True,,True,True,,,,,True,False,,True,True,False,,True,,False,,,,True,
45051,965,1136.0,6870.5,1158.7,968.8,836.0,513.0,,,,,1547.0,1830.1,,737.4,904.8,448.3,,502.8,,601.2,389.0,,,401.0,,171.0,5905.5,193.7,3.8,-129.0,-452.0,,,,,582.0,865.1,,-227.6,-60.2,-516.7,,-462.2,,-363.8,-576.0,,,-564.0,,False,False,True,True,False,,,,,False,False,,False,True,False,,False,,False,False,,,False,
45053,111,188.0,,180.6,,123.0,149.0,,,,,118.0,186.5,,54.7,146.9,4.6,,61.8,,111.0,,,,84.0,,77.0,,69.6,,12.0,38.0,,,,,7.0,75.5,,-56.3,35.9,-106.4,,-49.2,,0.0,,,,-27.0,,,True,,True,True,,,,,True,True,,True,True,False,,True,,True,,,,True,
45055,300,240.0,631.9,233.9,,170.0,98.0,,,,,304.0,233.6,,117.3,185.3,130.6,,118.3,,354.5,,,,119.0,,-60.0,331.9,-66.1,,-130.0,-202.0,,,,,4.0,-66.4,,-182.7,-114.7,-169.4,,-181.7,,54.5,,,,-181.0,,False,False,,False,False,,,,,True,False,,False,False,False,,False,,True,,,,False,
45057,524,688.0,631.8,656.9,,593.0,982.0,,,,,477.0,508.8,,439.3,584.4,306.9,,688.2,,632.6,,,,392.0,,164.0,107.8,132.9,,69.0,458.0,,,,,-47.0,-15.2,,-84.7,60.4,-217.1,,164.2,,108.6,,,,-132.0,,True,True,,True,False,,,,,True,True,,True,True,False,,False,,True,,,,True,
45059,192,248.0,1385.6,258.4,,183.0,147.0,,,,,353.0,545.0,,66.1,148.4,208.2,,65.0,,155.0,,,,117.0,,56.0,1193.6,66.4,,-9.0,-45.0,,,,,161.0,353.0,,-125.9,-43.6,16.2,,-127.0,,-37.0,,,,-75.0,,False,False,,True,True,,,,,False,False,,False,True,True,,False,,True,,,,False,
45061,109,80.0,,56.8,,72.0,79.0,,,,,115.0,83.8,,56.3,105.0,1.6,,43.6,,131.8,,,,15.0,,-29.0,,-52.2,,-37.0,-30.0,,,,,6.0,-25.2,,-52.7,-4.0,-107.4,,-65.4,,22.8,,,,-94.0,,,False,,False,False,,,,,True,True,,False,True,False,,False,,True,,,,False,
