,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48389,39,55.0,,36.0,,,,123.0,,7.5,,60.3,,78.0,16.0,,-3.0,,,,84.0,,-31.5,,21.3,,39.0,,True,,,,False,,False,,False,,False
48391,81,125.0,,124.0,,,,159.0,,14.8,,304.1,,52.0,44.0,,43.0,,,,78.0,,-66.2,,223.1,,-29.0,,True,,,,False,,False,,False,,True
48393,3,0.0,,0.0,,,,0.7,,0.1,,0.3,,0.0,-3.0,,-3.0,,,,-2.3,,-2.9,,-2.7,,-3.0,,False,,,,True,,True,,True,,False
48395,38,100.0,,40.0,,,,156.1,,61.8,,151.6,,73.0,62.0,,2.0,,,,118.1,,23.8,,113.6,,35.0,,True,,,,False,,True,,False,,True
48397,552,880.0,642.0,3257.0,,,,821.8,,1064.1,,1055.7,,708.0,328.0,90.0,2705.0,,,,269.8,,512.1,,503.7,,156.0,True,False,,,,True,,False,,False,,True
48399,111,85.0,,132.0,,,,160.3,,28.0,,636.4,,90.0,-26.0,,21.0,,,,49.3,,-83.0,,525.4,,-21.0,,True,,,,False,,False,,False,,True
48401,439,185.0,312.6,237.0,,,,425.0,,88.3,,106.2,,94.0,-254.0,-126.4,-202.0,,,,-14.0,,-350.7,,-332.8,,-345.0,True,True,,,,True,,False,,False,,False
48403,24,35.0,,54.0,,,,65.1,,2.8,,13.7,,42.0,11.0,,30.0,,,,41.1,,-21.2,,-10.3,,18.0,,False,,,,False,,False,,True,,False
48405,35,35.0,,16.0,,,,41.2,,8.8,,19.7,,18.0,0.0,,-19.0,,,,6.2,,-26.2,,-15.3,,-17.0,,False,,,,False,,False,,False,,False
48407,42,160.0,,157.0,,,,163.7,,97.7,,198.8,,101.0,118.0,,115.0,,,,121.7,,55.7,,156.8,,59.0,,True,,,,False,,True,,False,,True
48409,449,690.0,1341.8,375.0,,,,945.3,,637.1,,491.9,,601.0,241.0,892.8,-74.0,,,,496.3,,188.1,,42.9,,152.0,False,True,,,,False,,True,,True,,True
48411,18,10.0,,0.0,,,,26.0,,1.9,,,,14.0,-8.0,,-18.0,,,,8.0,,-16.1,,,,-4.0,,False,,,,True,,False,,,,True
48413,15,5.0,,0.0,,,,10.3,,,,9.6,,5.0,-10.0,,-15.0,,,,-4.7,,,,-5.4,,-10.0,,False,,,,True,,,,True,,False
48415,97,240.0,,585.0,,,,174.6,,46.4,,321.5,,65.0,143.0,,488.0,,,,77.6,,-50.6,,224.5,,-32.0,,False,,,,True,,True,,False,,True
48417,9,5.0,,0.0,,,,10.0,,0.5,,,,3.0,-4.0,,-9.0,,,,1.0,,-8.5,,,,-6.0,,False,,,,True,,False,,,,False
48419,55,105.0,,129.0,,,,148.1,,34.0,,115.2,,71.0,50.0,,74.0,,,,93.1,,-21.0,,60.2,,16.0,,False,,,,False,,True,,False,,True
48421,19,15.0,,0.0,,,,9.3,,1.3,,10.4,,6.0,-4.0,,-19.0,,,,-9.7,,-17.7,,-8.6,,-13.0,,False,,,,False,,False,,False,,False
48423,960,1075.0,3232.8,1889.0,,,,2020.4,,1053.2,,620.3,,792.0,115.0,2272.8,929.0,,,,1060.4,,93.2,,-339.7,,-168.0,False,False,,,,False,,True,,False,,False
48425,59,80.0,,94.0,,,,155.2,,,,,,82.0,21.0,,35.0,,,,96.2,,,,,,23.0,,False,,,,False,,,,,,False
48427,1094,1710.0,2819.1,1855.0,,,,723.3,,691.2,,1029.2,,289.0,616.0,1725.1,761.0,,,,-370.7,,-402.8,,-64.8,,-805.0,False,False,,,,True,,True,,True,,False
48429,115,65.0,,35.0,,,,56.7,,2.2,,,,87.0,-50.0,,-80.0,,,,-58.3,,-112.8,,,,-28.0,,False,,,,False,,False,,,,True
48431,4,0.0,,0.0,,,,0.0,,,,,,,-4.0,,-4.0,,,,-4.0,,,,,,,,False,,,,False,,,,,,
48433,6,5.0,,0.0,,,,18.4,,,,,,1.0,-1.0,,-6.0,,,,12.4,,,,,,-5.0,,False,,,,False,,,,,,False
48435,17,20.0,,0.0,,,,31.6,,,,26.8,,13.0,3.0,,-17.0,,,,14.6,,,,9.8,,-4.0,,False,,,,False,,,,False,,False
48437,21,25.0,,0.0,,,,42.0,,10.3,,14.3,,17.0,4.0,,-21.0,,,,21.0,,-10.7,,-6.7,,-4.0,,False,,,,False,,False,,False,,False
48439,13218,12560.0,31312.3,5332.0,,,,15668.0,,14301.2,,10138.2,,10834.0,-658.0,18094.3,-7886.0,,,,2450.0,,1083.2,,-3079.8,,-2384.0,False,False,,,,False,,False,,False,,False
48441,272,220.0,1646.8,6.0,,,,836.3,,67.2,,136.2,,187.0,-52.0,1374.8,-266.0,,,,564.3,,-204.8,,-135.8,,-85.0,False,False,,,,False,,False,,False,,False
48443,1,0.0,,0.0,,,,1.3,,,,,,0.0,-1.0,,-1.0,,,,0.3,,,,,,-1.0,,False,,,,True,,,,,,False
48445,72,135.0,,138.0,,,,92.9,,55.6,,39.6,,130.0,63.0,,66.0,,,,20.9,,-16.4,,-32.4,,58.0,,False,,,,True,,True,,True,,True
48447,2,0.0,,0.0,,,,11.9,,,,,,10.0,-2.0,,-2.0,,,,9.9,,,,,,8.0,,False,,,,False,,,,,,False
48449,202,0.0,,171.0,,,,297.2,,427.5,,62.0,,25.0,-202.0,,-31.0,,,,95.2,,225.5,,-140.0,,-177.0,,True,,,,True,,False,,True,,True
48451,806,1425.0,3472.2,990.0,,,,1112.8,,878.2,,768.7,,836.0,619.0,2666.2,184.0,,,,306.8,,72.2,,-37.3,,30.0,False,True,,,,True,,True,,True,,True
48453,4976,9285.0,7471.5,12522.0,,,,6876.0,,7618.5,,6343.9,,5177.0,4309.0,2495.5,7546.0,,,,1900.0,,2642.5,,1367.9,,201.0,True,False,,,,True,,True,,True,,True
48455,31,105.0,,107.0,,,,124.1,,3.2,,117.6,,89.0,74.0,,76.0,,,,93.1,,-27.8,,86.6,,58.0,,False,,,,False,,True,,False,,True
48457,76,5.0,,9.0,,,,93.8,,0.1,,20.1,,51.0,-71.0,,-67.0,,,,17.8,,-75.9,,-55.9,,-25.0,,True,,,,True,,False,,True,,True
48459,141,145.0,,130.0,,,,328.1,,72.5,,330.6,,167.0,4.0,,-11.0,,,,187.1,,-68.5,,189.6,,26.0,,False,,,,False,,False,,False,,False
48461,6,0.0,,0.0,,,,5.2,,,,,,6.0,-6.0,,-6.0,,,,-0.8,,,,,,0.0,,False,,,,True,,,,,,True
48463,201,270.0,,185.0,,,,269.4,,101.3,,249.6,,168.0,69.0,,-16.0,,,,68.4,,-99.7,,48.6,,-33.0,,True,,,,True,,False,,True,,True
48465,264,930.0,,640.0,,,,28.6,,285.3,,325.0,,255.0,666.0,,376.0,,,,-235.4,,21.3,,61.0,,-9.0,,True,,,,True,,True,,True,,True
48467,165,215.0,348.8,184.0,,,,491.8,,72.8,,158.5,,189.0,50.0,183.8,19.0,,,,326.8,,-92.2,,-6.5,,24.0,False,True,,,,False,,False,,True,,True
48469,483,1225.0,4340.3,579.0,,,,1220.1,,381.8,,1583.4,,258.0,742.0,3857.3,96.0,,,,737.1,,-101.2,,1100.4,,-225.0,False,True,,,,True,,True,,False,,True
48471,1214,440.0,457.6,0.0,,,,487.3,,468.4,,574.2,,52.0,-774.0,-756.4,-1214.0,,,,-726.7,,-745.6,,-639.8,,-1162.0,True,False,,,,True,,True,,True,,False
48473,332,220.0,634.4,127.0,,,,427.9,,80.4,,198.7,,203.0,-112.0,302.4,-205.0,,,,95.9,,-251.6,,-133.3,,-129.0,False,False,,,,True,,False,,False,,False
48475,26,30.0,,6.0,,,,66.1,,11.7,,31.5,,26.0,4.0,,-20.0,,,,40.1,,-14.3,,5.5,,0.0,,False,,,,False,,False,,False,,True
48477,80,190.0,,162.0,,,,245.5,,46.7,,126.5,,130.0,110.0,,82.0,,,,165.5,,-33.3,,46.5,,50.0,,True,,,,False,,True,,True,,True
48479,4755,8470.0,10537.6,10760.0,,,,4358.5,,9196.7,,5584.1,,2569.0,3715.0,5782.6,6005.0,,,,-396.5,,4441.7,,829.1,,-2186.0,False,False,,,,True,,False,,True,,True
48481,566,400.0,,405.0,,,,505.0,,135.0,,523.5,,315.0,-166.0,,-161.0,,,,-61.0,,-431.0,,-42.5,,-251.0,,True,,,,True,,False,,True,,False
48483,9,10.0,,0.0,,,,8.0,,1.2,,6.2,,5.0,1.0,,-9.0,,,,-1.0,,-7.8,,-2.8,,-4.0,,False,,,,False,,False,,False,,False
48485,497,495.0,725.1,665.0,,,,1011.6,,423.4,,257.7,,371.0,-2.0,228.1,168.0,,,,514.6,,-73.6,,-239.3,,-126.0,False,False,,,,False,,False,,False,,False
48487,55,95.0,,115.0,,,,136.4,,4.0,,244.5,,164.0,40.0,,60.0,,,,81.4,,-51.0,,189.5,,109.0,,False,,,,False,,False,,False,,False
48489,489,525.0,,134.0,,,,202.2,,131.7,,428.1,,91.0,36.0,,-355.0,,,,-286.8,,-357.3,,-60.9,,-398.0,,False,,,,False,,False,,False,,False
48491,1898,2650.0,4706.4,5185.0,,,,2796.1,,2660.7,,1655.3,,1807.0,752.0,2808.4,3287.0,,,,898.1,,762.7,,-242.7,,-91.0,False,False,,,,False,,False,,True,,True
48493,127,125.0,750.5,7.0,,,,225.8,,38.9,,194.7,,73.0,-2.0,623.5,-120.0,,,,98.8,,-88.1,,67.7,,-54.0,False,False,,,,False,,False,,False,,False
48495,22,80.0,,35.0,,,,45.1,,16.4,,48.0,,40.0,58.0,,13.0,,,,23.1,,-5.6,,26.0,,18.0,,True,,,,True,,True,,True,,True
48497,280,490.0,349.9,1143.0,,,,667.5,,359.3,,266.8,,462.0,210.0,69.9,863.0,,,,387.5,,79.3,,-13.2,,182.0,True,False,,,,False,,True,,True,,True
48499,136,125.0,,57.0,,,,375.5,,29.5,,275.4,,194.0,-11.0,,-79.0,,,,239.5,,-106.5,,139.4,,58.0,,False,,,,False,,False,,False,,False
48501,82,85.0,,76.0,,,,84.7,,47.2,,125.4,,93.0,3.0,,-6.0,,,,2.7,,-34.8,,43.4,,11.0,,False,,,,True,,False,,False,,False
48503,97,150.0,,219.0,,,,198.8,,136.6,,101.7,,199.0,53.0,,122.0,,,,101.8,,39.6,,4.7,,102.0,,False,,,,False,,True,,True,,False
48505,145,80.0,,87.0,,,,133.8,,31.2,,77.2,,90.0,-65.0,,-58.0,,,,-11.2,,-113.8,,-67.8,,-55.0,,True,,,,True,,False,,False,,True
48507,74,175.0,,382.0,,,,175.3,,66.4,,186.4,,103.0,101.0,,308.0,,,,101.3,,-7.6,,112.4,,29.0,,False,,,,False,,True,,False,,True
49001,0,0.0,,0.0,,,,15.6,,,,,,,0.0,,0.0,,,,15.6,,,,,,,,True,,,,False,,,,,,
49003,0,0.0,208.2,0.0,,,,304.4,,,,,,,0.0,208.2,0.0,,,,304.4,,,,,,,False,True,,,,False,,,,,,
49005,0,0.0,276.5,0.0,,,,668.1,,,,0.0,,,0.0,276.5,0.0,,,,668.1,,,,0.0,,,False,True,,,,False,,,,True,,
49007,0,0.0,,0.0,,,,114.4,,,,,,,0.0,,0.0,,,,114.4,,,,,,,,True,,,,False,,,,,,
49009,0,0.0,,0.0,,,,0.0,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,True,,,,True,,,,,,
49011,1123,1205.0,4598.5,1302.0,,,,1716.9,,910.2,,1028.0,,713.0,82.0,3475.5,179.0,,,,593.9,,-212.8,,-95.0,,-410.0,False,False,,,,False,,False,,False,,False
49013,0,0.0,,0.0,,,,145.3,,,,,,,0.0,,0.0,,,,145.3,,,,,,,,True,,,,False,,,,,,
49015,0,0.0,,0.0,,,,20.5,,,,,,,0.0,,0.0,,,,20.5,,,,,,,,True,,,,False,,,,,,
49017,0,0.0,,0.0,,,,25.7,,,,,,,0.0,,0.0,,,,25.7,,,,,,,,True,,,,False,,,,,,
49019,0,0.0,,0.0,,,,40.2,,,,,,,0.0,,0.0,,,,40.2,,,,,,,,True,,,,False,,,,,,
49021,0,0.0,620.2,0.0,,,,284.5,,,,0.0,,,0.0,620.2,0.0,,,,284.5,,,,0.0,,,False,True,,,,False,,,,True,,
49023,0,0.0,,0.0,,,,84.0,,,,,,,0.0,,0.0,,,,84.0,,,,,,,,True,,,,False,,,,,,
49025,0,0.0,,0.0,,,,54.7,,,,,,,0.0,,0.0,,,,54.7,,,,,,,,True,,,,False,,,,,,
49027,0,0.0,,0.0,,,,72.2,,,,,,,0.0,,0.0,,,,72.2,,,,,,,,True,,,,False,,,,,,
49029,0,0.0,,0.0,,,,25.7,,,,,,,0.0,,0.0,,,,25.7,,,,,,,,True,,,,False,,,,,,
49031,0,0.0,,0.0,,,,3.4,,,,,,,0.0,,0.0,,,,3.4,,,,,,,,True,,,,False,,,,,,
49033,0,0.0,,0.0,,,,3.2,,,,,,,0.0,,0.0,,,,3.2,,,,,,,,True,,,,False,,,,,,
49035,5368,6045.0,14658.2,6191.0,,,,5145.0,,6446.3,,4475.0,,3699.0,677.0,9290.2,823.0,,,,-223.0,,1078.3,,-893.0,,-1669.0,False,False,,,,True,,False,,False,,False
49037,39,130.0,,0.0,,,,108.7,,23.2,,108.4,,39.0,91.0,,-39.0,,,,69.7,,-15.8,,69.4,,0.0,,True,,,,True,,True,,True,,True
49039,0,0.0,,0.0,,,,172.8,,,,,,,0.0,,0.0,,,,172.8,,,,,,,,True,,,,False,,,,,,
49041,0,0.0,,0.0,,,,69.9,,,,,,,0.0,,0.0,,,,69.9,,,,,,,,True,,,,False,,,,,,
49043,201,85.0,,41.0,,,,115.2,,20.8,,32.2,,38.0,-116.0,,-160.0,,,,-85.8,,-180.2,,-168.8,,-163.0,,False,,,,True,,False,,False,,False
49045,182,235.0,393.4,185.0,,,,344.3,,75.8,,116.0,,130.0,53.0,211.4,3.0,,,,162.3,,-106.2,,-66.0,,-52.0,False,True,,,,False,,False,,False,,True
49047,0,0.0,,0.0,,,,144.1,,,,0.0,,,0.0,,0.0,,,,144.1,,,,0.0,,,,True,,,,False,,,,True,,
49049,4186,4110.0,9137.6,6141.0,,,,2972.5,,3533.2,,3939.5,,2855.0,-76.0,4951.6,1955.0,,,,-1213.5,,-652.8,,-246.5,,-1331.0,False,False,,,,False,,False,,False,,False
49051,108,165.0,,134.0,,,,85.5,,40.4,,210.4,,114.0,57.0,,26.0,,,,-22.5,,-67.6,,102.4,,6.0,,True,,,,True,,False,,False,,True
49053,0,0.0,2645.9,0.0,,,,683.0,,,,0.0,,,0.0,2645.9,0.0,,,,683.0,,,,0.0,,,False,True,,,,False,,,,True,,
49055,0,0.0,,0.0,,,,25.8,,,,,,,0.0,,0.0,,,,25.8,,,,,,,,True,,,,False,,,,,,
49057,0,0.0,1687.6,0.0,,,,1577.8,,,,,,,0.0,1687.6,0.0,,,,1577.8,,,,,,,False,True,,,,False,,,,,,
50001,10,5.0,,0.0,,,,19.9,,1.3,,2.1,,4.0,-5.0,,-10.0,,,,9.9,,-8.7,,-7.9,,-6.0,,False,,,,False,,False,,False,,False
50003,23,5.0,,0.0,,,,64.5,,3.5,,9.4,,7.0,-18.0,,-23.0,,,,41.5,,-19.5,,-13.6,,-16.0,,False,,,,False,,False,,True,,True
50005,9,0.0,,0.0,,,,57.8,,2.4,,3.8,,1.0,-9.0,,-9.0,,,,48.8,,-6.6,,-5.2,,-8.0,,False,,,,False,,True,,True,,True
50007,87,55.0,34.5,5.0,,,,194.0,,4.6,,161.3,,33.0,-32.0,-52.5,-82.0,,,,107.0,,-82.4,,74.3,,-54.0,False,False,,,,False,,False,,False,,False
50009,0,10.0,,0.0,,,,9.6,,0.0,,,,2.0,10.0,,0.0,,,,9.6,,0.0,,,,2.0,,True,,,,True,,True,,,,True
50011,7,5.0,,0.0,,,,69.4,,0.0,,13.6,,7.0,-2.0,,-7.0,,,,62.4,,-7.0,,6.6,,0.0,,False,,,,False,,False,,False,,True
50013,0,0.0,,0.0,,,,4.8,,0.3,,,,0.0,0.0,,0.0,,,,4.8,,0.3,,,,0.0,,True,,,,False,,False,,,,True
50015,4,5.0,,0.0,,,,44.5,,0.5,,15.4,,2.0,1.0,,-4.0,,,,40.5,,-3.5,,11.4,,-2.0,,False,,,,False,,False,,False,,False
50017,8,0.0,,0.0,,,,7.0,,0.1,,,,0.0,-8.0,,-8.0,,,,-1.0,,-7.9,,,,-8.0,,False,,,,True,,True,,,,False
50019,8,0.0,,0.0,,,,7.8,,0.2,,0.6,,0.0,-8.0,,-8.0,,,,-0.2,,-7.8,,-7.4,,-8.0,,False,,,,True,,True,,True,,False
50021,30,50.0,1.5,184.0,,,,228.7,,4.1,,26.3,,37.0,20.0,-28.5,154.0,,,,198.7,,-25.9,,-3.7,,7.0,False,False,,,,False,,False,,True,,True
50023,16,30.0,0.6,54.0,,,,115.6,,0.9,,31.8,,15.0,14.0,-15.4,38.0,,,,99.6,,-15.1,,15.8,,-1.0,False,False,,,,False,,False,,False,,True
50025,21,5.0,,0.0,,,,71.6,,0.0,,2.5,,3.0,-16.0,,-21.0,,,,50.6,,-21.0,,-18.5,,-18.0,,False,,,,False,,False,,False,,False
50027,11,5.0,6.4,0.0,,,,58.5,,1.7,,12.6,,7.0,-6.0,-4.6,-11.0,,,,47.5,,-9.3,,1.6,,-4.0,True,False,,,,False,,False,,True,,True
51001,63,90.0,,14.0,,,,143.1,,24.1,,46.8,,89.0,27.0,,-49.0,,,,80.1,,-38.9,,-16.2,,26.0,,False,,,,False,,False,,True,,True
51003,295,460.0,603.7,741.0,,,,637.9,,65.7,,342.7,,692.0,165.0,308.7,446.0,,,,342.9,,-229.3,,47.7,,397.0,False,False,,,,False,,False,,True,,False
51005,17,30.0,,0.0,,,,53.5,,14.3,,44.2,,262.0,13.0,,-17.0,,,,36.5,,-2.7,,27.2,,245.0,,False,,,,False,,True,,False,,False
51007,41,30.0,,49.0,,,,62.7,,38.9,,15.8,,15.0,-11.0,,8.0,,,,21.7,,-2.1,,-25.2,,-26.0,,True,,,,False,,True,,False,,False
51009,177,285.0,,595.0,,,,276.6,,222.0,,254.9,,309.0,108.0,,418.0,,,,99.6,,45.0,,77.9,,132.0,,False,,,,True,,True,,True,,False
51011,108,80.0,,168.0,,,,133.1,,16.8,,112.3,,65.0,-28.0,,60.0,,,,25.1,,-91.2,,4.3,,-43.0,,False,,,,True,,False,,True,,False
51013,648,780.0,324.1,1746.0,,,,690.5,,218.4,,771.2,,816.0,132.0,-323.9,1098.0,,,,42.5,,-429.6,,123.2,,168.0,False,False,,,,True,,False,,True,,False
51015,147,120.0,65.3,166.0,,,,358.8,,16.1,,108.2,,267.0,-27.0,-81.7,19.0,,,,211.8,,-130.9,,-38.8,,120.0,False,True,,,,False,,False,,False,,False
51017,0,0.0,,0.0,,,,18.2,,,,,,0.0,0.0,,0.0,,,,18.2,,,,,,0.0,,True,,,,False,,,,,,True
51019,308,270.0,327.1,238.0,,,,675.9,,135.4,,432.7,,185.0,-38.0,19.1,-70.0,,,,367.9,,-172.6,,124.7,,-123.0,True,False,,,,False,,False,,False,,False
51021,54,20.0,,0.0,,,,16.2,,,,14.6,,91.0,-34.0,,-54.0,,,,-37.8,,,,-39.4,,37.0,,False,,,,False,,,,False,,False
51023,67,135.0,,59.0,,,,177.2,,34.4,,209.4,,187.0,68.0,,-8.0,,,,110.2,,-32.6,,142.4,,120.0,,True,,,,False,,True,,False,,False
51025,100,115.0,,138.0,,,,183.3,,14.2,,163.1,,75.0,15.0,,38.0,,,,83.3,,-85.8,,63.1,,-25.0,,False,,,,False,,False,,False,,False
51027,32,30.0,,33.0,,,,93.6,,21.7,,12.8,,12.0,-2.0,,1.0,,,,61.6,,-10.3,,-19.2,,-20.0,,True,,,,False,,False,,False,,False
51029,60,55.0,,0.0,,,,41.0,,13.4,,43.2,,106.0,-5.0,,-60.0,,,,-19.0,,-46.6,,-16.8,,46.0,,False,,,,False,,False,,False,,False
51031,175,285.0,251.9,515.0,,,,571.6,,489.3,,315.2,,276.0,110.0,76.9,340.0,,,,396.6,,314.3,,140.2,,101.0,True,False,,,,False,,False,,False,,True
51033,93,80.0,,132.0,,,,205.3,,19.9,,72.5,,122.0,-13.0,,39.0,,,,112.3,,-73.1,,-20.5,,29.0,,False,,,,False,,False,,False,,False
51035,132,95.0,,115.0,,,,94.1,,48.8,,49.0,,106.0,-37.0,,-17.0,,,,-37.9,,-83.2,,-83.0,,-26.0,,True,,,,False,,False,,False,,True
51036,25,10.0,,3.0,,,,19.4,,19.8,,8.1,,8.0,-15.0,,-22.0,,,,-5.6,,-5.2,,-16.9,,-17.0,,False,,,,True,,True,,False,,False
51037,44,20.0,,33.0,,,,65.1,,8.1,,19.6,,6.0,-24.0,,-11.0,,,,21.1,,-35.9,,-24.4,,-38.0,,True,,,,True,,False,,False,,False
51041,1150,1910.0,727.3,3058.0,,,,2064.4,,610.1,,2004.4,,1911.0,760.0,-422.7,1908.0,,,,914.4,,-539.9,,854.4,,761.0,True,False,,,,False,,True,,False,,False
51043,16,10.0,,4.0,,,,42.3,,39.6,,7.0,,3.0,-6.0,,-12.0,,,,26.3,,23.6,,-9.0,,-13.0,,False,,,,False,,False,,False,,False
51045,9,5.0,,0.0,,,,12.8,,1.6,,,,3.0,-4.0,,-9.0,,,,3.8,,-7.4,,,,-6.0,,False,,,,True,,False,,,,False
51047,157,250.0,43.6,402.0,,,,267.9,,68.0,,239.8,,313.0,93.0,-113.3,245.0,,,,110.9,,-89.0,,82.8,,156.0,False,False,,,,False,,True,,True,,False
51049,26,55.0,,33.0,,,,43.1,,21.0,,25.0,,65.0,29.0,,7.0,,,,17.1,,-5.0,,-1.0,,39.0,,True,,,,True,,True,,True,,False
51051,39,85.0,,251.0,,,,165.7,,,,,,87.0,46.0,,212.0,,,,126.7,,,,,,48.0,,False,,,,False,,,,,,False
51053,119,95.0,,169.0,,,,172.2,,8.1,,64.0,,55.0,-24.0,,50.0,,,,53.2,,-110.9,,-55.0,,-64.0,,False,,,,False,,False,,False,,False
51057,62,115.0,,176.0,,,,76.6,,26.3,,52.7,,213.0,53.0,,114.0,,,,14.6,,-35.7,,-9.3,,151.0,,False,,,,True,,True,,True,,False
51059,3193,3065.0,1779.4,5903.0,,,,3718.3,,880.4,,2644.6,,4109.0,-128.0,-1413.6,2710.0,,,,525.3,,-2312.6,,-548.4,,916.0,False,False,,,,False,,False,,False,,False
51061,240,210.0,301.8,218.0,,,,241.1,,45.9,,173.4,,441.0,-30.0,61.8,-22.0,,,,1.1,,-194.1,,-66.6,,201.0,False,True,,,,True,,False,,False,,False
51063,122,120.0,,263.0,,,,103.6,,54.6,,88.4,,244.0,-2.0,,141.0,,,,-18.4,,-67.4,,-33.6,,122.0,,False,,,,False,,False,,False,,False
51065,59,75.0,,117.0,,,,165.1,,62.7,,42.3,,51.0,16.0,,58.0,,,,106.1,,3.7,,-16.7,,-8.0,,False,,,,False,,True,,False,,True
51067,121,60.0,142.9,95.0,,,,216.1,,15.0,,47.2,,63.0,-61.0,21.9,-26.0,,,,95.1,,-106.0,,-73.8,,-58.0,True,True,,,,False,,False,,False,,True
51069,130,95.0,201.4,44.0,,,,195.6,,8.1,,78.3,,115.0,-35.0,71.4,-86.0,,,,65.6,,-121.9,,-51.7,,-15.0,False,False,,,,False,,False,,False,,True
51071,44,0.0,,0.0,,,,26.0,,7.5,,5.7,,0.0,-44.0,,-44.0,,,,-18.0,,-36.5,,-38.3,,-44.0,,False,,,,True,,True,,True,,False
51073,68,65.0,,21.0,,,,171.7,,38.6,,84.9,,35.0,-3.0,,-47.0,,,,103.7,,-29.4,,16.9,,-33.0,,False,,,,False,,False,,False,,False
51075,81,50.0,,83.0,,,,80.2,,19.9,,35.0,,80.0,-31.0,,2.0,,,,-0.8,,-61.1,,-46.0,,-1.0,,True,,,,True,,False,,False,,True
51077,118,115.0,,215.0,,,,145.0,,38.5,,75.2,,110.0,-3.0,,97.0,,,,27.0,,-79.5,,-42.8,,-8.0,,False,,,,False,,False,,False,,False
51079,54,85.0,,94.0,,,,148.4,,26.0,,105.2,,70.0,31.0,,40.0,,,,94.4,,-28.0,,51.2,,16.0,,False,,,,False,,True,,False,,True
51081,272,215.0,,0.0,,,,108.6,,96.6,,130.4,,59.0,-57.0,,-272.0,,,,-163.4,,-175.4,,-141.6,,-213.0,,False,,,,False,,False,,False,,False
51083,124,90.0,,104.0,,,,198.5,,20.9,,81.3,,124.0,-34.0,,-20.0,,,,74.5,,-103.1,,-42.7,,0.0,,True,,,,False,,False,,False,,True
51085,427,265.0,204.4,355.0,,,,441.1,,140.8,,126.8,,379.0,-162.0,-222.6,-72.0,,,,14.1,,-286.2,,-300.2,,-48.0,False,True,,,,True,,False,,False,,True
51087,1161,1190.0,473.0,688.0,,,,2067.7,,538.9,,2039.3,,801.0,29.0,-688.0,-473.0,,,,906.7,,-622.1,,878.3,,-360.0,False,False,,,,False,,False,,False,,False
51089,374,385.0,624.0,840.0,,,,577.6,,156.1,,214.1,,456.0,11.0,250.0,466.0,,,,203.6,,-217.9,,-159.9,,82.0,False,False,,,,False,,False,,False,,False
51091,0,15.0,,0.0,,,,11.3,,0.4,,,,45.0,15.0,,0.0,,,,11.3,,0.4,,,,45.0,,True,,,,True,,True,,,,False
51093,261,260.0,,352.0,,,,258.8,,41.9,,413.5,,338.0,-1.0,,91.0,,,,-2.2,,-219.1,,152.5,,77.0,,False,,,,False,,False,,False,,False
51095,191,305.0,250.7,398.0,,,,219.7,,101.4,,197.1,,247.0,114.0,59.7,207.0,,,,28.7,,-89.6,,6.1,,56.0,True,False,,,,True,,True,,True,,True
51097,25,20.0,,0.0,,,,26.2,,8.7,,20.8,,30.0,-5.0,,-25.0,,,,1.2,,-16.3,,-4.2,,5.0,,False,,,,True,,False,,True,,False
51099,82,85.0,,295.0,,,,124.5,,48.9,,54.7,,162.0,3.0,,213.0,,,,42.5,,-33.1,,-27.3,,80.0,,False,,,,False,,False,,False,,False
51101,48,50.0,,35.0,,,,86.3,,18.1,,33.3,,56.0,2.0,,-13.0,,,,38.3,,-29.9,,-14.7,,8.0,,False,,,,False,,False,,False,,False
51103,60,25.0,,31.0,,,,44.2,,5.8,,12.7,,51.0,-35.0,,-29.0,,,,-15.8,,-54.2,,-47.3,,-9.0,,True,,,,True,,False,,False,,True
51105,132,95.0,,58.0,,,,133.9,,16.5,,68.7,,63.0,-37.0,,-74.0,,,,1.9,,-115.5,,-63.3,,-69.0,,False,,,,True,,False,,False,,False
51107,1155,1200.0,1181.3,1871.0,,,,1026.9,,445.7,,925.0,,1102.0,45.0,26.3,716.0,,,,-128.1,,-709.3,,-230.0,,-53.0,True,False,,,,False,,False,,False,,False
