,predicted_cases,actual_cases,error,perc_error
USACE-ERDC_SEIR,532216.7,531554,662.7,0.1%
USC-SI_kJalpha,533476.0,531554,1922.0,0.4%
JHUAPL-Bucky,526087.2,531554,-5466.8,-1.0%
OliverWyman-Navigator,537379.0,531554,5825.0,1.1%
Karlen-pypm,538119.2,531554,6565.2,1.2%
JHU_IDD-CovidSP,539062.7,531554,7508.7,1.4%
COVIDhub-ensemble,540705.0,531554,9151.0,1.7%
LNQ-ens1,546251.5,531554,14697.5,2.8%
Columbia_UNC-SurvCon,515685.0,531554,-15869.0,-3.0%
QJHong-Encounter,506533.0,531554,-25021.0,-4.7%
DDS-NBDS,563427.3,531554,31873.3,6.0%
UMich-RidgeTfReg,495924.4,531554,-35629.6,-6.7%
UCLA-SuEIR,577529.3,531554,45975.3,8.6%
CEID-Walk,587835.8,531554,56281.8,10.6%
COVIDhub-baseline,588048.0,531554,56494.0,10.6%
CovidAnalytics-DELPHI,463613.0,531554,-67941.0,-12.8%
Covid19Sim-Simulator,460358.3,531554,-71195.7,-13.4%
CU-select,618942.0,531554,87388.0,16.4%
LANL-GrowthRate,428135.7,531554,-103418.3,-19.5%
IQVIA_ACOE-STAN,640286.0,531554,108732.0,20.5%
RobertWalraven-ESG,405786.6,531554,-125767.4,-23.7%
IowaStateLW-STEM,668576.0,531554,137022.0,25.8%
Geneva-DetGrowth,291728.0,531554,-239826.0,-45.1%
