,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27095,46,27.0,24.3,,21.0,31.0,,,,,,42.0,60.6,,7.4,17.3,22.0,28.0,,18.8,,37.3,,,,43.0,19.3,-19.0,-21.7,,-25.0,-15.0,,,,,,-4.0,14.6,,-38.6,-28.7,-24.0,-18.0,,-27.2,,-8.7,,,,-3.0,-26.7,False,,False,True,,,,,,True,True,,False,False,False,True,,False,,True,,,,True,False
27097,59,30.0,30.6,,30.0,61.0,,,,,,68.0,65.5,,3.1,22.0,21.0,32.0,,39.6,,28.4,,,,27.0,28.9,-29.0,-28.4,,-29.0,2.0,,,,,,9.0,6.5,,-55.9,-37.0,-38.0,-27.0,,-19.4,,-30.6,,,,-32.0,-30.1,True,,False,True,,,,,,True,True,,False,False,False,True,,True,,False,,,,False,False
27099,81,69.0,69.3,,70.0,69.0,,,,,,143.0,87.3,,36.7,103.1,165.0,62.0,,41.7,,74.5,,,,84.0,64.3,-12.0,-11.7,,-11.0,-12.0,,,,,,62.0,6.3,,-44.3,22.1,84.0,-19.0,,-39.3,,-6.5,,,,3.0,-16.7,True,,True,False,,,,,,False,True,,False,False,False,False,,False,,True,,,,True,False
27101,17,24.0,19.4,,7.0,0.0,,,,,,9.0,19.4,,3.6,16.4,21.0,16.0,,0.2,,20.4,,,,40.0,15.0,7.0,2.4,,-10.0,-17.0,,,,,,-8.0,2.4,,-13.4,-0.6,4.0,-1.0,,-16.8,,3.4,,,,23.0,-2.0,True,,False,False,,,,,,False,True,,False,True,True,True,,False,,True,,,,False,True
27103,70,99.0,94.9,,89.0,113.0,,,,,,84.0,138.8,,56.3,88.1,77.0,257.0,,88.2,,92.6,,,,100.0,89.6,29.0,24.9,,19.0,43.0,,,,,,14.0,68.8,,-13.7,18.1,7.0,187.0,,18.2,,22.6,,,,30.0,19.6,True,,True,False,,,,,,True,False,,True,True,True,False,,True,,True,,,,False,True
27105,84,117.0,106.4,,48.0,0.0,,,,,,106.0,53.2,,18.3,87.1,237.0,52.0,,20.8,,62.6,,,,0.0,92.7,33.0,22.4,,-36.0,-84.0,,,,,,22.0,-30.8,,-65.7,3.1,153.0,-32.0,,-63.2,,-21.4,,,,-84.0,8.7,True,,False,False,,,,,,True,True,,False,True,False,True,,False,,True,,,,False,True
27107,5,15.0,17.0,,3.0,0.0,,,,,,3.0,13.7,,1.8,2.2,,7.0,,7.8,,13.7,,,,31.0,12.6,10.0,12.0,,-2.0,-5.0,,,,,,-2.0,8.7,,-3.2,-2.8,,2.0,,2.8,,8.7,,,,26.0,7.6,False,,True,True,,,,,,True,True,,True,True,,True,,True,,True,,,,False,True
27109,253,246.0,248.3,,196.0,156.0,,,,,,484.0,315.5,,152.4,209.7,295.0,182.0,,237.1,,196.3,170.0,,,209.0,248.1,-7.0,-4.7,,-57.0,-97.0,,,,,,231.0,62.5,,-100.6,-43.3,42.0,-71.0,,-15.9,,-56.7,-83.0,,,-44.0,-4.9,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,True
27111,97,87.0,86.3,,77.0,91.0,,,,,,126.0,214.2,,15.1,62.2,48.0,8.0,,69.5,,72.1,,,,103.0,73.7,-10.0,-10.7,,-20.0,-6.0,,,,,,29.0,117.2,,-81.9,-34.8,-49.0,-89.0,,-27.5,,-24.9,,,,6.0,-23.3,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
27113,29,0.0,0.0,,2.0,0.0,,,,,,9.0,11.3,,7.6,3.8,,7.0,,1.5,,4.7,,,,0.0,5.3,-29.0,-29.0,,-27.0,-29.0,,,,,,-20.0,-17.7,,-21.4,-25.2,,-22.0,,-27.5,,-24.3,,,,-29.0,-23.7,False,,True,False,,,,,,True,True,,True,True,,True,,True,,True,,,,False,True
27115,38,18.0,17.8,,11.0,15.0,,,,,,43.0,49.1,,0.8,9.8,20.0,11.0,,11.5,,12.8,,,,25.0,11.3,-20.0,-20.2,,-27.0,-23.0,,,,,,5.0,11.1,,-37.2,-28.2,-18.0,-27.0,,-26.5,,-25.2,,,,-13.0,-26.7,False,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,True,False
27117,29,33.0,32.5,,19.0,0.0,,,,,,12.0,42.7,,8.3,24.8,23.0,23.0,,18.0,,50.6,,,,30.0,33.0,4.0,3.5,,-10.0,-29.0,,,,,,-17.0,13.7,,-20.7,-4.2,-6.0,-6.0,,-11.0,,21.6,,,,1.0,4.0,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,True
27119,59,54.0,45.0,,31.0,26.0,,,,,,30.0,91.2,,11.6,41.8,39.0,101.0,,2.2,,89.7,,,,58.0,40.4,-5.0,-14.0,,-28.0,-33.0,,,,,,-29.0,32.2,,-47.4,-17.2,-20.0,42.0,,-56.8,,30.7,,,,-1.0,-18.6,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
27121,19,24.0,24.2,,9.0,0.0,,,,,,16.0,19.3,,3.3,9.4,,,,9.3,,18.0,,,,47.0,17.1,5.0,5.2,,-10.0,-19.0,,,,,,-3.0,0.3,,-15.7,-9.6,,,,-9.7,,-1.0,,,,28.0,-1.9,False,,False,False,,,,,,True,True,,False,False,,,,False,,True,,,,False,True
27123,1494,1572.0,1550.9,1497.2,1507.0,2065.0,,,,,,1531.0,1221.9,,1122.5,1409.6,1448.0,1132.0,,1513.9,,1695.3,1476.0,,,1361.0,1319.9,78.0,56.9,3.2,13.0,571.0,,,,,,37.0,-272.1,,-371.5,-84.4,-46.0,-362.0,,19.9,,201.3,-18.0,,,-133.0,-174.1,True,True,True,False,,,,,,True,False,,False,False,True,False,,True,,False,True,,,False,False
27125,9,12.0,12.2,,0.0,0.0,,,,,,0.0,9.2,,0.7,0.8,0.0,11.0,,8.0,,,,,,25.0,10.3,3.0,3.2,,-9.0,-9.0,,,,,,-9.0,0.2,,-8.3,-8.2,-9.0,2.0,,-1.0,,,,,,16.0,1.3,False,,False,False,,,,,,False,True,,False,False,False,True,,True,,,,,,False,True
27127,37,27.0,27.0,,11.0,22.0,,,,,,10.0,28.6,,2.7,12.3,,9.0,,2.8,,16.8,,,,47.0,18.3,-10.0,-10.0,,-26.0,-15.0,,,,,,-27.0,-8.4,,-34.3,-24.7,,-28.0,,-34.2,,-20.2,,,,10.0,-18.7,True,,False,False,,,,,,False,True,,False,False,,False,,False,,False,,,,False,False
27129,35,9.0,13.9,,9.0,0.0,,,,,,21.0,24.7,,6.9,4.4,,3.0,,9.1,,9.6,,,,8.0,11.3,-26.0,-21.1,,-26.0,-35.0,,,,,,-14.0,-10.3,,-28.1,-30.6,,-32.0,,-25.9,,-25.4,,,,-27.0,-23.7,True,,False,False,,,,,,True,True,,False,False,,False,,True,,True,,,,False,True
27131,139,183.0,169.4,,152.0,269.0,,,,,,198.0,92.3,,69.2,153.0,181.0,188.0,,111.0,,153.8,,,,267.0,125.6,44.0,30.4,,13.0,130.0,,,,,,59.0,-46.7,,-69.8,14.0,42.0,49.0,,-28.0,,14.8,,,,128.0,-13.4,True,,True,False,,,,,,False,False,,False,True,True,False,,True,,True,,,,False,True
27133,33,18.0,15.7,,15.0,0.0,,,,,,12.0,35.4,,6.1,17.8,22.0,41.0,,25.7,,15.7,,,,16.0,21.4,-15.0,-17.3,,-18.0,-33.0,,,,,,-21.0,2.4,,-26.9,-15.2,-11.0,8.0,,-7.3,,-17.3,,,,-17.0,-11.6,False,,False,False,,,,,,False,True,,False,False,True,True,,True,,False,,,,False,True
27135,41,27.0,29.0,,13.0,13.0,,,,,,14.0,35.7,,4.1,10.0,18.0,23.0,,14.6,,30.3,,,,45.0,18.6,-14.0,-12.0,,-28.0,-28.0,,,,,,-27.0,-5.3,,-36.9,-31.0,-23.0,-18.0,,-26.4,,-10.7,,,,4.0,-22.4,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,True,,,,True,False
27137,377,273.0,253.5,,234.0,173.0,,,,,,366.0,855.2,,218.2,206.4,161.0,,,148.5,,491.4,220.0,,,202.0,237.0,-104.0,-123.5,,-143.0,-204.0,,,,,,-11.0,478.2,,-158.8,-170.6,-216.0,,,-228.5,,114.4,-157.0,,,-175.0,-140.0,False,,False,False,,,,,,True,False,,False,False,False,,,False,,False,False,,,False,False
27139,427,372.0,355.5,,312.0,267.0,,,,,,422.0,459.2,,280.1,356.5,319.0,126.0,,337.3,,260.0,251.0,,,314.0,368.9,-55.0,-71.5,,-115.0,-160.0,,,,,,-5.0,32.2,,-146.9,-70.5,-108.0,-301.0,,-89.7,,-167.0,-176.0,,,-113.0,-58.1,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,False,,,False,False
27141,186,156.0,146.0,,134.0,141.0,,,,,,222.0,338.2,,95.0,120.7,138.0,18.0,,111.1,,115.2,,,,169.0,155.9,-30.0,-40.0,,-52.0,-45.0,,,,,,36.0,152.2,,-91.0,-65.3,-48.0,-168.0,,-74.9,,-70.8,,,,-17.0,-30.1,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
27143,57,51.0,52.5,,41.0,46.0,,,,,,29.0,34.6,,59.9,55.0,,26.0,,30.4,,38.6,,,,99.0,26.2,-6.0,-4.5,,-16.0,-11.0,,,,,,-28.0,-22.4,,2.9,-2.0,,-31.0,,-26.6,,-18.4,,,,42.0,-30.8,True,,False,False,,,,,,False,False,,True,True,,False,,False,,False,,,,False,False
27145,459,363.0,361.0,,377.0,757.0,,,,,,498.0,384.2,,321.0,389.2,480.0,479.0,,160.3,,376.9,455.0,,,520.0,268.8,-96.0,-98.0,,-82.0,298.0,,,,,,39.0,-74.8,,-138.0,-69.8,21.0,20.0,,-298.7,,-82.1,-4.0,,,61.0,-190.2,False,,True,False,,,,,,True,True,,False,True,True,True,,False,,True,True,,,True,False
27147,107,72.0,67.7,,65.0,75.0,,,,,,110.0,95.9,,46.9,84.8,70.0,47.0,,0.0,,64.3,,,,72.0,61.8,-35.0,-39.3,,-42.0,-32.0,,,,,,3.0,-11.1,,-60.1,-22.2,-37.0,-60.0,,-107.0,,-42.7,,,,-35.0,-45.2,False,,False,True,,,,,,True,True,,False,True,False,False,,False,,False,,,,False,False
27149,61,9.0,8.3,,3.0,0.0,,,,,,14.0,9.2,,1.1,3.5,3.0,8.0,,7.4,,,,,,8.0,6.8,-52.0,-52.7,,-58.0,-61.0,,,,,,-47.0,-51.8,,-59.9,-57.5,-58.0,-53.0,,-53.6,,,,,,-53.0,-54.2,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,,,,,False,False
27151,32,3.0,4.1,,4.0,0.0,,,,,,9.0,12.7,,3.1,2.4,,0.0,,7.2,,9.5,,,,1.0,7.2,-29.0,-27.9,,-28.0,-32.0,,,,,,-23.0,-19.3,,-28.9,-29.6,,-32.0,,-24.8,,-22.5,,,,-31.0,-24.8,True,,True,False,,,,,,True,True,,True,False,,False,,True,,True,,,,False,True
27153,22,27.0,29.5,,18.0,0.0,,,,,,81.0,31.0,,3.5,21.7,58.0,0.0,,21.9,,15.1,,,,28.0,20.8,5.0,7.5,,-4.0,-22.0,,,,,,59.0,9.0,,-18.5,-0.3,36.0,-22.0,,-0.1,,-6.9,,,,6.0,-1.2,False,,True,False,,,,,,False,False,,False,True,False,False,,True,,False,,,,False,True
27155,7,15.0,14.2,,3.0,0.0,,,,,,3.0,3.9,,0.4,3.5,7.0,9.0,,3.7,,,,,,14.0,7.7,8.0,7.2,,-4.0,-7.0,,,,,,-4.0,-3.1,,-6.6,-3.5,0.0,2.0,,-3.3,,,,,,7.0,0.7,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,,,,,True,True
27157,38,24.0,22.8,,19.0,21.0,,,,,,43.0,49.9,,8.3,20.8,22.0,68.0,,11.9,,17.0,,,,29.0,21.3,-14.0,-15.2,,-19.0,-17.0,,,,,,5.0,11.9,,-29.7,-17.2,-16.0,30.0,,-26.1,,-21.0,,,,-9.0,-16.7,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,True,False
27159,20,27.0,28.0,,16.0,0.0,,,,,,21.0,33.2,,4.7,25.3,,15.0,,13.9,,20.1,,,,62.0,12.5,7.0,8.0,,-4.0,-20.0,,,,,,1.0,13.2,,-15.3,5.3,,-5.0,,-6.1,,0.1,,,,42.0,-7.5,False,,True,False,,,,,,True,False,,False,True,,True,,True,,True,,,,False,False
27161,184,123.0,121.5,,101.0,161.0,,,,,,45.0,89.3,,97.2,100.0,71.0,41.0,,85.4,,142.6,,,,173.0,87.9,-61.0,-62.5,,-83.0,-23.0,,,,,,-139.0,-94.7,,-86.8,-84.0,-113.0,-143.0,,-98.6,,-41.4,,,,-11.0,-96.1,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,True,,,,True,False
27163,793,804.0,791.6,,800.0,993.0,,,,,,577.0,775.8,,788.9,731.9,529.0,698.0,,832.3,,827.7,858.0,,,916.0,695.2,11.0,-1.4,,7.0,200.0,,,,,,-216.0,-17.2,,-4.1,-61.1,-264.0,-95.0,,39.3,,34.7,65.0,,,123.0,-97.8,True,,True,False,,,,,,False,False,,True,False,False,False,,False,,False,False,,,False,False
27165,74,30.0,22.6,,25.0,22.0,,,,,,30.0,18.4,,11.9,52.0,56.0,30.0,,58.1,,23.8,,,,16.0,42.2,-44.0,-51.4,,-49.0,-52.0,,,,,,-44.0,-55.6,,-62.1,-22.0,-18.0,-44.0,,-15.9,,-50.2,,,,-58.0,-31.8,False,,False,False,,,,,,False,False,,False,True,True,False,,True,,False,,,,False,True
27167,13,15.0,17.1,,10.0,0.0,,,,,,8.0,12.0,,4.5,14.0,,11.0,,24.0,,10.4,,,,36.0,10.3,2.0,4.1,,-3.0,-13.0,,,,,,-5.0,-1.0,,-8.5,1.0,,-2.0,,11.0,,-2.6,,,,23.0,-2.7,False,,False,False,,,,,,False,True,,False,True,,False,,False,,False,,,,False,False
27169,367,66.0,68.7,,47.0,43.0,,,,,,97.0,145.6,,25.2,48.1,53.0,121.0,,31.4,,117.2,,,,84.0,59.0,-301.0,-298.3,,-320.0,-324.0,,,,,,-270.0,-221.4,,-341.8,-318.9,-314.0,-246.0,,-335.6,,-249.8,,,,-283.0,-308.0,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,True,,,,True,False
27171,368,309.0,309.3,,307.0,422.0,,,,,,321.0,446.5,,189.9,316.2,224.0,260.0,,307.7,,245.0,415.0,,,371.0,270.2,-59.0,-58.7,,-61.0,54.0,,,,,,-47.0,78.5,,-178.1,-51.8,-144.0,-108.0,,-60.3,,-123.0,47.0,,,3.0,-97.8,True,,False,True,,,,,,True,False,,False,True,False,False,,False,,False,True,,,True,False
27173,66,18.0,16.8,,8.0,0.0,,,,,,8.0,20.6,,5.4,6.4,,9.0,,16.7,,23.8,,,,36.0,10.4,-48.0,-49.2,,-58.0,-66.0,,,,,,-58.0,-45.4,,-60.6,-59.6,,-57.0,,-49.3,,-42.2,,,,-30.0,-55.6,False,,False,False,,,,,,False,True,,False,False,,False,,False,,True,,,,True,False
28001,153,126.0,154.0,,131.0,105.0,,,,,,213.0,150.5,,110.1,176.3,142.0,104.0,,142.9,,88.5,,,,75.0,132.8,-27.0,1.0,,-22.0,-48.0,,,,,,60.0,-2.5,,-42.9,23.3,-11.0,-49.0,,-10.1,,-64.5,,,,-78.0,-20.2,True,,True,False,,,,,,False,True,,False,True,True,False,,True,,False,,,,False,True
28003,219,165.0,183.7,,134.0,124.0,,,,,,203.0,178.2,,136.7,126.7,106.0,110.0,,0.7,,211.5,,,,108.0,201.0,-54.0,-35.3,,-85.0,-95.0,,,,,,-16.0,-40.8,,-82.3,-92.3,-113.0,-109.0,,-218.3,,-7.5,,,,-111.0,-18.0,True,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,,,,False,True
28005,32,39.0,39.5,,36.0,23.0,,,,,,58.0,50.9,,9.9,37.4,43.0,,,19.0,,41.9,,,,29.0,46.7,7.0,7.5,,4.0,-9.0,,,,,,26.0,18.9,,-22.1,5.4,11.0,,,-13.0,,9.9,,,,-3.0,14.7,False,,True,False,,,,,,False,False,,False,True,False,,,False,,False,,,,True,False
28007,50,63.0,64.6,,52.0,74.0,,,,,,67.0,51.7,,19.2,56.3,85.0,31.0,,43.4,,48.4,,,,23.0,61.0,13.0,14.6,,2.0,24.0,,,,,,17.0,1.7,,-30.8,6.3,35.0,-19.0,,-6.6,,-1.6,,,,-27.0,11.0,False,,True,False,,,,,,False,True,,False,True,False,False,,True,,True,,,,False,True
28009,34,57.0,52.0,,54.0,41.0,,,,,,59.0,34.2,,63.6,77.6,48.0,54.0,,67.3,,38.9,,,,40.0,59.6,23.0,18.0,,20.0,7.0,,,,,,25.0,0.2,,29.6,43.6,14.0,20.0,,33.3,,4.9,,,,6.0,25.6,True,,True,True,,,,,,False,True,,False,False,True,True,,False,,True,,,,True,False
28011,373,342.0,323.2,,228.0,144.0,,,,,,209.0,223.8,,252.4,256.4,260.0,234.0,,182.1,,295.9,,,,44.0,269.6,-31.0,-49.8,,-145.0,-229.0,,,,,,-164.0,-149.2,,-120.6,-116.6,-113.0,-139.0,,-190.9,,-77.1,,,,-329.0,-103.4,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
28013,53,42.0,41.3,,36.0,4.0,,,,,,74.0,59.9,,18.6,47.9,66.0,37.0,,28.5,,48.4,,,,22.0,59.3,-11.0,-11.7,,-17.0,-49.0,,,,,,21.0,6.9,,-34.4,-5.1,13.0,-16.0,,-24.5,,-4.6,,,,-31.0,6.3,False,,False,False,,,,,,False,True,,False,True,False,False,,False,,True,,,,False,True
28015,22,54.0,53.0,,31.0,21.0,,,,,,39.0,35.9,,23.5,39.5,44.0,48.0,,0.0,,52.6,,,,13.0,56.9,32.0,31.0,,9.0,-1.0,,,,,,17.0,13.9,,1.5,17.5,22.0,26.0,,-22.0,,30.6,,,,-9.0,34.9,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,False
28017,74,117.0,117.6,,102.0,107.0,,,,,,97.0,68.9,,76.6,112.9,99.0,98.0,,144.1,,90.2,,,,44.0,127.0,43.0,43.6,,28.0,33.0,,,,,,23.0,-5.1,,2.6,38.9,25.0,24.0,,70.1,,16.2,,,,-30.0,53.0,False,,True,True,,,,,,True,True,,True,True,True,True,,False,,True,,,,True,False
28019,27,24.0,23.5,,18.0,5.0,,,,,,20.0,20.0,,6.5,18.8,21.0,13.0,,26.1,,17.6,,,,15.0,21.8,-3.0,-3.5,,-9.0,-22.0,,,,,,-7.0,-7.0,,-20.5,-8.2,-6.0,-14.0,,-0.9,,-9.4,,,,-12.0,-5.2,False,,False,False,,,,,,False,False,,False,False,False,False,,True,,False,,,,False,False
28021,26,21.0,15.8,,15.0,4.0,,,,,,39.0,21.1,,2.4,17.2,56.0,9.0,,15.9,,13.8,,,,1.0,43.4,-5.0,-10.2,,-11.0,-22.0,,,,,,13.0,-4.9,,-23.6,-8.8,30.0,-17.0,,-10.1,,-12.2,,,,-25.0,17.4,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,False
28023,97,126.0,119.8,,106.0,155.0,,,,,,36.0,81.1,,92.7,107.8,85.0,7.0,,98.3,,112.6,,,,59.0,155.4,29.0,22.8,,9.0,58.0,,,,,,-61.0,-15.9,,-4.3,10.8,-12.0,-90.0,,1.3,,15.6,,,,-38.0,58.4,True,,True,False,,,,,,False,True,,True,True,True,False,,True,,True,,,,False,False
28025,88,84.0,77.5,,73.0,72.0,,,,,,89.0,55.7,,15.9,68.0,76.0,49.0,,74.7,,94.9,,,,44.0,68.5,-4.0,-10.5,,-15.0,-16.0,,,,,,1.0,-32.3,,-72.1,-20.0,-12.0,-39.0,,-13.3,,6.9,,,,-44.0,-19.5,False,,False,False,,,,,,True,False,,False,False,False,False,,False,,False,,,,False,False
28027,171,261.0,233.4,,153.0,179.0,,,,,,184.0,127.6,,90.1,134.1,170.0,184.0,,86.9,,323.0,,,,44.0,233.6,90.0,62.4,,-18.0,8.0,,,,,,13.0,-43.4,,-80.9,-36.9,-1.0,13.0,,-84.1,,152.0,,,,-127.0,62.6,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,False,,,,False,True
28029,124,78.0,74.1,,67.0,45.0,,,,,,133.0,69.3,,75.7,139.9,,76.0,,50.4,,82.7,,,,23.0,119.6,-46.0,-49.9,,-57.0,-79.0,,,,,,9.0,-54.7,,-48.3,15.9,,-48.0,,-73.6,,-41.3,,,,-101.0,-4.4,False,,False,False,,,,,,True,False,,False,True,,False,,False,,True,,,,False,True
28031,82,111.0,107.9,,73.0,66.0,,,,,,67.0,69.3,,38.9,99.7,108.0,25.0,,97.5,,80.3,,,,27.0,147.2,29.0,25.9,,-9.0,-16.0,,,,,,-15.0,-12.7,,-43.1,17.7,26.0,-57.0,,15.5,,-1.7,,,,-55.0,65.2,True,,True,True,,,,,,True,True,,False,True,True,False,,True,,True,,,,False,False
28033,891,1050.0,1076.4,,807.0,2094.0,,,,,,810.0,667.9,,885.6,804.1,819.0,734.0,,662.0,,861.4,760.0,,,558.0,884.7,159.0,185.4,,-84.0,1203.0,,,,,,-81.0,-223.1,,-5.4,-86.9,-72.0,-157.0,,-229.0,,-29.6,-131.0,,,-333.0,-6.3,False,,True,False,,,,,,True,False,,True,True,True,True,,False,,True,True,,,False,True
28035,274,291.0,315.6,,247.0,142.0,,,,,,276.0,265.0,,247.1,316.0,339.0,236.0,,174.7,,259.0,,,,163.0,372.9,17.0,41.6,,-27.0,-132.0,,,,,,2.0,-9.0,,-26.9,42.0,65.0,-38.0,,-99.3,,-15.0,,,,-111.0,98.9,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,,,,False,False
28037,21,42.0,50.0,,39.0,44.0,,,,,,37.0,29.4,,12.1,39.9,33.0,12.0,,51.5,,38.9,,,,40.0,48.7,21.0,29.0,,18.0,23.0,,,,,,16.0,8.4,,-8.9,18.9,12.0,-9.0,,30.5,,17.9,,,,19.0,27.7,False,,True,False,,,,,,True,True,,True,True,True,True,,False,,True,,,,True,False
28039,59,90.0,133.3,,89.0,138.0,,,,,,103.0,114.9,,40.5,61.1,106.0,111.0,,51.7,,125.5,,,,70.0,137.9,31.0,74.3,,30.0,79.0,,,,,,44.0,55.9,,-18.5,2.1,47.0,52.0,,-7.3,,66.5,,,,11.0,78.9,False,,True,False,,,,,,False,False,,True,True,False,False,,True,,False,,,,True,False
28041,43,21.0,23.0,,26.0,27.0,,,,,,48.0,49.6,,6.0,22.5,37.0,,,18.6,,48.6,,,,32.0,53.2,-22.0,-20.0,,-17.0,-16.0,,,,,,5.0,6.6,,-37.0,-20.5,-6.0,,,-24.4,,5.6,,,,-11.0,10.2,True,,True,True,,,,,,True,True,,False,True,True,,,False,,True,,,,True,True
28043,108,99.0,90.2,,74.0,37.0,,,,,,121.0,63.9,,24.6,78.0,135.0,27.0,,72.9,,79.2,,,,11.0,137.5,-9.0,-17.8,,-34.0,-71.0,,,,,,13.0,-44.1,,-83.4,-30.0,27.0,-81.0,,-35.1,,-28.8,,,,-97.0,29.5,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
28045,88,84.0,91.8,,61.0,37.0,,,,,,196.0,148.6,,42.5,68.1,72.0,55.0,,39.3,,82.7,,,,86.0,94.1,-4.0,3.8,,-27.0,-51.0,,,,,,108.0,60.6,,-45.5,-19.9,-16.0,-33.0,,-48.7,,-5.3,,,,-2.0,6.1,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
28047,595,771.0,775.4,,700.0,743.0,,,,,,740.0,964.3,,697.0,592.9,560.0,762.0,,506.7,,698.0,725.0,,,644.0,811.1,176.0,180.4,,105.0,148.0,,,,,,145.0,369.3,,102.0,-2.1,-35.0,167.0,,-88.3,,103.0,130.0,,,49.0,216.1,False,,True,True,,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,False
28049,582,1032.0,1100.3,856.8,920.0,2014.0,,,,,,1041.0,877.6,,881.2,990.1,1050.0,516.0,,798.9,,949.4,461.0,,,479.0,1034.7,450.0,518.3,274.8,338.0,1432.0,,,,,,459.0,295.6,,299.2,408.1,468.0,-66.0,,216.9,,367.4,-121.0,,,-103.0,452.7,False,True,True,False,,,,,,False,True,,True,True,False,True,,True,,True,True,,,True,False
28051,82,174.0,185.6,,108.0,85.0,,,,,,97.0,84.0,,96.7,140.0,165.0,75.0,,118.3,,132.1,,,,0.0,251.2,92.0,103.6,,26.0,3.0,,,,,,15.0,2.0,,14.7,58.0,83.0,-7.0,,36.3,,50.1,,,,-82.0,169.2,False,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,False
28053,34,48.0,45.4,,36.0,26.0,,,,,,49.0,36.1,,12.9,44.6,52.0,22.0,,32.5,,37.9,,,,9.0,62.7,14.0,11.4,,2.0,-8.0,,,,,,15.0,2.1,,-21.1,10.6,18.0,-12.0,,-1.5,,3.9,,,,-25.0,28.7,True,,True,True,,,,,,False,True,,False,True,False,True,,True,,True,,,,False,False
28055,6,198.0,190.8,,24.0,55.0,,,,,,9.0,4.5,,,51.0,,178.0,,8.2,,,,,,0.0,106.9,192.0,184.8,,18.0,49.0,,,,,,3.0,-1.5,,,45.0,,172.0,,2.2,,,,,,-6.0,100.9,True,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,True,True
