,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
13101,1,5.0,5.1,,1.0,0.0,,,,,,,,5.0,,1.5,2.3,,0.2,1.2,0.2,,4.0,,1.9,4.6,,,,0.0,12.1,17.1,4.0,4.1,,0.0,-1.0,,,,,,,,4.0,,0.5,1.3,,-0.8,0.2,-0.8,,3.0,,0.9,3.6,,,,-1.0,11.1,16.1,False,,True,True,,,,,,,,False,,True,True,,True,True,True,,True,,True,True,,,,True,False,False
13103,105,110.0,110.3,,108.0,99.0,,,,,,,,85.0,,183.3,73.5,,107.0,108.2,103.8,111.0,165.0,,119.6,105.8,,,,100.0,163.0,147.6,5.0,5.3,,3.0,-6.0,,,,,,,,-20.0,,78.3,-31.5,,2.0,3.2,-1.2,6.0,60.0,,14.6,0.8,,,,-5.0,58.0,42.6,False,,True,False,,,,,,,,False,,False,False,,True,True,True,False,False,,False,True,,,,False,False,False
13105,37,64.0,62.1,,34.0,51.0,,,,,,,,28.0,,107.8,32.4,,23.7,34.4,25.8,72.0,0.0,,19.6,57.4,,,,61.0,85.4,64.8,27.0,25.1,,-3.0,14.0,,,,,,,,-9.0,,70.8,-4.6,,-13.3,-2.6,-11.2,35.0,-37.0,,-17.4,20.4,,,,24.0,48.4,27.8,True,,True,True,,,,,,,,True,,False,True,,True,True,True,False,False,,True,True,,,,True,False,False
13107,88,94.0,95.9,,75.0,75.0,,,,,,,,62.0,,124.5,39.9,,54.1,62.1,57.1,90.0,0.0,,88.2,85.0,,,,70.0,160.4,87.9,6.0,7.9,,-13.0,-13.0,,,,,,,,-26.0,,36.5,-48.1,,-33.9,-25.9,-30.9,2.0,-88.0,,0.2,-3.0,,,,-18.0,72.4,-0.1,False,,False,False,,,,,,,,False,,False,False,,False,False,False,True,False,,True,True,,,,False,False,True
13109,18,22.0,25.4,,15.0,14.0,,,,,,,,21.0,,23.1,16.9,,4.6,14.8,0.0,19.0,31.0,,7.0,18.3,,,,18.0,34.7,31.3,4.0,7.4,,-3.0,-4.0,,,,,,,,3.0,,5.1,-1.1,,-13.4,-3.2,-18.0,1.0,13.0,,-11.0,0.3,,,,0.0,16.7,13.3,False,,True,False,,,,,,,,True,,False,True,,False,True,False,True,False,,False,True,,,,True,False,False
13111,46,52.0,52.3,,38.0,42.0,,,,,,,,23.0,,38.2,29.4,,34.9,49.1,28.7,40.0,97.0,,18.6,53.6,,,,52.0,65.5,66.0,6.0,6.3,,-8.0,-4.0,,,,,,,,-23.0,,-7.8,-16.6,,-11.1,3.1,-17.3,-6.0,51.0,,-27.4,7.6,,,,6.0,19.5,20.0,False,,False,True,,,,,,,,False,,False,False,,False,True,False,False,False,,False,False,,,,False,False,False
13113,43,60.0,58.8,,59.0,51.0,,,,,,,,85.0,,66.0,100.3,,33.2,59.3,103.3,79.0,65.0,,38.1,57.1,,,,69.0,132.6,109.8,17.0,15.8,,16.0,8.0,,,,,,,,42.0,,23.0,57.3,,-9.8,16.3,60.3,36.0,22.0,,-4.9,14.1,,,,26.0,89.6,66.8,True,,True,True,,,,,,,,False,,False,False,,True,True,False,False,False,,True,True,,,,False,False,False
13115,191,234.0,230.0,,224.0,224.0,,,,,,,,195.0,,281.9,144.0,,174.8,188.8,178.6,243.0,224.0,,173.4,232.9,,,,202.0,362.5,268.8,43.0,39.0,,33.0,33.0,,,,,,,,4.0,,90.9,-47.0,,-16.2,-2.2,-12.4,52.0,33.0,,-17.6,41.9,,,,11.0,171.5,77.8,True,,True,True,,,,,,,,True,,False,False,,True,True,True,False,True,,True,True,,,,True,False,False
13117,191,267.0,272.8,,245.0,272.0,,,,,,,,233.0,,290.8,221.6,,219.5,257.2,177.1,279.0,327.0,,205.1,256.4,222.0,,,263.0,429.5,385.9,76.0,81.8,,54.0,81.0,,,,,,,,42.0,,99.8,30.6,,28.5,66.2,-13.9,88.0,136.0,,14.1,65.4,31.0,,,72.0,238.5,194.9,False,,True,False,,,,,,,,True,,False,True,,True,True,True,False,False,,True,True,True,,,True,False,False
13119,51,67.0,65.7,,44.0,64.0,,,,,,,,43.0,,103.7,27.7,,28.3,40.2,34.6,79.0,65.0,,18.8,62.5,,,,70.0,84.8,66.0,16.0,14.7,,-7.0,13.0,,,,,,,,-8.0,,52.7,-23.3,,-22.7,-10.8,-16.4,28.0,14.0,,-32.2,11.5,,,,19.0,33.8,15.0,True,,True,True,,,,,,,,True,,False,False,,False,True,False,False,True,,False,True,,,,False,False,True
13121,568,793.0,748.5,778.6,750.0,663.0,,,,,,,,1216.0,,754.1,801.8,,682.0,753.2,426.5,624.0,776.0,,750.3,944.3,678.0,,,736.0,1461.5,989.5,225.0,180.5,210.6,182.0,95.0,,,,,,,,648.0,,186.1,233.8,,114.0,185.2,-141.5,56.0,208.0,,182.3,376.3,110.0,,,168.0,893.5,421.5,True,True,True,True,,,,,,,,False,,True,False,,True,True,True,True,True,,True,False,True,,,True,False,False
13123,12,23.0,26.6,,25.0,13.0,,,,,,,,41.0,,33.4,36.4,,12.6,24.9,25.3,20.0,33.0,,22.9,33.8,,,,18.0,49.7,44.8,11.0,14.6,,13.0,1.0,,,,,,,,29.0,,21.4,24.4,,0.6,12.9,13.3,8.0,21.0,,10.9,21.8,,,,6.0,37.7,32.8,False,,False,True,,,,,,,,False,,False,False,,True,False,False,True,False,,True,False,,,,True,False,False
13125,2,1.0,0.8,,1.0,0.0,,,,,,,,3.0,,4.4,1.9,,0.1,0.4,,0.0,2.0,,0.6,1.7,,,,0.0,2.5,5.5,-1.0,-1.2,,-1.0,-2.0,,,,,,,,1.0,,2.4,-0.1,,-1.9,-1.6,,-2.0,0.0,,-1.4,-0.3,,,,-2.0,0.5,3.5,False,,False,False,,,,,,,,False,,False,True,,False,False,,False,True,,False,True,,,,False,True,False
13127,136,156.0,161.5,,149.0,161.0,,,,,,,,107.0,,170.7,70.3,,152.6,141.4,6.8,173.0,191.0,,26.7,149.2,,,,146.0,255.1,185.9,20.0,25.5,,13.0,25.0,,,,,,,,-29.0,,34.7,-65.7,,16.6,5.4,-129.2,37.0,55.0,,-109.3,13.2,,,,10.0,119.1,49.9,False,,True,False,,,,,,,,False,,False,False,,True,True,False,False,False,,False,True,,,,True,False,False
13129,82,80.0,78.8,,77.0,55.0,,,,,,,,101.0,,104.8,59.9,,58.1,76.5,41.5,63.0,43.0,,77.1,88.3,,,,78.0,171.4,131.9,-2.0,-3.2,,-5.0,-27.0,,,,,,,,19.0,,22.8,-22.1,,-23.9,-5.5,-40.5,-19.0,-39.0,,-4.9,6.3,,,,-4.0,89.4,49.9,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
13131,28,44.0,44.1,,34.0,34.0,,,,,,,,49.0,,43.8,31.8,,18.3,27.8,0.2,27.0,0.0,,30.4,53.5,,,,36.0,64.0,66.7,16.0,16.1,,6.0,6.0,,,,,,,,21.0,,15.8,3.8,,-9.7,-0.2,-27.8,-1.0,-28.0,,2.4,25.5,,,,8.0,36.0,38.7,False,,True,True,,,,,,,,False,,True,True,,True,True,False,True,False,,True,False,,,,True,False,False
13133,15,36.0,36.2,,23.0,25.0,,,,,,,,23.0,,79.5,25.5,,9.0,21.2,12.4,39.0,19.0,,14.7,36.0,,,,34.0,62.7,28.6,21.0,21.2,,8.0,10.0,,,,,,,,8.0,,64.5,10.5,,-6.0,6.2,-2.6,24.0,4.0,,-0.3,21.0,,,,19.0,47.7,13.6,False,,True,True,,,,,,,,True,,False,True,,True,True,True,False,True,,True,False,,,,True,False,True
13135,707,882.0,892.6,828.1,771.0,771.0,,,,,,,,954.0,,767.3,758.3,,690.2,787.5,330.8,730.0,692.0,,570.7,849.6,724.0,,,805.0,1740.2,960.4,175.0,185.6,121.1,64.0,64.0,,,,,,,,247.0,,60.3,51.3,,-16.8,80.5,-376.2,23.0,-15.0,,-136.3,142.6,17.0,,,98.0,1033.2,253.4,False,True,True,True,,,,,,,,False,,True,True,,True,True,False,True,True,,True,True,True,,,True,False,False
13137,43,74.0,72.5,,72.0,87.0,,,,,,,,79.0,,76.5,57.0,,23.0,54.3,16.9,77.0,92.0,,41.9,80.0,,,,79.0,123.8,82.5,31.0,29.5,,29.0,44.0,,,,,,,,36.0,,33.5,14.0,,-20.0,11.3,-26.1,34.0,49.0,,-1.1,37.0,,,,36.0,80.8,39.5,True,,True,False,,,,,,,,False,,False,True,,True,True,True,False,False,,True,False,,,,False,False,False
13139,223,529.0,534.2,425.9,430.0,515.0,,,,,,,,360.0,,501.2,341.0,,345.9,427.7,339.1,642.0,581.0,,438.4,496.4,410.0,,,447.0,851.4,576.3,306.0,311.2,202.9,207.0,292.0,,,,,,,,137.0,,278.2,118.0,,122.9,204.7,116.1,419.0,358.0,,215.4,273.4,187.0,,,224.0,628.4,353.3,False,True,True,True,,,,,,,,True,,True,True,,True,True,True,False,False,,True,True,True,,,True,False,False
13141,4,15.0,18.3,,7.0,7.0,,,,,,,,5.0,,17.4,9.8,,3.8,7.3,0.2,,6.0,,5.2,14.8,,,,9.0,30.9,17.0,11.0,14.3,,3.0,3.0,,,,,,,,1.0,,13.4,5.8,,-0.2,3.3,-3.8,,2.0,,1.2,10.8,,,,5.0,26.9,13.0,False,,True,True,,,,,,,,True,,False,True,,True,True,True,,True,,True,True,,,,True,False,False
13143,35,32.0,36.3,,34.0,31.0,,,,,,,,45.0,,63.9,36.7,,26.5,34.2,38.6,41.0,67.0,,42.6,28.5,,,,35.0,53.2,38.0,-3.0,1.3,,-1.0,-4.0,,,,,,,,10.0,,28.9,1.7,,-8.5,-0.8,3.6,6.0,32.0,,7.6,-6.5,,,,0.0,18.2,3.0,True,,True,False,,,,,,,,False,,False,True,,False,True,False,False,False,,False,False,,,,True,False,False
13145,17,20.0,20.3,,17.0,14.0,,,,,,,,53.0,,14.9,13.3,,12.2,22.1,16.8,,49.0,,9.4,19.3,,,,21.0,36.4,35.6,3.0,3.3,,0.0,-3.0,,,,,,,,36.0,,-2.1,-3.7,,-4.8,5.1,-0.2,,32.0,,-7.6,2.3,,,,4.0,19.4,18.6,False,,True,False,,,,,,,,False,,True,False,,False,False,True,,False,,False,True,,,,False,False,False
13147,29,28.0,28.8,,26.0,22.0,,,,,,,,34.0,,35.9,33.9,,9.4,22.7,26.1,25.0,25.0,,20.7,27.5,,,,29.0,52.4,28.8,-1.0,-0.2,,-3.0,-7.0,,,,,,,,5.0,,6.9,4.9,,-19.6,-6.3,-2.9,-4.0,-4.0,,-8.3,-1.5,,,,0.0,23.4,-0.2,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,True,False,True
13149,2,10.0,9.4,,9.0,7.0,,,,,,,,16.0,,11.2,7.9,,4.0,8.6,10.4,,16.0,,3.2,9.5,,,,10.0,25.4,12.8,8.0,7.4,,7.0,5.0,,,,,,,,14.0,,9.2,5.9,,2.0,6.6,8.4,,14.0,,1.2,7.5,,,,8.0,23.4,10.8,True,,True,True,,,,,,,,False,,False,True,,True,True,False,,False,,True,True,,,,False,False,False
13151,143,176.0,166.8,,165.0,124.0,,,,,,,,208.0,,223.7,205.5,,139.0,164.2,170.0,167.0,185.0,,117.1,171.9,154.0,,,168.0,384.6,249.5,33.0,23.8,,22.0,-19.0,,,,,,,,65.0,,80.7,62.5,,-4.0,21.2,27.0,24.0,42.0,,-25.9,28.9,11.0,,,25.0,241.6,106.5,True,,True,True,,,,,,,,False,,False,False,,True,True,True,True,False,,True,True,True,,,True,False,False
13153,107,123.0,114.4,,130.0,81.0,,,,,,,,209.0,,203.9,146.6,,136.6,144.6,159.5,104.0,341.0,,142.8,106.2,107.0,,,97.0,201.1,186.9,16.0,7.4,,23.0,-26.0,,,,,,,,102.0,,96.9,39.6,,29.6,37.6,52.5,-3.0,234.0,,35.8,-0.8,0.0,,,-10.0,94.1,79.9,True,,False,False,,,,,,,,False,,False,False,,False,False,False,True,False,,False,True,True,,,True,False,False
13155,15,22.0,22.9,,19.0,19.0,,,,,,,,15.0,,15.3,9.9,,17.7,22.1,12.7,,43.0,,39.2,19.7,,,,26.0,32.2,19.6,7.0,7.9,,4.0,4.0,,,,,,,,0.0,,0.3,-5.1,,2.7,7.1,-2.3,,28.0,,24.2,4.7,,,,11.0,17.2,4.6,False,,True,True,,,,,,,,True,,True,True,,True,False,True,,False,,False,True,,,,False,False,True
13157,90,172.0,169.1,,160.0,190.0,,,,,,,,97.0,,173.6,98.0,,125.9,140.1,126.8,216.0,159.0,,137.7,161.9,,,,182.0,236.2,231.3,82.0,79.1,,70.0,100.0,,,,,,,,7.0,,83.6,8.0,,35.9,50.1,36.8,126.0,69.0,,47.7,71.9,,,,92.0,146.2,141.3,True,,True,False,,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,,,,False,False,False
13159,9,0.0,0.0,,3.0,0.0,,,,,,,,19.0,,16.5,6.0,,1.6,4.5,10.9,0.0,1.0,,2.8,6.2,,,,0.0,5.1,8.0,-9.0,-9.0,,-6.0,-9.0,,,,,,,,10.0,,7.5,-3.0,,-7.4,-4.5,1.9,-9.0,-8.0,,-6.2,-2.8,,,,-9.0,-3.9,-1.0,False,,True,False,,,,,,,,False,,True,True,,True,True,True,False,True,,True,True,,,,False,True,True
13161,16,36.0,37.8,,23.0,23.0,,,,,,,,24.0,,28.9,22.4,,9.3,19.5,0.2,22.0,0.0,,21.6,42.1,,,,25.0,93.0,42.8,20.0,21.8,,7.0,7.0,,,,,,,,8.0,,12.9,6.4,,-6.7,3.5,-15.8,6.0,-16.0,,5.6,26.1,,,,9.0,77.0,26.8,False,,True,True,,,,,,,,True,,True,True,,True,True,True,True,True,,True,False,,,,True,False,False
13163,37,56.0,57.0,,26.0,26.0,,,,,,,,26.0,,76.2,24.6,,23.2,33.5,0.3,59.0,38.0,,21.9,46.1,,,,20.0,85.4,71.5,19.0,20.0,,-11.0,-11.0,,,,,,,,-11.0,,39.2,-12.4,,-13.8,-3.5,-36.7,22.0,1.0,,-15.1,9.1,,,,-17.0,48.4,34.5,False,,True,True,,,,,,,,True,,False,True,,True,True,False,False,True,,True,True,,,,True,False,False
13165,27,35.0,34.6,,23.0,14.0,,,,,,,,24.0,,27.6,7.8,,13.5,23.4,17.6,43.0,34.0,,10.1,31.2,,,,28.0,53.5,46.6,8.0,7.6,,-4.0,-13.0,,,,,,,,-3.0,,0.6,-19.2,,-13.5,-3.6,-9.4,16.0,7.0,,-16.9,4.2,,,,1.0,26.5,19.6,True,,True,False,,,,,,,,True,,True,False,,False,True,False,False,True,,False,True,,,,True,False,False
13167,45,46.0,45.6,,32.0,32.0,,,,,,,,32.0,,14.4,15.7,,23.8,39.0,16.3,51.0,83.0,,31.7,43.4,,,,33.0,63.0,29.7,1.0,0.6,,-13.0,-13.0,,,,,,,,-13.0,,-30.6,-29.3,,-21.2,-6.0,-28.7,6.0,38.0,,-13.3,-1.6,,,,-12.0,18.0,-15.3,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
13169,21,27.0,22.8,,27.0,33.0,,,,,,,,32.0,,63.8,38.4,,15.5,34.2,42.8,36.0,93.0,,16.1,27.1,,,,19.0,51.2,33.7,6.0,1.8,,6.0,12.0,,,,,,,,11.0,,42.8,17.4,,-5.5,13.2,21.8,15.0,72.0,,-4.9,6.1,,,,-2.0,30.2,12.7,True,,False,False,,,,,,,,False,,False,False,,True,False,False,False,False,,True,False,,,,True,False,False
13171,11,9.0,11.5,,9.0,2.0,,,,,,,,28.0,,20.6,12.5,,3.1,8.5,14.1,,11.0,,5.4,10.6,,,,6.0,17.5,2.1,-2.0,0.5,,-2.0,-9.0,,,,,,,,17.0,,9.6,1.5,,-7.9,-2.5,3.1,,0.0,,-5.6,-0.4,,,,-5.0,6.5,-8.9,True,,False,False,,,,,,,,False,,False,True,,False,False,False,,True,,False,True,,,,False,False,False
13173,9,28.0,29.7,,11.0,17.0,,,,,,,,11.0,,14.6,4.5,,4.4,9.9,0.4,,29.0,,4.7,24.9,,,,28.0,36.6,34.8,19.0,20.7,,2.0,8.0,,,,,,,,2.0,,5.6,-4.5,,-4.6,0.9,-8.6,,20.0,,-4.3,15.9,,,,19.0,27.6,25.8,False,,True,True,,,,,,,,True,,True,True,,True,True,True,,False,,True,True,,,,False,False,False
13175,91,72.0,81.4,,65.0,55.0,,,,,,,,93.0,,79.8,58.2,,42.0,64.7,16.2,67.0,97.0,,58.7,80.4,,,,64.0,122.1,47.7,-19.0,-9.6,,-26.0,-36.0,,,,,,,,2.0,,-11.2,-32.8,,-49.0,-26.3,-74.8,-24.0,6.0,,-32.3,-10.6,,,,-27.0,31.1,-43.3,True,,False,False,,,,,,,,True,,True,False,,False,False,False,False,True,,False,True,,,,False,False,False
13177,16,0.0,0.0,,4.0,18.0,,,,,,,,47.0,,3.3,8.6,,4.3,18.8,21.6,0.0,4.0,,16.1,0.8,,,,0.0,28.9,,-16.0,-16.0,,-12.0,2.0,,,,,,,,31.0,,-12.7,-7.4,,-11.7,2.8,5.6,-16.0,-12.0,,0.1,-15.2,,,,-16.0,12.9,,False,,True,True,,,,,,,,False,,True,True,,True,True,True,False,True,,True,True,,,,False,True,
13179,48,25.0,23.5,,25.0,18.0,,,,,,,,85.0,,42.0,50.9,,19.6,40.5,60.1,25.0,31.0,,17.4,36.3,,,,26.0,57.9,56.6,-23.0,-24.5,,-23.0,-30.0,,,,,,,,37.0,,-6.0,2.9,,-28.4,-7.5,12.1,-23.0,-17.0,,-30.6,-11.7,,,,-22.0,9.9,8.6,False,,False,False,,,,,,,,False,,True,True,,False,True,True,False,True,,False,True,,,,True,True,True
13181,3,8.0,6.4,,4.0,7.0,,,,,,,,7.0,,4.3,5.7,,0.5,4.1,0.0,,8.0,,4.2,10.9,,,,6.0,14.4,18.4,5.0,3.4,,1.0,4.0,,,,,,,,4.0,,1.3,2.7,,-2.5,1.1,-3.0,,5.0,,1.2,7.9,,,,3.0,11.4,15.4,True,,True,True,,,,,,,,True,,True,True,,True,True,True,,False,,True,False,,,,True,False,False
13183,17,10.0,11.3,,10.0,10.0,,,,,,,,19.0,,19.5,12.6,,5.9,10.7,19.0,,8.0,,5.2,9.0,,,,15.0,16.2,21.1,-7.0,-5.7,,-7.0,-7.0,,,,,,,,2.0,,2.5,-4.4,,-11.1,-6.3,2.0,,-9.0,,-11.8,-8.0,,,,-2.0,-0.8,4.1,True,,False,False,,,,,,,,True,,True,True,,False,True,True,,False,,False,False,,,,True,True,True
13185,104,128.0,135.5,,118.0,181.0,,,,,,,,210.0,,118.4,57.5,,75.2,117.7,40.6,150.0,80.0,,44.0,120.7,,,,128.0,248.5,175.8,24.0,31.5,,14.0,77.0,,,,,,,,106.0,,14.4,-46.5,,-28.8,13.7,-63.4,46.0,-24.0,,-60.0,16.7,,,,24.0,144.5,71.8,False,,True,False,,,,,,,,False,,True,False,,False,True,False,False,False,,False,True,,,,False,False,False
13187,17,85.0,98.7,,74.0,76.0,,,,,,,,49.0,,127.9,60.3,,58.3,74.1,38.9,119.0,77.0,,28.2,81.9,,,,77.0,177.3,115.4,68.0,81.7,,57.0,59.0,,,,,,,,32.0,,110.9,43.3,,41.3,57.1,21.9,102.0,60.0,,11.2,64.9,,,,60.0,160.3,98.4,False,,True,True,,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,,,,True,False,False
13189,23,19.0,19.5,,16.0,15.0,,,,,,,,34.0,,24.4,24.6,,2.7,14.4,0.0,16.0,0.0,,5.4,20.4,,,,18.0,48.1,33.3,-4.0,-3.5,,-7.0,-8.0,,,,,,,,11.0,,1.4,1.6,,-20.3,-8.6,-23.0,-7.0,-23.0,,-17.6,-2.6,,,,-5.0,25.1,10.3,True,,False,False,,,,,,,,False,,True,True,,False,False,False,False,False,,False,True,,,,False,False,False
13191,9,20.0,18.8,,11.0,14.0,,,,,,,,5.0,,22.2,16.1,,7.7,10.8,6.5,,12.0,,9.5,20.8,,,,24.0,32.9,31.4,11.0,9.8,,2.0,5.0,,,,,,,,-4.0,,13.2,7.1,,-1.3,1.8,-2.5,,3.0,,0.5,11.8,,,,15.0,23.9,22.4,True,,True,True,,,,,,,,True,,False,True,,True,True,True,,True,,True,False,,,,False,False,False
13193,9,7.0,8.2,,7.0,7.0,,,,,,,,31.0,,10.1,9.5,,3.8,9.1,0.1,,13.0,,2.8,6.2,,,,6.0,10.1,14.2,-2.0,-0.8,,-2.0,-2.0,,,,,,,,22.0,,1.1,0.5,,-5.2,0.1,-8.9,,4.0,,-6.2,-2.8,,,,-3.0,1.1,5.2,True,,False,False,,,,,,,,False,,True,True,,False,True,False,,False,,False,False,,,,False,True,False
13195,53,29.0,28.6,,29.0,21.0,,,,,,,,42.0,,37.0,30.4,,17.7,34.0,36.0,26.0,59.0,,19.1,30.8,,,,26.0,53.3,45.8,-24.0,-24.4,,-24.0,-32.0,,,,,,,,-11.0,,-16.0,-22.6,,-35.3,-19.0,-17.0,-27.0,6.0,,-33.9,-22.2,,,,-27.0,0.3,-7.2,False,,False,False,,,,,,,,True,,True,True,,False,True,True,False,True,,False,True,,,,False,True,True
13197,0,9.0,10.4,,4.0,0.0,,,,,,,,13.0,,16.1,4.7,,2.3,4.2,3.9,,7.0,,1.7,8.8,,,,13.0,13.7,17.3,9.0,10.4,,4.0,0.0,,,,,,,,13.0,,16.1,4.7,,2.3,4.2,3.9,,7.0,,1.7,8.8,,,,13.0,13.7,17.3,False,,True,True,,,,,,,,False,,False,True,,True,True,True,,True,,True,True,,,,False,False,False
13199,16,20.0,18.8,,18.0,16.0,,,,,,,,27.0,,24.5,18.6,,5.7,15.4,18.4,,19.0,,10.6,19.5,,,,17.0,37.5,30.0,4.0,2.8,,2.0,0.0,,,,,,,,11.0,,8.5,2.6,,-10.3,-0.6,2.4,,3.0,,-5.4,3.5,,,,1.0,21.5,14.0,True,,True,True,,,,,,,,False,,False,True,,False,True,True,,True,,False,True,,,,True,False,False
13201,6,16.0,14.5,,9.0,9.0,,,,,,,,13.0,,6.8,5.9,,5.4,12.4,0.0,,15.0,,7.5,15.5,,,,12.0,36.4,11.6,10.0,8.5,,3.0,3.0,,,,,,,,7.0,,0.8,-0.1,,-0.6,6.4,-6.0,,9.0,,1.5,9.5,,,,6.0,30.4,5.6,True,,True,True,,,,,,,,True,,True,True,,True,True,True,,True,,True,True,,,,True,False,True
13205,20,21.0,24.2,,14.0,19.0,,,,,,,,40.0,,13.4,20.0,,6.8,13.8,1.5,,0.0,,13.2,19.9,,,,22.0,37.7,13.5,1.0,4.2,,-6.0,-1.0,,,,,,,,20.0,,-6.6,0.0,,-13.2,-6.2,-18.5,,-20.0,,-6.8,-0.1,,,,2.0,17.7,-6.5,False,,False,False,,,,,,,,False,,False,True,,False,False,False,,False,,False,True,,,,False,False,False
13207,21,14.0,19.1,,19.0,19.0,,,,,,,,41.0,,33.7,26.2,,12.2,24.4,19.5,12.0,51.0,,16.0,13.2,,,,7.0,40.4,21.1,-7.0,-1.9,,-2.0,-2.0,,,,,,,,20.0,,12.7,5.2,,-8.8,3.4,-1.5,-9.0,30.0,,-5.0,-7.8,,,,-14.0,19.4,0.1,True,,True,True,,,,,,,,False,,False,True,,False,True,True,False,False,,True,False,,,,False,False,True
13209,20,25.0,23.7,,19.0,16.0,,,,,,,,15.0,,34.4,16.3,,17.1,18.8,0.0,,49.0,,22.7,24.8,,,,23.0,30.3,38.9,5.0,3.7,,-1.0,-4.0,,,,,,,,-5.0,,14.4,-3.7,,-2.9,-1.2,-20.0,,29.0,,2.7,4.8,,,,3.0,10.3,18.9,True,,True,True,,,,,,,,False,,False,True,,True,True,False,,False,,True,True,,,,True,False,False
13211,14,23.0,21.1,,21.0,17.0,,,,,,,,40.0,,42.0,18.3,,8.5,21.3,23.7,17.0,22.0,,13.5,26.0,,,,17.0,55.0,23.2,9.0,7.1,,7.0,3.0,,,,,,,,26.0,,28.0,4.3,,-5.5,7.3,9.7,3.0,8.0,,-0.5,12.0,,,,3.0,41.0,9.2,True,,True,True,,,,,,,,False,,False,True,,True,True,False,True,True,,True,False,,,,True,False,False
13213,22,24.0,25.3,,22.0,18.0,,,,,,,,55.0,,31.9,24.4,,9.4,22.1,21.8,21.0,22.0,,9.8,24.8,,,,27.0,41.3,47.4,2.0,3.3,,0.0,-4.0,,,,,,,,33.0,,9.9,2.4,,-12.6,0.1,-0.2,-1.0,0.0,,-12.2,2.8,,,,5.0,19.3,25.4,False,,True,False,,,,,,,,False,,False,False,,False,True,True,True,True,,False,False,,,,False,False,False
13215,118,176.0,182.3,,160.0,197.0,,,,,,,,317.0,,187.4,114.9,,121.9,146.6,86.2,137.0,166.0,,114.0,173.6,138.0,,,162.0,314.7,274.8,58.0,64.3,,42.0,79.0,,,,,,,,199.0,,69.4,-3.1,,3.9,28.6,-31.8,19.0,48.0,,-4.0,55.6,20.0,,,44.0,196.7,156.8,False,,True,False,,,,,,,,False,,False,True,,True,True,True,True,True,,True,True,True,,,True,False,False
