,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
26155,189,49.0,30.7,,,,,400.0,9.4,39.2,44.1,,103.0,-140.0,-158.3,,,,,211.0,-179.6,-149.8,-144.9,,-86.0,False,,,,,False,False,False,False,,True
26157,207,140.0,47.2,,,,,158.0,18.1,28.9,60.7,,594.0,-67.0,-159.8,,,,,-49.0,-188.9,-178.1,-146.3,,387.0,False,,,,,True,False,False,False,,False
26159,350,378.0,295.6,,,,,420.0,153.1,315.4,664.4,,759.0,28.0,-54.4,,,,,70.0,-196.9,-34.6,314.4,,409.0,False,,,,,False,False,False,False,,False
26161,918,959.0,437.3,,,,,1542.0,1363.8,1523.6,625.2,,189.0,41.0,-480.7,,,,,624.0,445.8,605.6,-292.8,,-729.0,False,,,,,False,False,False,False,,False
26163,7406,5782.0,634.4,,,,,7150.0,2303.8,1651.0,28528.9,,3491.0,-1624.0,-6771.6,,,,,-256.0,-5102.2,-5755.0,21122.9,,-3915.0,False,,,,,True,False,False,False,,False
26165,61,14.0,,,,,,119.0,14.3,,84.9,,694.0,-47.0,,,,,,58.0,-46.7,,23.9,,633.0,,,,,,False,True,,True,,False
27001,44,42.0,,,,,,29.0,0.9,,25.3,,125.0,-2.0,,,,,,-15.0,-43.1,,-18.7,,81.0,,,,,,False,False,,False,,False
27003,2339,2422.0,1139.1,,,,,3609.0,1395.4,1450.7,2184.4,,3917.0,83.0,-1199.9,,,,,1270.0,-943.6,-888.3,-154.6,,1578.0,False,,,,,False,False,False,False,,False
27005,123,161.0,,,,,,119.0,107.4,154.4,259.4,,688.0,38.0,,,,,,-4.0,-15.6,31.4,136.4,,565.0,,,,,,True,True,True,False,,False
27007,202,385.0,,,,,,136.0,250.1,85.6,357.5,,744.0,183.0,,,,,,-66.0,48.1,-116.4,155.5,,542.0,,,,,,True,True,True,True,,False
27009,170,140.0,,,,,,277.0,23.8,136.5,33.4,,149.0,-30.0,,,,,,107.0,-146.2,-33.5,-136.6,,-21.0,,,,,,False,False,False,False,,True
27011,27,7.0,,,,,,16.0,2.4,,9.4,,12.0,-20.0,,,,,,-11.0,-24.6,,-17.6,,-15.0,,,,,,True,False,,True,,True
27013,731,644.0,2240.6,,,,,552.0,479.8,580.6,555.9,,383.0,-87.0,1509.6,,,,,-179.0,-251.2,-150.4,-175.1,,-348.0,False,,,,,False,False,False,False,,False
27015,76,98.0,,,,,,141.0,10.4,,154.4,,76.0,22.0,,,,,,65.0,-65.6,,78.4,,0.0,,,,,,False,False,,False,,True
27017,100,91.0,,,,,,207.0,9.2,73.5,129.0,,219.0,-9.0,,,,,,107.0,-90.8,-26.5,29.0,,119.0,,,,,,False,False,False,False,,False
27019,602,658.0,1056.3,,,,,764.0,155.0,957.6,793.5,,595.0,56.0,454.3,,,,,162.0,-447.0,355.6,191.5,,-7.0,False,,,,,False,False,False,False,,True
27021,77,84.0,,,,,,43.0,5.7,,37.6,,239.0,7.0,,,,,,-34.0,-71.3,,-39.4,,162.0,,,,,,False,False,,False,,False
27023,81,21.0,,,,,,50.0,20.6,,83.2,,45.0,-60.0,,,,,,-31.0,-60.4,,2.2,,-36.0,,,,,,True,False,,True,,True
27025,242,182.0,105.4,,,,,308.0,152.3,203.8,180.1,,840.0,-60.0,-136.6,,,,,66.0,-89.7,-38.2,-61.9,,598.0,False,,,,,False,False,True,False,,False
27027,414,273.0,474.5,,,,,339.0,35.0,155.9,228.4,,320.0,-141.0,60.5,,,,,-75.0,-379.0,-258.1,-185.6,,-94.0,True,,,,,True,False,False,False,,True
27029,13,0.0,,,,,,18.0,1.8,,,,0.0,-13.0,,,,,,5.0,-11.2,,,,-13.0,,,,,,True,True,,,,False
27031,4,7.0,,,,,,12.0,,,3.3,,127.0,3.0,,,,,,8.0,,,-0.7,,123.0,,,,,,False,,,True,,False
27033,53,84.0,,,,,,90.0,10.3,33.2,47.3,,119.0,31.0,,,,,,37.0,-42.7,-19.8,-5.7,,66.0,,,,,,False,False,True,True,,False
27035,215,168.0,71.1,,,,,251.0,36.9,111.4,145.4,,641.0,-47.0,-143.9,,,,,36.0,-178.1,-103.6,-69.6,,426.0,False,,,,,True,False,False,False,,False
27037,3330,2849.0,4256.2,,,,,3580.0,3107.0,2448.0,3682.9,,3223.0,-481.0,926.2,,,,,250.0,-223.0,-882.0,352.9,,-107.0,False,,,,,True,True,False,True,,True
27039,62,49.0,,,,,,28.0,10.4,141.0,4.8,,23.0,-13.0,,,,,,-34.0,-51.6,79.0,-57.2,,-39.0,,,,,,False,False,False,False,,False
27041,90,98.0,,,,,,164.0,16.5,225.9,10.3,,121.0,8.0,,,,,,74.0,-73.5,135.9,-79.7,,31.0,,,,,,False,False,False,False,,False
27043,59,21.0,,,,,,42.0,25.0,,17.0,,12.0,-38.0,,,,,,-17.0,-34.0,,-42.0,,-47.0,,,,,,True,True,,False,,False
27045,42,63.0,,,,,,14.0,9.7,,101.0,,66.0,21.0,,,,,,-28.0,-32.3,,59.0,,24.0,,,,,,False,False,,False,,False
27047,108,91.0,,,,,,152.0,8.4,81.3,68.4,,54.0,-17.0,,,,,,44.0,-99.6,-26.7,-39.6,,-54.0,,,,,,False,False,False,False,,False
27049,137,70.0,,,,,,138.0,7.2,146.1,44.4,,57.0,-67.0,,,,,,1.0,-129.8,9.1,-92.6,,-80.0,,,,,,True,False,True,False,,False
27051,23,21.0,,,,,,17.0,6.1,,,,8.0,-2.0,,,,,,-6.0,-16.9,,,,-15.0,,,,,,False,False,,,,False
27053,8588,11004.0,846.0,,,,,18631.0,6509.2,5392.9,19900.2,,12271.0,2416.0,-7742.0,,,,,10043.0,-2078.8,-3195.1,11312.2,,3683.0,False,,,,,False,True,False,False,,False
27055,67,7.0,,,,,,9.0,6.8,,7.2,,1.0,-60.0,,,,,,-58.0,-60.2,,-59.8,,-66.0,,,,,,True,False,,True,,False
27057,37,42.0,,,,,,42.0,2.8,,,,175.0,5.0,,,,,,5.0,-34.2,,,,138.0,,,,,,False,False,,,,False
27059,109,42.0,,,,,,229.0,23.8,,65.0,,43.0,-67.0,,,,,,120.0,-85.2,,-44.0,,-66.0,,,,,,False,False,,True,,True
27061,120,140.0,,,,,,174.0,23.0,90.7,36.4,,282.0,20.0,,,,,,54.0,-97.0,-29.3,-83.6,,162.0,,,,,,False,False,False,False,,False
27063,47,21.0,,,,,,58.0,4.5,,20.6,,20.0,-26.0,,,,,,11.0,-42.5,,-26.4,,-27.0,,,,,,True,False,,False,,False
27065,61,21.0,,,,,,66.0,1.9,,20.3,,47.0,-40.0,,,,,,5.0,-59.1,,-40.7,,-14.0,,,,,,True,False,,False,,True
27067,246,161.0,,,,,,414.0,29.9,33.2,56.4,,342.0,-85.0,,,,,,168.0,-216.1,-212.8,-189.6,,96.0,,,,,,False,False,False,False,,False
27069,10,7.0,,,,,,10.0,0.1,,5.5,,149.0,-3.0,,,,,,0.0,-9.9,,-4.5,,139.0,,,,,,True,False,,False,,False
27071,41,168.0,,,,,,68.0,4.2,,126.4,,255.0,127.0,,,,,,27.0,-36.8,,85.4,,214.0,,,,,,True,True,,True,,False
27073,21,0.0,,,,,,11.0,0.3,,0.0,,0.0,-21.0,,,,,,-10.0,-20.7,,-21.0,,-21.0,,,,,,True,True,,True,,False
27075,34,7.0,,,,,,50.0,1.5,,,,3.0,-27.0,,,,,,16.0,-32.5,,,,-31.0,,,,,,True,False,,,,False
27077,17,7.0,,,,,,7.0,,,,,0.0,-10.0,,,,,,-10.0,,,,,-17.0,,,,,,False,,,,,False
27079,254,168.0,,,,,,89.0,160.7,268.2,89.7,,144.0,-86.0,,,,,,-165.0,-93.3,14.2,-164.3,,-110.0,,,,,,False,False,True,False,,False
27081,28,77.0,,,,,,14.0,4.0,,,,39.0,49.0,,,,,,-14.0,-24.0,,,,11.0,,,,,,True,True,,,,True
27083,202,133.0,,,,,,162.0,28.8,132.9,15.7,,87.0,-69.0,,,,,,-40.0,-173.2,-69.1,-186.3,,-115.0,,,,,,True,False,False,False,,False
27085,296,28.0,,,,,,210.0,6.2,99.2,49.8,,25.0,-268.0,,,,,,-86.0,-289.8,-196.8,-246.2,,-271.0,,,,,,True,False,True,True,,False
27087,26,7.0,,,,,,14.0,2.0,,,,8.0,-19.0,,,,,,-12.0,-24.0,,,,-18.0,,,,,,True,False,,,,True
27089,23,35.0,,,,,,26.0,1.3,,20.1,,35.0,12.0,,,,,,3.0,-21.7,,-2.9,,12.0,,,,,,True,False,,True,,False
27091,70,77.0,,,,,,153.0,1.3,72.0,46.8,,51.0,7.0,,,,,,83.0,-68.7,2.0,-23.2,,-19.0,,,,,,False,False,True,False,,False
27093,62,70.0,,,,,,95.0,13.9,,54.5,,152.0,8.0,,,,,,33.0,-48.1,,-7.5,,90.0,,,,,,False,False,,True,,False
27095,79,42.0,,,,,,129.0,6.5,,78.5,,49.0,-37.0,,,,,,50.0,-72.5,,-0.5,,-30.0,,,,,,False,False,,True,,True
27097,95,14.0,,,,,,140.0,6.8,,0.7,,10.0,-81.0,,,,,,45.0,-88.2,,-94.3,,-85.0,,,,,,True,False,,False,,False
27099,194,231.0,,,,,,293.0,20.6,62.5,106.7,,82.0,37.0,,,,,,99.0,-173.4,-131.5,-87.3,,-112.0,,,,,,False,False,False,False,,False
27101,37,154.0,,,,,,34.0,20.6,48.4,265.7,,103.0,117.0,,,,,,-3.0,-16.4,11.4,228.7,,66.0,,,,,,True,True,True,False,,True
27103,212,294.0,,,,,,183.0,181.3,297.7,258.6,,228.0,82.0,,,,,,-29.0,-30.7,85.7,46.6,,16.0,,,,,,True,True,False,True,,True
27105,181,147.0,,,,,,359.0,16.3,9.5,127.4,,0.0,-34.0,,,,,,178.0,-164.7,-171.5,-53.6,,-181.0,,,,,,False,False,False,False,,False
27107,22,56.0,,,,,,32.0,2.3,,31.7,,210.0,34.0,,,,,,10.0,-19.7,,9.7,,188.0,,,,,,True,True,,True,,False
27109,663,763.0,1639.0,,,,,1069.0,342.1,767.0,543.1,,473.0,100.0,976.0,,,,,406.0,-320.9,104.0,-119.9,,-190.0,False,,,,,False,False,False,False,,False
27111,191,112.0,78.5,,,,,153.0,20.5,198.2,34.5,,98.0,-79.0,-112.5,,,,,-38.0,-170.5,7.2,-156.5,,-93.0,False,,,,,True,False,True,False,,False
27113,42,28.0,,,,,,90.0,15.4,,5.5,,32.0,-14.0,,,,,,48.0,-26.6,,-36.5,,-10.0,,,,,,False,False,,False,,True
27115,56,42.0,,,,,,125.0,1.9,20.6,17.8,,17.0,-14.0,,,,,,69.0,-54.1,-35.4,-38.2,,-39.0,,,,,,False,False,False,False,,False
27117,71,140.0,,,,,,52.0,26.8,50.1,79.6,,58.0,69.0,,,,,,-19.0,-44.2,-20.9,8.6,,-13.0,,,,,,True,True,True,True,,True
27119,130,98.0,,,,,,180.0,22.8,77.6,78.4,,373.0,-32.0,,,,,,50.0,-107.2,-52.4,-51.6,,243.0,,,,,,False,False,False,False,,False
27121,44,49.0,,,,,,30.0,5.1,,,,102.0,5.0,,,,,,-14.0,-38.9,,,,58.0,,,,,,False,False,,,,False
27123,3823,4053.0,250.7,,,,,7789.0,1603.5,808.1,3019.1,,5367.0,230.0,-3572.3,,,,,3966.0,-2219.5,-3014.9,-803.9,,1544.0,False,,,,,False,False,False,False,,False
27125,30,21.0,,,,,,7.0,1.3,,6.7,,141.0,-9.0,,,,,,-23.0,-28.7,,-23.3,,111.0,,,,,,False,False,,False,,False
27127,55,14.0,,,,,,54.0,7.1,,11.7,,13.0,-41.0,,,,,,-1.0,-47.9,,-43.3,,-42.0,,,,,,True,False,,False,,False
27129,60,14.0,,,,,,37.0,23.5,,4.0,,132.0,-46.0,,,,,,-23.0,-36.5,,-56.0,,72.0,,,,,,True,True,,False,,False
27131,311,224.0,347.4,,,,,400.0,47.5,101.0,141.7,,112.0,-87.0,36.4,,,,,89.0,-263.5,-210.0,-169.3,,-199.0,True,,,,,False,False,False,False,,False
27133,69,140.0,,,,,,57.0,3.5,,84.9,,296.0,71.0,,,,,,-12.0,-65.5,,15.9,,227.0,,,,,,True,True,,True,,False
27135,70,28.0,,,,,,61.0,13.4,,,,46.0,-42.0,,,,,,-9.0,-56.6,,,,-24.0,,,,,,True,False,,,,True
27137,799,287.0,277.0,,,,,1038.0,230.9,645.9,148.1,,299.0,-512.0,-522.0,,,,,239.0,-568.1,-153.1,-650.9,,-500.0,False,,,,,True,False,True,False,,True
27139,1102,1106.0,676.0,,,,,1189.0,970.4,1170.7,1061.2,,1024.0,4.0,-426.0,,,,,87.0,-131.6,68.7,-40.8,,-78.0,False,,,,,False,False,False,False,,False
27141,508,602.0,442.2,,,,,688.0,1354.5,547.1,538.0,,2335.0,94.0,-65.8,,,,,180.0,846.5,39.1,30.0,,1827.0,True,,,,,False,False,True,True,,False
27143,91,49.0,,,,,,37.0,23.9,,97.2,,51.0,-42.0,,,,,,-54.0,-67.1,,6.2,,-40.0,,,,,,False,False,,True,,True
27145,818,567.0,836.2,,,,,1471.0,302.4,289.2,317.8,,264.0,-251.0,18.2,,,,,653.0,-515.6,-528.8,-500.2,,-554.0,True,,,,,False,False,False,False,,False
27147,190,210.0,,,,,,145.0,50.2,243.5,192.2,,204.0,20.0,,,,,,-45.0,-139.8,53.5,2.2,,14.0,,,,,,False,False,False,True,,True
27149,71,14.0,,,,,,45.0,1.8,,,,4.0,-57.0,,,,,,-26.0,-69.2,,,,-67.0,,,,,,True,False,,,,False
27151,42,35.0,,,,,,35.0,5.3,,13.7,,23.0,-7.0,,,,,,-7.0,-36.7,,-28.3,,-19.0,,,,,,False,False,,False,,False
27153,57,7.0,,,,,,143.0,1.5,7.7,1.0,,5.0,-50.0,,,,,,86.0,-55.5,-49.3,-56.0,,-52.0,,,,,,False,False,True,False,,False
27155,19,0.0,,,,,,14.0,0.2,,0.0,,1.0,-19.0,,,,,,-5.0,-18.8,,-19.0,,-18.0,,,,,,True,True,,False,,True
27157,81,105.0,,,,,,28.0,15.0,,119.0,,109.0,24.0,,,,,,-53.0,-66.0,,38.0,,28.0,,,,,,False,False,,False,,False
27159,38,14.0,,,,,,44.0,1.4,,21.1,,8.0,-24.0,,,,,,6.0,-36.6,,-16.9,,-30.0,,,,,,True,False,,True,,False
27161,281,168.0,,,,,,44.0,161.0,144.4,123.9,,277.0,-113.0,,,,,,-237.0,-120.0,-136.6,-157.1,,-4.0,,,,,,False,False,False,False,,True
27163,1730,1463.0,1875.8,,,,,1950.0,1319.6,2026.3,2647.5,,1766.0,-267.0,145.8,,,,,220.0,-410.4,296.3,917.5,,36.0,True,,,,,True,False,False,False,,True
27165,187,91.0,,,,,,119.0,36.7,0.3,60.9,,20.0,-96.0,,,,,,-68.0,-150.3,-186.7,-126.1,,-167.0,,,,,,True,False,False,False,,False
27167,33,0.0,,,,,,24.0,4.1,,16.6,,3.0,-33.0,,,,,,-9.0,-28.9,,-16.4,,-30.0,,,,,,True,True,,True,,True
27169,456,182.0,121.1,,,,,196.0,125.5,318.8,333.5,,383.0,-274.0,-334.9,,,,,-260.0,-330.5,-137.2,-122.5,,-73.0,False,,,,,True,False,True,True,,True
27171,736,658.0,342.0,,,,,1055.0,128.1,923.8,721.4,,935.0,-78.0,-394.0,,,,,319.0,-607.9,187.8,-14.6,,199.0,False,,,,,False,False,False,True,,False
27173,86,35.0,,,,,,28.0,10.4,,21.9,,66.0,-51.0,,,,,,-58.0,-75.6,,-64.1,,-20.0,,,,,,False,False,,False,,True
28001,369,616.0,,,,,,885.0,181.9,181.2,635.7,,463.0,247.0,,,,,,516.0,-187.1,-187.8,266.7,,94.0,,,,,,False,True,True,False,,True
28003,458,868.0,,,,,,788.0,3611.3,325.5,621.5,,661.0,410.0,,,,,,330.0,3153.3,-132.5,163.5,,203.0,,,,,,True,False,True,True,,True
28005,119,266.0,,,,,,219.0,78.3,82.5,383.4,,160.0,147.0,,,,,,100.0,-40.7,-36.5,264.4,,41.0,,,,,,True,True,True,False,,True
28007,164,371.0,,,,,,382.0,51.1,44.6,220.5,,198.0,207.0,,,,,,218.0,-112.9,-119.4,56.5,,34.0,,,,,,False,True,True,True,,True
28009,133,91.0,,,,,,166.0,28.4,,574.9,,16.0,-42.0,,,,,,33.0,-104.6,,441.9,,-117.0,,,,,,True,False,,False,,False
28011,1035,1393.0,,,,,,621.0,2458.4,318.6,691.6,,345.0,358.0,,,,,,-414.0,1423.4,-716.4,-343.4,,-690.0,,,,,,False,False,False,True,,False
28013,165,770.0,,,,,,406.0,591.9,142.4,1451.8,,186.0,605.0,,,,,,241.0,426.9,-22.6,1286.8,,21.0,,,,,,True,True,True,False,,True
28015,74,105.0,,,,,,190.0,26.0,47.4,20.3,,21.0,31.0,,,,,,116.0,-48.0,-26.6,-53.7,,-53.0,,,,,,False,False,True,False,,False
28017,241,413.0,,,,,,404.0,178.8,109.0,228.9,,193.0,172.0,,,,,,163.0,-62.2,-132.0,-12.1,,-48.0,,,,,,True,True,True,True,,True
28019,71,112.0,,,,,,138.0,31.9,27.8,35.5,,46.0,41.0,,,,,,67.0,-39.1,-43.2,-35.5,,-25.0,,,,,,False,True,False,True,,True
28021,77,301.0,,,,,,124.0,57.7,0.0,184.8,,50.0,224.0,,,,,,47.0,-19.3,-77.0,107.8,,-27.0,,,,,,True,True,True,True,,True
28023,233,182.0,,,,,,230.0,87.2,55.5,192.1,,81.0,-51.0,,,,,,-3.0,-145.8,-177.5,-40.9,,-152.0,,,,,,True,False,False,True,,False
28025,198,322.0,,,,,,326.0,69.8,82.5,169.6,,189.0,124.0,,,,,,128.0,-128.2,-115.5,-28.4,,-9.0,,,,,,False,False,True,True,,True
28027,562,1561.0,,,,,,646.0,214.5,165.1,1166.4,,389.0,999.0,,,,,,84.0,-347.5,-396.9,604.4,,-173.0,,,,,,True,True,True,True,,True
28029,327,581.0,,,,,,595.0,133.1,172.8,301.1,,243.0,254.0,,,,,,268.0,-193.9,-154.2,-25.9,,-84.0,,,,,,False,True,True,True,,True
28031,252,455.0,,,,,,409.0,297.6,75.2,290.9,,249.0,203.0,,,,,,157.0,45.6,-176.8,38.9,,-3.0,,,,,,True,True,True,True,,True
28033,2461,2821.0,4894.0,,,,,3386.0,1558.6,1298.8,1218.1,,1223.0,360.0,2433.0,,,,,925.0,-902.4,-1162.2,-1242.9,,-1238.0,False,,,,,False,False,False,False,,False
28035,903,1631.0,698.4,,,,,1641.0,902.6,366.2,2276.4,,946.0,728.0,-204.6,,,,,738.0,-0.4,-536.8,1373.4,,43.0,True,,,,,False,True,True,False,,True
28037,104,161.0,,,,,,171.0,11.8,,100.0,,152.0,57.0,,,,,,67.0,-92.2,,-4.0,,48.0,,,,,,False,False,,True,,True
28039,497,574.0,,,,,,605.0,654.5,214.1,428.6,,408.0,77.0,,,,,,108.0,157.5,-282.9,-68.4,,-89.0,,,,,,False,False,False,True,,False
28041,141,245.0,,,,,,228.0,69.9,44.1,375.9,,95.0,104.0,,,,,,87.0,-71.1,-96.9,234.9,,-46.0,,,,,,True,True,True,False,,True
28043,247,483.0,,,,,,601.0,93.0,20.1,201.2,,92.0,236.0,,,,,,354.0,-154.0,-226.9,-45.8,,-155.0,,,,,,False,True,True,True,,True
28045,291,420.0,,,,,,998.0,971.3,355.7,878.0,,556.0,129.0,,,,,,707.0,680.3,64.7,587.0,,265.0,,,,,,False,False,True,False,,False
28047,1833,2926.0,4360.6,,,,,3528.0,3601.1,1920.1,2795.0,,2574.0,1093.0,2527.6,,,,,1695.0,1768.1,87.1,962.0,,741.0,False,,,,,False,False,True,True,,True
28049,2391,6251.0,6841.0,,,,,3545.0,8074.7,2052.5,3126.9,,2770.0,3860.0,4450.0,,,,,1154.0,5683.7,-338.5,735.9,,379.0,False,,,,,True,False,True,True,,True
28051,348,742.0,,,,,,306.0,503.4,89.1,436.1,,77.0,394.0,,,,,,-42.0,155.4,-258.9,88.1,,-271.0,,,,,,True,True,True,True,,True
28053,119,273.0,,,,,,152.0,39.6,72.8,183.1,,67.0,154.0,,,,,,33.0,-79.4,-46.2,64.1,,-52.0,,,,,,True,True,True,True,,True
28055,81,28.0,,,,,,14.0,,,,,9.0,-53.0,,,,,,-67.0,,,,,-72.0,,,,,,False,,,,,False
28057,433,462.0,,,,,,274.0,492.0,176.0,608.1,,352.0,29.0,,,,,,-159.0,59.0,-257.0,175.1,,-81.0,,,,,,False,False,False,False,,False
28059,1733,3738.0,2364.2,,,,,3414.0,6589.7,1489.7,2447.5,,2075.0,2005.0,631.2,,,,,1681.0,4856.7,-243.3,714.5,,342.0,True,,,,,True,False,True,True,,True
28061,201,294.0,,,,,,340.0,59.6,62.8,165.2,,311.0,93.0,,,,,,139.0,-141.4,-138.2,-35.8,,110.0,,,,,,False,False,False,True,,False
28063,74,140.0,,,,,,98.0,75.4,0.0,55.2,,93.0,66.0,,,,,,24.0,1.4,-74.0,-18.8,,19.0,,,,,,True,True,False,True,,True
28065,145,168.0,,,,,,206.0,50.0,50.3,66.6,,81.0,23.0,,,,,,61.0,-95.0,-94.7,-78.4,,-64.0,,,,,,False,False,False,False,,False
28067,771,1260.0,1026.3,,,,,2081.0,403.2,293.2,1533.4,,680.0,489.0,255.3,,,,,1310.0,-367.8,-477.8,762.4,,-91.0,True,,,,,False,True,True,False,,True
28069,75,91.0,,,,,,119.0,7.0,9.3,71.5,,60.0,16.0,,,,,,44.0,-68.0,-65.7,-3.5,,-15.0,,,,,,False,False,False,True,,True
28071,1221,861.0,1113.2,,,,,892.0,1417.1,528.1,657.0,,628.0,-360.0,-107.8,,,,,-329.0,196.1,-692.9,-564.0,,-593.0,True,,,,,True,True,False,False,,False
28073,618,1148.0,889.4,,,,,1180.0,548.5,601.3,1467.9,,444.0,530.0,271.4,,,,,562.0,-69.5,-16.7,849.9,,-174.0,True,,,,,False,True,True,False,,True
28075,746,1015.0,365.1,,,,,1827.0,222.8,255.6,1631.7,,682.0,269.0,-380.9,,,,,1081.0,-523.2,-490.4,885.7,,-64.0,False,,,,,False,False,False,False,,True
28077,166,462.0,,,,,,234.0,521.3,62.0,209.5,,273.0,296.0,,,,,,68.0,355.3,-104.0,43.5,,107.0,,,,,,True,False,True,True,,True
28079,202,322.0,,,,,,616.0,96.6,51.8,414.9,,97.0,120.0,,,,,,414.0,-105.4,-150.2,212.9,,-105.0,,,,,,False,True,False,False,,True
28081,1476,1547.0,2267.4,,,,,1911.0,454.6,857.5,931.4,,1033.0,71.0,791.4,,,,,435.0,-1021.4,-618.5,-544.6,,-443.0,False,,,,,False,False,False,False,,False
28083,601,637.0,,,,,,730.0,150.3,154.7,929.1,,217.0,36.0,,,,,,129.0,-450.7,-446.3,328.1,,-384.0,,,,,,False,False,False,False,,False
28085,358,497.0,,,,,,815.0,237.1,167.3,332.8,,300.0,139.0,,,,,,457.0,-120.9,-190.7,-25.2,,-58.0,,,,,,False,True,False,True,,True
28087,566,1155.0,914.1,,,,,1078.0,426.0,453.2,537.6,,717.0,589.0,348.1,,,,,512.0,-140.0,-112.8,-28.4,,151.0,True,,,,,True,True,True,True,,True
28089,1097,2415.0,1135.3,,,,,1548.0,1530.4,878.6,1752.6,,1169.0,1318.0,38.3,,,,,451.0,433.4,-218.4,655.6,,72.0,True,,,,,True,True,True,True,,True
28091,334,728.0,,,,,,592.0,637.2,207.5,371.2,,351.0,394.0,,,,,,258.0,303.2,-126.5,37.2,,17.0,,,,,,True,True,True,True,,True
28093,619,511.0,,,,,,664.0,460.4,284.3,208.0,,219.0,-108.0,,,,,,45.0,-158.6,-334.7,-411.0,,-400.0,,,,,,True,False,False,False,,False
28095,571,455.0,,,,,,588.0,532.5,201.1,659.0,,358.0,-116.0,,,,,,17.0,-38.5,-369.9,88.0,,-213.0,,,,,,True,True,False,True,,False
28097,192,252.0,,,,,,246.0,95.0,39.3,104.7,,63.0,60.0,,,,,,54.0,-97.0,-152.7,-87.3,,-129.0,,,,,,True,False,False,False,,False
28099,352,546.0,,,,,,713.0,43.7,32.7,400.1,,178.0,194.0,,,,,,361.0,-308.3,-319.3,48.1,,-174.0,,,,,,False,False,False,True,,True
28101,262,357.0,,,,,,391.0,57.5,76.4,227.0,,144.0,95.0,,,,,,129.0,-204.5,-185.6,-35.0,,-118.0,,,,,,False,False,False,True,,False
28103,177,406.0,,,,,,165.0,78.6,81.3,249.7,,89.0,229.0,,,,,,-12.0,-98.4,-95.7,72.7,,-88.0,,,,,,True,True,True,True,,True
28105,883,777.0,,,,,,771.0,912.4,345.5,528.7,,828.0,-106.0,,,,,,-112.0,29.4,-537.5,-354.3,,-55.0,,,,,,False,True,False,False,,True
28107,651,1134.0,,,,,,737.0,438.3,340.0,683.4,,419.0,483.0,,,,,,86.0,-212.7,-311.0,32.4,,-232.0,,,,,,True,True,True,True,,True
28109,400,448.0,63.1,,,,,830.0,152.2,182.1,663.7,,285.0,48.0,-336.9,,,,,430.0,-247.8,-217.9,263.7,,-115.0,False,,,,,False,False,False,False,,False
28111,219,392.0,,,,,,250.0,219.7,64.6,289.2,,220.0,173.0,,,,,,31.0,0.7,-154.4,70.2,,1.0,,,,,,True,True,True,True,,True
28113,482,889.0,,,,,,1106.0,1138.8,280.9,765.5,,470.0,407.0,,,,,,624.0,656.8,-201.1,283.5,,-12.0,,,,,,False,False,True,True,,True
28115,562,861.0,,,,,,888.0,209.5,312.7,474.3,,280.0,299.0,,,,,,326.0,-352.5,-249.3,-87.7,,-282.0,,,,,,False,False,True,True,,True
28117,492,511.0,,,,,,481.0,133.2,257.0,631.2,,264.0,19.0,,,,,,-11.0,-358.8,-235.0,139.2,,-228.0,,,,,,True,False,False,False,,False
28119,196,266.0,,,,,,173.0,273.9,71.4,236.1,,93.0,70.0,,,,,,-23.0,77.9,-124.6,40.1,,-103.0,,,,,,True,False,False,True,,False
28121,1304,2527.0,2740.1,,,,,2634.0,3737.9,1435.3,1674.6,,1490.0,1223.0,1436.1,,,,,1330.0,2433.9,131.3,370.6,,186.0,False,,,,,False,False,True,True,,True
28123,215,378.0,,,,,,732.0,81.4,12.1,178.3,,135.0,163.0,,,,,,517.0,-133.6,-202.9,-36.7,,-80.0,,,,,,False,True,False,True,,True
28125,162,273.0,,,,,,51.0,201.8,33.0,267.2,,62.0,111.0,,,,,,-111.0,39.8,-129.0,105.2,,-100.0,,,,,,False,True,False,True,,True
28127,380,686.0,,,,,,568.0,592.2,263.6,330.9,,227.0,306.0,,,,,,188.0,212.2,-116.4,-49.1,,-153.0,,,,,,True,True,True,True,,True
28129,162,322.0,,,,,,290.0,49.0,107.9,404.1,,96.0,160.0,,,,,,128.0,-113.0,-54.1,242.1,,-66.0,,,,,,True,True,True,False,,True
