,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,128.7,28.9,500.5,0.0,9.9,83.7,13960.6
COVIDhub-ensemble,3141,131.8,30.0,534.3,0.0,10.0,89.0,17498.0
RobertWalraven-ESG,3141,174.4,44.3,547.9,0.0,12.8,132.3,13544.7
USC-SI_kJalpha,2779,177.4,42.0,721.3,0.0,13.0,121.0,19383.0
UCLA-SuEIR,2847,186.5,37.6,894.4,0.0,11.0,115.4,33915.6
IowaStateLW-STEM,3103,188.7,38.0,721.7,0.0,11.0,122.0,18497.0
COVIDhub-baseline,3141,190.4,34.0,985.5,0.0,11.0,103.0,33377.0
CEID-Walk,3141,193.2,35.1,1015.5,0.0,10.4,107.1,35019.8
LANL-GrowthRate,2951,198.6,49.8,965.6,0.0,17.0,132.6,30943.0
JHU_IDD-CovidSP,3139,199.9,48.2,564.5,0.0,13.6,159.2,12609.8
MITCovAlliance-SIR,2094,209.0,41.5,894.4,0.0,14.3,136.8,26043.5
CU-select,3099,342.2,45.0,2295.7,0.0,14.0,142.0,76983.0
