,predicted_cases,actual_cases,error,perc_error
UCLA-SuEIR,1446192.3,1487795,-41602.7,-2.8%
USACE-ERDC_SEIR,1310321.3,1487795,-177473.7,-11.9%
CovidAnalytics-DELPHI,1706991.0,1487795,219196.0,14.7%
Columbia_UNC-SurvCon,1213129.0,1487795,-274666.0,-18.5%
QJHong-Encounter,1766698.9,1487795,278903.9,18.7%
USC-SI_kJalpha,1192232.0,1487795,-295563.0,-19.9%
LANL-GrowthRate,1104307.7,1487795,-383487.3,-25.8%
COVIDhub-baseline,1886685.0,1487795,398890.0,26.8%
CU-select,1893910.0,1487795,406115.0,27.3%
JHU_IDD-CovidSP,2168670.9,1487795,680875.9,45.8%
Karlen-pypm,2181487.0,1487795,693692.0,46.6%
IHME-CurveFit,4197308.3,1487795,2709513.3,182.1%
