,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,3475.9,30.3,37642.2,0.0,3.4,245.0,1318379.9
COVIDhub-ensemble,3141,4774.8,36.0,56517.9,0.0,4.0,289.0,2430481.0
LANL-GrowthRate,2951,5320.4,74.8,57320.9,0.0,8.1,510.7,2431633.8
JHU_IDD-CovidSP,3139,6732.4,72.0,48461.4,0.0,6.7,681.2,925027.2
OliverWyman-Navigator,2686,9578.0,78.8,101654.5,0.0,9.0,625.0,3857296.0
COVIDhub-baseline,3141,11328.5,49.0,153003.6,0.0,4.0,441.0,4875264.0
UCLA-SuEIR,2797,11614.0,50.3,186704.8,0.0,5.3,417.7,7731957.1
RobertWalraven-ESG,3141,11819.7,71.4,95944.8,0.0,5.5,687.0,2616726.8
Yu_Group-CLEP,3128,12698.6,127.1,125708.2,0.0,19.0,941.0,4442962.9
CEID-Walk,3141,12960.5,57.1,208376.5,0.0,4.5,436.6,8481141.8
JHUAPL-Bucky,3141,16194.6,151.3,209595.6,0.0,11.6,1176.8,9645369.4
USC-SI_kJalpha,2789,17023.2,64.0,269104.4,0.0,9.0,529.0,8397023.6
CU-select,3098,21425.0,64.0,365063.0,0.0,9.0,576.0,16654561.0
MITCovAlliance-SIR,2292,23353.5,96.0,397176.4,0.0,9.5,894.0,18828135.9
PandemicCentral-USCounty,3059,27890.3,100.0,385352.8,0.0,9.0,900.0,14333796.0
IowaStateLW-STEM,3103,115614.8,81.0,4121070.8,0.0,9.0,729.0,209380900.0
UVA-Ensemble,2779,193864.2,150.8,5906881.9,0.0,11.4,1833.5,324281690.0
