,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28075,624,732.0,186.3,651.0,,,,,1676.0,98.1,223.6,936.3,,561.0,108.0,-437.7,27.0,,,,,1052.0,-525.9,-400.4,312.3,,-63.0,False,True,,,,,False,False,False,False,,True
28077,128,228.0,,346.0,,,,,172.0,159.0,81.5,78.9,,144.0,100.0,,218.0,,,,,44.0,31.0,-46.5,-49.1,,16.0,,False,,,,,True,True,True,True,,True
28079,163,234.0,,181.0,,,,,471.0,105.5,13.4,169.0,,115.0,71.0,,18.0,,,,,308.0,-57.5,-149.6,6.0,,-48.0,,True,,,,,False,True,False,True,,True
28081,1250,1356.0,1776.8,1295.0,,,,,1882.0,662.1,699.5,1943.1,,731.0,106.0,526.8,45.0,,,,,632.0,-587.9,-550.5,693.1,,-519.0,False,True,,,,,False,False,False,False,,False
28083,493,648.0,,860.0,,,,,711.0,104.7,169.3,610.8,,298.0,155.0,,367.0,,,,,218.0,-388.3,-323.7,117.8,,-195.0,,False,,,,,False,False,False,True,,False
28085,284,444.0,,474.0,,,,,600.0,167.9,124.6,300.5,,268.0,160.0,,190.0,,,,,316.0,-116.1,-159.4,16.5,,-16.0,,False,,,,,False,True,True,True,,True
28087,402,984.0,1022.3,1568.0,,,,,1094.0,400.3,388.6,1186.9,,495.0,582.0,620.3,1166.0,,,,,692.0,-1.7,-13.4,784.9,,93.0,False,False,,,,,False,True,True,False,,True
28089,851,1476.0,2078.9,613.0,,,,,1307.0,579.4,792.9,1305.1,,668.0,625.0,1227.9,-238.0,,,,,456.0,-271.6,-58.1,454.1,,-183.0,False,True,,,,,True,True,True,True,,True
28091,227,642.0,,899.0,,,,,475.0,478.4,211.5,462.0,,242.0,415.0,,672.0,,,,,248.0,251.4,-15.5,235.0,,15.0,,False,,,,,True,True,True,True,,True
28093,506,678.0,,963.0,,,,,696.0,612.1,237.0,509.9,,579.0,172.0,,457.0,,,,,190.0,106.1,-269.0,3.9,,73.0,,False,,,,,False,True,False,True,,True
28095,456,690.0,,1298.0,,,,,655.0,652.1,184.3,605.3,,417.0,234.0,,842.0,,,,,199.0,196.1,-271.7,149.3,,-39.0,,False,,,,,True,True,False,True,,True
28097,150,252.0,,235.0,,,,,169.0,322.2,85.0,105.7,,72.0,102.0,,85.0,,,,,19.0,172.2,-65.0,-44.3,,-78.0,,True,,,,,True,False,True,True,,True
28099,305,282.0,,327.0,,,,,508.0,45.3,14.3,160.6,,105.0,-23.0,,22.0,,,,,203.0,-259.7,-290.7,-144.4,,-200.0,,True,,,,,False,False,False,False,,False
28101,215,282.0,,569.0,,,,,294.0,43.9,81.6,192.1,,164.0,67.0,,354.0,,,,,79.0,-171.1,-133.4,-22.9,,-51.0,,False,,,,,False,False,False,True,,True
28103,124,318.0,,476.0,,,,,153.0,89.7,92.8,212.7,,85.0,194.0,,352.0,,,,,29.0,-34.3,-31.2,88.7,,-39.0,,False,,,,,True,True,True,True,,True
28105,639,1464.0,,3329.0,,,,,785.0,114.6,259.3,842.0,,990.0,825.0,,2690.0,,,,,146.0,-524.4,-379.7,203.0,,351.0,,False,,,,,True,True,True,True,,True
28107,466,1110.0,,1538.0,,,,,716.0,403.6,353.7,595.3,,372.0,644.0,,1072.0,,,,,250.0,-62.4,-112.3,129.3,,-94.0,,False,,,,,True,True,True,True,,True
28109,339,366.0,109.1,413.0,,,,,846.0,98.7,190.7,248.8,,357.0,27.0,-229.9,74.0,,,,,507.0,-240.3,-148.3,-90.2,,18.0,False,False,,,,,False,False,False,False,,True
28111,170,294.0,,399.0,,,,,183.0,78.7,42.2,267.8,,103.0,124.0,,229.0,,,,,13.0,-91.3,-127.8,97.8,,-67.0,,False,,,,,True,True,False,True,,True
28113,366,696.0,,997.0,,,,,902.0,550.8,243.2,699.5,,291.0,330.0,,631.0,,,,,536.0,184.8,-122.8,333.5,,-75.0,,False,,,,,False,True,True,False,,True
28115,441,726.0,,681.0,,,,,759.0,237.5,298.3,436.1,,347.0,285.0,,240.0,,,,,318.0,-203.5,-142.7,-4.9,,-94.0,,True,,,,,False,True,True,True,,True
28117,406,516.0,,714.0,,,,,485.0,220.7,179.5,769.0,,300.0,110.0,,308.0,,,,,79.0,-185.3,-226.5,363.0,,-106.0,,False,,,,,True,False,False,False,,True
28119,135,366.0,,361.0,,,,,137.0,269.3,73.1,246.0,,109.0,231.0,,226.0,,,,,2.0,134.3,-61.9,111.0,,-26.0,,True,,,,,True,True,True,True,,True
28121,956,2088.0,2950.2,1326.0,,,,,2151.0,1525.4,1120.2,1376.6,,1046.0,1132.0,1994.2,370.0,,,,,1195.0,569.4,164.2,420.6,,90.0,False,True,,,,,False,True,True,True,,True
28123,190,150.0,,256.0,,,,,574.0,37.3,8.0,102.8,,38.0,-40.0,,66.0,,,,,384.0,-152.7,-182.0,-87.2,,-152.0,,False,,,,,False,False,False,False,,False
28125,84,468.0,,399.0,,,,,54.0,716.3,47.6,380.4,,25.0,384.0,,315.0,,,,,-30.0,632.3,-36.4,296.4,,-59.0,,True,,,,,True,False,True,True,,True
28127,286,564.0,,381.0,,,,,472.0,415.4,128.4,356.2,,178.0,278.0,,95.0,,,,,186.0,129.4,-157.6,70.2,,-108.0,,True,,,,,True,True,True,True,,True
28129,135,162.0,,308.0,,,,,196.0,29.4,82.5,98.9,,53.0,27.0,,173.0,,,,,61.0,-105.6,-52.5,-36.1,,-82.0,,False,,,,,False,False,False,False,,False
28131,198,150.0,,188.0,,,,,389.0,65.5,80.2,198.4,,115.0,-48.0,,-10.0,,,,,191.0,-132.5,-117.8,0.4,,-83.0,,True,,,,,False,False,False,True,,False
28133,435,792.0,,725.0,,,,,616.0,400.6,306.6,349.9,,231.0,357.0,,290.0,,,,,181.0,-34.4,-128.4,-85.1,,-204.0,,True,,,,,True,True,True,True,,True
28135,362,612.0,,394.0,,,,,396.0,924.1,150.0,257.3,,116.0,250.0,,32.0,,,,,34.0,562.1,-212.0,-104.7,,-246.0,,True,,,,,True,False,True,True,,True
28137,273,528.0,,407.0,,,,,547.0,309.1,220.8,336.9,,254.0,255.0,,134.0,,,,,274.0,36.1,-52.2,63.9,,-19.0,,True,,,,,False,True,True,True,,True
28139,309,372.0,,617.0,,,,,454.0,126.8,164.4,841.4,,265.0,63.0,,308.0,,,,,145.0,-182.2,-144.6,532.4,,-44.0,,False,,,,,False,False,False,False,,True
28141,321,522.0,,758.0,,,,,323.0,834.9,134.3,600.0,,240.0,201.0,,437.0,,,,,2.0,513.9,-186.7,279.0,,-81.0,,False,,,,,True,False,True,False,,True
28143,211,432.0,,494.0,,,,,149.0,547.6,78.1,330.8,,174.0,221.0,,283.0,,,,,-62.0,336.6,-132.9,119.8,,-37.0,,False,,,,,True,False,True,True,,True
28145,438,666.0,,1095.0,,,,,649.0,474.5,213.0,572.0,,301.0,228.0,,657.0,,,,,211.0,36.5,-225.0,134.0,,-137.0,,False,,,,,True,True,True,True,,True
28147,141,318.0,,269.0,,,,,264.0,90.4,32.9,324.9,,89.0,177.0,,128.0,,,,,123.0,-50.6,-108.1,183.9,,-52.0,,True,,,,,True,True,True,False,,True
28149,388,732.0,,782.0,,,,,726.0,164.1,335.6,829.9,,314.0,344.0,,394.0,,,,,338.0,-223.9,-52.4,441.9,,-74.0,,False,,,,,True,True,True,False,,True
28151,664,1176.0,,646.0,,,,,873.0,1109.1,558.0,812.7,,405.0,512.0,,-18.0,,,,,209.0,445.1,-106.0,148.7,,-259.0,,True,,,,,True,True,True,True,,True
28153,133,372.0,,459.0,,,,,444.0,42.3,15.3,268.0,,153.0,239.0,,326.0,,,,,311.0,-90.7,-117.7,135.0,,20.0,,False,,,,,False,True,True,True,,True
28155,129,204.0,,182.0,,,,,142.0,28.7,47.1,93.1,,129.0,75.0,,53.0,,,,,13.0,-100.3,-81.9,-35.9,,0.0,,True,,,,,True,False,False,True,,True
28157,111,228.0,,171.0,,,,,198.0,88.2,11.4,152.1,,106.0,117.0,,60.0,,,,,87.0,-22.8,-99.6,41.1,,-5.0,,True,,,,,True,True,True,True,,True
28159,152,546.0,,680.0,,,,,287.0,159.9,22.2,331.4,,93.0,394.0,,528.0,,,,,135.0,7.9,-129.8,179.4,,-59.0,,False,,,,,True,True,True,True,,True
28161,114,222.0,,273.0,,,,,242.0,40.0,92.5,94.4,,82.0,108.0,,159.0,,,,,128.0,-74.0,-21.5,-19.6,,-32.0,,False,,,,,False,True,True,True,,True
28163,245,456.0,,606.0,,,,,569.0,159.1,102.9,187.3,,220.0,211.0,,361.0,,,,,324.0,-85.9,-142.1,-57.7,,-25.0,,False,,,,,False,True,True,True,,True
29001,157,96.0,,205.0,,,,,157.0,22.9,51.8,34.9,,147.0,-61.0,,48.0,,,,,0.0,-134.1,-105.2,-122.1,,-10.0,,True,,,,,True,False,False,False,,True
29003,95,60.0,,113.0,,,,,75.0,98.4,,88.2,,66.0,-35.0,,18.0,,,,,-20.0,3.4,,-6.8,,-29.0,,True,,,,,True,True,,True,,True
29005,35,0.0,,0.0,,,,,12.0,2.7,,,,7.0,-35.0,,-35.0,,,,,-23.0,-32.3,,,,-28.0,,False,,,,,True,True,,,,True
29007,154,66.0,,131.0,,,,,152.0,5.1,40.8,206.9,,68.0,-88.0,,-23.0,,,,,-2.0,-148.9,-113.2,52.9,,-86.0,,True,,,,,True,False,False,True,,True
29009,182,240.0,,205.0,,,,,384.0,68.9,213.1,538.5,,149.0,58.0,,23.0,,,,,202.0,-113.1,31.1,356.5,,-33.0,,True,,,,,False,False,True,False,,True
29011,78,78.0,,81.0,,,,,56.0,,,118.2,,48.0,0.0,,3.0,,,,,-22.0,,,40.2,,-30.0,,False,,,,,False,,,False,,False
29013,45,60.0,,0.0,,,,,76.0,9.5,,41.6,,127.0,15.0,,-45.0,,,,,31.0,-35.5,,-3.4,,82.0,,False,,,,,False,False,,True,,False
29015,105,120.0,,251.0,,,,,78.0,23.5,,124.6,,186.0,15.0,,146.0,,,,,-27.0,-81.5,,19.6,,81.0,,False,,,,,False,False,,False,,False
29017,185,42.0,,46.0,,,,,53.0,51.4,,15.8,,15.0,-143.0,,-139.0,,,,,-132.0,-133.6,,-169.2,,-170.0,,True,,,,,True,True,,False,,False
29019,2713,1872.0,1703.6,4338.0,,,,,1353.0,569.5,1563.2,2787.9,,2605.0,-841.0,-1009.4,1625.0,,,,,-1360.0,-2143.5,-1149.8,74.9,,-108.0,False,False,,,,,False,False,False,True,,True
29021,466,246.0,67.1,323.0,,,,,984.0,54.9,98.7,131.5,,246.0,-220.0,-398.9,-143.0,,,,,518.0,-411.1,-367.3,-334.5,,-220.0,False,True,,,,,False,False,False,False,,False
29023,234,300.0,,720.0,,,,,544.0,102.1,308.4,339.7,,568.0,66.0,,486.0,,,,,310.0,-131.9,74.4,105.7,,334.0,,False,,,,,False,False,False,False,,False
29025,27,18.0,,0.0,,,,,32.0,7.2,,33.8,,14.0,-9.0,,-27.0,,,,,5.0,-19.8,,6.8,,-13.0,,False,,,,,True,False,,True,,False
29027,369,198.0,,465.0,,,,,220.0,131.8,157.5,188.3,,521.0,-171.0,,96.0,,,,,-149.0,-237.2,-211.5,-180.7,,152.0,,True,,,,,True,False,False,False,,True
29029,378,642.0,,1424.0,,,,,226.0,762.6,499.2,820.0,,1070.0,264.0,,1046.0,,,,,-152.0,384.6,121.2,442.0,,692.0,,False,,,,,True,False,True,False,,False
29031,643,456.0,1108.8,288.0,,,,,615.0,128.1,440.1,162.2,,248.0,-187.0,465.8,-355.0,,,,,-28.0,-514.9,-202.9,-480.8,,-395.0,False,False,,,,,True,False,False,False,,False
29033,25,174.0,,186.0,,,,,48.0,34.0,,99.7,,179.0,149.0,,161.0,,,,,23.0,9.0,,74.7,,154.0,,False,,,,,True,True,,True,,False
29035,31,54.0,,,,,,,21.0,5.4,,,,217.0,23.0,,,,,,,-10.0,-25.6,,,,186.0,,,,,,,True,False,,,,False
29037,613,1206.0,1134.4,1768.0,,,,,616.0,1192.9,1194.8,3406.8,,1891.0,593.0,521.4,1155.0,,,,,3.0,579.9,581.8,2793.8,,1278.0,True,False,,,,,True,True,True,False,,False
29039,34,18.0,,42.0,,,,,71.0,8.7,,38.3,,10.0,-16.0,,8.0,,,,,37.0,-25.3,,4.3,,-24.0,,True,,,,,False,False,,True,,False
29041,30,6.0,,0.0,,,,,14.0,2.1,,,,1.0,-24.0,,-30.0,,,,,-16.0,-27.9,,,,-29.0,,False,,,,,True,False,,,,False
29043,728,642.0,350.1,1568.0,,,,,514.0,435.0,723.8,2647.0,,1523.0,-86.0,-377.9,840.0,,,,,-214.0,-293.0,-4.2,1919.0,,795.0,False,False,,,,,False,False,True,False,,False
29045,41,66.0,,70.0,,,,,8.0,5.5,,,,310.0,25.0,,29.0,,,,,-33.0,-35.5,,,,269.0,,False,,,,,False,False,,,,False
29047,693,1146.0,1084.7,3021.0,,,,,1636.0,258.3,1056.3,1123.9,,3114.0,453.0,391.7,2328.0,,,,,943.0,-434.7,363.3,430.9,,2421.0,True,False,,,,,False,True,True,True,,False
29049,122,48.0,,144.0,,,,,96.0,19.2,,57.0,,103.0,-74.0,,22.0,,,,,-26.0,-102.8,,-65.0,,-19.0,,True,,,,,True,False,,True,,True
29051,865,576.0,521.5,1206.0,,,,,466.0,215.9,612.4,2702.9,,948.0,-289.0,-343.5,341.0,,,,,-399.0,-649.1,-252.6,1837.9,,83.0,False,False,,,,,False,False,True,False,,True
29053,223,288.0,,603.0,,,,,81.0,56.8,,192.0,,590.0,65.0,,380.0,,,,,-142.0,-166.2,,-31.0,,367.0,,False,,,,,False,False,,True,,False
29055,194,114.0,,279.0,,,,,86.0,25.5,,80.1,,449.0,-80.0,,85.0,,,,,-108.0,-168.5,,-113.9,,255.0,,False,,,,,False,False,,False,,False
29057,35,24.0,,41.0,,,,,27.0,,,,,25.0,-11.0,,6.0,,,,,-8.0,,,,,-10.0,,True,,,,,True,,,,,True
29059,100,48.0,,141.0,,,,,78.0,37.7,,16.3,,79.0,-52.0,,41.0,,,,,-22.0,-62.3,,-83.7,,-21.0,,True,,,,,True,False,,False,,True
29061,48,0.0,,0.0,,,,,36.0,7.3,,,,4.0,-48.0,,-48.0,,,,,-12.0,-40.7,,,,-44.0,,False,,,,,True,True,,,,True
29063,60,30.0,,0.0,,,,,58.0,27.8,,21.6,,69.0,-30.0,,-60.0,,,,,-2.0,-32.2,,-38.4,,9.0,,False,,,,,True,False,,False,,True
29065,73,0.0,,0.0,,,,,41.0,3.8,,,,0.0,-73.0,,-73.0,,,,,-32.0,-69.2,,,,-73.0,,False,,,,,True,True,,,,False
29067,65,180.0,,278.0,,,,,84.0,50.6,,,,262.0,115.0,,213.0,,,,,19.0,-14.4,,,,197.0,,False,,,,,True,True,,,,False
29069,388,288.0,,612.0,,,,,599.0,150.4,211.9,251.2,,386.0,-100.0,,224.0,,,,,211.0,-237.6,-176.1,-136.8,,-2.0,,False,,,,,False,False,False,False,,True
29071,766,438.0,340.1,337.0,,,,,658.0,158.4,610.0,2714.6,,499.0,-328.0,-425.9,-429.0,,,,,-108.0,-607.6,-156.0,1948.6,,-267.0,False,False,,,,,True,False,True,False,,True
29073,124,42.0,,74.0,,,,,24.0,11.2,,26.0,,69.0,-82.0,,-50.0,,,,,-100.0,-112.8,,-98.0,,-55.0,,True,,,,,False,False,,False,,True
29075,30,36.0,,0.0,,,,,29.0,35.3,,47.0,,40.0,6.0,,-30.0,,,,,-1.0,5.3,,17.0,,10.0,,False,,,,,True,True,,False,,False
29077,3381,2244.0,3758.1,3237.0,,,,,2217.0,3830.8,2716.8,8131.1,,4501.0,-1137.0,377.1,-144.0,,,,,-1164.0,449.8,-664.2,4750.1,,1120.0,True,True,,,,,False,True,True,False,,True
29079,103,0.0,,0.0,,,,,36.0,21.9,,1.3,,1.0,-103.0,,-103.0,,,,,-67.0,-81.1,,-101.7,,-102.0,,False,,,,,True,True,,True,,True
29081,34,96.0,,76.0,,,,,36.0,37.3,,106.8,,133.0,62.0,,42.0,,,,,2.0,3.3,,72.8,,99.0,,True,,,,,True,True,,False,,False
29083,76,120.0,,318.0,,,,,120.0,70.8,,109.5,,181.0,44.0,,242.0,,,,,44.0,-5.2,,33.5,,105.0,,False,,,,,False,True,,True,,False
29085,57,48.0,,102.0,,,,,30.0,,,,,129.0,-9.0,,45.0,,,,,-27.0,,,,,72.0,,False,,,,,False,,,,,False
29087,66,24.0,,0.0,,,,,6.0,0.4,,,,115.0,-42.0,,-66.0,,,,,-60.0,-65.6,,,,49.0,,False,,,,,False,False,,,,False
29089,110,48.0,,90.0,,,,,27.0,14.1,,,,53.0,-62.0,,-20.0,,,,,-83.0,-95.9,,,,-57.0,,True,,,,,False,False,,,,True
29091,254,210.0,,805.0,,,,,374.0,163.2,156.8,241.5,,781.0,-44.0,,551.0,,,,,120.0,-90.8,-97.2,-12.5,,527.0,,False,,,,,False,False,False,True,,False
29093,47,36.0,,7.0,,,,,18.0,3.8,,,,128.0,-11.0,,-40.0,,,,,-29.0,-43.2,,,,81.0,,False,,,,,False,False,,,,False
29095,3011,5778.0,6496.0,6867.0,,,,,5526.0,7582.2,6229.4,6081.3,,12328.0,2767.0,3485.0,3856.0,,,,,2515.0,4571.2,3218.4,3070.3,,9317.0,False,False,,,,,True,False,False,False,,False
29097,1422,954.0,1412.2,440.0,,,,,1341.0,195.2,920.4,7867.8,,733.0,-468.0,-9.8,-982.0,,,,,-81.0,-1226.8,-501.6,6445.8,,-689.0,True,False,,,,,True,False,False,False,,False
29099,2041,2394.0,1215.1,3686.0,,,,,1615.0,4713.2,2355.3,3802.7,,4698.0,353.0,-825.9,1645.0,,,,,-426.0,2672.2,314.3,1761.7,,2657.0,False,False,,,,,False,False,True,False,,False
29101,337,282.0,579.1,70.0,,,,,399.0,169.0,295.9,244.2,,133.0,-55.0,242.1,-267.0,,,,,62.0,-168.0,-41.1,-92.8,,-204.0,False,False,,,,,False,False,True,False,,False
29103,34,42.0,,,,,,,6.0,,,,,139.0,8.0,,,,,,,-28.0,,,,,105.0,,,,,,,False,,,,,False
29105,207,144.0,,63.0,,,,,252.0,101.4,177.3,138.3,,76.0,-63.0,,-144.0,,,,,45.0,-105.6,-29.7,-68.7,,-131.0,,False,,,,,True,False,True,False,,False
29107,163,156.0,,341.0,,,,,196.0,24.1,105.5,96.6,,274.0,-7.0,,178.0,,,,,33.0,-138.9,-57.5,-66.4,,111.0,,False,,,,,False,False,False,False,,False
29109,250,300.0,,523.0,,,,,306.0,270.1,369.0,781.1,,397.0,50.0,,273.0,,,,,56.0,20.1,119.0,531.1,,147.0,,False,,,,,False,True,False,False,,False
29111,38,72.0,,2.0,,,,,18.0,8.4,,,,277.0,34.0,,-36.0,,,,,-20.0,-29.6,,,,239.0,,False,,,,,True,True,,,,False
29113,357,486.0,174.0,881.0,,,,,415.0,191.5,304.7,1461.6,,897.0,129.0,-183.0,524.0,,,,,58.0,-165.5,-52.3,1104.6,,540.0,False,False,,,,,True,False,True,False,,False
29115,33,12.0,,0.0,,,,,42.0,18.9,,10.2,,16.0,-21.0,,-33.0,,,,,9.0,-14.1,,-22.8,,-17.0,,False,,,,,True,True,,False,,True
29117,294,96.0,,234.0,,,,,60.0,40.5,,70.1,,335.0,-198.0,,-60.0,,,,,-234.0,-253.5,,-223.9,,41.0,,True,,,,,False,False,,False,,True
29119,89,270.0,,45.0,,,,,384.0,23.3,14.1,635.2,,63.0,181.0,,-44.0,,,,,295.0,-65.7,-74.9,546.2,,-26.0,,True,,,,,False,True,True,False,,True
29121,49,90.0,,74.0,,,,,49.0,19.1,,,,85.0,41.0,,25.0,,,,,0.0,-29.9,,,,36.0,,True,,,,,True,True,,,,True
29123,221,12.0,,87.0,,,,,30.0,3.5,,,,12.0,-209.0,,-134.0,,,,,-191.0,-217.5,,,,-209.0,,True,,,,,True,False,,,,False
29125,45,24.0,,0.0,,,,,12.0,10.1,,,,129.0,-21.0,,-45.0,,,,,-33.0,-34.9,,,,84.0,,False,,,,,False,False,,,,False
29127,433,408.0,,1374.0,,,,,136.0,2017.1,82.7,240.8,,767.0,-25.0,,941.0,,,,,-297.0,1584.1,-350.3,-192.2,,334.0,,False,,,,,False,False,False,False,,False
29129,20,0.0,,0.0,,,,,6.0,3.8,,,,0.0,-20.0,,-20.0,,,,,-14.0,-16.2,,,,-20.0,,False,,,,,True,True,,,,False
29131,257,198.0,,631.0,,,,,117.0,130.8,,385.9,,407.0,-59.0,,374.0,,,,,-140.0,-126.2,,128.9,,150.0,,False,,,,,False,False,,False,,False
29133,131,48.0,,116.0,,,,,144.0,3.1,47.7,42.9,,40.0,-83.0,,-15.0,,,,,13.0,-127.9,-83.3,-88.1,,-91.0,,True,,,,,True,False,False,False,,False
29135,99,204.0,,395.0,,,,,64.0,65.0,63.5,73.2,,497.0,105.0,,296.0,,,,,-35.0,-34.0,-35.5,-25.8,,398.0,,False,,,,,True,True,True,True,,False
29137,65,48.0,,,,,,,10.0,8.6,,,,220.0,-17.0,,,,,,,-55.0,-56.4,,,,155.0,,,,,,,False,False,,,,False
29139,38,36.0,,47.0,,,,,20.0,20.2,,32.0,,132.0,-2.0,,9.0,,,,,-18.0,-17.8,,-6.0,,94.0,,False,,,,,False,False,,False,,False
29141,129,120.0,,277.0,,,,,74.0,51.2,,109.0,,295.0,-9.0,,148.0,,,,,-55.0,-77.8,,-20.0,,166.0,,False,,,,,False,False,,False,,False
29143,296,312.0,,244.0,,,,,197.0,398.1,153.6,113.6,,228.0,16.0,,-52.0,,,,,-99.0,102.1,-142.4,-182.4,,-68.0,,False,,,,,False,False,False,False,,False
29145,409,414.0,852.7,287.0,,,,,780.0,37.7,243.8,175.1,,241.0,5.0,443.7,-122.0,,,,,371.0,-371.3,-165.2,-233.9,,-168.0,False,False,,,,,False,False,False,False,,False
29147,517,486.0,,825.0,,,,,123.0,375.2,16.4,293.4,,639.0,-31.0,,308.0,,,,,-394.0,-141.8,-500.6,-223.6,,122.0,,False,,,,,False,False,False,False,,False
29149,63,6.0,,18.0,,,,,50.0,7.2,,,,6.0,-57.0,,-45.0,,,,,-13.0,-55.8,,,,-57.0,,True,,,,,True,True,,,,False
29151,69,48.0,,45.0,,,,,38.0,12.7,,,,30.0,-21.0,,-24.0,,,,,-31.0,-56.3,,,,-39.0,,False,,,,,False,False,,,,False
29153,76,12.0,,0.0,,,,,46.0,,,,,30.0,-64.0,,-76.0,,,,,-30.0,,,,,-46.0,,False,,,,,True,,,,,True
29155,211,150.0,,98.0,,,,,327.0,24.4,61.5,67.5,,88.0,-61.0,,-113.0,,,,,116.0,-186.6,-149.5,-143.5,,-123.0,,False,,,,,False,False,False,False,,False
29157,302,90.0,,42.0,,,,,98.0,27.7,47.9,141.5,,74.0,-212.0,,-260.0,,,,,-204.0,-274.3,-254.1,-160.5,,-228.0,,False,,,,,True,False,False,True,,False
29159,475,888.0,,2571.0,,,,,405.0,820.7,417.1,1241.4,,1067.0,413.0,,2096.0,,,,,-70.0,345.7,-57.9,766.4,,592.0,,False,,,,,True,True,True,False,,False
29161,257,96.0,,73.0,,,,,201.0,77.9,,33.7,,251.0,-161.0,,-184.0,,,,,-56.0,-179.1,,-223.3,,-6.0,,False,,,,,True,False,,False,,True
29163,136,90.0,,192.0,,,,,54.0,33.0,,43.2,,166.0,-46.0,,56.0,,,,,-82.0,-103.0,,-92.8,,30.0,,False,,,,,False,False,,False,,True
29165,261,432.0,460.0,908.0,,,,,592.0,222.7,796.4,547.5,,632.0,171.0,199.0,647.0,,,,,331.0,-38.3,535.4,286.5,,371.0,False,False,,,,,False,True,False,False,,False
29167,202,234.0,,43.0,,,,,218.0,88.9,226.5,123.7,,159.0,32.0,,-159.0,,,,,16.0,-113.1,24.5,-78.3,,-43.0,,False,,,,,True,False,True,False,,False
29169,284,54.0,286.0,82.0,,,,,312.0,6.5,133.8,61.8,,55.0,-230.0,2.0,-202.0,,,,,28.0,-277.5,-150.2,-222.2,,-229.0,True,True,,,,,True,False,True,True,,True
29171,20,36.0,,,,,,,6.0,,,,,197.0,16.0,,,,,,,-14.0,,,,,177.0,,,,,,,True,,,,,False
29173,112,30.0,,98.0,,,,,13.0,5.8,,,,41.0,-82.0,,-14.0,,,,,-99.0,-106.2,,,,-71.0,,True,,,,,False,False,,,,True
29175,125,174.0,,596.0,,,,,103.0,14.9,,97.8,,695.0,49.0,,471.0,,,,,-22.0,-110.1,,-27.2,,570.0,,False,,,,,True,False,,True,,False
29177,56,258.0,,642.0,,,,,134.0,29.2,,318.3,,734.0,202.0,,586.0,,,,,78.0,-26.8,,262.3,,678.0,,False,,,,,True,True,,False,,False
29179,11,36.0,,0.0,,,,,14.0,2.6,,,,52.0,25.0,,-11.0,,,,,3.0,-8.4,,,,41.0,,True,,,,,True,True,,,,False
29181,88,30.0,,0.0,,,,,92.0,27.4,,18.5,,19.0,-58.0,,-88.0,,,,,4.0,-60.6,,-69.5,,-69.0,,False,,,,,True,False,,False,,False
29183,3051,5766.0,4425.9,6112.0,,,,,3176.0,4181.1,4404.0,12058.0,,7655.0,2715.0,1374.9,3061.0,,,,,125.0,1130.1,1353.0,9007.0,,4604.0,True,False,,,,,True,True,True,False,,False
29185,19,36.0,,0.0,,,,,30.0,2.7,,,,37.0,17.0,,-19.0,,,,,11.0,-16.3,,,,18.0,,False,,,,,True,True,,,,False
29186,103,36.0,,148.0,,,,,49.0,22.5,,60.5,,62.0,-67.0,,45.0,,,,,-54.0,-80.5,,-42.5,,-41.0,,True,,,,,True,False,,True,,True
29187,1137,432.0,290.5,2493.0,,,,,452.0,292.7,312.6,632.3,,978.0,-705.0,-846.5,1356.0,,,,,-685.0,-844.3,-824.4,-504.7,,-159.0,False,False,,,,,True,False,False,True,,True
29189,8426,14850.0,4630.9,13213.0,,,,,12080.0,11884.4,6172.6,35783.2,,16686.0,6424.0,-3795.1,4787.0,,,,,3654.0,3458.4,-2253.4,27357.2,,8260.0,True,True,,,,,True,True,True,False,,False
29195,205,246.0,,267.0,,,,,195.0,49.1,40.5,163.4,,218.0,41.0,,62.0,,,,,-10.0,-155.9,-164.5,-41.6,,13.0,,False,,,,,True,False,False,False,,True
29197,13,0.0,,0.0,,,,,6.0,3.4,,,,1.0,-13.0,,-13.0,,,,,-7.0,-9.6,,,,-12.0,,False,,,,,True,True,,,,True
29199,14,6.0,,0.0,,,,,6.0,1.4,,2.1,,70.0,-8.0,,-14.0,,,,,-8.0,-12.6,,-11.9,,56.0,,False,,,,,False,False,,False,,False
29201,391,330.0,,582.0,,,,,414.0,50.6,207.5,997.7,,387.0,-61.0,,191.0,,,,,23.0,-340.4,-183.5,606.7,,-4.0,,False,,,,,True,False,False,False,,True
