,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47057,42,52.0,55.1,,49.0,41.0,,,,,,45.0,101.2,71.6,,36.9,50.9,42.9,37.0,98.0,,34.0,53.5,,,,35.0,154.7,187.1,10.0,13.1,,7.0,-1.0,,,,,,3.0,59.2,29.6,,-5.1,8.9,0.9,-5.0,56.0,,-8.0,11.5,,,,-7.0,112.7,145.1,False,,True,True,,,,,,True,False,False,,True,True,True,True,False,,True,False,,,,True,False,False
47059,162,208.0,214.0,,180.0,180.0,,,,,,131.0,426.4,215.5,,182.4,143.5,140.3,141.0,62.0,,182.9,170.9,,,,197.0,409.1,516.3,46.0,52.0,,18.0,18.0,,,,,,-31.0,264.4,53.5,,20.4,-18.5,-21.7,-21.0,-100.0,,20.9,8.9,,,,35.0,247.1,354.3,False,,True,True,,,,,,True,False,False,,True,True,True,True,False,,True,True,,,,True,False,False
47061,27,20.0,20.5,,20.0,14.0,,,,,,24.0,30.1,19.1,,4.5,14.4,21.0,14.0,45.0,,11.8,19.9,,,,12.0,34.3,58.0,-7.0,-6.5,,-7.0,-13.0,,,,,,-3.0,3.1,-7.9,,-22.5,-12.6,-6.0,-13.0,18.0,,-15.2,-7.1,,,,-15.0,7.3,31.0,True,,False,False,,,,,,True,True,False,,False,False,True,False,False,,False,False,,,,False,False,False
47063,107,164.0,138.4,,137.0,217.0,,,,,,160.0,171.7,196.7,,78.7,108.3,1.6,169.0,191.0,,63.5,148.8,,,,132.0,311.5,283.5,57.0,31.4,,30.0,110.0,,,,,,53.0,64.7,89.7,,-28.3,1.3,-105.4,62.0,84.0,,-43.5,41.8,,,,25.0,204.5,176.5,True,,True,False,,,,,,True,False,False,,True,True,False,False,False,,True,True,,,,True,False,False
47065,783,1132.0,1068.2,1122.9,985.0,985.0,,,,,,913.0,1334.5,861.4,,710.6,831.6,339.0,944.0,1173.0,,1028.4,1058.0,839.0,,,835.0,1915.0,2148.5,349.0,285.2,339.9,202.0,202.0,,,,,,130.0,551.5,78.4,,-72.4,48.6,-444.0,161.0,390.0,,245.4,275.0,56.0,,,52.0,1132.0,1365.5,True,True,True,True,,,,,,True,False,True,,True,True,False,True,False,,True,True,True,,,True,False,False
47067,12,6.0,6.8,,6.0,0.0,,,,,,7.0,9.3,13.0,,13.0,3.6,,13.0,24.0,,0.1,8.6,,,,4.0,18.8,23.8,-6.0,-5.2,,-6.0,-12.0,,,,,,-5.0,-2.7,1.0,,1.0,-8.4,,1.0,12.0,,-11.9,-3.4,,,,-8.0,6.8,11.8,True,,False,False,,,,,,True,True,True,,True,False,,True,False,,False,True,,,,False,False,False
47069,216,128.0,130.7,,129.0,136.0,,,,,,169.0,154.4,118.2,,89.5,108.4,6.8,128.0,24.0,,133.1,179.8,,,,5.0,294.3,271.3,-88.0,-85.3,,-87.0,-80.0,,,,,,-47.0,-61.6,-97.8,,-126.5,-107.6,-209.2,-88.0,-192.0,,-82.9,-36.2,,,,-211.0,78.3,55.3,True,,True,True,,,,,,True,True,False,,False,False,False,False,False,,True,True,,,,False,True,True
47071,187,186.0,190.2,,166.0,249.0,,,,,,120.0,222.4,102.1,,83.7,108.2,98.4,110.0,232.0,,167.2,190.7,,,,142.0,409.4,320.9,-1.0,3.2,,-21.0,62.0,,,,,,-67.0,35.4,-84.9,,-103.3,-78.8,-88.6,-77.0,45.0,,-19.8,3.7,,,,-45.0,222.4,133.9,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47073,51,72.0,51.4,,67.0,38.0,,,,,,92.0,114.8,160.4,,32.6,67.4,118.9,69.0,120.0,,0.0,79.9,,,,45.0,172.4,217.1,21.0,0.4,,16.0,-13.0,,,,,,41.0,63.8,109.4,,-18.4,16.4,67.9,18.0,69.0,,-51.0,28.9,,,,-6.0,121.4,166.1,True,,True,True,,,,,,False,False,False,,True,True,False,True,False,,False,False,,,,True,False,False
47075,110,102.0,107.9,,76.0,81.0,,,,,,80.0,159.3,78.1,,48.2,70.5,0.4,81.0,0.0,,59.9,126.8,,,,54.0,250.1,208.5,-8.0,-2.1,,-34.0,-29.0,,,,,,-30.0,49.3,-31.9,,-61.8,-39.5,-109.6,-29.0,-110.0,,-50.1,16.8,,,,-56.0,140.1,98.5,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47077,162,174.0,176.4,,138.0,123.0,,,,,,113.0,189.5,143.3,,154.7,138.0,4.4,128.0,371.0,,103.0,161.4,,,,115.0,398.3,339.1,12.0,14.4,,-24.0,-39.0,,,,,,-49.0,27.5,-18.7,,-7.3,-24.0,-157.6,-34.0,209.0,,-59.0,-0.6,,,,-47.0,236.3,177.1,False,,False,False,,,,,,False,False,False,,True,False,False,False,False,,False,True,,,,False,False,False
47079,94,122.0,116.4,,106.0,154.0,,,,,,106.0,210.9,109.8,,53.9,87.2,37.3,74.0,22.0,,24.6,114.9,,,,128.0,305.5,163.8,28.0,22.4,,12.0,60.0,,,,,,12.0,116.9,15.8,,-40.1,-6.8,-56.7,-20.0,-72.0,,-69.3,20.9,,,,34.0,211.5,69.8,True,,True,False,,,,,,True,False,True,,False,True,False,True,False,,False,True,,,,False,False,False
47081,88,86.0,87.7,,58.0,61.0,,,,,,74.0,124.6,71.6,,35.0,47.2,39.1,65.0,144.0,,48.6,67.1,,,,71.0,141.2,235.7,-2.0,-0.3,,-30.0,-27.0,,,,,,-14.0,36.6,-16.4,,-53.0,-40.8,-48.9,-23.0,56.0,,-39.4,-20.9,,,,-17.0,53.2,147.7,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47083,41,42.0,43.1,,26.0,34.0,,,,,,25.0,51.0,15.4,,11.6,25.8,,28.0,,,24.9,29.5,,,,44.0,76.5,119.1,1.0,2.1,,-15.0,-7.0,,,,,,-16.0,10.0,-25.6,,-29.4,-15.2,,-13.0,,,-16.1,-11.5,,,,3.0,35.5,78.1,False,,False,False,,,,,,False,False,False,,False,False,,False,,,False,False,,,,False,False,False
47085,37,34.0,33.0,,29.0,26.0,,,,,,49.0,70.7,39.0,,11.1,28.6,24.0,22.0,50.0,,23.2,34.0,,,,29.0,70.1,85.2,-3.0,-4.0,,-8.0,-11.0,,,,,,12.0,33.7,2.0,,-25.9,-8.4,-13.0,-15.0,13.0,,-13.8,-3.0,,,,-8.0,33.1,48.2,False,,False,False,,,,,,False,False,True,,False,False,False,False,False,,False,False,,,,False,False,False
47087,65,52.0,42.7,,49.0,78.0,,,,,,17.0,91.3,29.6,,29.2,48.3,6.1,41.0,118.0,,63.4,50.9,,,,32.0,83.4,158.8,-13.0,-22.3,,-16.0,13.0,,,,,,-48.0,26.3,-35.4,,-35.8,-16.7,-58.9,-24.0,53.0,,-1.6,-14.1,,,,-33.0,18.4,93.8,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,True,False,,,,False,False,False
47089,217,194.0,222.1,,169.0,277.0,,,,,,120.0,322.6,156.9,,144.6,172.0,116.3,115.0,193.0,,93.7,170.6,,,,212.0,224.1,545.4,-23.0,5.1,,-48.0,60.0,,,,,,-97.0,105.6,-60.1,,-72.4,-45.0,-100.7,-102.0,-24.0,,-123.3,-46.4,,,,-5.0,7.1,328.4,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,True,True,False
47091,129,46.0,51.8,,27.0,18.0,,,,,,27.0,105.4,36.3,,15.7,32.0,0.0,43.0,0.0,,12.5,64.9,,,,41.0,148.9,104.2,-83.0,-77.2,,-102.0,-111.0,,,,,,-102.0,-23.6,-92.7,,-113.3,-97.0,-129.0,-86.0,-129.0,,-116.5,-64.1,,,,-88.0,19.9,-24.8,True,,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,True,,,,False,True,True
47093,1713,1186.0,1166.9,978.7,1121.0,1357.0,,,,,,999.0,1581.4,1735.2,,1132.7,965.1,632.3,820.0,1385.0,,858.2,1004.7,1150.0,,,1118.0,2126.4,2499.3,-527.0,-546.1,-734.3,-592.0,-356.0,,,,,,-714.0,-131.6,22.2,,-580.3,-747.9,-1080.7,-893.0,-328.0,,-854.8,-708.3,-563.0,,,-595.0,413.4,786.3,False,False,False,True,,,,,,False,True,True,,False,False,False,False,True,,False,False,False,,,False,True,False
47095,27,38.0,35.5,,20.0,0.0,,,,,,60.0,15.3,9.6,,8.0,24.4,0.1,66.0,34.0,,54.2,24.4,,,,48.0,130.7,129.0,11.0,8.5,,-7.0,-27.0,,,,,,33.0,-11.7,-17.4,,-19.0,-2.6,-26.9,39.0,7.0,,27.2,-2.6,,,,21.0,103.7,102.0,True,,True,False,,,,,,False,False,False,,False,True,False,False,True,,False,True,,,,False,False,False
47097,160,186.0,187.0,,153.0,206.0,,,,,,153.0,222.9,118.5,,84.9,110.1,60.8,125.0,47.0,,98.9,179.8,,,,157.0,397.1,208.7,26.0,27.0,,-7.0,46.0,,,,,,-7.0,62.9,-41.5,,-75.1,-49.9,-99.2,-35.0,-113.0,,-61.1,19.8,,,,-3.0,237.1,48.7,False,,True,False,,,,,,True,False,False,,False,False,False,False,False,,False,True,,,,True,False,False
47099,108,114.0,113.8,,102.0,72.0,,,,,,154.0,143.4,127.2,,65.1,109.7,78.3,95.0,248.0,,87.3,100.4,,,,85.0,196.8,226.2,6.0,5.8,,-6.0,-36.0,,,,,,46.0,35.4,19.2,,-42.9,1.7,-29.7,-13.0,140.0,,-20.7,-7.6,,,,-23.0,88.8,118.2,True,,False,False,,,,,,False,False,False,,False,True,False,False,False,,False,False,,,,False,False,False
47101,24,28.0,27.3,,26.0,34.0,,,,,,36.0,89.1,39.0,,13.1,25.5,4.9,23.0,0.0,,17.6,17.7,,,,37.0,43.4,126.1,4.0,3.3,,2.0,10.0,,,,,,12.0,65.1,15.0,,-10.9,1.5,-19.1,-1.0,-24.0,,-6.4,-6.3,,,,13.0,19.4,102.1,True,,True,False,,,,,,False,False,False,,False,True,False,True,False,,False,False,,,,False,False,False
47103,113,48.0,44.9,,45.0,35.0,,,,,,109.0,117.4,83.9,,29.0,56.7,64.9,42.0,22.0,,22.3,36.6,,,,39.0,114.5,188.1,-65.0,-68.1,,-68.0,-78.0,,,,,,-4.0,4.4,-29.1,,-84.0,-56.3,-48.1,-71.0,-91.0,,-90.7,-76.4,,,,-74.0,1.5,75.1,False,,False,False,,,,,,True,True,True,,False,True,True,False,False,,False,False,,,,False,True,False
47105,119,154.0,151.7,,114.0,227.0,,,,,,105.0,271.7,111.9,,96.6,114.2,75.0,120.0,2.0,,93.4,147.1,,,,222.0,260.1,420.2,35.0,32.7,,-5.0,108.0,,,,,,-14.0,152.7,-7.1,,-22.4,-4.8,-44.0,1.0,-117.0,,-25.6,28.1,,,,103.0,141.1,301.2,True,,True,False,,,,,,True,False,True,,True,True,False,True,False,,True,True,,,,False,False,False
47107,145,186.0,187.6,,154.0,201.0,,,,,,143.0,277.9,184.0,,96.7,124.4,78.7,122.0,203.0,,177.4,149.5,,,,162.0,247.9,386.7,41.0,42.6,,9.0,56.0,,,,,,-2.0,132.9,39.0,,-48.3,-20.6,-66.3,-23.0,58.0,,32.4,4.5,,,,17.0,102.9,241.7,False,,True,False,,,,,,True,False,True,,False,True,False,True,False,,True,True,,,,True,False,False
47109,156,118.0,120.2,,115.0,108.0,,,,,,130.0,168.1,93.6,,92.0,92.9,73.6,86.0,192.0,,131.0,115.4,,,,102.0,251.2,215.1,-38.0,-35.8,,-41.0,-48.0,,,,,,-26.0,12.1,-62.4,,-64.0,-63.1,-82.4,-70.0,36.0,,-25.0,-40.6,,,,-54.0,95.2,59.1,True,,False,False,,,,,,True,True,False,,False,False,False,False,True,,True,False,,,,False,False,False
47111,71,46.0,55.3,,35.0,17.0,,,,,,63.0,40.6,17.8,,17.1,42.4,0.8,77.0,68.0,,2.0,36.1,,,,56.0,64.6,138.6,-25.0,-15.7,,-36.0,-54.0,,,,,,-8.0,-30.4,-53.2,,-53.9,-28.6,-70.2,6.0,-3.0,,-69.0,-34.9,,,,-15.0,-6.4,67.6,True,,False,False,,,,,,True,False,False,,False,False,False,True,True,,False,False,,,,True,True,False
47113,509,460.0,460.9,,438.0,422.0,,,,,,520.0,708.9,497.0,,477.8,389.1,206.6,312.0,795.0,,340.2,397.0,,,,357.0,747.8,829.9,-49.0,-48.1,,-71.0,-87.0,,,,,,11.0,199.9,-12.0,,-31.2,-119.9,-302.4,-197.0,286.0,,-168.8,-112.0,,,,-152.0,238.8,320.9,True,,False,False,,,,,,True,False,True,,True,False,False,False,False,,False,False,,,,False,False,False
47115,107,68.0,69.0,,53.0,88.0,,,,,,68.0,174.4,73.9,,22.2,49.7,35.3,44.0,82.0,,44.4,45.3,,,,53.0,81.2,207.7,-39.0,-38.0,,-54.0,-19.0,,,,,,-39.0,67.4,-33.1,,-84.8,-57.3,-71.7,-63.0,-25.0,,-62.6,-61.7,,,,-54.0,-25.8,100.7,True,,False,True,,,,,,False,False,True,,False,False,False,False,True,,False,False,,,,False,True,False
47117,96,172.0,175.9,,113.0,239.0,,,,,,84.0,356.4,116.5,,97.2,101.8,63.5,92.0,0.0,,96.2,123.9,,,,179.0,254.8,551.8,76.0,79.9,,17.0,143.0,,,,,,-12.0,260.4,20.5,,1.2,5.8,-32.5,-4.0,-96.0,,0.2,27.9,,,,83.0,158.8,455.8,False,,True,False,,,,,,True,False,True,,True,True,True,True,False,,True,True,,,,False,False,False
47119,285,370.0,375.0,,286.0,398.0,,,,,,250.0,488.9,247.4,,273.4,234.6,138.3,243.0,214.0,,277.7,377.1,,,,346.0,745.9,786.9,85.0,90.0,,1.0,113.0,,,,,,-35.0,203.9,-37.6,,-11.6,-50.4,-146.7,-42.0,-71.0,,-7.3,92.1,,,,61.0,460.9,501.9,False,,True,False,,,,,,True,False,True,,True,True,False,True,True,,True,False,,,,True,False,False
47121,38,58.0,57.6,,44.0,56.0,,,,,,27.0,108.8,30.7,,29.0,33.1,28.1,,67.0,,77.3,49.4,,,,60.0,110.2,220.7,20.0,19.6,,6.0,18.0,,,,,,-11.0,70.8,-7.3,,-9.0,-4.9,-9.9,,29.0,,39.3,11.4,,,,22.0,72.2,182.7,True,,True,True,,,,,,True,False,True,,True,True,True,,False,,False,True,,,,False,False,False
47123,218,270.0,273.2,,245.0,462.0,,,,,,106.0,439.6,153.6,,229.2,208.7,97.5,,329.0,,243.2,304.3,,,,241.0,608.0,487.2,52.0,55.2,,27.0,244.0,,,,,,-112.0,221.6,-64.4,,11.2,-9.3,-120.5,,111.0,,25.2,86.3,,,,23.0,390.0,269.2,False,,True,False,,,,,,False,False,False,,True,True,False,,False,,True,False,,,,True,False,False
47125,309,316.0,316.6,,276.0,281.0,,,,,,433.0,454.3,434.1,,250.7,258.3,206.6,277.0,293.0,,221.7,264.0,218.0,,,265.0,522.0,613.9,7.0,7.6,,-33.0,-28.0,,,,,,124.0,145.3,125.1,,-58.3,-50.7,-102.4,-32.0,-16.0,,-87.3,-45.0,-91.0,,,-44.0,213.0,304.9,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
47127,33,20.0,23.6,,18.0,9.0,,,,,,22.0,30.0,18.8,,10.0,14.2,,14.0,57.0,,8.4,26.6,,,,12.0,28.8,63.6,-13.0,-9.4,,-15.0,-24.0,,,,,,-11.0,-3.0,-14.2,,-23.0,-18.8,,-19.0,24.0,,-24.6,-6.4,,,,-21.0,-4.2,30.6,True,,False,False,,,,,,True,True,False,,False,False,,False,False,,False,True,,,,False,True,False
47129,76,58.0,60.9,,44.0,56.0,,,,,,46.0,118.1,62.8,,22.3,41.1,17.4,35.0,1.0,,20.8,44.4,,,,50.0,123.2,173.2,-18.0,-15.1,,-32.0,-20.0,,,,,,-30.0,42.1,-13.2,,-53.7,-34.9,-58.6,-41.0,-75.0,,-55.2,-31.6,,,,-26.0,47.2,97.2,True,,False,False,,,,,,False,False,True,,False,False,False,False,False,,False,False,,,,False,False,False
47131,162,148.0,150.1,,105.0,100.0,,,,,,142.0,184.8,127.3,,75.9,115.1,2.7,103.0,237.0,,23.0,84.4,,,,99.0,318.4,345.7,-14.0,-11.9,,-57.0,-62.0,,,,,,-20.0,22.8,-34.7,,-86.1,-46.9,-159.3,-59.0,75.0,,-139.0,-77.6,,,,-63.0,156.4,183.7,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47133,166,160.0,155.0,,122.0,160.0,,,,,,39.0,378.6,91.1,,112.7,122.1,47.4,100.0,94.0,,103.9,174.3,,,,134.0,278.4,336.3,-6.0,-11.0,,-44.0,-6.0,,,,,,-127.0,212.6,-74.9,,-53.3,-43.9,-118.6,-66.0,-72.0,,-62.1,8.3,,,,-32.0,112.4,170.3,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47135,26,20.0,19.9,,16.0,14.0,,,,,,34.0,26.7,14.9,,6.9,15.4,0.0,14.0,32.0,,35.1,14.1,,,,20.0,22.8,52.2,-6.0,-6.1,,-10.0,-12.0,,,,,,8.0,0.7,-11.1,,-19.1,-10.6,-26.0,-12.0,6.0,,9.1,-11.9,,,,-6.0,-3.2,26.2,False,,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,True,False
47137,29,28.0,28.0,,14.0,,,,,,,4.0,39.0,10.0,,8.1,16.9,,21.0,4.0,,11.8,,,,,35.0,35.4,65.4,-1.0,-1.0,,-15.0,,,,,,,-25.0,10.0,-19.0,,-20.9,-12.1,,-8.0,-25.0,,-17.2,,,,,6.0,6.4,36.4,True,,False,,,,,,,False,False,False,,False,False,,False,False,,False,,,,,False,False,False
47139,39,56.0,61.6,,41.0,37.0,,,,,,32.0,102.9,57.6,,28.8,36.5,0.0,41.0,149.0,,27.2,42.1,,,,29.0,113.5,120.9,17.0,22.6,,2.0,-2.0,,,,,,-7.0,63.9,18.6,,-10.2,-2.5,-39.0,2.0,110.0,,-11.8,3.1,,,,-10.0,74.5,81.9,False,,True,True,,,,,,True,False,False,,True,True,False,True,False,,True,True,,,,True,False,False
47141,395,448.0,444.0,,430.0,584.0,,,,,,262.0,523.5,189.8,,368.9,335.1,246.8,349.0,356.0,,758.8,429.8,,,,364.0,683.5,866.9,53.0,49.0,,35.0,189.0,,,,,,-133.0,128.5,-205.2,,-26.1,-59.9,-148.2,-46.0,-39.0,,363.8,34.8,,,,-31.0,288.5,471.9,True,,True,False,,,,,,False,False,False,,True,False,False,True,True,,False,True,,,,True,False,False
47143,86,64.0,58.7,,59.0,56.0,,,,,,80.0,100.8,91.7,,41.9,55.7,41.0,69.0,68.0,,25.5,108.0,,,,59.0,113.2,250.9,-22.0,-27.3,,-27.0,-30.0,,,,,,-6.0,14.8,5.7,,-44.1,-30.3,-45.0,-17.0,-18.0,,-60.5,22.0,,,,-27.0,27.2,164.9,False,,False,False,,,,,,True,True,True,,False,False,False,True,True,,False,True,,,,False,False,False
47145,121,102.0,105.6,,104.0,92.0,,,,,,106.0,186.3,157.6,,103.8,112.4,79.7,84.0,128.0,,25.9,125.4,,,,93.0,265.2,392.0,-19.0,-15.4,,-17.0,-29.0,,,,,,-15.0,65.3,36.6,,-17.2,-8.6,-41.3,-37.0,7.0,,-95.1,4.4,,,,-28.0,144.2,271.0,True,,True,False,,,,,,True,False,False,,True,True,False,False,True,,False,True,,,,False,False,False
47147,186,274.0,256.2,,198.0,369.0,,,,,,146.0,210.7,114.5,,173.2,199.1,21.3,237.0,908.0,,140.2,272.8,,,,299.0,401.0,918.2,88.0,70.2,,12.0,183.0,,,,,,-40.0,24.7,-71.5,,-12.8,13.1,-164.7,51.0,722.0,,-45.8,86.8,,,,113.0,215.0,732.2,True,,True,False,,,,,,True,True,True,,True,True,False,True,False,,True,True,,,,False,False,False
47149,722,732.0,691.5,651.6,569.0,569.0,,,,,,679.0,822.2,494.8,,537.8,544.1,161.6,772.0,592.0,,370.7,642.0,489.0,,,593.0,1369.7,1494.2,10.0,-30.5,-70.4,-153.0,-153.0,,,,,,-43.0,100.2,-227.2,,-184.2,-177.9,-560.4,50.0,-130.0,,-351.3,-80.0,-233.0,,,-129.0,647.7,772.2,False,False,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
47151,27,4.0,4.4,,5.0,4.0,,,,,,28.0,27.5,22.7,,0.6,7.8,16.1,,0.0,,3.6,17.6,,,,3.0,18.9,33.4,-23.0,-22.6,,-22.0,-23.0,,,,,,1.0,0.5,-4.3,,-26.4,-19.2,-10.9,,-27.0,,-23.4,-9.4,,,,-24.0,-8.1,6.4,True,,True,False,,,,,,True,True,True,,False,True,True,,False,,False,True,,,,False,True,True
47153,52,14.0,15.2,,15.0,14.0,,,,,,26.0,56.6,25.6,,0.7,11.5,20.9,14.0,45.0,,16.2,19.3,,,,6.0,23.7,80.2,-38.0,-36.8,,-37.0,-38.0,,,,,,-26.0,4.6,-26.4,,-51.3,-40.5,-31.1,-38.0,-7.0,,-35.8,-32.7,,,,-46.0,-28.3,28.2,True,,True,False,,,,,,True,True,True,,False,False,True,False,True,,True,True,,,,False,True,True
47155,182,158.0,150.9,,140.0,125.0,,,,,,198.0,304.2,234.3,,92.2,142.6,94.7,204.0,156.0,,87.8,144.8,,,,114.0,319.4,460.7,-24.0,-31.1,,-42.0,-57.0,,,,,,16.0,122.2,52.3,,-89.8,-39.4,-87.3,22.0,-26.0,,-94.2,-37.2,,,,-68.0,137.4,278.7,False,,False,False,,,,,,True,False,False,,False,False,False,True,False,,False,False,,,,False,False,False
47157,1787,2624.0,2923.0,1928.9,2026.0,3376.0,,,,,,2623.0,2025.6,1983.8,,2028.7,1866.9,371.0,2546.0,2964.0,,1097.4,2413.1,1568.0,,,2250.0,4141.6,3597.2,837.0,1136.0,141.9,239.0,1589.0,,,,,,836.0,238.6,196.8,,241.7,79.9,-1416.0,759.0,1177.0,,-689.6,626.1,-219.0,,,463.0,2354.6,1810.2,False,True,True,False,,,,,,True,True,True,,True,True,False,True,False,,True,True,True,,,True,False,False
47159,102,34.0,40.9,,33.0,17.0,,,,,,46.0,57.3,47.8,,13.7,28.9,0.1,51.0,2.0,,7.1,34.5,,,,31.0,90.6,147.2,-68.0,-61.1,,-69.0,-85.0,,,,,,-56.0,-44.7,-54.2,,-88.3,-73.1,-101.9,-51.0,-100.0,,-94.9,-67.5,,,,-71.0,-11.4,45.2,True,,False,False,,,,,,True,True,True,,False,False,False,True,False,,False,True,,,,False,True,True
47161,25,12.0,11.5,,12.0,2.0,,,,,,26.0,33.1,18.3,,9.5,10.1,,14.0,32.0,,6.5,12.6,,,,7.0,23.3,51.9,-13.0,-13.5,,-13.0,-23.0,,,,,,1.0,8.1,-6.7,,-15.5,-14.9,,-11.0,7.0,,-18.5,-12.4,,,,-18.0,-1.7,26.9,False,,False,False,,,,,,True,True,True,,False,False,,True,True,,False,True,,,,False,True,False
47163,338,320.0,338.5,,286.0,244.0,,,,,,272.0,874.0,562.5,,212.2,234.2,271.6,224.0,0.0,,176.4,290.8,288.0,,,726.0,619.5,682.0,-18.0,0.5,,-52.0,-94.0,,,,,,-66.0,536.0,224.5,,-125.8,-103.8,-66.4,-114.0,-338.0,,-161.6,-47.2,-50.0,,,388.0,281.5,344.0,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
47165,407,410.0,415.1,,342.0,353.0,,,,,,350.0,420.1,360.9,,336.9,345.5,98.5,415.0,608.0,,262.8,329.8,305.0,,,369.0,779.6,1267.8,3.0,8.1,,-65.0,-54.0,,,,,,-57.0,13.1,-46.1,,-70.1,-61.5,-308.5,8.0,201.0,,-144.2,-77.2,-102.0,,,-38.0,372.6,860.8,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
47167,157,278.0,277.6,,239.0,702.0,,,,,,239.0,292.2,125.8,,176.5,208.7,16.0,206.0,351.0,,152.1,265.8,,,,294.0,385.9,953.9,121.0,120.6,,82.0,545.0,,,,,,82.0,135.2,-31.2,,19.5,51.7,-141.0,49.0,194.0,,-4.9,108.8,,,,137.0,228.9,796.9,True,,True,False,,,,,,True,False,True,,True,True,False,True,False,,True,True,,,,False,False,False
47169,22,50.0,52.9,,31.0,,,,,,,52.0,7.2,12.0,,15.9,30.0,0.6,128.0,,,80.8,32.6,,,,87.0,59.2,221.7,28.0,30.9,,9.0,,,,,,,30.0,-14.8,-10.0,,-6.1,8.0,-21.4,106.0,,,58.8,10.6,,,,65.0,37.2,199.7,False,,True,,,,,,,False,True,True,,True,True,True,False,,,False,True,,,,False,False,False
47171,34,28.0,26.2,,26.0,28.0,,,,,,40.0,67.1,9.6,,4.0,20.5,0.0,27.0,0.0,,10.4,28.4,,,,30.0,54.4,87.7,-6.0,-7.8,,-8.0,-6.0,,,,,,6.0,33.1,-24.4,,-30.0,-13.5,-34.0,-7.0,-34.0,,-23.6,-5.6,,,,-4.0,20.4,53.7,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,True,False,False
47173,47,40.0,39.5,,36.0,29.0,,,,,,39.0,90.7,60.9,,11.3,28.8,35.2,28.0,39.0,,0.0,35.4,,,,29.0,75.1,141.9,-7.0,-7.5,,-11.0,-18.0,,,,,,-8.0,43.7,13.9,,-35.7,-18.2,-11.8,-19.0,-8.0,,-47.0,-11.6,,,,-18.0,28.1,94.9,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
