,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45083,2922,4696.0,10434.2,,,,,6836.0,3196.7,9382.2,,4105.2,1774.0,7512.2,,,,,3914.0,274.7,6460.2,,1183.2,False,,,,,False,True,False,,True
45085,1314,2504.0,2502.8,,,,,2552.0,786.6,1329.9,,1200.1,1190.0,1188.8,,,,,1238.0,-527.4,15.9,,-113.9,True,,,,,False,True,True,,True
45087,316,296.0,,,,,,333.0,295.6,,,384.2,-20.0,,,,,,17.0,-20.4,,,68.2,,,,,,True,False,,,False
45089,687,808.0,,,,,,637.0,178.6,,,253.4,121.0,,,,,,-50.0,-508.4,,,-433.6,,,,,,True,False,,,False
45091,2512,3144.0,8466.9,,,,,4495.0,2436.2,3384.3,,2925.8,632.0,5954.9,,,,,1983.0,-75.8,872.3,,413.8,False,,,,,False,True,False,,True
46003,8,8.0,,,,,,0.0,,,,57.5,0.0,,,,,,-8.0,,,,49.5,,,,,,False,,,,False
46005,96,120.0,,,,,,54.0,9.9,,,323.5,24.0,,,,,,-42.0,-86.1,,,227.5,,,,,,False,False,,,False
46007,38,0.0,,,,,,2.0,,,,0.0,-38.0,,,,,,-36.0,,,,-38.0,,,,,,True,,,,False
46009,50,0.0,,,,,,36.0,,,,0.0,-50.0,,,,,,-14.0,,,,-50.0,,,,,,True,,,,True
46011,486,72.0,,,,,,97.0,125.7,,,16.6,-414.0,,,,,,-389.0,-360.3,,,-469.4,,,,,,True,True,,,False
46013,539,80.0,,,,,,138.0,31.5,,,12.1,-459.0,,,,,,-401.0,-507.5,,,-526.9,,,,,,True,False,,,False
46015,43,32.0,,,,,,0.0,,,,221.3,-11.0,,,,,,-43.0,,,,178.3,,,,,,False,,,,False
46017,15,112.0,,,,,,0.0,,,,0.0,97.0,,,,,,-15.0,,,,-15.0,,,,,,True,,,,True
46019,61,16.0,,,,,,39.0,,,,497.3,-45.0,,,,,,-22.0,,,,436.3,,,,,,True,,,,False
46021,5,0.0,,,,,,0.0,,,,0.0,-5.0,,,,,,-5.0,,,,-5.0,,,,,,False,,,,False
46023,32,16.0,,,,,,17.0,,,,0.1,-16.0,,,,,,-15.0,,,,-31.9,,,,,,True,,,,False
46025,11,8.0,,,,,,0.0,,,,51.1,-3.0,,,,,,-11.0,,,,40.1,,,,,,False,,,,False
46027,405,16.0,,,,,,64.0,,,,0.2,-389.0,,,,,,-341.0,,,,-404.8,,,,,,True,,,,False
46029,454,88.0,,,,,,75.0,110.5,,,150.2,-366.0,,,,,,-379.0,-343.5,,,-303.8,,,,,,False,True,,,True
46031,50,16.0,,,,,,8.0,,,,0.6,-34.0,,,,,,-42.0,,,,-49.4,,,,,,False,,,,False
46033,142,8.0,,,,,,40.0,,,,0.0,-134.0,,,,,,-102.0,,,,-142.0,,,,,,True,,,,False
46035,105,96.0,,,,,,57.0,,,,125.1,-9.0,,,,,,-48.0,,,,20.1,,,,,,False,,,,False
46037,29,0.0,,,,,,0.0,,,,0.0,-29.0,,,,,,-29.0,,,,-29.0,,,,,,False,,,,True
46039,60,0.0,,,,,,8.0,,,,0.0,-60.0,,,,,,-52.0,,,,-60.0,,,,,,True,,,,True
46041,79,72.0,,,,,,0.0,,,,0.6,-7.0,,,,,,-79.0,,,,-78.4,,,,,,False,,,,False
46043,29,24.0,,,,,,0.0,,,,121.5,-5.0,,,,,,-29.0,,,,92.5,,,,,,False,,,,False
46045,47,16.0,,,,,,0.0,,,,178.0,-31.0,,,,,,-47.0,,,,131.0,,,,,,False,,,,False
46047,61,8.0,,,,,,40.0,,,,1.7,-53.0,,,,,,-21.0,,,,-59.3,,,,,,True,,,,False
46049,24,0.0,,,,,,0.0,,,,0.0,-24.0,,,,,,-24.0,,,,-24.0,,,,,,False,,,,True
46051,43,8.0,,,,,,13.0,,,,0.0,-35.0,,,,,,-30.0,,,,-43.0,,,,,,True,,,,False
46053,48,8.0,,,,,,0.0,,,,0.2,-40.0,,,,,,-48.0,,,,-47.8,,,,,,False,,,,False
46055,9,0.0,,,,,,4.0,,,,0.0,-9.0,,,,,,-5.0,,,,-9.0,,,,,,True,,,,False
46057,63,0.0,,,,,,8.0,,,,0.0,-63.0,,,,,,-55.0,,,,-63.0,,,,,,True,,,,True
46059,12,0.0,,,,,,0.0,,,,0.0,-12.0,,,,,,-12.0,,,,-12.0,,,,,,False,,,,False
46061,12,8.0,,,,,,0.0,,,,0.0,-4.0,,,,,,-12.0,,,,-12.0,,,,,,False,,,,False
46063,3,0.0,,,,,,8.0,,,,,-3.0,,,,,,5.0,,,,,,,,,,False,,,,
46065,86,56.0,,,,,,16.0,,,,3.9,-30.0,,,,,,-70.0,,,,-82.1,,,,,,False,,,,False
46067,42,40.0,,,,,,23.0,,,,4.8,-2.0,,,,,,-19.0,,,,-37.2,,,,,,False,,,,False
46069,6,0.0,,,,,,0.0,,,,0.0,-6.0,,,,,,-6.0,,,,-6.0,,,,,,False,,,,False
46071,5,8.0,,,,,,0.0,,,,0.0,3.0,,,,,,-5.0,,,,-5.0,,,,,,False,,,,False
46073,11,0.0,,,,,,0.0,,,,0.0,-11.0,,,,,,-11.0,,,,-11.0,,,,,,False,,,,False
46075,5,0.0,,,,,,0.0,,,,0.0,-5.0,,,,,,-5.0,,,,-5.0,,,,,,False,,,,False
46077,24,16.0,,,,,,8.0,,,,0.0,-8.0,,,,,,-16.0,,,,-24.0,,,,,,False,,,,False
46079,101,160.0,,,,,,32.0,,,,34.1,59.0,,,,,,-69.0,,,,-66.9,,,,,,False,,,,False
46081,262,16.0,,,,,,156.0,,,,1268.2,-246.0,,,,,,-106.0,,,,1006.2,,,,,,True,,,,False
46083,653,168.0,172.6,,,,,320.0,204.0,,,232.9,-485.0,-480.4,,,,,-333.0,-449.0,,,-420.1,True,,,,,True,True,,,True
46085,24,8.0,,,,,,0.0,,,,0.1,-16.0,,,,,,-24.0,,,,-23.9,,,,,,False,,,,False
46087,47,40.0,,,,,,15.0,,,,0.6,-7.0,,,,,,-32.0,,,,-46.4,,,,,,False,,,,False
46089,13,8.0,,,,,,0.0,,,,0.0,-5.0,,,,,,-13.0,,,,-13.0,,,,,,False,,,,False
46091,19,0.0,,,,,,8.0,,,,0.0,-19.0,,,,,,-11.0,,,,-19.0,,,,,,True,,,,False
46093,324,40.0,,,,,,113.0,,,,9.4,-284.0,,,,,,-211.0,,,,-314.6,,,,,,True,,,,False
46095,12,32.0,,,,,,0.0,,,,19.7,20.0,,,,,,-12.0,,,,7.7,,,,,,True,,,,True
46097,7,0.0,,,,,,0.0,,,,0.0,-7.0,,,,,,-7.0,,,,-7.0,,,,,,False,,,,True
46099,1993,760.0,252.6,,,,,993.0,62.9,3003.7,,3257.1,-1233.0,-1740.4,,,,,-1000.0,-1930.1,1010.7,,1264.1,False,,,,,True,False,True,,False
46101,37,24.0,,,,,,16.0,,,,298.0,-13.0,,,,,,-21.0,,,,261.0,,,,,,False,,,,False
46102,76,136.0,,,,,,0.0,,,,8.4,60.0,,,,,,-76.0,,,,-67.6,,,,,,False,,,,False
46103,1053,664.0,530.8,,,,,155.0,535.0,,,431.3,-389.0,-522.2,,,,,-898.0,-518.0,,,-621.7,False,,,,,False,False,,,False
46105,22,24.0,,,,,,15.0,,,,1.0,2.0,,,,,,-7.0,,,,-21.0,,,,,,False,,,,False
46107,28,0.0,,,,,,0.0,,,,,-28.0,,,,,,-28.0,,,,,,,,,,False,,,,
46109,61,48.0,,,,,,16.0,,,,427.8,-13.0,,,,,,-45.0,,,,366.8,,,,,,False,,,,False
46111,6,0.0,,,,,,0.0,,,,0.0,-6.0,,,,,,-6.0,,,,-6.0,,,,,,False,,,,False
46115,63,32.0,,,,,,8.0,,,,0.6,-31.0,,,,,,-55.0,,,,-62.4,,,,,,False,,,,False
46117,11,0.0,,,,,,0.0,,,,0.0,-11.0,,,,,,-11.0,,,,-11.0,,,,,,False,,,,True
46119,7,0.0,,,,,,0.0,,,,0.0,-7.0,,,,,,-7.0,,,,-7.0,,,,,,False,,,,False
46121,25,0.0,,,,,,16.0,,,,0.0,-25.0,,,,,,-9.0,,,,-25.0,,,,,,True,,,,False
46123,18,0.0,,,,,,0.0,,,,0.0,-18.0,,,,,,-18.0,,,,-18.0,,,,,,False,,,,True
46125,75,16.0,,,,,,26.0,,,,317.8,-59.0,,,,,,-49.0,,,,242.8,,,,,,True,,,,False
46127,159,72.0,,,,,,123.0,92.3,,,53.7,-87.0,,,,,,-36.0,-66.7,,,-105.3,,,,,,True,True,,,False
46129,48,16.0,,,,,,0.0,,,,3.4,-32.0,,,,,,-48.0,,,,-44.6,,,,,,False,,,,False
46135,201,48.0,,,,,,39.0,,,,2.8,-153.0,,,,,,-162.0,,,,-198.2,,,,,,False,,,,False
46137,55,0.0,,,,,,0.0,,,,0.0,-55.0,,,,,,-55.0,,,,-55.0,,,,,,False,,,,True
47001,737,656.0,568.6,,,,,798.0,695.2,,,749.3,-81.0,-168.4,,,,,61.0,-41.8,,,12.3,False,,,,,True,True,,,True
47003,544,400.0,,,,,,1037.0,34.4,,,80.3,-144.0,,,,,,493.0,-509.6,,,-463.7,,,,,,False,False,,,False
47005,272,88.0,,,,,,138.0,,,,1.1,-184.0,,,,,,-134.0,,,,-270.9,,,,,,True,,,,False
47007,184,80.0,,,,,,238.0,0.1,,,14.5,-104.0,,,,,,54.0,-183.9,,,-169.5,,,,,,True,False,,,False
47009,1797,1352.0,1517.9,,,,,1398.0,1449.3,,,1646.7,-445.0,-279.1,,,,,-399.0,-347.7,,,-150.3,True,,,,,True,True,,,True
47011,1506,1744.0,2627.4,,,,,2027.0,1058.4,,,106.0,238.0,1121.4,,,,,521.0,-447.6,,,-1400.0,False,,,,,False,False,,,False
47013,297,184.0,,,,,,354.0,,,,1200.8,-113.0,,,,,,57.0,,,,903.8,,,,,,True,,,,False
47015,173,160.0,,,,,,102.0,,,,5.4,-13.0,,,,,,-71.0,,,,-167.6,,,,,,False,,,,False
47017,675,168.0,,,,,,280.0,,,,102.1,-507.0,,,,,,-395.0,,,,-572.9,,,,,,True,,,,False
47019,883,472.0,11.3,,,,,636.0,451.1,,,1707.6,-411.0,-871.7,,,,,-247.0,-431.9,,,824.6,False,,,,,True,False,,,False
47021,399,712.0,,,,,,290.0,263.6,,,1016.8,313.0,,,,,,-109.0,-135.4,,,617.8,,,,,,True,True,,,False
47023,394,376.0,,,,,,143.0,75.6,,,33.9,-18.0,,,,,,-251.0,-318.4,,,-360.1,,,,,,False,False,,,False
47025,296,336.0,,,,,,281.0,148.2,,,575.6,40.0,,,,,,-15.0,-147.8,,,279.6,,,,,,True,False,,,False
47027,110,104.0,,,,,,31.0,,,,17.0,-6.0,,,,,,-79.0,,,,-93.0,,,,,,False,,,,False
47029,508,528.0,,,,,,396.0,292.5,,,122.4,20.0,,,,,,-112.0,-215.5,,,-385.6,,,,,,False,False,,,False
47031,730,328.0,206.8,,,,,748.0,304.6,,,2134.5,-402.0,-523.2,,,,,18.0,-425.4,,,1404.5,False,,,,,True,False,,,False
47033,371,328.0,,,,,,145.0,,,,50.6,-43.0,,,,,,-226.0,,,,-320.4,,,,,,False,,,,False
47035,803,312.0,198.0,,,,,479.0,358.5,,,68.0,-491.0,-605.0,,,,,-324.0,-444.5,,,-735.0,False,,,,,True,True,,,False
47037,9386,20392.0,18382.5,,,,,13550.0,8684.1,46136.8,,6364.3,11006.0,8996.5,,,,,4164.0,-701.9,36750.8,,-3021.7,True,,,,,True,True,False,,True
47039,344,208.0,,,,,,91.0,,,,103.2,-136.0,,,,,,-253.0,,,,-240.8,,,,,,False,,,,False
47041,386,424.0,,,,,,213.0,188.0,,,14.8,38.0,,,,,,-173.0,-198.0,,,-371.2,,,,,,False,False,,,False
47043,742,896.0,395.6,,,,,549.0,486.9,,,1735.6,154.0,-346.4,,,,,-193.0,-255.1,,,993.6,False,,,,,False,False,,,False
47045,769,536.0,,,,,,640.0,288.2,,,127.5,-233.0,,,,,,-129.0,-480.8,,,-641.5,,,,,,True,False,,,False
47047,585,688.0,,,,,,590.0,294.9,,,1137.0,103.0,,,,,,5.0,-290.1,,,552.0,,,,,,True,False,,,False
47049,298,112.0,,,,,,102.0,,,,300.2,-186.0,,,,,,-196.0,,,,2.2,,,,,,False,,,,True
47051,588,240.0,,,,,,548.0,298.9,,,409.1,-348.0,,,,,,-40.0,-289.1,,,-178.9,,,,,,True,True,,,True
47053,1048,952.0,,,,,,576.0,579.7,,,1040.6,-96.0,,,,,,-472.0,-468.3,,,-7.4,,,,,,False,False,,,True
47055,330,592.0,,,,,,301.0,194.3,,,215.8,262.0,,,,,,-29.0,-135.7,,,-114.2,,,,,,True,True,,,True
47057,241,120.0,,,,,,151.0,,,,61.3,-121.0,,,,,,-90.0,,,,-179.7,,,,,,True,,,,False
47059,783,360.0,333.0,,,,,765.0,476.0,,,37.1,-423.0,-450.0,,,,,-18.0,-307.0,,,-745.9,False,,,,,True,True,,,False
47061,105,56.0,,,,,,88.0,,,,205.3,-49.0,,,,,,-17.0,,,,100.3,,,,,,True,,,,False
47063,1110,1368.0,1614.6,,,,,1140.0,675.5,,,1507.3,258.0,504.6,,,,,30.0,-434.5,,,397.3,False,,,,,True,False,,,False
47065,4578,6712.0,9585.6,,,,,8365.0,2660.9,13614.8,,6448.8,2134.0,5007.6,,,,,3787.0,-1917.1,9036.8,,1870.8,False,,,,,False,True,False,,True
47067,79,112.0,,,,,,11.0,,,,6.7,33.0,,,,,,-68.0,,,,-72.3,,,,,,False,,,,False
47069,917,952.0,,,,,,564.0,224.3,,,318.0,35.0,,,,,,-353.0,-692.7,,,-599.0,,,,,,False,False,,,False
47071,681,552.0,,,,,,294.0,295.2,,,511.6,-129.0,,,,,,-387.0,-385.8,,,-169.4,,,,,,False,False,,,False
47073,586,360.0,49.7,,,,,569.0,421.9,,,844.7,-226.0,-536.3,,,,,-17.0,-164.1,,,258.7,False,,,,,True,True,,,False
47075,668,488.0,,,,,,145.0,114.4,,,68.7,-180.0,,,,,,-523.0,-553.6,,,-599.3,,,,,,False,False,,,False
47077,874,656.0,,,,,,231.0,217.9,,,682.0,-218.0,,,,,,-643.0,-656.1,,,-192.0,,,,,,False,False,,,True
47079,486,72.0,,,,,,188.0,,,,1.2,-414.0,,,,,,-298.0,,,,-484.8,,,,,,True,,,,False
47081,321,288.0,,,,,,177.0,156.8,,,522.9,-33.0,,,,,,-144.0,-164.2,,,201.9,,,,,,False,False,,,False
47083,106,72.0,,,,,,32.0,,,,229.9,-34.0,,,,,,-74.0,,,,123.9,,,,,,False,,,,False
47085,144,168.0,,,,,,72.0,,,,38.3,24.0,,,,,,-72.0,,,,-105.7,,,,,,False,,,,False
47087,209,200.0,,,,,,51.0,,,,232.6,-9.0,,,,,,-158.0,,,,23.6,,,,,,False,,,,False
47089,746,592.0,492.2,,,,,625.0,564.3,,,1266.3,-154.0,-253.8,,,,,-121.0,-181.7,,,520.3,False,,,,,True,False,,,False
47091,485,40.0,,,,,,32.0,,,,1.3,-445.0,,,,,,-453.0,,,,-483.7,,,,,,False,,,,False
47093,5792,4840.0,6362.6,,,,,6468.0,5236.8,6739.8,,1482.7,-952.0,570.6,,,,,676.0,-555.2,947.8,,-4309.3,True,,,,,True,True,True,,False
47095,163,16.0,,,,,,132.0,2.9,,,0.0,-147.0,,,,,,-31.0,-160.1,,,-163.0,,,,,,True,False,,,False
47097,637,512.0,,,,,,460.0,228.4,,,113.8,-125.0,,,,,,-177.0,-408.6,,,-523.2,,,,,,False,False,,,False
47099,571,448.0,,,,,,596.0,473.0,,,136.0,-123.0,,,,,,25.0,-98.0,,,-435.0,,,,,,True,True,,,False
47101,143,32.0,,,,,,28.0,,,,0.8,-111.0,,,,,,-115.0,,,,-142.2,,,,,,False,,,,False
47103,384,368.0,,,,,,437.0,301.6,,,287.7,-16.0,,,,,,53.0,-82.4,,,-96.3,,,,,,False,False,,,False
47105,664,496.0,928.9,,,,,509.0,260.2,,,1182.3,-168.0,264.9,,,,,-155.0,-403.8,,,518.3,False,,,,,True,False,,,False
47107,579,624.0,483.1,,,,,842.0,334.7,823.4,,52.0,45.0,-95.9,,,,,263.0,-244.3,244.4,,-527.0,False,,,,,False,False,False,,False
47109,544,416.0,,,,,,368.0,319.0,,,60.7,-128.0,,,,,,-176.0,-225.0,,,-483.3,,,,,,False,False,,,False
47111,289,816.0,,,,,,228.0,277.4,,,17.2,527.0,,,,,,-61.0,-11.6,,,-271.8,,,,,,True,True,,,True
47113,1793,1016.0,155.0,,,,,1856.0,660.7,,,3142.5,-777.0,-1638.0,,,,,63.0,-1132.3,,,1349.5,False,,,,,True,False,,,False
47115,311,216.0,,,,,,385.0,175.7,,,413.6,-95.0,,,,,,74.0,-135.3,,,102.6,,,,,,True,False,,,False
47117,470,320.0,,,,,,249.0,305.1,,,11.7,-150.0,,,,,,-221.0,-164.9,,,-458.3,,,,,,False,False,,,False
47119,1404,1216.0,2252.8,,,,,1098.0,955.2,,,1645.1,-188.0,848.8,,,,,-306.0,-448.8,,,241.1,False,,,,,False,False,,,False
47121,154,72.0,,,,,,105.0,,,,369.6,-82.0,,,,,,-49.0,,,,215.6,,,,,,True,,,,False
47123,769,168.0,,,,,,533.0,181.0,,,1876.0,-601.0,,,,,,-236.0,-588.0,,,1107.0,,,,,,True,True,,,False
47125,1628,3208.0,2606.8,,,,,1804.0,2300.3,2895.9,,4850.2,1580.0,978.8,,,,,176.0,672.3,1267.9,,3222.2,True,,,,,True,True,True,,False
47127,106,56.0,,,,,,26.0,,,,0.8,-50.0,,,,,,-80.0,,,,-105.2,,,,,,False,,,,False
47129,241,72.0,,,,,,172.0,,,,572.8,-169.0,,,,,,-69.0,,,,331.8,,,,,,True,,,,False
47131,807,360.0,,,,,,334.0,249.0,,,934.0,-447.0,,,,,,-473.0,-558.0,,,127.0,,,,,,False,False,,,True
47133,503,144.0,,,,,,136.0,,,,7.0,-359.0,,,,,,-367.0,,,,-496.0,,,,,,False,,,,False
47135,83,96.0,,,,,,48.0,,,,133.8,13.0,,,,,,-35.0,,,,50.8,,,,,,False,,,,False
47137,83,24.0,,,,,,8.0,,,,1.2,-59.0,,,,,,-75.0,,,,-81.8,,,,,,False,,,,False
47139,302,72.0,,,,,,121.0,,,,1.2,-230.0,,,,,,-181.0,,,,-300.8,,,,,,True,,,,False
47141,1544,1544.0,708.0,,,,,1150.0,510.8,1450.2,,2237.0,0.0,-836.0,,,,,-394.0,-1033.2,-93.8,,693.0,False,,,,,False,False,False,,False
47143,349,528.0,,,,,,439.0,133.6,,,20.1,179.0,,,,,,90.0,-215.4,,,-328.9,,,,,,True,False,,,False
47145,635,296.0,0.0,,,,,447.0,337.3,,,818.2,-339.0,-635.0,,,,,-188.0,-297.7,,,183.2,False,,,,,True,True,,,True
47147,950,1448.0,1384.4,,,,,614.0,366.4,1302.9,,1045.4,498.0,434.4,,,,,-336.0,-583.6,352.9,,95.4,True,,,,,True,False,True,,True
47149,4095,6976.0,5499.9,,,,,5647.0,2584.2,12820.8,,5964.1,2881.0,1404.9,,,,,1552.0,-1510.8,8725.8,,1869.1,True,,,,,True,True,False,,True
47151,150,64.0,,,,,,98.0,,,,13.1,-86.0,,,,,,-52.0,,,,-136.9,,,,,,True,,,,False
47153,136,96.0,,,,,,88.0,,,,20.6,-40.0,,,,,,-48.0,,,,-115.4,,,,,,False,,,,False
47155,1324,1296.0,1451.1,,,,,1088.0,631.6,,,1573.5,-28.0,127.1,,,,,-236.0,-692.4,,,249.5,False,,,,,False,False,,,False
47157,12402,22408.0,25123.3,,,,,22383.0,7739.9,23388.9,,18702.9,10006.0,12721.3,,,,,9981.0,-4662.1,10986.9,,6300.9,False,,,,,True,True,False,,True
47159,416,496.0,,,,,,144.0,147.5,,,3.9,80.0,,,,,,-272.0,-268.5,,,-412.1,,,,,,False,False,,,False
47161,84,88.0,,,,,,40.0,,,,20.0,4.0,,,,,,-44.0,,,,-64.0,,,,,,False,,,,False
47163,1563,1296.0,568.8,,,,,1874.0,1223.4,,,5252.2,-267.0,-994.2,,,,,311.0,-339.6,,,3689.2,False,,,,,False,False,,,False
47165,2032,4232.0,2245.8,,,,,1711.0,1268.3,2331.7,,2761.3,2200.0,213.8,,,,,-321.0,-763.7,299.7,,729.3,True,,,,,True,True,True,,True
47167,813,768.0,361.2,,,,,1200.0,92.2,613.7,,508.8,-45.0,-451.8,,,,,387.0,-720.8,-199.3,,-304.2,False,,,,,False,False,False,,False
47169,98,280.0,,,,,,195.0,4.0,,,0.0,182.0,,,,,,97.0,-94.0,,,-98.0,,,,,,True,True,,,True
47171,191,56.0,,,,,,88.0,,,,0.0,-135.0,,,,,,-103.0,,,,-191.0,,,,,,True,,,,False
47173,227,128.0,,,,,,133.0,,,,27.1,-99.0,,,,,,-94.0,,,,-199.9,,,,,,True,,,,False
47175,119,40.0,,,,,,24.0,,,,0.2,-79.0,,,,,,-95.0,,,,-118.8,,,,,,False,,,,False
47177,738,736.0,,,,,,719.0,297.0,,,86.6,-2.0,,,,,,-19.0,-441.0,,,-651.4,,,,,,False,False,,,False
47179,1611,944.0,781.4,,,,,2007.0,1097.0,,,1573.9,-667.0,-829.6,,,,,396.0,-514.0,,,-37.1,False,,,,,True,True,,,True
47181,1373,224.0,,,,,,183.0,86.2,,,18.5,-1149.0,,,,,,-1190.0,-1286.8,,,-1354.5,,,,,,False,False,,,False
47183,911,232.0,,,,,,353.0,,,,6.1,-679.0,,,,,,-558.0,,,,-904.9,,,,,,True,,,,False
47185,545,304.0,,,,,,229.0,238.7,,,296.6,-241.0,,,,,,-316.0,-306.3,,,-248.4,,,,,,False,False,,,False
47187,2347,5928.0,4271.9,,,,,2509.0,2847.6,5434.3,,5238.4,3581.0,1924.9,,,,,162.0,500.6,3087.3,,2891.4,True,,,,,True,True,True,,True
47189,1609,3240.0,2796.8,,,,,1481.0,1143.6,5112.0,,4164.8,1631.0,1187.8,,,,,-128.0,-465.4,3503.0,,2555.8,True,,,,,True,True,False,,False
48001,783,1768.0,3551.2,,,,,2709.0,1007.3,,,54.5,985.0,2768.2,,,,,1926.0,224.3,,,-728.5,False,,,,,False,True,,,True
48003,213,256.0,,,,,,421.0,149.4,,,136.0,43.0,,,,,,208.0,-63.6,,,-77.0,,,,,,False,False,,,False
48005,1072,2056.0,1760.4,,,,,2732.0,1006.3,2467.5,,320.8,984.0,688.4,,,,,1660.0,-65.7,1395.5,,-751.2,True,,,,,False,True,False,,True
48007,219,280.0,,,,,,522.0,,,,632.2,61.0,,,,,,303.0,,,,413.2,,,,,,False,,,,False
48009,55,16.0,,,,,,42.0,,,,0.6,-39.0,,,,,,-13.0,,,,-54.4,,,,,,True,,,,False
48011,11,0.0,,,,,,0.0,,,,0.0,-11.0,,,,,,-11.0,,,,-11.0,,,,,,False,,,,False
48013,264,1184.0,942.3,,,,,2738.0,381.2,,,2078.2,920.0,678.3,,,,,2474.0,117.2,,,1814.2,True,,,,,False,True,,,False
48015,305,216.0,,,,,,625.0,269.1,,,153.4,-89.0,,,,,,320.0,-35.9,,,-151.6,,,,,,False,True,,,False
48017,84,64.0,,,,,,58.0,0.0,,,45.5,-20.0,,,,,,-26.0,-84.0,,,-38.5,,,,,,False,False,,,False
48019,66,24.0,,,,,,323.0,,,,0.9,-42.0,,,,,,257.0,,,,-65.1,,,,,,False,,,,False
48021,733,1800.0,1412.9,,,,,1996.0,817.1,2941.7,,145.3,1067.0,679.9,,,,,1263.0,84.1,2208.7,,-587.7,True,,,,,False,True,False,,True
48023,16,0.0,,,,,,25.0,,,,0.0,-16.0,,,,,,9.0,,,,-16.0,,,,,,True,,,,False
48025,1603,664.0,,,,,,3329.0,92.2,,,1229.2,-939.0,,,,,,1726.0,-1510.8,,,-373.8,,,,,,False,False,,,True
48027,2460,4456.0,9142.4,,,,,6940.0,3562.5,3565.5,,2110.9,1996.0,6682.4,,,,,4480.0,1102.5,1105.5,,-349.1,False,,,,,False,True,True,,True
48029,19565,80248.0,73328.9,,,,,127681.0,21619.2,40829.8,,62664.9,60683.0,53763.9,,,,,108116.0,2054.2,21264.8,,43099.9,True,,,,,False,True,True,,True
48031,73,152.0,,,,,,125.0,,,,26.4,79.0,,,,,,52.0,,,,-46.6,,,,,,True,,,,True
48033,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
48035,207,120.0,,,,,,88.0,,,,23.9,-87.0,,,,,,-119.0,,,,-183.1,,,,,,False,,,,False
48037,589,800.0,865.9,,,,,3018.0,270.0,548.8,,3138.6,211.0,276.9,,,,,2429.0,-319.0,-40.2,,2549.6,False,,,,,False,False,True,,False
48039,5831,9496.0,7555.7,,,,,9496.0,2962.5,5274.0,,10232.4,3665.0,1724.7,,,,,3665.0,-2868.5,-557.0,,4401.4,True,,,,,False,True,True,,False
48041,2822,3296.0,7150.8,,,,,6172.0,2680.2,1652.9,,1236.1,474.0,4328.8,,,,,3350.0,-141.8,-1169.1,,-1585.9,False,,,,,False,True,False,,False
48043,53,88.0,,,,,,557.0,0.0,,,9.5,35.0,,,,,,504.0,-53.0,,,-43.5,,,,,,False,False,,,False
48045,3,0.0,,,,,,0.0,,,,0.0,-3.0,,,,,,-3.0,,,,-3.0,,,,,,False,,,,True
48047,227,144.0,,,,,,412.0,,,,25.5,-83.0,,,,,,185.0,,,,-201.5,,,,,,False,,,,False
48049,330,816.0,,,,,,966.0,411.8,,,90.5,486.0,,,,,,636.0,81.8,,,-239.5,,,,,,False,True,,,True
48051,133,272.0,,,,,,379.0,118.7,,,31.7,139.0,,,,,,246.0,-14.3,,,-101.3,,,,,,False,True,,,True
48053,382,720.0,,,,,,662.0,461.2,,,85.7,338.0,,,,,,280.0,79.2,,,-296.3,,,,,,True,True,,,True
48055,598,1400.0,,,,,,1752.0,350.0,,,89.8,802.0,,,,,,1154.0,-248.0,,,-508.2,,,,,,False,True,,,True
48057,408,472.0,,,,,,1396.0,132.7,,,781.4,64.0,,,,,,988.0,-275.3,,,373.4,,,,,,False,False,,,False
48059,61,40.0,,,,,,67.0,,,,60.1,-21.0,,,,,,6.0,,,,-0.9,,,,,,True,,,,True
48061,16437,16552.0,20359.1,,,,,37462.0,4748.2,8553.5,,12163.5,115.0,3922.1,,,,,21025.0,-11688.8,-7883.5,,-4273.5,False,,,,,False,False,False,,False
48063,180,256.0,,,,,,189.0,41.3,,,313.8,76.0,,,,,,9.0,-138.7,,,133.8,,,,,,True,False,,,False
48065,7,0.0,,,,,,16.0,,,,0.0,-7.0,,,,,,9.0,,,,-7.0,,,,,,False,,,,True
48067,199,256.0,,,,,,394.0,,,,1280.6,57.0,,,,,,195.0,,,,1081.6,,,,,,False,,,,False
48069,101,176.0,,,,,,81.0,53.3,,,104.1,75.0,,,,,,-20.0,-47.7,,,3.1,,,,,,True,True,,,True
