,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1223,1159.6,1153.0,1358.2,-63.4,-70.0,135.2,False,False
Argentina,3596,2703.7,2809.0,3066.8,-892.3,-787.0,-529.2,True,True
Australia,201,113.4,122.0,106.4,-87.6,-79.0,-94.6,True,False
Austria,718,717.1,726.0,790.7,-0.9,8.0,72.7,False,False
Bangladesh,3132,3258.6,3497.0,2994.7,126.6,365.0,-137.3,False,False
Belarus,563,585.0,564.0,527.3,22.0,1.0,-35.7,True,False
Belgium,9845,9930.0,9882.0,9845.6,85.0,37.0,0.6,True,True
Bolivia,3064,2980.3,2919.0,4223.0,-83.7,-145.0,1159.0,False,False
Brazil,93563,92129.6,89862.0,100147.2,-1433.4,-3701.0,6584.2,False,False
Bulgaria,385,350.3,363.0,325.7,-34.7,-22.0,-59.3,True,False
Canada,8986,9193.7,9249.0,9169.4,207.7,263.0,183.4,False,True
Chile,9533,9388.9,8615.0,8630.9,-144.1,-918.0,-902.1,False,False
Colombia,10330,8201.3,8311.0,12386.2,-2128.7,-2019.0,2056.2,True,True
Croatia,145,135.3,126.0,121.7,-9.7,-19.0,-23.3,False,False
Cuba,87,86.0,90.0,87.1,-1.0,3.0,0.1,False,True
Cyprus,19,19.0,21.0,17.6,0.0,2.0,-1.4,False,False
Czechia,383,357.4,366.0,401.7,-25.6,-17.0,18.7,True,True
Denmark,615,614.4,625.0,641.2,-0.6,10.0,26.2,False,False
Dominican Republic,1170,1067.7,1183.0,1126.2,-102.3,13.0,-43.8,True,True
Ecuador,5736,6005.9,6014.0,13709.7,269.9,278.0,7973.7,False,False
Egypt,4834,5464.9,5698.0,5601.5,630.9,864.0,767.5,False,False
Estonia,69,69.0,73.0,71.2,0.0,4.0,2.2,False,False
Finland,329,332.7,340.0,320.9,3.7,11.0,-8.1,False,False
France,30268,30320.4,30305.0,30702.5,52.4,37.0,434.5,True,False
Germany,9154,9192.9,9273.0,9406.3,38.9,119.0,252.3,False,False
Greece,206,195.7,200.0,196.9,-10.3,-6.0,-9.1,True,True
Honduras,1368,1291.1,1316.0,1585.2,-76.9,-52.0,217.2,True,False
Hungary,597,603.9,626.0,617.9,6.9,29.0,20.9,False,False
Iceland,10,10.0,10.0,11.9,0.0,0.0,1.9,True,False
Indonesia,5193,4860.4,4664.0,4761.0,-332.6,-529.0,-432.0,False,False
Iran,16982,15671.9,15504.0,16355.3,-1310.1,-1478.0,-626.7,False,True
Ireland,1763,1763.3,1769.0,1794.4,0.3,6.0,31.4,False,False
Israel,526,389.7,401.0,468.1,-136.3,-125.0,-57.9,True,True
Italy,35146,35333.3,35338.0,35386.1,187.3,192.0,240.1,False,False
Japan,1012,1000.3,1050.0,991.9,-11.7,38.0,-20.1,False,False
Kuwait,453,458.4,445.0,460.2,5.4,-8.0,7.2,False,False
Latvia,32,30.0,32.0,29.9,-2.0,0.0,-2.1,True,False
Lithuania,80,82.7,87.0,82.6,2.7,7.0,2.6,False,True
Luxembourg,116,110.0,112.0,118.5,-6.0,-4.0,2.5,True,True
Malaysia,125,121.0,133.0,123.0,-4.0,8.0,-2.0,False,True
Malta,9,9.0,10.0,7.8,0.0,1.0,-1.2,False,False
Mexico,47472,45968.7,48166.0,49409.0,-1503.3,694.0,1937.0,True,False
Moldova,788,800.0,821.0,757.4,12.0,33.0,-30.6,False,False
Netherlands,6167,6225.0,6218.0,6185.8,58.0,51.0,18.8,True,True
Nigeria,883,954.9,973.0,857.7,71.9,90.0,-25.3,False,True
Norway,255,258.4,258.0,255.3,3.4,3.0,0.3,True,True
Panama,1449,1327.1,1316.0,1415.4,-121.9,-133.0,-33.6,False,True
Peru,19021,15481.7,15458.0,24436.2,-3539.3,-3563.0,5415.2,False,False
Philippines,2039,1481.3,1596.0,1605.4,-557.7,-443.0,-433.6,True,True
Poland,1721,1807.0,1846.0,1786.8,86.0,125.0,65.8,False,True
Portugal,1737,1813.1,1760.0,1721.2,76.1,23.0,-15.8,True,True
Romania,2379,2265.7,2361.0,2357.6,-113.3,-18.0,-21.4,True,True
Russia,14034,14469.7,14245.0,13094.2,435.7,211.0,-939.8,True,False
Serbia,582,476.7,372.0,475.4,-105.3,-210.0,-106.6,False,False
Slovakia,29,28.0,29.0,29.2,-1.0,0.0,0.2,True,True
Slovenia,119,111.0,114.0,115.7,-8.0,-5.0,-3.3,True,True
South Korea,301,296.1,299.0,290.9,-4.9,-2.0,-10.1,True,False
Spain,28445,28544.0,28710.0,28858.8,99.0,265.0,413.8,False,False
Sweden,5743,5889.9,5873.0,5974.9,146.9,130.0,231.9,True,False
Switzerland,1981,1976.1,1991.0,2006.1,-4.9,10.0,25.1,False,False
Turkey,5710,5709.0,5771.0,5647.5,-1.0,61.0,-62.5,False,False
Ukraine,1733,1712.6,1763.0,1636.9,-20.4,30.0,-96.1,False,False
United Arab Emirates,351,361.1,355.0,357.2,10.1,4.0,6.2,True,True
United Kingdom,46278,46779.9,45945.0,46626.2,501.9,-333.0,348.2,True,True
