,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1223,1154.9,1150.0,1325.4,-68.1,-73.0,102.4,False,False
Argentina,3596,2397.3,2588.0,4304.3,-1198.7,-1008.0,708.3,True,True
Australia,201,113.4,108.0,102.4,-87.6,-93.0,-98.6,False,False
Austria,718,764.3,725.0,740.2,46.3,7.0,22.2,True,True
Bangladesh,3132,3107.7,3881.0,4148.9,-24.3,749.0,1016.9,False,False
Belarus,563,556.7,550.0,513.9,-6.3,-13.0,-49.1,False,False
Belgium,9845,9901.7,9871.0,9773.2,56.7,26.0,-71.8,True,False
Bolivia,3064,2254.3,2696.0,2641.8,-809.7,-368.0,-422.2,True,True
Brazil,93563,91516.7,90843.0,102925.4,-2046.3,-2720.0,9362.4,False,False
Bulgaria,385,298.4,343.0,379.8,-86.6,-42.0,-5.2,True,True
Canada,8986,9259.7,9362.0,9262.9,273.7,376.0,276.9,False,False
Chile,9533,10633.4,9394.0,16973.9,1100.4,-139.0,7440.9,True,False
Colombia,10330,7168.9,8232.0,15479.7,-3161.1,-2098.0,5149.7,True,False
Croatia,145,107.0,114.0,225.8,-38.0,-31.0,80.8,True,False
Cuba,87,90.7,91.0,113.3,3.7,4.0,26.3,False,False
Cyprus,19,19.0,21.0,17.3,0.0,2.0,-1.7,False,False
Czechia,383,404.6,368.0,352.6,21.6,-15.0,-30.4,True,False
Denmark,615,619.1,629.0,637.7,4.1,14.0,22.7,False,False
Dominican Republic,1170,1034.7,1185.0,1315.2,-135.3,15.0,145.2,True,False
Ecuador,5736,5817.3,5287.0,12857.3,81.3,-449.0,7121.3,False,False
Egypt,4834,5672.3,5731.0,9839.2,838.3,897.0,5005.2,False,False
Estonia,69,69.0,75.0,71.8,0.0,6.0,2.8,False,False
Finland,329,332.7,341.0,318.2,3.7,12.0,-10.8,False,False
France,30268,30523.1,30325.0,30255.2,255.1,57.0,-12.8,True,True
Germany,9154,9339.0,9491.0,9728.8,185.0,337.0,574.8,False,False
Greece,206,195.7,201.0,202.6,-10.3,-5.0,-3.4,True,True
Honduras,1368,909.3,1130.0,1038.5,-458.7,-238.0,-329.5,True,True
Hungary,597,646.3,642.0,600.1,49.3,45.0,3.1,True,True
Iceland,10,10.0,11.0,11.7,0.0,1.0,1.7,False,False
Iran,16982,15044.9,14755.0,16366.6,-1937.1,-2227.0,-615.4,False,True
Ireland,1763,1819.9,1773.0,1777.0,56.9,10.0,14.0,True,True
Israel,526,375.6,353.0,318.8,-150.4,-173.0,-207.2,False,False
Italy,35146,35154.1,35762.0,36745.5,8.1,616.0,1599.5,False,False
Japan,1012,1052.1,1040.0,1091.5,40.1,28.0,79.5,True,False
Kuwait,453,444.3,450.0,489.5,-8.7,-3.0,36.5,True,False
Latvia,32,30.0,34.0,31.5,-2.0,2.0,-0.5,False,True
Lithuania,80,87.4,87.0,83.4,7.4,7.0,3.4,True,True
Luxembourg,116,110.0,113.0,115.9,-6.0,-3.0,-0.1,True,True
Malaysia,125,121.0,152.0,124.0,-4.0,27.0,-1.0,False,True
Malta,9,9.0,10.0,8.5,0.0,1.0,-0.5,False,False
Mexico,47472,48509.7,53370.0,46883.9,1037.7,5898.0,-588.1,False,True
Moldova,788,800.0,889.0,1289.5,12.0,101.0,501.5,False,False
Morocco,367,276.9,236.0,281.9,-90.1,-131.0,-85.1,False,True
Netherlands,6167,6206.1,6276.0,6213.3,39.1,109.0,46.3,False,False
Norway,255,253.7,258.0,245.2,-1.3,3.0,-9.8,False,False
Pakistan,5951,7175.0,8847.0,9082.7,1224.0,2896.0,3131.7,False,False
Panama,1449,1086.7,1156.0,934.8,-362.3,-293.0,-514.2,True,False
Peru,19021,15543.0,15572.0,24131.2,-3478.0,-3449.0,5110.2,True,False
Philippines,2039,1622.7,1560.0,1588.2,-416.3,-479.0,-450.8,False,False
Poland,1721,1844.7,1896.0,2025.5,123.7,175.0,304.5,False,False
Portugal,1737,1728.3,1680.0,1589.6,-8.7,-57.0,-147.4,False,False
Romania,2379,2157.3,2128.0,2513.1,-221.7,-251.0,134.1,False,True
Russia,14034,13658.9,13667.0,13796.9,-375.1,-367.0,-237.1,True,True
Saudi Arabia,2887,2975.6,2725.0,15282.4,88.6,-162.0,12395.4,False,False
Serbia,582,330.6,307.0,274.0,-251.4,-275.0,-308.0,False,False
Slovakia,29,28.0,29.0,28.9,-1.0,0.0,-0.1,True,True
Slovenia,119,120.4,114.0,111.7,1.4,-5.0,-7.3,False,False
South Korea,301,286.7,306.0,289.0,-14.3,5.0,-12.0,True,True
Spain,28445,28449.7,28788.0,28038.0,4.7,343.0,-407.0,False,False
Sweden,5743,6196.3,5922.0,5604.5,453.3,179.0,-138.5,True,True
Switzerland,1981,1990.3,1995.0,2075.7,9.3,14.0,94.7,False,False
Turkey,5710,5779.7,6046.0,6977.9,69.7,336.0,1267.9,False,False
Ukraine,1733,1816.3,1891.0,2219.1,83.3,158.0,486.1,False,False
United Arab Emirates,351,365.9,352.0,363.3,14.9,1.0,12.3,True,True
United Kingdom,46278,48033.9,45980.0,45795.4,1755.9,-298.0,-482.6,True,True
