,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1223,1205.3,1174.0,1205.9,-17.7,-49.0,-17.1,False,True
Argentina,3596,3178.7,3191.0,3180.9,-417.3,-405.0,-415.1,True,True
Australia,201,156.9,149.0,116.0,-44.1,-52.0,-85.0,False,False
Austria,718,716.1,718.0,710.3,-1.9,0.0,-7.7,True,False
Bangladesh,3132,3142.9,3152.0,3278.9,10.9,20.0,146.9,False,False
Belarus,563,563.0,565.0,552.9,0.0,2.0,-10.1,False,False
Belgium,9845,9844.4,9827.0,9897.0,-0.6,-18.0,52.0,False,False
Bolivia,3064,2821.4,2845.0,3184.6,-242.6,-219.0,120.6,True,True
Brazil,93563,92612.0,91465.0,94303.5,-951.0,-2098.0,740.5,False,True
Bulgaria,385,362.9,359.0,367.2,-22.1,-26.0,-17.8,False,True
Canada,8986,9015.1,9011.0,9217.6,29.1,25.0,231.6,True,False
Chile,9533,11038.4,9239.0,8497.8,1505.4,-294.0,-1035.2,True,True
Colombia,10330,9455.9,9475.0,9087.4,-874.1,-855.0,-1242.6,True,False
Croatia,145,127.1,128.0,127.1,-17.9,-17.0,-17.9,True,False
Cuba,87,87.0,89.0,87.1,0.0,2.0,0.1,False,False
Cyprus,19,19.0,20.0,19.5,0.0,1.0,0.5,False,False
Czechia,383,369.3,366.0,349.9,-13.7,-17.0,-33.1,False,False
Denmark,615,612.7,616.0,614.4,-2.3,1.0,-0.6,True,True
Dominican Republic,1170,1147.3,1183.0,1135.2,-22.7,13.0,-34.8,True,False
Ecuador,5736,5755.1,5773.0,13595.7,19.1,37.0,7859.7,False,False
Egypt,4834,5066.9,5134.0,5023.6,232.9,300.0,189.6,False,True
Estonia,69,69.0,70.0,68.5,0.0,1.0,-0.5,False,False
Finland,329,326.3,331.0,329.7,-2.7,2.0,0.7,True,True
France,30268,30433.7,30283.0,30815.7,165.7,15.0,547.7,True,False
Germany,9154,9128.3,9149.0,9233.2,-25.7,-5.0,79.2,True,False
Greece,206,198.4,198.0,192.6,-7.6,-8.0,-13.4,False,False
Honduras,1368,1185.3,1235.0,1228.6,-182.7,-133.0,-139.4,True,True
Hungary,597,597.7,607.0,613.1,0.7,10.0,16.1,False,False
Iceland,10,10.0,10.0,10.4,0.0,0.0,0.4,True,False
Indonesia,5193,5238.4,5309.0,5350.5,45.4,116.0,157.5,False,False
Iran,16982,16758.7,16742.0,16185.4,-223.3,-240.0,-796.6,False,False
Ireland,1763,1765.0,1762.0,1773.0,2.0,-1.0,10.0,True,False
Israel,526,500.7,506.0,516.9,-25.3,-20.0,-9.1,True,True
Italy,35146,35214.0,35153.0,35304.1,68.0,7.0,158.1,True,False
Japan,1012,994.9,1020.0,984.9,-17.1,8.0,-27.1,True,False
Kuwait,453,433.7,432.0,450.6,-19.3,-21.0,-2.4,False,True
Latvia,32,31.0,32.0,30.5,-1.0,0.0,-1.5,True,False
Lithuania,80,81.7,82.0,79.3,1.7,2.0,-0.7,False,True
Luxembourg,116,111.0,113.0,110.8,-5.0,-3.0,-5.2,True,False
Malaysia,125,124.7,127.0,119.5,-0.3,2.0,-5.5,False,False
Malta,9,9.0,9.0,9.2,0.0,0.0,0.2,True,False
Mexico,47472,46331.9,46457.0,48542.4,-1140.1,-1015.0,1070.4,True,True
Moldova,788,773.9,780.0,799.4,-14.1,-8.0,11.4,True,True
Netherlands,6167,6153.3,6169.0,6201.9,-13.7,2.0,34.9,True,False
Nigeria,883,898.7,921.0,963.4,15.7,38.0,80.4,False,False
Norway,255,258.4,257.0,250.3,3.4,2.0,-4.7,True,False
Panama,1449,1461.3,1467.0,1547.1,12.3,18.0,98.1,False,False
Peru,19021,15129.3,15315.0,25912.0,-3891.7,-3706.0,6891.0,True,False
Philippines,2039,2239.6,2228.0,1497.3,200.6,189.0,-541.7,True,False
Poland,1721,1714.4,1710.0,1734.7,-6.6,-11.0,13.7,False,False
Portugal,1737,1740.7,1747.0,1935.0,3.7,10.0,198.0,False,False
Romania,2379,2272.9,2296.0,2386.7,-106.1,-83.0,7.7,True,True
Russia,14034,14098.3,14102.0,14997.6,64.3,68.0,963.6,False,False
Serbia,582,614.0,577.0,840.9,32.0,-5.0,258.9,True,False
Slovakia,29,28.0,29.0,28.3,-1.0,0.0,-0.7,True,True
Slovenia,119,116.4,114.0,113.5,-2.6,-5.0,-5.5,False,False
South Korea,301,308.0,304.0,294.2,7.0,3.0,-6.8,True,True
Spain,28445,28449.4,28483.0,28598.9,4.4,38.0,153.9,False,False
Sweden,5743,5815.6,5751.0,5691.8,72.6,8.0,-51.2,True,True
Switzerland,1981,1976.1,1980.0,1967.4,-4.9,-1.0,-13.6,True,False
Turkey,5710,5724.0,5732.0,5665.7,14.0,22.0,-44.3,False,False
Ukraine,1733,1691.9,1692.0,1746.6,-41.1,-41.0,13.6,True,True
United Arab Emirates,351,350.3,352.0,361.9,-0.7,1.0,10.9,False,False
United Kingdom,46278,46223.3,45995.0,45950.2,-54.7,-283.0,-327.8,False,False
