,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1223,1217.3,1218.4,1195.0,-5.7,-4.6,-28.0,True,False
Argentina,3596,3549.0,3545.6,2964.9,-47.0,-50.4,-631.1,False,False
Australia,201,196.3,200.9,116.0,-4.7,-0.1,-85.0,True,False
Austria,718,714.4,714.8,709.4,-3.6,-3.2,-8.6,True,False
Bangladesh,3132,3177.1,3166.2,3053.4,45.1,34.2,-78.6,True,False
Belarus,563,563.0,562.1,553.4,0.0,-0.9,-9.6,False,False
Belgium,9845,9834.1,9828.4,9785.2,-10.9,-16.6,-59.8,False,False
Bolivia,3064,2953.4,2945.3,2744.2,-110.6,-118.7,-319.8,False,False
Brazil,93563,92973.7,92657.5,92412.5,-589.3,-905.5,-1150.5,False,False
Bulgaria,385,374.9,374.7,359.1,-10.1,-10.3,-25.9,False,False
Canada,8986,8975.7,8976.7,9094.7,-10.3,-9.3,108.7,True,False
Chile,9533,9582.7,9586.9,9538.2,49.7,53.9,5.2,False,True
Colombia,10330,10097.0,10144.2,9728.3,-233.0,-185.8,-601.7,True,False
Croatia,145,151.1,150.1,130.3,6.1,5.1,-14.7,True,False
Cuba,87,87.0,87.6,88.3,0.0,0.6,1.3,False,False
Cyprus,19,19.0,19.2,19.3,0.0,0.2,0.3,False,False
Czechia,383,383.0,378.5,352.3,0.0,-4.5,-30.7,False,False
Denmark,615,614.4,614.9,611.1,-0.6,-0.1,-3.9,True,False
Dominican Republic,1170,1147.3,1152.1,1197.9,-22.7,-17.9,27.9,True,False
Ecuador,5736,5684.9,5688.4,14298.7,-51.1,-47.6,8562.7,True,False
Egypt,4834,4866.3,4843.7,5015.2,32.3,9.7,181.2,True,False
Estonia,69,69.0,69.5,68.6,0.0,0.5,-0.4,False,False
Finland,329,329.7,330.2,327.3,0.7,1.2,-1.7,False,False
France,30268,30234.9,30247.4,30657.9,-33.1,-20.6,389.9,True,False
Germany,9154,9147.1,9142.9,9143.9,-6.9,-11.1,-10.1,False,False
Greece,206,207.0,203.4,192.6,1.0,-2.6,-13.4,False,False
Honduras,1368,1331.0,1334.4,1026.9,-37.0,-33.6,-341.1,True,False
Hungary,597,596.0,598.8,610.5,-1.0,1.8,13.5,False,False
Iceland,10,10.0,10.1,10.4,0.0,0.1,0.4,False,False
Indonesia,5193,5265.9,5311.9,4942.6,72.9,118.9,-250.4,False,False
Iran,16982,16988.4,17014.2,16403.3,6.4,32.2,-578.7,False,False
Ireland,1763,1771.9,1768.6,1770.9,8.9,5.6,7.9,True,True
Israel,526,516.1,519.1,503.7,-9.9,-6.9,-22.3,True,False
Italy,35146,35150.6,35150.3,35166.7,4.6,4.3,20.7,True,False
Japan,1012,1005.1,1006.9,979.4,-6.9,-5.1,-32.6,True,False
Kuwait,453,459.4,453.4,441.7,6.4,0.4,-11.3,True,False
Latvia,32,31.0,31.2,31.8,-1.0,-0.8,-0.2,True,True
Lithuania,80,80.0,80.7,78.4,0.0,0.7,-1.6,False,False
Luxembourg,116,112.7,112.9,111.8,-3.3,-3.1,-4.2,True,False
Malaysia,125,124.7,125.4,122.0,-0.3,0.4,-3.0,False,False
Malta,9,9.0,9.1,9.2,0.0,0.1,0.2,False,False
Mexico,47472,47262.7,47054.5,46602.3,-209.3,-417.5,-869.7,False,False
Moldova,788,785.9,787.9,783.2,-2.1,-0.1,-4.8,True,False
Morocco,367,344.6,345.2,294.5,-22.4,-21.8,-72.5,True,False
Netherlands,6167,6163.6,6163.9,6155.8,-3.4,-3.1,-11.2,True,False
Nigeria,883,902.1,902.4,964.4,19.1,19.4,81.4,False,False
Norway,255,255.0,255.7,251.0,0.0,0.7,-4.0,False,False
Pakistan,5951,5987.0,6012.6,6305.2,36.0,61.6,354.2,False,False
Panama,1449,1461.3,1472.2,1408.2,12.3,23.2,-40.8,False,False
Peru,19021,22013.7,19412.8,26342.3,2992.7,391.8,7321.3,True,False
Philippines,2039,2023.6,2052.2,1554.5,-15.4,13.2,-484.5,True,False
Poland,1721,1711.0,1706.7,1699.5,-10.0,-14.3,-21.5,False,False
Portugal,1737,1739.0,1738.4,1776.1,2.0,1.4,39.1,True,False
Romania,2379,2326.0,2321.6,2319.4,-53.0,-57.4,-59.6,False,False
Russia,14034,13995.4,13975.7,14440.4,-38.6,-58.3,406.4,False,False
Serbia,582,586.6,591.7,654.1,4.6,9.7,72.1,False,False
Slovakia,29,28.0,28.1,28.3,-1.0,-0.9,-0.7,True,True
Slovenia,119,118.1,116.7,110.4,-0.9,-2.3,-8.6,False,False
South Korea,301,302.9,303.1,298.9,1.9,2.1,-2.1,False,False
Spain,28445,28439.1,28458.5,28578.3,-5.9,13.5,133.3,False,False
Sweden,5743,5743.6,5744.7,5684.4,0.6,1.7,-58.6,False,False
Switzerland,1981,1983.0,1981.0,1963.2,2.0,-0.0,-17.8,True,False
Turkey,5710,5717.1,5714.0,5714.5,7.1,4.0,4.5,True,True
Ukraine,1733,1721.0,1718.0,1732.3,-12.0,-15.0,-0.7,False,True
United Arab Emirates,351,348.6,349.3,347.8,-2.4,-1.7,-3.2,True,False
United Kingdom,46278,46163.3,46099.1,45950.2,-114.7,-178.9,-327.8,False,False
