,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1293,1219.1,1220.0,1457.0,-73.9,-73.0,164.0,True,False
Argentina,4523,2842.7,3126.0,5640.2,-1680.3,-1397.0,1117.2,True,True
Australia,295,115.7,127.0,102.4,-179.3,-168.0,-192.6,True,False
Austria,721,725.4,734.0,748.5,4.4,13.0,27.5,False,False
Bangladesh,3365,3577.1,3921.0,4877.3,212.1,556.0,1512.3,False,False
Belarus,585,617.3,597.0,528.7,32.3,12.0,-56.3,True,False
Belgium,9870,9960.4,9908.0,9790.0,90.4,38.0,-80.0,True,True
Bolivia,3587,3474.0,3355.0,3300.0,-113.0,-232.0,-287.0,False,False
Brazil,100477,100057.0,96738.0,112503.6,-420.0,-3739.0,12026.6,False,False
Bulgaria,445,377.1,399.0,415.5,-67.9,-46.0,-29.5,True,True
Canada,9024,9501.6,9396.0,9349.0,477.6,372.0,325.0,True,True
Chile,10011,10188.9,9064.0,18632.9,177.9,-947.0,8621.9,False,False
Colombia,12540,8656.3,9604.0,21994.5,-3883.7,-2936.0,9454.5,True,False
Croatia,157,142.1,131.0,287.7,-14.9,-26.0,130.7,False,False
Cuba,88,86.0,92.0,121.4,-2.0,4.0,33.4,False,False
Cyprus,19,19.0,21.0,17.3,0.0,2.0,-1.7,False,False
Czechia,389,348.0,371.0,352.8,-41.0,-18.0,-36.2,True,True
Denmark,617,615.7,630.0,638.2,-1.3,13.0,21.2,False,False
Dominican Republic,1289,1124.3,1329.0,1523.8,-164.7,40.0,234.8,True,False
Ecuador,5916,6490.7,6347.0,13267.9,574.7,431.0,7351.9,True,False
Egypt,4992,6033.9,6417.0,12896.0,1041.9,1425.0,7904.0,False,False
Estonia,63,69.0,75.0,71.8,6.0,12.0,8.8,False,False
Finland,331,333.9,344.0,318.2,2.9,13.0,-12.8,False,False
France,30327,30454.6,30379.0,30285.5,127.6,52.0,-41.5,True,True
Germany,9201,9290.1,9345.0,9872.5,89.1,144.0,671.5,False,False
Greece,211,196.9,202.0,202.7,-14.1,-9.0,-8.3,True,True
Honduras,1476,1416.1,1542.0,1264.4,-59.9,66.0,-211.6,False,False
Hungary,602,627.9,639.0,601.1,25.9,37.0,-0.9,False,True
Iceland,10,10.0,11.0,11.7,0.0,1.0,1.7,False,False
Iran,18264,16734.1,16425.0,18371.4,-1529.9,-1839.0,107.4,False,True
Ireland,1772,1770.1,1777.0,1780.6,-1.9,5.0,8.6,False,False
Israel,593,394.1,372.0,319.1,-198.9,-221.0,-273.9,False,False
Italy,35203,35458.4,35454.0,37190.3,255.4,251.0,1987.3,True,False
Japan,1042,1001.3,1078.0,1100.5,-40.7,36.0,58.5,True,False
Kuwait,474,465.1,458.0,522.9,-8.9,-16.0,48.9,False,False
Latvia,32,30.0,33.0,31.5,-2.0,1.0,-0.5,True,True
Lithuania,81,83.9,90.0,83.5,2.9,9.0,2.5,False,True
Luxembourg,120,110.0,113.0,115.9,-10.0,-7.0,-4.1,True,True
Malaysia,125,121.0,136.0,124.1,-4.0,11.0,-0.9,False,True
Malta,9,9.0,10.0,8.5,0.0,1.0,-0.5,False,False
Mexico,52006,50023.9,53036.0,52011.3,-1982.1,1030.0,5.3,True,True
Moldova,841,852.1,885.0,1520.5,11.1,44.0,679.5,False,False
Morocco,480,303.0,279.0,301.8,-177.0,-201.0,-178.2,False,False
Netherlands,6178,6252.9,6238.0,6234.8,74.9,60.0,56.8,True,True
Norway,256,260.7,260.0,245.3,4.7,4.0,-10.7,True,False
Pakistan,6068,7652.0,8087.0,10310.1,1584.0,2019.0,4242.1,False,False
Panama,1609,1441.6,1472.0,1032.4,-167.4,-137.0,-576.6,True,False
Peru,20649,16767.3,16647.0,25933.4,-3881.7,-4002.0,5284.4,False,False
Philippines,2209,1554.4,1708.0,1728.1,-654.6,-501.0,-480.9,True,True
Poland,1800,1900.7,1968.0,2177.1,100.7,168.0,377.1,False,False
Portugal,1750,1856.9,1800.0,1591.5,106.9,50.0,-158.5,True,False
Romania,2659,2420.3,2548.0,2787.2,-238.7,-111.0,128.2,True,True
Russia,14827,15415.0,15350.0,14583.9,588.0,523.0,-243.1,True,True
Saudi Arabia,3130,3688.9,3762.0,17083.7,558.9,632.0,13953.7,False,False
Serbia,632,510.1,385.0,274.2,-121.9,-247.0,-357.8,False,False
Slovakia,31,28.0,30.0,28.9,-3.0,-1.0,-2.1,True,True
Slovenia,126,111.0,115.0,111.7,-15.0,-11.0,-14.3,True,True
South Korea,305,293.7,302.0,289.1,-11.3,-3.0,-15.9,True,False
Spain,28503,28589.0,28796.0,28091.0,86.0,293.0,-412.0,False,False
Sweden,5789,6100.0,5963.0,5639.4,311.0,174.0,-149.6,True,True
Switzerland,1986,1979.6,1999.0,2093.9,-6.4,13.0,107.9,False,False
Turkey,5829,5846.7,5913.0,7831.7,17.7,84.0,2002.7,False,False
Ukraine,1906,1862.4,1920.0,2534.2,-43.6,14.0,628.2,True,False
United Arab Emirates,356,371.6,364.0,375.5,15.6,8.0,19.5,True,False
United Kingdom,41358,47564.1,46415.0,46066.5,6206.1,5057.0,4708.5,True,True
