,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,721,2072.9,,,1351.9,,,False,False
Belgium,9870,36078.0,,,26208.0,,,False,False
Bulgaria,445,215.9,,,-229.1,,,False,False
Croatia,157,392.7,,,235.7,,,False,False
Cyprus,19,12.0,,,-7.0,,,False,False
Czechia,389,995.4,,,606.4,,,False,False
Denmark,617,1605.4,,,988.4,,,False,False
Estonia,63,228.6,,,165.6,,,False,False
Finland,331,710.9,,,379.9,,,False,False
France,30327,103254.1,,,72927.1,,,False,False
Germany,9201,31073.4,,,21872.4,,,False,False
Greece,211,383.1,,,172.1,,,False,False
Hungary,602,1613.3,,,1011.3,,,False,False
Ireland,1772,5747.0,,,3975.0,,,False,False
Italy,35203,81455.4,,,46252.4,,,False,False
Latvia,32,5.0,,,-27.0,,,False,False
Lithuania,81,241.3,,,160.3,,,False,False
Luxembourg,120,169.3,,,49.3,,,False,False
Malta,9,3.0,,,-6.0,,,False,False
Netherlands,6178,18394.0,,,12216.0,,,False,False
Norway,256,919.6,,,663.6,,,False,False
Poland,1800,2501.4,,,701.4,,,False,False
Portugal,1750,3877.9,,,2127.9,,,False,False
Romania,2659,2788.0,,,129.0,,,False,False
Slovakia,31,185.9,,,154.9,,,False,False
Slovenia,126,422.7,,,296.7,,,False,False
Spain,28503,69503.4,,,41000.4,,,False,False
Sweden,5763,11967.1,,,6204.1,,,False,False
Switzerland,1986,6001.9,,,4015.9,,,False,False
United Kingdom,46651,114160.7,,,67509.7,,,False,False
