,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01109,71,72.0,112.2,,66.0,84.0,,,,,141.0,,81.0,,58.1,44.9,,22.3,51.9,48.0,5.0,,65.5,,60.2,,,27.0,107.6,1.0,41.2,,-5.0,13.0,,,,,70.0,,10.0,,-12.9,-26.1,,-48.7,-19.1,-23.0,-66.0,,-5.5,,-10.8,,,-44.0,36.6,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
01111,89,88.0,77.4,,72.0,54.0,,,,,77.0,,47.0,,72.4,54.4,,56.4,87.2,59.0,45.0,,120.6,,68.8,,,55.0,89.7,-1.0,-11.6,,-17.0,-35.0,,,,,-12.0,,-42.0,,-16.6,-34.6,,-32.6,-1.8,-30.0,-44.0,,31.6,,-20.2,,,-34.0,0.7,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,True
01113,93,108.0,121.1,,85.0,63.0,,,,,161.2,,95.0,,99.3,53.3,,71.3,85.6,81.0,34.0,,65.5,,90.5,,,67.0,84.5,15.0,28.1,,-8.0,-30.0,,,,,68.2,,2.0,,6.3,-39.7,,-21.7,-7.4,-12.0,-59.0,,-27.5,,-2.5,,,-26.0,-8.5,False,,True,False,,,,,False,,True,,True,False,,False,True,True,False,,False,,True,,,False,True
01115,309,250.0,249.1,,208.0,216.0,,,,,173.9,,146.0,,207.0,156.8,,197.9,189.5,235.0,,,257.6,,219.3,,,141.0,272.6,-59.0,-59.9,,-101.0,-93.0,,,,,-135.1,,-163.0,,-102.0,-152.2,,-111.1,-119.5,-74.0,,,-51.4,,-89.7,,,-168.0,-36.4,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,True,,False,,,False,True
01117,653,686.0,609.6,,586.0,512.0,,,,,367.2,,318.0,,643.3,583.2,,703.5,572.7,567.0,190.0,,806.2,,496.8,445.0,,425.0,629.8,33.0,-43.4,,-67.0,-141.0,,,,,-285.8,,-335.0,,-9.7,-69.8,,50.5,-80.3,-86.0,-463.0,,153.2,,-156.2,-208.0,,-228.0,-23.2,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,False,True
01119,22,0.0,0.0,,2.0,0.0,,,,,71.2,,25.0,,0.5,9.1,,1.2,11.9,5.0,11.0,,4.0,,4.2,,,1.0,13.2,-22.0,-22.0,,-20.0,-22.0,,,,,49.2,,3.0,,-21.5,-12.9,,-20.8,-10.1,-17.0,-11.0,,-18.0,,-17.8,,,-21.0,-8.8,False,,True,False,,,,,False,,True,,True,True,,True,True,True,True,,True,,True,,,True,True
01121,292,162.0,432.6,,120.0,119.0,,,,,177.8,,168.0,,84.7,141.5,,105.3,119.3,190.0,13.0,,37.2,,126.8,,,62.0,259.4,-130.0,140.6,,-172.0,-173.0,,,,,-114.2,,-124.0,,-207.3,-150.5,,-186.7,-172.7,-102.0,-279.0,,-254.8,,-165.2,,,-230.0,-32.6,False,,False,False,,,,,True,,True,,False,False,,False,False,True,False,,False,,False,,,False,True
01123,78,60.0,67.5,,48.0,14.0,,,,,131.5,,68.0,,45.3,55.1,,33.1,48.2,44.0,16.0,,60.1,,49.6,,,25.0,96.6,-18.0,-10.5,,-30.0,-64.0,,,,,53.5,,-10.0,,-32.7,-22.9,,-44.9,-29.8,-34.0,-62.0,,-17.9,,-28.4,,,-53.0,18.6,True,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,True,,False,,,False,False
01125,735,1020.0,768.4,1013.9,723.0,592.0,,,,,1889.6,,669.0,,1064.6,413.2,,578.3,754.9,,38.0,,683.1,,1016.2,792.0,,918.0,,285.0,33.4,278.9,-12.0,-143.0,,,,,1154.6,,-66.0,,329.6,-321.8,,-156.7,19.9,,-697.0,,-51.9,,281.2,57.0,,183.0,,True,True,True,True,,,,,False,,True,,False,False,,True,True,,False,,True,,True,True,,True,
01127,228,198.0,220.7,,176.0,254.0,,,,,159.4,,178.0,,192.3,68.9,,93.9,154.0,172.0,262.0,,104.5,,149.2,,,137.0,187.6,-30.0,-7.3,,-52.0,26.0,,,,,-68.6,,-50.0,,-35.7,-159.1,,-134.1,-74.0,-56.0,34.0,,-123.5,,-78.8,,,-91.0,-40.4,True,,False,True,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
01129,38,46.0,53.6,,22.0,0.0,,,,,65.0,,46.0,,14.0,17.9,,13.8,23.8,22.0,25.0,,14.2,,35.2,,,46.0,22.9,8.0,15.6,,-16.0,-38.0,,,,,27.0,,8.0,,-24.0,-20.1,,-24.2,-14.2,-16.0,-13.0,,-23.8,,-2.8,,,8.0,-15.1,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
01131,18,12.0,15.0,,8.0,0.0,,,,,60.5,,12.0,,7.5,6.0,,2.0,6.8,14.0,20.0,,0.9,,11.3,,,3.0,22.2,-6.0,-3.0,,-10.0,-18.0,,,,,42.5,,-6.0,,-10.5,-12.0,,-16.0,-11.2,-4.0,2.0,,-17.1,,-6.7,,,-15.0,4.2,True,,False,False,,,,,False,,False,,False,False,,False,False,True,True,,False,,False,,,False,True
01133,120,38.0,39.8,,37.0,72.0,,,,,69.7,,65.0,,36.6,32.2,,11.6,31.2,34.0,111.0,,12.7,,31.0,,,23.0,65.1,-82.0,-80.2,,-83.0,-48.0,,,,,-50.3,,-55.0,,-83.4,-87.8,,-108.4,-88.8,-86.0,-9.0,,-107.3,,-89.0,,,-97.0,-54.9,True,,False,True,,,,,True,,True,,False,False,,False,False,False,True,,False,,False,,,False,True
02013,1,6.0,6.2,,2.0,0.0,,,,,5.1,,,,1.6,4.7,,,0.0,5.0,2.0,,0.4,,,,,15.0,3.5,5.0,5.2,,1.0,-1.0,,,,,4.1,,,,0.6,3.7,,,-1.0,4.0,1.0,,-0.6,,,,,14.0,2.5,False,,True,True,,,,,True,,,,True,True,,,True,True,True,,True,,,,,False,True
02016,1,0.0,0.2,,0.0,0.0,,,,,22.2,,,,0.0,2.0,,,0.1,0.0,1.0,,0.5,,,,,0.0,2.0,-1.0,-0.8,,-1.0,-1.0,,,,,21.2,,,,-1.0,1.0,,,-0.9,-1.0,0.0,,-0.5,,,,,-1.0,1.0,True,,False,False,,,,,False,,,,True,True,,,True,False,True,,True,,,,,False,False
02020,1359,974.0,951.3,,944.0,1264.0,,,,,580.1,,,,913.0,676.7,,942.3,1184.4,1440.0,683.0,,1203.2,,682.0,1320.0,,853.0,351.7,-385.0,-407.7,,-415.0,-95.0,,,,,-778.9,,,,-446.0,-682.3,,-416.7,-174.6,81.0,-676.0,,-155.8,,-677.0,-39.0,,-506.0,-1007.3,False,,False,True,,,,,False,,,,False,False,,False,True,True,False,,True,,False,True,,False,False
02050,120,22.0,23.8,,19.0,0.0,,,,,59.7,,,,28.4,20.3,,3.3,17.9,,10.0,,21.1,,24.6,,,20.0,17.4,-98.0,-96.2,,-101.0,-120.0,,,,,-60.3,,,,-91.6,-99.7,,-116.7,-102.1,,-110.0,,-98.9,,-95.4,,,-100.0,-102.6,True,,False,False,,,,,True,,,,True,False,,False,False,,False,,False,,True,,,False,False
02060,0,0.0,0.0,,0.0,0.0,,,,,18.7,,,,0.0,0.0,,0.1,0.0,0.0,0.0,,0.0,,,,,0.0,2.0,0.0,0.0,,0.0,0.0,,,,,18.7,,,,0.0,0.0,,0.1,0.0,0.0,0.0,,0.0,,,,,0.0,2.0,True,,True,True,,,,,False,,,,True,True,,False,True,True,True,,True,,,,,True,False
02068,7,8.0,7.2,,3.0,0.0,,,,,5.3,,,,75.8,5.6,,,0.3,7.0,,,1.9,,,,,18.0,2.3,1.0,0.2,,-4.0,-7.0,,,,,-1.7,,,,68.8,-1.4,,,-6.7,0.0,,,-5.1,,,,,11.0,-4.7,True,,False,False,,,,,False,,,,False,False,,,False,True,,,False,,,,,False,False
02070,6,2.0,1.8,,0.0,0.0,,,,,14.4,,,,1.7,3.6,,0.1,0.0,0.0,2.0,,0.9,,,,,1.0,2.0,-4.0,-4.2,,-6.0,-6.0,,,,,8.4,,,,-4.3,-2.4,,-5.9,-6.0,-6.0,-4.0,,-5.1,,,,,-5.0,-4.0,False,,False,False,,,,,False,,,,False,True,,False,False,False,False,,False,,,,,False,True
02090,477,318.0,319.3,,318.0,385.0,,,,,189.9,,,,309.7,182.5,,385.4,399.7,418.0,229.0,,683.6,,251.4,,,320.0,177.5,-159.0,-157.7,,-159.0,-92.0,,,,,-287.1,,,,-167.3,-294.5,,-91.6,-77.3,-59.0,-248.0,,206.6,,-225.6,,,-157.0,-299.5,True,,False,True,,,,,False,,,,False,False,,True,True,True,False,,False,,False,,,True,False
02100,2,0.0,0.1,,0.0,0.0,,,,,23.2,,,,0.0,0.4,,,0.0,0.0,2.0,,0.0,,,,,0.0,2.0,-2.0,-1.9,,-2.0,-2.0,,,,,21.2,,,,-2.0,-1.6,,,-2.0,-2.0,0.0,,-2.0,,,,,-2.0,-0.0,True,,False,False,,,,,False,,,,True,True,,,True,False,True,,False,,,,,False,True
02105,0,0.0,0.0,,0.0,0.0,,,,,1.8,,,,0.1,1.9,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,1.8,,,,0.1,1.9,,,0.0,0.0,,,0.0,,,,,,,True,,True,True,,,,,False,,,,False,False,,,True,True,,,True,,,,,,
02110,60,24.0,23.8,,24.0,31.0,,,,,146.3,,,,24.6,42.2,,6.5,28.0,,10.0,,14.5,,24.3,,,19.0,50.0,-36.0,-36.2,,-36.0,-29.0,,,,,86.3,,,,-35.4,-17.8,,-53.5,-32.0,,-50.0,,-45.5,,-35.7,,,-41.0,-10.0,False,,False,True,,,,,False,,,,True,True,,False,True,,False,,False,,True,,,False,True
02122,90,32.0,32.4,,31.0,14.0,,,,,95.4,,,,35.1,36.7,,11.7,35.5,71.0,64.0,,41.2,,28.6,,,44.0,18.3,-58.0,-57.6,,-59.0,-76.0,,,,,5.4,,,,-54.9,-53.3,,-78.3,-54.5,-19.0,-26.0,,-48.8,,-61.4,,,-46.0,-71.7,True,,False,False,,,,,True,,,,True,True,,False,True,True,True,,True,,False,,,True,False
02130,9,2.0,1.4,,2.0,0.0,,,,,252.0,,,,1.9,4.1,,1.3,0.0,7.0,,,1.0,,2.5,,,3.0,2.3,-7.0,-7.6,,-7.0,-9.0,,,,,243.0,,,,-7.1,-4.9,,-7.7,-9.0,-2.0,,,-8.0,,-6.5,,,-6.0,-6.7,False,,False,False,,,,,False,,,,False,True,,False,False,True,,,False,,True,,,True,True
02150,18,12.0,13.1,,9.0,,,,,,68.2,,,,15.0,7.5,,1.6,5.3,15.0,28.0,,36.4,,,,,21.0,3.3,-6.0,-4.9,,-9.0,,,,,,50.2,,,,-3.0,-10.5,,-16.4,-12.7,-3.0,10.0,,18.4,,,,,3.0,-14.7,True,,False,,,,,,False,,,,True,False,,False,False,True,False,,False,,,,,True,False
02158,18,4.0,3.7,,2.0,0.0,,,,,39.7,,,,3.7,,,,0.0,0.0,,,0.6,,,,,4.0,,-14.0,-14.3,,-16.0,-18.0,,,,,21.7,,,,-14.3,,,,-18.0,-18.0,,,-17.4,,,,,-14.0,,False,,False,False,,,,,False,,,,False,,,,False,False,,,False,,,,,False,
02164,3,0.0,0.0,,0.0,0.0,,,,,2.3,,,,0.1,1.6,,,0.0,0.0,0.0,,0.0,,,,,,2.0,-3.0,-3.0,,-3.0,-3.0,,,,,-0.7,,,,-2.9,-1.4,,,-3.0,-3.0,-3.0,,-3.0,,,,,,-1.0,False,,False,False,,,,,True,,,,True,True,,,True,False,False,,False,,,,,,True
02170,167,118.0,114.8,,93.0,0.0,,,,,151.2,,,,92.0,112.6,,71.9,118.0,165.0,129.0,,244.1,,94.9,,,146.0,64.4,-49.0,-52.2,,-74.0,-167.0,,,,,-15.8,,,,-75.0,-54.4,,-95.1,-49.0,-2.0,-38.0,,77.1,,-72.1,,,-21.0,-102.6,False,,False,False,,,,,True,,,,False,False,,False,False,True,True,,False,,False,,,True,False
02180,26,32.0,31.4,,13.0,0.0,,,,,129.6,,,,46.9,9.1,,2.5,19.0,25.0,27.0,,11.7,,,,,34.0,9.0,6.0,5.4,,-13.0,-26.0,,,,,103.6,,,,20.9,-16.9,,-23.5,-7.0,-1.0,1.0,,-14.3,,,,,8.0,-17.0,True,,False,False,,,,,False,,,,False,False,,False,False,True,True,,False,,,,,False,False
02185,54,52.0,51.0,,35.0,0.0,,,,,71.6,,,,76.7,20.8,,14.0,43.4,76.0,59.0,,10.2,,,,,42.0,40.2,-2.0,-3.0,,-19.0,-54.0,,,,,17.6,,,,22.7,-33.2,,-40.0,-10.6,22.0,5.0,,-43.8,,,,,-12.0,-13.8,False,,False,False,,,,,False,,,,False,False,,False,False,False,False,,False,,,,,False,False
02188,64,50.0,48.7,,37.0,4.0,,,,,93.2,,,,66.8,10.9,,18.1,37.1,52.0,48.0,,35.4,,,,,25.0,32.0,-14.0,-15.3,,-27.0,-60.0,,,,,29.2,,,,2.8,-53.1,,-45.9,-26.9,-12.0,-16.0,,-28.6,,,,,-39.0,-32.0,False,,False,False,,,,,False,,,,True,False,,False,False,True,False,,False,,,,,False,False
02195,3,2.0,2.0,,1.0,0.0,,,,,21.9,,,,2.3,0.3,,0.1,0.0,0.0,,,4.3,,,,,4.0,,-1.0,-1.0,,-2.0,-3.0,,,,,18.9,,,,-0.7,-2.7,,-2.9,-3.0,-3.0,,,1.3,,,,,1.0,,False,,False,False,,,,,False,,,,True,False,,False,False,False,,,False,,,,,False,
02198,2,0.0,0.3,,0.0,0.0,,,,,51.8,,,,2.3,3.9,,0.8,0.2,0.0,,,11.3,,,,,0.0,,-2.0,-1.7,,-2.0,-2.0,,,,,49.8,,,,0.3,1.9,,-1.2,-1.8,-2.0,,,9.3,,,,,-2.0,,True,,False,False,,,,,False,,,,True,True,,True,True,False,,,False,,,,,False,
02220,1,18.0,17.4,,7.0,,,,,,67.0,,,,16.5,5.8,,1.5,6.9,14.0,7.0,,4.2,,15.3,,,21.0,1.9,17.0,16.4,,6.0,,,,,,66.0,,,,15.5,4.8,,0.5,5.9,13.0,6.0,,3.2,,14.3,,,20.0,0.9,True,,True,,,,,,False,,,,True,True,,True,True,True,True,,True,,True,,,False,True
02230,1,0.0,0.0,,0.0,0.0,,,,,2.2,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,-1.0,-1.0,,-1.0,-1.0,,,,,1.2,,,,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,,,,,,,False,,False,False,,,,,False,,,,False,False,,,True,False,,,False,,,,,,
02240,15,6.0,5.9,,6.0,0.0,,,,,86.8,,,,5.8,2.0,,4.6,9.3,0.0,3.0,,30.3,,,,,8.0,8.6,-9.0,-9.1,,-9.0,-15.0,,,,,71.8,,,,-9.2,-13.0,,-10.4,-5.7,-15.0,-12.0,,15.3,,,,,-7.0,-6.4,False,,False,False,,,,,False,,,,False,False,,False,True,False,False,,False,,,,,True,True
02261,19,8.0,7.8,,2.0,0.0,,,,,36.1,,,,7.6,2.0,,2.5,0.6,,14.0,,0.0,,,,,13.0,4.1,-11.0,-11.2,,-17.0,-19.0,,,,,17.1,,,,-11.4,-16.9,,-16.5,-18.4,,-5.0,,-19.0,,,,,-6.0,-14.9,False,,False,False,,,,,False,,,,False,False,,False,False,,True,,False,,,,,True,False
02275,0,0.0,0.0,,0.0,0.0,,,,,26.9,,,,0.0,0.8,,,0.0,0.0,,,0.4,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,26.9,,,,0.0,0.8,,,0.0,0.0,,,0.4,,,,,0.0,,True,,True,True,,,,,False,,,,False,False,,,False,True,,,False,,,,,True,
02282,3,0.0,0.0,,0.0,0.0,,,,,13.4,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,1.0,2.8,-3.0,-3.0,,-3.0,-3.0,,,,,10.4,,,,-3.0,-3.0,,,-3.0,-3.0,,,-3.0,,,,,-2.0,-0.2,False,,False,False,,,,,False,,,,True,False,,,True,False,,,False,,,,,True,True
02290,14,6.0,5.5,,4.0,0.0,,,,,17.8,,,,6.4,1.7,,3.3,0.9,12.0,,,14.1,,,,,6.0,4.4,-8.0,-8.5,,-10.0,-14.0,,,,,3.8,,,,-7.6,-12.3,,-10.7,-13.1,-2.0,,,0.1,,,,,-8.0,-9.6,False,,False,False,,,,,True,,,,True,False,,False,False,True,,,True,,,,,False,False
04001,207,108.0,105.1,,80.0,86.0,,,,,171.0,,230.0,,113.3,46.4,,48.3,76.6,147.0,157.0,,19.5,,82.5,,,109.0,46.4,-99.0,-101.9,,-127.0,-121.0,,,,,-36.0,,23.0,,-93.7,-160.6,,-158.7,-130.4,-60.0,-50.0,,-187.5,,-124.5,,,-98.0,-160.6,False,,False,False,,,,,True,,True,,True,False,,False,False,True,True,,False,,False,,,True,False
04003,107,34.0,32.9,,30.0,10.0,,,,,63.3,,147.0,,42.4,82.3,,8.4,26.9,35.0,108.0,,23.3,,30.7,,,43.0,30.3,-73.0,-74.1,,-77.0,-97.0,,,,,-43.7,,40.0,,-64.6,-24.7,,-98.6,-80.1,-72.0,1.0,,-83.7,,-76.3,,,-64.0,-76.7,False,,False,False,,,,,True,,True,,True,True,,False,False,True,True,,False,,False,,,True,False
04005,421,446.0,457.5,,298.0,847.0,,,,,398.5,,264.0,,449.7,139.3,,271.5,326.3,747.0,513.0,,129.7,,268.4,362.0,,483.0,199.7,25.0,36.5,,-123.0,426.0,,,,,-22.5,,-157.0,,28.7,-281.7,,-149.5,-94.7,326.0,92.0,,-291.3,,-152.6,-59.0,,62.0,-221.3,False,,False,False,,,,,True,,False,,False,False,,False,False,False,False,,False,,False,False,,False,False
04007,281,280.0,290.6,,202.0,123.0,,,,,43.2,,45.0,,284.5,63.1,,234.9,200.7,396.0,1165.0,,207.4,,209.5,,,463.0,28.0,-1.0,9.6,,-79.0,-158.0,,,,,-237.8,,-236.0,,3.5,-217.9,,-46.1,-80.3,115.0,884.0,,-73.6,,-71.5,,,182.0,-253.0,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
04009,145,118.0,111.6,,88.0,28.0,,,,,58.1,,36.0,,111.2,23.1,,62.1,87.4,157.0,278.0,,86.7,,97.1,,,135.0,119.8,-27.0,-33.4,,-57.0,-117.0,,,,,-86.9,,-109.0,,-33.8,-121.9,,-82.9,-57.6,12.0,133.0,,-58.3,,-47.9,,,-10.0,-25.2,False,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,True,True
04011,15,0.0,0.4,,0.0,0.0,,,,,27.1,,14.0,,0.4,4.5,,1.0,1.1,0.0,2.0,,1.2,,0.1,,,0.0,2.0,-15.0,-14.6,,-15.0,-15.0,,,,,12.1,,-1.0,,-14.6,-10.5,,-14.0,-13.9,-15.0,-13.0,,-13.8,,-14.9,,,-15.0,-13.0,True,,False,False,,,,,True,,True,,True,True,,True,True,False,True,,True,,True,,,False,True
04012,41,8.0,4.4,,7.0,0.0,,,,,169.8,,16.0,,23.6,14.0,,0.9,8.2,13.0,8.0,,1.4,,6.5,,,10.0,16.1,-33.0,-36.6,,-34.0,-41.0,,,,,128.8,,-25.0,,-17.4,-27.0,,-40.1,-32.8,-28.0,-33.0,,-39.6,,-34.5,,,-31.0,-24.9,False,,False,False,,,,,False,,True,,True,True,,False,True,True,False,,False,,False,,,True,True
04013,6234,4010.0,3621.1,3588.3,3402.0,4603.0,,,,,1261.7,,2972.0,,3163.2,2459.1,,3254.7,3410.8,4077.0,13184.0,,2340.2,,3823.8,3246.0,,3339.0,,-2224.0,-2612.9,-2645.7,-2832.0,-1631.0,,,,,-4972.3,,-3262.0,,-3070.8,-3774.9,,-2979.3,-2823.2,-2157.0,6950.0,,-3893.8,,-2410.2,-2988.0,,-2895.0,,False,False,False,True,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,False,,False,
04015,132,140.0,121.9,,116.0,129.0,,,,,91.8,,237.0,,144.9,141.1,,60.5,125.9,161.0,209.0,,34.5,,105.0,90.0,,142.0,106.0,8.0,-10.1,,-16.0,-3.0,,,,,-40.2,,105.0,,12.9,9.1,,-71.5,-6.1,29.0,77.0,,-97.5,,-27.0,-42.0,,10.0,-26.0,False,,False,True,,,,,False,,False,,False,False,,False,True,False,False,,False,,False,False,,False,False
04017,320,66.0,68.7,,56.0,23.0,,,,,191.2,,341.0,,56.4,43.5,,19.5,59.9,74.0,146.0,,24.8,,53.0,,,60.0,106.8,-254.0,-251.3,,-264.0,-297.0,,,,,-128.8,,21.0,,-263.6,-276.5,,-300.5,-260.1,-246.0,-174.0,,-295.2,,-267.0,,,-260.0,-213.2,True,,False,False,,,,,True,,True,,False,False,,False,False,True,True,,False,,False,,,False,True
04019,988,1052.0,1571.7,1083.3,876.0,362.0,,,,,1376.4,,659.0,,956.8,909.3,,731.1,924.2,780.0,1291.0,,420.3,,826.3,632.0,,618.0,1429.6,64.0,583.7,95.3,-112.0,-626.0,,,,,388.4,,-329.0,,-31.2,-78.7,,-256.9,-63.8,-208.0,303.0,,-567.7,,-161.7,-356.0,,-370.0,441.6,False,False,False,False,,,,,False,,False,,True,False,,False,True,False,False,,False,,False,False,,False,False
04021,590,358.0,385.5,367.4,311.0,499.0,,,,,370.0,,252.0,,325.5,280.6,,243.7,350.3,352.0,701.0,,157.5,,294.7,240.0,,369.0,229.0,-232.0,-204.5,-222.6,-279.0,-91.0,,,,,-220.0,,-338.0,,-264.5,-309.4,,-346.3,-239.7,-238.0,111.0,,-432.5,,-295.3,-350.0,,-221.0,-361.0,True,True,False,True,,,,,True,,False,,False,False,,False,False,False,True,,False,,False,False,,True,False
04023,64,96.0,99.8,,69.0,4.0,,,,,131.9,,65.0,,84.7,21.5,,27.0,59.5,88.0,550.0,,193.2,,91.9,,,0.0,46.9,32.0,35.8,,5.0,-60.0,,,,,67.9,,1.0,,20.7,-42.5,,-37.0,-4.5,24.0,486.0,,129.2,,27.9,,,-64.0,-17.1,False,,True,False,,,,,False,,True,,True,False,,False,True,True,False,,False,,True,,,False,True
04025,157,162.0,157.4,,143.0,234.0,,,,,78.9,,163.0,,141.6,157.2,,104.0,142.9,251.0,448.0,,61.7,,153.1,181.0,,169.0,67.4,5.0,0.4,,-14.0,77.0,,,,,-78.1,,6.0,,-15.4,0.2,,-53.0,-14.1,94.0,291.0,,-95.3,,-3.9,24.0,,12.0,-89.6,True,,False,False,,,,,False,,False,,False,True,,False,False,False,False,,False,,True,False,,False,False
04027,376,272.0,268.7,280.7,214.0,229.0,,,,,195.8,,136.0,,235.6,98.1,,110.9,200.1,334.0,680.0,,31.1,,417.1,211.0,,266.0,163.9,-104.0,-107.3,-95.3,-162.0,-147.0,,,,,-180.2,,-240.0,,-140.4,-277.9,,-265.1,-175.9,-42.0,304.0,,-344.9,,41.1,-165.0,,-110.0,-212.1,False,True,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,True,False,,False,False
05001,145,100.0,101.0,,76.0,151.0,,,,,49.0,,76.0,,118.0,37.1,,67.0,82.6,179.0,46.0,,54.5,,56.7,,,86.0,45.6,-45.0,-44.0,,-69.0,6.0,,,,,-96.0,,-69.0,,-27.0,-107.9,,-78.0,-62.4,34.0,-99.0,,-90.5,,-88.3,,,-59.0,-99.4,True,,False,True,,,,,False,,False,,True,False,,False,False,True,False,,False,,False,,,False,False
05003,47,40.0,40.8,,31.0,0.0,,,,,70.3,,53.0,,36.4,19.0,,18.3,28.3,47.0,67.0,,24.9,,35.6,,,36.0,18.4,-7.0,-6.2,,-16.0,-47.0,,,,,23.3,,6.0,,-10.6,-28.0,,-28.7,-18.7,0.0,20.0,,-22.1,,-11.4,,,-11.0,-28.6,True,,False,False,,,,,False,,True,,False,False,,False,False,True,False,,False,,False,,,False,False
05005,135,120.0,110.0,,110.0,111.0,,,,,59.7,,120.0,,161.2,98.0,,67.4,107.9,139.0,26.0,,59.4,,130.5,,,97.0,308.4,-15.0,-25.0,,-25.0,-24.0,,,,,-75.3,,-15.0,,26.2,-37.0,,-67.6,-27.1,4.0,-109.0,,-75.6,,-4.5,,,-38.0,173.4,False,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,True,,,False,False
05007,686,688.0,655.1,,558.0,558.0,,,,,789.3,,866.0,,637.0,196.6,,428.1,591.9,768.0,473.0,,284.0,,514.0,461.0,,542.0,378.0,2.0,-30.9,,-128.0,-128.0,,,,,103.3,,180.0,,-49.0,-489.4,,-257.9,-94.1,82.0,-213.0,,-402.0,,-172.0,-225.0,,-144.0,-308.0,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,False
05009,151,170.0,165.3,,149.0,149.0,,,,,96.8,,196.0,,200.1,95.3,,134.7,142.5,163.0,35.0,,136.0,,145.2,,,138.0,138.7,19.0,14.3,,-2.0,-2.0,,,,,-54.2,,45.0,,49.1,-55.7,,-16.3,-8.5,12.0,-116.0,,-15.0,,-5.8,,,-13.0,-12.3,True,,True,True,,,,,False,,False,,False,False,,True,True,True,False,,True,,True,,,True,True
05011,10,6.0,5.4,,6.0,0.0,,,,,48.2,,40.0,,8.5,12.7,,0.4,6.8,,1.0,,3.4,,10.3,,,3.0,2.8,-4.0,-4.6,,-4.0,-10.0,,,,,38.2,,30.0,,-1.5,2.7,,-9.6,-3.2,,-9.0,,-6.6,,0.3,,,-7.0,-7.2,False,,False,False,,,,,False,,False,,True,True,,False,True,,False,,False,,True,,,False,False
