,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
27007,388,75.0,79.4,,60.0,45.0,,,,,,,,140.0,,111.0,201.4,,18.8,58.8,123.5,57.0,81.0,,2.4,,,,,,52.0,30.1,134.0,-313.0,-308.6,,-328.0,-343.0,,,,,,,,-248.0,,-277.0,-186.6,,-369.2,-329.2,-264.5,-331.0,-307.0,,-385.6,,,,,,-336.0,-357.9,-254.0,True,,False,False,,,,,,,,True,,True,True,,False,False,True,False,True,,False,,,,,,False,False,True
27009,363,105.0,74.6,,88.0,,,,,,,,,212.0,,239.8,161.0,,31.9,105.8,254.2,86.0,83.0,,76.6,,,,,,71.0,43.5,576.8,-258.0,-288.4,,-275.0,,,,,,,,,-151.0,,-123.2,-202.0,,-331.1,-257.2,-108.8,-277.0,-280.0,,-286.4,,,,,,-292.0,-319.5,213.8,False,,False,,,,,,,,,True,,True,True,,False,True,True,False,False,,False,,,,,,False,False,True
27011,78,35.0,29.2,,26.0,0.0,,,,,,,,21.0,,37.8,13.6,,7.9,29.9,,,5.0,,34.7,,,,,,29.0,8.6,84.8,-43.0,-48.8,,-52.0,-78.0,,,,,,,,-57.0,,-40.2,-64.4,,-70.1,-48.1,,,-73.0,,-43.3,,,,,,-49.0,-69.4,6.8,False,,False,False,,,,,,,,False,,True,False,,False,False,,,False,,False,,,,,,False,False,True
27013,467,395.0,306.2,,311.0,446.0,,,,,,,,738.0,,508.1,333.4,,190.9,270.1,362.8,236.0,53.0,,111.7,,384.3,,,,170.0,251.0,449.8,-72.0,-160.8,,-156.0,-21.0,,,,,,,,271.0,,41.1,-133.6,,-276.1,-196.9,-104.2,-231.0,-414.0,,-355.3,,-82.7,,,,-297.0,-216.0,-17.2,False,,False,True,,,,,,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,True
27015,147,30.0,22.1,,26.0,31.0,,,,,,,,80.0,,140.9,76.9,,4.3,29.6,214.1,20.0,52.0,,12.4,,,,,,26.0,13.0,139.0,-117.0,-124.9,,-121.0,-116.0,,,,,,,,-67.0,,-6.1,-70.1,,-142.7,-117.4,67.1,-127.0,-95.0,,-134.6,,,,,,-121.0,-134.0,-8.0,False,,False,True,,,,,,,,True,,True,True,,False,False,True,False,True,,False,,,,,,False,False,True
27017,160,15.0,16.7,,27.0,18.0,,,,,,,,115.0,,163.8,125.1,,4.3,40.8,186.4,32.0,16.0,,11.8,,,,,,37.0,19.7,47.7,-145.0,-143.3,,-133.0,-142.0,,,,,,,,-45.0,,3.8,-34.9,,-155.7,-119.2,26.4,-128.0,-144.0,,-148.2,,,,,,-123.0,-140.3,-112.3,True,,True,True,,,,,,,,True,,True,True,,False,True,True,True,True,,False,,,,,,True,True,True
27019,419,320.0,264.5,,257.0,173.0,,,,,,,,490.0,,468.6,322.2,,91.8,247.2,562.8,188.0,99.0,,161.3,,324.5,,,,192.0,171.6,1385.1,-99.0,-154.5,,-162.0,-246.0,,,,,,,,71.0,,49.6,-96.8,,-327.2,-171.8,143.8,-231.0,-320.0,,-257.7,,-94.5,,,,-227.0,-247.4,966.1,False,,False,False,,,,,,,,True,,True,True,,False,False,False,False,False,,False,,True,,,,False,False,False
27021,182,40.0,32.6,,32.0,0.0,,,,,,,,80.0,,124.8,108.9,,8.2,41.8,115.3,25.0,44.0,,9.5,,,,,,24.0,17.6,52.4,-142.0,-149.4,,-150.0,-182.0,,,,,,,,-102.0,,-57.2,-73.1,,-173.8,-140.2,-66.7,-157.0,-138.0,,-172.5,,,,,,-158.0,-164.4,-129.6,False,,False,False,,,,,,,,True,,True,True,,False,True,True,False,True,,False,,,,,,False,False,True
27023,196,65.0,51.5,,42.0,65.0,,,,,,,,42.0,,65.5,52.6,,9.6,37.7,39.1,24.0,21.0,,36.2,,,,,,38.0,33.1,120.5,-131.0,-144.4,,-154.0,-131.0,,,,,,,,-154.0,,-130.5,-143.4,,-186.4,-158.3,-156.9,-172.0,-175.0,,-159.8,,,,,,-158.0,-162.9,-75.5,False,,False,False,,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,,False,False,True
27025,422,235.0,197.5,,159.0,271.0,,,,,,,,132.0,,472.3,278.6,,59.4,130.9,515.0,110.0,106.0,,57.0,,,,,,207.0,110.4,716.6,-187.0,-224.5,,-263.0,-151.0,,,,,,,,-290.0,,50.3,-143.4,,-362.6,-291.1,93.0,-312.0,-316.0,,-365.1,,,,,,-215.0,-311.6,294.6,False,,False,True,,,,,,,,False,,True,True,,False,False,True,False,False,,False,,,,,,False,False,False
27027,855,635.0,511.6,,403.0,959.0,,,,,,,,456.0,,492.2,123.0,,279.0,417.3,286.7,660.0,236.0,,500.8,,,,,,261.0,138.2,953.0,-220.0,-343.4,,-452.0,104.0,,,,,,,,-399.0,,-362.8,-732.0,,-576.0,-437.7,-568.3,-195.0,-619.0,,-354.2,,,,,,-594.0,-716.8,98.0,False,,False,True,,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,,False,False,True
27029,48,10.0,8.3,,7.0,0.0,,,,,,,,26.0,,12.0,4.2,,3.4,4.2,,1.0,21.0,,8.3,,,,,,9.0,5.6,116.1,-38.0,-39.7,,-41.0,-48.0,,,,,,,,-22.0,,-36.0,-43.8,,-44.6,-43.8,,-47.0,-27.0,,-39.7,,,,,,-39.0,-42.4,68.1,False,,False,False,,,,,,,,True,,True,False,,False,False,,False,True,,False,,,,,,False,False,False
27031,5,0.0,0.5,,0.0,0.0,,,,,,,,16.0,,0.3,1.2,,,0.1,,0.0,4.0,,0.0,,,,,,0.0,5.6,27.7,-5.0,-4.5,,-5.0,-5.0,,,,,,,,11.0,,-4.7,-3.8,,,-4.9,,-5.0,-1.0,,-5.0,,,,,,-5.0,0.6,22.7,True,,False,False,,,,,,,,False,,True,True,,,True,,False,True,,False,,,,,,False,True,False
27033,52,25.0,24.0,,13.0,2.0,,,,,,,,41.0,,16.4,18.7,,2.2,12.1,0.0,,17.0,,16.1,,,,,,6.0,13.9,110.4,-27.0,-28.0,,-39.0,-50.0,,,,,,,,-11.0,,-35.6,-33.3,,-49.8,-39.9,-52.0,,-35.0,,-35.9,,,,,,-46.0,-38.1,58.4,False,,False,False,,,,,,,,True,,False,False,,False,False,False,,False,,False,,,,,,False,False,False
27035,470,160.0,137.1,,123.0,50.0,,,,,,,,231.0,,262.6,302.5,,33.5,117.1,382.9,133.0,41.0,,90.3,,,,,,137.0,74.9,47.9,-310.0,-332.9,,-347.0,-420.0,,,,,,,,-239.0,,-207.4,-167.5,,-436.5,-352.9,-87.1,-337.0,-429.0,,-379.7,,,,,,-333.0,-395.1,-422.1,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,False
27037,2314,1640.0,1232.2,1126.2,1159.0,751.0,,,,,,,,1798.0,,1637.9,1510.4,,1157.7,1119.7,3125.3,773.0,201.0,,947.5,,1450.9,778.0,,,939.0,1030.8,4939.1,-674.0,-1081.8,-1187.8,-1155.0,-1563.0,,,,,,,,-516.0,,-676.1,-803.6,,-1156.3,-1194.3,811.3,-1541.0,-2113.0,,-1366.5,,-863.1,-1536.0,,,-1375.0,-1283.2,2625.1,False,False,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
27039,178,85.0,71.1,,59.0,35.0,,,,,,,,73.0,,182.9,45.2,,36.3,61.7,102.0,50.0,45.0,,26.6,,,,,,45.0,12.2,561.4,-93.0,-106.9,,-119.0,-143.0,,,,,,,,-105.0,,4.9,-132.8,,-141.7,-116.3,-76.0,-128.0,-133.0,,-151.4,,,,,,-133.0,-165.8,383.4,False,,False,False,,,,,,,,False,,True,False,,False,False,True,False,False,,False,,,,,,False,False,False
27041,372,75.0,62.4,,59.0,13.0,,,,,,,,210.0,,200.3,92.4,,15.2,59.6,287.4,42.0,29.0,,25.2,,,,,,65.0,27.8,445.8,-297.0,-309.6,,-313.0,-359.0,,,,,,,,-162.0,,-171.7,-279.6,,-356.8,-312.4,-84.6,-330.0,-343.0,,-346.8,,,,,,-307.0,-344.2,73.8,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,True
27043,80,45.0,37.7,,29.0,37.0,,,,,,,,49.0,,22.8,40.3,,15.6,28.3,120.0,22.0,39.0,,24.6,,,,,,21.0,12.3,229.2,-35.0,-42.3,,-51.0,-43.0,,,,,,,,-31.0,,-57.2,-39.7,,-64.4,-51.7,40.0,-58.0,-41.0,,-55.4,,,,,,-59.0,-67.7,149.2,False,,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
27045,142,10.0,10.2,,8.0,2.0,,,,,,,,75.0,,145.7,36.4,,14.8,10.2,,19.0,5.0,,6.7,,,,,,12.0,11.4,158.2,-132.0,-131.8,,-134.0,-140.0,,,,,,,,-67.0,,3.7,-105.6,,-127.2,-131.8,,-123.0,-137.0,,-135.3,,,,,,-130.0,-130.6,16.2,True,,False,False,,,,,,,,True,,True,True,,True,True,,True,False,,False,,,,,,True,True,True
27047,183,110.0,85.3,,99.0,251.0,,,,,,,,179.0,,305.3,69.7,,41.3,99.5,116.8,167.0,56.0,,150.8,,,,,,51.0,26.9,388.6,-73.0,-97.7,,-84.0,68.0,,,,,,,,-4.0,,122.3,-113.3,,-141.7,-83.5,-66.2,-16.0,-127.0,,-32.2,,,,,,-132.0,-156.1,205.6,False,,False,True,,,,,,,,True,,False,False,,False,False,True,True,False,,True,,,,,,False,False,False
27049,203,95.0,87.4,,79.0,32.0,,,,,,,,180.0,,241.8,133.6,,31.5,88.3,298.6,69.0,56.0,,76.5,,,,,,62.0,33.1,552.1,-108.0,-115.6,,-124.0,-171.0,,,,,,,,-23.0,,38.8,-69.4,,-171.5,-114.7,95.6,-134.0,-147.0,,-126.5,,,,,,-141.0,-169.9,349.1,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,False
27051,29,5.0,2.0,,4.0,0.0,,,,,,,,46.0,,3.7,6.9,,6.2,3.2,,,3.0,,7.4,,,,,,3.0,7.8,25.1,-24.0,-27.0,,-25.0,-29.0,,,,,,,,17.0,,-25.3,-22.1,,-22.8,-25.8,,,-26.0,,-21.6,,,,,,-26.0,-21.2,-3.9,False,,False,False,,,,,,,,True,,False,True,,True,False,,,False,,True,,,,,,False,True,True
27053,7138,2925.0,2563.4,1994.2,2114.0,1084.0,,,,,,,,6131.0,,2234.5,3151.5,,1598.2,2244.1,1925.9,1591.0,1384.0,,2507.3,,2780.3,2290.0,,,1298.0,3272.3,3883.3,-4213.0,-4574.6,-5143.8,-5024.0,-6054.0,,,,,,,,-1007.0,,-4903.5,-3986.5,,-5539.8,-4893.9,-5212.1,-5547.0,-5754.0,,-4630.7,,-4357.7,-4848.0,,,-5840.0,-3865.7,-3254.7,False,False,False,False,,,,,,,,True,,False,True,,False,False,False,False,False,,False,,False,False,,,False,True,True
27055,87,45.0,35.4,,31.0,42.0,,,,,,,,82.0,,182.1,63.8,,17.2,26.2,,19.0,17.0,,5.6,,,,,,37.0,19.2,180.5,-42.0,-51.6,,-56.0,-45.0,,,,,,,,-5.0,,95.1,-23.2,,-69.8,-60.8,,-68.0,-70.0,,-81.4,,,,,,-50.0,-67.8,93.5,False,,False,False,,,,,,,,True,,False,True,,False,False,,False,False,,False,,,,,,False,False,False
27057,234,30.0,22.7,,16.0,0.0,,,,,,,,50.0,,111.8,48.6,,6.7,7.5,,,59.0,,17.6,,,,,,20.0,18.5,53.9,-204.0,-211.3,,-218.0,-234.0,,,,,,,,-184.0,,-122.2,-185.4,,-227.3,-226.5,,,-175.0,,-216.4,,,,,,-214.0,-215.5,-180.1,False,,False,False,,,,,,,,True,,True,True,,False,False,,,True,,False,,,,,,False,False,True
27059,270,60.0,41.6,,57.0,89.0,,,,,,,,105.0,,315.9,119.8,,16.2,59.3,166.9,33.0,44.0,,67.0,,,,,,69.0,47.7,158.7,-210.0,-228.4,,-213.0,-181.0,,,,,,,,-165.0,,45.9,-150.2,,-253.8,-210.7,-103.1,-237.0,-226.0,,-203.0,,,,,,-201.0,-222.3,-111.3,False,,False,True,,,,,,,,True,,True,True,,False,False,True,False,False,,True,,,,,,True,False,True
27061,422,110.0,73.1,,79.0,24.0,,,,,,,,67.0,,157.0,211.9,,39.8,108.3,344.1,,24.0,,116.2,,,,,,80.0,37.0,147.5,-312.0,-348.9,,-343.0,-398.0,,,,,,,,-355.0,,-265.0,-210.1,,-382.2,-313.7,-77.9,,-398.0,,-305.8,,,,,,-342.0,-385.0,-274.5,False,,False,False,,,,,,,,False,,True,True,,False,False,True,,False,,True,,,,,,False,False,True
27063,84,25.0,14.8,,11.0,0.0,,,,,,,,30.0,,9.2,29.5,,2.9,13.1,45.7,20.0,4.0,,8.0,,,,,,11.0,8.5,200.4,-59.0,-69.2,,-73.0,-84.0,,,,,,,,-54.0,,-74.8,-54.5,,-81.1,-70.9,-38.3,-64.0,-80.0,,-76.0,,,,,,-73.0,-75.5,116.4,False,,False,False,,,,,,,,True,,False,True,,False,False,True,False,False,,False,,,,,,False,False,False
27065,99,55.0,46.4,,26.0,27.0,,,,,,,,29.0,,32.6,63.2,,9.0,33.2,,29.0,14.0,,41.8,,,,,,40.0,16.6,114.4,-44.0,-52.6,,-73.0,-72.0,,,,,,,,-70.0,,-66.4,-35.8,,-90.0,-65.8,,-70.0,-85.0,,-57.2,,,,,,-59.0,-82.4,15.4,False,,False,False,,,,,,,,False,,False,True,,False,False,,False,False,,False,,,,,,False,False,True
27067,611,145.0,117.1,,119.0,206.0,,,,,,,,329.0,,205.0,197.0,,28.7,119.7,44.5,99.0,27.0,,155.7,,,,,,43.0,113.5,336.0,-466.0,-493.9,,-492.0,-405.0,,,,,,,,-282.0,,-406.0,-414.0,,-582.3,-491.3,-566.5,-512.0,-584.0,,-455.3,,,,,,-568.0,-497.5,-275.0,False,,False,True,,,,,,,,True,,True,True,,False,False,False,False,False,,True,,,,,,False,False,True
27069,15,15.0,13.4,,3.0,0.0,,,,,,,,8.0,,30.2,6.5,,0.4,2.0,,0.0,10.0,,1.3,,,,,,17.0,6.0,120.0,0.0,-1.6,,-12.0,-15.0,,,,,,,,-7.0,,15.2,-8.5,,-14.6,-13.0,,-15.0,-5.0,,-13.7,,,,,,2.0,-9.0,105.0,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
27071,66,25.0,20.1,,9.0,0.0,,,,,,,,21.0,,21.9,40.5,,5.8,8.5,,18.0,24.0,,0.1,,,,,,16.0,8.8,30.1,-41.0,-45.9,,-57.0,-66.0,,,,,,,,-45.0,,-44.1,-25.5,,-60.2,-57.5,,-48.0,-42.0,,-65.9,,,,,,-50.0,-57.2,-35.9,False,,False,False,,,,,,,,False,,False,True,,False,False,,False,False,,False,,,,,,False,False,True
27073,94,30.0,21.4,,13.0,0.0,,,,,,,,15.0,,51.7,14.6,,5.4,21.5,,,5.0,,13.2,,,,,,40.0,9.2,137.7,-64.0,-72.6,,-81.0,-94.0,,,,,,,,-79.0,,-42.3,-79.4,,-88.6,-72.5,,,-89.0,,-80.8,,,,,,-54.0,-84.8,43.7,False,,False,False,,,,,,,,False,,True,False,,False,False,,,False,,False,,,,,,True,False,True
27075,55,50.0,39.9,,15.0,1.0,,,,,,,,26.0,,47.4,31.5,,6.2,11.1,,,4.0,,12.6,,,,,,50.0,22.7,115.4,-5.0,-15.1,,-40.0,-54.0,,,,,,,,-29.0,,-7.6,-23.5,,-48.8,-43.9,,,-51.0,,-42.4,,,,,,-5.0,-32.3,60.4,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,,False,False,False
27077,23,20.0,16.2,,7.0,0.0,,,,,,,,13.0,,17.3,16.0,,,2.9,,0.0,1.0,,2.7,,,,,,19.0,7.5,167.6,-3.0,-6.8,,-16.0,-23.0,,,,,,,,-10.0,,-5.7,-7.0,,,-20.1,,-23.0,-22.0,,-20.3,,,,,,-4.0,-15.5,144.6,False,,False,False,,,,,,,,False,,False,False,,,False,,False,False,,False,,,,,,False,False,False
27079,154,130.0,66.2,,77.0,63.0,,,,,,,,98.0,,258.3,117.2,,62.3,74.8,243.2,37.0,92.0,,252.9,,,,,,64.0,50.3,602.6,-24.0,-87.8,,-77.0,-91.0,,,,,,,,-56.0,,104.3,-36.8,,-91.7,-79.2,89.2,-117.0,-62.0,,98.9,,,,,,-90.0,-103.7,448.6,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
27081,82,40.0,32.1,,18.0,0.0,,,,,,,,39.0,,21.9,19.8,,6.5,24.9,,23.0,23.0,,3.3,,,,,,12.0,9.0,100.7,-42.0,-49.9,,-64.0,-82.0,,,,,,,,-43.0,,-60.1,-62.2,,-75.5,-57.1,,-59.0,-59.0,,-78.7,,,,,,-70.0,-73.0,18.7,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,True
27083,313,170.0,130.1,,117.0,817.0,,,,,,,,192.0,,204.3,71.1,,25.5,90.2,4.2,62.0,15.0,,131.5,,,,,,42.0,77.2,135.4,-143.0,-182.9,,-196.0,504.0,,,,,,,,-121.0,,-108.7,-241.9,,-287.5,-222.8,-308.8,-251.0,-298.0,,-181.5,,,,,,-271.0,-235.8,-177.6,False,,False,False,,,,,,,,True,,True,False,,False,False,False,False,False,,False,,,,,,False,False,False
27085,146,170.0,130.0,,109.0,22.0,,,,,,,,137.0,,266.0,210.8,,72.5,113.9,378.3,61.0,83.0,,7.4,,,,,,85.0,95.2,433.8,24.0,-16.0,,-37.0,-124.0,,,,,,,,-9.0,,120.0,64.8,,-73.5,-32.1,232.3,-85.0,-63.0,,-138.6,,,,,,-61.0,-50.8,287.8,True,,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
27087,50,20.0,17.6,,7.0,0.0,,,,,,,,20.0,,7.8,14.6,,2.7,4.4,,4.0,8.0,,8.7,,,,,,12.0,6.8,64.4,-30.0,-32.4,,-43.0,-50.0,,,,,,,,-30.0,,-42.2,-35.4,,-47.3,-45.6,,-46.0,-42.0,,-41.4,,,,,,-38.0,-43.2,14.4,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,True
27089,37,10.0,0.0,,5.0,0.0,,,,,,,,22.0,,25.9,19.6,,5.8,15.0,,,6.0,,5.2,,,,,,17.0,7.5,229.0,-27.0,-37.0,,-32.0,-37.0,,,,,,,,-15.0,,-11.1,-17.4,,-31.2,-22.0,,,-31.0,,-31.8,,,,,,-20.0,-29.5,192.0,False,,False,False,,,,,,,,True,,True,True,,False,True,,,False,,False,,,,,,True,False,False
27091,320,55.0,37.6,,43.0,35.0,,,,,,,,69.0,,153.7,54.3,,20.3,56.4,209.1,46.0,15.0,,43.7,,,,,,22.0,12.3,146.2,-265.0,-282.4,,-277.0,-285.0,,,,,,,,-251.0,,-166.3,-265.7,,-299.7,-263.6,-110.9,-274.0,-305.0,,-276.3,,,,,,-298.0,-307.7,-173.8,False,,False,False,,,,,,,,True,,True,False,,False,True,True,False,False,,False,,,,,,False,False,True
27093,160,75.0,56.8,,65.0,258.0,,,,,,,,60.0,,251.9,86.5,,40.4,71.2,156.7,,37.0,,88.6,,,,,,83.0,18.4,964.0,-85.0,-103.2,,-95.0,98.0,,,,,,,,-100.0,,91.9,-73.5,,-119.6,-88.8,-3.3,,-123.0,,-71.4,,,,,,-77.0,-141.6,804.0,False,,False,False,,,,,,,,False,,False,True,,False,False,True,,False,,True,,,,,,True,False,False
27095,214,90.0,68.3,,63.0,236.0,,,,,,,,65.0,,292.3,135.5,,10.2,40.8,166.2,,58.0,,68.8,,,,,,87.0,48.6,137.0,-124.0,-145.7,,-151.0,22.0,,,,,,,,-149.0,,78.3,-78.5,,-203.8,-173.2,-47.8,,-156.0,,-145.2,,,,,,-127.0,-165.4,-77.0,False,,False,True,,,,,,,,False,,True,True,,False,False,True,,False,,False,,,,,,False,False,True
27097,396,175.0,147.2,,133.0,470.0,,,,,,,,156.0,,343.5,154.2,,29.6,88.4,235.7,133.0,141.0,,99.4,,,,,,208.0,72.5,842.1,-221.0,-248.8,,-263.0,74.0,,,,,,,,-240.0,,-52.5,-241.8,,-366.4,-307.6,-160.3,-263.0,-255.0,,-296.6,,,,,,-188.0,-323.5,446.1,False,,False,True,,,,,,,,False,,True,False,,False,False,True,False,False,,False,,,,,,True,False,False
27099,256,110.0,87.6,,86.0,79.0,,,,,,,,310.0,,202.2,79.1,,23.0,99.3,4.3,89.0,58.0,,122.7,,53.1,,,,18.0,51.9,348.2,-146.0,-168.4,,-170.0,-177.0,,,,,,,,54.0,,-53.8,-176.9,,-233.0,-156.7,-251.7,-167.0,-198.0,,-133.3,,-202.9,,,,-238.0,-204.1,92.2,False,,False,False,,,,,,,,True,,True,False,,False,False,False,False,False,,True,,False,,,,False,False,True
27101,96,5.0,5.2,,8.0,0.0,,,,,,,,30.0,,8.7,21.4,,0.1,7.5,27.4,14.0,4.0,,17.9,,,,,,5.0,11.4,108.9,-91.0,-90.8,,-88.0,-96.0,,,,,,,,-66.0,,-87.3,-74.6,,-95.9,-88.5,-68.6,-82.0,-92.0,,-78.1,,,,,,-91.0,-84.6,12.9,True,,True,False,,,,,,,,True,,True,True,,False,True,True,True,False,,True,,,,,,False,True,True
27103,189,95.0,82.6,,71.0,45.0,,,,,,,,157.0,,210.2,107.8,,48.7,65.6,183.2,72.0,62.0,,46.3,,,,,,46.0,38.8,196.4,-94.0,-106.4,,-118.0,-144.0,,,,,,,,-32.0,,21.2,-81.2,,-140.3,-123.4,-5.8,-117.0,-127.0,,-142.7,,,,,,-143.0,-150.2,7.4,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,True
27105,200,90.0,68.9,,63.0,,,,,,,,,155.0,,144.3,66.5,,10.9,60.0,5.7,,12.0,,87.9,,33.4,,,,0.0,35.4,312.6,-110.0,-131.1,,-137.0,,,,,,,,,-45.0,,-55.7,-133.5,,-189.1,-140.0,-194.3,,-188.0,,-112.1,,-166.6,,,,-200.0,-164.6,112.6,False,,False,,,,,,,,,True,,True,False,,False,False,False,,False,,False,,False,,,,False,False,False
27107,42,5.0,6.0,,4.0,0.0,,,,,,,,26.0,,8.5,10.1,,3.4,0.4,,0.0,4.0,,3.8,,,,,,3.0,8.6,80.2,-37.0,-36.0,,-38.0,-42.0,,,,,,,,-16.0,,-33.5,-31.9,,-38.6,-41.6,,-42.0,-38.0,,-38.2,,,,,,-39.0,-33.4,38.2,True,,False,False,,,,,,,,True,,True,True,,False,False,,False,False,,False,,,,,,False,True,False
27109,865,285.0,255.6,,209.0,189.0,,,,,,,,1116.0,,367.0,287.7,,159.9,264.6,410.0,170.0,245.0,,207.1,,158.5,185.0,,,172.0,188.2,506.8,-580.0,-609.4,,-656.0,-676.0,,,,,,,,251.0,,-498.0,-577.3,,-705.1,-600.4,-455.0,-695.0,-620.0,,-657.9,,-706.5,-680.0,,,-693.0,-676.8,-358.2,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,False,False,,,False,False,True
27111,363,90.0,63.2,,84.0,122.0,,,,,,,,286.0,,171.9,255.5,,18.5,90.7,460.9,63.0,46.0,,48.2,,,,,,89.0,72.7,135.4,-273.0,-299.8,,-279.0,-241.0,,,,,,,,-77.0,,-191.1,-107.5,,-344.5,-272.3,97.9,-300.0,-317.0,,-314.8,,,,,,-274.0,-290.3,-227.6,False,,False,True,,,,,,,,True,,True,True,,False,True,True,False,False,,False,,,,,,False,False,True
27113,55,10.0,6.8,,16.0,110.0,,,,,,,,46.0,,21.0,27.4,,23.7,13.8,91.3,,6.0,,10.3,,,,,,16.0,15.8,26.7,-45.0,-48.2,,-39.0,55.0,,,,,,,,-9.0,,-34.0,-27.6,,-31.3,-41.2,36.3,,-49.0,,-44.7,,,,,,-39.0,-39.2,-28.3,False,,True,False,,,,,,,,True,,True,True,,True,True,True,,False,,True,,,,,,True,True,True
27115,319,75.0,60.3,,59.0,122.0,,,,,,,,67.0,,216.1,87.8,,13.9,56.9,72.9,40.0,20.0,,103.4,,,,,,42.0,25.1,105.7,-244.0,-258.7,,-260.0,-197.0,,,,,,,,-252.0,,-102.9,-231.2,,-305.1,-262.1,-246.1,-279.0,-299.0,,-215.6,,,,,,-277.0,-293.9,-213.3,False,,False,True,,,,,,,,False,,True,True,,False,False,False,False,False,,True,,,,,,False,False,True
27117,123,15.0,7.3,,13.0,0.0,,,,,,,,48.0,,32.3,35.2,,1.9,16.2,0.0,30.0,14.0,,58.4,,,,,,10.0,19.9,282.6,-108.0,-115.7,,-110.0,-123.0,,,,,,,,-75.0,,-90.7,-87.8,,-121.1,-106.8,-123.0,-93.0,-109.0,,-64.6,,,,,,-113.0,-103.1,159.6,False,,False,False,,,,,,,,True,,True,True,,False,True,False,True,False,,True,,,,,,False,True,False
