,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
16019,2023,1498.0,,,,590.0,468.6,1133.2,723.4,905.5,,730.0,-525.0,,,,-1433.0,-1554.4,-889.8,-1299.7,-1117.5,,-1293.0,,,,False,False,False,False,False,,False
16021,51,7.0,,,,35.0,,,0.7,34.6,,2.0,-44.0,,,,-16.0,,,-50.3,-16.4,,-49.0,,,,True,,,False,True,,False
16023,67,42.0,,,,0.0,,,30.1,18.3,,72.0,-25.0,,,,-67.0,,,-36.9,-48.7,,5.0,,,,False,,,False,False,,True
16025,34,14.0,,,,0.0,0.1,,1.0,4.8,,35.0,-20.0,,,,-34.0,-33.9,,-33.0,-29.2,,1.0,,,,False,False,,False,False,,True
16027,2024,2737.0,,,,2431.0,2378.5,876.6,1028.2,1321.9,,734.0,713.0,,,,407.0,354.5,-1147.4,-995.8,-702.1,,-1290.0,,,,True,True,False,False,True,,False
16029,159,28.0,,,,7.0,5.2,,0.7,43.0,,15.0,-131.0,,,,-152.0,-153.8,,-158.3,-116.0,,-144.0,,,,False,False,,False,True,,False
16031,533,70.0,,,,151.0,7.4,0.0,7.9,104.7,,20.0,-463.0,,,,-382.0,-525.6,-533.0,-525.1,-428.3,,-513.0,,,,True,False,False,False,True,,False
16033,20,35.0,,,,0.0,,,16.0,,,8.0,15.0,,,,-20.0,,,-4.0,,,-12.0,,,,False,,,True,,,True
16035,100,7.0,,,,28.0,,,3.2,,,6.0,-93.0,,,,-72.0,,,-96.8,,,-94.0,,,,True,,,False,,,False
16037,62,91.0,,,,1.0,3.0,,23.0,,,122.0,29.0,,,,-61.0,-59.0,,-39.0,,,60.0,,,,False,False,,False,,,False
16039,170,133.0,,,,167.0,23.3,180.6,44.1,77.5,,94.0,-37.0,,,,-3.0,-146.7,10.6,-125.9,-92.5,,-76.0,,,,True,False,True,False,False,,False
16041,213,14.0,,,,28.0,9.7,,10.5,33.5,,9.0,-199.0,,,,-185.0,-203.3,,-202.5,-179.5,,-204.0,,,,True,False,,False,True,,False
16043,243,98.0,,,,18.0,11.1,99.7,9.0,108.3,,34.0,-145.0,,,,-225.0,-231.9,-143.3,-234.0,-134.7,,-209.0,,,,False,False,True,False,True,,False
16045,178,35.0,,,,133.0,4.4,65.5,17.1,16.8,,21.0,-143.0,,,,-45.0,-173.6,-112.5,-160.9,-161.2,,-157.0,,,,True,False,True,False,False,,False
16047,212,196.0,,,,109.0,31.0,83.9,416.3,265.5,,153.0,-16.0,,,,-103.0,-181.0,-128.1,204.3,53.5,,-59.0,,,,False,False,False,False,False,,False
16049,248,7.0,,,,49.0,2.1,,1.6,19.5,,5.0,-241.0,,,,-199.0,-245.9,,-246.4,-228.5,,-243.0,,,,True,False,,False,True,,False
16051,487,294.0,,,,91.0,70.4,180.4,63.1,300.9,,147.0,-193.0,,,,-396.0,-416.6,-306.6,-423.9,-186.1,,-340.0,,,,False,False,False,False,True,,False
16053,357,252.0,,,,134.0,28.8,96.7,180.5,163.0,,139.0,-105.0,,,,-223.0,-328.2,-260.3,-176.5,-194.0,,-218.0,,,,False,False,False,False,False,,False
16055,1188,749.0,,,,863.0,185.4,452.3,170.7,561.4,,230.0,-439.0,,,,-325.0,-1002.6,-735.7,-1017.3,-626.6,,-958.0,,,,True,False,False,False,False,,False
16057,574,399.0,,,,293.0,81.9,21.9,21.4,428.9,,405.0,-175.0,,,,-281.0,-492.1,-552.1,-552.6,-145.1,,-169.0,,,,False,False,False,False,True,,True
16059,102,49.0,,,,12.0,9.8,,24.6,,,17.0,-53.0,,,,-90.0,-92.2,,-77.4,,,-85.0,,,,False,False,,False,,,False
16061,67,0.0,,,,1.0,,,0.0,,,,-67.0,,,,-66.0,,,-67.0,,,,,,,True,,,False,,,
16063,66,28.0,,,,22.0,2.9,,1.5,16.0,,12.0,-38.0,,,,-44.0,-63.1,,-64.5,-50.0,,-54.0,,,,False,False,,False,False,,False
16065,1667,175.0,,,,180.0,18.1,97.4,91.7,42.3,,112.0,-1492.0,,,,-1487.0,-1648.9,-1569.6,-1575.3,-1624.7,,-1555.0,,,,True,False,False,False,False,,False
16067,486,189.0,,,,110.0,13.0,0.0,51.0,113.8,,69.0,-297.0,,,,-376.0,-473.0,-486.0,-435.0,-372.2,,-417.0,,,,False,False,False,False,False,,False
16069,332,399.0,,,,335.0,71.1,506.9,27.6,531.1,,481.0,67.0,,,,3.0,-260.9,174.9,-304.4,199.1,,149.0,,,,True,False,False,False,False,,False
16071,13,21.0,,,,7.0,,,2.0,,,14.0,8.0,,,,-6.0,,,-10.9,,,1.0,,,,True,,,False,,,True
16073,66,70.0,,,,192.0,31.9,0.0,11.9,122.7,,22.0,4.0,,,,126.0,-34.1,-66.0,-54.1,56.7,,-44.0,,,,False,False,False,False,False,,False
16075,416,714.0,,,,236.0,677.5,126.5,252.8,280.9,,321.0,298.0,,,,-180.0,261.5,-289.5,-163.2,-135.1,,-95.0,,,,True,True,True,True,True,,True
16077,223,161.0,,,,25.0,154.0,33.2,49.7,111.2,,123.0,-62.0,,,,-198.0,-69.0,-189.8,-173.3,-111.8,,-100.0,,,,False,False,False,False,False,,False
16079,34,91.0,,,,47.0,,48.6,7.4,307.8,,20.0,57.0,,,,13.0,,14.6,-26.6,273.8,,-14.0,,,,True,,True,True,False,,True
16081,129,56.0,,,,21.0,3.5,35.8,71.2,59.5,,35.0,-73.0,,,,-108.0,-125.5,-93.2,-57.8,-69.5,,-94.0,,,,False,False,False,True,True,,False
16083,1598,532.0,,,,378.0,293.8,294.2,69.9,413.1,,183.0,-1066.0,,,,-1220.0,-1304.2,-1303.8,-1528.1,-1184.9,,-1415.0,,,,False,False,False,False,False,,False
16085,23,42.0,,,,30.0,16.6,,1.9,101.4,,9.0,19.0,,,,7.0,-6.4,,-21.1,78.4,,-14.0,,,,True,True,,False,False,,True
16087,152,98.0,,,,106.0,44.2,0.0,36.3,201.9,,32.0,-54.0,,,,-46.0,-107.8,-152.0,-115.7,49.9,,-120.0,,,,True,False,False,False,True,,False
17001,780,399.0,,,,852.0,163.9,482.4,89.8,229.7,,116.0,-381.0,,,,72.0,-616.1,-297.6,-690.2,-550.3,,-664.0,,,,True,False,True,False,False,,False
17003,61,28.0,,,,36.0,19.3,,14.0,47.2,,32.0,-33.0,,,,-25.0,-41.7,,-47.0,-13.8,,-29.0,,,,True,False,,False,True,,True
17005,309,217.0,,,,152.0,89.3,80.4,68.8,170.7,,142.0,-92.0,,,,-157.0,-219.7,-228.6,-240.2,-138.3,,-167.0,,,,False,False,False,False,False,,False
17007,741,287.0,,,,482.0,43.0,143.5,0.0,214.8,,288.0,-454.0,,,,-259.0,-698.0,-597.5,-741.0,-526.2,,-453.0,,,,True,False,False,False,False,,True
17009,75,35.0,,,,155.0,2.4,,4.9,12.0,,148.0,-40.0,,,,80.0,-72.6,,-70.1,-63.0,,73.0,,,,False,False,,False,False,,False
17011,475,315.0,,,,211.0,82.5,339.5,99.8,361.8,,168.0,-160.0,,,,-264.0,-392.5,-135.5,-375.2,-113.2,,-307.0,,,,False,False,True,False,True,,False
17013,45,49.0,,,,30.0,3.0,,2.7,,,25.0,4.0,,,,-15.0,-42.0,,-42.3,,,-20.0,,,,False,False,,False,,,False
17015,222,147.0,,,,92.0,75.1,104.7,44.6,179.3,,91.0,-75.0,,,,-130.0,-146.9,-117.3,-177.4,-42.7,,-131.0,,,,False,False,False,False,True,,False
17017,151,105.0,,,,108.0,16.8,78.7,49.6,111.5,,44.0,-46.0,,,,-43.0,-134.2,-72.3,-101.4,-39.5,,-107.0,,,,True,False,False,False,True,,False
17019,3266,3073.0,,,,1604.0,2467.0,1250.6,2727.0,1962.3,,3517.0,-193.0,,,,-1662.0,-799.0,-2015.4,-539.0,-1303.7,,251.0,,,,False,False,False,False,False,,False
17021,520,336.0,,,,232.0,167.2,238.1,209.0,164.0,,526.0,-184.0,,,,-288.0,-352.8,-281.9,-311.0,-356.0,,6.0,,,,False,False,False,False,False,,True
17023,136,28.0,,,,90.0,2.2,195.1,5.9,73.1,,37.0,-108.0,,,,-46.0,-133.8,59.1,-130.1,-62.9,,-99.0,,,,True,False,True,False,True,,True
17025,198,119.0,,,,82.0,18.7,,0.0,,,92.0,-79.0,,,,-116.0,-179.3,,-198.0,,,-106.0,,,,False,False,,False,,,False
17027,850,819.0,,,,315.0,263.9,341.3,402.4,923.2,,341.0,-31.0,,,,-535.0,-586.1,-508.7,-447.6,73.2,,-509.0,,,,False,False,False,False,False,,False
17029,822,1246.0,,,,546.0,507.1,286.5,2891.3,700.0,,504.0,424.0,,,,-276.0,-314.9,-535.5,2069.3,-122.0,,-318.0,,,,True,True,False,False,True,,True
17031,37096,31899.0,,,,26644.0,19824.6,3028.1,19844.9,29464.3,,19607.0,-5197.0,,,,-10452.0,-17271.4,-34067.9,-17251.1,-7631.7,,-17489.0,,,,False,False,False,False,False,,False
17033,532,196.0,,,,119.0,34.8,,15.4,95.1,,299.0,-336.0,,,,-413.0,-497.2,,-516.6,-436.9,,-233.0,,,,False,False,,False,False,,True
17035,114,210.0,,,,60.0,90.7,79.0,121.3,250.7,,120.0,96.0,,,,-54.0,-23.3,-35.0,7.3,136.7,,6.0,,,,True,True,True,True,False,,True
17037,945,378.0,,,,787.0,70.0,343.6,172.9,312.1,,255.0,-567.0,,,,-158.0,-875.0,-601.4,-772.1,-632.9,,-690.0,,,,True,False,False,False,False,,False
17039,182,28.0,,,,76.0,10.7,,13.5,38.7,,32.0,-154.0,,,,-106.0,-171.3,,-168.5,-143.3,,-150.0,,,,True,False,,False,True,,True
17041,303,182.0,,,,112.0,153.4,150.0,55.5,241.3,,117.0,-121.0,,,,-191.0,-149.6,-153.0,-247.5,-61.7,,-186.0,,,,False,False,False,False,True,,False
17043,6079,4984.0,,,,5342.0,2412.5,1136.5,3199.3,5285.9,,3483.0,-1095.0,,,,-737.0,-3666.5,-4942.5,-2879.7,-793.1,,-2596.0,,,,True,False,False,False,True,,False
17045,58,168.0,,,,92.0,54.7,,32.4,159.6,,147.0,110.0,,,,34.0,-3.3,,-25.6,101.6,,89.0,,,,True,True,,True,True,,True
17047,60,49.0,,,,23.0,5.5,,7.4,,,53.0,-11.0,,,,-37.0,-54.5,,-52.6,,,-7.0,,,,False,False,,False,,,True
17049,551,973.0,,,,304.0,1499.7,164.7,362.3,933.3,,395.0,422.0,,,,-247.0,948.7,-386.3,-188.7,382.3,,-156.0,,,,True,False,True,True,True,,True
17051,452,385.0,,,,206.0,169.7,185.7,0.0,178.6,,346.0,-67.0,,,,-246.0,-282.3,-266.3,-452.0,-273.4,,-106.0,,,,False,False,False,False,False,,False
17053,99,14.0,,,,60.0,29.3,,18.5,40.1,,11.0,-85.0,,,,-39.0,-69.7,,-80.5,-58.9,,-88.0,,,,True,True,,True,True,,False
17055,478,350.0,,,,285.0,284.9,336.8,250.9,262.1,,192.0,-128.0,,,,-193.0,-193.1,-141.2,-227.1,-215.9,,-286.0,,,,False,False,False,False,False,,False
17057,293,84.0,,,,247.0,28.3,,38.7,145.9,,112.0,-209.0,,,,-46.0,-264.7,,-254.3,-147.1,,-181.0,,,,True,False,,False,True,,True
17059,42,14.0,,,,27.0,9.5,,0.7,111.9,,13.0,-28.0,,,,-15.0,-32.5,,-41.3,69.9,,-29.0,,,,True,False,,False,False,,False
17061,159,70.0,,,,182.0,17.8,82.4,16.5,205.6,,28.0,-89.0,,,,23.0,-141.2,-76.6,-142.5,46.6,,-131.0,,,,True,False,True,False,True,,False
17063,375,322.0,,,,303.0,77.0,351.8,135.4,284.0,,213.0,-53.0,,,,-72.0,-298.0,-23.2,-239.6,-91.0,,-162.0,,,,False,False,True,False,False,,False
17065,61,35.0,,,,63.0,15.5,,28.0,,,9.0,-26.0,,,,2.0,-45.5,,-33.0,,,-52.0,,,,True,False,,False,,,False
17067,150,133.0,,,,149.0,35.9,134.9,17.3,113.7,,51.0,-17.0,,,,-1.0,-114.1,-15.1,-132.7,-36.3,,-99.0,,,,True,False,True,False,False,,False
17069,32,0.0,,,,17.0,1.2,,4.6,,,0.0,-32.0,,,,-15.0,-30.8,,-27.4,,,-32.0,,,,True,True,,True,,,False
17071,57,112.0,,,,39.0,5.6,,153.4,,,83.0,55.0,,,,-18.0,-51.4,,96.4,,,26.0,,,,True,True,,False,,,True
17073,333,609.0,,,,380.0,226.2,449.5,322.1,482.3,,448.0,276.0,,,,47.0,-106.8,116.5,-10.9,149.3,,115.0,,,,True,True,True,True,True,,True
17075,152,77.0,,,,146.0,21.5,75.4,21.6,98.8,,44.0,-75.0,,,,-6.0,-130.5,-76.6,-130.4,-53.2,,-108.0,,,,True,False,False,False,True,,False
17077,506,567.0,,,,753.0,117.7,347.1,38.7,572.2,,312.0,61.0,,,,247.0,-388.3,-158.9,-467.3,66.2,,-194.0,,,,False,False,False,False,False,,False
17079,117,259.0,,,,45.0,131.5,33.9,619.0,140.7,,181.0,142.0,,,,-72.0,14.5,-83.1,502.0,23.7,,64.0,,,,True,True,True,False,True,,True
17081,400,441.0,,,,361.0,163.3,523.6,145.2,574.6,,225.0,41.0,,,,-39.0,-236.7,123.6,-254.8,174.6,,-175.0,,,,True,False,False,False,False,,False
17083,173,434.0,,,,189.0,300.7,110.5,82.5,665.7,,192.0,261.0,,,,16.0,127.7,-62.5,-90.5,492.7,,19.0,,,,True,True,True,True,False,,True
17085,228,98.0,,,,117.0,7.7,348.7,22.9,71.3,,74.0,-130.0,,,,-111.0,-220.3,120.7,-205.1,-156.7,,-154.0,,,,True,False,True,False,False,,False
17087,195,175.0,,,,112.0,105.7,128.8,105.4,244.1,,143.0,-20.0,,,,-83.0,-89.3,-66.2,-89.6,49.1,,-52.0,,,,False,False,False,False,False,,False
17089,3992,2779.0,,,,3965.0,1056.1,895.4,3895.8,1986.0,,1562.0,-1213.0,,,,-27.0,-2935.9,-3096.6,-96.2,-2006.0,,-2430.0,,,,True,False,False,True,False,,False
17091,934,1057.0,,,,834.0,1169.9,512.7,609.3,888.7,,778.0,123.0,,,,-100.0,235.9,-421.3,-324.7,-45.3,,-156.0,,,,True,False,False,False,True,,False
17093,779,490.0,,,,688.0,127.2,445.5,230.4,431.2,,276.0,-289.0,,,,-91.0,-651.8,-333.5,-548.6,-347.8,,-503.0,,,,True,False,False,False,False,,False
17095,613,182.0,,,,462.0,90.8,410.5,10.1,545.2,,77.0,-431.0,,,,-151.0,-522.2,-202.5,-602.9,-67.8,,-536.0,,,,True,False,True,False,True,,False
17097,4797,4529.0,,,,4774.0,2692.4,1265.0,2799.2,5867.1,,2677.0,-268.0,,,,-23.0,-2104.6,-3532.0,-1997.8,1070.1,,-2120.0,,,,True,False,False,False,False,,False
17099,909,938.0,,,,680.0,429.7,1077.7,320.7,368.5,,449.0,29.0,,,,-229.0,-479.3,168.7,-588.3,-540.5,,-460.0,,,,False,False,False,False,False,,False
17101,194,217.0,,,,137.0,973.4,142.7,45.4,157.3,,231.0,23.0,,,,-57.0,779.4,-51.3,-148.6,-36.7,,37.0,,,,False,False,False,False,False,,False
17103,327,189.0,,,,281.0,45.6,245.7,109.3,177.9,,195.0,-138.0,,,,-46.0,-281.4,-81.3,-217.7,-149.1,,-132.0,,,,True,False,True,False,False,,True
17105,348,112.0,,,,186.0,25.3,323.5,12.1,265.8,,75.0,-236.0,,,,-162.0,-322.7,-24.5,-335.9,-82.2,,-273.0,,,,True,False,True,False,True,,False
17107,272,252.0,,,,182.0,88.2,302.3,3.0,213.4,,94.0,-20.0,,,,-90.0,-183.8,30.3,-269.0,-58.6,,-178.0,,,,False,False,False,False,False,,False
17109,443,238.0,,,,371.0,77.3,54.7,59.5,110.1,,555.0,-205.0,,,,-72.0,-365.7,-388.3,-383.5,-332.9,,112.0,,,,True,False,False,False,False,,True
17111,1696,1624.0,,,,1881.0,535.8,1310.1,573.4,1368.8,,1313.0,-72.0,,,,185.0,-1160.2,-385.9,-1122.6,-327.2,,-383.0,,,,False,False,False,False,False,,False
17113,2360,3290.0,,,,994.0,9418.8,1799.2,1865.2,1477.9,,2905.0,930.0,,,,-1366.0,7058.8,-560.8,-494.8,-882.1,,545.0,,,,False,False,True,True,True,,True
17115,1504,651.0,,,,663.0,328.5,763.4,15.1,574.2,,483.0,-853.0,,,,-841.0,-1175.5,-740.6,-1488.9,-929.8,,-1021.0,,,,True,False,True,False,False,,False
17117,366,385.0,,,,315.0,133.7,318.3,136.6,243.3,,234.0,19.0,,,,-51.0,-232.3,-47.7,-229.4,-122.7,,-132.0,,,,False,False,False,False,False,,False
17119,2729,3171.0,,,,2074.0,2896.2,1561.0,2285.3,2483.0,,1515.0,442.0,,,,-655.0,167.2,-1168.0,-443.7,-246.0,,-1214.0,,,,False,True,False,False,True,,False
17121,560,294.0,,,,259.0,39.5,343.0,115.0,223.6,,243.0,-266.0,,,,-301.0,-520.5,-217.0,-445.0,-336.4,,-317.0,,,,False,False,True,False,False,,False
17123,87,49.0,,,,37.0,15.6,,24.6,81.6,,70.0,-38.0,,,,-50.0,-71.4,,-62.4,-5.4,,-17.0,,,,False,False,,False,True,,True
17125,147,98.0,,,,84.0,29.7,,0.0,103.6,,94.0,-49.0,,,,-63.0,-117.3,,-147.0,-43.4,,-53.0,,,,False,False,,False,True,,False
17127,73,98.0,,,,134.0,28.6,,41.1,122.7,,193.0,25.0,,,,61.0,-44.4,,-31.9,49.7,,120.0,,,,False,False,,False,False,,False
17129,91,42.0,,,,54.0,9.8,,5.8,23.7,,41.0,-49.0,,,,-37.0,-81.2,,-85.2,-67.3,,-50.0,,,,True,False,,False,False,,False
17131,115,56.0,,,,108.0,23.8,,20.1,21.2,,91.0,-59.0,,,,-7.0,-91.2,,-95.0,-93.8,,-24.0,,,,True,False,,False,False,,True
17133,394,371.0,,,,244.0,129.1,112.2,95.5,225.2,,265.0,-23.0,,,,-150.0,-264.9,-281.8,-298.5,-168.8,,-129.0,,,,False,False,False,False,False,,False
17135,284,224.0,,,,277.0,33.6,169.8,23.5,103.1,,242.0,-60.0,,,,-7.0,-250.4,-114.2,-260.5,-180.9,,-42.0,,,,True,False,False,False,False,,True
17137,306,280.0,,,,360.0,21.6,329.7,19.9,289.5,,72.0,-26.0,,,,54.0,-284.4,23.7,-286.1,-16.5,,-234.0,,,,False,False,True,False,True,,False
17139,195,168.0,,,,78.0,135.7,213.6,81.4,186.4,,76.0,-27.0,,,,-117.0,-59.3,18.6,-113.6,-8.6,,-119.0,,,,False,False,True,False,True,,False
17141,542,133.0,,,,288.0,10.5,146.9,34.1,84.3,,56.0,-409.0,,,,-254.0,-531.5,-395.1,-507.9,-457.7,,-486.0,,,,True,False,True,False,False,,False
17143,1841,1281.0,,,,1748.0,449.9,935.0,554.6,1068.3,,607.0,-560.0,,,,-93.0,-1391.1,-906.0,-1286.4,-772.7,,-1234.0,,,,True,False,False,False,False,,False
17145,114,224.0,,,,221.0,37.5,163.8,22.0,823.2,,93.0,110.0,,,,107.0,-76.5,49.8,-92.0,709.2,,-21.0,,,,True,True,True,True,False,,True
17147,124,49.0,,,,65.0,46.9,,15.3,39.4,,22.0,-75.0,,,,-59.0,-77.1,,-108.7,-84.6,,-102.0,,,,True,False,,False,False,,False
17149,169,140.0,,,,123.0,34.1,,12.2,,,123.0,-29.0,,,,-46.0,-134.9,,-156.8,,,-46.0,,,,False,False,,False,,,False
17151,18,49.0,,,,14.0,2.4,,4.9,,,127.0,31.0,,,,-4.0,-15.6,,-13.1,,,109.0,,,,True,True,,True,,,False
17153,102,119.0,,,,53.0,56.1,22.3,173.6,45.2,,79.0,17.0,,,,-49.0,-45.9,-79.7,71.6,-56.8,,-23.0,,,,False,False,False,False,False,,False
17155,66,28.0,,,,15.0,3.6,,40.2,,,118.0,-38.0,,,,-51.0,-62.4,,-25.8,,,52.0,,,,False,False,,True,,,False
17157,405,721.0,,,,401.0,121.6,301.7,414.8,483.7,,269.0,316.0,,,,-4.0,-283.4,-103.3,9.8,78.7,,-136.0,,,,True,True,True,True,True,,True
17159,247,63.0,,,,103.0,16.8,,0.7,,,34.0,-184.0,,,,-144.0,-230.2,,-246.3,,,-213.0,,,,True,False,,False,,,False
17161,1420,1246.0,,,,1398.0,960.6,528.2,922.8,746.7,,996.0,-174.0,,,,-22.0,-459.4,-891.8,-497.2,-673.3,,-424.0,,,,True,False,False,False,False,,False
17163,2233,2891.0,,,,2201.0,983.3,1215.6,1744.3,2248.9,,1416.0,658.0,,,,-32.0,-1249.7,-1017.4,-488.7,15.9,,-817.0,,,,True,False,False,True,True,,False
17165,317,70.0,,,,262.0,4.5,132.8,3.7,152.7,,49.0,-247.0,,,,-55.0,-312.5,-184.2,-313.3,-164.3,,-268.0,,,,True,False,True,False,True,,False
17167,1606,1057.0,,,,1377.0,483.2,784.6,305.6,745.5,,551.0,-549.0,,,,-229.0,-1122.8,-821.4,-1300.4,-860.5,,-1055.0,,,,True,False,False,False,False,,False
17169,61,0.0,,,,60.0,4.7,,0.4,2.7,,0.0,-61.0,,,,-1.0,-56.3,,-60.6,-58.3,,-61.0,,,,True,True,,True,True,,False
17171,43,63.0,,,,40.0,,,24.2,,,18.0,20.0,,,,-3.0,,,-18.8,,,-25.0,,,,True,,,True,,,False
17173,373,322.0,,,,133.0,96.3,204.5,263.6,328.6,,288.0,-51.0,,,,-240.0,-276.7,-168.5,-109.4,-44.4,,-85.0,,,,False,False,False,False,True,,False
17175,59,84.0,,,,20.0,3.3,,58.7,30.0,,140.0,25.0,,,,-39.0,-55.7,,-0.3,-29.0,,81.0,,,,False,False,,True,False,,False
17177,373,112.0,,,,297.0,21.9,70.4,42.6,66.8,,64.0,-261.0,,,,-76.0,-351.1,-302.6,-330.4,-306.2,,-309.0,,,,True,False,False,False,False,,False
17179,1329,924.0,,,,770.0,532.6,1279.4,84.9,2835.7,,498.0,-405.0,,,,-559.0,-796.4,-49.6,-1244.1,1506.7,,-831.0,,,,False,False,True,False,False,,False
17181,297,217.0,,,,215.0,28.9,39.9,129.5,80.1,,73.0,-80.0,,,,-82.0,-268.1,-257.1,-167.5,-216.9,,-224.0,,,,False,False,False,False,False,,False
17183,1152,294.0,,,,493.0,157.5,366.0,469.6,171.0,,419.0,-858.0,,,,-659.0,-994.5,-786.0,-682.4,-981.0,,-733.0,,,,True,False,True,True,False,,True
17185,101,84.0,,,,80.0,53.9,60.7,81.2,175.8,,44.0,-17.0,,,,-21.0,-47.1,-40.3,-19.8,74.8,,-57.0,,,,False,False,False,False,False,,False
17187,193,168.0,,,,159.0,38.1,104.1,180.7,133.4,,160.0,-25.0,,,,-34.0,-154.9,-88.9,-12.3,-59.6,,-33.0,,,,False,False,False,True,False,,False
17189,160,168.0,,,,94.0,17.3,157.2,0.1,83.4,,196.0,8.0,,,,-66.0,-142.7,-2.8,-159.9,-76.6,,36.0,,,,False,False,True,False,False,,False
17191,333,77.0,,,,122.0,46.1,153.3,44.1,87.7,,48.0,-256.0,,,,-211.0,-286.9,-179.7,-288.9,-245.3,,-285.0,,,,True,False,True,False,True,,False
17193,114,77.0,,,,87.0,21.9,128.4,38.4,226.8,,43.0,-37.0,,,,-27.0,-92.1,14.4,-75.6,112.8,,-71.0,,,,True,False,True,False,False,,False
17195,599,427.0,,,,426.0,79.8,255.3,462.9,340.4,,446.0,-172.0,,,,-173.0,-519.2,-343.7,-136.1,-258.6,,-153.0,,,,False,False,False,True,False,,True
17197,5110,5299.0,,,,3982.0,2032.0,5092.4,3428.7,5623.3,,3424.0,189.0,,,,-1128.0,-3078.0,-17.6,-1681.3,513.3,,-1686.0,,,,False,False,True,False,False,,False
17199,808,1309.0,,,,805.0,516.3,314.7,1525.5,1954.7,,633.0,501.0,,,,-3.0,-291.7,-493.3,717.5,1146.7,,-175.0,,,,True,True,True,False,False,,True
17201,4586,1183.0,,,,2371.0,283.3,249.2,142.8,791.3,,1015.0,-3403.0,,,,-2215.0,-4302.7,-4336.8,-4443.2,-3794.7,,-3571.0,,,,True,False,False,False,False,,False
17203,273,238.0,,,,216.0,162.3,405.0,83.4,104.1,,178.0,-35.0,,,,-57.0,-110.7,132.0,-189.6,-168.9,,-95.0,,,,False,False,False,False,False,,False
18001,267,182.0,,,,174.0,150.5,334.1,68.8,303.8,,152.0,-85.0,,,,-93.0,-116.5,67.1,-198.2,36.8,,-115.0,,,,False,False,True,False,True,,False
18003,2761,2660.0,,,,2119.0,1302.4,1244.2,2865.8,2761.2,,2645.0,-101.0,,,,-642.0,-1458.6,-1516.8,104.8,0.2,,-116.0,,,,False,False,False,False,True,,False
18005,315,441.0,,,,534.0,51.8,498.1,173.7,635.9,,237.0,126.0,,,,219.0,-263.2,183.1,-141.3,320.9,,-78.0,,,,False,False,False,False,False,,True
18007,31,14.0,,,,22.0,15.4,,6.7,16.9,,4.0,-17.0,,,,-9.0,-15.6,,-24.3,-14.1,,-27.0,,,,True,True,,False,True,,False
18009,110,7.0,,,,41.0,8.0,,10.7,6.9,,5.0,-103.0,,,,-69.0,-102.0,,-99.3,-103.1,,-105.0,,,,True,True,,True,False,,False
18011,344,357.0,,,,683.0,161.1,531.9,282.2,392.5,,243.0,13.0,,,,339.0,-182.9,187.9,-61.8,48.5,,-101.0,,,,False,False,False,False,False,,False
18013,42,42.0,,,,39.0,7.4,,1.7,42.2,,34.0,0.0,,,,-3.0,-34.6,,-40.3,0.2,,-8.0,,,,False,False,,False,False,,False
18015,53,70.0,,,,86.0,10.8,212.0,54.5,267.8,,14.0,17.0,,,,33.0,-42.2,159.0,1.5,214.8,,-39.0,,,,False,False,False,True,False,,False
18017,337,161.0,,,,317.0,78.5,4.0,0.0,95.6,,1.0,-176.0,,,,-20.0,-258.5,-333.0,-337.0,-241.4,,-336.0,,,,True,False,False,False,False,,False
18019,1081,1106.0,,,,579.0,366.7,494.0,529.9,1048.9,,563.0,25.0,,,,-502.0,-714.3,-587.0,-551.1,-32.1,,-518.0,,,,False,False,False,False,False,,False
18021,193,189.0,,,,140.0,31.6,193.3,160.2,152.7,,89.0,-4.0,,,,-53.0,-161.4,0.3,-32.8,-40.3,,-104.0,,,,False,False,True,False,False,,False
18023,255,294.0,,,,171.0,24.1,202.4,26.9,269.0,,247.0,39.0,,,,-84.0,-230.9,-52.6,-228.1,14.0,,-8.0,,,,False,False,False,False,True,,True
18025,80,35.0,,,,17.0,7.6,,32.1,26.4,,13.0,-45.0,,,,-63.0,-72.4,,-47.9,-53.6,,-67.0,,,,False,False,,False,False,,False
18027,338,539.0,,,,237.0,151.7,177.6,309.8,1364.6,,267.0,201.0,,,,-101.0,-186.3,-160.4,-28.2,1026.6,,-71.0,,,,True,True,True,True,False,,True
18029,321,119.0,,,,172.0,20.7,96.7,14.4,137.7,,103.0,-202.0,,,,-149.0,-300.3,-224.3,-306.6,-183.3,,-218.0,,,,True,False,False,False,True,,False
