,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
35043,177,108.0,109.6,,100.0,150.0,,,,,,94.7,,,116.0,,94.6,93.2,,93.6,100.1,64.3,130.0,106.0,,,,100.3,139.0,,,106.0,24.2,,-69.0,-67.4,,-77.0,-27.0,,,,,,-82.3,,,-61.0,,-82.4,-83.8,,-83.4,-76.9,-112.7,-47.0,-71.0,,,,-76.7,-38.0,,,-71.0,-152.8,,True,,False,True,,,,,,False,,,True,,False,False,,False,False,False,True,False,,,,False,True,,,False,False,
35045,115,80.0,82.9,,68.0,37.0,,,,,,83.0,,,184.0,,66.2,75.8,,37.3,77.8,1.8,91.0,63.0,,,,69.8,,,,72.0,27.5,,-35.0,-32.1,,-47.0,-78.0,,,,,,-32.0,,,69.0,,-48.8,-39.2,,-77.7,-37.2,-113.2,-24.0,-52.0,,,,-45.2,,,,-43.0,-87.5,,True,,False,False,,,,,,True,,,False,,False,False,,False,False,False,True,False,,,,False,,,,False,False,
35047,24,13.0,12.7,,9.0,0.0,,,,,,20.6,,,42.0,,11.9,22.5,,4.8,8.5,3.0,12.0,16.0,,,,,,,,13.0,4.4,,-11.0,-11.3,,-15.0,-24.0,,,,,,-3.4,,,18.0,,-12.1,-1.5,,-19.2,-15.5,-21.0,-12.0,-8.0,,,,,,,,-11.0,-19.6,,False,,False,False,,,,,,True,,,False,,False,True,,False,False,False,False,True,,,,,,,,False,False,
35049,167,111.0,110.5,,111.0,149.0,,,,,,43.6,,,112.0,,122.8,78.4,,83.6,89.5,101.9,141.0,102.0,,,,98.3,120.0,,,159.0,26.2,,-56.0,-56.5,,-56.0,-18.0,,,,,,-123.4,,,-55.0,,-44.2,-88.6,,-83.4,-77.5,-65.1,-26.0,-65.0,,,,-68.7,-47.0,,,-8.0,-140.8,,False,,False,True,,,,,,False,,,True,,True,False,,False,False,False,True,False,,,,False,True,,,True,False,
35051,10,15.0,15.9,,6.0,0.0,,,,,,15.8,,,3.0,,10.5,5.6,,1.8,8.4,,14.0,15.0,,,,,,,,7.0,2.8,,5.0,5.9,,-4.0,-10.0,,,,,,5.8,,,-7.0,,0.5,-4.4,,-8.2,-1.6,,4.0,5.0,,,,,,,,-3.0,-7.2,,False,,True,False,,,,,,False,,,False,,True,True,,False,True,,True,False,,,,,,,,True,False,
35053,26,27.0,25.8,,15.0,0.0,,,,,,33.9,,,10.0,,33.0,5.9,,15.3,20.0,1.0,29.0,40.0,,,,,,,,34.0,10.7,,1.0,-0.2,,-11.0,-26.0,,,,,,7.9,,,-16.0,,7.0,-20.1,,-10.7,-6.0,-25.0,3.0,14.0,,,,,,,,8.0,-15.3,,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
35055,13,6.0,6.4,,6.0,0.0,,,,,,38.6,,,14.0,,7.2,5.9,,1.5,6.7,5.5,10.0,4.0,,,,,,,,3.0,5.5,,-7.0,-6.6,,-7.0,-13.0,,,,,,25.6,,,1.0,,-5.8,-7.1,,-11.5,-6.3,-7.5,-3.0,-9.0,,,,,,,,-10.0,-7.5,,True,,False,False,,,,,,False,,,True,,True,False,,False,True,False,True,False,,,,,,,,False,False,
35057,4,9.0,9.2,,8.0,0.0,,,,,,30.7,,,9.0,,10.7,8.2,,2.3,7.0,,13.0,7.0,,,,,,,,11.0,4.2,,5.0,5.2,,4.0,-4.0,,,,,,26.7,,,5.0,,6.7,4.2,,-1.7,3.0,,9.0,3.0,,,,,,,,7.0,0.2,,False,,True,True,,,,,,False,,,False,,False,True,,True,True,,False,True,,,,,,,,False,True,
35059,1,6.0,6.9,,3.0,,,,,,,17.8,,,3.0,,7.1,0.7,,0.7,1.7,,5.0,11.0,,,,,,,,11.0,0.7,,5.0,5.9,,2.0,,,,,,,16.8,,,2.0,,6.1,-0.3,,-0.3,0.7,,4.0,10.0,,,,,,,,10.0,-0.3,,False,,True,,,,,,,False,,,True,,False,True,,True,True,,True,False,,,,,,,,False,True,
35061,93,44.0,43.6,,44.0,55.0,,,,,,49.0,,,64.0,,41.8,54.9,,24.1,47.4,34.3,58.0,30.0,,,,,,,,38.0,16.8,,-49.0,-49.4,,-49.0,-38.0,,,,,,-44.0,,,-29.0,,-51.2,-38.1,,-68.9,-45.6,-58.7,-35.0,-63.0,,,,,,,,-55.0,-76.2,,False,,False,True,,,,,,True,,,True,,False,True,,False,True,False,True,False,,,,,,,,False,False,
36001,118,105.0,103.4,,102.0,116.0,,,,,,79.8,,,108.0,,101.6,175.1,,69.7,106.8,173.0,120.0,96.0,,,,101.3,90.0,,,140.0,52.0,,-13.0,-14.6,,-16.0,-2.0,,,,,,-38.2,,,-10.0,,-16.4,57.1,,-48.3,-11.2,55.0,2.0,-22.0,,,,-16.7,-28.0,,,22.0,-66.0,,False,,False,True,,,,,,False,,,True,,False,False,,False,True,False,True,False,,,,False,False,,,False,False,
36003,56,20.0,20.2,,22.0,29.0,,,,,,44.3,,,21.0,,22.1,19.0,,21.5,27.5,21.9,30.0,42.0,,,,,,,,22.0,12.0,,-36.0,-35.8,,-34.0,-27.0,,,,,,-11.7,,,-35.0,,-33.9,-37.0,,-34.5,-28.5,-34.1,-26.0,-14.0,,,,,,,,-34.0,-44.0,,True,,True,True,,,,,,True,,,True,,True,False,,True,True,True,True,True,,,,,,,,True,False,
36005,584,464.0,470.1,503.6,463.0,551.0,,,,,,0.0,,,,,373.1,606.4,,,554.8,,424.0,,,,,459.7,463.0,,,469.0,286.3,,-120.0,-113.9,-80.4,-121.0,-33.0,,,,,,-584.0,,,,,-210.9,22.4,,,-29.2,,-160.0,,,,,-124.3,-121.0,,,-115.0,-297.7,,True,True,False,True,,,,,,False,,,,,False,True,,,True,,False,,,,,False,False,,,True,False,
36007,444,504.0,484.6,,449.0,619.0,,,,,,238.3,,,167.0,,602.5,147.7,,469.1,448.7,219.5,666.0,349.0,,,,422.8,659.0,,,592.0,205.6,,60.0,40.6,,5.0,175.0,,,,,,-205.7,,,-277.0,,158.5,-296.3,,25.1,4.7,-224.5,222.0,-95.0,,,,-21.2,215.0,,,148.0,-238.4,,True,,True,False,,,,,,False,,,False,,False,False,,True,True,False,False,False,,,,True,False,,,False,False,
36009,44,53.0,49.9,,50.0,74.0,,,,,,67.5,,,37.0,,58.3,49.2,,38.1,49.5,48.9,80.0,76.0,,,,,,,,68.0,15.3,,9.0,5.9,,6.0,30.0,,,,,,23.5,,,-7.0,,14.3,5.2,,-5.9,5.5,4.9,36.0,32.0,,,,,,,,24.0,-28.7,,True,,True,False,,,,,,False,,,True,,False,True,,True,True,True,False,False,,,,,,,,False,False,
36011,43,13.0,13.2,,15.0,19.0,,,,,,42.9,,,25.0,,15.0,33.5,,7.7,16.0,28.0,14.0,12.0,,,,,,,,18.0,9.3,,-30.0,-29.8,,-28.0,-24.0,,,,,,-0.1,,,-18.0,,-28.0,-9.5,,-35.3,-27.0,-15.0,-29.0,-31.0,,,,,,,,-25.0,-33.7,,True,,True,True,,,,,,True,,,True,,True,True,,False,True,True,True,False,,,,,,,,True,False,
36013,107,71.0,70.5,,66.0,97.0,,,,,,54.9,,,66.0,,60.8,100.1,,45.4,68.2,69.9,85.0,61.0,,,,,,,,59.0,30.6,,-36.0,-36.5,,-41.0,-10.0,,,,,,-52.1,,,-41.0,,-46.2,-6.9,,-61.6,-38.8,-37.1,-22.0,-46.0,,,,,,,,-48.0,-76.4,,False,,False,True,,,,,,False,,,False,,False,True,,False,False,False,True,False,,,,,,,,False,False,
36015,270,278.0,277.3,,211.0,312.0,,,,,,94.9,,,83.0,,384.7,126.7,,219.8,201.5,152.4,378.0,162.0,,,,,,,,316.0,148.9,,8.0,7.3,,-59.0,42.0,,,,,,-175.1,,,-187.0,,114.7,-143.3,,-50.2,-68.5,-117.6,108.0,-108.0,,,,,,,,46.0,-121.1,,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
36017,33,12.0,11.1,,11.0,9.0,,,,,,64.1,,,12.0,,10.7,19.0,,9.5,18.1,9.3,15.0,13.0,,,,,,,,15.0,5.3,,-21.0,-21.9,,-22.0,-24.0,,,,,,31.1,,,-21.0,,-22.3,-14.0,,-23.5,-14.9,-23.7,-18.0,-20.0,,,,,,,,-18.0,-27.7,,False,,False,False,,,,,,False,,,False,,False,True,,False,True,False,True,True,,,,,,,,True,False,
36019,14,13.0,13.0,,10.0,14.0,,,,,,68.7,,,5.0,,14.3,21.2,,2.7,10.3,4.8,13.0,22.0,,,,,,,,20.0,3.4,,-1.0,-1.0,,-4.0,0.0,,,,,,54.7,,,-9.0,,0.3,7.2,,-11.3,-3.7,-9.2,-1.0,8.0,,,,,,,,6.0,-10.6,,False,,False,True,,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,,,,,False,False,
36021,24,12.0,12.3,,12.0,22.0,,,,,,57.4,,,13.0,,11.0,10.1,,7.7,19.8,20.3,18.0,16.0,,,,,,,,22.0,6.1,,-12.0,-11.7,,-12.0,-2.0,,,,,,33.4,,,-11.0,,-13.0,-13.9,,-16.3,-4.2,-3.7,-6.0,-8.0,,,,,,,,-2.0,-17.9,,True,,False,True,,,,,,False,,,True,,False,False,,False,True,True,True,True,,,,,,,,True,False,
36023,106,88.0,89.4,,68.0,124.0,,,,,,59.2,,,25.0,,101.4,36.1,,69.4,67.9,21.5,94.0,126.0,,,,,,,,88.0,23.4,,-18.0,-16.6,,-38.0,18.0,,,,,,-46.8,,,-81.0,,-4.6,-69.9,,-36.6,-38.1,-84.5,-12.0,20.0,,,,,,,,-18.0,-82.6,,True,,False,False,,,,,,False,,,False,,True,False,,False,False,False,True,False,,,,,,,,False,False,
36025,13,6.0,5.8,,6.0,6.0,,,,,,52.8,,,10.0,,5.2,14.7,,3.2,8.2,11.2,9.0,5.0,,,,,,,,5.0,4.1,,-7.0,-7.2,,-7.0,-7.0,,,,,,39.8,,,-3.0,,-7.8,1.7,,-9.8,-4.8,-1.8,-4.0,-8.0,,,,,,,,-8.0,-8.9,,False,,False,False,,,,,,False,,,True,,False,True,,False,True,True,True,False,,,,,,,,False,False,
36027,73,76.0,75.3,,75.0,93.0,,,,,,20.6,,,111.0,,67.0,147.3,,35.9,73.0,80.5,82.0,80.0,,,,76.5,82.0,,,86.0,46.4,,3.0,2.3,,2.0,20.0,,,,,,-52.4,,,38.0,,-6.0,74.3,,-37.1,0.0,7.5,9.0,7.0,,,,3.5,9.0,,,13.0,-26.6,,True,,True,False,,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,False,False,,,False,False,
36029,338,358.0,360.0,380.4,336.0,327.0,,,,,,0.0,,,394.0,,307.3,596.4,,256.1,363.0,150.7,379.0,290.0,,,,344.1,408.0,,,366.0,277.2,,20.0,22.0,42.4,-2.0,-11.0,,,,,,-338.0,,,56.0,,-30.7,258.4,,-81.9,25.0,-187.3,41.0,-48.0,,,,6.1,70.0,,,28.0,-60.8,,False,False,True,True,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,True,False,,,False,False,
36031,12,8.0,8.6,,8.0,0.0,,,,,,41.3,,,7.0,,8.1,17.4,,2.1,7.8,15.0,8.0,8.0,,,,,,,,8.0,4.5,,-4.0,-3.4,,-4.0,-12.0,,,,,,29.3,,,-5.0,,-3.9,5.4,,-9.9,-4.2,3.0,-4.0,-4.0,,,,,,,,-4.0,-7.5,,True,,False,False,,,,,,False,,,False,,True,False,,False,False,True,False,False,,,,,,,,False,False,
36033,6,3.0,3.0,,2.0,0.0,,,,,,31.2,,,7.0,,3.6,8.3,,1.2,0.7,,3.0,4.0,,,,,,,,7.0,1.6,,-3.0,-3.0,,-4.0,-6.0,,,,,,25.2,,,1.0,,-2.4,2.3,,-4.8,-5.3,,-3.0,-2.0,,,,,,,,1.0,-4.4,,False,,False,False,,,,,,False,,,True,,True,True,,False,False,,False,True,,,,,,,,True,False,
36035,6,7.0,6.8,,7.0,14.0,,,,,,56.3,,,18.0,,7.4,20.5,,0.5,5.5,23.2,13.0,13.0,,,,,,,,14.0,6.1,,1.0,0.8,,1.0,8.0,,,,,,50.3,,,12.0,,1.4,14.5,,-5.5,-0.5,17.2,7.0,7.0,,,,,,,,8.0,0.1,,True,,False,False,,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,,,,,False,True,
36037,13,16.0,17.6,,18.0,30.0,,,,,,62.0,,,20.0,,19.3,27.2,,3.0,14.9,25.0,27.0,12.0,,,,,,,,24.0,6.0,,3.0,4.6,,5.0,17.0,,,,,,49.0,,,7.0,,6.3,14.2,,-10.0,1.9,12.0,14.0,-1.0,,,,,,,,11.0,-7.0,,False,,False,False,,,,,,False,,,False,,False,False,,False,True,False,False,True,,,,,,,,False,False,
36039,86,39.0,40.7,,31.0,59.0,,,,,,66.2,,,12.0,,44.3,14.2,,20.8,31.1,6.7,47.0,31.0,,,,,,,,67.0,9.7,,-47.0,-45.3,,-55.0,-27.0,,,,,,-19.8,,,-74.0,,-41.7,-71.8,,-65.2,-54.9,-79.3,-39.0,-55.0,,,,,,,,-19.0,-76.3,,True,,False,True,,,,,,True,,,False,,True,False,,False,False,False,True,False,,,,,,,,True,False,
36041,1,0.0,0.0,,0.0,0.0,,,,,,18.4,,,1.0,,0.1,0.2,,0.1,0.1,,0.0,2.0,,,,,,,,0.0,1.0,5.6,-1.0,-1.0,,-1.0,-1.0,,,,,,17.4,,,0.0,,-0.9,-0.8,,-0.9,-0.9,,-1.0,1.0,,,,,,,,-1.0,0.0,4.6,False,,False,False,,,,,,False,,,True,,True,True,,True,True,,False,False,,,,,,,,False,True,False
36043,10,14.0,13.8,,14.0,7.0,,,,,,63.0,,,14.0,,12.1,25.5,,4.4,15.3,24.8,17.0,14.0,,,,,,,,13.0,5.8,,4.0,3.8,,4.0,-3.0,,,,,,53.0,,,4.0,,2.1,15.5,,-5.6,5.3,14.8,7.0,4.0,,,,,,,,3.0,-4.2,,True,,False,True,,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,,,,,True,False,
36045,5,5.0,4.6,,6.0,7.0,,,,,,52.3,,,24.0,,5.9,30.1,,5.1,11.0,15.8,10.0,16.0,,,,,,,,7.0,4.6,,0.0,-0.4,,1.0,2.0,,,,,,47.3,,,19.0,,0.9,25.1,,0.1,6.0,10.8,5.0,11.0,,,,,,,,2.0,-0.4,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
36047,1479,1758.0,1738.1,1923.7,1748.0,2088.0,,,,,,0.0,,,,,1540.2,1916.9,,,1775.7,,1852.0,,,,,1604.9,1855.0,,,2072.0,770.7,,279.0,259.1,444.7,269.0,609.0,,,,,,-1479.0,,,,,61.2,437.9,,,296.7,,373.0,,,,,125.9,376.0,,,593.0,-708.3,,True,False,True,False,,,,,,False,,,,,True,False,,,False,,False,,,,,True,False,,,False,False,
36049,0,4.0,3.8,,3.0,0.0,,,,,,29.4,,,7.0,,3.5,3.4,,0.9,1.8,,,4.0,,,,,,,,5.0,1.1,,4.0,3.8,,3.0,0.0,,,,,,29.4,,,7.0,,3.5,3.4,,0.9,1.8,,,4.0,,,,,,,,5.0,1.1,,True,,True,True,,,,,,False,,,False,,True,True,,True,True,,,False,,,,,,,,False,True,
36051,20,9.0,8.8,,9.0,6.0,,,,,,56.1,,,22.0,,10.2,20.0,,6.6,11.3,18.7,8.0,13.0,,,,,,,,15.0,4.4,,-11.0,-11.2,,-11.0,-14.0,,,,,,36.1,,,2.0,,-9.8,0.0,,-13.4,-8.7,-1.3,-12.0,-7.0,,,,,,,,-5.0,-15.6,,False,,False,False,,,,,,False,,,True,,True,True,,False,True,True,False,True,,,,,,,,True,False,
36053,22,6.0,6.1,,6.0,0.0,,,,,,70.0,,,23.0,,8.1,33.7,,3.1,10.5,29.4,11.0,26.0,,,,,,,,12.0,5.6,,-16.0,-15.9,,-16.0,-22.0,,,,,,48.0,,,1.0,,-13.9,11.7,,-18.9,-11.5,7.4,-11.0,4.0,,,,,,,,-10.0,-16.4,,True,,False,False,,,,,,False,,,True,,True,True,,False,True,True,True,True,,,,,,,,True,False,
36055,284,201.0,193.0,,183.0,231.0,,,,,,115.4,,,183.0,,180.7,420.1,,176.5,243.7,117.1,260.0,195.0,,,,183.9,236.0,,,213.0,90.8,,-83.0,-91.0,,-101.0,-53.0,,,,,,-168.6,,,-101.0,,-103.3,136.1,,-107.5,-40.3,-166.9,-24.0,-89.0,,,,-100.1,-48.0,,,-71.0,-193.2,,False,,False,True,,,,,,False,,,False,,False,False,,False,True,False,True,False,,,,False,True,,,True,False,
36057,9,8.0,8.0,,8.0,7.0,,,,,,57.1,,,14.0,,7.8,15.6,,0.9,6.8,22.4,9.0,14.0,,,,,,,,10.0,5.0,,-1.0,-1.0,,-1.0,-2.0,,,,,,48.1,,,5.0,,-1.2,6.6,,-8.1,-2.2,13.4,0.0,5.0,,,,,,,,1.0,-4.0,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,,,,,False,False,
36059,653,674.0,666.4,730.1,643.0,884.0,,,,,,0.0,,,553.0,,593.2,1154.0,,618.0,695.0,2521.9,601.0,433.0,,,,620.1,808.0,,,769.0,377.5,,21.0,13.4,77.1,-10.0,231.0,,,,,,-653.0,,,-100.0,,-59.8,501.0,,-35.0,42.0,1868.9,-52.0,-220.0,,,,-32.9,155.0,,,116.0,-275.5,,True,False,True,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,False,
36061,575,505.0,505.6,574.3,489.0,566.0,,,,,,0.0,,,432.0,,453.5,1042.3,,,499.7,8880.2,549.0,,,,,505.2,477.0,,,563.0,233.8,,-70.0,-69.4,-0.7,-86.0,-9.0,,,,,,-575.0,,,-143.0,,-121.5,467.3,,,-75.3,8305.2,-26.0,,,,,-69.8,-98.0,,,-12.0,-341.2,,True,True,False,True,,,,,,False,,,False,,False,False,,,False,False,True,,,,,True,False,,,True,False,
36063,64,69.0,67.6,,68.0,71.0,,,,,,94.5,,,66.0,,58.4,107.2,,50.5,78.2,80.9,77.0,58.0,,,,64.4,74.0,,,76.0,25.8,,5.0,3.6,,4.0,7.0,,,,,,30.5,,,2.0,,-5.6,43.2,,-13.5,14.2,16.9,13.0,-6.0,,,,0.4,10.0,,,12.0,-38.2,,True,,True,False,,,,,,False,,,True,,False,False,,False,False,False,False,False,,,,True,False,,,False,False,
36065,57,61.0,58.1,,58.0,69.0,,,,,,105.8,,,93.0,,45.9,75.2,,50.7,76.9,38.0,86.0,26.0,,,,48.7,84.0,,,34.0,28.9,,4.0,1.1,,1.0,12.0,,,,,,48.8,,,36.0,,-11.1,18.2,,-6.3,19.9,-19.0,29.0,-31.0,,,,-8.3,27.0,,,-23.0,-28.1,,True,,True,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,False,
36067,230,219.0,215.8,,197.0,236.0,,,,,,142.0,,,217.0,,186.0,248.5,,191.4,256.6,123.2,293.0,0.0,,,,197.3,260.0,,,203.0,108.3,,-11.0,-14.2,,-33.0,6.0,,,,,,-88.0,,,-13.0,,-44.0,18.5,,-38.6,26.6,-106.8,63.0,-230.0,,,,-32.7,30.0,,,-27.0,-121.7,,False,,False,True,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,False,
36069,47,26.0,25.0,,26.0,18.0,,,,,,61.7,,,37.0,,27.2,41.1,,11.3,26.3,63.3,34.0,56.0,,,,,,,,37.0,13.7,,-21.0,-22.0,,-21.0,-29.0,,,,,,14.7,,,-10.0,,-19.8,-5.9,,-35.7,-20.7,16.3,-13.0,9.0,,,,,,,,-10.0,-33.3,,False,,False,False,,,,,,True,,,True,,True,True,,False,True,True,True,True,,,,,,,,True,False,
36071,341,438.0,433.6,503.9,391.0,620.0,,,,,,0.0,,,209.0,,404.4,434.8,,368.2,430.0,147.6,436.0,520.0,,,,378.2,525.0,,,560.0,200.9,,97.0,92.6,162.9,50.0,279.0,,,,,,-341.0,,,-132.0,,63.4,93.8,,27.2,89.0,-193.4,95.0,179.0,,,,37.2,184.0,,,219.0,-140.1,,True,False,True,False,,,,,,False,,,False,,True,True,,True,True,False,True,False,,,,True,False,,,False,False,
36073,16,7.0,6.2,,7.0,0.0,,,,,,51.6,,,8.0,,6.9,16.3,,9.9,17.4,6.6,8.0,9.0,,,,,,,,5.0,6.2,,-9.0,-9.8,,-9.0,-16.0,,,,,,35.6,,,-8.0,,-9.1,0.3,,-6.1,1.4,-9.4,-8.0,-7.0,,,,,,,,-11.0,-9.8,,False,,False,False,,,,,,False,,,True,,False,True,,True,True,False,True,True,,,,,,,,False,False,
36075,35,29.0,26.0,,28.0,17.0,,,,,,59.9,,,38.0,,28.3,76.0,,15.9,27.6,78.3,26.0,31.0,,,,,,,,30.0,27.2,,-6.0,-9.0,,-7.0,-18.0,,,,,,24.9,,,3.0,,-6.7,41.0,,-19.1,-7.4,43.3,-9.0,-4.0,,,,,,,,-5.0,-7.8,,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,True,,,,,,,,True,False,
36077,5,15.0,17.5,,14.0,0.0,,,,,,36.6,,,12.0,,13.1,19.4,,3.2,13.6,15.5,15.0,7.0,,,,,,,,16.0,14.1,,10.0,12.5,,9.0,-5.0,,,,,,31.6,,,7.0,,8.1,14.4,,-1.8,8.6,10.5,10.0,2.0,,,,,,,,11.0,9.1,,False,,True,True,,,,,,False,,,True,,True,False,,True,True,False,False,True,,,,,,,,False,True,
36079,56,29.0,29.3,,30.0,41.0,,,,,,86.2,,,30.0,,31.5,49.8,,24.1,44.8,122.3,44.0,20.0,,,,25.3,,,,43.0,18.0,,-27.0,-26.7,,-26.0,-15.0,,,,,,30.2,,,-26.0,,-24.5,-6.2,,-31.9,-11.2,66.3,-12.0,-36.0,,,,-30.7,,,,-13.0,-38.0,,True,,True,True,,,,,,False,,,True,,True,True,,False,True,False,True,False,,,,False,,,,True,False,
36081,993,1017.0,1035.1,1157.1,1017.0,1176.0,,,,,,0.0,,,,,859.6,1326.2,,,1135.8,,941.0,,,,,950.2,1041.0,,,1176.0,425.9,,24.0,42.1,164.1,24.0,183.0,,,,,,-993.0,,,,,-133.4,333.2,,,142.8,,-52.0,,,,,-42.8,48.0,,,183.0,-567.1,,False,False,False,False,,,,,,False,,,,,False,False,,,False,,False,,,,,False,False,,,False,False,
36083,51,33.0,32.1,,35.0,38.0,,,,,,88.7,,,37.0,,29.5,45.4,,28.1,46.7,68.0,49.0,31.0,,,,,38.0,,,42.0,15.4,,-18.0,-18.9,,-16.0,-13.0,,,,,,37.7,,,-14.0,,-21.5,-5.6,,-22.9,-4.3,17.0,-2.0,-20.0,,,,,-13.0,,,-9.0,-35.6,,False,,True,True,,,,,,False,,,True,,False,True,,False,True,True,True,False,,,,,True,,,True,False,
36085,276,266.0,268.4,297.5,266.0,284.0,,,,,,0.0,,,,,215.8,367.1,,,272.5,,251.0,,,,,244.3,300.0,,,265.0,113.2,,-10.0,-7.6,21.5,-10.0,8.0,,,,,,-276.0,,,,,-60.2,91.1,,,-3.5,,-25.0,,,,,-31.7,24.0,,,-11.0,-162.8,,True,False,False,True,,,,,,False,,,,,False,False,,,True,,False,,,,,False,False,,,False,False,
36087,435,717.0,702.2,773.5,639.0,801.0,,,,,,0.0,,,205.0,,653.4,441.7,,483.7,628.8,596.0,595.0,106.0,,,,586.6,924.0,,,735.0,363.3,,282.0,267.2,338.5,204.0,366.0,,,,,,-435.0,,,-230.0,,218.4,6.7,,48.7,193.8,161.0,160.0,-329.0,,,,151.6,489.0,,,300.0,-71.7,,True,False,True,False,,,,,,False,,,True,,True,True,,True,True,True,True,False,,,,True,False,,,False,True,
36089,11,11.0,10.6,,11.0,7.0,,,,,,88.2,,,20.0,,10.1,48.4,,3.5,11.5,16.9,15.0,,,,,,,,,11.0,7.6,,0.0,-0.4,,0.0,-4.0,,,,,,77.2,,,9.0,,-0.9,37.4,,-7.5,0.5,5.9,4.0,,,,,,,,,0.0,-3.4,,False,,True,False,,,,,,False,,,False,,False,False,,False,False,False,False,,,,,,,,,True,False,
36091,61,51.0,51.6,,51.0,53.0,,,,,,94.7,,,44.0,,55.1,126.4,,39.1,59.1,130.1,57.0,48.0,,,,47.0,48.0,,,68.0,42.7,,-10.0,-9.4,,-10.0,-8.0,,,,,,33.7,,,-17.0,,-5.9,65.4,,-21.9,-1.9,69.1,-4.0,-13.0,,,,-14.0,-13.0,,,7.0,-18.3,,True,,False,True,,,,,,False,,,False,,True,False,,False,True,False,True,False,,,,False,False,,,True,False,
36093,40,26.0,28.1,,26.0,22.0,,,,,,70.6,,,38.0,,22.1,51.2,,16.3,31.3,96.3,30.0,35.0,,,,26.9,20.0,,,25.0,17.1,,-14.0,-11.9,,-14.0,-18.0,,,,,,30.6,,,-2.0,,-17.9,11.2,,-23.7,-8.7,56.3,-10.0,-5.0,,,,-13.1,-20.0,,,-15.0,-22.9,,True,,False,False,,,,,,False,,,True,,False,True,,False,True,False,True,True,,,,True,False,,,False,False,
