,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,131952869.6,30571300.7,386908645.6,68836.7,7982336.6,92066411.5,2683760304.4
IowaStateLW-STEM,49,159232150.2,70006689.0,347980189.4,576.0,12160538.0,146920757.0,2311494084.0
COVIDhub-baseline,51,186015710.0,44488900.0,572477445.5,1296.0,12350970.0,105720100.0,3759161344.0
Covid19Sim-Simulator,51,252832268.9,50058528.7,915521659.3,15.1,9619415.3,162868558.5,6477840047.0
UMich-RidgeTfReg,49,267917684.7,60331089.3,611692155.2,1958.1,14550382.6,289346048.0,3299918106.3
Karlen-pypm,51,320646305.2,67747714.8,750068895.9,349.7,8325368.0,248033716.6,4015224609.6
JCB-PRM,51,344810047.5,38556026.2,1571804493.2,16059.2,8952460.0,119069771.2,11228772889.9
CEID-Walk,51,350761335.3,97877938.9,1004929318.2,17969.4,13256521.5,267023817.8,6861356251.6
USACE-ERDC_SEIR,51,374480706.9,101135292.9,999477950.6,3700.3,8472210.6,247333481.1,6634741199.2
JHU_IDD-CovidSP,51,405203146.6,86996535.5,1360604234.1,17424.9,9159266.8,231003737.4,9353228996.9
LNQ-ens1,51,438012459.4,124987987.9,1258291440.0,11557.2,26215469.2,334604155.6,8735203727.8
COVIDhub-ensemble,51,449116174.3,117007489.0,1262911081.3,1089.0,29604625.0,343932154.0,8716463044.0
DDS-NBDS,51,459957133.0,116649724.5,1222062314.3,475.4,33110707.6,469276017.2,8251176243.6
UCLA-SuEIR,51,460251759.5,95864785.4,1375836964.3,23.0,10553325.5,382680490.8,9545425733.2
LANL-GrowthRate,51,477187429.9,113469828.6,1132143868.0,16772.8,31024800.4,376229919.5,7253424226.7
CU-select,51,477822766.1,62110161.0,1803467609.6,10000.0,8167074.5,267688706.5,12788895744.0
OliverWyman-Navigator,51,558416334.4,177528976.0,1502623502.9,37636.0,39008076.5,402931760.5,9973817161.0
USC-SI_kJalpha,51,586958334.5,119464900.0,1919035449.8,24336.0,19891604.0,369982232.5,13354575844.0
CovidAnalytics-DELPHI,51,637509306.3,108430569.0,1412636556.7,38416.0,24319932.5,488792225.0,8302125456.0
RobertWalraven-ESG,51,796761316.8,216340560.6,2239127785.1,20300.6,58802758.5,592621900.4,15285912423.2
IQVIA_ACOE-STAN,49,900049094.4,259918884.0,2239213103.4,36481.0,97092312.5,790012424.0,15178240000.0
TTU-squider,51,936484754.3,97913716.5,3147241579.1,6793.9,10513394.2,416566638.6,20894500708.7
Geneva-DetGrowth,51,1489354215.1,390961024.7,3801944423.1,47265.7,122027141.7,1099645710.1,25180473007.7
