,mean_rank
COVIDhub-baseline,6.6
CEID-Walk,6.8
LNQ-ens1,7.1
JHUAPL-Bucky,7.4
COVIDhub-ensemble,7.9
UVA-Ensemble,8.3
IowaStateLW-STEM,8.5
Google_Harvard-CPF,8.6
JHU_IDD-CovidSP,8.7
OliverWyman-Navigator,8.7
UCLA-SuEIR,8.8
USC-SI_kJalpha,9.0
MITCovAlliance-SIR,10.8
RobertWalraven-ESG,11.3
CU-select,11.4
Yu_Group-CLEP,11.5
LANL-GrowthRate,11.7
