,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,3139,356.1,108.2,1087.3,0.0,35.0,286.5,31324.8
COVIDhub-baseline,3141,375.5,98.0,1545.2,0.0,33.0,269.0,53405.0
CEID-Walk,3141,425.1,129.7,1181.2,0.0,46.0,354.5,32754.9
UVA-Ensemble,2781,443.2,133.7,1230.8,0.0,46.8,363.3,33381.1
IowaStateLW-STEM,3103,445.6,101.0,1859.9,0.0,34.0,285.0,44011.0
UCLA-SuEIR,2820,461.2,116.5,2542.2,0.0,40.1,312.6,114468.6
LANL-GrowthRate,2951,461.8,166.6,1123.3,0.0,63.9,413.7,27860.9
CU-select,3097,461.8,130.0,1576.1,0.0,44.0,347.0,38661.0
USC-SI_kJalpha,2781,462.1,139.0,1351.5,0.0,50.0,375.0,37667.0
RobertWalraven-ESG,3141,480.3,140.6,1370.5,0.0,52.3,392.3,34031.8
COVIDhub-ensemble,3141,485.6,154.0,1379.3,0.0,56.0,410.0,40173.0
LNQ-ens1,3141,486.2,146.6,1388.1,0.0,54.4,400.9,37101.6
OliverWyman-Navigator,2413,529.6,163.3,1416.1,0.0,59.0,447.0,41707.0
PandemicCentral-USCounty,3055,583.0,167.0,1682.6,0.0,60.0,476.0,46836.0
