,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
53009,29,24.0,17.9,,10.0,3.0,,,,,,1.0,,58.8,72.8,,5.5,24.0,63.9,,4.8,,,,,554.0,,-5.0,-11.1,,-19.0,-26.0,,,,,,-28.0,,29.8,43.8,,-23.5,-5.0,34.9,,-24.2,,,,,525.0,,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,
53011,1385,572.0,564.3,,435.0,648.0,,,,,,256.0,,488.2,948.2,,316.4,546.8,265.6,,373.7,393.6,471.0,,,410.0,,-813.0,-820.7,,-950.0,-737.0,,,,,,-1129.0,,-896.8,-436.8,,-1068.6,-838.2,-1119.4,,-1011.3,-991.4,-914.0,,,-975.0,,False,,False,True,,,,,,False,,False,True,,False,False,False,,False,False,False,,,False,
53013,0,0.0,0.1,,0.0,0.0,,,,,,4.0,,2.4,0.1,,0.5,0.1,,,0.3,,,,,0.0,,0.0,0.1,,0.0,0.0,,,,,,4.0,,2.4,0.1,,0.5,0.1,,,0.3,,,,,0.0,,False,,True,True,,,,,,False,,False,False,,False,False,,,False,,,,,True,
53015,157,112.0,111.8,,80.0,69.0,,,,,,48.0,,121.6,122.6,,81.9,151.0,44.9,,18.5,,,,,166.0,,-45.0,-45.2,,-77.0,-88.0,,,,,,-109.0,,-35.4,-34.4,,-75.1,-6.0,-112.1,,-138.5,,,,,9.0,,False,,False,False,,,,,,False,,True,True,,False,True,False,,False,,,,,True,
53017,45,36.0,44.4,,21.0,0.0,,,,,,23.0,,75.4,32.1,,6.2,30.5,0.0,,3.1,122.4,,,,29.0,,-9.0,-0.6,,-24.0,-45.0,,,,,,-22.0,,30.4,-12.9,,-38.8,-14.5,-45.0,,-41.9,77.4,,,,-16.0,,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,
53019,1,0.0,0.0,,0.0,0.0,,,,,,1.0,,0.4,3.2,,0.7,0.9,,,0.1,,,,,0.0,,-1.0,-1.0,,-1.0,-1.0,,,,,,0.0,,-0.6,2.2,,-0.3,-0.1,,,-0.9,,,,,-1.0,,False,,False,False,,,,,,True,,True,False,,True,True,,,True,,,,,False,
53021,454,300.0,302.2,,186.0,116.0,,,,,,264.0,,217.8,115.9,,117.0,298.3,0.7,,148.6,194.1,,,,132.0,,-154.0,-151.8,,-268.0,-338.0,,,,,,-190.0,,-236.2,-338.1,,-337.0,-155.7,-453.3,,-305.4,-259.9,,,,-322.0,,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,
53023,5,8.0,6.3,,4.0,0.0,,,,,,1.0,,42.5,4.2,,,3.8,,,4.4,,,,,2.0,,3.0,1.3,,-1.0,-5.0,,,,,,-4.0,,37.5,-0.8,,,-1.2,,,-0.6,,,,,-3.0,,True,,True,False,,,,,,False,,False,True,,,True,,,True,,,,,False,
53025,473,784.0,778.7,,517.0,1061.0,,,,,,132.0,,569.5,360.2,,368.9,523.9,3.1,,252.7,610.8,,,,499.0,,311.0,305.7,,44.0,588.0,,,,,,-341.0,,96.5,-112.8,,-104.1,50.9,-469.9,,-220.3,137.8,,,,26.0,,True,,True,False,,,,,,False,,True,True,,True,True,False,,True,True,,,,True,
53027,211,284.0,291.3,,293.0,354.0,,,,,,45.0,,433.0,297.2,,337.3,261.4,230.4,,320.5,,,,,268.0,,73.0,80.3,,82.0,143.0,,,,,,-166.0,,222.0,86.2,,126.3,50.4,19.4,,109.5,,,,,57.0,,False,,False,False,,,,,,False,,False,False,,False,True,True,,False,,,,,True,
53029,68,56.0,59.4,,45.0,134.0,,,,,,3.0,,107.4,90.9,,20.5,50.9,36.5,,27.7,,,,,91.0,,-12.0,-8.6,,-23.0,66.0,,,,,,-65.0,,39.4,22.9,,-47.5,-17.1,-31.5,,-40.3,,,,,23.0,,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,
53031,10,0.0,0.5,,0.0,0.0,,,,,,0.0,,84.8,8.0,,2.8,2.3,,,0.4,,,,,0.0,,-10.0,-9.5,,-10.0,-10.0,,,,,,-10.0,,74.8,-2.0,,-7.2,-7.7,,,-9.6,,,,,-10.0,,True,,False,False,,,,,,False,,False,True,,True,True,,,True,,,,,False,
53033,3597,2456.0,2429.2,2774.8,1954.0,4532.0,,,,,,1304.0,,1800.2,3000.5,,2343.1,2113.2,1058.2,,1821.8,2047.0,1247.0,,,2067.0,,-1141.0,-1167.8,-822.2,-1643.0,935.0,,,,,,-2293.0,,-1796.8,-596.5,,-1253.9,-1483.8,-2538.8,,-1775.2,-1550.0,-2350.0,,,-1530.0,,False,True,False,True,,,,,,False,,False,True,,False,False,False,,False,False,False,,,False,
53035,270,152.0,150.7,,127.0,82.0,,,,,,181.0,,225.5,461.5,,100.2,153.8,339.2,,105.3,94.3,83.0,,,86.0,,-118.0,-119.3,,-143.0,-188.0,,,,,,-89.0,,-44.5,191.5,,-169.8,-116.2,69.2,,-164.7,-175.7,-187.0,,,-184.0,,False,,False,False,,,,,,True,,True,False,,False,True,True,,False,False,False,,,False,
53037,172,24.0,20.0,,29.0,119.0,,,,,,33.0,,234.7,26.5,,2.9,38.2,73.2,,17.2,,,,,10.0,,-148.0,-152.0,,-143.0,-53.0,,,,,,-139.0,,62.7,-145.5,,-169.1,-133.8,-98.8,,-154.8,,,,,-162.0,,False,,True,True,,,,,,True,,True,True,,False,True,True,,False,,,,,False,
53039,16,12.0,9.3,,9.0,6.0,,,,,,11.0,,14.6,38.0,,0.5,7.0,28.5,,7.0,,,,,3.0,,-4.0,-6.7,,-7.0,-10.0,,,,,,-5.0,,-1.4,22.0,,-15.5,-9.0,12.5,,-9.0,,,,,-13.0,,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,False,
53041,202,112.0,100.4,,106.0,137.0,,,,,,44.0,,212.0,266.9,,48.5,131.9,200.7,,79.0,,,,,55.0,,-90.0,-101.6,,-96.0,-65.0,,,,,,-158.0,,10.0,64.9,,-153.5,-70.1,-1.3,,-123.0,,,,,-147.0,,False,,False,True,,,,,,False,,True,True,,False,True,True,,False,,,,,False,
53043,28,8.0,10.6,,8.0,0.0,,,,,,8.0,,17.7,8.7,,2.1,10.3,,,10.8,,,,,7.0,,-20.0,-17.4,,-20.0,-28.0,,,,,,-20.0,,-10.3,-19.4,,-25.9,-17.7,,,-17.2,,,,,-21.0,,True,,False,False,,,,,,False,,True,True,,False,True,,,True,,,,,False,
53045,125,60.0,63.3,,49.0,28.0,,,,,,11.0,,115.1,136.3,,21.6,68.5,100.6,,24.5,,,,,58.0,,-65.0,-61.7,,-76.0,-97.0,,,,,,-114.0,,-9.9,11.3,,-103.4,-56.5,-24.4,,-100.5,,,,,-67.0,,True,,False,False,,,,,,False,,True,True,,False,True,True,,False,,,,,False,
53047,65,88.0,79.5,,17.0,0.0,,,,,,17.0,,101.2,57.1,,2.6,46.4,0.0,,5.3,79.7,,,,217.0,,23.0,14.5,,-48.0,-65.0,,,,,,-48.0,,36.2,-7.9,,-62.4,-18.6,-65.0,,-59.7,14.7,,,,152.0,,True,,False,False,,,,,,False,,False,True,,False,True,False,,False,True,,,,False,
53049,33,16.0,15.2,,8.0,0.0,,,,,,1.0,,79.1,31.2,,5.3,13.7,,,9.4,,,,,4.0,,-17.0,-17.8,,-25.0,-33.0,,,,,,-32.0,,46.1,-1.8,,-27.7,-19.3,,,-23.6,,,,,-29.0,,False,,False,False,,,,,,False,,False,True,,False,False,,,False,,,,,False,
53051,68,8.0,7.0,,3.0,0.0,,,,,,8.0,,8.5,14.2,,2.6,2.9,,,0.0,,,,,23.0,,-60.0,-61.0,,-65.0,-68.0,,,,,,-60.0,,-59.5,-53.8,,-65.4,-65.1,,,-68.0,,,,,-45.0,,False,,False,False,,,,,,False,,True,True,,False,False,,,False,,,,,True,
53053,1644,1028.0,1061.7,1137.5,809.0,898.0,,,,,,542.0,,856.3,1129.8,,807.4,1022.9,419.7,,527.0,675.8,567.0,,,1021.0,,-616.0,-582.3,-506.5,-835.0,-746.0,,,,,,-1102.0,,-787.7,-514.2,,-836.6,-621.1,-1224.3,,-1117.0,-968.2,-1077.0,,,-623.0,,True,True,False,False,,,,,,False,,False,True,,False,False,False,,False,False,False,,,False,
53055,1,0.0,0.8,,0.0,0.0,,,,,,0.0,,0.9,7.0,,1.2,0.8,,,0.0,,,,,0.0,,-1.0,-0.2,,-1.0,-1.0,,,,,,-1.0,,-0.1,6.0,,0.2,-0.2,,,-1.0,,,,,-1.0,,True,,False,False,,,,,,False,,True,False,,True,True,,,False,,,,,False,
53057,117,68.0,80.7,,48.0,26.0,,,,,,35.0,,113.6,121.9,,23.5,68.5,83.5,,24.9,56.8,26.0,,,62.0,,-49.0,-36.3,,-69.0,-91.0,,,,,,-82.0,,-3.4,4.9,,-93.5,-48.5,-33.5,,-92.1,-60.2,-91.0,,,-55.0,,True,,False,False,,,,,,False,,True,True,,False,True,True,,False,False,False,,,False,
53059,9,0.0,1.0,,0.0,0.0,,,,,,0.0,,4.1,5.8,,5.8,8.8,,,7.8,,,,,116.0,,-9.0,-8.0,,-9.0,-9.0,,,,,,-9.0,,-4.9,-3.2,,-3.2,-0.2,,,-1.2,,,,,107.0,,True,,False,False,,,,,,False,,True,True,,True,True,,,True,,,,,False,
53061,1262,704.0,700.5,,579.0,654.0,,,,,,346.0,,579.1,1104.1,,511.4,654.2,468.4,,427.2,589.5,650.0,,,659.0,,-558.0,-561.5,,-683.0,-608.0,,,,,,-916.0,,-682.9,-157.9,,-750.6,-607.8,-793.6,,-834.8,-672.5,-612.0,,,-603.0,,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,False,False,,,False,
53063,2301,1564.0,1569.4,,1222.0,6692.0,,,,,,1289.0,,1177.9,895.4,,843.7,1770.2,485.1,,341.9,970.8,1505.0,,,1660.0,,-737.0,-731.6,,-1079.0,4391.0,,,,,,-1012.0,,-1123.1,-1405.7,,-1457.3,-530.8,-1815.9,,-1959.0,-1330.2,-796.0,,,-641.0,,True,,False,False,,,,,,False,,False,False,,False,True,False,,False,False,False,,,True,
53065,86,56.0,55.7,,40.0,0.0,,,,,,31.0,,99.6,51.6,,12.3,48.8,28.0,,49.0,,,,,137.0,,-30.0,-30.3,,-46.0,-86.0,,,,,,-55.0,,13.6,-34.4,,-73.7,-37.2,-58.0,,-37.0,,,,,51.0,,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,False,
53067,379,120.0,140.7,,116.0,47.0,,,,,,159.0,,173.5,359.5,,71.4,131.6,283.9,,85.9,,72.0,,,82.0,,-259.0,-238.3,,-263.0,-332.0,,,,,,-220.0,,-205.5,-19.5,,-307.6,-247.4,-95.1,,-293.1,,-307.0,,,-297.0,,True,,False,False,,,,,,True,,True,True,,False,True,True,,False,,False,,,False,
53069,4,0.0,0.4,,0.0,0.0,,,,,,0.0,,0.8,0.6,,0.1,0.0,,,0.0,,,,,0.0,,-4.0,-3.6,,-4.0,-4.0,,,,,,-4.0,,-3.2,-3.4,,-3.9,-4.0,,,-4.0,,,,,-4.0,,True,,False,False,,,,,,False,,True,True,,True,True,,,False,,,,,False,
53071,131,144.0,159.7,,120.0,31.0,,,,,,154.0,,146.0,164.5,,77.3,140.3,91.5,,72.3,,,,,111.0,,13.0,28.7,,-11.0,-100.0,,,,,,23.0,,15.0,33.5,,-53.7,9.3,-39.5,,-58.7,,,,,-20.0,,False,,True,False,,,,,,False,,False,False,,False,True,False,,False,,,,,False,
53073,251,240.0,240.0,,217.0,,,,,,,66.0,,236.0,283.0,,209.9,300.7,174.4,,220.9,160.4,379.0,,,246.0,,-11.0,-11.0,,-34.0,,,,,,,-185.0,,-15.0,32.0,,-41.1,49.7,-76.6,,-30.1,-90.6,128.0,,,-5.0,,True,,False,,,,,,,False,,False,False,,False,False,False,,False,False,False,,,True,
53075,516,480.0,529.9,,468.0,835.0,,,,,,628.0,,592.8,260.8,,472.0,385.3,0.0,,305.3,303.4,,,,232.0,,-36.0,13.9,,-48.0,319.0,,,,,,112.0,,76.8,-255.2,,-44.0,-130.7,-516.0,,-210.7,-212.6,,,,-284.0,,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,
53077,435,476.0,488.3,470.9,368.0,539.0,,,,,,394.0,,312.1,258.9,,272.4,528.3,21.4,,205.7,393.5,355.0,,,141.0,,41.0,53.3,35.9,-67.0,104.0,,,,,,-41.0,,-122.9,-176.1,,-162.6,93.3,-413.6,,-229.3,-41.5,-80.0,,,-294.0,,False,True,False,False,,,,,,False,,False,False,,False,False,False,,False,False,False,,,False,
54001,119,36.0,37.3,,27.0,13.0,,,,,,27.0,,76.7,15.3,,6.5,14.9,,,35.5,,,,,104.0,,-83.0,-81.7,,-92.0,-106.0,,,,,,-92.0,,-42.3,-103.7,,-112.5,-104.1,,,-83.5,,,,,-15.0,,True,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,True,
54003,438,288.0,288.2,,257.0,871.0,,,,,,176.0,,354.8,239.9,,172.1,227.4,322.4,,105.1,,,,,383.0,,-150.0,-149.8,,-181.0,433.0,,,,,,-262.0,,-83.2,-198.1,,-265.9,-210.6,-115.6,,-332.9,,,,,-55.0,,True,,False,False,,,,,,False,,True,False,,False,False,True,,False,,,,,True,
54005,96,64.0,60.3,,62.0,117.0,,,,,,41.0,,183.8,92.9,,38.5,74.7,78.3,,35.6,,,,,70.0,,-32.0,-35.7,,-34.0,21.0,,,,,,-55.0,,87.8,-3.1,,-57.5,-21.3,-17.7,,-60.4,,,,,-26.0,,False,,False,True,,,,,,False,,False,True,,False,True,True,,False,,,,,True,
54007,25,4.0,4.5,,4.0,0.0,,,,,,13.0,,3.3,1.2,,0.6,1.6,,,2.7,,,,,11.0,,-21.0,-20.5,,-21.0,-25.0,,,,,,-12.0,,-21.7,-23.8,,-24.4,-23.4,,,-22.4,,,,,-14.0,,True,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,True,
54009,86,4.0,7.5,,6.0,19.0,,,,,,14.0,,123.3,39.0,,1.2,6.6,64.2,,0.0,,,,,3.0,,-82.0,-78.5,,-80.0,-67.0,,,,,,-72.0,,37.3,-47.0,,-84.8,-79.4,-21.8,,-86.0,,,,,-83.0,,True,,True,True,,,,,,True,,True,True,,False,True,True,,False,,,,,False,
54011,429,260.0,253.9,,258.0,728.0,,,,,,375.0,,424.6,423.5,,209.2,213.7,390.0,,92.6,,,,,277.0,,-169.0,-175.1,,-171.0,299.0,,,,,,-54.0,,-4.4,-5.5,,-219.8,-215.3,-39.0,,-336.4,,,,,-152.0,,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,True,
54013,9,4.0,4.6,,5.0,0.0,,,,,,12.0,,8.6,8.2,,2.8,6.2,,,4.1,,,,,4.0,,-5.0,-4.4,,-4.0,-9.0,,,,,,3.0,,-0.4,-0.8,,-6.2,-2.8,,,-4.9,,,,,-5.0,,True,,True,False,,,,,,True,,True,True,,False,True,,,True,,,,,False,
54015,17,16.0,18.6,,13.0,28.0,,,,,,13.0,,13.4,16.7,,5.7,6.9,,,14.3,,,,,19.0,,-1.0,1.6,,-4.0,11.0,,,,,,-4.0,,-3.6,-0.3,,-11.3,-10.1,,,-2.7,,,,,2.0,,False,,False,False,,,,,,False,,False,True,,False,False,,,False,,,,,False,
54017,47,4.0,5.9,,4.0,0.0,,,,,,10.0,,13.7,9.8,,,4.0,,,0.5,,,,,3.0,,-43.0,-41.1,,-43.0,-47.0,,,,,,-37.0,,-33.3,-37.2,,,-43.0,,,-46.5,,,,,-44.0,,True,,False,False,,,,,,True,,True,True,,,False,,,False,,,,,False,
54019,175,336.0,387.8,,321.0,164.0,,,,,,92.0,,429.9,338.9,,409.6,361.4,227.4,,303.0,,,,,317.0,,161.0,212.8,,146.0,-11.0,,,,,,-83.0,,254.9,163.9,,234.6,186.4,52.4,,128.0,,,,,142.0,,False,,True,True,,,,,,True,,False,False,,False,False,True,,True,,,,,True,
54021,41,4.0,3.0,,1.0,0.0,,,,,,15.0,,0.3,4.2,,7.6,16.0,,,0.0,,,,,199.0,,-37.0,-38.0,,-40.0,-41.0,,,,,,-26.0,,-40.7,-36.8,,-33.4,-25.0,,,-41.0,,,,,158.0,,False,,False,False,,,,,,True,,False,True,,True,True,,,False,,,,,False,
54023,28,12.0,9.5,,9.0,0.0,,,,,,10.0,,12.9,20.3,,2.8,11.0,23.8,,0.6,,,,,19.0,,-16.0,-18.5,,-19.0,-28.0,,,,,,-18.0,,-15.1,-7.7,,-25.2,-17.0,-4.2,,-27.4,,,,,-9.0,,False,,False,False,,,,,,False,,True,True,,False,False,True,,False,,,,,True,
54025,35,24.0,24.3,,24.0,67.0,,,,,,29.0,,124.9,59.2,,2.2,13.5,32.4,,5.9,,,,,17.0,,-11.0,-10.7,,-11.0,32.0,,,,,,-6.0,,89.9,24.2,,-32.8,-21.5,-2.6,,-29.1,,,,,-18.0,,True,,False,False,,,,,,True,,False,False,,False,False,True,,False,,,,,False,
54027,18,20.0,21.3,,16.0,0.0,,,,,,20.0,,102.6,41.2,,1.7,12.2,20.2,,0.1,,,,,39.0,,2.0,3.3,,-2.0,-18.0,,,,,,2.0,,84.6,23.2,,-16.3,-5.8,2.2,,-17.9,,,,,21.0,,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,
54029,47,16.0,13.5,,16.0,102.0,,,,,,16.0,,143.4,48.1,,0.8,24.1,34.5,,6.7,,,,,11.0,,-31.0,-33.5,,-31.0,55.0,,,,,,-31.0,,96.4,1.1,,-46.2,-22.9,-12.5,,-40.4,,,,,-36.0,,False,,False,False,,,,,,False,,False,True,,False,True,True,,False,,,,,False,
54031,22,16.0,15.6,,8.0,0.0,,,,,,20.0,,8.7,23.6,,8.0,7.2,,,1.3,,,,,33.0,,-6.0,-6.4,,-14.0,-22.0,,,,,,-2.0,,-13.3,1.6,,-14.0,-14.8,,,-20.7,,,,,11.0,,False,,False,False,,,,,,True,,False,True,,False,False,,,False,,,,,False,
54033,283,72.0,54.0,,66.0,93.0,,,,,,60.0,,144.9,178.9,,30.9,79.5,200.3,,12.0,,,,,59.0,,-211.0,-229.0,,-217.0,-190.0,,,,,,-223.0,,-138.1,-104.1,,-252.1,-203.5,-82.7,,-271.0,,,,,-224.0,,False,,False,True,,,,,,False,,True,True,,False,True,True,,False,,,,,False,
54035,101,72.0,71.1,,65.0,67.0,,,,,,39.0,,249.0,98.9,,21.8,83.3,53.3,,39.7,,,,,82.0,,-29.0,-29.9,,-36.0,-34.0,,,,,,-62.0,,148.0,-2.1,,-79.2,-17.7,-47.7,,-61.3,,,,,-19.0,,False,,False,False,,,,,,False,,False,True,,False,True,False,,False,,,,,True,
54037,100,68.0,54.1,,50.0,27.0,,,,,,48.0,,206.4,122.4,,11.1,56.0,185.1,,8.8,,,,,35.0,,-32.0,-45.9,,-50.0,-73.0,,,,,,-52.0,,106.4,22.4,,-88.9,-44.0,85.1,,-91.2,,,,,-65.0,,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,,,,False,
54039,1015,1296.0,1305.3,,1255.0,1493.0,,,,,,467.0,,1516.7,1147.9,,1269.6,1104.8,1050.9,,765.8,773.3,1286.0,,,1145.0,,281.0,290.3,,240.0,478.0,,,,,,-548.0,,501.7,132.9,,254.6,89.8,35.9,,-249.2,-241.7,271.0,,,130.0,,False,,True,False,,,,,,False,,False,True,,True,True,True,,True,True,True,,,True,
54041,26,4.0,9.5,,5.0,0.0,,,,,,16.0,,101.6,15.4,,6.0,2.2,,,6.4,,,,,2.0,,-22.0,-16.5,,-21.0,-26.0,,,,,,-10.0,,75.6,-10.6,,-20.0,-23.8,,,-19.6,,,,,-24.0,,True,,True,False,,,,,,True,,False,True,,True,False,,,True,,,,,False,
54043,54,64.0,56.7,,58.0,179.0,,,,,,35.0,,164.9,69.0,,14.6,58.7,48.8,,24.5,,,,,101.0,,10.0,2.7,,4.0,125.0,,,,,,-19.0,,110.9,15.0,,-39.4,4.7,-5.2,,-29.5,,,,,47.0,,True,,True,False,,,,,,False,,False,False,,False,True,True,,False,,,,,False,
54045,142,112.0,98.2,,85.0,7.0,,,,,,71.0,,139.1,180.0,,29.4,112.8,93.7,,57.6,,,,,78.0,,-30.0,-43.8,,-57.0,-135.0,,,,,,-71.0,,-2.9,38.0,,-112.6,-29.2,-48.3,,-84.4,,,,,-64.0,,False,,False,False,,,,,,False,,True,False,,False,True,False,,False,,,,,False,
54047,18,28.0,26.7,,24.0,40.0,,,,,,25.0,,33.4,25.5,,8.3,17.4,,,2.8,,,,,44.0,,10.0,8.7,,6.0,22.0,,,,,,7.0,,15.4,7.5,,-9.7,-0.6,,,-15.2,,,,,26.0,,True,,True,False,,,,,,True,,False,True,,True,True,,,False,,,,,False,
54049,98,52.0,52.1,,52.0,81.0,,,,,,43.0,,126.9,105.4,,7.2,54.4,165.0,,13.5,,,,,55.0,,-46.0,-45.9,,-46.0,-17.0,,,,,,-55.0,,28.9,7.4,,-90.8,-43.6,67.0,,-84.5,,,,,-43.0,,True,,False,True,,,,,,False,,True,True,,False,True,False,,False,,,,,True,
54051,87,60.0,56.5,,46.0,0.0,,,,,,31.0,,141.6,40.1,,31.3,74.1,18.5,,131.2,,,,,171.0,,-27.0,-30.5,,-41.0,-87.0,,,,,,-56.0,,54.6,-46.9,,-55.7,-12.9,-68.5,,44.2,,,,,84.0,,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,,,,,False,
54053,27,32.0,34.3,,35.0,31.0,,,,,,45.0,,184.8,61.3,,5.0,30.3,71.7,,40.1,,,,,17.0,,5.0,7.3,,8.0,4.0,,,,,,18.0,,157.8,34.3,,-22.0,3.3,44.7,,13.1,,,,,-10.0,,False,,False,True,,,,,,False,,False,False,,False,True,False,,False,,,,,False,
54055,152,100.0,80.4,,93.0,115.0,,,,,,128.0,,224.1,167.6,,25.6,77.1,262.3,,44.8,,,,,81.0,,-52.0,-71.6,,-59.0,-37.0,,,,,,-24.0,,72.1,15.6,,-126.4,-74.9,110.3,,-107.2,,,,,-71.0,,False,,False,True,,,,,,True,,False,True,,False,False,False,,False,,,,,False,
54057,39,56.0,49.9,,35.0,26.0,,,,,,25.0,,100.4,58.9,,7.8,34.9,36.7,,3.3,,,,,145.0,,17.0,10.9,,-4.0,-13.0,,,,,,-14.0,,61.4,19.9,,-31.2,-4.1,-2.3,,-35.7,,,,,106.0,,True,,True,True,,,,,,True,,False,False,,False,True,True,,False,,,,,False,
54059,141,224.0,202.6,,148.0,304.0,,,,,,51.0,,177.6,149.9,,204.8,137.3,24.7,,42.9,,,,,184.0,,83.0,61.6,,7.0,163.0,,,,,,-90.0,,36.6,8.9,,63.8,-3.7,-116.3,,-98.1,,,,,43.0,,True,,True,False,,,,,,False,,True,True,,True,True,False,,False,,,,,True,
54061,347,824.0,955.9,,559.0,0.0,,,,,,569.0,,1153.8,627.4,,575.0,561.4,356.0,,274.9,339.5,,,,455.0,,477.0,608.9,,212.0,-347.0,,,,,,222.0,,806.8,280.4,,228.0,214.4,9.0,,-72.1,-7.5,,,,108.0,,False,,True,True,,,,,,True,,False,True,,True,True,True,,True,True,,,,True,
54063,42,12.0,2.3,,14.0,36.0,,,,,,14.0,,11.2,33.0,,3.6,20.6,34.1,,18.6,,,,,6.0,,-30.0,-39.7,,-28.0,-6.0,,,,,,-28.0,,-30.8,-9.0,,-38.4,-21.4,-7.9,,-23.4,,,,,-36.0,,False,,True,True,,,,,,True,,False,True,,False,True,True,,True,,,,,False,
54065,45,24.0,19.3,,21.0,27.0,,,,,,15.0,,189.6,29.4,,5.6,22.1,,,34.6,,,,,39.0,,-21.0,-25.7,,-24.0,-18.0,,,,,,-30.0,,144.6,-15.6,,-39.4,-22.9,,,-10.4,,,,,-6.0,,False,,False,True,,,,,,False,,False,True,,False,False,,,True,,,,,True,
54067,90,72.0,71.0,,71.0,150.0,,,,,,24.0,,181.5,59.5,,18.9,71.3,,,139.3,,,,,172.0,,-18.0,-19.0,,-19.0,60.0,,,,,,-66.0,,91.5,-30.5,,-71.1,-18.7,,,49.3,,,,,82.0,,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,
54069,103,96.0,80.1,,66.0,13.0,,,,,,47.0,,332.2,57.8,,37.8,105.3,60.8,,59.2,,,,,125.0,,-7.0,-22.9,,-37.0,-90.0,,,,,,-56.0,,229.2,-45.2,,-65.2,2.3,-42.2,,-43.8,,,,,22.0,,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,,,,,False,
54071,13,24.0,23.4,,8.0,0.0,,,,,,7.0,,19.6,9.4,,4.5,13.9,,,6.3,,,,,55.0,,11.0,10.4,,-5.0,-13.0,,,,,,-6.0,,6.6,-3.6,,-8.5,0.9,,,-6.7,,,,,42.0,,True,,True,False,,,,,,True,,True,True,,True,True,,,True,,,,,False,
54073,6,4.0,4.5,,4.0,0.0,,,,,,9.0,,3.3,2.2,,2.2,4.2,,,0.2,,,,,58.0,,-2.0,-1.5,,-2.0,-6.0,,,,,,3.0,,-2.7,-3.8,,-3.8,-1.8,,,-5.8,,,,,52.0,,True,,False,False,,,,,,False,,False,False,,False,True,,,False,,,,,False,
54075,5,12.0,16.6,,9.0,27.0,,,,,,8.0,,15.8,13.5,,7.2,9.0,,,1.1,,,,,5.0,,7.0,11.6,,4.0,22.0,,,,,,3.0,,10.8,8.5,,2.2,4.0,,,-3.9,,,,,0.0,,False,,True,False,,,,,,True,,False,False,,True,True,,,True,,,,,True,
