,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05017,60,66.0,11.0,,,,,94.0,,41.1,3.1,0.9,24.4,277.5,,,6.0,-49.0,,,,,34.0,,-18.9,-56.9,-59.1,-35.5,217.5,,,False,,,,,False,,False,False,False,False,False,,
05019,212,174.0,214.0,,,,,138.0,,111.1,61.6,73.0,172.7,141.1,,,-38.0,2.0,,,,,-74.0,,-100.9,-150.4,-139.0,-39.3,-70.9,,,True,,,,,False,,False,False,False,False,False,,
05021,220,168.0,162.0,,,,,133.0,,109.3,157.4,69.2,102.4,130.6,,,-52.0,-58.0,,,,,-87.0,,-110.7,-62.6,-150.8,-117.6,-89.4,,,False,,,,,False,,False,False,False,False,False,,
05023,165,48.0,45.0,,,,,210.0,,53.8,17.7,72.0,1.3,25.5,,,-117.0,-120.0,,,,,45.0,,-111.2,-147.3,-93.0,-163.7,-139.5,,,False,,,,,True,,True,False,True,False,False,,
05025,61,36.0,2.0,,,,,24.0,,38.7,4.1,9.0,5.6,54.1,,,-25.0,-59.0,,,,,-37.0,,-22.3,-56.9,-52.0,-55.4,-6.9,,,False,,,,,False,,True,False,False,False,True,,
05027,331,144.0,111.0,,,,,113.0,,165.1,63.1,0.0,75.7,100.2,,,-187.0,-220.0,,,,,-218.0,,-165.9,-267.9,-331.0,-255.3,-230.8,,,False,,,,,False,,True,False,False,False,False,,
05029,112,90.0,82.0,,,,,291.0,,89.0,22.4,95.0,49.6,55.7,,,-22.0,-30.0,,,,,179.0,,-23.0,-89.6,-17.0,-62.4,-56.3,,,False,,,,,False,,False,False,True,False,False,,
05031,1970,1158.0,1446.0,,,,,1493.0,,741.8,552.7,508.4,948.8,631.8,,,-812.0,-524.0,,,,,-477.0,,-1228.2,-1417.3,-1461.6,-1021.2,-1338.2,,,True,,,,,True,,False,False,False,False,False,,
05033,884,366.0,194.0,,,,,709.0,,316.0,198.9,366.6,222.5,253.8,,,-518.0,-690.0,,,,,-175.0,,-568.0,-685.1,-517.4,-661.5,-630.2,,,False,,,,,True,,False,False,True,False,False,,
05035,473,408.0,229.0,,,,,516.0,,242.8,172.1,7.9,144.5,502.0,,,-65.0,-244.0,,,,,43.0,,-230.2,-300.9,-465.1,-328.5,29.0,,,False,,,,,True,,False,False,False,False,True,,
05037,232,222.0,233.0,,,,,191.0,,118.2,43.1,68.1,46.3,186.1,,,-10.0,1.0,,,,,-41.0,,-113.8,-188.9,-163.9,-185.7,-45.9,,,True,,,,,False,,False,False,False,False,False,,
05039,46,120.0,164.0,,,,,24.0,,59.3,12.8,0.0,50.1,55.0,,,74.0,118.0,,,,,-22.0,,13.3,-33.2,-46.0,4.1,9.0,,,False,,,,,True,,True,True,True,True,True,,
05041,116,90.0,78.0,,,,,77.0,,63.5,15.9,0.0,41.8,52.6,,,-26.0,-38.0,,,,,-39.0,,-52.5,-100.1,-116.0,-74.2,-63.4,,,False,,,,,False,,False,False,False,False,False,,
05043,92,42.0,7.0,,,,,143.0,,77.5,39.6,0.0,3.0,73.4,,,-50.0,-85.0,,,,,51.0,,-14.5,-52.4,-92.0,-89.0,-18.6,,,False,,,,,False,,True,False,False,False,True,,
05045,1343,726.0,484.0,,,,,1154.0,,665.3,486.4,404.8,385.9,342.4,,,-617.0,-859.0,,,,,-189.0,,-677.7,-856.6,-938.2,-957.0,-1000.6,,,False,,,,,True,,False,False,False,False,False,,
05047,272,132.0,119.0,,,,,202.0,,138.8,107.1,65.9,15.1,72.6,,,-140.0,-153.0,,,,,-70.0,,-133.2,-164.9,-206.1,-256.9,-199.4,,,False,,,,,True,,True,False,False,False,False,,
05049,183,102.0,101.0,,,,,51.0,,92.3,9.1,,44.6,150.5,,,-81.0,-82.0,,,,,-132.0,,-90.7,-173.9,,-138.4,-32.5,,,False,,,,,False,,False,False,,False,True,,
05051,731,606.0,559.0,,,,,759.0,,712.1,475.4,426.1,357.6,362.1,,,-125.0,-172.0,,,,,28.0,,-18.9,-255.6,-304.9,-373.4,-368.9,,,False,,,,,True,,True,False,False,False,False,,
05053,133,114.0,198.0,,,,,75.0,,94.1,33.8,104.3,27.9,54.8,,,-19.0,65.0,,,,,-58.0,,-38.9,-99.2,-28.7,-105.2,-78.2,,,False,,,,,False,,False,False,False,False,False,,
05055,571,210.0,353.0,,,,,440.0,,280.8,137.3,188.9,105.1,221.0,,,-361.0,-218.0,,,,,-131.0,,-290.2,-433.7,-382.1,-465.9,-350.0,,,True,,,,,True,,True,False,False,False,True,,
05057,161,36.0,16.0,,,,,90.0,,77.9,2.8,0.3,22.6,134.7,,,-125.0,-145.0,,,,,-71.0,,-83.1,-158.2,-160.7,-138.4,-26.3,,,False,,,,,True,,True,False,False,False,True,,
05059,357,168.0,336.0,,,,,240.0,,180.7,95.5,7.5,230.4,56.5,,,-189.0,-21.0,,,,,-117.0,,-176.3,-261.5,-349.5,-126.6,-300.5,,,True,,,,,True,,True,False,False,True,False,,
05061,103,84.0,46.0,,,,,69.0,,63.3,13.8,0.7,56.1,61.3,,,-19.0,-57.0,,,,,-34.0,,-39.7,-89.2,-102.3,-46.9,-41.7,,,False,,,,,False,,False,False,False,False,False,,
05063,559,306.0,312.0,,,,,465.0,,395.1,120.1,182.7,51.6,526.3,,,-253.0,-247.0,,,,,-94.0,,-163.9,-438.9,-376.3,-507.4,-32.7,,,True,,,,,True,,True,False,False,False,True,,
05065,289,66.0,123.0,,,,,103.0,,98.3,7.6,31.8,22.1,81.5,,,-223.0,-166.0,,,,,-186.0,,-190.7,-281.4,-257.2,-266.9,-207.5,,,True,,,,,True,,True,False,False,False,True,,
05067,415,72.0,6.0,,,,,213.0,,107.5,35.5,0.5,7.3,97.5,,,-343.0,-409.0,,,,,-202.0,,-307.5,-379.5,-414.5,-407.7,-317.5,,,False,,,,,True,,True,False,False,False,True,,
05069,1680,954.0,826.0,,,,,534.0,,655.0,1058.1,10.3,811.0,844.9,,,-726.0,-854.0,,,,,-1146.0,,-1025.0,-621.9,-1669.7,-869.0,-835.1,,,False,,,,,False,,False,True,False,False,False,,
05071,160,144.0,128.0,,,,,421.0,,78.6,35.6,3.3,49.4,84.4,,,-16.0,-32.0,,,,,261.0,,-81.4,-124.4,-156.7,-110.6,-75.6,,,False,,,,,False,,False,False,False,False,False,,
05073,75,48.0,11.0,,,,,12.0,,25.5,7.8,,6.2,34.2,,,-27.0,-64.0,,,,,-63.0,,-49.5,-67.2,,-68.8,-40.8,,,False,,,,,False,,False,False,,False,False,,
05075,455,90.0,42.0,,,,,135.0,,96.2,21.8,59.9,34.9,86.7,,,-365.0,-413.0,,,,,-320.0,,-358.8,-433.2,-395.1,-420.1,-368.3,,,False,,,,,True,,True,False,False,False,False,,
05077,87,54.0,0.0,,,,,76.0,,18.9,10.4,1.7,24.2,73.3,,,-33.0,-87.0,,,,,-11.0,,-68.1,-76.6,-85.3,-62.8,-13.7,,,False,,,,,True,,False,False,False,False,True,,
05079,457,1104.0,,,,,,190.0,,160.3,360.8,3.3,562.8,757.1,,,647.0,,,,,,-267.0,,-296.7,-96.2,-453.7,105.8,300.1,,,,,,,,True,,True,True,True,True,True,,
05081,113,144.0,85.0,,,,,47.0,,169.3,93.4,0.0,19.9,184.6,,,31.0,-28.0,,,,,-66.0,,56.3,-19.6,-113.0,-93.1,71.6,,,True,,,,,False,,False,True,False,False,False,,
05083,172,30.0,1.0,,,,,231.0,,83.9,5.6,15.7,34.6,248.7,,,-142.0,-171.0,,,,,59.0,,-88.1,-166.4,-156.3,-137.4,76.7,,,False,,,,,True,,True,False,False,True,True,,
05085,746,372.0,420.0,,,,,514.0,,420.2,170.7,372.8,311.8,296.0,,,-374.0,-326.0,,,,,-232.0,,-325.8,-575.3,-373.2,-434.2,-450.0,,,True,,,,,True,,True,False,True,False,False,,
05087,100,78.0,47.0,,,,,194.0,,50.8,12.0,24.2,6.8,47.8,,,-22.0,-53.0,,,,,94.0,,-49.2,-88.0,-75.8,-93.2,-52.2,,,False,,,,,False,,False,False,False,False,False,,
05089,78,42.0,44.0,,,,,64.0,,67.8,5.2,,9.5,18.8,,,-36.0,-34.0,,,,,-14.0,,-10.2,-72.8,,-68.5,-59.2,,,True,,,,,True,,True,False,,False,False,,
05091,517,282.0,496.0,,,,,243.0,,191.6,138.6,69.8,76.2,139.8,,,-235.0,-21.0,,,,,-274.0,,-325.4,-378.4,-447.2,-440.8,-377.2,,,True,,,,,False,,False,False,False,False,False,,
05093,617,360.0,318.0,,,,,598.0,,377.9,439.2,4.2,45.4,418.8,,,-257.0,-299.0,,,,,-19.0,,-239.1,-177.8,-612.8,-571.6,-198.2,,,False,,,,,True,,True,True,False,False,True,,
05095,99,48.0,36.0,,,,,41.0,,38.8,10.9,10.6,8.4,42.7,,,-51.0,-63.0,,,,,-58.0,,-60.2,-88.1,-88.4,-90.6,-56.3,,,False,,,,,False,,False,False,False,False,False,,
05097,63,150.0,227.0,,,,,45.0,,100.3,21.3,43.8,16.4,,,,87.0,164.0,,,,,-18.0,,37.3,-41.7,-19.2,-46.6,,,,False,,,,,True,,True,True,True,True,,,
05099,99,18.0,0.0,,,,,24.0,,34.2,1.3,6.6,43.4,17.4,,,-81.0,-99.0,,,,,-75.0,,-64.8,-97.7,-92.4,-55.6,-81.6,,,False,,,,,True,,True,False,False,True,False,,
05101,147,126.0,0.0,,,,,66.0,,52.1,70.2,9.1,158.0,,,,-21.0,-147.0,,,,,-81.0,,-94.9,-76.8,-137.9,11.0,,,,False,,,,,False,,False,False,False,True,,,
05103,155,174.0,276.0,,,,,63.0,,172.8,55.3,115.1,26.2,132.2,,,19.0,121.0,,,,,-92.0,,17.8,-99.7,-39.9,-128.8,-22.8,,,False,,,,,False,,True,False,False,False,False,,
05105,61,6.0,0.0,,,,,49.0,,30.6,7.3,,5.3,5.5,,,-55.0,-61.0,,,,,-12.0,,-30.4,-53.7,,-55.7,-55.5,,,False,,,,,True,,True,True,,False,False,,
05107,267,102.0,73.0,,,,,142.0,,74.8,11.5,0.0,45.6,64.2,,,-165.0,-194.0,,,,,-125.0,,-192.2,-255.5,-267.0,-221.4,-202.8,,,False,,,,,True,,False,False,False,False,False,,
05109,71,66.0,27.0,,,,,58.0,,90.6,12.8,0.0,29.5,87.0,,,-5.0,-44.0,,,,,-13.0,,19.6,-58.2,-71.0,-41.5,16.0,,,False,,,,,False,,False,False,False,False,False,,
05111,389,198.0,164.0,,,,,226.0,,239.7,31.4,3.1,75.9,404.0,,,-191.0,-225.0,,,,,-163.0,,-149.3,-357.6,-385.9,-313.1,15.0,,,False,,,,,True,,True,False,False,False,True,,
05113,108,66.0,51.0,,,,,113.0,,81.3,30.5,96.1,54.3,53.3,,,-42.0,-57.0,,,,,5.0,,-26.7,-77.5,-11.9,-53.7,-54.7,,,False,,,,,True,,True,False,True,False,False,,
05115,697,696.0,669.0,,,,,701.0,,338.5,268.2,358.3,461.8,602.6,,,-1.0,-28.0,,,,,4.0,,-358.5,-428.8,-338.7,-235.2,-94.4,,,False,,,,,False,,False,False,False,False,False,,
05117,71,42.0,1.0,,,,,30.0,,31.5,4.9,23.4,8.1,99.4,,,-29.0,-70.0,,,,,-41.0,,-39.5,-66.1,-47.6,-62.9,28.4,,,False,,,,,False,,False,False,False,False,True,,
05119,3584,2700.0,2695.0,,,,,2362.0,,1766.5,2345.1,768.9,1264.1,1742.3,,,-884.0,-889.0,,,,,-1222.0,,-1817.5,-1238.9,-2815.1,-2319.9,-1841.7,,,False,,,,,False,,False,False,False,False,False,,
05121,259,66.0,35.0,,,,,199.0,,106.5,18.2,76.5,31.8,72.0,,,-193.0,-224.0,,,,,-60.0,,-152.5,-240.8,-182.5,-227.2,-187.0,,,False,,,,,True,,True,False,True,False,True,,
05123,285,126.0,247.0,,,,,425.0,,127.4,29.3,3.3,121.9,51.9,,,-159.0,-38.0,,,,,140.0,,-157.6,-255.7,-281.7,-163.1,-233.1,,,True,,,,,True,,True,False,False,False,False,,
05125,896,774.0,651.0,,,,,685.0,,653.5,300.5,541.7,227.9,479.2,,,-122.0,-245.0,,,,,-211.0,,-242.5,-595.5,-354.3,-668.1,-416.8,,,False,,,,,False,,False,False,False,False,False,,
05127,58,18.0,0.0,,,,,72.0,,47.7,15.3,,6.1,30.8,,,-40.0,-58.0,,,,,14.0,,-10.3,-42.7,,-51.9,-27.2,,,False,,,,,True,,True,False,,False,True,,
05129,61,114.0,237.0,,,,,43.0,,33.6,13.7,8.6,31.2,131.6,,,53.0,176.0,,,,,-18.0,,-27.4,-47.3,-52.4,-29.8,70.6,,,False,,,,,True,,True,True,True,True,False,,
05131,1512,846.0,515.0,,,,,1814.0,,567.8,442.0,9.8,224.5,546.0,,,-666.0,-997.0,,,,,302.0,,-944.2,-1070.0,-1502.2,-1287.5,-966.0,,,False,,,,,True,,False,False,False,False,False,,
05133,97,84.0,51.0,,,,,144.0,,43.3,17.2,9.6,85.0,89.2,,,-13.0,-46.0,,,,,47.0,,-53.7,-79.8,-87.4,-12.0,-7.8,,,False,,,,,False,,False,False,False,True,True,,
05135,146,48.0,46.0,,,,,76.0,,98.2,3.9,71.4,35.5,72.3,,,-98.0,-100.0,,,,,-70.0,,-47.8,-142.1,-74.6,-110.5,-73.7,,,False,,,,,True,,True,False,True,False,True,,
05137,161,240.0,269.0,,,,,90.0,,91.0,100.3,4.3,134.6,275.5,,,79.0,108.0,,,,,-71.0,,-70.0,-60.7,-156.7,-26.4,114.5,,,False,,,,,True,,True,True,False,True,False,,
05139,345,210.0,110.0,,,,,223.0,,300.4,73.1,181.8,21.2,90.6,,,-135.0,-235.0,,,,,-122.0,,-44.6,-271.9,-163.2,-323.8,-254.4,,,False,,,,,True,,True,False,False,False,False,,
05141,60,144.0,141.0,,,,,155.0,,64.9,28.5,73.0,59.9,269.1,,,84.0,81.0,,,,,95.0,,4.9,-31.5,13.0,-0.1,209.1,,,True,,,,,False,,True,True,True,True,False,,
05143,3228,4362.0,23472.0,,,,,3427.0,,437.2,1633.9,962.0,6056.5,1631.3,,,1134.0,20244.0,,,,,199.0,,-2790.8,-1594.1,-2266.0,2828.5,-1596.7,,,False,,,,,True,,False,False,False,False,False,,
05145,702,264.0,140.0,,,,,856.0,,361.4,155.1,527.7,132.2,429.2,,,-438.0,-562.0,,,,,154.0,,-340.6,-546.9,-174.3,-569.8,-272.8,,,False,,,,,True,,True,False,True,False,True,,
05147,57,6.0,0.0,,,,,56.0,,9.2,2.3,,7.7,,,,-51.0,-57.0,,,,,-1.0,,-47.8,-54.7,,-49.3,,,,False,,,,,True,,True,False,,True,,,
05149,139,222.0,80.0,,,,,200.0,,57.8,34.6,2.1,255.0,154.9,,,83.0,-59.0,,,,,61.0,,-81.2,-104.4,-136.9,116.0,15.9,,,True,,,,,True,,True,False,False,False,True,,
06001,3328,7704.0,6939.0,,,,,6517.0,,9157.2,3505.2,3714.1,89.7,5787.9,,,4376.0,3611.0,,,,,3189.0,,5829.2,177.2,386.1,-3238.3,2459.9,,,True,,,,,True,,False,True,True,True,True,,
06003,1,0.0,0.0,,,,,0.0,,0.3,0.0,,0.0,0.0,,,-1.0,-1.0,,,,,-1.0,,-0.7,-1.0,,-1.0,-1.0,,,False,,,,,False,,True,True,,False,True,,
06005,29,12.0,6.0,,,,,23.0,,111.3,0.5,182.2,5.4,41.0,,,-17.0,-23.0,,,,,-6.0,,82.3,-28.5,153.2,-23.6,12.0,,,False,,,,,True,,False,False,False,False,True,,
06007,677,2646.0,3737.0,,,,,981.0,,2392.2,1535.4,1305.3,1274.4,1353.0,,,1969.0,3060.0,,,,,304.0,,1715.2,858.4,628.3,597.4,676.0,,,False,,,,,True,,True,True,True,True,True,,
06009,60,222.0,314.0,,,,,16.0,,261.7,22.7,346.6,125.5,128.8,,,162.0,254.0,,,,,-44.0,,201.7,-37.3,286.6,65.5,68.8,,,False,,,,,True,,False,True,False,True,True,,
06011,75,174.0,85.0,,,,,35.0,,121.3,62.5,1.2,13.1,145.6,,,99.0,10.0,,,,,-40.0,,46.3,-12.5,-73.8,-61.9,70.6,,,True,,,,,True,,True,True,True,True,True,,
06013,3586,5094.0,5119.0,,,,,4562.0,,5151.4,3291.8,3394.5,1653.0,4168.2,,,1508.0,1533.0,,,,,976.0,,1565.4,-294.2,-191.5,-1933.0,582.2,,,False,,,,,True,,False,True,True,False,True,,
06015,50,12.0,1.0,,,,,2.0,,84.9,0.0,50.6,2.4,50.6,,,-38.0,-49.0,,,,,-48.0,,34.9,-50.0,0.6,-47.6,0.6,,,False,,,,,False,,True,False,True,False,True,,
06017,274,300.0,212.0,,,,,272.0,,825.2,72.6,488.8,152.5,169.6,,,26.0,-62.0,,,,,-2.0,,551.2,-201.4,214.8,-121.5,-104.4,,,False,,,,,True,,False,False,False,False,False,,
06019,3716,9210.0,9263.0,,,,,6365.0,,6906.7,8227.0,3674.4,1340.9,6500.9,,,5494.0,5547.0,,,,,2649.0,,3190.7,4511.0,-41.6,-2375.1,2784.9,,,False,,,,,True,,True,True,True,True,True,,
06021,165,210.0,81.0,,,,,277.0,,120.9,22.5,0.0,43.9,194.9,,,45.0,-84.0,,,,,112.0,,-44.1,-142.5,-165.0,-121.2,29.9,,,False,,,,,False,,True,False,False,False,True,,
06023,135,246.0,287.0,,,,,113.0,,393.9,21.8,493.8,148.4,228.3,,,111.0,152.0,,,,,-22.0,,258.9,-113.2,358.8,13.4,93.3,,,False,,,,,True,,False,False,False,True,True,,
06025,1369,2244.0,1536.0,,,,,3081.0,,673.0,915.0,18.9,276.4,1649.4,,,875.0,167.0,,,,,1712.0,,-696.0,-454.0,-1350.1,-1092.7,280.4,,,True,,,,,False,,True,True,False,False,True,,
06027,29,54.0,0.0,,,,,22.0,,89.2,1.7,120.0,2.0,323.0,,,25.0,-29.0,,,,,-7.0,,60.2,-27.3,91.0,-27.0,294.0,,,False,,,,,True,,False,False,False,False,False,,
06029,3428,5382.0,4982.0,,,,,5358.0,,4443.4,3422.1,1270.3,246.5,6550.0,,,1954.0,1554.0,,,,,1930.0,,1015.4,-5.9,-2157.7,-3181.5,3122.0,,,True,,,,,True,,True,True,False,False,False,,
06031,1520,3510.0,9817.0,,,,,1125.0,,765.5,844.0,44.5,1674.4,3572.6,,,1990.0,8297.0,,,,,-395.0,,-754.5,-676.0,-1475.5,154.4,2052.6,,,False,,,,,True,,True,True,True,True,False,,
06033,299,216.0,262.0,,,,,53.0,,392.9,45.6,502.6,78.8,185.7,,,-83.0,-37.0,,,,,-246.0,,93.9,-253.4,203.6,-220.2,-113.3,,,True,,,,,False,,False,False,False,False,False,,
06035,57,24.0,2.0,,,,,132.0,,121.2,0.2,0.0,79.8,,,,-33.0,-55.0,,,,,75.0,,64.2,-56.8,-57.0,22.8,,,,False,,,,,False,,False,False,False,True,,,
06037,40594,46716.0,54050.0,,,,,38095.0,,30067.8,37493.7,3852.7,21733.5,31911.1,,,6122.0,13456.0,,,,,-2499.0,,-10526.2,-3100.3,-36741.3,-18860.5,-8682.9,,,False,,,,,True,,False,True,False,False,False,,
06039,883,1674.0,1095.0,,,,,613.0,,1169.4,251.2,11.3,36.7,1018.6,,,791.0,212.0,,,,,-270.0,,286.4,-631.8,-871.7,-846.3,135.6,,,True,,,,,True,,True,True,False,False,True,,
06041,688,1374.0,4693.0,,,,,1585.0,,844.9,455.8,360.7,4.4,695.4,,,686.0,4005.0,,,,,897.0,,156.9,-232.2,-327.3,-683.6,7.4,,,False,,,,,False,,True,True,True,True,True,,
06043,4,18.0,0.0,,,,,2.0,,13.8,13.1,,1.1,19.0,,,14.0,-4.0,,,,,-2.0,,9.8,9.1,,-2.9,15.0,,,True,,,,,True,,True,True,,True,False,,
06045,343,384.0,260.0,,,,,204.0,,654.7,213.3,496.9,161.3,364.1,,,41.0,-83.0,,,,,-139.0,,311.7,-129.7,153.9,-181.7,21.1,,,False,,,,,False,,False,False,False,False,True,,
06047,1054,2322.0,2447.0,,,,,1594.0,,1524.3,658.3,6.5,1373.1,1674.2,,,1268.0,1393.0,,,,,540.0,,470.3,-395.7,-1047.5,319.1,620.2,,,False,,,,,True,,True,True,True,True,True,,
06049,9,72.0,0.0,,,,,6.0,,79.0,1.1,,38.7,33.3,,,63.0,-9.0,,,,,-3.0,,70.0,-7.9,,29.7,24.3,,,True,,,,,True,,False,True,,True,True,,
06051,13,0.0,0.0,,,,,13.0,,14.6,0.0,0.0,4.8,47.8,,,-13.0,-13.0,,,,,0.0,,1.6,-13.0,-13.0,-8.2,34.8,,,False,,,,,True,,True,True,True,True,False,,
06053,2617,4242.0,7325.0,,,,,3187.0,,2057.9,1529.6,360.8,2536.0,3809.2,,,1625.0,4708.0,,,,,570.0,,-559.1,-1087.4,-2256.2,-81.0,1192.2,,,False,,,,,True,,True,True,False,True,True,,
06055,380,432.0,309.0,,,,,503.0,,568.2,89.6,551.1,125.9,342.1,,,52.0,-71.0,,,,,123.0,,188.2,-290.4,171.1,-254.1,-37.9,,,False,,,,,False,,False,False,False,False,True,,
06057,127,108.0,54.0,,,,,98.0,,289.5,43.9,396.3,5.6,95.0,,,-19.0,-73.0,,,,,-29.0,,162.5,-83.1,269.3,-121.4,-32.0,,,False,,,,,False,,False,False,False,False,False,,
06059,7163,7914.0,2881.0,,,,,13380.0,,9630.4,5567.9,1681.2,805.9,4563.0,,,751.0,-4282.0,,,,,6217.0,,2467.4,-1595.1,-5481.8,-6357.1,-2600.0,,,False,,,,,False,,False,False,False,False,False,,
06061,726,1242.0,2550.0,,,,,935.0,,1454.2,876.4,762.7,486.5,1072.7,,,516.0,1824.0,,,,,209.0,,728.2,150.4,36.7,-239.5,346.7,,,False,,,,,True,,False,True,True,True,True,,
06063,9,30.0,0.0,,,,,10.0,,40.8,5.4,,14.6,20.3,,,21.0,-9.0,,,,,1.0,,31.8,-3.6,,5.6,11.3,,,True,,,,,True,,False,True,,True,True,,
06065,9297,12762.0,26496.0,,,,,10297.0,,7982.8,5703.4,3384.5,374.0,10590.7,,,3465.0,17199.0,,,,,1000.0,,-1314.2,-3593.6,-5912.5,-8923.0,1293.7,,,False,,,,,True,,True,False,False,False,True,,
06067,5379,9978.0,7883.0,,,,,7050.0,,9841.7,4966.9,5696.2,2857.1,4247.8,,,4599.0,2504.0,,,,,1671.0,,4462.7,-412.1,317.2,-2521.9,-1131.2,,,True,,,,,True,,True,True,True,True,True,,
06069,224,576.0,434.0,,,,,197.0,,162.1,272.4,432.9,297.4,370.9,,,352.0,210.0,,,,,-27.0,,-61.9,48.4,208.9,73.4,146.9,,,True,,,,,True,,True,True,True,True,True,,
06071,10277,13080.0,12378.0,,,,,8994.0,,10270.6,10574.4,4105.0,8929.1,7708.5,,,2803.0,2101.0,,,,,-1283.0,,-6.4,297.4,-6172.0,-1347.9,-2568.5,,,True,,,,,True,,True,True,False,True,True,,
06073,11640,13770.0,27285.0,,,,,70433.0,,12558.0,9234.5,2093.6,4331.6,10130.5,,,2130.0,15645.0,,,,,58793.0,,918.0,-2405.5,-9546.4,-7308.4,-1509.5,,,False,,,,,False,,True,False,False,False,True,,
06075,2001,2940.0,2246.0,,,,,85694.0,,4706.7,1388.7,10.8,1290.8,2052.8,,,939.0,245.0,,,,,83693.0,,2705.7,-612.3,-1990.2,-710.2,51.8,,,True,,,,,False,,False,True,False,True,True,,
06077,2749,7944.0,14342.0,,,,,4423.0,,3242.3,3524.9,2673.7,3128.4,6638.9,,,5195.0,11593.0,,,,,1674.0,,493.3,775.9,-75.3,379.4,3889.9,,,False,,,,,True,,True,True,True,True,True,,
06079,911,1152.0,1531.0,,,,,2081.0,,1814.2,441.7,1428.2,615.8,811.6,,,241.0,620.0,,,,,1170.0,,903.2,-469.3,517.2,-295.2,-99.4,,,False,,,,,False,,False,False,False,False,True,,
06081,2126,3258.0,6530.0,,,,,3588.0,,3882.2,1950.2,1922.2,68.0,4015.9,,,1132.0,4404.0,,,,,1462.0,,1756.2,-175.8,-203.8,-2058.0,1889.9,,,False,,,,,False,,False,True,True,False,False,,
06083,1199,2082.0,2147.0,,,,,3596.0,,1550.1,1530.8,904.3,1272.5,1688.7,,,883.0,948.0,,,,,2397.0,,351.1,331.8,-294.7,73.5,489.7,,,False,,,,,False,,True,True,True,True,True,,
06085,4862,7062.0,5067.0,,,,,7462.0,,9782.9,7726.3,4973.3,5548.5,5453.6,,,2200.0,205.0,,,,,2600.0,,4920.9,2864.3,111.3,686.5,591.6,,,True,,,,,False,,False,False,True,True,True,,
06087,759,1056.0,3448.0,,,,,1538.0,,1471.6,1008.0,2381.2,139.8,582.9,,,297.0,2689.0,,,,,779.0,,712.6,249.0,1622.2,-619.2,-176.1,,,False,,,,,False,,False,True,False,False,True,,
06089,1085,114.0,48.0,,,,,363.0,,627.0,20.5,468.4,11.3,111.7,,,-971.0,-1037.0,,,,,-722.0,,-458.0,-1064.5,-616.6,-1073.7,-973.3,,,False,,,,,True,,True,False,True,False,False,,
06091,0,0.0,0.0,,,,,0.0,,2.1,0.2,,0.0,0.9,,,0.0,0.0,,,,,0.0,,2.1,0.2,,0.0,0.9,,,True,,,,,True,,False,False,,True,False,,
06093,47,96.0,76.0,,,,,12.0,,144.5,11.4,220.5,10.8,148.2,,,49.0,29.0,,,,,-35.0,,97.5,-35.6,173.5,-36.2,101.2,,,True,,,,,True,,False,True,False,True,False,,
06095,1338,1698.0,2055.0,,,,,1508.0,,2253.4,695.5,1441.0,84.3,1318.0,,,360.0,717.0,,,,,170.0,,915.4,-642.5,103.0,-1253.7,-20.0,,,False,,,,,True,,False,False,True,False,True,,
06097,2668,2928.0,2635.0,,,,,2567.0,,3725.0,2706.1,4889.4,2218.0,2329.8,,,260.0,-33.0,,,,,-101.0,,1057.0,38.1,2221.4,-450.0,-338.2,,,True,,,,,True,,False,True,False,False,False,,
06099,1967,4770.0,4154.0,,,,,3411.0,,3009.8,2562.8,2182.6,3512.2,3578.6,,,2803.0,2187.0,,,,,1444.0,,1042.8,595.8,215.6,1545.2,1611.6,,,True,,,,,True,,True,True,True,True,True,,
06101,351,582.0,418.0,,,,,361.0,,551.9,113.5,439.4,37.8,347.9,,,231.0,67.0,,,,,10.0,,200.9,-237.5,88.4,-313.2,-3.1,,,True,,,,,True,,True,False,True,False,True,,
06103,298,192.0,164.0,,,,,111.0,,360.6,112.8,410.1,152.8,208.7,,,-106.0,-134.0,,,,,-187.0,,62.6,-185.2,112.1,-145.2,-89.3,,,False,,,,,False,,True,False,False,False,True,,
