,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,144.2,46.7,391.1,0.0,16.7,124.7,10053.9
COVIDhub-baseline,3141,158.9,49.0,410.1,0.0,17.0,135.0,7686.0
CEID-Walk,3141,161.6,49.0,425.0,0.0,17.0,136.4,8379.6
COVIDhub-ensemble,3141,162.4,46.0,482.3,0.0,16.0,134.0,9999.0
IowaStateLW-STEM,3103,189.9,56.0,639.1,0.0,18.0,159.0,19897.0
USC-SI_kJalpha,2791,195.6,62.5,594.4,0.0,21.0,163.0,14170.4
JHUAPL-Bucky,3141,205.2,69.4,566.5,0.0,21.6,183.9,13751.6
JHU_IDD-CovidSP,3139,205.6,55.3,717.0,0.0,17.7,156.8,18297.5
UVA-Ensemble,2780,217.5,55.7,839.5,0.0,18.3,151.9,33923.5
LANL-GrowthRate,2951,227.3,84.1,593.6,0.0,31.6,201.2,17942.3
MITCovAlliance-SIR,2398,274.6,69.4,1055.4,0.0,23.5,192.1,27114.5
RobertWalraven-ESG,3141,274.9,82.0,819.6,0.0,27.5,221.2,18431.1
CU-select,3062,352.0,79.0,1641.9,0.0,28.0,206.0,46567.0
