,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
13095,113,57.0,58.4,,53.0,0.0,,,,,,37.8,,,436.0,,1.7,99.0,,18.7,75.5,4.9,63.0,163.0,,59.7,,122.2,,,,82.0,76.4,142.5,-56.0,-54.6,,-60.0,-113.0,,,,,,-75.2,,,323.0,,-111.3,-14.0,,-94.3,-37.5,-108.1,-50.0,50.0,,-53.3,,9.2,,,,-31.0,-36.6,29.5,True,,False,False,,,,,,False,,,False,,False,True,,False,True,False,True,True,,True,,True,,,,True,True,True
13097,390,333.0,325.3,,267.0,2502.0,,,,,,267.3,,,397.0,,256.0,198.2,,251.1,305.2,107.5,461.0,333.0,,94.5,,263.9,268.0,,,244.0,248.2,1283.7,-57.0,-64.7,,-123.0,2112.0,,,,,,-122.7,,,7.0,,-134.0,-191.8,,-138.9,-84.8,-282.5,71.0,-57.0,,-295.5,,-126.1,-122.0,,,-146.0,-141.8,893.7,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
13099,33,81.0,83.2,,53.0,,,,,,,26.6,,,57.0,,54.2,24.3,,13.3,58.0,1.3,,52.0,,33.6,,63.4,,,,9.0,72.4,18.7,48.0,50.2,,20.0,,,,,,,-6.4,,,24.0,,21.2,-8.7,,-19.7,25.0,-31.7,,19.0,,0.6,,30.4,,,,-24.0,39.4,-14.3,False,,True,,,,,,,True,,,True,,True,True,,True,True,True,,True,,True,,True,,,,True,True,True
13101,4,3.0,3.9,,0.0,0.0,,,,,,4.3,,,4.0,,0.9,2.9,,0.0,0.7,0.2,0.0,20.0,,0.6,,4.5,,,,0.0,2.6,85.0,-1.0,-0.1,,-4.0,-4.0,,,,,,0.3,,,0.0,,-3.1,-1.1,,-4.0,-3.3,-3.8,-4.0,16.0,,-3.4,,0.5,,,,-4.0,-1.4,81.0,True,,False,False,,,,,,True,,,True,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
13103,240,198.0,202.0,,182.0,167.0,,,,,,298.5,,,231.0,,177.5,165.4,,126.5,180.1,196.0,143.0,217.0,,170.2,,206.9,,,,148.0,168.5,625.1,-42.0,-38.0,,-58.0,-73.0,,,,,,58.5,,,-9.0,,-62.5,-74.6,,-113.5,-59.9,-44.0,-97.0,-23.0,,-69.8,,-33.1,,,,-92.0,-71.5,385.1,True,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,True,,False,,True,,,,False,False,False
13105,102,153.0,145.2,,98.0,23.0,,,,,,93.0,,,70.0,,200.8,79.1,,84.0,98.0,85.7,204.0,104.0,,41.6,,127.5,,,,104.0,136.5,,51.0,43.2,,-4.0,-79.0,,,,,,-9.0,,,-32.0,,98.8,-22.9,,-18.0,-4.0,-16.3,102.0,2.0,,-60.4,,25.5,,,,2.0,34.5,,True,,True,False,,,,,,True,,,True,,False,True,,True,True,True,False,True,,False,,True,,,,True,True,
13107,117,180.0,177.8,,125.0,110.0,,,,,,158.8,,,123.0,,140.7,75.3,,114.0,156.7,0.1,130.0,258.0,,136.1,,101.8,,,,35.0,134.9,136.6,63.0,60.8,,8.0,-7.0,,,,,,41.8,,,6.0,,23.7,-41.7,,-3.0,39.7,-116.9,13.0,141.0,,19.1,,-15.2,,,,-82.0,17.9,19.6,True,,True,True,,,,,,True,,,True,,True,True,,True,True,False,True,False,,True,,True,,,,False,True,True
13109,38,33.0,32.8,,23.0,0.0,,,,,,58.7,,,36.0,,21.0,22.9,,18.0,44.2,0.0,,35.0,,17.9,,23.6,,,,14.0,29.2,82.0,-5.0,-5.2,,-15.0,-38.0,,,,,,20.7,,,-2.0,,-17.0,-15.1,,-20.0,6.2,-38.0,,-3.0,,-20.1,,-14.4,,,,-24.0,-8.8,44.0,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,,True,,False,,False,,,,False,False,False
13111,128,162.0,156.2,,130.0,284.0,,,,,,92.9,,,66.0,,189.6,72.4,,71.3,122.6,96.8,264.0,111.0,,128.7,,109.2,,,,160.0,195.7,236.9,34.0,28.2,,2.0,156.0,,,,,,-35.1,,,-62.0,,61.6,-55.6,,-56.7,-5.4,-31.2,136.0,-17.0,,0.7,,-18.8,,,,32.0,67.7,108.9,True,,True,False,,,,,,False,,,False,,False,False,,False,True,True,False,True,,True,,True,,,,True,False,False
13113,180,318.0,346.4,,262.0,953.0,,,,,,229.2,,,194.0,,227.7,183.7,,265.9,299.8,208.3,536.0,285.0,,109.1,,266.2,,,,233.0,205.1,759.7,138.0,166.4,,82.0,773.0,,,,,,49.2,,,14.0,,47.7,3.7,,85.9,119.8,28.3,356.0,105.0,,-70.9,,86.2,,,,53.0,25.1,579.7,False,,True,False,,,,,,True,,,True,,True,True,,True,True,True,False,True,,True,,True,,,,True,True,False
13115,437,567.0,526.8,,482.0,499.0,,,,,,671.3,,,610.0,,616.1,323.1,,279.4,452.0,639.0,666.0,50.0,,434.7,,440.3,,,,522.0,490.1,732.1,130.0,89.8,,45.0,62.0,,,,,,234.3,,,173.0,,179.1,-113.9,,-157.6,15.0,202.0,229.0,-387.0,,-2.3,,3.3,,,,85.0,53.1,295.1,True,,True,True,,,,,,False,,,False,,False,True,,False,True,False,False,False,,True,,True,,,,True,True,False
13117,548,822.0,795.3,,741.0,511.0,,,,,,681.2,,,454.0,,750.4,810.3,,789.2,827.6,296.1,1357.0,809.0,,484.3,,906.7,731.0,,,691.0,658.4,3210.2,274.0,247.3,,193.0,-37.0,,,,,,133.2,,,-94.0,,202.4,262.3,,241.2,279.6,-251.9,809.0,261.0,,-63.7,,358.7,183.0,,,143.0,110.4,2662.2,True,,True,True,,,,,,True,,,True,,True,True,,True,False,True,False,True,,True,,False,True,,,True,True,False
13119,83,129.0,123.7,,107.0,111.0,,,,,,110.3,,,131.0,,119.2,79.9,,25.0,95.6,1.5,114.0,158.0,,42.1,,106.1,,,,93.0,136.9,93.8,46.0,40.7,,24.0,28.0,,,,,,27.3,,,48.0,,36.2,-3.1,,-58.0,12.6,-81.5,31.0,75.0,,-40.9,,23.1,,,,10.0,53.9,10.8,True,,True,True,,,,,,True,,,False,,True,True,,False,True,False,True,False,,True,,True,,,,True,False,True
13121,2198,1710.0,1798.3,1466.1,1403.0,1386.0,,,,,,1920.1,,,2657.0,,997.8,1930.6,,1388.4,1466.2,563.8,1670.0,504.0,,992.7,,1652.7,1219.0,,,1678.0,1206.6,6663.1,-488.0,-399.7,-731.9,-795.0,-812.0,,,,,,-277.9,,,459.0,,-1200.2,-267.4,,-809.6,-731.8,-1634.2,-528.0,-1694.0,,-1205.3,,-545.3,-979.0,,,-520.0,-991.4,4465.1,True,False,False,False,,,,,,True,,,True,,False,True,,False,False,False,False,False,,False,,False,False,,,False,False,False
13123,162,57.0,58.4,,53.0,21.0,,,,,,62.2,,,137.0,,52.5,59.8,,38.4,60.3,2.5,,46.0,,3.3,,78.5,,,,38.0,40.7,34.4,-105.0,-103.6,,-109.0,-141.0,,,,,,-99.8,,,-25.0,,-109.5,-102.2,,-123.6,-101.7,-159.5,,-116.0,,-158.7,,-83.5,,,,-124.0,-121.3,-127.6,True,,False,False,,,,,,True,,,True,,False,True,,False,True,False,,False,,False,,True,,,,False,False,False
13125,4,3.0,2.9,,3.0,0.0,,,,,,6.2,,,9.0,,3.5,2.8,,0.6,0.0,,0.0,4.0,,2.1,,3.6,,,,1.0,2.6,12.7,-1.0,-1.1,,-1.0,-4.0,,,,,,2.2,,,5.0,,-0.5,-1.2,,-3.4,-4.0,,-4.0,0.0,,-1.9,,-0.4,,,,-3.0,-1.4,8.7,False,,False,False,,,,,,False,,,False,,True,False,,False,False,,False,True,,False,,True,,,,False,False,False
13127,169,132.0,135.2,,108.0,,,,,,,258.0,,,162.0,,56.3,111.0,,49.6,127.7,3.4,75.0,170.0,,121.7,,102.1,,,,85.0,151.5,275.3,-37.0,-33.8,,-61.0,,,,,,,89.0,,,-7.0,,-112.7,-58.0,,-119.4,-41.3,-165.6,-94.0,1.0,,-47.3,,-66.9,,,,-84.0,-17.5,106.3,True,,False,,,,,,,False,,,True,,False,False,,False,False,False,False,True,,False,,False,,,,False,True,False
13129,284,201.0,194.0,,138.0,98.0,,,,,,211.5,,,282.0,,203.5,126.9,,61.7,161.3,1.6,235.0,199.0,,98.8,,140.2,,,,230.0,146.0,941.3,-83.0,-90.0,,-146.0,-186.0,,,,,,-72.5,,,-2.0,,-80.5,-157.1,,-222.3,-122.7,-282.4,-49.0,-85.0,,-185.2,,-143.8,,,,-54.0,-138.0,657.3,False,,False,False,,,,,,True,,,True,,True,False,,False,False,False,True,False,,False,,False,,,,True,False,False
13131,68,66.0,65.9,,51.0,21.0,,,,,,97.1,,,153.0,,48.0,62.1,,14.1,65.5,0.4,56.0,50.0,,46.6,,68.7,,,,54.0,53.2,392.6,-2.0,-2.1,,-17.0,-47.0,,,,,,29.1,,,85.0,,-20.0,-5.9,,-53.9,-2.5,-67.6,-12.0,-18.0,,-21.4,,0.7,,,,-14.0,-14.8,324.6,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
13133,49,27.0,23.7,,20.0,5.0,,,,,,47.9,,,74.0,,22.2,25.8,,1.9,20.4,0.0,,9.0,,10.2,,35.6,,,,11.0,14.6,15.9,-22.0,-25.3,,-29.0,-44.0,,,,,,-1.1,,,25.0,,-26.8,-23.2,,-47.1,-28.6,-49.0,,-40.0,,-38.8,,-13.4,,,,-38.0,-34.4,-33.1,False,,False,False,,,,,,True,,,False,,False,False,,False,False,False,,False,,False,,True,,,,False,False,False
13135,2262,2238.0,2307.1,1820.3,1785.0,2001.0,,,,,,1730.4,,,1971.0,,1754.7,1637.1,,1686.9,2054.8,238.8,2520.0,1549.0,,1081.0,,1644.0,1605.0,,,1930.0,1536.0,5468.9,-24.0,45.1,-441.7,-477.0,-261.0,,,,,,-531.6,,,-291.0,,-507.3,-624.9,,-575.1,-207.2,-2023.2,258.0,-713.0,,-1181.0,,-618.0,-657.0,,,-332.0,-726.0,3206.9,False,False,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
13137,187,261.0,276.9,,184.0,458.0,,,,,,156.4,,,173.0,,289.3,177.6,,113.8,197.8,8.2,451.0,179.0,,31.3,,197.7,,,,286.0,253.9,426.6,74.0,89.9,,-3.0,271.0,,,,,,-30.6,,,-14.0,,102.3,-9.4,,-73.2,10.8,-178.8,264.0,-8.0,,-155.7,,10.7,,,,99.0,66.9,239.6,False,,True,False,,,,,,True,,,True,,False,True,,True,True,False,False,True,,False,,True,,,,False,True,False
13139,1084,1404.0,1551.7,905.4,1163.0,1416.0,,,,,,1032.4,,,867.0,,1260.8,652.6,,1163.0,1278.2,98.4,1940.0,1341.0,,746.4,,1078.9,1306.0,,,432.0,1285.1,3282.1,320.0,467.7,-178.6,79.0,332.0,,,,,,-51.6,,,-217.0,,176.8,-431.4,,79.0,194.2,-985.6,856.0,257.0,,-337.6,,-5.1,222.0,,,-652.0,201.1,2198.1,False,True,True,False,,,,,,True,,,True,,True,False,,True,True,False,False,True,,False,,True,True,,,False,True,False
13141,21,15.0,17.5,,10.0,0.0,,,,,,17.4,,,15.0,,0.4,17.7,,2.8,18.4,0.1,1.0,2.0,,10.4,,20.3,,,,2.0,18.6,22.6,-6.0,-3.5,,-11.0,-21.0,,,,,,-3.6,,,-6.0,,-20.6,-3.3,,-18.2,-2.6,-20.9,-20.0,-19.0,,-10.6,,-0.7,,,,-19.0,-2.4,1.6,True,,False,False,,,,,,True,,,False,,False,True,,False,True,False,False,False,,False,,True,,,,False,True,True
13143,124,108.0,110.3,,94.0,90.0,,,,,,90.0,,,151.0,,89.4,93.1,,47.4,104.1,83.6,108.0,38.0,,94.2,,80.0,,,,90.0,105.5,194.7,-16.0,-13.7,,-30.0,-34.0,,,,,,-34.0,,,27.0,,-34.6,-30.9,,-76.6,-19.9,-40.4,-16.0,-86.0,,-29.8,,-44.0,,,,-34.0,-18.5,70.7,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
13145,45,48.0,50.4,,33.0,21.0,,,,,,65.6,,,175.0,,28.1,29.3,,14.6,48.3,28.6,,32.0,,22.5,,35.0,,,,31.0,26.9,133.2,3.0,5.4,,-12.0,-24.0,,,,,,20.6,,,130.0,,-16.9,-15.7,,-30.4,3.3,-16.4,,-13.0,,-22.5,,-10.0,,,,-14.0,-18.1,88.2,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,False,False,False
13147,49,72.0,73.4,,58.0,52.0,,,,,,65.9,,,105.0,,82.9,52.3,,25.7,60.1,50.9,,92.0,,26.5,,55.3,,,,61.0,40.1,48.2,23.0,24.4,,9.0,3.0,,,,,,16.9,,,56.0,,33.9,3.3,,-23.3,11.1,1.9,,43.0,,-22.5,,6.3,,,,12.0,-8.9,-0.8,False,,True,True,,,,,,True,,,False,,False,True,,False,True,True,,False,,True,,True,,,,True,True,True
13149,16,15.0,13.7,,10.0,0.0,,,,,,26.4,,,40.0,,10.1,18.1,,4.2,12.5,17.1,0.0,14.0,,8.6,,8.0,,,,11.0,14.9,69.8,-1.0,-2.3,,-6.0,-16.0,,,,,,10.4,,,24.0,,-5.9,2.1,,-11.8,-3.5,1.1,-16.0,-2.0,,-7.4,,-8.0,,,,-5.0,-1.1,53.8,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
13151,672,702.0,712.3,,560.0,3748.0,,,,,,514.8,,,527.0,,755.2,492.2,,522.0,672.8,266.4,1047.0,494.0,,417.0,,503.3,569.0,,,882.0,534.8,1509.7,30.0,40.3,,-112.0,3076.0,,,,,,-157.2,,,-145.0,,83.2,-179.8,,-150.0,0.8,-405.6,375.0,-178.0,,-255.0,,-168.7,-103.0,,,210.0,-137.2,837.7,False,,False,False,,,,,,False,,,False,,False,False,,False,True,False,False,False,,False,,False,False,,,False,False,False
13153,286,297.0,310.6,,273.0,507.0,,,,,,347.9,,,504.0,,206.9,304.8,,197.4,295.7,305.5,277.0,33.0,,204.0,,196.5,253.0,,,326.0,216.0,381.8,11.0,24.6,,-13.0,221.0,,,,,,61.9,,,218.0,,-79.1,18.8,,-88.6,9.7,19.5,-9.0,-253.0,,-82.0,,-89.5,-33.0,,,40.0,-70.0,95.8,False,,False,False,,,,,,False,,,False,,False,False,,False,True,False,True,False,,False,,False,False,,,False,False,False
13155,54,30.0,25.0,,25.0,38.0,,,,,,39.6,,,18.0,,36.3,18.9,,7.4,36.4,0.0,,57.0,,32.5,,22.1,,,,31.0,37.9,69.6,-24.0,-29.0,,-29.0,-16.0,,,,,,-14.4,,,-36.0,,-17.7,-35.1,,-46.6,-17.6,-54.0,,3.0,,-21.5,,-31.9,,,,-23.0,-16.1,15.6,False,,False,True,,,,,,True,,,False,,True,False,,False,True,False,,True,,True,,False,,,,True,True,True
13157,264,321.0,309.8,,226.0,128.0,,,,,,395.3,,,226.0,,291.6,253.4,,170.6,288.1,136.4,348.0,258.0,,215.8,,261.8,,,,230.0,341.2,2357.2,57.0,45.8,,-38.0,-136.0,,,,,,131.3,,,-38.0,,27.6,-10.6,,-93.4,24.1,-127.6,84.0,-6.0,,-48.2,,-2.2,,,,-34.0,77.2,2093.2,True,,True,False,,,,,,False,,,True,,True,True,,False,True,False,False,True,,True,,True,,,,True,False,False
13159,24,33.0,35.7,,24.0,20.0,,,,,,1.4,,,54.0,,25.4,18.0,,10.9,25.1,14.9,0.0,84.0,,17.2,,27.1,,,,23.0,20.5,4.4,9.0,11.7,,0.0,-4.0,,,,,,-22.6,,,30.0,,1.4,-6.0,,-13.1,1.1,-9.1,-24.0,60.0,,-6.8,,3.1,,,,-1.0,-3.5,-19.6,False,,True,True,,,,,,False,,,False,,True,True,,False,True,False,False,False,,True,,True,,,,True,True,False
13161,58,42.0,46.9,,26.0,5.0,,,,,,88.3,,,29.0,,29.7,32.9,,6.0,33.4,0.2,,17.0,,19.7,,39.0,,,,10.0,33.0,103.8,-16.0,-11.1,,-32.0,-53.0,,,,,,30.3,,,-29.0,,-28.3,-25.1,,-52.0,-24.6,-57.8,,-41.0,,-38.3,,-19.0,,,,-48.0,-25.0,45.8,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,False,False,False
13163,41,69.0,59.9,,49.0,12.0,,,,,,88.9,,,51.0,,57.6,39.6,,21.6,53.9,0.1,,7.0,,42.7,,71.9,,,,0.0,48.2,99.3,28.0,18.9,,8.0,-29.0,,,,,,47.9,,,10.0,,16.6,-1.4,,-19.4,12.9,-40.9,,-34.0,,1.7,,30.9,,,,-41.0,7.2,58.3,True,,True,False,,,,,,False,,,True,,True,True,,True,True,False,,False,,True,,False,,,,False,True,False
13165,47,57.0,51.2,,50.0,54.0,,,,,,52.2,,,47.0,,54.9,18.9,,24.0,69.2,0.6,,94.0,,65.9,,30.3,,,,7.0,64.9,97.4,10.0,4.2,,3.0,7.0,,,,,,5.2,,,0.0,,7.9,-28.1,,-23.0,22.2,-46.4,,47.0,,18.9,,-16.7,,,,-40.0,17.9,50.4,True,,True,True,,,,,,True,,,True,,True,False,,False,False,False,,False,,False,,False,,,,False,False,False
13167,27,15.0,14.3,,12.0,41.0,,,,,,49.5,,,82.0,,7.8,18.2,,2.0,14.9,0.0,1.0,0.0,,2.3,,31.9,,,,5.0,33.3,31.9,-12.0,-12.7,,-15.0,14.0,,,,,,22.5,,,55.0,,-19.2,-8.8,,-25.0,-12.1,-27.0,-26.0,-27.0,,-24.7,,4.9,,,,-22.0,6.3,4.9,False,,False,False,,,,,,False,,,False,,False,True,,False,False,False,False,False,,False,,True,,,,False,True,True
13169,77,60.0,53.0,,52.0,28.0,,,,,,67.5,,,77.0,,49.9,53.8,,19.2,68.9,51.8,,14.0,,47.4,,36.1,,,,49.0,62.0,88.9,-17.0,-24.0,,-25.0,-49.0,,,,,,-9.5,,,0.0,,-27.1,-23.2,,-57.8,-8.1,-25.2,,-63.0,,-29.6,,-40.9,,,,-28.0,-15.0,11.9,False,,False,False,,,,,,True,,,True,,False,False,,False,True,False,,False,,False,,False,,,,False,True,True
13171,35,42.0,39.3,,29.0,0.0,,,,,,16.3,,,77.0,,42.1,29.6,,12.4,29.9,19.7,,87.0,,9.7,,32.3,,,,30.0,23.4,,7.0,4.3,,-6.0,-35.0,,,,,,-18.7,,,42.0,,7.1,-5.4,,-22.6,-5.1,-15.3,,52.0,,-25.3,,-2.7,,,,-5.0,-11.6,,True,,True,False,,,,,,False,,,False,,False,True,,False,True,False,,False,,False,,True,,,,True,False,
13173,16,9.0,10.6,,3.0,2.0,,,,,,35.3,,,11.0,,0.5,7.4,,0.3,4.0,0.0,1.0,21.0,,1.5,,9.4,,,,9.0,16.8,61.2,-7.0,-5.4,,-13.0,-14.0,,,,,,19.3,,,-5.0,,-15.5,-8.6,,-15.7,-12.0,-16.0,-15.0,5.0,,-14.5,,-6.6,,,,-7.0,0.8,45.2,True,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,True,,False,,True,,,,False,True,False
13175,252,198.0,204.7,,162.0,113.0,,,,,,207.7,,,230.0,,163.9,103.4,,122.1,180.2,0.4,197.0,149.0,,133.9,,167.1,,,,141.0,146.4,153.9,-54.0,-47.3,,-90.0,-139.0,,,,,,-44.3,,,-22.0,,-88.1,-148.6,,-129.9,-71.8,-251.6,-55.0,-103.0,,-118.1,,-84.9,,,,-111.0,-105.6,-98.1,True,,False,False,,,,,,True,,,True,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
13177,39,27.0,32.8,,27.0,18.0,,,,,,25.9,,,103.0,,4.7,30.0,,4.7,40.6,46.4,,59.0,,26.9,,29.1,,,,32.0,24.9,35.9,-12.0,-6.2,,-12.0,-21.0,,,,,,-13.1,,,64.0,,-34.3,-9.0,,-34.3,1.6,7.4,,20.0,,-12.1,,-9.9,,,,-7.0,-14.1,-3.1,True,,False,False,,,,,,False,,,False,,False,True,,False,True,True,,False,,False,,True,,,,True,False,True
13179,82,135.0,139.8,,117.0,139.0,,,,,,123.6,,,174.0,,157.8,114.6,,44.7,116.4,10.4,201.0,6.0,,2.7,,99.7,,,,228.0,90.4,455.1,53.0,57.8,,35.0,57.0,,,,,,41.6,,,92.0,,75.8,32.6,,-37.3,34.4,-71.6,119.0,-76.0,,-79.3,,17.7,,,,146.0,8.4,373.1,False,,True,False,,,,,,True,,,False,,False,True,,True,True,False,False,False,,False,,True,,,,False,True,False
13181,8,18.0,17.1,,3.0,0.0,,,,,,14.5,,,16.0,,7.3,6.2,,0.2,3.7,0.0,0.0,7.0,,1.5,,17.8,,,,18.0,8.2,41.9,10.0,9.1,,-5.0,-8.0,,,,,,6.5,,,8.0,,-0.7,-1.8,,-7.8,-4.3,-8.0,-8.0,-1.0,,-6.5,,9.8,,,,10.0,0.2,33.9,True,,True,True,,,,,,True,,,True,,True,True,,True,True,True,True,True,,True,,True,,,,False,True,False
13183,19,63.0,61.3,,43.0,41.0,,,,,,30.8,,,25.0,,71.5,47.7,,38.3,53.9,30.7,0.0,2.0,,25.9,,50.0,,,,71.0,54.0,66.8,44.0,42.3,,24.0,22.0,,,,,,11.8,,,6.0,,52.5,28.7,,19.3,34.9,11.7,-19.0,-17.0,,6.9,,31.0,,,,52.0,35.0,47.8,True,,True,True,,,,,,True,,,True,,False,True,,True,True,True,True,True,,True,,True,,,,False,True,False
13185,391,261.0,278.9,,153.0,160.0,,,,,,249.5,,,476.0,,160.8,137.7,,114.5,238.2,6.9,249.0,179.0,,114.9,,152.7,,,,186.0,186.2,246.6,-130.0,-112.1,,-238.0,-231.0,,,,,,-141.5,,,85.0,,-230.2,-253.3,,-276.5,-152.8,-384.1,-142.0,-212.0,,-276.1,,-238.3,,,,-205.0,-204.8,-144.4,True,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
13187,105,105.0,104.8,,89.0,23.0,,,,,,161.6,,,110.0,,114.5,78.1,,33.3,88.6,0.0,103.0,147.0,,70.2,,172.3,,,,109.0,106.2,412.2,0.0,-0.2,,-16.0,-82.0,,,,,,56.6,,,5.0,,9.5,-26.9,,-71.7,-16.4,-105.0,-2.0,42.0,,-34.8,,67.3,,,,4.0,1.2,307.2,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
13189,60,63.0,72.5,,44.0,23.0,,,,,,83.9,,,87.0,,57.7,46.2,,19.0,56.5,0.0,,129.0,,41.6,,42.3,,,,50.0,41.2,184.3,3.0,12.5,,-16.0,-37.0,,,,,,23.9,,,27.0,,-2.3,-13.8,,-41.0,-3.5,-60.0,,69.0,,-18.4,,-17.7,,,,-10.0,-18.8,124.3,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,,False,,False,,False,,,,False,False,False
13191,12,18.0,18.0,,14.0,6.0,,,,,,31.5,,,12.0,,15.6,19.6,,6.8,24.1,0.0,,0.0,,18.4,,13.9,,,,16.0,14.7,67.1,6.0,6.0,,2.0,-6.0,,,,,,19.5,,,0.0,,3.6,7.6,,-5.2,12.1,-12.0,,-12.0,,6.4,,1.9,,,,4.0,2.7,55.1,True,,True,False,,,,,,False,,,True,,True,False,,True,False,False,,False,,False,,True,,,,True,True,False
13193,10,18.0,16.7,,6.0,1.0,,,,,,21.4,,,68.0,,4.5,15.3,,3.4,14.5,0.1,0.0,6.0,,4.0,,12.2,,,,3.0,13.2,12.1,8.0,6.7,,-4.0,-9.0,,,,,,11.4,,,58.0,,-5.5,5.3,,-6.6,4.5,-9.9,-10.0,-4.0,,-6.0,,2.2,,,,-7.0,3.2,2.1,True,,True,False,,,,,,False,,,False,,True,True,,True,True,False,False,True,,True,,True,,,,True,True,True
13195,63,90.0,96.2,,88.0,106.0,,,,,,111.2,,,115.0,,89.3,60.3,,19.0,86.4,65.6,71.0,14.0,,89.3,,79.4,,,,91.0,81.9,376.7,27.0,33.2,,25.0,43.0,,,,,,48.2,,,52.0,,26.3,-2.7,,-44.0,23.4,2.6,8.0,-49.0,,26.3,,16.4,,,,28.0,18.9,313.7,False,,True,False,,,,,,False,,,False,,True,True,,False,True,True,True,False,,True,,True,,,,False,True,False
13197,6,15.0,17.7,,9.0,0.0,,,,,,12.5,,,34.0,,9.7,8.8,,0.4,3.2,0.0,0.0,26.0,,8.8,,10.6,,,,17.0,11.9,13.9,9.0,11.7,,3.0,-6.0,,,,,,6.5,,,28.0,,3.7,2.8,,-5.6,-2.8,-6.0,-6.0,20.0,,2.8,,4.6,,,,11.0,5.9,7.9,False,,True,True,,,,,,True,,,False,,True,True,,True,True,True,True,False,,True,,True,,,,False,True,True
