,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29049,301,144.0,,,145.0,11.1,113.4,,121.0,-157.0,,,-156.0,-289.9,-187.6,,-180.0,,,True,False,False,,False
29051,1720,1400.0,,,791.0,432.2,778.1,,1138.0,-320.0,,,-929.0,-1287.8,-941.9,,-582.0,,,False,False,False,,False
29053,380,208.0,,,104.0,27.6,119.8,,115.0,-172.0,,,-276.0,-352.4,-260.2,,-265.0,,,False,False,False,,False
29055,398,280.0,,,151.0,117.5,131.4,,409.0,-118.0,,,-247.0,-280.5,-266.6,,11.0,,,False,False,False,,True
29057,106,32.0,,,34.0,2.2,,,182.0,-74.0,,,-72.0,-103.8,,,76.0,,,True,False,,,False
29059,189,104.0,,,83.0,10.0,72.5,,78.0,-85.0,,,-106.0,-179.1,-116.5,,-111.0,,,False,False,False,,False
29061,179,0.0,,,41.0,3.8,1.6,,0.0,-179.0,,,-138.0,-175.2,-177.4,,-179.0,,,True,True,True,,False
29063,188,72.0,,,124.0,11.3,99.4,,190.0,-116.0,,,-64.0,-176.7,-88.6,,2.0,,,True,False,True,,True
29065,205,80.0,,,50.0,76.1,,,104.0,-125.0,,,-155.0,-128.9,,,-101.0,,,False,False,,,True
29067,165,40.0,,,97.0,4.2,,,28.0,-125.0,,,-68.0,-160.8,,,-137.0,,,True,False,,,False
29069,548,520.0,,,449.0,182.6,900.9,,223.0,-28.0,,,-99.0,-365.4,352.9,,-325.0,,,False,False,False,,False
29071,1440,920.0,,,848.0,960.8,487.5,,711.0,-520.0,,,-592.0,-479.2,-952.5,,-729.0,,,False,True,False,,False
29073,176,96.0,,,38.0,9.7,27.0,,68.0,-80.0,,,-138.0,-166.3,-149.0,,-108.0,,,False,False,False,,False
29075,92,0.0,,,35.0,4.1,28.6,,1.0,-92.0,,,-57.0,-87.9,-63.4,,-91.0,,,True,True,True,,True
29077,5915,3824.0,,,2569.0,3296.9,3411.0,,3579.0,-2091.0,,,-3346.0,-2618.1,-2504.0,,-2336.0,,,False,False,False,,False
29079,205,16.0,,,37.0,1.3,22.9,,3.0,-189.0,,,-168.0,-203.7,-182.1,,-202.0,,,True,False,True,,False
29081,104,16.0,,,36.0,0.3,79.0,,34.0,-88.0,,,-68.0,-103.7,-25.0,,-70.0,,,True,False,True,,True
29083,229,96.0,,,137.0,0.0,90.4,,88.0,-133.0,,,-92.0,-229.0,-138.6,,-141.0,,,True,False,False,,False
29085,126,88.0,,,37.0,14.5,,,70.0,-38.0,,,-89.0,-111.5,,,-56.0,,,False,False,,,False
29087,49,104.0,,,18.0,46.7,,,26.0,55.0,,,-31.0,-2.3,,,-23.0,,,True,True,,,True
29089,153,112.0,,,30.0,76.8,,,80.0,-41.0,,,-123.0,-76.2,,,-73.0,,,False,False,,,False
29091,788,208.0,,,361.0,91.2,432.7,,296.0,-580.0,,,-427.0,-696.8,-355.3,,-492.0,,,True,False,True,,True
29093,72,128.0,,,50.0,45.3,,,253.0,56.0,,,-22.0,-26.7,,,181.0,,,True,True,,,False
29095,4083,3856.0,,,5484.0,1499.6,10086.7,,2401.0,-227.0,,,1401.0,-2583.4,6003.7,,-1682.0,,,False,False,False,,False
29097,2769,1208.0,,,1221.0,798.0,694.1,,760.0,-1561.0,,,-1548.0,-1971.0,-2074.9,,-2009.0,,,True,False,False,,False
29099,3023,2768.0,,,1722.0,1788.7,2732.6,,2083.0,-255.0,,,-1301.0,-1234.3,-290.4,,-940.0,,,False,False,False,,False
29101,974,280.0,,,426.0,7.1,246.8,,367.0,-694.0,,,-548.0,-966.9,-727.2,,-607.0,,,True,False,False,,True
29103,22,24.0,,,16.0,4.5,,,6.0,2.0,,,-6.0,-17.5,,,-16.0,,,False,False,,,False
29105,783,328.0,,,303.0,77.2,344.1,,349.0,-455.0,,,-480.0,-705.9,-438.9,,-434.0,,,False,False,True,,True
29107,525,80.0,,,216.0,30.4,20.8,,49.0,-445.0,,,-309.0,-494.6,-504.2,,-476.0,,,True,False,False,,False
29109,643,392.0,,,348.0,177.9,222.8,,320.0,-251.0,,,-295.0,-465.1,-420.2,,-323.0,,,False,False,False,,False
29111,113,0.0,,,40.0,0.8,,,1.0,-113.0,,,-73.0,-112.2,,,-112.0,,,True,True,,,True
29113,546,464.0,,,414.0,261.6,190.0,,244.0,-82.0,,,-132.0,-284.4,-356.0,,-302.0,,,False,False,False,,False
29115,123,32.0,,,45.0,15.2,35.5,,13.0,-91.0,,,-78.0,-107.8,-87.5,,-110.0,,,True,False,True,,False
29117,475,24.0,,,62.0,8.3,144.6,,4.0,-451.0,,,-413.0,-466.7,-330.4,,-471.0,,,True,False,True,,False
29119,212,136.0,,,301.0,4.9,431.2,,55.0,-76.0,,,89.0,-207.1,219.2,,-157.0,,,False,False,False,,False
29121,124,32.0,,,54.0,31.9,147.7,,16.0,-92.0,,,-70.0,-92.1,23.7,,-108.0,,,True,False,True,,False
29123,379,264.0,,,72.0,162.5,,,290.0,-115.0,,,-307.0,-216.5,,,-89.0,,,False,False,,,True
29125,99,56.0,,,16.0,12.7,,,27.0,-43.0,,,-83.0,-86.3,,,-72.0,,,False,False,,,False
29127,479,488.0,,,211.0,292.2,507.8,,210.0,9.0,,,-268.0,-186.8,28.8,,-269.0,,,False,False,False,,False
29129,18,0.0,,,8.0,2.3,,,1.0,-18.0,,,-10.0,-15.7,,,-17.0,,,True,True,,,True
29131,536,424.0,,,128.0,106.3,374.5,,356.0,-112.0,,,-408.0,-429.7,-161.5,,-180.0,,,False,False,False,,False
29133,164,336.0,,,188.0,70.9,182.6,,159.0,172.0,,,24.0,-93.1,18.6,,-5.0,,,True,True,True,,True
29135,299,104.0,,,77.0,5.1,149.9,,35.0,-195.0,,,-222.0,-293.9,-149.1,,-264.0,,,False,False,True,,False
29137,76,120.0,,,20.0,25.3,,,151.0,44.0,,,-56.0,-50.7,,,75.0,,,False,False,,,False
29139,66,32.0,,,30.0,8.2,108.5,,21.0,-34.0,,,-36.0,-57.8,42.5,,-45.0,,,False,False,False,,False
29141,453,96.0,,,74.0,61.0,48.2,,51.0,-357.0,,,-379.0,-392.0,-404.8,,-402.0,,,False,False,False,,False
29143,352,336.0,,,141.0,87.8,238.8,,123.0,-16.0,,,-211.0,-264.2,-113.2,,-229.0,,,False,False,False,,False
29145,966,528.0,,,702.0,530.2,327.0,,355.0,-438.0,,,-264.0,-435.8,-639.0,,-611.0,,,True,True,False,,False
29147,726,320.0,,,151.0,214.6,200.1,,231.0,-406.0,,,-575.0,-511.4,-525.9,,-495.0,,,False,False,False,,False
29149,182,56.0,,,62.0,61.4,,,50.0,-126.0,,,-120.0,-120.6,,,-132.0,,,True,True,,,False
29151,316,96.0,,,50.0,23.3,89.4,,99.0,-220.0,,,-266.0,-292.7,-226.6,,-217.0,,,False,False,False,,True
29153,153,16.0,,,56.0,0.9,,,2.0,-137.0,,,-97.0,-152.1,,,-151.0,,,True,False,,,False
29155,369,312.0,,,272.0,210.7,247.8,,190.0,-57.0,,,-97.0,-158.3,-121.2,,-179.0,,,False,False,False,,False
29157,460,232.0,,,144.0,247.1,69.1,,93.0,-228.0,,,-316.0,-212.9,-390.9,,-367.0,,,False,True,False,,False
29159,648,768.0,,,504.0,56.6,1294.3,,260.0,120.0,,,-144.0,-591.4,646.3,,-388.0,,,False,False,False,,False
29161,596,240.0,,,355.0,159.9,249.3,,191.0,-356.0,,,-241.0,-436.1,-346.7,,-405.0,,,True,False,True,,False
29163,165,0.0,,,125.0,61.2,2.3,,0.0,-165.0,,,-40.0,-103.8,-162.7,,-165.0,,,True,True,True,,False
29165,449,296.0,,,706.0,51.9,189.8,,175.0,-153.0,,,257.0,-397.1,-259.2,,-274.0,,,False,False,False,,False
29167,599,200.0,,,265.0,199.6,364.9,,218.0,-399.0,,,-334.0,-399.4,-234.1,,-381.0,,,True,False,True,,True
29169,559,464.0,,,561.0,110.2,649.7,,303.0,-95.0,,,2.0,-448.8,90.7,,-256.0,,,True,False,True,,False
29171,32,40.0,,,13.0,19.2,,,112.0,8.0,,,-19.0,-12.8,,,80.0,,,False,False,,,False
29173,104,208.0,,,39.0,287.3,,,134.0,104.0,,,-65.0,183.3,,,30.0,,,True,False,,,True
29175,388,160.0,,,127.0,455.9,223.3,,317.0,-228.0,,,-261.0,67.9,-164.7,,-71.0,,,False,True,True,,True
29177,121,0.0,,,153.0,16.0,4.4,,0.0,-121.0,,,32.0,-105.0,-116.6,,-121.0,,,True,True,True,,False
29179,45,16.0,,,19.0,2.1,,,187.0,-29.0,,,-26.0,-42.9,,,142.0,,,True,False,,,False
29181,167,56.0,,,103.0,24.6,87.7,,135.0,-111.0,,,-64.0,-142.4,-79.3,,-32.0,,,True,False,True,,True
29183,4324,4392.0,,,3387.0,2994.4,1759.8,,2540.0,68.0,,,-937.0,-1329.6,-2564.2,,-1784.0,,,False,False,False,,False
29185,82,16.0,,,40.0,28.0,,,4.0,-66.0,,,-42.0,-54.0,,,-78.0,,,True,True,,,False
29186,195,176.0,,,132.0,27.3,237.5,,219.0,-19.0,,,-63.0,-167.7,42.5,,24.0,,,False,False,False,,False
29187,1804,2280.0,,,661.0,668.7,1638.3,,1086.0,476.0,,,-1143.0,-1135.3,-165.7,,-718.0,,,False,False,True,,False
29189,9882,10496.0,,,9007.0,4899.0,11506.3,,5689.0,614.0,,,-875.0,-4983.0,1624.3,,-4193.0,,,False,False,False,,False
29195,363,288.0,,,205.0,227.9,96.1,,230.0,-75.0,,,-158.0,-135.1,-266.9,,-133.0,,,False,False,False,,False
29197,24,24.0,,,13.0,1.6,,,68.0,0.0,,,-11.0,-22.4,,,44.0,,,False,False,,,False
29199,40,0.0,,,18.0,2.7,34.5,,5.0,-40.0,,,-22.0,-37.3,-5.5,,-35.0,,,True,True,True,,True
29201,680,664.0,,,429.0,99.2,1103.1,,361.0,-16.0,,,-251.0,-580.8,423.1,,-319.0,,,False,False,False,,False
29203,139,16.0,,,38.0,25.1,5.6,,70.0,-123.0,,,-101.0,-113.9,-133.4,,-69.0,,,True,True,False,,True
29205,52,8.0,,,13.0,3.5,,,1.0,-44.0,,,-39.0,-48.5,,,-51.0,,,True,False,,,False
29207,489,120.0,,,321.0,68.7,78.4,,91.0,-369.0,,,-168.0,-420.3,-410.6,,-398.0,,,True,False,False,,False
29209,387,552.0,,,239.0,0.0,673.8,,484.0,165.0,,,-148.0,-387.0,286.8,,97.0,,,True,False,False,,True
29211,116,48.0,,,57.0,7.3,75.6,,28.0,-68.0,,,-59.0,-108.7,-40.4,,-88.0,,,True,False,True,,False
29213,688,1104.0,,,535.0,182.3,1041.7,,463.0,416.0,,,-153.0,-505.7,353.7,,-225.0,,,True,False,True,,True
29215,435,104.0,,,210.0,10.4,,,61.0,-331.0,,,-225.0,-424.6,,,-374.0,,,True,False,,,False
29217,214,56.0,,,118.0,44.9,20.4,,44.0,-158.0,,,-96.0,-169.1,-193.6,,-170.0,,,True,False,False,,False
29219,281,392.0,,,210.0,285.9,194.6,,361.0,111.0,,,-71.0,4.9,-86.4,,80.0,,,True,True,True,,True
29221,398,464.0,,,200.0,160.3,365.2,,238.0,66.0,,,-198.0,-237.7,-32.8,,-160.0,,,False,False,True,,False
29223,218,48.0,,,79.0,38.6,,,12.0,-170.0,,,-139.0,-179.4,,,-206.0,,,True,False,,,False
29225,849,184.0,,,260.0,110.3,96.8,,214.0,-665.0,,,-589.0,-738.7,-752.2,,-635.0,,,True,False,False,,True
29227,16,8.0,,,8.0,2.8,15.0,,34.0,-8.0,,,-8.0,-13.2,-1.0,,18.0,,,False,False,True,,False
29229,470,32.0,,,109.0,10.0,51.3,,30.0,-438.0,,,-361.0,-460.0,-418.7,,-440.0,,,True,False,True,,False
29510,2002,2464.0,,,3881.0,1475.9,1344.9,,979.0,462.0,,,1879.0,-526.1,-657.1,,-1023.0,,,False,False,False,,False
30001,163,16.0,,,32.0,43.7,,,2.0,-147.0,,,-131.0,-119.3,,,-161.0,,,True,True,,,False
30003,526,600.0,,,347.0,72.4,851.9,,54.0,74.0,,,-179.0,-453.6,325.9,,-472.0,,,False,False,False,,False
30005,179,0.0,,,34.0,1.7,,,3.0,-179.0,,,-145.0,-177.3,,,-176.0,,,True,True,,,True
30007,24,0.0,,,56.0,4.6,,,0.0,-24.0,,,32.0,-19.4,,,-24.0,,,False,True,,,False
30009,113,56.0,,,76.0,22.7,132.5,,15.0,-57.0,,,-37.0,-90.3,19.5,,-98.0,,,True,False,True,,False
30011,34,0.0,,,0.0,0.0,,,,-34.0,,,-34.0,-34.0,,,,,,False,False,,,
30013,1175,120.0,,,550.0,16.4,88.8,,123.0,-1055.0,,,-625.0,-1158.6,-1086.2,,-1052.0,,,True,False,False,,True
30015,43,0.0,,,64.0,2.4,4.4,,0.0,-43.0,,,21.0,-40.6,-38.6,,-43.0,,,True,True,True,,False
30017,124,16.0,,,136.0,9.8,98.7,,2.0,-108.0,,,12.0,-114.2,-25.3,,-122.0,,,True,False,True,,False
30019,13,0.0,,,51.0,0.0,1.4,,0.0,-13.0,,,38.0,-13.0,-11.6,,-13.0,,,False,False,True,,False
30021,127,8.0,,,89.0,0.5,,,10.0,-119.0,,,-38.0,-126.5,,,-117.0,,,True,False,,,True
30023,290,16.0,,,40.0,3.7,,,24.0,-274.0,,,-250.0,-286.3,,,-266.0,,,True,False,,,True
30025,31,0.0,,,8.0,0.0,0.9,,0.0,-31.0,,,-23.0,-31.0,-30.1,,-31.0,,,True,False,True,,False
30027,129,8.0,,,148.0,3.9,,,18.0,-121.0,,,19.0,-125.1,,,-111.0,,,True,False,,,True
30029,1936,672.0,,,1923.0,204.6,482.5,,730.0,-1264.0,,,-13.0,-1731.4,-1453.5,,-1206.0,,,True,False,False,,True
30031,1173,184.0,,,465.0,0.0,114.5,,71.0,-989.0,,,-708.0,-1173.0,-1058.5,,-1102.0,,,True,False,False,,False
30033,8,0.0,,,104.0,0.0,,,0.0,-8.0,,,96.0,-8.0,,,-8.0,,,False,False,,,False
30035,673,144.0,,,257.0,166.7,521.3,,117.0,-529.0,,,-416.0,-506.3,-151.7,,-556.0,,,True,True,True,,False
30037,3,0.0,,,16.0,0.0,0.0,,0.0,-3.0,,,13.0,-3.0,-3.0,,-3.0,,,False,False,True,,False
30039,32,0.0,,,5.0,7.7,,,0.0,-32.0,,,-27.0,-24.3,,,-32.0,,,True,True,,,False
30041,445,40.0,,,243.0,1.7,,,73.0,-405.0,,,-202.0,-443.3,,,-372.0,,,True,False,,,True
30043,90,24.0,,,72.0,4.4,,,31.0,-66.0,,,-18.0,-85.6,,,-59.0,,,True,False,,,True
30045,9,0.0,,,15.0,0.0,1.7,,0.0,-9.0,,,6.0,-9.0,-7.3,,-9.0,,,True,False,True,,False
30047,237,40.0,,,126.0,9.4,72.1,,14.0,-197.0,,,-111.0,-227.6,-164.9,,-223.0,,,True,False,True,,False
30049,383,120.0,,,495.0,22.9,38.1,,84.0,-263.0,,,112.0,-360.1,-344.9,,-299.0,,,True,False,False,,False
30051,27,0.0,,,0.0,0.0,,,0.0,-27.0,,,-27.0,-27.0,,,-27.0,,,False,False,,,False
30053,164,16.0,,,22.0,19.3,30.8,,2.0,-148.0,,,-142.0,-144.7,-133.2,,-162.0,,,True,True,True,,False
30055,40,0.0,,,47.0,0.3,2.8,,0.0,-40.0,,,7.0,-39.7,-37.2,,-40.0,,,True,True,True,,False
30057,43,48.0,,,48.0,2.0,86.8,,20.0,5.0,,,5.0,-41.0,43.8,,-23.0,,,False,False,False,,False
30059,45,0.0,,,24.0,0.0,1.0,,0.0,-45.0,,,-21.0,-45.0,-44.0,,-45.0,,,True,False,True,,False
30061,11,0.0,,,8.0,1.5,0.4,,0.0,-11.0,,,-3.0,-9.5,-10.6,,-11.0,,,True,True,True,,False
30063,1150,176.0,,,964.0,236.5,608.8,,145.0,-974.0,,,-186.0,-913.5,-541.2,,-1005.0,,,True,True,True,,False
30065,57,16.0,,,191.0,2.1,7.8,,83.0,-41.0,,,134.0,-54.9,-49.2,,26.0,,,False,False,False,,True
30067,106,8.0,,,40.0,0.8,23.3,,7.0,-98.0,,,-66.0,-105.2,-82.7,,-99.0,,,True,False,True,,False
30069,3,0.0,,,23.0,0.0,,,,-3.0,,,20.0,-3.0,,,,,,False,False,,,
30071,35,128.0,,,111.0,72.7,,,35.0,93.0,,,76.0,37.7,,,0.0,,,True,True,,,True
30073,119,24.0,,,0.0,1.6,,,136.0,-95.0,,,-119.0,-117.4,,,17.0,,,False,False,,,True
30075,46,0.0,,,8.0,0.0,,,0.0,-46.0,,,-38.0,-46.0,,,-46.0,,,True,False,,,False
30077,35,0.0,,,18.0,7.1,0.6,,0.0,-35.0,,,-17.0,-27.9,-34.4,,-35.0,,,True,True,True,,False
30079,28,0.0,,,24.0,0.0,,,0.0,-28.0,,,-4.0,-28.0,,,-28.0,,,True,False,,,False
30081,224,56.0,,,192.0,6.2,78.9,,25.0,-168.0,,,-32.0,-217.8,-145.1,,-199.0,,,True,False,True,,False
30083,143,48.0,,,149.0,6.1,19.0,,307.0,-95.0,,,6.0,-136.9,-124.0,,164.0,,,True,False,False,,False
30085,732,32.0,,,145.0,26.5,,,38.0,-700.0,,,-587.0,-705.5,,,-694.0,,,True,False,,,True
30087,593,504.0,,,57.0,36.0,,,230.0,-89.0,,,-536.0,-557.0,,,-363.0,,,False,False,,,False
30089,55,136.0,,,16.0,49.0,,,458.0,81.0,,,-39.0,-6.0,,,403.0,,,True,True,,,False
30091,38,0.0,,,35.0,0.0,3.2,,0.0,-38.0,,,-3.0,-38.0,-34.8,,-38.0,,,True,False,True,,False
30093,303,56.0,,,182.0,4.6,1621.2,,7.0,-247.0,,,-121.0,-298.4,1318.2,,-296.0,,,True,False,False,,False
30095,109,16.0,,,48.0,2.5,,,10.0,-93.0,,,-61.0,-106.5,,,-99.0,,,True,False,,,False
30097,51,24.0,,,15.0,15.0,17.6,,118.0,-27.0,,,-36.0,-36.0,-33.4,,67.0,,,False,False,False,,False
30099,55,8.0,,,0.0,2.2,,,212.0,-47.0,,,-55.0,-52.8,,,157.0,,,False,False,,,False
30101,251,16.0,,,0.0,18.5,18.1,,3.0,-235.0,,,-251.0,-232.5,-232.9,,-248.0,,,False,True,True,,False
30103,7,8.0,,,0.0,0.3,3.0,,30.0,1.0,,,-7.0,-6.7,-4.0,,23.0,,,False,False,False,,False
30105,212,48.0,,,473.0,6.1,,,19.0,-164.0,,,261.0,-205.9,,,-193.0,,,False,False,,,False
30107,55,0.0,,,24.0,0.0,0.8,,0.0,-55.0,,,-31.0,-55.0,-54.2,,-55.0,,,True,False,True,,False
30109,32,16.0,,,8.0,3.9,11.7,,36.0,-16.0,,,-24.0,-28.1,-20.3,,4.0,,,False,False,False,,True
30111,3168,2288.0,,,1258.0,929.1,1216.6,,1955.0,-880.0,,,-1910.0,-2238.8,-1951.4,,-1213.0,,,False,False,False,,False
31001,323,136.0,,,311.0,32.8,91.5,,52.0,-187.0,,,-12.0,-290.2,-231.5,,-271.0,,,True,False,False,,False
31003,113,8.0,,,37.0,10.3,16.4,,7.0,-105.0,,,-76.0,-102.7,-96.6,,-106.0,,,True,True,True,,False
31005,2,0.0,,,0.0,0.0,,,0.0,-2.0,,,-2.0,-2.0,,,-2.0,,,False,False,,,False
31007,0,8.0,,,8.0,1.5,6.5,,1.0,8.0,,,8.0,1.5,6.5,,1.0,,,False,True,True,,True
31009,3,0.0,,,0.0,0.0,,,,-3.0,,,-3.0,-3.0,,,,,,False,False,,,
31011,109,40.0,,,16.0,14.6,,,77.0,-69.0,,,-93.0,-94.4,,,-32.0,,,False,False,,,True
31013,134,24.0,,,32.0,5.9,,,40.0,-110.0,,,-102.0,-128.1,,,-94.0,,,True,False,,,True
31015,39,16.0,,,16.0,0.6,17.6,,24.0,-23.0,,,-23.0,-38.4,-21.4,,-15.0,,,False,False,True,,True
31017,63,0.0,,,16.0,1.9,3.1,,21.0,-63.0,,,-47.0,-61.1,-59.9,,-42.0,,,True,True,True,,True
31019,980,576.0,,,408.0,245.2,698.8,,459.0,-404.0,,,-572.0,-734.9,-281.2,,-521.0,,,False,False,True,,False
31021,44,40.0,,,40.0,22.9,38.6,,75.0,-4.0,,,-4.0,-21.1,-5.4,,31.0,,,False,False,False,,False
31023,137,56.0,,,34.0,14.5,21.7,,28.0,-81.0,,,-103.0,-122.5,-115.3,,-109.0,,,False,False,False,,False
31025,215,176.0,,,150.0,126.9,127.3,,182.0,-39.0,,,-65.0,-88.1,-87.7,,-33.0,,,False,False,False,,True
31027,92,104.0,,,40.0,55.1,54.0,,156.0,12.0,,,-52.0,-36.9,-38.0,,64.0,,,False,False,False,,False
31029,105,32.0,,,0.0,1.7,21.9,,36.0,-73.0,,,-105.0,-103.3,-83.1,,-69.0,,,False,False,False,,True
31031,57,8.0,,,3.0,2.7,7.5,,3.0,-49.0,,,-54.0,-54.3,-49.5,,-54.0,,,False,False,False,,False
31033,43,8.0,,,8.0,4.2,20.7,,2.0,-35.0,,,-35.0,-38.8,-22.3,,-41.0,,,False,False,True,,False
31035,72,24.0,,,18.0,14.2,18.8,,7.0,-48.0,,,-54.0,-57.8,-53.2,,-65.0,,,False,False,False,,False
31037,146,32.0,,,138.0,39.0,11.7,,0.0,-114.0,,,-8.0,-107.0,-134.3,,-146.0,,,True,True,False,,False
31039,163,8.0,,,56.0,0.0,58.2,,15.0,-155.0,,,-107.0,-163.0,-104.8,,-148.0,,,True,False,True,,True
31041,105,72.0,,,58.0,15.6,33.1,,56.0,-33.0,,,-47.0,-89.5,-71.9,,-49.0,,,False,False,False,,False
31043,488,160.0,,,215.0,160.6,234.9,,0.0,-328.0,,,-273.0,-327.4,-253.1,,-488.0,,,True,True,True,,False
31045,140,272.0,,,32.0,198.9,,,338.0,132.0,,,-108.0,58.9,,,198.0,,,True,True,,,False
31047,203,104.0,,,273.0,41.3,50.0,,6.0,-99.0,,,70.0,-161.7,-153.0,,-197.0,,,True,False,False,,False
31049,6,0.0,,,0.0,2.1,1.9,,0.0,-6.0,,,-6.0,-3.9,-4.1,,-6.0,,,False,True,True,,False
31051,93,0.0,,,40.0,0.8,3.1,,0.0,-93.0,,,-53.0,-92.2,-89.9,,-93.0,,,True,True,True,,False
31053,588,224.0,,,199.0,154.7,159.6,,65.0,-364.0,,,-389.0,-433.3,-428.4,,-523.0,,,False,False,False,,False
31055,7230,4272.0,,,4199.0,3349.8,2843.7,,1599.0,-2958.0,,,-3031.0,-3880.2,-4386.3,,-5631.0,,,False,False,False,,False
31057,11,32.0,,,0.0,11.0,11.8,,69.0,21.0,,,-11.0,-0.0,0.8,,58.0,,,True,True,True,,False
31059,44,8.0,,,16.0,9.1,5.1,,15.0,-36.0,,,-28.0,-34.9,-38.9,,-29.0,,,True,True,False,,True
31061,54,8.0,,,8.0,11.3,,,11.0,-46.0,,,-46.0,-42.7,,,-43.0,,,False,True,,,True
31063,25,8.0,,,0.0,1.1,6.0,,12.0,-17.0,,,-25.0,-23.9,-19.0,,-13.0,,,False,False,False,,True
31065,60,8.0,,,16.0,9.6,,,9.0,-52.0,,,-44.0,-50.4,,,-51.0,,,True,True,,,True
31067,307,128.0,,,98.0,14.8,71.9,,84.0,-179.0,,,-209.0,-292.2,-235.1,,-223.0,,,False,False,False,,False
31069,12,8.0,,,0.0,15.5,2.4,,1.0,-4.0,,,-12.0,3.5,-9.6,,-11.0,,,False,True,False,,False
31071,16,0.0,,,8.0,1.8,7.1,,13.0,-16.0,,,-8.0,-14.2,-8.9,,-3.0,,,True,True,True,,True
31073,32,0.0,,,8.0,14.0,10.8,,6.0,-32.0,,,-24.0,-18.0,-21.2,,-26.0,,,True,True,True,,True
31075,3,0.0,,,0.0,0.0,,,,-3.0,,,-3.0,-3.0,,,,,,False,False,,,
31077,35,0.0,,,8.0,0.7,9.9,,1.0,-35.0,,,-27.0,-34.3,-25.1,,-34.0,,,True,True,True,,True
31079,596,248.0,,,855.0,61.8,320.0,,43.0,-348.0,,,259.0,-534.2,-276.0,,-553.0,,,True,False,True,,False
31081,109,0.0,,,35.0,9.8,9.8,,8.0,-109.0,,,-74.0,-99.2,-99.2,,-101.0,,,True,True,True,,True
31083,46,0.0,,,11.0,0.1,1.2,,1.0,-46.0,,,-35.0,-45.9,-44.8,,-45.0,,,True,True,True,,True
31085,13,0.0,,,0.0,0.0,,,,-13.0,,,-13.0,-13.0,,,,,,False,False,,,
31087,31,8.0,,,0.0,0.9,2.3,,2.0,-23.0,,,-31.0,-30.1,-28.7,,-29.0,,,False,False,False,,False
31089,192,16.0,,,47.0,2.5,,,11.0,-176.0,,,-145.0,-189.4,,,-181.0,,,True,False,,,False
31091,15,0.0,,,0.0,0.0,1.3,,0.0,-15.0,,,-15.0,-15.0,-13.7,,-15.0,,,False,False,True,,False
31093,67,32.0,,,25.0,13.3,20.7,,12.0,-35.0,,,-42.0,-53.7,-46.3,,-55.0,,,False,False,False,,False
31095,49,0.0,,,24.0,0.4,,,6.0,-49.0,,,-25.0,-48.6,,,-43.0,,,True,True,,,True
31097,72,56.0,,,28.0,0.1,,,68.0,-16.0,,,-44.0,-71.9,,,-4.0,,,False,False,,,True
31099,135,120.0,,,29.0,16.0,61.0,,101.0,-15.0,,,-106.0,-119.0,-74.0,,-34.0,,,False,False,False,,False
31101,39,56.0,,,4.0,27.0,,,126.0,17.0,,,-35.0,-12.0,,,87.0,,,False,True,,,False
31103,9,0.0,,,6.0,0.0,0.0,,,-9.0,,,-3.0,-9.0,-9.0,,,,,True,False,False,,
31105,18,0.0,,,16.0,1.0,0.2,,0.0,-18.0,,,-2.0,-17.0,-17.8,,-18.0,,,True,True,True,,False
31107,190,56.0,,,41.0,7.2,31.4,,69.0,-134.0,,,-149.0,-182.8,-158.6,,-121.0,,,False,False,False,,True
31109,4372,1360.0,,,2393.0,138.1,1061.6,,737.0,-3012.0,,,-1979.0,-4233.9,-3310.4,,-3635.0,,,True,False,False,,False
31111,397,480.0,,,174.0,110.6,243.8,,822.0,83.0,,,-223.0,-286.4,-153.2,,425.0,,,False,False,False,,False
31113,9,16.0,,,0.0,13.2,,,32.0,7.0,,,-9.0,4.2,,,23.0,,,False,True,,,False
31115,5,0.0,,,0.0,0.0,,,,-5.0,,,-5.0,-5.0,,,,,,False,False,,,
31117,4,0.0,,,0.0,0.1,2.2,,1.0,-4.0,,,-4.0,-3.9,-1.8,,-3.0,,,False,True,True,,True
31119,502,416.0,,,318.0,65.0,245.2,,131.0,-86.0,,,-184.0,-437.0,-256.8,,-371.0,,,False,False,False,,False
31121,57,8.0,,,40.0,6.4,19.3,,6.0,-49.0,,,-17.0,-50.5,-37.7,,-51.0,,,True,False,True,,False
31123,30,0.0,,,12.0,11.2,17.1,,5.0,-30.0,,,-18.0,-18.8,-12.9,,-25.0,,,True,True,True,,True
31125,61,8.0,,,15.0,1.7,19.7,,10.0,-53.0,,,-46.0,-59.3,-41.3,,-51.0,,,True,False,True,,True
31127,102,72.0,,,32.0,8.9,,,97.0,-30.0,,,-70.0,-93.1,,,-5.0,,,False,False,,,True
