,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,3141,205.1,64.0,625.7,0.0,21.0,173.0,16871.0
IowaStateLW-STEM,3103,225.5,68.0,664.0,0.0,21.0,185.0,15168.0
CEID-Walk,3141,240.8,72.6,763.8,0.0,23.8,201.7,21671.5
JHU_IDD-CovidSP,3139,249.3,67.3,889.9,0.0,22.3,189.1,23876.7
LNQ-ens1,3141,268.8,83.9,842.7,0.0,29.1,224.6,22774.9
JHUAPL-Bucky,2393,277.4,83.2,879.4,0.0,28.8,215.5,23977.6
COVIDhub-ensemble,3141,278.4,87.0,881.5,0.0,31.0,230.0,24066.0
USC-SI_kJalpha,2790,301.4,89.0,976.3,0.0,31.3,243.0,28463.0
LANL-GrowthRate,2951,303.3,113.2,780.9,0.0,44.4,273.1,19307.5
OliverWyman-Navigator,2724,307.7,91.0,1008.0,0.0,33.0,238.0,26370.0
UVA-Ensemble,2766,325.5,104.4,918.7,0.0,35.6,282.6,26559.9
PandemicCentral-USCounty,3085,340.5,101.0,1061.2,0.0,33.0,291.0,25765.0
MITCovAlliance-SIR,2339,341.9,90.0,1294.0,0.1,33.0,246.4,35188.4
RobertWalraven-ESG,3141,353.1,109.0,1016.0,0.0,36.7,292.0,22542.8
CU-select,3061,524.2,102.0,2654.0,0.0,35.0,287.0,109790.0
Yu_Group-CLEP,3136,978.2,135.1,3536.1,0.0,42.3,501.3,71664.5
