,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,16587.3,191.5,150220.8,0.0,20.0,1348.2,4259598.7
COVIDhub-ensemble,3141,19886.5,169.0,190640.3,0.0,16.0,1521.0,7452900.0
LANL-GrowthRate,2951,30062.7,558.2,262187.1,0.0,63.7,3464.6,8722978.7
JHU_IDD-CovidSP,3139,35592.2,328.2,341317.7,0.0,31.7,2867.6,14289811.2
COVIDhub-baseline,3141,39780.3,256.0,484101.9,0.0,25.0,1849.0,19909444.0
OliverWyman-Navigator,2686,40089.5,361.0,295261.3,0.0,49.0,3276.7,8809024.0
UCLA-SuEIR,2797,48103.5,246.2,861445.6,0.0,30.4,2011.0,35566405.4
JHUAPL-Bucky,3141,48859.0,824.2,422738.2,0.0,67.6,5945.7,13034100.0
CEID-Walk,3141,50240.1,256.4,851942.1,0.0,26.7,1942.8,41939249.5
USC-SI_kJalpha,2789,61497.2,361.0,937929.2,0.0,36.0,2500.0,30518401.5
RobertWalraven-ESG,3141,73695.2,491.1,644909.4,0.0,42.5,4419.6,14159115.4
PandemicCentral-USCounty,3059,79323.6,441.0,1126250.1,0.0,49.0,3249.0,47499664.0
MITCovAlliance-SIR,2292,136525.8,498.6,2468824.7,0.0,58.7,4534.3,101106242.6
CU-select,3098,197527.3,400.0,3258587.3,0.0,49.0,3136.0,112593321.0
Yu_Group-CLEP,3128,298842.0,1330.2,3765755.4,0.0,184.6,11661.0,147026240.3
IowaStateLW-STEM,3103,440434.8,324.0,16215042.3,0.0,36.0,2704.0,821452921.0
UVA-Ensemble,2779,749277.0,589.6,24831145.5,0.0,47.9,6731.3,1376434890.7
