,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,4307.0,3253.0,5131.8,20.0,1220.5,5698.5,32348.0
DDS-NBDS,51,4677.6,3188.8,5061.4,64.2,917.2,7174.4,26836.1
CU-select,51,4862.7,2622.0,6727.6,94.0,703.0,6026.5,34006.0
LNQ-ens1,51,4969.1,4142.5,4711.7,14.4,1311.8,7009.4,23458.3
JHU_IDD-CovidSP,51,5209.2,2292.5,8819.6,51.7,567.7,5756.3,58059.7
COVIDhub-baseline,51,5426.5,2038.0,12064.9,18.0,905.0,4033.5,66886.0
CEID-Walk,51,5473.3,2499.6,11381.6,27.1,818.0,4461.3,57668.5
USC-SI_kJalpha,51,5978.8,4186.0,6724.2,4.0,817.0,8577.0,30942.0
USACE-ERDC_SEIR,51,6202.5,3430.5,8057.1,70.5,1182.6,7587.1,41121.4
Covid19Sim-Simulator,51,6314.5,4319.5,7209.3,51.0,1305.6,8592.3,37250.4
RobertWalraven-ESG,51,6555.4,4718.2,5729.7,52.6,1720.2,10289.8,19559.1
UCLA-SuEIR,51,6597.7,3109.0,11212.1,28.5,1094.1,5932.7,55464.9
Karlen-pypm,51,6626.4,3450.8,9308.7,5.9,908.9,8318.4,51831.9
LANL-GrowthRate,51,6882.4,5394.0,6851.3,75.4,1549.2,9341.8,29272.2
OliverWyman-Navigator,51,7132.4,5149.0,7263.7,29.0,1811.0,9695.5,33330.0
IQVIA_ACOE-STAN,49,8717.4,6591.0,8668.6,69.0,2486.0,11783.0,41686.0
IowaStateLW-STEM,49,9194.8,3525.0,21655.6,36.0,949.0,7157.5,115868.0
CovidAnalytics-DELPHI,51,9251.2,6884.0,11081.6,29.0,1639.5,12608.5,59012.0
TTU-squider,51,11067.5,5041.4,26996.0,62.4,2604.4,10569.5,193735.0
Geneva-DetGrowth,51,15966.3,11541.8,17202.2,109.0,4246.7,20761.0,75076.8
