,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,2485.8,1286.1,2896.6,15.6,475.8,3296.9,12281.2
COVIDhub-ensemble,51,2657.8,1573.0,3461.2,14.0,370.5,4015.0,19966.0
Covid19Sim-Simulator,51,2787.0,1673.1,3509.0,22.2,579.6,3811.8,21471.7
COVIDhub-baseline,51,3300.4,1564.0,6144.8,4.0,445.5,3203.0,31328.0
CEID-Walk,51,3334.8,1370.9,6291.9,7.6,450.0,3192.2,33186.8
USC-SI_kJalpha,51,3368.8,2072.0,4146.5,13.0,523.5,4604.0,20846.0
JHU_IDD-CovidSP,51,3493.4,2329.3,4121.5,40.5,649.7,5510.8,24730.5
UMich-RidgeTfReg,43,3691.0,2352.2,5756.3,2.0,428.3,3912.5,33652.1
UCLA-SuEIR,51,3813.7,1630.5,6065.4,52.4,565.6,4178.4,31911.5
DDS-NBDS,51,3847.0,2345.0,4401.1,6.7,598.1,5666.0,22093.2
Karlen-pypm,51,3936.5,2588.9,4532.0,7.6,470.6,6354.2,19586.5
LANL-GrowthRate,51,3979.9,2929.4,4751.0,31.6,960.0,4811.6,21570.7
JHUAPL-Bucky,51,3985.0,2063.0,4514.4,91.4,767.8,5556.3,20667.0
OliverWyman-Navigator,51,4127.7,2538.0,5477.7,54.0,520.0,4583.0,26161.0
IowaStateLW-STEM,49,4221.2,1424.0,8880.0,0.0,316.0,3585.5,45343.0
USACE-ERDC_SEIR,51,4504.0,2467.5,6130.6,57.0,576.3,4677.6,27376.5
CU-select,51,5814.6,2306.0,11698.7,1.0,542.0,6034.5,78636.0
RobertWalraven-ESG,51,6248.3,3892.9,7335.2,32.2,1565.5,8546.6,37120.2
CovidAnalytics-DELPHI,51,6637.4,5105.0,8344.7,72.0,806.5,9181.5,46547.0
