,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
27071,33,105.0,,,,,49.0,8.2,,167.0,,67.0,72.0,,,,,16.0,-24.8,,134.0,,34.0,,,,,True,True,,False,,True
27073,37,0.0,,,,,12.0,0.4,,,,0.0,-37.0,,,,,-25.0,-36.6,,,,-37.0,,,,,True,True,,,,False
27075,37,28.0,,,,,152.0,2.7,,,,101.0,-9.0,,,,,115.0,-34.3,,,,64.0,,,,,False,False,,,,False
27077,19,0.0,,,,,14.0,,,,,49.0,-19.0,,,,,-5.0,,,,,30.0,,,,,True,,,,,False
27079,247,154.0,,,,,150.0,50.1,247.7,102.5,,129.0,-93.0,,,,,-97.0,-196.9,0.7,-144.5,,-118.0,,,,,False,False,True,False,,False
27081,48,14.0,,,,,14.0,4.4,,,,1.0,-34.0,,,,,-34.0,-43.6,,,,-47.0,,,,,False,False,,,,False
27083,225,133.0,,,,,152.0,4.0,114.9,192.2,,55.0,-92.0,,,,,-73.0,-221.0,-110.1,-32.8,,-170.0,,,,,True,False,False,True,,False
27085,308,119.0,,,,,298.0,95.1,80.6,72.4,,341.0,-189.0,,,,,-10.0,-212.9,-227.4,-235.6,,33.0,,,,,True,False,False,False,,True
27087,25,35.0,,,,,21.0,2.8,,,,64.0,10.0,,,,,-4.0,-22.2,,,,39.0,,,,,True,False,,,,False
27089,23,21.0,,,,,28.0,1.7,,12.3,,5.0,-2.0,,,,,5.0,-21.3,,-10.7,,-18.0,,,,,False,False,,False,,False
27091,104,63.0,,,,,157.0,7.6,85.2,29.2,,37.0,-41.0,,,,,53.0,-96.4,-18.8,-74.8,,-67.0,,,,,False,False,True,False,,False
27093,89,28.0,,,,,113.0,14.5,,28.3,,9.0,-61.0,,,,,24.0,-74.5,,-60.7,,-80.0,,,,,True,False,,True,,False
27095,86,42.0,,,,,125.0,18.8,,75.7,,30.0,-44.0,,,,,39.0,-67.2,,-10.3,,-56.0,,,,,True,False,,True,,False
27097,117,49.0,,,,,174.0,9.8,,22.1,,73.0,-68.0,,,,,57.0,-107.2,,-94.9,,-44.0,,,,,True,False,,False,,True
27099,208,224.0,,,,,434.0,33.9,31.4,117.9,,157.0,16.0,,,,,226.0,-174.1,-176.6,-90.1,,-51.0,,,,,False,False,False,False,,False
27101,37,35.0,,,,,28.0,3.4,87.5,43.0,,15.0,-2.0,,,,,-9.0,-33.6,50.5,6.0,,-22.0,,,,,False,False,False,False,,False
27103,193,287.0,,,,,200.0,268.6,308.4,197.9,,378.0,94.0,,,,,7.0,75.6,115.4,4.9,,185.0,,,,,True,True,False,True,,False
27105,186,105.0,,,,,295.0,16.1,8.8,116.4,,0.0,-81.0,,,,,109.0,-169.9,-177.2,-69.6,,-186.0,,,,,False,False,False,True,,False
27107,20,28.0,,,,,28.0,3.2,,16.5,,29.0,8.0,,,,,8.0,-16.8,,-3.5,,9.0,,,,,False,False,,True,,False
27109,655,777.0,1014.0,,,,1290.0,396.4,452.3,493.4,,536.0,122.0,359.0,,,,635.0,-258.6,-202.7,-161.6,,-119.0,False,,,,False,False,False,False,,True
27111,212,175.0,97.4,,,,251.0,30.6,232.7,243.6,,320.0,-37.0,-114.6,,,,39.0,-181.4,20.7,31.6,,108.0,False,,,,False,False,True,True,,False
27113,40,56.0,,,,,56.0,22.1,,19.4,,184.0,16.0,,,,,16.0,-17.9,,-20.6,,144.0,,,,,False,False,,False,,False
27115,114,35.0,,,,,138.0,2.6,34.5,10.8,,40.0,-79.0,,,,,24.0,-111.4,-79.5,-103.2,,-74.0,,,,,True,False,False,False,,True
27117,67,84.0,,,,,46.0,9.4,0.0,163.1,,23.0,17.0,,,,,-21.0,-57.6,-67.0,96.1,,-44.0,,,,,False,False,False,False,,False
27119,144,133.0,,,,,128.0,17.2,180.6,92.5,,188.0,-11.0,,,,,-16.0,-126.8,36.6,-51.5,,44.0,,,,,False,False,False,False,,False
27121,48,56.0,,,,,44.0,2.9,,,,27.0,8.0,,,,,-4.0,-45.1,,,,-21.0,,,,,True,False,,,,False
27123,3647,4193.0,6801.7,,,,6700.0,1710.8,1878.9,4362.5,,3283.0,546.0,3154.7,,,,3053.0,-1936.2,-1768.1,715.5,,-364.0,False,,,,False,False,False,False,,True
27125,21,63.0,,,,,14.0,2.9,,,,103.0,42.0,,,,,-7.0,-18.1,,,,82.0,,,,,True,True,,,,False
27127,99,14.0,,,,,38.0,6.1,,9.0,,10.0,-85.0,,,,,-61.0,-92.9,,-90.0,,-89.0,,,,,True,False,,False,,False
27129,68,77.0,,,,,49.0,23.0,,135.1,,170.0,9.0,,,,,-19.0,-45.0,,67.1,,102.0,,,,,False,False,,False,,False
27131,315,266.0,91.0,,,,688.0,64.6,89.7,224.1,,420.0,-49.0,-224.0,,,,373.0,-250.4,-225.3,-90.9,,105.0,False,,,,False,False,False,False,,False
27133,75,91.0,,,,,44.0,5.5,,139.3,,137.0,16.0,,,,,-31.0,-69.5,,64.3,,62.0,,,,,False,False,,False,,False
27135,70,56.0,,,,,35.0,12.0,,24.0,,58.0,-14.0,,,,,-35.0,-58.0,,-46.0,,-12.0,,,,,False,False,,False,,True
27137,908,630.0,276.1,,,,1018.0,1886.3,990.0,590.3,,1857.0,-278.0,-631.9,,,,110.0,978.3,82.0,-317.7,,949.0,False,,,,True,False,True,False,,False
27139,1047,1365.0,1868.9,,,,1289.0,1079.5,1089.8,891.9,,1428.0,318.0,821.9,,,,242.0,32.5,42.8,-155.1,,381.0,False,,,,True,True,True,True,,False
27141,449,910.0,642.5,,,,618.0,315.9,699.4,672.8,,893.0,461.0,193.5,,,,169.0,-133.1,250.4,223.8,,444.0,True,,,,True,True,True,True,,True
27143,106,42.0,,,,,47.0,31.5,,48.0,,10.0,-64.0,,,,,-59.0,-74.5,,-58.0,,-96.0,,,,,True,False,,True,,False
27145,908,665.0,114.7,,,,1441.0,380.0,282.8,647.7,,650.0,-243.0,-793.3,,,,533.0,-528.0,-625.2,-260.3,,-258.0,False,,,,False,False,False,False,,False
27147,191,140.0,,,,,371.0,24.3,177.2,122.2,,111.0,-51.0,,,,,180.0,-166.7,-13.8,-68.8,,-80.0,,,,,False,False,True,False,,False
27149,78,0.0,,,,,46.0,2.2,,,,0.0,-78.0,,,,,-32.0,-75.8,,,,-78.0,,,,,True,True,,,,False
27151,61,21.0,,,,,32.0,4.8,,33.7,,4.0,-40.0,,,,,-29.0,-56.2,,-27.3,,-57.0,,,,,True,False,,True,,False
27153,60,42.0,,,,,202.0,7.3,8.1,28.1,,143.0,-18.0,,,,,142.0,-52.7,-51.9,-31.9,,83.0,,,,,False,False,False,False,,False
27155,19,7.0,,,,,7.0,0.3,,,,4.0,-12.0,,,,,-12.0,-18.7,,,,-15.0,,,,,False,False,,,,False
27157,93,91.0,,,,,59.0,20.6,,328.1,,55.0,-2.0,,,,,-34.0,-72.4,,235.1,,-38.0,,,,,False,False,,False,,False
27159,41,21.0,,,,,62.0,1.9,,25.9,,30.0,-20.0,,,,,21.0,-39.1,,-15.1,,-11.0,,,,,False,False,,True,,True
27161,298,112.0,,,,,64.0,46.4,151.5,48.6,,86.0,-186.0,,,,,-234.0,-251.6,-146.5,-249.4,,-212.0,,,,,False,False,True,False,,False
27163,1674,1547.0,775.0,,,,1745.0,1344.7,1962.4,1938.0,,1731.0,-127.0,-899.0,,,,71.0,-329.3,288.4,264.0,,57.0,False,,,,True,False,False,False,,True
27165,203,70.0,,,,,74.0,14.1,0.2,47.0,,36.0,-133.0,,,,,-129.0,-188.9,-202.8,-156.0,,-167.0,,,,,True,False,False,False,,False
27167,29,28.0,,,,,27.0,5.5,,26.9,,176.0,-1.0,,,,,-2.0,-23.5,,-2.1,,147.0,,,,,False,False,,False,,False
27169,600,252.0,88.1,,,,260.0,58.6,267.5,430.9,,280.0,-348.0,-511.9,,,,-340.0,-541.4,-332.5,-169.1,,-320.0,False,,,,True,False,True,True,,True
27171,722,658.0,947.3,,,,1149.0,152.9,1357.1,648.4,,673.0,-64.0,225.3,,,,427.0,-569.1,635.1,-73.6,,-49.0,False,,,,False,False,False,False,,True
27173,101,63.0,,,,,26.0,15.0,,57.3,,103.0,-38.0,,,,,-75.0,-86.0,,-43.7,,2.0,,,,,False,False,,False,,True
28001,339,616.0,,,,,827.0,121.3,145.4,608.2,,260.0,277.0,,,,,488.0,-217.7,-193.6,269.2,,-79.0,,,,,False,True,True,True,,True
28003,419,574.0,,,,,832.0,419.6,261.3,775.3,,359.0,155.0,,,,,413.0,0.6,-157.7,356.3,,-60.0,,,,,False,True,False,False,,True
28005,108,224.0,,,,,229.0,51.9,78.0,176.7,,113.0,116.0,,,,,121.0,-56.1,-30.0,68.7,,5.0,,,,,False,True,True,True,,True
28007,147,273.0,,,,,330.0,47.0,38.3,185.6,,174.0,126.0,,,,,183.0,-100.0,-108.7,38.6,,27.0,,,,,False,True,True,True,,True
28009,110,252.0,,,,,205.0,168.4,45.7,169.0,,160.0,142.0,,,,,95.0,58.4,-64.3,59.0,,50.0,,,,,True,True,True,True,,True
28011,927,1344.0,,,,,720.0,1369.2,317.8,1122.8,,354.0,417.0,,,,,-207.0,442.2,-609.2,195.8,,-573.0,,,,,True,False,False,True,,False
28013,133,266.0,,,,,332.0,98.8,28.5,3155.5,,51.0,133.0,,,,,199.0,-34.2,-104.5,3022.5,,-82.0,,,,,False,True,True,False,,True
28015,69,98.0,,,,,157.0,51.9,42.5,52.1,,24.0,29.0,,,,,88.0,-17.1,-26.5,-16.9,,-45.0,,,,,False,True,True,True,,False
28017,232,294.0,,,,,423.0,150.2,120.5,133.1,,164.0,62.0,,,,,191.0,-81.8,-111.5,-98.9,,-68.0,,,,,False,False,False,False,,False
28019,56,140.0,,,,,132.0,57.3,31.3,144.2,,60.0,84.0,,,,,76.0,1.3,-24.7,88.2,,4.0,,,,,True,True,True,False,,True
28021,56,182.0,,,,,142.0,20.0,0.0,93.3,,25.0,126.0,,,,,86.0,-36.0,-56.0,37.3,,-31.0,,,,,True,True,True,True,,True
28023,239,154.0,,,,,217.0,53.4,58.4,187.7,,120.0,-85.0,,,,,-22.0,-185.6,-180.6,-51.3,,-119.0,,,,,True,False,False,True,,False
28025,207,203.0,,,,,366.0,30.1,71.7,179.2,,112.0,-4.0,,,,,159.0,-176.9,-135.3,-27.8,,-95.0,,,,,False,False,False,False,,False
28027,475,980.0,,,,,693.0,185.8,1.2,1311.0,,215.0,505.0,,,,,218.0,-289.2,-473.8,836.0,,-260.0,,,,,True,True,True,False,,True
28029,257,651.0,,,,,599.0,131.4,160.7,389.7,,286.0,394.0,,,,,342.0,-125.6,-96.3,132.7,,29.0,,,,,True,True,True,True,,True
28031,231,371.0,,,,,402.0,95.7,32.3,236.2,,135.0,140.0,,,,,171.0,-135.3,-198.7,5.2,,-96.0,,,,,False,True,False,True,,True
28033,2178,3829.0,5346.4,,,,3440.0,2288.7,1498.6,2000.4,,2366.0,1651.0,3168.4,,,,1262.0,110.7,-679.4,-177.6,,188.0,False,,,,True,True,True,True,,True
28035,771,1694.0,1478.7,,,,1648.0,816.0,494.7,1465.3,,1200.0,923.0,707.7,,,,877.0,45.0,-276.3,694.3,,429.0,True,,,,True,True,True,True,,True
28037,83,196.0,,,,,146.0,35.9,32.5,121.5,,125.0,113.0,,,,,63.0,-47.1,-50.5,38.5,,42.0,,,,,True,True,True,True,,True
28039,210,2142.0,,,,,599.0,3600.0,103.5,1254.9,,631.0,1932.0,,,,,389.0,3390.0,-106.5,1044.9,,421.0,,,,,True,False,True,True,,True
28041,120,273.0,,,,,273.0,44.2,29.3,390.8,,136.0,153.0,,,,,153.0,-75.8,-90.7,270.8,,16.0,,,,,False,True,True,False,,True
28043,248,315.0,,,,,544.0,72.1,14.7,118.6,,67.0,67.0,,,,,296.0,-175.9,-233.3,-129.4,,-181.0,,,,,False,False,False,False,,False
28045,238,539.0,,,,,991.0,238.0,319.2,789.6,,503.0,301.0,,,,,753.0,0.0,81.2,551.6,,265.0,,,,,False,True,True,False,,True
28047,1660,2051.0,6741.3,,,,3953.0,2298.0,1265.5,1349.6,,1278.0,391.0,5081.3,,,,2293.0,638.0,-394.5,-310.4,,-382.0,False,,,,False,False,False,True,,True
28049,1780,5341.0,9067.7,,,,4434.0,3814.0,2193.2,4598.9,,1883.0,3561.0,7287.7,,,,2654.0,2034.0,413.2,2818.9,,103.0,False,,,,True,True,True,True,,True
28051,267,686.0,,,,,390.0,231.5,123.8,527.3,,14.0,419.0,,,,,123.0,-35.5,-143.2,260.3,,-253.0,,,,,True,True,True,True,,True
28053,108,168.0,,,,,178.0,22.6,1.2,155.6,,46.0,60.0,,,,,70.0,-85.4,-106.8,47.6,,-62.0,,,,,False,False,False,True,,False
28055,83,21.0,,,,,21.0,,,,,12.0,-62.0,,,,,-62.0,,,,,-71.0,,,,,False,,,,,False
28057,446,441.0,,,,,373.0,203.6,166.4,1026.7,,195.0,-5.0,,,,,-73.0,-242.4,-279.6,580.7,,-251.0,,,,,False,False,False,False,,False
28059,1504,2254.0,2648.0,,,,3323.0,2981.2,1010.9,12476.6,,803.0,750.0,1144.0,,,,1819.0,1477.2,-493.1,10972.6,,-701.0,False,,,,False,False,True,False,,True
28061,184,308.0,,,,,350.0,43.7,69.0,132.2,,253.0,124.0,,,,,166.0,-140.3,-115.0,-51.8,,69.0,,,,,False,False,True,True,,True
28063,49,231.0,,,,,147.0,106.1,40.1,83.2,,74.0,182.0,,,,,98.0,57.1,-8.9,34.2,,25.0,,,,,True,True,True,True,,True
28065,131,182.0,,,,,196.0,40.7,55.2,258.0,,133.0,51.0,,,,,65.0,-90.3,-75.8,127.0,,2.0,,,,,False,False,False,False,,True
28067,664,1526.0,681.1,,,,1943.0,397.5,313.5,2044.3,,688.0,862.0,17.1,,,,1279.0,-266.5,-350.5,1380.3,,24.0,True,,,,False,True,True,False,,True
28069,65,112.0,,,,,137.0,7.7,1.2,89.1,,52.0,47.0,,,,,72.0,-57.3,-63.8,24.1,,-13.0,,,,,False,False,False,True,,True
28071,1211,1127.0,1337.3,,,,993.0,1236.5,547.1,1077.0,,655.0,-84.0,126.3,,,,-218.0,25.5,-663.9,-134.0,,-556.0,False,,,,False,True,False,False,,False
28073,522,1274.0,1709.2,,,,1088.0,568.6,462.0,1792.4,,620.0,752.0,1187.2,,,,566.0,46.6,-60.0,1270.4,,98.0,False,,,,True,True,True,False,,True
28075,674,854.0,206.7,,,,1981.0,99.7,239.7,1108.1,,600.0,180.0,-467.3,,,,1307.0,-574.3,-434.3,434.1,,-74.0,False,,,,False,False,False,False,,True
28077,133,266.0,,,,,200.0,179.5,86.1,82.0,,145.0,133.0,,,,,67.0,46.5,-46.9,-51.0,,12.0,,,,,True,True,True,True,,True
28079,177,273.0,,,,,549.0,115.9,13.7,189.6,,119.0,96.0,,,,,372.0,-61.1,-163.3,12.6,,-58.0,,,,,False,True,False,True,,True
28081,1391,1582.0,2180.7,,,,2224.0,683.6,738.2,2361.4,,756.0,191.0,789.7,,,,833.0,-707.4,-652.8,970.4,,-635.0,False,,,,False,False,False,False,,False
28083,535,756.0,,,,,830.0,105.9,177.9,696.7,,306.0,221.0,,,,,295.0,-429.1,-357.1,161.7,,-229.0,,,,,False,False,False,True,,False
28085,327,518.0,,,,,701.0,177.6,129.3,329.6,,281.0,191.0,,,,,374.0,-149.4,-197.7,2.6,,-46.0,,,,,False,True,False,True,,True
28087,440,1148.0,1221.8,,,,1291.0,410.0,407.8,1443.6,,508.0,708.0,781.8,,,,851.0,-30.0,-32.2,1003.6,,68.0,False,,,,False,True,True,False,,True
28089,928,1722.0,2517.7,,,,1521.0,620.8,834.1,1471.2,,681.0,794.0,1589.7,,,,593.0,-307.2,-93.9,543.2,,-247.0,False,,,,True,True,True,True,,True
28091,248,749.0,,,,,555.0,561.9,221.4,511.6,,245.0,501.0,,,,,307.0,313.9,-26.6,263.6,,-3.0,,,,,True,True,True,True,,True
28093,530,791.0,,,,,818.0,712.8,248.8,560.9,,624.0,261.0,,,,,288.0,182.8,-281.2,30.9,,94.0,,,,,False,True,False,True,,True
28095,496,805.0,,,,,770.0,770.3,194.4,685.0,,427.0,309.0,,,,,274.0,274.3,-301.6,189.0,,-69.0,,,,,True,True,True,True,,True
28097,167,294.0,,,,,196.0,382.4,90.5,114.2,,73.0,127.0,,,,,29.0,215.4,-76.5,-52.8,,-94.0,,,,,True,False,True,True,,True
28099,344,329.0,,,,,587.0,45.9,14.6,177.5,,107.0,-15.0,,,,,243.0,-298.1,-329.4,-166.5,,-237.0,,,,,False,False,False,False,,False
28101,242,329.0,,,,,342.0,45.0,87.4,217.7,,173.0,87.0,,,,,100.0,-197.0,-154.6,-24.3,,-69.0,,,,,False,False,False,True,,True
28103,129,371.0,,,,,176.0,92.6,98.9,241.3,,85.0,242.0,,,,,47.0,-36.4,-30.1,112.3,,-44.0,,,,,True,True,True,True,,True
28105,703,1708.0,,,,,918.0,116.9,272.3,927.3,,1009.0,1005.0,,,,,215.0,-586.1,-430.7,224.3,,306.0,,,,,True,True,True,True,,True
28107,544,1295.0,,,,,836.0,413.4,369.2,642.9,,373.0,751.0,,,,,292.0,-130.6,-174.8,98.9,,-171.0,,,,,True,True,True,True,,True
28109,382,427.0,126.5,,,,995.0,103.8,210.6,267.2,,400.0,45.0,-255.5,,,,613.0,-278.2,-171.4,-114.8,,18.0,False,,,,False,False,False,False,,True
28111,203,343.0,,,,,214.0,80.9,44.7,305.0,,104.0,140.0,,,,,11.0,-122.1,-158.3,102.0,,-99.0,,,,,True,True,False,True,,True
28113,390,812.0,,,,,1058.0,656.4,253.0,794.5,,297.0,422.0,,,,,668.0,266.4,-137.0,404.5,,-93.0,,,,,False,True,True,True,,True
28115,509,847.0,,,,,891.0,245.0,311.3,476.9,,359.0,338.0,,,,,382.0,-264.0,-197.7,-32.1,,-150.0,,,,,False,True,True,True,,True
28117,483,602.0,,,,,573.0,226.8,191.5,902.5,,311.0,119.0,,,,,90.0,-256.2,-291.5,419.5,,-172.0,,,,,True,False,False,False,,False
28119,154,427.0,,,,,159.0,323.5,77.0,276.4,,109.0,273.0,,,,,5.0,169.5,-77.0,122.4,,-45.0,,,,,True,True,True,True,,True
28121,1077,2436.0,3618.8,,,,2524.0,1782.0,1173.2,1512.3,,1083.0,1359.0,2541.8,,,,1447.0,705.0,96.2,435.3,,6.0,False,,,,False,True,True,True,,True
28123,213,175.0,,,,,667.0,40.3,8.1,115.7,,39.0,-38.0,,,,,454.0,-172.7,-204.9,-97.3,,-174.0,,,,,False,False,False,False,,False
28125,97,546.0,,,,,63.0,773.7,50.3,419.2,,25.0,449.0,,,,,-34.0,676.7,-46.7,322.2,,-72.0,,,,,True,False,True,True,,True
28127,305,658.0,,,,,550.0,479.7,132.2,394.6,,180.0,353.0,,,,,245.0,174.7,-172.8,89.6,,-125.0,,,,,True,True,True,True,,True
28129,148,189.0,,,,,228.0,29.8,87.0,107.8,,53.0,41.0,,,,,80.0,-118.2,-61.0,-40.2,,-95.0,,,,,False,False,False,True,,False
28131,207,175.0,,,,,459.0,75.6,88.5,231.7,,125.0,-32.0,,,,,252.0,-131.4,-118.5,24.7,,-82.0,,,,,False,False,False,True,,False
28133,508,924.0,,,,,718.0,457.2,321.7,376.1,,233.0,416.0,,,,,210.0,-50.8,-186.3,-131.9,,-275.0,,,,,True,True,True,True,,True
28135,409,714.0,,,,,463.0,1018.2,161.1,276.7,,116.0,305.0,,,,,54.0,609.2,-247.9,-132.3,,-293.0,,,,,True,False,True,True,,True
28137,313,616.0,,,,,639.0,337.6,231.1,377.0,,265.0,303.0,,,,,326.0,24.6,-81.9,64.0,,-48.0,,,,,False,True,True,True,,True
28139,348,434.0,,,,,537.0,129.3,175.1,1111.8,,279.0,86.0,,,,,189.0,-218.7,-172.9,763.8,,-69.0,,,,,False,False,False,False,,True
28141,353,609.0,,,,,380.0,1003.1,142.5,729.6,,244.0,256.0,,,,,27.0,650.1,-210.5,376.6,,-109.0,,,,,True,False,True,False,,True
28143,228,504.0,,,,,174.0,621.6,82.0,370.9,,175.0,276.0,,,,,-54.0,393.6,-146.0,142.9,,-53.0,,,,,True,False,True,True,,True
28145,465,777.0,,,,,764.0,540.9,223.3,649.6,,306.0,312.0,,,,,299.0,75.9,-241.7,184.6,,-159.0,,,,,True,True,True,True,,True
28147,155,371.0,,,,,308.0,95.1,33.8,361.8,,91.0,216.0,,,,,153.0,-59.9,-121.2,206.8,,-64.0,,,,,True,True,True,True,,True
28149,416,854.0,,,,,848.0,167.3,351.0,986.8,,320.0,438.0,,,,,432.0,-248.7,-65.0,570.8,,-96.0,,,,,True,True,True,False,,True
28151,717,1372.0,,,,,1016.0,1260.9,583.5,889.9,,409.0,655.0,,,,,299.0,543.9,-133.5,172.9,,-308.0,,,,,True,True,True,True,,True
28153,144,434.0,,,,,516.0,43.5,15.7,301.6,,157.0,290.0,,,,,372.0,-100.5,-128.3,157.6,,13.0,,,,,False,True,True,True,,True
28155,139,238.0,,,,,166.0,29.0,51.4,101.6,,131.0,99.0,,,,,27.0,-110.0,-87.6,-37.4,,-8.0,,,,,True,False,True,True,,True
28157,123,266.0,,,,,232.0,93.3,12.0,171.5,,108.0,143.0,,,,,109.0,-29.7,-111.0,48.5,,-15.0,,,,,True,True,True,True,,True
28159,160,637.0,,,,,333.0,166.9,22.7,373.5,,93.0,477.0,,,,,173.0,6.9,-137.3,213.5,,-67.0,,,,,True,True,True,True,,True
28161,128,259.0,,,,,283.0,40.4,97.9,102.8,,83.0,131.0,,,,,155.0,-87.6,-30.1,-25.2,,-45.0,,,,,False,True,True,True,,True
28163,272,532.0,,,,,664.0,167.4,106.7,198.3,,226.0,260.0,,,,,392.0,-104.6,-165.3,-73.7,,-46.0,,,,,False,True,True,True,,True
29001,185,112.0,,,,,182.0,24.2,58.3,37.1,,180.0,-73.0,,,,,-3.0,-160.8,-126.7,-147.9,,-5.0,,,,,True,False,False,False,,True
29003,136,70.0,,,,,87.0,119.9,,116.0,,76.0,-66.0,,,,,-49.0,-16.1,,-20.0,,-60.0,,,,,True,True,,True,,True
29005,38,0.0,,,,,14.0,2.7,,,,7.0,-38.0,,,,,-24.0,-35.3,,,,-31.0,,,,,True,True,,,,True
29007,216,77.0,,,,,173.0,5.1,44.4,262.9,,74.0,-139.0,,,,,-43.0,-210.9,-171.6,46.9,,-142.0,,,,,True,False,False,True,,False
29009,207,280.0,,,,,447.0,77.5,240.1,655.1,,163.0,73.0,,,,,240.0,-129.5,33.1,448.1,,-44.0,,,,,False,False,True,False,,True
29011,101,91.0,,,,,64.0,,,145.7,,54.0,-10.0,,,,,-37.0,,,44.7,,-47.0,,,,,False,,,False,,False
29013,61,70.0,,,,,89.0,9.8,,53.1,,156.0,9.0,,,,,28.0,-51.2,,-7.9,,95.0,,,,,False,False,,True,,False
29015,170,140.0,,,,,90.0,24.3,,148.1,,217.0,-30.0,,,,,-80.0,-145.7,,-21.9,,47.0,,,,,False,False,,True,,False
29017,250,49.0,,,,,61.0,62.3,,18.3,,15.0,-201.0,,,,,-189.0,-187.7,,-231.7,,-235.0,,,,,True,True,,False,,False
29019,3160,2184.0,1982.8,,,,1565.0,581.0,1733.2,3319.5,,2968.0,-976.0,-1177.2,,,,-1595.0,-2579.0,-1426.8,159.5,,-192.0,False,,,,False,False,False,True,,True
29021,664,287.0,72.2,,,,1136.0,58.0,105.3,140.8,,281.0,-377.0,-591.8,,,,472.0,-606.0,-558.7,-523.2,,-383.0,False,,,,False,False,False,False,,False
29023,302,350.0,,,,,638.0,111.3,347.6,427.6,,658.0,48.0,,,,,336.0,-190.7,45.6,125.6,,356.0,,,,,False,False,True,False,,False
29025,48,21.0,,,,,37.0,7.5,,40.3,,15.0,-27.0,,,,,-11.0,-40.5,,-7.7,,-33.0,,,,,True,False,,True,,False
29027,446,231.0,,,,,257.0,148.8,187.1,218.0,,666.0,-215.0,,,,,-189.0,-297.2,-258.9,-228.0,,220.0,,,,,True,False,False,False,,False
29029,486,749.0,,,,,259.0,973.0,556.9,1049.7,,1158.0,263.0,,,,,-227.0,487.0,70.9,563.7,,672.0,,,,,True,False,True,False,,False
29031,865,532.0,1366.0,,,,710.0,145.7,481.7,169.1,,265.0,-333.0,501.0,,,,-155.0,-719.3,-383.3,-695.9,,-600.0,False,,,,True,False,False,False,,False
29033,35,203.0,,,,,55.0,35.0,,112.3,,189.0,168.0,,,,,20.0,-0.0,,77.3,,154.0,,,,,True,True,,True,,True
29035,55,63.0,,,,,24.0,5.6,,,,230.0,8.0,,,,,-31.0,-49.4,,,,175.0,,,,,False,False,,,,False
29037,750,1407.0,1398.3,,,,712.0,1424.0,1318.0,4117.5,,2107.0,657.0,648.3,,,,-38.0,674.0,568.0,3367.5,,1357.0,True,,,,True,False,True,False,,False
29039,53,21.0,,,,,83.0,9.1,,45.2,,10.0,-32.0,,,,,30.0,-43.9,,-7.8,,-43.0,,,,,True,False,,True,,False
29041,36,7.0,,,,,16.0,2.1,,,,2.0,-29.0,,,,,-20.0,-33.9,,,,-34.0,,,,,True,False,,,,False
29043,929,749.0,449.3,,,,600.0,480.1,848.0,3444.5,,1808.0,-180.0,-479.7,,,,-329.0,-448.9,-81.0,2515.5,,879.0,False,,,,False,False,True,False,,False
29045,46,77.0,,,,,9.0,6.0,,,,312.0,31.0,,,,,-37.0,-40.0,,,,266.0,,,,,False,False,,,,False
29047,818,1337.0,1322.4,,,,1913.0,262.1,1218.0,1338.3,,3926.0,519.0,504.4,,,,1095.0,-555.9,400.0,520.3,,3108.0,True,,,,False,False,True,False,,False
29049,143,56.0,,,,,112.0,19.8,,65.1,,124.0,-87.0,,,,,-31.0,-123.2,,-77.9,,-19.0,,,,,True,False,,True,,True
29051,1047,672.0,665.3,,,,542.0,224.0,702.6,4024.7,,1121.0,-375.0,-381.7,,,,-505.0,-823.0,-344.4,2977.7,,74.0,False,,,,False,False,True,False,,True
29053,282,336.0,,,,,93.0,61.0,,216.2,,617.0,54.0,,,,,-189.0,-221.0,,-65.8,,335.0,,,,,False,False,,False,,False
29055,297,133.0,,,,,100.0,26.7,,93.1,,566.0,-164.0,,,,,-197.0,-270.3,,-203.9,,269.0,,,,,False,False,,False,,False
29057,41,28.0,,,,,32.0,,,,,29.0,-13.0,,,,,-9.0,,,,,-12.0,,,,,True,,,,,True
29059,121,56.0,,,,,91.0,44.1,,18.1,,92.0,-65.0,,,,,-30.0,-76.9,,-102.9,,-29.0,,,,,True,False,,False,,True
29061,67,0.0,,,,,42.0,8.5,,,,4.0,-67.0,,,,,-25.0,-58.5,,,,-63.0,,,,,True,True,,,,True
29063,80,35.0,,,,,68.0,35.2,,25.7,,85.0,-45.0,,,,,-12.0,-44.8,,-54.3,,5.0,,,,,True,True,,False,,True
