,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37041,34,27.0,24.8,,12.0,5.0,,,,,,,,13.0,,32.2,15.1,,11.1,20.7,1.0,26.0,25.0,,2.0,,,,,,22.0,14.3,32.9,-7.0,-9.2,,-22.0,-29.0,,,,,,,,-21.0,,-1.8,-18.9,,-22.9,-13.3,-33.0,-8.0,-9.0,,-32.0,,,,,,-12.0,-19.7,-1.1,False,,False,False,,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,,False,False,True
37043,7,7.0,6.8,,5.0,0.0,,,,,,,,9.0,,8.0,5.9,,1.0,3.8,8.8,6.0,5.0,,1.6,,,,,,7.0,2.7,12.5,0.0,-0.2,,-2.0,-7.0,,,,,,,,2.0,,1.0,-1.1,,-6.0,-3.2,1.8,-1.0,-2.0,,-5.4,,,,,,0.0,-4.3,5.5,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,True,False,False
37045,181,142.0,132.7,,119.0,78.0,,,,,,,,79.0,,136.8,124.5,,122.4,118.7,111.9,135.0,140.0,,86.0,,132.7,,,,93.0,84.2,203.4,-39.0,-48.3,,-62.0,-103.0,,,,,,,,-102.0,,-44.2,-56.5,,-58.6,-62.3,-69.1,-46.0,-41.0,,-95.0,,-48.3,,,,-88.0,-96.8,22.4,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,True
37047,59,69.0,68.9,,65.0,44.0,,,,,,,,61.0,,83.8,42.7,,52.8,69.4,32.0,86.0,89.0,,83.8,,65.5,,,,48.0,36.6,122.7,10.0,9.9,,6.0,-15.0,,,,,,,,2.0,,24.8,-16.3,,-6.2,10.4,-27.0,27.0,30.0,,24.8,,6.5,,,,-11.0,-22.4,63.7,True,,True,False,,,,,,,,True,,False,False,,True,False,False,False,False,,False,,True,,,,False,False,False
37049,120,82.0,81.1,,81.0,80.0,,,,,,,,97.0,,87.6,90.9,,64.5,76.4,88.1,92.0,75.0,,99.5,,76.8,,,,76.0,60.2,133.4,-38.0,-38.9,,-39.0,-40.0,,,,,,,,-23.0,,-32.4,-29.1,,-55.5,-43.6,-31.9,-28.0,-45.0,,-20.5,,-43.2,,,,-44.0,-59.8,13.4,False,,False,False,,,,,,,,True,,True,True,,False,False,True,True,False,,True,,False,,,,False,False,True
37051,335,297.0,300.9,,285.0,304.0,,,,,,,,326.0,,320.9,276.4,,239.9,272.8,308.0,315.0,209.0,,222.2,,261.2,270.0,,,285.0,219.5,404.6,-38.0,-34.1,,-50.0,-31.0,,,,,,,,-9.0,,-14.1,-58.6,,-95.1,-62.2,-27.0,-20.0,-126.0,,-112.8,,-73.8,-65.0,,,-50.0,-115.5,69.6,True,,False,True,,,,,,,,True,,True,False,,False,False,True,True,False,,False,,False,False,,,False,False,False
37053,15,16.0,14.2,,13.0,16.0,,,,,,,,12.0,,38.7,15.8,,5.5,12.3,24.2,14.0,20.0,,6.3,,,,,,17.0,6.2,34.6,1.0,-0.8,,-2.0,1.0,,,,,,,,-3.0,,23.7,0.8,,-9.5,-2.7,9.2,-1.0,5.0,,-8.7,,,,,,2.0,-8.8,19.6,True,,False,False,,,,,,,,False,,False,True,,False,False,False,False,False,,False,,,,,,False,False,False
37055,10,7.0,7.2,,7.0,7.0,,,,,,,,30.0,,24.9,11.8,,0.2,4.2,18.0,,18.0,,0.0,,,,,,6.0,11.4,8.8,-3.0,-2.8,,-3.0,-3.0,,,,,,,,20.0,,14.9,1.8,,-9.8,-5.8,8.0,,8.0,,-10.0,,,,,,-4.0,1.4,-1.2,True,,False,False,,,,,,,,False,,False,True,,False,False,False,,False,,False,,,,,,False,True,True
37057,159,139.0,136.3,,131.0,101.0,,,,,,,,107.0,,135.6,120.9,,127.0,144.9,97.0,159.0,153.0,,144.6,,144.6,123.0,,,109.0,94.5,225.0,-20.0,-22.7,,-28.0,-58.0,,,,,,,,-52.0,,-23.4,-38.1,,-32.0,-14.1,-62.0,0.0,-6.0,,-14.4,,-14.4,-36.0,,,-50.0,-64.5,66.0,False,,False,False,,,,,,,,False,,False,False,,False,True,False,True,True,,True,,True,False,,,False,False,False
37059,12,18.0,17.5,,18.0,3.0,,,,,,,,23.0,,29.9,19.8,,10.4,19.4,19.3,21.0,19.0,,0.3,,,,,,15.0,10.2,51.7,6.0,5.5,,6.0,-9.0,,,,,,,,11.0,,17.9,7.8,,-1.6,7.4,7.3,9.0,7.0,,-11.7,,,,,,3.0,-1.8,39.7,True,,False,False,,,,,,,,False,,False,False,,True,False,False,False,False,,False,,,,,,True,True,False
37061,21,24.0,24.9,,22.0,8.0,,,,,,,,59.0,,30.6,16.2,,13.9,22.5,1.5,37.0,45.0,,8.7,,21.9,,,,7.0,18.4,79.1,3.0,3.9,,1.0,-13.0,,,,,,,,38.0,,9.6,-4.8,,-7.1,1.5,-19.5,16.0,24.0,,-12.3,,0.9,,,,-14.0,-2.6,58.1,False,,True,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,True,,,,False,True,False
37063,220,165.0,154.8,167.7,168.0,153.0,,,,,,,,270.0,,177.7,118.5,,173.2,210.5,115.1,216.0,198.0,,168.8,,149.3,234.0,,,126.0,117.0,381.3,-55.0,-65.2,-52.3,-52.0,-67.0,,,,,,,,50.0,,-42.3,-101.5,,-46.8,-9.5,-104.9,-4.0,-22.0,,-51.2,,-70.7,14.0,,,-94.0,-103.0,161.3,False,True,True,False,,,,,,,,True,,True,False,,True,True,False,True,True,,True,,False,True,,,False,False,False
37065,97,95.0,97.0,,97.0,106.0,,,,,,,,34.0,,118.9,73.1,,89.0,85.4,80.9,110.0,106.0,,105.0,,99.0,,,,74.0,50.0,172.5,-2.0,-0.0,,0.0,9.0,,,,,,,,-63.0,,21.9,-23.9,,-8.0,-11.6,-16.1,13.0,9.0,,8.0,,2.0,,,,-23.0,-47.0,75.5,True,,True,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
37067,207,205.0,212.8,198.2,200.0,161.0,,,,,,,,333.0,,203.0,173.7,,177.4,223.6,174.0,211.0,256.0,,235.0,,200.6,164.0,,,162.0,174.6,311.6,-2.0,5.8,-8.8,-7.0,-46.0,,,,,,,,126.0,,-4.0,-33.3,,-29.6,16.6,-33.0,4.0,49.0,,28.0,,-6.4,-43.0,,,-45.0,-32.4,104.6,False,False,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
37069,40,32.0,29.6,,31.0,54.0,,,,,,,,31.0,,56.2,45.6,,18.3,38.3,52.3,33.0,37.0,,27.7,,30.7,,,,32.0,35.2,75.3,-8.0,-10.4,,-9.0,14.0,,,,,,,,-9.0,,16.2,5.6,,-21.7,-1.7,12.3,-7.0,-3.0,,-12.3,,-9.3,,,,-8.0,-4.8,35.3,False,,False,False,,,,,,,,False,,False,True,,False,True,False,True,True,,False,,False,,,,False,True,False
37071,291,232.0,233.4,,217.0,166.0,,,,,,,,210.0,,224.2,213.2,,233.5,230.6,145.5,236.0,195.0,,140.8,,204.7,230.0,,,162.0,145.2,423.4,-59.0,-57.6,,-74.0,-125.0,,,,,,,,-81.0,,-66.8,-77.8,,-57.5,-60.4,-145.5,-55.0,-96.0,,-150.2,,-86.3,-61.0,,,-129.0,-145.8,132.4,True,,False,False,,,,,,,,False,,False,False,,True,False,False,True,False,,False,,False,False,,,False,False,False
37073,15,11.0,10.5,,11.0,15.0,,,,,,,,11.0,,10.2,8.8,,3.5,9.9,11.8,,4.0,,13.9,,,,,,10.0,9.4,13.6,-4.0,-4.5,,-4.0,0.0,,,,,,,,-4.0,,-4.8,-6.2,,-11.5,-5.1,-3.2,,-11.0,,-1.1,,,,,,-5.0,-5.6,-1.4,False,,False,True,,,,,,,,False,,False,False,,False,False,True,,False,,True,,,,,,False,False,True
37075,22,29.0,27.9,,29.0,44.0,,,,,,,,14.0,,39.9,6.0,,40.9,29.0,4.2,52.0,76.0,,104.5,,,,,,30.0,9.2,54.0,7.0,5.9,,7.0,22.0,,,,,,,,-8.0,,17.9,-15.9,,18.9,7.0,-17.8,30.0,54.0,,82.5,,,,,,8.0,-12.8,32.0,True,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,,False,False,False
37077,49,46.0,46.3,,46.0,0.0,,,,,,,,34.0,,69.8,46.6,,28.0,46.6,25.2,46.0,14.0,,66.4,,51.3,,,,27.0,55.0,116.3,-3.0,-2.7,,-3.0,-49.0,,,,,,,,-15.0,,20.8,-2.4,,-21.0,-2.4,-23.8,-3.0,-35.0,,17.4,,2.3,,,,-22.0,6.0,67.3,True,,False,False,,,,,,,,False,,False,True,,False,True,False,False,False,,False,,True,,,,False,False,False
37079,28,22.0,22.2,,22.0,42.0,,,,,,,,20.0,,45.4,15.4,,14.1,27.3,18.4,36.0,0.0,,58.9,,,,,,20.0,23.0,48.8,-6.0,-5.8,,-6.0,14.0,,,,,,,,-8.0,,17.4,-12.6,,-13.9,-0.7,-9.6,8.0,-28.0,,30.9,,,,,,-8.0,-5.0,20.8,True,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,,False,True,False
37081,457,366.0,352.2,337.6,349.0,298.0,,,,,,,,445.0,,340.4,328.5,,353.3,411.6,302.4,421.0,362.0,,351.6,,323.6,349.0,,,325.0,263.8,575.9,-91.0,-104.8,-119.4,-108.0,-159.0,,,,,,,,-12.0,,-116.6,-128.5,,-103.7,-45.4,-154.6,-36.0,-95.0,,-105.4,,-133.4,-108.0,,,-132.0,-193.2,118.9,False,False,False,False,,,,,,,,True,,False,False,,False,True,False,True,False,,False,,False,False,,,False,False,False
37083,36,22.0,21.1,,22.0,32.0,,,,,,,,34.0,,44.1,32.8,,4.5,16.7,35.0,18.0,54.0,,19.4,,,,,,23.0,10.0,34.5,-14.0,-14.9,,-14.0,-4.0,,,,,,,,-2.0,,8.1,-3.2,,-31.5,-19.3,-1.0,-18.0,18.0,,-16.6,,,,,,-13.0,-26.0,-1.5,False,,False,True,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,True,False,True
37085,156,99.0,92.5,,97.0,87.0,,,,,,,,118.0,,118.4,79.4,,77.3,98.2,121.7,105.0,64.0,,87.7,,96.7,98.0,,,91.0,71.1,193.2,-57.0,-63.5,,-59.0,-69.0,,,,,,,,-38.0,,-37.6,-76.6,,-78.7,-57.8,-34.3,-51.0,-92.0,,-68.3,,-59.3,-58.0,,,-65.0,-84.9,37.2,False,,False,False,,,,,,,,True,,True,False,,False,False,True,True,False,,False,,False,False,,,False,False,True
37087,27,25.0,24.3,,25.0,15.0,,,,,,,,69.0,,40.4,53.1,,17.5,26.9,30.0,29.0,36.0,,12.1,,,,,,21.0,8.7,46.9,-2.0,-2.7,,-2.0,-12.0,,,,,,,,42.0,,13.4,26.1,,-9.5,-0.1,3.0,2.0,9.0,,-14.9,,,,,,-6.0,-18.3,19.9,False,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,,False,False,False
37089,80,72.0,79.2,,67.0,34.0,,,,,,,,70.0,,83.7,69.3,,60.7,67.4,43.6,92.0,93.0,,11.5,,69.1,,,,55.0,36.8,136.8,-8.0,-0.8,,-13.0,-46.0,,,,,,,,-10.0,,3.7,-10.7,,-19.3,-12.6,-36.4,12.0,13.0,,-68.5,,-10.9,,,,-25.0,-43.2,56.8,True,,False,False,,,,,,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,False
37091,45,55.0,55.8,,32.0,48.0,,,,,,,,25.0,,55.9,33.2,,27.3,32.1,0.0,36.0,57.0,,31.7,,,,,,29.0,37.3,47.0,10.0,10.8,,-13.0,3.0,,,,,,,,-20.0,,10.9,-11.8,,-17.7,-12.9,-45.0,-9.0,12.0,,-13.3,,,,,,-16.0,-7.7,2.0,False,,False,True,,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,,False,True,True
37093,95,57.0,54.8,,57.0,89.0,,,,,,,,56.0,,56.7,31.5,,48.7,61.4,53.9,81.0,50.0,,64.9,,,,,,40.0,25.8,108.0,-38.0,-40.2,,-38.0,-6.0,,,,,,,,-39.0,,-38.3,-63.5,,-46.3,-33.6,-41.1,-14.0,-45.0,,-30.1,,,,,,-55.0,-69.2,13.0,False,,False,True,,,,,,,,False,,False,False,,False,True,False,True,False,,True,,,,,,False,False,True
37095,1,15.0,14.0,,9.0,16.0,,,,,,,,10.0,,16.3,5.3,,6.1,7.6,0.0,11.0,17.0,,6.2,,,,,,9.0,4.6,26.5,14.0,13.0,,8.0,15.0,,,,,,,,9.0,,15.3,4.3,,5.1,6.6,-1.0,10.0,16.0,,5.2,,,,,,8.0,3.6,25.5,True,,True,False,,,,,,,,True,,False,True,,True,True,True,True,False,,True,,,,,,True,True,False
37097,117,86.0,89.2,,80.0,71.0,,,,,,,,190.0,,105.0,116.3,,47.0,80.5,117.3,76.0,72.0,,59.0,,76.9,60.0,,,78.0,109.9,148.1,-31.0,-27.8,,-37.0,-46.0,,,,,,,,73.0,,-12.0,-0.7,,-70.0,-36.5,0.3,-41.0,-45.0,,-58.0,,-40.1,-57.0,,,-39.0,-7.1,31.1,True,,False,False,,,,,,,,False,,True,True,,False,False,True,False,False,,False,,False,False,,,False,True,False
37099,13,11.0,10.2,,11.0,7.0,,,,,,,,64.0,,28.8,27.0,,5.8,14.9,16.3,15.0,7.0,,1.9,,,,,,13.0,13.3,16.8,-2.0,-2.8,,-2.0,-6.0,,,,,,,,51.0,,15.8,14.0,,-7.2,1.9,3.3,2.0,-6.0,,-11.2,,,,,,0.0,0.3,3.8,False,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,,True,True,False
37101,109,141.0,152.0,,123.0,239.0,,,,,,,,166.0,,151.2,117.6,,72.0,113.1,83.9,116.0,96.0,,119.7,,127.3,112.0,,,107.0,111.8,245.8,32.0,43.0,,14.0,130.0,,,,,,,,57.0,,42.2,8.6,,-37.0,4.1,-25.1,7.0,-13.0,,10.7,,18.3,3.0,,,-2.0,2.8,136.8,False,,True,False,,,,,,,,False,,False,True,,False,True,True,True,True,,True,,True,True,,,True,True,False
37103,3,2.0,3.0,,3.0,4.0,,,,,,,,6.0,,5.2,7.7,,0.0,1.7,7.7,,4.0,,2.8,,,,,,3.0,7.5,16.2,-1.0,0.0,,0.0,1.0,,,,,,,,3.0,,2.2,4.7,,-3.0,-1.3,4.7,,1.0,,-0.2,,,,,,0.0,4.5,13.2,True,,True,False,,,,,,,,False,,False,False,,False,False,False,,False,,True,,,,,,True,False,False
37105,57,33.0,36.2,,36.0,11.0,,,,,,,,39.0,,51.4,30.4,,28.3,47.7,21.9,50.0,13.0,,37.1,,36.1,,,,23.0,29.5,59.7,-24.0,-20.8,,-21.0,-46.0,,,,,,,,-18.0,,-5.6,-26.6,,-28.7,-9.3,-35.1,-7.0,-44.0,,-19.9,,-20.9,,,,-34.0,-27.5,2.7,True,,True,False,,,,,,,,True,,True,False,,False,True,False,True,False,,True,,True,,,,False,False,True
37107,45,47.0,46.2,,46.0,45.0,,,,,,,,48.0,,68.4,50.6,,27.9,40.4,49.0,46.0,61.0,,44.7,,,,,,42.0,37.0,93.0,2.0,1.2,,1.0,0.0,,,,,,,,3.0,,23.4,5.6,,-17.1,-4.6,4.0,1.0,16.0,,-0.3,,,,,,-3.0,-8.0,48.0,True,,True,True,,,,,,,,False,,False,False,,False,False,False,True,False,,True,,,,,,False,False,False
37109,103,143.0,144.3,,124.0,121.0,,,,,,,,74.0,,140.8,92.6,,116.2,134.2,63.7,175.0,83.0,,175.3,,123.7,,,,105.0,74.8,229.3,40.0,41.3,,21.0,18.0,,,,,,,,-29.0,,37.8,-10.4,,13.2,31.2,-39.3,72.0,-20.0,,72.3,,20.7,,,,2.0,-28.2,126.3,False,,True,True,,,,,,,,True,,True,True,,True,True,True,False,True,,False,,True,,,,True,True,False
37111,22,38.0,38.1,,32.0,20.0,,,,,,,,37.0,,49.8,37.0,,12.1,27.7,34.2,29.0,38.0,,4.9,,,,,,26.0,22.3,55.3,16.0,16.1,,10.0,-2.0,,,,,,,,15.0,,27.8,15.0,,-9.9,5.7,12.2,7.0,16.0,,-17.1,,,,,,4.0,0.3,33.3,False,,True,True,,,,,,,,True,,False,True,,True,True,True,True,False,,False,,,,,,True,True,False
37113,21,12.0,13.2,,13.0,,,,,,,,,37.0,,21.6,31.0,,4.0,10.2,9.2,13.0,20.0,,32.2,,,,,,8.0,7.9,33.8,-9.0,-7.8,,-8.0,,,,,,,,,16.0,,0.6,10.0,,-17.0,-10.8,-11.8,-8.0,-1.0,,11.2,,,,,,-13.0,-13.1,12.8,True,,True,,,,,,,,,False,,True,False,,False,False,False,True,True,,False,,,,,,False,False,False
37115,6,9.0,8.6,,9.0,14.0,,,,,,,,26.0,,8.9,16.4,,2.5,7.4,,,8.0,,4.1,,,,,,8.0,3.1,17.3,3.0,2.6,,3.0,8.0,,,,,,,,20.0,,2.9,10.4,,-3.5,1.4,,,2.0,,-1.9,,,,,,2.0,-2.9,11.3,True,,False,False,,,,,,,,False,,True,False,,False,True,,,True,,True,,,,,,True,True,False
37117,24,25.0,23.3,,21.0,30.0,,,,,,,,10.0,,38.8,22.5,,10.4,19.2,14.6,22.0,11.0,,22.1,,,,,,20.0,16.9,49.9,1.0,-0.7,,-3.0,6.0,,,,,,,,-14.0,,14.8,-1.5,,-13.6,-4.8,-9.4,-2.0,-13.0,,-1.9,,,,,,-4.0,-7.1,25.9,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
37119,650,653.0,658.4,591.8,613.0,571.0,,,,,,,,951.0,,683.7,657.7,,613.1,640.4,207.8,601.0,708.0,,591.6,,636.2,550.0,,,514.0,571.4,794.8,3.0,8.4,-58.2,-37.0,-79.0,,,,,,,,301.0,,33.7,7.7,,-36.9,-9.6,-442.2,-49.0,58.0,,-58.4,,-13.8,-100.0,,,-136.0,-78.6,144.8,False,False,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
37121,6,3.0,0.1,,1.0,0.0,,,,,,,,12.0,,0.6,5.9,,2.9,1.9,1.5,5.0,7.0,,1.4,,,,,,2.0,2.3,9.1,-3.0,-5.9,,-5.0,-6.0,,,,,,,,6.0,,-5.4,-0.1,,-3.1,-4.1,-4.5,-1.0,1.0,,-4.6,,,,,,-4.0,-3.7,3.1,False,,False,False,,,,,,,,False,,False,True,,False,False,False,True,True,,False,,,,,,False,False,False
37123,45,45.0,44.8,,31.0,61.0,,,,,,,,31.0,,66.6,24.7,,18.4,31.4,1.0,39.0,2.0,,22.8,,,,,,22.0,34.7,61.2,0.0,-0.2,,-14.0,16.0,,,,,,,,-14.0,,21.6,-20.3,,-26.6,-13.6,-44.0,-6.0,-43.0,,-22.2,,,,,,-23.0,-10.3,16.2,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
37125,59,82.0,80.7,,79.0,79.0,,,,,,,,56.0,,86.4,67.6,,38.5,66.2,110.6,67.0,19.0,,59.0,,80.2,,,,68.0,78.9,120.6,23.0,21.7,,20.0,20.0,,,,,,,,-3.0,,27.4,8.6,,-20.5,7.2,51.6,8.0,-40.0,,-0.0,,21.2,,,,9.0,19.9,61.6,True,,True,True,,,,,,,,True,,False,True,,True,True,False,True,False,,True,,True,,,,True,True,False
37127,176,108.0,99.2,,111.0,166.0,,,,,,,,77.0,,129.3,101.0,,110.9,138.4,131.7,154.0,35.0,,135.1,,103.2,,,,102.0,88.8,179.6,-68.0,-76.8,,-65.0,-10.0,,,,,,,,-99.0,,-46.7,-75.0,,-65.1,-37.6,-44.3,-22.0,-141.0,,-40.9,,-72.8,,,,-74.0,-87.2,3.6,False,,True,True,,,,,,,,False,,True,False,,True,True,True,True,False,,True,,False,,,,False,False,True
37129,266,292.0,301.2,,266.0,333.0,,,,,,,,260.0,,309.6,190.8,,244.3,272.6,173.4,396.0,141.0,,60.8,,239.7,316.0,,,238.0,180.0,345.2,26.0,35.2,,0.0,67.0,,,,,,,,-6.0,,43.6,-75.2,,-21.7,6.6,-92.6,130.0,-125.0,,-205.2,,-26.3,50.0,,,-28.0,-86.0,79.2,False,,True,False,,,,,,,,True,,False,False,,True,True,False,False,False,,False,,False,False,,,False,False,False
37131,26,27.0,27.4,,12.0,7.0,,,,,,,,6.0,,18.5,9.0,,17.4,22.8,4.0,25.0,43.0,,3.6,,,,,,15.0,5.8,42.1,1.0,1.4,,-14.0,-19.0,,,,,,,,-20.0,,-7.5,-17.0,,-8.6,-3.2,-22.0,-1.0,17.0,,-22.4,,,,,,-11.0,-20.2,16.1,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
37133,130,87.0,77.4,,83.0,119.0,,,,,,,,301.0,,127.8,187.8,,39.2,70.6,193.3,79.0,1.0,,25.3,,79.7,75.0,,,110.0,57.7,113.4,-43.0,-52.6,,-47.0,-11.0,,,,,,,,171.0,,-2.2,57.8,,-90.8,-59.4,63.3,-51.0,-129.0,,-104.7,,-50.3,-55.0,,,-20.0,-72.3,-16.6,False,,False,True,,,,,,,,False,,True,False,,False,False,False,False,False,,False,,False,False,,,True,False,True
37135,69,102.0,84.4,,105.0,191.0,,,,,,,,208.0,,124.4,100.2,,90.3,109.3,248.3,100.0,75.0,,92.9,,108.8,94.0,,,95.0,84.9,187.9,33.0,15.4,,36.0,122.0,,,,,,,,139.0,,55.4,31.2,,21.3,40.3,179.3,31.0,6.0,,23.9,,39.8,25.0,,,26.0,15.9,118.9,True,,False,False,,,,,,,,False,,False,True,,True,False,False,True,True,,True,,False,True,,,True,True,False
37137,12,14.0,24.1,,14.0,70.0,,,,,,,,8.0,,43.2,12.0,,3.8,13.1,0.3,,22.0,,24.9,,,,,,30.0,22.3,22.9,2.0,12.1,,2.0,58.0,,,,,,,,-4.0,,31.2,-0.0,,-8.2,1.1,-11.7,,10.0,,12.9,,,,,,18.0,10.3,10.9,False,,False,False,,,,,,,,False,,False,True,,False,True,False,,False,,False,,,,,,False,False,False
37139,36,29.0,28.7,,29.0,24.0,,,,,,,,42.0,,39.2,35.8,,16.9,29.9,44.1,30.0,16.0,,24.7,,,,,,28.0,26.1,23.3,-7.0,-7.3,,-7.0,-12.0,,,,,,,,6.0,,3.2,-0.2,,-19.1,-6.1,8.1,-6.0,-20.0,,-11.3,,,,,,-8.0,-9.9,-12.7,False,,False,False,,,,,,,,True,,True,True,,False,True,False,True,False,,False,,,,,,False,False,False
37141,64,32.0,32.0,,32.0,33.0,,,,,,,,60.0,,39.7,44.6,,14.5,38.7,33.5,38.0,35.0,,11.8,,,,,,25.0,30.7,77.0,-32.0,-32.0,,-32.0,-31.0,,,,,,,,-4.0,,-24.3,-19.4,,-49.5,-25.3,-30.5,-26.0,-29.0,,-52.2,,,,,,-39.0,-33.3,13.0,False,,False,True,,,,,,,,True,,True,True,,False,True,True,True,True,,False,,,,,,False,False,True
37143,13,10.0,8.5,,9.0,17.0,,,,,,,,8.0,,8.1,11.0,,6.2,13.1,13.9,13.0,7.0,,9.6,,,,,,10.0,7.4,12.9,-3.0,-4.5,,-4.0,4.0,,,,,,,,-5.0,,-4.9,-2.0,,-6.8,0.1,0.9,0.0,-6.0,,-3.4,,,,,,-3.0,-5.6,-0.1,False,,False,False,,,,,,,,False,,False,True,,False,True,True,True,False,,False,,,,,,False,False,True
37145,26,25.0,25.9,,25.0,30.0,,,,,,,,10.0,,42.3,37.6,,15.2,26.7,45.0,28.0,45.0,,12.8,,,,,,27.0,7.2,57.2,-1.0,-0.1,,-1.0,4.0,,,,,,,,-16.0,,16.3,11.6,,-10.8,0.7,19.0,2.0,19.0,,-13.2,,,,,,1.0,-18.8,31.2,True,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,,False,False,False
37147,237,308.0,265.4,,281.0,511.0,,,,,,,,281.0,,390.5,190.9,,227.9,260.6,172.4,296.0,157.0,,318.1,,342.4,281.0,,,267.0,257.4,425.3,71.0,28.4,,44.0,274.0,,,,,,,,44.0,,153.5,-46.1,,-9.1,23.6,-64.6,59.0,-80.0,,81.1,,105.4,44.0,,,30.0,20.4,188.3,True,,True,False,,,,,,,,True,,False,True,,True,True,True,True,False,,False,,False,True,,,True,True,False
37149,8,15.0,17.6,,9.0,9.0,,,,,,,,5.0,,43.8,15.1,,2.3,9.8,24.5,7.0,15.0,,7.4,,,,,,11.0,14.3,20.6,7.0,9.6,,1.0,1.0,,,,,,,,-3.0,,35.8,7.1,,-5.7,1.8,16.5,-1.0,7.0,,-0.6,,,,,,3.0,6.3,12.6,False,,True,True,,,,,,,,True,,False,False,,True,True,False,True,False,,True,,,,,,True,True,False
