,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,119.8,32.2,353.5,0.0,10.3,87.1,6410.6
COVIDhub-ensemble,3141,124.2,32.0,430.0,0.0,11.0,90.0,12642.0
COVIDhub-baseline,3141,152.0,34.0,729.9,0.0,10.0,97.0,26821.0
CEID-Walk,3141,156.1,34.3,769.8,0.0,10.9,97.5,28976.8
LANL-GrowthRate,2951,162.1,54.6,404.3,0.0,18.2,140.4,6685.4
JHU_IDD-CovidSP,3139,163.6,41.2,443.1,0.0,12.6,124.7,10497.1
USC-SI_kJalpha,2781,171.2,43.7,663.9,0.0,14.0,124.2,18963.0
UCLA-SuEIR,2820,174.0,36.8,797.4,0.0,11.8,110.4,19729.5
RobertWalraven-ESG,3141,179.0,44.8,535.4,0.0,14.4,134.2,11458.0
UVA-Ensemble,2781,197.1,35.2,969.2,0.0,10.6,109.0,28343.8
IowaStateLW-STEM,3103,199.7,36.0,983.3,0.0,11.0,111.0,22542.0
CU-select,3097,213.2,46.0,843.3,0.0,15.0,141.0,21197.0
