,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01119,23,15.0,12.2,,15.0,21.0,,,,,69.0,44.4,11.6,,2.3,19.1,0.2,,,1.7,21.3,,,,,23.6,24.2,-8.0,-10.8,,-8.0,-2.0,,,,,46.0,21.4,-11.4,,-20.7,-3.9,-22.8,,,-21.3,-1.7,,,,,0.6,1.2,False,,False,True,,,,,False,False,False,,False,True,False,,,False,True,,,,,True,True
01121,806,216.0,223.6,,201.0,173.0,,,,,307.0,228.8,456.3,,149.0,203.6,161.1,360.0,,91.2,195.2,,,,,333.8,1516.2,-590.0,-582.4,,-605.0,-633.0,,,,,-499.0,-577.2,-349.7,,-657.0,-602.4,-644.9,-446.0,,-714.8,-610.8,,,,,-472.2,710.2,True,,False,False,,,,,True,True,True,,False,False,False,True,,False,False,,,,,True,False
01123,211,15.0,17.3,,43.0,43.0,,,,,188.0,95.7,101.5,,18.8,46.9,21.5,,,37.7,45.0,,,,,43.6,216.9,-196.0,-193.7,,-168.0,-168.0,,,,,-23.0,-115.3,-109.5,,-192.2,-164.1,-189.5,,,-173.3,-166.0,,,,,-167.4,5.9,True,,True,True,,,,,True,True,True,,True,True,True,,,True,True,,,,,True,True
01125,2100,933.0,904.9,,913.0,953.0,,,,,982.0,1030.5,586.2,,954.3,907.7,254.0,1517.0,,462.9,743.0,920.0,,,,1488.1,5494.3,-1167.0,-1195.1,,-1187.0,-1147.0,,,,,-1118.0,-1069.5,-1513.8,,-1145.7,-1192.3,-1846.0,-583.0,,-1637.1,-1357.0,-1180.0,,,,-611.9,3394.3,False,,False,True,,,,,True,True,False,,True,False,False,True,,False,False,False,,,,True,False
01127,399,306.0,315.7,,237.0,531.0,,,,,287.0,367.4,124.5,,126.1,225.2,60.4,502.0,,24.5,201.2,,,,,498.5,1245.6,-93.0,-83.3,,-162.0,132.0,,,,,-112.0,-31.6,-274.5,,-272.9,-173.8,-338.6,103.0,,-374.5,-197.8,,,,,99.5,846.6,True,,False,False,,,,,False,True,False,,False,False,False,False,,False,False,,,,,False,False
01129,56,36.0,56.3,,39.0,18.0,,,,,102.0,94.7,64.1,,9.0,43.0,0.0,,,12.6,38.5,,,,,71.2,288.8,-20.0,0.3,,-17.0,-38.0,,,,,46.0,38.7,8.1,,-47.0,-13.0,-56.0,,,-43.4,-17.5,,,,,15.2,232.8,True,,True,False,,,,,False,False,True,,False,True,False,,,False,True,,,,,True,False
01131,60,30.0,31.4,,28.0,23.0,,,,,61.0,37.0,29.4,,5.7,26.2,0.5,,,34.5,27.8,,,,,58.2,80.9,-30.0,-28.6,,-32.0,-37.0,,,,,1.0,-23.0,-30.6,,-54.3,-33.8,-59.5,,,-25.5,-32.2,,,,,-1.8,20.9,True,,False,False,,,,,True,True,False,,False,False,False,,,True,False,,,,,True,True
01133,161,120.0,119.3,,103.0,89.0,,,,,118.0,127.9,73.1,,81.3,109.2,42.5,169.0,,48.4,99.2,,,,,149.6,244.3,-41.0,-41.7,,-58.0,-72.0,,,,,-43.0,-33.1,-87.9,,-79.7,-51.8,-118.5,8.0,,-112.6,-61.8,,,,,-11.4,83.3,False,,False,False,,,,,False,True,False,,False,False,False,True,,False,False,,,,,True,False
02013,7,0.0,0.3,,0.0,0.0,,,,,,0.1,2.8,,,0.0,,0.0,,0.0,0.1,,,,,3.0,14.0,-7.0,-6.7,,-7.0,-7.0,,,,,,-6.9,-4.2,,,-7.0,,-7.0,,-7.0,-6.9,,,,,-4.0,7.0,True,,False,False,,,,,,True,True,,,True,,False,,False,True,,,,,True,False
02016,2,6.0,6.6,,3.0,0.0,,,,,,3.5,4.3,,,0.1,,0.0,,3.7,5.0,,,,,3.2,17.4,4.0,4.6,,1.0,-2.0,,,,,,1.5,2.3,,,-1.9,,-2.0,,1.7,3.0,,,,,1.2,15.4,False,,True,True,,,,,,True,True,,,True,,True,,True,True,,,,,True,False
02020,841,894.0,850.8,,700.0,1401.0,,,,,,835.4,1511.7,,592.9,658.8,545.3,839.0,,664.3,696.0,629.0,,,,1001.9,2376.6,53.0,9.8,,-141.0,560.0,,,,,,-5.6,670.7,,-248.1,-182.2,-295.7,-2.0,,-176.7,-145.0,-212.0,,,,160.9,1535.6,True,,False,False,,,,,,True,False,,False,False,False,True,,False,False,False,,,,False,False
02050,36,57.0,58.9,,21.0,0.0,,,,,,240.6,21.9,,6.3,20.3,,,,10.2,40.7,,,,,37.2,180.8,21.0,22.9,,-15.0,-36.0,,,,,,204.6,-14.1,,-29.7,-15.7,,,,-25.8,4.7,,,,,1.2,144.8,False,,True,False,,,,,,False,True,,False,True,,,,False,True,,,,,True,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,0.1,0.0,,0.4,0.0,,0.0,,0.5,,,,,,3.7,13.1,0.0,0.0,,0.0,0.0,,,,,,0.1,0.0,,0.4,0.0,,0.0,,0.5,,,,,,3.7,13.1,True,,True,True,,,,,,False,True,,False,False,,True,,False,,,,,,False,False
02068,1,0.0,0.0,,0.0,0.0,,,,,,8.8,1.1,,,0.0,,0.0,,0.0,,,,,,3.0,58.9,-1.0,-1.0,,-1.0,-1.0,,,,,,7.8,0.1,,,-1.0,,-1.0,,-1.0,,,,,,2.0,57.9,False,,False,False,,,,,,False,True,,,True,,False,,False,,,,,,False,False
02070,2,0.0,0.6,,0.0,0.0,,,,,,5.0,12.6,,0.1,0.0,,0.0,,0.2,0.3,,,,,3.2,18.7,-2.0,-1.4,,-2.0,-2.0,,,,,,3.0,10.6,,-1.9,-2.0,,-2.0,,-1.8,-1.7,,,,,1.2,16.7,True,,False,False,,,,,,False,False,,True,True,,False,,True,True,,,,,True,False
02090,328,213.0,212.0,,204.0,0.0,,,,,,227.1,316.4,,244.9,234.2,132.1,193.0,,203.1,151.1,,,,,213.2,309.8,-115.0,-116.0,,-124.0,-328.0,,,,,,-100.9,-11.6,,-83.1,-93.8,-195.9,-135.0,,-124.9,-176.9,,,,,-114.8,-18.2,False,,False,False,,,,,,True,True,,True,True,False,False,,False,False,,,,,True,True
02100,1,0.0,0.1,,0.0,0.0,,,,,,1.1,0.7,,,0.0,,0.0,,0.0,0.9,,,,,3.0,23.7,-1.0,-0.9,,-1.0,-1.0,,,,,,0.1,-0.3,,,-1.0,,-1.0,,-1.0,-0.1,,,,,2.0,22.7,True,,False,False,,,,,,True,True,,,True,,False,,False,True,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,2.8,6.1,,,0.0,,0.0,,0.0,,,,,,,107.5,0.0,0.0,,0.0,0.0,,,,,,2.8,6.1,,,0.0,,0.0,,0.0,,,,,,,107.5,True,,True,True,,,,,,False,False,,,True,,True,,True,,,,,,,False
02110,91,42.0,43.5,,32.0,41.0,,,,,,64.0,68.5,,10.3,36.4,24.6,42.0,,23.9,25.6,,,,,45.7,68.8,-49.0,-47.5,,-59.0,-50.0,,,,,,-27.0,-22.5,,-80.7,-54.6,-66.4,-49.0,,-67.1,-65.4,,,,,-45.3,-22.2,True,,False,False,,,,,,True,True,,False,False,False,False,,False,False,,,,,True,True
02122,29,33.0,32.1,,35.0,54.0,,,,,,86.5,110.7,,6.4,41.6,105.9,83.0,,7.2,33.5,,,,,56.6,156.1,4.0,3.1,,6.0,25.0,,,,,,57.5,81.7,,-22.6,12.6,76.9,54.0,,-21.9,4.5,,,,,27.6,127.1,True,,False,False,,,,,,False,False,,False,False,False,False,,False,False,,,,,False,False
02130,7,6.0,5.2,,6.0,0.0,,,,,,9.7,5.8,,4.4,4.3,,13.0,,5.3,8.5,,,,,3.5,18.6,-1.0,-1.8,,-1.0,-7.0,,,,,,2.7,-1.2,,-2.6,-2.7,,6.0,,-1.7,1.5,,,,,-3.5,11.6,False,,False,False,,,,,,False,False,,False,False,,False,,False,False,,,,,False,False
02150,8,0.0,3.0,,0.0,0.0,,,,,,3.0,3.4,,0.4,0.0,,0.0,,2.5,,,,,,3.7,36.0,-8.0,-5.0,,-8.0,-8.0,,,,,,-5.0,-4.6,,-7.6,-8.0,,-8.0,,-5.5,,,,,,-4.3,28.0,True,,False,False,,,,,,True,True,,True,True,,False,,True,,,,,,True,False
02158,3,0.0,0.0,,0.0,0.0,,,,,,4.1,,,,0.0,,0.0,,0.0,0.3,,,,,,,-3.0,-3.0,,-3.0,-3.0,,,,,,1.1,,,,-3.0,,-3.0,,-3.0,-2.7,,,,,,,True,,False,False,,,,,,True,,,,True,,False,,True,True,,,,,,
02164,15,0.0,0.0,,0.0,0.0,,,,,,4.7,1.1,,,0.0,,0.0,,0.0,,,,,,3.0,28.3,-15.0,-15.0,,-15.0,-15.0,,,,,,-10.3,-13.9,,,-15.0,,-15.0,,-15.0,,,,,,-12.0,13.3,False,,False,False,,,,,,True,True,,,True,,False,,False,,,,,,True,True
02170,105,138.0,135.1,,137.0,194.0,,,,,,217.3,358.6,,48.9,96.6,181.6,123.0,,63.0,106.2,,,,,170.9,403.6,33.0,30.1,,32.0,89.0,,,,,,112.3,253.6,,-56.1,-8.4,76.6,18.0,,-42.0,1.2,,,,,65.9,298.6,True,,True,False,,,,,,False,False,,False,True,False,True,,False,True,,,,,False,False
02180,15,18.0,18.0,,16.0,0.0,,,,,,34.2,9.2,,4.7,16.9,,14.0,,11.5,16.5,,,,,12.9,52.3,3.0,3.0,,1.0,-15.0,,,,,,19.2,-5.8,,-10.3,1.9,,-1.0,,-3.5,1.5,,,,,-2.1,37.3,True,,True,False,,,,,,False,False,,False,True,,True,,False,True,,,,,True,False
02185,51,18.0,16.6,,17.0,,,,,,,50.1,22.7,,4.7,21.4,,,,4.6,,,,,,18.8,38.0,-33.0,-34.4,,-34.0,,,,,,,-0.9,-28.3,,-46.3,-29.6,,,,-46.4,,,,,,-32.2,-13.0,False,,False,,,,,,,True,True,,False,True,,,,False,,,,,,True,True
02188,19,9.0,8.6,,7.0,0.0,,,,,,22.1,15.8,,5.3,9.5,,21.0,,0.5,,,,,,9.5,19.4,-10.0,-10.4,,-12.0,-19.0,,,,,,3.1,-3.2,,-13.7,-9.5,,2.0,,-18.5,,,,,,-9.5,0.4,False,,False,False,,,,,,True,True,,False,True,,True,,False,,,,,,True,True
02195,0,0.0,0.1,,0.0,0.0,,,,,,2.3,0.1,,0.2,0.0,,0.0,,0.0,0.2,,,,,,14.4,0.0,0.1,,0.0,0.0,,,,,,2.3,0.1,,0.2,0.0,,0.0,,0.0,0.2,,,,,,14.4,False,,True,True,,,,,,False,False,,False,True,,True,,True,False,,,,,,False
02198,7,9.0,11.3,,8.0,0.0,,,,,,79.1,7.9,,3.3,8.4,,5.0,,8.1,,,,,,,37.4,2.0,4.3,,1.0,-7.0,,,,,,72.1,0.9,,-3.7,1.4,,-2.0,,1.1,,,,,,,30.4,False,,True,False,,,,,,False,True,,False,True,,False,,True,,,,,,,False
02220,4,12.0,11.4,,6.0,0.0,,,,,,9.6,12.8,,1.8,3.3,,,,5.1,8.7,,,,,8.8,29.5,8.0,7.4,,2.0,-4.0,,,,,,5.6,8.8,,-2.2,-0.7,,,,1.1,4.7,,,,,4.8,25.5,True,,True,True,,,,,,True,False,,True,True,,,,True,True,,,,,True,False
02230,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,9.4,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,9.4,True,,True,True,,,,,,False,True,,,True,,True,,True,,,,,,,False
02240,5,0.0,0.3,,0.0,0.0,,,,,,8.8,0.5,,0.5,0.0,,0.0,,0.3,2.2,,,,,3.1,30.4,-5.0,-4.7,,-5.0,-5.0,,,,,,3.8,-4.5,,-4.5,-5.0,,-5.0,,-4.7,-2.8,,,,,-1.9,25.4,True,,False,False,,,,,,True,True,,True,True,,False,,True,True,,,,,True,False
02261,2,12.0,11.3,,11.0,0.0,,,,,,38.4,7.5,,4.5,5.5,,21.0,,10.7,10.5,,,,,14.0,124.0,10.0,9.3,,9.0,-2.0,,,,,,36.4,5.5,,2.5,3.5,,19.0,,8.7,8.5,,,,,12.0,122.0,True,,True,True,,,,,,False,True,,True,True,,False,,True,True,,,,,False,False
02275,2,6.0,4.1,,3.0,0.0,,,,,,6.8,1.3,,,0.0,,0.0,,0.7,6.6,,,,,,32.4,4.0,2.1,,1.0,-2.0,,,,,,4.8,-0.7,,,-2.0,,-2.0,,-1.3,4.6,,,,,,30.4,True,,True,True,,,,,,False,True,,,True,,True,,True,False,,,,,,False
02282,4,27.0,23.6,,13.0,0.0,,,,,,8.8,0.0,,,2.1,,,,97.1,18.0,,,,,19.9,26.9,23.0,19.6,,9.0,-4.0,,,,,,4.8,-4.0,,,-1.9,,,,93.1,14.0,,,,,15.9,22.9,True,,True,True,,,,,,True,True,,,True,,,,False,True,,,,,True,True
02290,8,15.0,14.3,,10.0,0.0,,,,,,29.8,4.2,,6.1,9.2,,21.0,,4.0,31.2,,,,,16.8,86.7,7.0,6.3,,2.0,-8.0,,,,,,21.8,-3.8,,-1.9,1.2,,13.0,,-4.0,23.2,,,,,8.8,78.7,True,,True,False,,,,,,False,True,,True,True,,False,,True,False,,,,,False,False
04001,127,117.0,113.9,,91.0,264.0,,,,,162.0,14.8,115.1,,40.8,91.6,5.6,90.0,,41.7,162.5,,,,,197.7,222.5,-10.0,-13.1,,-36.0,137.0,,,,,35.0,-112.2,-11.9,,-86.2,-35.4,-121.4,-37.0,,-85.3,35.5,,,,,70.7,95.5,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,,False,False
04003,64,72.0,53.0,,59.0,18.0,,,,,272.0,113.9,116.6,,16.0,56.5,121.4,48.0,,18.2,76.8,,,,,159.6,310.4,8.0,-11.0,,-5.0,-46.0,,,,,208.0,49.9,52.6,,-48.0,-7.5,57.4,-16.0,,-45.8,12.8,,,,,95.6,246.4,False,,True,False,,,,,False,False,False,,False,True,False,False,,False,False,,,,,False,False
04005,429,225.0,227.3,,177.0,167.0,,,,,228.0,83.6,115.8,,117.5,202.0,69.3,106.0,,9.3,218.0,190.0,,,,376.5,402.0,-204.0,-201.7,,-252.0,-262.0,,,,,-201.0,-345.4,-313.2,,-311.5,-227.0,-359.7,-323.0,,-419.7,-211.0,-239.0,,,,-52.5,-27.0,True,,False,False,,,,,True,False,False,,False,False,False,False,,False,False,False,,,,True,True
04007,128,90.0,105.4,,69.0,67.0,,,,,78.0,183.2,126.5,,37.8,86.4,25.0,40.0,,65.8,63.1,,,,,195.1,2440.1,-38.0,-22.6,,-59.0,-61.0,,,,,-50.0,55.2,-1.5,,-90.2,-41.6,-103.0,-88.0,,-62.2,-64.9,,,,,67.1,2312.1,True,,False,False,,,,,False,False,True,,False,False,False,False,,False,False,,,,,False,False
04009,75,150.0,142.4,,114.0,126.0,,,,,83.0,210.4,111.8,,35.3,94.9,0.0,,,120.7,109.2,,,,,218.9,802.4,75.0,67.4,,39.0,51.0,,,,,8.0,135.4,36.8,,-39.7,19.9,-75.0,,,45.7,34.2,,,,,143.9,727.4,True,,True,True,,,,,True,False,True,,True,True,True,,,True,True,,,,,False,False
04011,2,3.0,4.5,,3.0,0.0,,,,,12.0,9.7,6.8,,6.0,0.1,,0.0,,4.2,2.8,,,,,6.1,21.3,1.0,2.5,,1.0,-2.0,,,,,10.0,7.7,4.8,,4.0,-1.9,,-2.0,,2.2,0.8,,,,,4.1,19.3,False,,False,False,,,,,False,False,False,,False,False,,False,,False,True,,,,,False,False
04012,37,9.0,5.0,,5.0,0.0,,,,,45.0,224.2,14.9,,0.7,6.4,0.0,,,3.9,12.9,,,,,14.4,1284.0,-28.0,-32.0,,-32.0,-37.0,,,,,8.0,187.2,-22.1,,-36.3,-30.6,-37.0,,,-33.1,-24.1,,,,,-22.6,1247.0,False,,False,False,,,,,True,False,True,,False,False,False,,,False,True,,,,,True,False
04013,6197,5112.0,5883.6,4865.0,4034.0,3250.0,,,,,5548.0,3193.5,5936.6,,4396.9,3996.8,1740.7,3479.0,,599.5,4796.9,2720.0,,,,14946.8,13118.4,-1085.0,-313.4,-1332.0,-2163.0,-2947.0,,,,,-649.0,-3003.5,-260.4,,-1800.1,-2200.2,-4456.3,-2718.0,,-5597.4,-1400.1,-3477.0,,,,8749.8,6921.4,True,False,False,False,,,,,True,False,True,,False,False,False,False,,False,False,False,,,,False,False
04015,303,339.0,360.2,,284.0,297.0,,,,,545.0,330.3,265.9,,139.8,271.0,142.0,139.0,,162.6,318.4,197.0,,,,579.1,3206.5,36.0,57.2,,-19.0,-6.0,,,,,242.0,27.3,-37.1,,-163.2,-32.0,-161.0,-164.0,,-140.4,15.4,-106.0,,,,276.1,2903.5,False,,True,True,,,,,False,True,False,,False,True,False,False,,False,True,False,,,,False,False
04017,154,276.0,290.1,,148.0,101.0,,,,,191.0,47.2,95.1,,147.9,235.6,16.3,173.0,,9.7,279.1,,,,,453.9,610.7,122.0,136.1,,-6.0,-53.0,,,,,37.0,-106.8,-58.9,,-6.1,81.6,-137.7,19.0,,-144.3,125.1,,,,,299.9,456.7,False,,True,True,,,,,True,True,True,,True,True,False,True,,False,False,,,,,False,False
04019,3378,2061.0,2178.6,2059.2,1463.0,1135.0,,,,,2099.0,1554.9,1430.5,,741.5,1263.6,1194.2,833.0,,1460.6,1526.7,964.0,,,,4582.7,7771.5,-1317.0,-1199.4,-1318.8,-1915.0,-2243.0,,,,,-1279.0,-1823.1,-1947.5,,-2636.5,-2114.4,-2183.8,-2545.0,,-1917.4,-1851.3,-2414.0,,,,1204.7,4393.5,True,False,False,False,,,,,True,False,False,,False,False,False,False,,False,False,False,,,,True,False
04021,828,1095.0,1021.3,986.1,907.0,1778.0,,,,,906.0,1038.4,338.1,,840.3,648.5,274.8,403.0,,360.3,1178.4,729.0,,,,1667.7,12605.5,267.0,193.3,158.1,79.0,950.0,,,,,78.0,210.4,-489.9,,12.3,-179.5,-553.2,-425.0,,-467.7,350.4,-99.0,,,,839.7,11777.5,True,True,True,False,,,,,True,True,False,,True,True,False,False,,False,False,True,,,,False,False
04023,95,0.0,0.0,,10.0,29.0,,,,,295.0,16.5,28.9,,1.8,37.3,2.7,,,13.2,20.3,,,,,79.0,172.6,-95.0,-95.0,,-85.0,-66.0,,,,,200.0,-78.5,-66.1,,-93.2,-57.7,-92.3,,,-81.8,-74.7,,,,,-16.0,77.6,False,,True,True,,,,,False,True,True,,True,True,True,,,True,True,,,,,True,True
04025,179,156.0,154.2,,157.0,76.0,,,,,396.0,289.6,298.9,,109.0,194.6,219.1,69.0,,139.6,167.3,72.0,,,,376.0,2678.3,-23.0,-24.8,,-22.0,-103.0,,,,,217.0,110.6,119.9,,-70.0,15.6,40.1,-110.0,,-39.4,-11.7,-107.0,,,,197.0,2499.3,False,,True,False,,,,,False,False,False,,False,True,False,False,,False,True,False,,,,False,False
04027,318,510.0,527.7,415.0,360.0,352.0,,,,,779.0,176.5,329.3,,217.8,419.9,18.8,326.0,,182.0,886.8,319.0,,,,1332.1,4306.4,192.0,209.7,97.0,42.0,34.0,,,,,461.0,-141.5,11.3,,-100.2,101.9,-299.2,8.0,,-136.0,568.8,1.0,,,,1014.1,3988.4,False,True,True,True,,,,,False,True,True,,True,True,False,True,,True,False,True,,,,False,False
05001,71,42.0,43.7,,44.0,42.0,,,,,91.0,80.4,81.6,,26.6,49.2,26.7,72.0,,25.4,41.9,,,,,59.8,129.6,-29.0,-27.3,,-27.0,-29.0,,,,,20.0,9.4,10.6,,-44.4,-21.8,-44.3,1.0,,-45.6,-29.1,,,,,-11.2,58.6,True,,True,False,,,,,True,True,True,,False,True,False,True,,False,False,,,,,True,False
05003,30,36.0,18.5,,24.0,4.0,,,,,86.0,63.4,60.8,,6.7,28.3,0.1,,,12.7,72.5,,,,,75.5,55.6,6.0,-11.5,,-6.0,-26.0,,,,,56.0,33.4,30.8,,-23.3,-1.7,-29.9,,,-17.3,42.5,,,,,45.5,25.6,False,,False,False,,,,,False,False,False,,False,True,False,,,False,False,,,,,False,False
05005,134,75.0,75.6,,73.0,182.0,,,,,97.0,222.6,126.8,,28.1,60.4,64.0,48.0,,16.2,37.5,,,,,79.5,181.6,-59.0,-58.4,,-61.0,48.0,,,,,-37.0,88.6,-7.2,,-105.9,-73.6,-70.0,-86.0,,-117.8,-96.5,,,,,-54.5,47.6,True,,False,True,,,,,True,False,True,,False,False,False,False,,False,False,,,,,True,True
05007,859,741.0,668.7,,646.0,1707.0,,,,,868.0,591.1,254.2,,471.3,671.4,157.4,1371.0,,175.8,571.8,1238.0,,,,1027.2,2607.9,-118.0,-190.3,,-213.0,848.0,,,,,9.0,-267.9,-604.8,,-387.7,-187.6,-701.6,512.0,,-683.2,-287.2,379.0,,,,168.2,1748.9,False,,False,False,,,,,True,False,False,,False,False,False,False,,False,False,False,,,,False,False
05009,290,177.0,168.7,,176.0,284.0,,,,,146.0,226.8,154.9,,386.3,248.1,106.6,131.0,,0.0,184.7,,,,,163.6,249.5,-113.0,-121.3,,-114.0,-6.0,,,,,-144.0,-63.2,-135.1,,96.3,-41.9,-183.4,-159.0,,-290.0,-105.3,,,,,-126.4,-40.5,False,,False,True,,,,,False,True,False,,True,True,False,False,,False,True,,,,,False,True
05011,45,114.0,110.9,,67.0,105.0,,,,,60.0,115.0,59.1,,32.0,62.8,49.1,88.0,,62.2,83.8,,,,,144.8,149.4,69.0,65.9,,22.0,60.0,,,,,15.0,70.0,14.1,,-13.0,17.8,4.1,43.0,,17.2,38.8,,,,,99.8,104.4,True,,True,True,,,,,True,False,True,,True,True,True,True,,True,True,,,,,False,False
05013,12,0.0,5.3,,1.0,0.0,,,,,10.0,14.3,5.1,,,0.1,,0.0,,1.6,,,,,,4.7,24.4,-12.0,-6.7,,-11.0,-12.0,,,,,-2.0,2.3,-6.9,,,-11.9,,-12.0,,-10.4,,,,,,-7.3,12.4,True,,True,False,,,,,True,True,True,,,True,,False,,True,,,,,,True,False
05015,145,90.0,96.2,,84.0,126.0,,,,,84.0,152.5,69.1,,52.3,94.6,20.2,123.0,,48.7,57.4,,,,,114.8,430.8,-55.0,-48.8,,-61.0,-19.0,,,,,-61.0,7.5,-75.9,,-92.7,-50.4,-124.8,-22.0,,-96.3,-87.6,,,,,-30.2,285.8,True,,False,True,,,,,False,True,False,,False,True,False,True,,False,False,,,,,True,False
05017,34,69.0,60.3,,40.0,38.0,,,,,82.0,38.6,38.6,,15.6,45.4,1.4,221.0,,15.6,205.4,,,,,131.5,172.8,35.0,26.3,,6.0,4.0,,,,,48.0,4.6,4.6,,-18.4,11.4,-32.6,187.0,,-18.4,171.4,,,,,97.5,138.8,True,,True,True,,,,,False,True,True,,True,True,True,False,,True,False,,,,,False,False
05019,85,60.0,60.2,,47.0,41.0,,,,,84.0,147.9,58.8,,16.8,55.3,38.4,67.0,,2.7,39.3,,,,,63.6,105.4,-25.0,-24.8,,-38.0,-44.0,,,,,-1.0,62.9,-26.2,,-68.2,-29.7,-46.6,-18.0,,-82.3,-45.7,,,,,-21.4,20.4,True,,False,False,,,,,True,False,False,,False,False,False,True,,False,False,,,,,True,True
05021,83,39.0,40.7,,44.0,43.0,,,,,61.0,82.3,43.1,,34.1,45.3,45.4,50.0,,61.2,38.4,,,,,46.0,95.0,-44.0,-42.3,,-39.0,-40.0,,,,,-22.0,-0.7,-39.9,,-48.9,-37.7,-37.6,-33.0,,-21.8,-44.6,,,,,-37.0,12.0,True,,True,True,,,,,True,True,True,,False,True,True,True,,True,False,,,,,True,True
05023,57,39.0,33.5,,37.0,56.0,,,,,107.0,121.1,44.4,,16.5,37.6,51.6,69.0,,3.1,21.8,,,,,69.0,167.5,-18.0,-23.5,,-20.0,-1.0,,,,,50.0,64.1,-12.6,,-40.5,-19.4,-5.4,12.0,,-53.9,-35.2,,,,,12.0,110.5,False,,False,True,,,,,False,False,True,,False,False,True,True,,False,False,,,,,True,False
05025,43,24.0,27.3,,21.0,10.0,,,,,24.0,53.7,24.5,,3.4,19.5,6.3,,,4.8,48.3,,,,,33.5,80.0,-19.0,-15.7,,-22.0,-33.0,,,,,-19.0,10.7,-18.5,,-39.6,-23.5,-36.7,,,-38.2,5.3,,,,,-9.5,37.0,True,,False,False,,,,,False,True,True,,False,False,False,,,False,True,,,,,True,False
05027,83,54.0,55.0,,53.0,58.0,,,,,105.0,118.0,91.5,,11.9,38.9,43.3,73.0,,11.5,44.0,,,,,77.1,47.8,-29.0,-28.0,,-30.0,-25.0,,,,,22.0,35.0,8.5,,-71.1,-44.1,-39.7,-10.0,,-71.5,-39.0,,,,,-5.9,-35.2,True,,False,True,,,,,True,False,True,,False,False,False,True,,False,False,,,,,True,False
05029,44,39.0,42.1,,41.0,60.0,,,,,140.0,127.9,54.9,,11.7,40.7,54.6,55.0,,3.5,27.0,,,,,48.9,190.2,-5.0,-1.9,,-3.0,16.0,,,,,96.0,83.9,10.9,,-32.3,-3.3,10.6,11.0,,-40.5,-17.0,,,,,4.9,146.2,True,,True,False,,,,,False,False,False,,False,True,False,False,,False,False,,,,,True,False
05031,755,462.0,473.0,,447.0,425.0,,,,,575.0,481.6,484.5,,305.2,473.6,263.5,553.0,,462.1,369.8,,,,,679.9,1096.8,-293.0,-282.0,,-308.0,-330.0,,,,,-180.0,-273.4,-270.5,,-449.8,-281.4,-491.5,-202.0,,-292.9,-385.2,,,,,-75.1,341.8,True,,False,False,,,,,True,True,True,,False,True,False,True,,True,False,,,,,True,False
