,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,2573475.0,2591023,-17548.0,-0.7%
USACE-ERDC_SEIR,2721163.4,2591023,130140.4,5.0%
USC-SI_kJalpha,1955723.0,2591023,-635300.0,-24.5%
IowaStateLW-STEM,3554828.0,2591023,963805.0,37.2%
UCLA-SuEIR,3708134.6,2591023,1117111.6,43.1%
COVIDhub-baseline,3732864.0,2591023,1141841.0,44.1%
Covid19Sim-Simulator,4877285.7,2591023,2286262.7,88.2%
IHME-CurveFit,5135296.2,2591023,2544273.2,98.2%
