,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29171,18,0.0,,0.0,,,,11.0,6.0,,,,,1.2,,,1.0,-18.0,,-18.0,,,,-7.0,-12.0,,,,,-16.8,,,-17.0,,False,,,,True,True,,,,,True,,,True
29173,85,125.0,,182.0,,,,12.0,42.3,,18.1,,,0.0,,,269.0,40.0,,97.0,,,,-73.0,-42.7,,-66.9,,,-85.0,,,184.0,,False,,,,False,False,,False,,,False,,,False
29175,134,75.0,,61.0,,,,107.0,85.0,,17.5,,,0.0,117.4,,48.0,-59.0,,-73.0,,,,-27.0,-49.0,,-116.5,,,-134.0,-16.6,,-86.0,,False,,,,True,True,,False,,,False,True,,False
29177,44,15.0,,20.0,,,,106.0,110.7,,0.1,74.2,,25.2,72.1,,11.0,-29.0,,-24.0,,,,62.0,66.7,,-43.9,30.2,,-18.8,28.1,,-33.0,,True,,,,False,False,,False,False,,True,True,,False
29179,18,0.0,,0.0,,,,16.0,2.6,,1.6,,,2.6,,,0.0,-18.0,,-18.0,,,,-2.0,-15.4,,-16.4,,,-15.4,,,-18.0,,False,,,,True,True,,True,,,True,,,False
29181,71,105.0,,161.0,,,,91.0,86.9,,38.8,,,58.9,93.1,,217.0,34.0,,90.0,,,,20.0,15.9,,-32.2,,,-12.1,22.1,,146.0,,False,,,,True,True,,True,,,True,True,,False
29183,2456,3280.0,3460.6,12651.0,,,,1830.0,3689.9,,1893.0,1001.5,,595.4,4443.2,,1429.0,824.0,1004.6,10195.0,,,,-626.0,1233.9,,-563.0,-1454.5,,-1860.6,1987.2,,-1027.0,False,False,,,,True,False,,True,False,,False,False,,False
29185,20,25.0,,6.0,,,,35.0,18.3,,2.5,,,10.6,,,14.0,5.0,,-14.0,,,,15.0,-1.7,,-17.5,,,-9.4,,,-6.0,,False,,,,False,True,,False,,,False,,,False
29186,107,75.0,,130.0,,,,57.0,85.9,,24.4,,,30.1,106.8,,102.0,-32.0,,23.0,,,,-50.0,-21.1,,-82.6,,,-76.9,-0.2,,-5.0,,True,,,,False,True,,False,,,False,True,,True
29187,1397,740.0,495.1,1893.0,,,,384.0,631.6,,2402.8,313.0,,38.7,711.4,,988.0,-657.0,-901.9,496.0,,,,-1013.0,-765.4,,1005.8,-1084.0,,-1358.3,-685.6,,-409.0,False,True,,,,False,False,,False,False,,False,False,,True
29189,6320,8715.0,7443.9,26606.0,,,,5283.0,9107.1,,7250.8,2211.3,,6597.4,16189.9,,4696.0,2395.0,1123.9,20286.0,,,,-1037.0,2787.1,,930.8,-4108.7,,277.4,9869.9,,-1624.0,True,False,,,,True,False,,True,False,,True,False,,True
29195,179,285.0,,257.0,,,,154.0,219.9,,78.6,30.1,,83.1,196.4,,209.0,106.0,,78.0,,,,-25.0,40.9,,-100.4,-148.9,,-95.9,17.4,,30.0,,True,,,,True,True,,True,False,,True,True,,True
29197,13,0.0,,0.0,,,,10.0,2.0,,5.9,,,3.2,2.6,,1.0,-13.0,,-13.0,,,,-3.0,-11.0,,-7.1,,,-9.8,-10.4,,-12.0,,False,,,,True,True,,True,,,True,True,,True
29199,12,20.0,,0.0,,,,10.0,6.5,,2.9,,,11.2,7.8,,48.0,8.0,,-12.0,,,,-2.0,-5.5,,-9.1,,,-0.8,-4.2,,36.0,,False,,,,True,True,,False,,,True,True,,False
29201,341,400.0,,533.0,,,,271.0,404.3,,166.0,91.0,,977.8,348.5,,376.0,59.0,,192.0,,,,-70.0,63.3,,-175.0,-250.0,,636.8,7.5,,35.0,,False,,,,False,False,,False,False,,False,True,,True
29203,37,5.0,,0.0,,,,34.0,18.2,,16.0,,,12.7,79.8,,0.0,-32.0,,-37.0,,,,-3.0,-18.8,,-21.0,,,-24.3,42.8,,-37.0,,False,,,,True,True,,True,,,True,False,,False
29205,20,60.0,,49.0,,,,8.0,30.5,,17.0,,,12.2,,,28.0,40.0,,29.0,,,,-12.0,10.5,,-3.0,,,-7.8,,,8.0,,True,,,,True,True,,True,,,True,,,True
29207,197,90.0,,112.0,,,,183.0,123.9,,9.1,54.1,,43.2,40.1,,71.0,-107.0,,-85.0,,,,-14.0,-73.1,,-187.9,-142.9,,-153.8,-156.9,,-126.0,,True,,,,True,True,,False,False,,False,False,,False
29209,219,225.0,,360.0,,,,107.0,386.9,,693.3,275.0,,250.3,413.2,,267.0,6.0,,141.0,,,,-112.0,167.9,,474.3,56.0,,31.3,194.2,,48.0,,False,,,,False,False,,False,False,,False,False,,False
29211,34,60.0,,10.0,,,,45.0,27.8,,20.4,0.0,,0.0,56.6,,45.0,26.0,,-24.0,,,,11.0,-6.2,,-13.6,-34.0,,-34.0,22.6,,11.0,,True,,,,True,True,,True,False,,False,True,,True
29213,408,800.0,689.3,530.0,,,,343.0,521.7,,881.9,344.6,,529.0,3750.5,,460.0,392.0,281.3,122.0,,,,-65.0,113.7,,473.9,-63.4,,121.0,3342.5,,52.0,True,True,,,,True,True,,False,True,,True,False,,True
29215,206,75.0,,117.0,,,,103.0,182.1,,40.6,,,42.3,,,65.0,-131.0,,-89.0,,,,-103.0,-23.9,,-165.4,,,-163.7,,,-141.0,,True,,,,True,True,,False,,,False,,,False
29217,89,65.0,,37.0,,,,90.0,74.4,,27.0,,,67.0,28.2,,258.0,-24.0,,-52.0,,,,1.0,-14.6,,-62.0,,,-22.0,-60.8,,169.0,,False,,,,True,True,,False,,,True,False,,False
29219,199,235.0,,231.0,,,,87.0,332.2,,177.7,213.4,,184.4,1185.5,,162.0,36.0,,32.0,,,,-112.0,133.2,,-21.3,14.4,,-14.6,986.5,,-37.0,,True,,,,False,False,,True,True,,True,False,,False
29221,204,285.0,,653.0,,,,95.0,186.5,,303.6,145.1,,773.2,195.0,,633.0,81.0,,449.0,,,,-109.0,-17.5,,99.6,-58.9,,569.2,-9.0,,429.0,,False,,,,False,True,,False,True,,False,True,,False
29223,103,50.0,,40.0,,,,54.0,93.2,,,,,33.4,,,31.0,-53.0,,-63.0,,,,-49.0,-9.8,,,,,-69.6,,,-72.0,,False,,,,True,True,,,,,False,,,False
29225,351,105.0,,168.0,,,,148.0,227.3,,53.1,161.6,,69.5,184.2,,69.0,-246.0,,-183.0,,,,-203.0,-123.7,,-297.9,-189.4,,-281.4,-166.8,,-282.0,,True,,,,True,True,,False,True,,False,True,,False
29227,10,0.0,,0.0,,,,4.0,1.9,,0.5,,,1.3,1.2,,0.0,-10.0,,-10.0,,,,-6.0,-8.1,,-9.5,,,-8.7,-8.8,,-10.0,,False,,,,True,True,,True,,,True,True,,False
29229,161,60.0,,27.0,,,,78.0,38.0,,18.6,,,7.4,87.7,,154.0,-101.0,,-134.0,,,,-83.0,-123.0,,-142.4,,,-153.6,-73.3,,-7.0,,False,,,,True,False,,False,,,False,True,,True
29510,1244,2070.0,1598.4,1356.0,,,,2702.0,3031.0,,1430.1,506.0,,1246.2,1908.4,,1289.0,826.0,354.4,112.0,,,,1458.0,1787.0,,186.1,-738.0,,2.2,664.4,,45.0,True,True,,,,False,False,,True,True,,True,True,,True
30001,9,30.0,,2.0,,,,21.0,51.8,,19.6,,,19.9,,,8.0,21.0,,-7.0,,,,12.0,42.8,,10.6,,,10.9,,,-1.0,,True,,,,True,False,,True,,,True,,,True
30003,322,445.0,,0.0,,,,147.0,179.5,,461.4,0.0,,32.0,522.5,,79.0,123.0,,-322.0,,,,-175.0,-142.5,,139.4,-322.0,,-290.0,200.5,,-243.0,,False,,,,False,False,,False,False,,False,False,,False
30005,2,25.0,,0.0,,,,30.0,30.1,,,,,3.0,21.5,,83.0,23.0,,-2.0,,,,28.0,28.1,,,,,1.0,19.5,,81.0,,True,,,,False,False,,,,,True,True,,False
30007,3,15.0,,0.0,,,,30.0,1.9,,2.7,,,4.7,,,48.0,12.0,,-3.0,,,,27.0,-1.1,,-0.3,,,1.7,,,45.0,,True,,,,False,True,,True,,,True,,,False
30009,32,35.0,,0.0,,,,43.0,67.9,,37.2,,,5.7,57.7,,22.0,3.0,,-32.0,,,,11.0,35.9,,5.2,,,-26.4,25.7,,-10.0,,False,,,,False,False,,False,,,False,False,,False
30011,0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,,,True,,,,True,True,,,,,True,,,
30013,341,85.0,229.1,36.0,,,,286.0,344.2,,42.4,42.0,,15.7,140.9,,50.0,-256.0,-111.9,-305.0,,,,-55.0,3.2,,-298.6,-299.0,,-325.3,-200.1,,-291.0,True,False,,,,True,True,,False,False,,False,True,,False
30015,9,0.0,,0.0,,,,57.0,28.0,,,,,1.2,1.7,,6.0,-9.0,,-9.0,,,,48.0,19.0,,,,,-7.8,-7.3,,-3.0,,False,,,,False,False,,,,,True,True,,True
30017,41,0.0,,0.0,,,,40.0,15.8,,,,,8.8,35.0,,0.0,-41.0,,-41.0,,,,-1.0,-25.2,,,,,-32.2,-6.0,,-41.0,,False,,,,True,True,,,,,True,True,,False
30019,0,0.0,,0.0,,,,20.0,13.3,,,,,0.2,0.5,,0.0,0.0,,0.0,,,,20.0,13.3,,,,,0.2,0.5,,0.0,,True,,,,False,False,,,,,False,False,,True
30021,38,65.0,,19.0,,,,40.0,10.1,,,,,1.9,,,148.0,27.0,,-19.0,,,,2.0,-27.9,,,,,-36.1,,,110.0,,True,,,,True,False,,,,,False,,,False
30023,84,25.0,,0.0,,,,50.0,33.0,,5.8,,,7.7,,,17.0,-59.0,,-84.0,,,,-34.0,-51.0,,-78.2,,,-76.3,,,-67.0,,False,,,,True,True,,False,,,False,,,False
30025,3,0.0,,0.0,,,,5.0,6.7,,,,,0.0,0.3,,0.0,-3.0,,-3.0,,,,2.0,3.7,,,,,-3.0,-2.7,,-3.0,,False,,,,True,False,,,,,False,True,,False
30027,33,70.0,,,,,,94.0,28.6,,,,,5.4,35.9,,148.0,37.0,,,,,,61.0,-4.4,,,,,-27.6,2.9,,115.0,,,,,,False,True,,,,,True,True,,False
30029,443,275.0,438.5,275.0,,,,1233.0,524.0,,226.6,173.3,,67.6,2608.9,,159.0,-168.0,-4.5,-168.0,,,,790.0,81.0,,-216.4,-269.7,,-375.4,2165.9,,-284.0,True,False,,,,False,True,,False,False,,False,False,,False
30031,213,290.0,1195.8,154.0,,,,433.0,524.3,,154.1,162.8,,0.0,201.5,,222.0,77.0,982.8,-59.0,,,,220.0,311.3,,-58.9,-50.2,,-213.0,-11.5,,9.0,False,True,,,,False,False,,True,True,,False,True,,True
30033,5,0.0,,0.0,,,,30.0,2.7,,,,,0.0,,,0.0,-5.0,,-5.0,,,,25.0,-2.3,,,,,-5.0,,,-5.0,,False,,,,False,True,,,,,False,,,False
30035,89,75.0,,0.0,,,,20.0,103.7,,53.3,,,49.5,178.7,,130.0,-14.0,,-89.0,,,,-69.0,14.7,,-35.7,,,-39.5,89.7,,41.0,,False,,,,False,False,,False,,,False,False,,False
30037,0,0.0,,0.0,,,,5.0,0.6,,0.1,,,0.0,0.0,,0.0,0.0,,0.0,,,,5.0,0.6,,0.1,,,0.0,0.0,,0.0,,True,,,,False,False,,False,,,True,True,,True
30039,4,10.0,,0.0,,,,5.0,9.4,,,,,5.7,,,10.0,6.0,,-4.0,,,,1.0,5.4,,,,,1.7,,,6.0,,True,,,,True,True,,,,,True,,,False
30041,83,30.0,,0.0,,,,205.0,8.2,,12.6,,,27.2,,,120.0,-53.0,,-83.0,,,,122.0,-74.8,,-70.4,,,-55.8,,,37.0,,False,,,,False,False,,False,,,False,,,True
30043,24,15.0,,0.0,,,,39.0,22.3,,3.5,,,3.5,,,9.0,-9.0,,-24.0,,,,15.0,-1.7,,-20.5,,,-20.5,,,-15.0,,False,,,,False,True,,False,,,False,,,False
30045,3,0.0,,0.0,,,,5.0,9.3,,,,,0.0,0.6,,0.0,-3.0,,-3.0,,,,2.0,6.3,,,,,-3.0,-2.4,,-3.0,,False,,,,True,False,,,,,False,True,,False
30047,69,40.0,,4.0,,,,149.0,156.2,,5.9,71.7,,8.1,49.2,,11.0,-29.0,,-65.0,,,,80.0,87.2,,-63.1,2.7,,-60.9,-19.8,,-58.0,,False,,,,False,False,,False,True,,False,True,,False
30049,47,100.0,150.7,69.0,,,,403.0,275.3,,45.0,48.8,,37.3,55.1,,66.0,53.0,103.7,22.0,,,,356.0,228.3,,-2.0,1.8,,-9.7,8.1,,19.0,False,True,,,,False,False,,True,True,,True,True,,True
30051,15,0.0,,0.0,,,,10.0,1.7,,0.0,,,0.0,,,0.0,-15.0,,-15.0,,,,-5.0,-13.3,,-15.0,,,-15.0,,,-15.0,,False,,,,True,True,,True,,,False,,,False
30053,28,10.0,,0.0,,,,20.0,29.7,,15.0,,,12.0,27.9,,5.0,-18.0,,-28.0,,,,-8.0,1.7,,-13.0,,,-16.0,-0.1,,-23.0,,False,,,,True,True,,True,,,True,True,,False
30055,14,10.0,,0.0,,,,20.0,23.5,,,,,15.0,4.0,,4.0,-4.0,,-14.0,,,,6.0,9.5,,,,,1.0,-10.0,,-10.0,,False,,,,False,False,,,,,True,False,,False
30057,14,0.0,,0.0,,,,25.0,21.2,,18.1,,,8.0,39.4,,2.0,-14.0,,-14.0,,,,11.0,7.2,,4.1,,,-6.0,25.4,,-12.0,,False,,,,True,True,,True,,,True,False,,True
30059,20,0.0,,0.0,,,,5.0,1.0,,0.1,,,0.0,0.2,,0.0,-20.0,,-20.0,,,,-15.0,-19.0,,-19.9,,,-20.0,-19.8,,-20.0,,False,,,,True,True,,True,,,False,True,,False
30061,0,10.0,,0.0,,,,5.0,31.0,,,,,6.1,,,69.0,10.0,,0.0,,,,5.0,31.0,,,,,6.1,,,69.0,,True,,,,True,False,,,,,True,,,False
30063,194,250.0,482.3,241.0,,,,700.0,814.7,,120.0,183.2,,669.7,813.8,,252.0,56.0,288.3,47.0,,,,506.0,620.7,,-74.0,-10.8,,475.7,619.8,,58.0,False,True,,,,False,False,,False,True,,False,False,,False
30065,28,5.0,,0.0,,,,6.0,16.5,,0.3,,,0.3,2.4,,5.0,-23.0,,-28.0,,,,-22.0,-11.5,,-27.7,,,-27.7,-25.6,,-23.0,,False,,,,True,True,,False,,,False,False,,False
30067,25,40.0,,0.0,,,,17.0,74.0,,16.5,,,1.9,32.6,,25.0,15.0,,-25.0,,,,-8.0,49.0,,-8.5,,,-23.1,7.6,,0.0,,False,,,,True,False,,True,,,False,True,,True
30069,0,0.0,,0.0,,,,10.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,10.0,0.0,,,,,0.0,,,,,True,,,,False,True,,,,,True,,,
30071,26,315.0,,70.0,,,,35.0,135.7,,,,,228.9,,,68.0,289.0,,44.0,,,,9.0,109.7,,,,,202.9,,,42.0,,True,,,,True,True,,,,,True,,,True
30073,11,0.0,,0.0,,,,5.0,3.3,,0.9,,,1.7,,,0.0,-11.0,,-11.0,,,,-6.0,-7.7,,-10.1,,,-9.3,,,-11.0,,False,,,,True,True,,True,,,True,,,False
30075,2,0.0,,0.0,,,,0.0,5.5,,,,,0.0,,,0.0,-2.0,,-2.0,,,,-2.0,3.5,,,,,-2.0,,,-2.0,,False,,,,False,False,,,,,False,,,False
30077,8,0.0,,0.0,,,,24.0,15.3,,,,,0.0,0.2,,0.0,-8.0,,-8.0,,,,16.0,7.3,,,,,-8.0,-7.8,,-8.0,,False,,,,False,True,,,,,False,True,,False
30079,0,0.0,,0.0,,,,5.0,9.2,,,,,0.7,,,0.0,0.0,,0.0,,,,5.0,9.2,,,,,0.7,,,0.0,,True,,,,False,False,,,,,False,,,True
30081,41,15.0,,10.0,,,,127.0,125.4,,59.4,,,1.0,11.1,,5.0,-26.0,,-31.0,,,,86.0,84.4,,18.4,,,-40.0,-29.9,,-36.0,,False,,,,False,False,,True,,,False,False,,False
30083,25,5.0,,0.0,,,,60.0,15.7,,23.6,,,4.1,7.7,,1.0,-20.0,,-25.0,,,,35.0,-9.3,,-1.4,,,-20.9,-17.3,,-24.0,,False,,,,False,True,,True,,,False,True,,False
30085,123,35.0,,,,,,60.0,16.1,,10.1,,,12.2,,,82.0,-88.0,,,,,,-63.0,-106.9,,-112.9,,,-110.8,,,-41.0,,,,,,True,False,,False,,,False,,,True
30087,489,190.0,,20.0,,,,60.0,24.3,,42.2,,,644.1,,,296.0,-299.0,,-469.0,,,,-429.0,-464.7,,-446.8,,,155.1,,,-193.0,,False,,,,False,False,,False,,,True,,,True
30089,34,10.0,,0.0,,,,10.0,13.7,,,,,2.9,8.9,,59.0,-24.0,,-34.0,,,,-24.0,-20.3,,,,,-31.1,-25.1,,25.0,,False,,,,False,True,,,,,False,False,,False
30091,4,0.0,,0.0,,,,18.0,10.4,,,,,1.5,0.9,,0.0,-4.0,,-4.0,,,,14.0,6.4,,,,,-2.5,-3.1,,-4.0,,False,,,,False,False,,,,,True,True,,False
30093,107,90.0,,108.0,,,,196.0,109.6,,4.9,37.1,,8.2,135.3,,42.0,-17.0,,1.0,,,,89.0,2.6,,-102.1,-69.9,,-98.8,28.3,,-65.0,,True,,,,False,True,,False,False,,False,False,,False
30095,20,40.0,,0.0,,,,25.0,32.0,,10.5,,,4.5,,,43.0,20.0,,-20.0,,,,5.0,12.0,,-9.5,,,-15.5,,,23.0,,False,,,,True,True,,True,,,True,,,False
30097,33,0.0,,0.0,,,,2.0,10.5,,,,,5.6,0.7,,0.0,-33.0,,-33.0,,,,-31.0,-22.5,,,,,-27.4,-32.3,,-33.0,,False,,,,True,True,,,,,True,True,,False
30099,5,0.0,,0.0,,,,5.0,0.9,,,,,0.0,,,0.0,-5.0,,-5.0,,,,0.0,-4.1,,,,,-5.0,,,-5.0,,False,,,,True,True,,,,,False,,,False
30101,25,0.0,,0.0,,,,10.0,1.3,,8.6,,,24.8,109.5,,3.0,-25.0,,-25.0,,,,-15.0,-23.7,,-16.4,,,-0.2,84.5,,-22.0,,False,,,,True,True,,True,,,True,False,,True
30103,1,0.0,,0.0,,,,15.0,0.6,,,,,0.0,0.0,,0.0,-1.0,,-1.0,,,,14.0,-0.4,,,,,-1.0,-1.0,,-1.0,,False,,,,False,True,,,,,False,True,,False
30105,28,80.0,,2.0,,,,129.0,33.1,,,,,22.2,,,123.0,52.0,,-26.0,,,,101.0,5.1,,,,,-5.8,,,95.0,,True,,,,False,True,,,,,True,,,False
30107,6,0.0,,0.0,,,,9.0,4.7,,0.1,,,0.0,0.5,,0.0,-6.0,,-6.0,,,,3.0,-1.3,,-5.9,,,-6.0,-5.5,,-6.0,,False,,,,True,True,,True,,,False,True,,False
30109,6,0.0,,0.0,,,,5.0,8.0,,,,,1.1,0.5,,0.0,-6.0,,-6.0,,,,-1.0,2.0,,,,,-4.8,-5.5,,-6.0,,False,,,,True,True,,,,,True,True,,False
30111,1310,1130.0,2088.1,1525.0,,,,548.0,1724.4,,1739.9,582.7,,391.3,587.6,,1243.0,-180.0,778.1,215.0,,,,-762.0,414.4,,429.9,-727.3,,-918.7,-722.4,,-67.0,False,False,,,,False,False,,False,False,,False,False,,True
31001,142,55.0,,87.0,,,,179.0,114.0,,3.7,21.7,,6.7,40.0,,41.0,-87.0,,-55.0,,,,37.0,-28.0,,-138.3,-120.3,,-135.3,-102.0,,-101.0,,True,,,,True,True,,False,False,,False,False,,False
31003,33,10.0,,0.0,,,,5.0,14.8,,1.7,,,6.1,9.6,,11.0,-23.0,,-33.0,,,,-28.0,-18.2,,-31.3,,,-26.9,-23.4,,-22.0,,False,,,,False,True,,False,,,False,False,,True
31005,0,0.0,,0.0,,,,0.0,5.4,,,,,1.0,,,1.0,0.0,,0.0,,,,0.0,5.4,,,,,1.0,,,1.0,,True,,,,True,False,,,,,False,,,False
31007,1,0.0,,0.0,,,,0.0,0.7,,,,,0.5,0.1,,0.0,-1.0,,-1.0,,,,-1.0,-0.3,,,,,-0.5,-0.9,,-1.0,,False,,,,False,True,,,,,True,True,,False
31009,0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,,,True,,,,True,True,,,,,True,,,
31011,52,15.0,,0.0,,,,1.0,7.6,,0.7,,,10.4,6.1,,139.0,-37.0,,-52.0,,,,-51.0,-44.4,,-51.3,,,-41.6,-45.9,,87.0,,False,,,,False,False,,False,,,False,False,,False
31013,37,20.0,,0.0,,,,15.0,11.4,,2.3,,,1.8,,,58.0,-17.0,,-37.0,,,,-22.0,-25.6,,-34.7,,,-35.2,,,21.0,,False,,,,False,False,,False,,,False,,,False
31015,9,20.0,,0.0,,,,0.0,21.5,,0.7,,,0.7,8.9,,40.0,11.0,,-9.0,,,,-9.0,12.5,,-8.3,,,-8.3,-0.1,,31.0,,True,,,,True,False,,True,,,True,True,,False
31017,15,10.0,,0.0,,,,0.0,29.2,,,,,0.0,,,128.0,-5.0,,-15.0,,,,-15.0,14.2,,,,,-15.0,,,113.0,,False,,,,False,False,,,,,False,,,False
31019,459,440.0,,594.0,,,,171.0,532.5,,119.3,193.8,,245.2,330.7,,434.0,-19.0,,135.0,,,,-288.0,73.5,,-339.7,-265.2,,-213.8,-128.3,,-25.0,,False,,,,False,False,,False,False,,False,False,,False
31021,23,105.0,,123.0,,,,12.0,39.0,,16.2,,,26.3,80.5,,141.0,82.0,,100.0,,,,-11.0,16.0,,-6.8,,,3.3,57.5,,118.0,,False,,,,True,True,,True,,,True,True,,False
31023,40,30.0,,,,,,13.0,44.4,,7.7,,,13.9,15.9,,64.0,-10.0,,,,,,-27.0,4.4,,-32.3,,,-26.1,-24.1,,24.0,,,,,,False,True,,False,,,False,False,,False
31025,91,185.0,,238.0,,,,59.0,221.4,,77.2,144.1,,79.1,145.7,,256.0,94.0,,147.0,,,,-32.0,130.4,,-13.8,53.1,,-11.9,54.7,,165.0,,False,,,,True,False,,True,True,,True,True,,False
31027,48,25.0,,0.0,,,,10.0,17.8,,7.2,,,11.2,14.2,,145.0,-23.0,,-48.0,,,,-38.0,-30.2,,-40.8,,,-36.8,-33.8,,97.0,,False,,,,False,False,,False,,,False,False,,False
31029,13,5.0,,0.0,,,,0.0,10.3,,2.6,,,1.8,5.8,,2.0,-8.0,,-13.0,,,,-13.0,-2.7,,-10.4,,,-11.2,-7.2,,-11.0,,False,,,,False,True,,False,,,False,True,,False
31031,38,0.0,,0.0,,,,0.0,2.4,,0.2,,,0.1,0.8,,0.0,-38.0,,-38.0,,,,-38.0,-35.6,,-37.8,,,-37.9,-37.2,,-38.0,,False,,,,False,True,,True,,,True,True,,False
31033,10,0.0,,0.0,,,,5.0,16.9,,3.7,,,3.5,8.5,,0.0,-10.0,,-10.0,,,,-5.0,6.9,,-6.3,,,-6.5,-1.5,,-10.0,,False,,,,True,True,,True,,,True,True,,False
31035,18,0.0,,0.0,,,,6.0,16.6,,8.5,,,0.3,13.2,,1.0,-18.0,,-18.0,,,,-12.0,-1.4,,-9.5,,,-17.7,-4.8,,-17.0,,False,,,,True,True,,True,,,True,True,,True
31037,52,30.0,,0.0,,,,68.0,33.3,,3.3,3.6,,25.0,23.6,,0.0,-22.0,,-52.0,,,,16.0,-18.7,,-48.7,-48.4,,-27.0,-28.4,,-52.0,,False,,,,True,True,,False,False,,False,False,,False
31039,48,25.0,,21.0,,,,20.0,58.7,,10.0,,,18.7,21.6,,12.0,-23.0,,-27.0,,,,-28.0,10.7,,-38.0,,,-29.3,-26.4,,-36.0,,False,,,,False,True,,False,,,False,False,,False
31041,24,60.0,,,,,,6.0,23.9,,6.3,,,47.7,31.0,,314.0,36.0,,,,,,-18.0,-0.1,,-17.7,,,23.7,7.0,,290.0,,,,,,True,True,,True,,,True,True,,False
31043,201,75.0,,0.0,,,,104.0,52.6,,12.5,9.2,,106.6,131.9,,0.0,-126.0,,-201.0,,,,-97.0,-148.4,,-188.5,-191.8,,-94.4,-69.1,,-201.0,,False,,,,True,False,,False,False,,True,True,,False
31045,99,25.0,,0.0,,,,15.0,14.4,,4.2,,,352.0,17.9,,45.0,-74.0,,-99.0,,,,-84.0,-84.6,,-94.8,,,253.0,-81.1,,-54.0,,False,,,,False,False,,False,,,False,False,,True
31047,94,85.0,,14.0,,,,77.0,114.3,,16.7,2.8,,43.2,70.2,,26.0,-9.0,,-80.0,,,,-17.0,20.3,,-77.3,-91.2,,-50.8,-23.8,,-68.0,,False,,,,False,False,,False,False,,False,False,,False
31049,3,0.0,,0.0,,,,0.0,7.7,,,,,0.9,0.2,,0.0,-3.0,,-3.0,,,,-3.0,4.7,,,,,-2.1,-2.8,,-3.0,,False,,,,False,False,,,,,True,True,,False
31051,27,0.0,,0.0,,,,15.0,7.1,,20.5,,,2.8,1.0,,0.0,-27.0,,-27.0,,,,-12.0,-19.9,,-6.5,,,-24.2,-26.0,,-27.0,,False,,,,True,True,,True,,,True,True,,False
31053,239,190.0,,384.0,,,,126.0,91.6,,37.6,20.8,,136.1,85.4,,205.0,-49.0,,145.0,,,,-113.0,-147.4,,-201.4,-218.2,,-102.9,-153.6,,-34.0,,False,,,,False,False,,False,False,,False,False,,True
31055,3072,4225.0,2053.0,6713.0,,,,2749.0,2610.5,,1435.9,639.8,,2260.9,4657.9,,2686.0,1153.0,-1019.0,3641.0,,,,-323.0,-461.5,,-1636.1,-2432.2,,-811.1,1585.9,,-386.0,True,False,,,,True,True,,False,False,,True,False,,True
31057,11,0.0,,0.0,,,,0.0,10.2,,,,,11.5,0.2,,0.0,-11.0,,-11.0,,,,-11.0,-0.8,,,,,0.5,-10.8,,-11.0,,False,,,,False,True,,,,,True,True,,False
31059,22,25.0,,0.0,,,,4.0,22.8,,8.3,,,8.2,13.2,,57.0,3.0,,-22.0,,,,-18.0,0.8,,-13.7,,,-13.8,-8.8,,35.0,,False,,,,False,True,,False,,,False,False,,False
31061,7,15.0,,0.0,,,,1.0,6.0,,0.8,,,4.1,,,27.0,8.0,,-7.0,,,,-6.0,-1.0,,-6.2,,,-2.9,,,20.0,,True,,,,True,True,,True,,,True,,,False
31063,4,5.0,,0.0,,,,0.0,4.2,,0.1,,,0.5,4.2,,31.0,1.0,,-4.0,,,,-4.0,0.2,,-3.9,,,-3.5,0.2,,27.0,,False,,,,False,True,,False,,,False,True,,False
31065,18,10.0,,0.0,,,,5.0,5.5,,1.5,,,2.4,,,5.0,-8.0,,-18.0,,,,-13.0,-12.5,,-16.5,,,-15.6,,,-13.0,,False,,,,False,False,,False,,,False,,,False
