,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37159,269,282.0,283.2,,268.0,240.0,,,,,,,301.0,,360.8,290.3,,155.7,263.4,182.3,315.0,460.0,,196.9,272.9,521.0,,,311.0,450.4,268.3,13.0,14.2,,-1.0,-29.0,,,,,,,32.0,,91.8,21.3,,-113.3,-5.6,-86.7,46.0,191.0,,-72.1,3.9,252.0,,,42.0,181.4,-0.7,False,,True,False,,,,,,,False,,False,False,,False,True,False,False,False,,False,True,False,,,False,False,True
37161,107,170.0,179.9,,140.0,160.0,,,,,,,147.0,,161.3,179.6,,99.9,105.7,83.5,163.0,234.0,,48.0,156.2,,,,138.0,245.1,,63.0,72.9,,33.0,53.0,,,,,,,40.0,,54.3,72.6,,-7.1,-1.3,-23.5,56.0,127.0,,-59.0,49.2,,,,31.0,138.1,,False,,True,True,,,,,,,True,,True,False,,True,True,True,True,False,,True,True,,,,True,False,
37163,188,112.0,110.9,,113.0,120.0,,,,,,,254.0,,212.6,34.6,,79.9,138.0,25.3,190.0,206.0,,182.8,101.7,,,,134.0,155.1,145.6,-76.0,-77.1,,-75.0,-68.0,,,,,,,66.0,,24.6,-153.4,,-108.1,-50.0,-162.7,2.0,18.0,,-5.2,-86.3,,,,-54.0,-32.9,-42.4,False,,True,True,,,,,,,True,,True,False,,False,True,False,True,True,,True,False,,,,True,True,True
37165,222,182.0,175.5,,138.0,145.0,,,,,,,98.0,,396.1,112.1,,114.8,138.0,20.4,216.0,174.0,,128.5,152.6,,,,178.0,352.9,196.6,-40.0,-46.5,,-84.0,-77.0,,,,,,,-124.0,,174.1,-109.9,,-107.2,-84.0,-201.6,-6.0,-48.0,,-93.5,-69.4,,,,-44.0,130.9,-25.4,False,,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,,,,False,False,True
37167,197,290.0,284.2,,223.0,287.0,,,,,,,150.0,,520.7,187.7,,125.0,165.7,171.1,283.0,209.0,,94.2,273.5,,,,222.0,430.4,274.2,93.0,87.2,,26.0,90.0,,,,,,,-47.0,,323.7,-9.3,,-72.0,-31.3,-25.9,86.0,12.0,,-102.8,76.5,,,,25.0,233.4,77.2,True,,True,True,,,,,,,True,,False,True,,True,True,True,True,True,,False,True,,,,True,False,True
37169,49,54.0,52.4,,46.0,46.0,,,,,,,55.0,,95.2,56.5,,24.1,46.0,27.0,52.0,48.0,,19.8,42.4,,,,64.0,74.5,86.1,5.0,3.4,,-3.0,-3.0,,,,,,,6.0,,46.2,7.5,,-24.9,-3.0,-22.0,3.0,-1.0,,-29.2,-6.6,,,,15.0,25.5,37.1,True,,True,True,,,,,,,False,,False,False,,False,True,False,True,True,,False,False,,,,False,False,False
37171,78,112.0,106.2,,104.0,108.0,,,,,,,133.0,,149.4,122.8,,48.8,102.4,82.1,109.0,76.0,,101.6,93.6,,,,117.0,194.9,200.5,34.0,28.2,,26.0,30.0,,,,,,,55.0,,71.4,44.8,,-29.2,24.4,4.1,31.0,-2.0,,23.6,15.6,,,,39.0,116.9,122.5,True,,True,True,,,,,,,False,,False,False,,True,True,True,True,True,,True,True,,,,False,False,False
37173,8,10.0,7.8,,9.0,0.0,,,,,,,26.0,,12.5,13.5,,1.4,5.7,14.0,14.0,5.0,,9.1,9.8,,,,16.0,13.4,53.1,2.0,-0.2,,1.0,-8.0,,,,,,,18.0,,4.5,5.5,,-6.6,-2.3,6.0,6.0,-3.0,,1.1,1.8,,,,8.0,5.4,45.1,True,,True,False,,,,,,,False,,False,False,,False,False,False,False,False,,True,True,,,,False,False,False
37175,32,48.0,48.1,,48.0,74.0,,,,,,,46.0,,73.0,63.0,,15.6,50.9,30.9,49.0,112.0,,55.8,62.6,,,,57.0,71.2,88.7,16.0,16.1,,16.0,42.0,,,,,,,14.0,,41.0,31.0,,-16.4,18.9,-1.1,17.0,80.0,,23.8,30.6,,,,25.0,39.2,56.7,False,,False,False,,,,,,,True,,False,False,,False,False,True,False,False,,False,False,,,,False,False,False
37177,4,2.0,1.6,,0.0,0.0,,,,,,,34.0,,0.3,7.4,,0.1,0.8,0.0,,2.0,,0.0,4.1,,,,4.0,6.0,13.2,-2.0,-2.4,,-4.0,-4.0,,,,,,,30.0,,-3.7,3.4,,-3.9,-3.2,-4.0,,-2.0,,-4.0,0.1,,,,0.0,2.0,9.2,False,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,True,,,,True,True,False
37179,422,456.0,444.6,,406.0,408.0,,,,,,,547.0,,493.7,388.8,,235.8,402.2,350.7,429.0,289.0,,326.0,370.7,335.0,,,431.0,875.3,925.4,34.0,22.6,,-16.0,-14.0,,,,,,,125.0,,71.7,-33.2,,-186.2,-19.8,-71.3,7.0,-133.0,,-96.0,-51.3,-87.0,,,9.0,453.3,503.4,True,,True,True,,,,,,,False,,False,True,,False,True,False,True,False,,False,False,False,,,True,False,False
37181,68,90.0,90.8,,83.0,93.0,,,,,,,74.0,,131.6,50.2,,32.9,82.3,35.3,98.0,86.0,,82.4,83.3,,,,88.0,147.8,3.0,22.0,22.8,,15.0,25.0,,,,,,,6.0,,63.6,-17.8,,-35.1,14.3,-32.7,30.0,18.0,,14.4,15.3,,,,20.0,79.8,-65.0,False,,True,False,,,,,,,True,,False,True,,False,True,False,False,True,,True,True,,,,True,False,False
37183,1190,1820.0,1725.4,1355.7,1494.0,1247.0,,,,,,,2113.0,,1603.5,1660.1,,1242.8,1559.9,1327.5,1979.0,653.0,,0.8,1457.0,1494.0,,,1989.0,3096.2,1375.5,630.0,535.4,165.7,304.0,57.0,,,,,,,923.0,,413.5,470.1,,52.8,369.9,137.5,789.0,-537.0,,-1189.2,267.0,304.0,,,799.0,1906.2,185.5,True,True,True,True,,,,,,,False,,True,True,,True,True,True,False,True,,False,True,True,,,False,False,True
37185,20,18.0,19.4,,18.0,7.0,,,,,,,24.0,,66.0,21.4,,1.5,12.5,19.1,28.0,22.0,,9.2,19.6,,,,13.0,33.2,9.1,-2.0,-0.6,,-2.0,-13.0,,,,,,,4.0,,46.0,1.4,,-18.5,-7.5,-0.9,8.0,2.0,,-10.8,-0.4,,,,-7.0,13.2,-10.9,True,,False,False,,,,,,,False,,False,True,,False,False,True,False,False,,False,True,,,,False,False,False
37187,12,26.0,23.5,,23.0,29.0,,,,,,,40.0,,31.4,29.9,,6.0,24.9,19.9,21.0,24.0,,0.7,22.1,,,,19.0,34.6,17.8,14.0,11.5,,11.0,17.0,,,,,,,28.0,,19.4,17.9,,-6.0,12.9,7.9,9.0,12.0,,-11.3,10.1,,,,7.0,22.6,5.8,True,,True,False,,,,,,,False,,False,False,,True,True,True,True,True,,True,True,,,,True,False,True
37189,165,120.0,120.5,,95.0,156.0,,,,,,,245.0,,104.4,118.1,,59.5,92.2,34.3,172.0,142.0,,51.7,107.8,,,,152.0,161.2,207.0,-45.0,-44.5,,-70.0,-9.0,,,,,,,80.0,,-60.6,-46.9,,-105.5,-72.8,-130.7,7.0,-23.0,,-113.3,-57.2,,,,-13.0,-3.8,42.0,True,,False,True,,,,,,,False,,False,False,,False,False,False,True,True,,False,False,,,,True,True,True
37191,252,206.0,209.4,,187.0,133.0,,,,,,,395.0,,270.9,132.9,,148.2,211.2,61.6,226.0,187.0,,141.1,187.1,,,,209.0,331.0,217.6,-46.0,-42.6,,-65.0,-119.0,,,,,,,143.0,,18.9,-119.1,,-103.8,-40.8,-190.4,-26.0,-65.0,,-110.9,-64.9,,,,-43.0,79.0,-34.4,True,,False,False,,,,,,,False,,True,False,,False,True,False,True,False,,False,False,,,,True,False,True
37193,77,112.0,89.1,,90.0,88.0,,,,,,,146.0,,100.0,138.3,,48.6,85.2,56.7,91.0,34.0,,38.5,109.0,,,,88.0,218.5,207.5,35.0,12.1,,13.0,11.0,,,,,,,69.0,,23.0,61.3,,-28.4,8.2,-20.3,14.0,-43.0,,-38.5,32.0,,,,11.0,141.5,130.5,True,,True,True,,,,,,,False,,True,False,,True,True,True,True,False,,False,True,,,,True,False,False
37195,233,208.0,204.8,,205.0,247.0,,,,,,,236.0,,281.3,112.8,,143.5,227.1,54.9,252.0,344.0,,33.6,195.9,,,,193.0,364.0,278.8,-25.0,-28.2,,-28.0,14.0,,,,,,,3.0,,48.3,-120.2,,-89.5,-5.9,-178.1,19.0,111.0,,-199.4,-37.1,,,,-40.0,131.0,45.8,False,,False,True,,,,,,,True,,False,False,,False,True,False,True,False,,False,False,,,,False,False,False
37197,48,58.0,60.6,,48.0,67.0,,,,,,,64.0,,67.9,45.9,,11.4,42.0,31.2,71.0,10.0,,33.2,47.1,,,,72.0,99.7,162.0,10.0,12.6,,0.0,19.0,,,,,,,16.0,,19.9,-2.1,,-36.6,-6.0,-16.8,23.0,-38.0,,-14.8,-0.9,,,,24.0,51.7,114.0,False,,True,False,,,,,,,False,,False,True,,False,True,False,False,False,,False,True,,,,False,False,False
37199,15,32.0,35.2,,18.0,23.0,,,,,,,23.0,,35.2,15.1,,7.4,17.7,7.5,22.0,7.0,,8.5,22.3,,,,40.0,30.9,39.0,17.0,20.2,,3.0,8.0,,,,,,,8.0,,20.2,0.1,,-7.6,2.7,-7.5,7.0,-8.0,,-6.5,7.3,,,,25.0,15.9,24.0,False,,True,True,,,,,,,True,,False,True,,True,True,True,True,True,,True,True,,,,False,True,False
38001,12,6.0,7.0,,6.0,0.0,,,,,,,0.0,,12.5,5.8,,,5.2,,,25.0,,5.2,5.5,,,,5.0,,28.8,-6.0,-5.0,,-6.0,-12.0,,,,,,,-12.0,,0.5,-6.2,,,-6.8,,,13.0,,-6.8,-6.5,,,,-7.0,,16.8,True,,False,False,,,,,,,False,,True,False,,,False,,,False,,False,False,,,,False,,False
38003,73,74.0,75.4,,54.0,70.0,,,,,,,46.0,,63.8,21.7,,50.0,54.1,0.0,107.0,28.0,,36.5,66.1,,,,124.0,,122.3,1.0,2.4,,-19.0,-3.0,,,,,,,-27.0,,-9.2,-51.3,,-23.0,-18.9,-73.0,34.0,-45.0,,-36.5,-6.9,,,,51.0,,49.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,,False
38005,69,50.0,47.8,,27.0,25.0,,,,,,,23.0,,9.6,34.5,,14.5,25.9,0.0,67.0,30.0,,30.1,40.4,,,,26.0,,35.8,-19.0,-21.2,,-42.0,-44.0,,,,,,,-46.0,,-59.4,-34.5,,-54.5,-43.1,-69.0,-2.0,-39.0,,-38.9,-28.6,,,,-43.0,,-33.2,False,,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,,,,False,,False
38007,9,2.0,2.1,,2.0,0.0,,,,,,,2.0,,0.8,1.9,,,2.9,,0.0,7.0,,0.8,2.1,,,,1.0,,12.8,-7.0,-6.9,,-7.0,-9.0,,,,,,,-7.0,,-8.2,-7.1,,,-6.1,,-9.0,-2.0,,-8.2,-6.9,,,,-8.0,,3.8,True,,False,False,,,,,,,False,,False,False,,,True,,False,True,,False,True,,,,False,,True
38009,12,6.0,5.7,,5.0,0.0,,,,,,,12.0,,3.6,5.8,,5.7,6.8,,7.0,11.0,,3.0,,,,,8.0,,12.8,-6.0,-6.3,,-7.0,-12.0,,,,,,,0.0,,-8.4,-6.2,,-6.3,-5.2,,-5.0,-1.0,,-9.0,,,,,-4.0,,0.8,False,,False,False,,,,,,,True,,False,False,,False,True,,True,True,,False,,,,,True,,True
38011,10,10.0,10.9,,6.0,0.0,,,,,,,6.0,,24.5,3.1,,2.1,3.5,,14.0,12.0,,11.6,,,,,9.0,,15.8,0.0,0.9,,-4.0,-10.0,,,,,,,-4.0,,14.5,-6.9,,-7.9,-6.5,,4.0,2.0,,1.6,,,,,-1.0,,5.8,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,,False
38013,3,2.0,1.1,,0.0,0.0,,,,,,,0.0,,0.4,1.0,,1.4,0.3,,4.0,2.0,,0.2,,,,,1.0,,15.9,-1.0,-1.9,,-3.0,-3.0,,,,,,,-3.0,,-2.6,-2.0,,-1.6,-2.7,,1.0,-1.0,,-2.8,,,,,-2.0,,12.9,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,,False
38015,790,538.0,532.8,,524.0,462.0,,,,,,,425.0,,396.5,308.6,,691.1,576.5,456.0,544.0,556.0,,560.8,337.1,,,,431.0,,691.9,-252.0,-257.2,,-266.0,-328.0,,,,,,,-365.0,,-393.5,-481.4,,-98.9,-213.5,-334.0,-246.0,-234.0,,-229.2,-452.9,,,,-359.0,,-98.1,False,,False,False,,,,,,,False,,False,False,,True,True,False,True,True,,True,False,,,,False,,True
38017,790,686.0,652.5,,686.0,1198.0,,,,,,,993.0,,839.4,157.8,,658.2,669.3,165.1,1035.0,361.0,,768.2,556.8,1323.0,,,916.0,,540.8,-104.0,-137.5,,-104.0,408.0,,,,,,,203.0,,49.4,-632.2,,-131.8,-120.7,-624.9,245.0,-429.0,,-21.8,-233.2,533.0,,,126.0,,-249.2,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,True,False,False,,,False,,False
38019,12,2.0,2.2,,2.0,0.0,,,,,,,2.0,,0.1,2.0,,,3.4,,,15.0,,8.8,,,,,4.0,,10.9,-10.0,-9.8,,-10.0,-12.0,,,,,,,-10.0,,-11.9,-10.0,,,-8.6,,,3.0,,-3.2,,,,,-8.0,,-1.1,True,,False,False,,,,,,,False,,False,True,,,True,,,True,,True,,,,,True,,True
38021,16,6.0,6.1,,6.0,0.0,,,,,,,46.0,,0.4,5.2,,5.1,8.8,,14.0,18.0,,9.4,,,,,10.0,,26.4,-10.0,-9.9,,-10.0,-16.0,,,,,,,30.0,,-15.6,-10.8,,-10.9,-7.2,,-2.0,2.0,,-6.6,,,,,-6.0,,10.4,True,,False,False,,,,,,,False,,False,False,,False,True,,True,True,,True,,,,,True,,False
38023,1,0.0,0.3,,0.0,0.0,,,,,,,2.0,,0.2,1.0,,1.2,1.2,,0.0,5.0,,0.6,0.1,,,,0.0,,13.5,-1.0,-0.7,,-1.0,-1.0,,,,,,,1.0,,-0.8,-0.0,,0.2,0.2,,-1.0,4.0,,-0.4,-0.9,,,,-1.0,,12.5,True,,False,False,,,,,,,False,,True,True,,True,True,,False,False,,True,True,,,,False,,False
38025,26,6.0,4.1,,5.0,0.0,,,,,,,16.0,,8.8,2.9,,4.7,4.2,,14.0,2.0,,2.5,5.0,,,,8.0,,37.4,-20.0,-21.9,,-21.0,-26.0,,,,,,,-10.0,,-17.2,-23.1,,-21.3,-21.8,,-12.0,-24.0,,-23.5,-21.0,,,,-18.0,,11.4,False,,False,False,,,,,,,True,,True,False,,False,False,,True,False,,False,False,,,,True,,True
38027,11,36.0,37.5,,7.0,4.0,,,,,,,2.0,,69.5,2.1,,4.0,17.8,,,3.0,,6.5,,,,,34.0,,78.2,25.0,26.5,,-4.0,-7.0,,,,,,,-9.0,,58.5,-8.9,,-7.0,6.8,,,-8.0,,-4.5,,,,,23.0,,67.2,False,,True,True,,,,,,,True,,False,True,,True,True,,,True,,True,,,,,True,,False
38029,76,12.0,14.0,,2.0,0.0,,,,,,,6.0,,0.8,2.8,,2.2,1.5,,14.0,6.0,,0.3,,,,,15.0,,12.4,-64.0,-62.0,,-74.0,-76.0,,,,,,,-70.0,,-75.2,-73.2,,-73.8,-74.5,,-62.0,-70.0,,-75.7,,,,,-61.0,,-63.6,True,,False,False,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,True,,True
38031,14,20.0,19.0,,15.0,0.0,,,,,,,8.0,,29.4,5.1,,6.0,14.5,,,17.0,,67.0,,,,,36.0,,48.9,6.0,5.0,,1.0,-14.0,,,,,,,-6.0,,15.4,-8.9,,-8.0,0.5,,,3.0,,53.0,,,,,22.0,,34.9,True,,True,False,,,,,,,False,,False,False,,False,True,,,True,,False,,,,,False,,False
38033,3,6.0,12.1,,6.0,0.0,,,,,,,2.0,,23.5,8.3,,,4.6,,14.0,1.0,,4.5,,,,,11.0,,24.3,3.0,9.1,,3.0,-3.0,,,,,,,-1.0,,20.5,5.3,,,1.6,,11.0,-2.0,,1.5,,,,,8.0,,21.3,False,,False,False,,,,,,,True,,False,False,,,True,,False,True,,True,,,,,False,,False
38035,317,570.0,597.3,,523.0,484.0,,,,,,,416.0,,1004.0,309.4,,582.0,498.4,125.3,1100.0,308.0,,726.7,523.2,,,,621.0,,1007.0,253.0,280.3,,206.0,167.0,,,,,,,99.0,,687.0,-7.6,,265.0,181.4,-191.7,783.0,-9.0,,409.7,206.2,,,,304.0,,690.0,False,,True,True,,,,,,,True,,False,True,,False,True,True,False,True,,False,True,,,,False,,False
38037,2,0.0,1.0,,0.0,0.0,,,,,,,0.0,,1.1,0.5,,0.3,0.1,,0.0,0.0,,0.2,0.1,,,,0.0,,16.0,-2.0,-1.0,,-2.0,-2.0,,,,,,,-2.0,,-0.9,-1.5,,-1.7,-1.9,,-2.0,-2.0,,-1.8,-1.9,,,,-2.0,,14.0,True,,False,False,,,,,,,False,,True,True,,True,True,,False,False,,True,True,,,,False,,False
38039,11,2.0,1.7,,0.0,0.0,,,,,,,4.0,,0.5,2.0,,3.6,0.2,,,0.0,,0.0,,,,,1.0,,8.4,-9.0,-9.3,,-11.0,-11.0,,,,,,,-7.0,,-10.5,-9.0,,-7.4,-10.8,,,-11.0,,-11.0,,,,,-10.0,,-2.6,False,,False,False,,,,,,,True,,False,True,,True,False,,,False,,False,,,,,False,,True
38041,24,18.0,16.8,,14.0,,,,,,,,2.0,,34.7,6.2,,,13.2,,14.0,2.0,,13.4,,,,,26.0,,64.7,-6.0,-7.2,,-10.0,,,,,,,,-22.0,,10.7,-17.8,,,-10.8,,-10.0,-22.0,,-10.6,,,,,2.0,,40.7,False,,False,,,,,,,,False,,False,False,,,False,,False,False,,False,,,,,True,,False
38043,4,10.0,10.5,,7.0,0.0,,,,,,,4.0,,16.3,6.4,,,2.4,,14.0,0.0,,8.0,,,,,12.0,,57.1,6.0,6.5,,3.0,-4.0,,,,,,,0.0,,12.3,2.4,,,-1.6,,10.0,-4.0,,4.0,,,,,8.0,,53.1,False,,True,True,,,,,,,True,,False,True,,,True,,False,True,,True,,,,,False,,False
38045,20,8.0,7.7,,7.0,0.0,,,,,,,12.0,,19.3,0.4,,,8.3,,14.0,17.0,,3.6,6.2,,,,13.0,,25.7,-12.0,-12.3,,-13.0,-20.0,,,,,,,-8.0,,-0.7,-19.6,,,-11.7,,-6.0,-3.0,,-16.4,-13.8,,,,-7.0,,5.7,False,,False,False,,,,,,,True,,True,False,,,True,,True,True,,False,False,,,,True,,True
38047,14,6.0,6.3,,4.0,0.0,,,,,,,3.0,,4.7,3.2,,,1.4,,0.0,0.0,,2.6,4.8,,,,8.0,,17.9,-8.0,-7.7,,-10.0,-14.0,,,,,,,-11.0,,-9.3,-10.8,,,-12.6,,-14.0,-14.0,,-11.4,-9.2,,,,-6.0,,3.9,True,,False,False,,,,,,,False,,False,False,,,False,,False,False,,False,False,,,,True,,True
38049,12,18.0,18.0,,11.0,,,,,,,,14.0,,0.3,9.9,,7.3,15.0,,14.0,16.0,,8.6,,,,,24.0,,49.9,6.0,6.0,,-1.0,,,,,,,,2.0,,-11.7,-2.1,,-4.7,3.0,,2.0,4.0,,-3.4,,,,,12.0,,37.9,False,,True,,,,,,,,True,,False,True,,True,True,,True,True,,True,,,,,False,,False
38051,11,0.0,0.8,,1.0,0.0,,,,,,,2.0,,0.0,3.8,,5.3,1.5,,7.0,8.0,,1.0,,,,,0.0,,5.4,-11.0,-10.2,,-10.0,-11.0,,,,,,,-9.0,,-11.0,-7.2,,-5.7,-9.5,,-4.0,-3.0,,-10.0,,,,,-11.0,,-5.6,True,,True,False,,,,,,,True,,True,True,,True,True,,True,True,,True,,,,,False,,True
38053,29,36.0,37.0,,32.0,,,,,,,,65.0,,75.3,10.9,,15.6,34.0,2.4,40.0,35.0,,17.4,28.8,,,,49.0,,43.6,7.0,8.0,,3.0,,,,,,,,36.0,,46.3,-18.1,,-13.4,5.0,-26.6,11.0,6.0,,-11.6,-0.2,,,,20.0,,14.6,False,,True,,,,,,,,False,,False,False,,False,True,False,False,True,,False,True,,,,False,,False
38055,64,30.0,30.4,,31.0,36.0,,,,,,,36.0,,31.2,21.6,,19.5,38.9,0.1,,37.0,,17.3,39.5,,,,38.0,,103.5,-34.0,-33.6,,-33.0,-28.0,,,,,,,-28.0,,-32.8,-42.4,,-44.5,-25.1,-63.9,,-27.0,,-46.7,-24.5,,,,-26.0,,39.5,True,,True,True,,,,,,,True,,True,False,,False,True,False,,True,,False,True,,,,True,,False
38057,62,16.0,17.6,,11.0,0.0,,,,,,,46.0,,24.0,9.8,,6.6,11.4,,18.0,22.0,,3.8,,,,,16.0,,59.8,-46.0,-44.4,,-51.0,-62.0,,,,,,,-16.0,,-38.0,-52.2,,-55.4,-50.6,,-44.0,-40.0,,-58.2,,,,,-46.0,,-2.2,True,,False,False,,,,,,,True,,True,False,,False,False,,True,True,,False,,,,,False,,True
38059,306,242.0,242.7,,232.0,277.0,,,,,,,80.0,,348.3,88.8,,227.7,181.3,184.7,337.0,143.0,,151.6,206.8,,,,217.0,,494.7,-64.0,-63.3,,-74.0,-29.0,,,,,,,-226.0,,42.3,-217.2,,-78.3,-124.7,-121.3,31.0,-163.0,,-154.4,-99.2,,,,-89.0,,188.7,True,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,False,,,,False,,False
38061,25,18.0,20.6,,12.0,0.0,,,,,,,38.0,,43.7,13.3,,4.3,12.8,0.0,40.0,3.0,,6.7,17.1,,,,20.0,,56.2,-7.0,-4.4,,-13.0,-25.0,,,,,,,13.0,,18.7,-11.7,,-20.7,-12.2,-25.0,15.0,-22.0,,-18.3,-7.9,,,,-5.0,,31.2,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,True,,False
38063,4,12.0,11.4,,4.0,,,,,,,,2.0,,4.6,3.9,,2.7,2.5,,,0.0,,4.7,,,,,14.0,,26.2,8.0,7.4,,0.0,,,,,,,,-2.0,,0.6,-0.1,,-1.3,-1.5,,,-4.0,,0.7,,,,,10.0,,22.2,True,,True,,,,,,,,True,,True,True,,True,True,,,True,,True,,,,,False,,False
38065,7,0.0,0.1,,0.0,0.0,,,,,,,21.0,,0.8,0.6,,0.4,0.1,,0.0,5.0,,0.5,0.4,,,,1.0,,19.7,-7.0,-6.9,,-7.0,-7.0,,,,,,,14.0,,-6.2,-6.4,,-6.6,-6.9,,-7.0,-2.0,,-6.5,-6.6,,,,-6.0,,12.7,True,,False,False,,,,,,,False,,True,True,,True,True,,False,True,,True,True,,,,True,,False
38067,12,10.0,9.2,,7.0,0.0,,,,,,,6.0,,18.3,7.6,,4.5,7.1,,14.0,11.0,,6.3,5.5,,,,23.0,,35.8,-2.0,-2.8,,-5.0,-12.0,,,,,,,-6.0,,6.3,-4.4,,-7.5,-4.9,,2.0,-1.0,,-5.7,-6.5,,,,11.0,,23.8,False,,False,False,,,,,,,False,,False,False,,False,False,,False,True,,False,False,,,,False,,False
38069,6,6.0,4.7,,5.0,0.0,,,,,,,12.0,,8.0,5.9,,4.5,4.9,,14.0,16.0,,2.3,,,,,5.0,,27.4,0.0,-1.3,,-1.0,-6.0,,,,,,,6.0,,2.0,-0.1,,-1.5,-1.1,,8.0,10.0,,-3.7,,,,,-1.0,,21.4,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,,False
38071,42,64.0,63.0,,42.0,52.0,,,,,,,32.0,,70.7,23.2,,40.9,41.7,0.6,99.0,19.0,,27.5,56.8,,,,64.0,,63.4,22.0,21.0,,0.0,10.0,,,,,,,-10.0,,28.7,-18.8,,-1.1,-0.3,-41.4,57.0,-23.0,,-14.5,14.8,,,,22.0,,21.4,True,,True,True,,,,,,,True,,False,True,,True,True,False,False,False,,True,True,,,,False,,True
38073,26,12.0,11.6,,7.0,0.0,,,,,,,18.0,,3.8,7.7,,4.2,7.4,,14.0,2.0,,6.2,9.4,,,,13.0,,35.5,-14.0,-14.4,,-19.0,-26.0,,,,,,,-8.0,,-22.2,-18.3,,-21.8,-18.6,,-12.0,-24.0,,-19.8,-16.6,,,,-13.0,,9.5,False,,False,False,,,,,,,True,,False,False,,False,False,,True,False,,False,False,,,,True,,True
38075,23,0.0,0.4,,0.0,0.0,,,,,,,0.0,,0.2,0.1,,0.4,0.1,,0.0,0.0,,0.4,,,,,0.0,,14.8,-23.0,-22.6,,-23.0,-23.0,,,,,,,-23.0,,-22.8,-22.9,,-22.6,-22.9,,-23.0,-23.0,,-22.6,,,,,-23.0,,-8.2,True,,False,False,,,,,,,False,,True,True,,True,True,,False,False,,True,,,,,False,,True
38077,56,34.0,31.6,,23.0,14.0,,,,,,,55.0,,37.0,28.1,,13.8,22.4,3.2,40.0,6.0,,7.4,36.2,,,,43.0,,57.7,-22.0,-24.4,,-33.0,-42.0,,,,,,,-1.0,,-19.0,-27.9,,-42.2,-33.6,-52.8,-16.0,-50.0,,-48.6,-19.8,,,,-13.0,,1.7,False,,False,False,,,,,,,True,,True,False,,False,False,False,True,False,,False,True,,,,True,,True
