,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
32003,28091,51856.0,77504.1,,,,52570.0,22274.9,35109.4,,18639.0,23765.0,49413.1,,,,24479.0,-5816.1,7018.4,,-9452.0,False,,,,False,True,True,,True
32005,160,232.0,,,,,110.0,300.3,279.7,,434.0,72.0,,,,,-50.0,140.3,119.7,,274.0,,,,,True,False,False,,False
32007,523,712.0,876.1,,,,558.0,532.1,611.9,,499.0,189.0,353.1,,,,35.0,9.1,88.9,,-24.0,False,,,,True,True,True,,True
32009,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
32011,8,8.0,,,,,0.0,,4.2,,7.0,0.0,,,,,-8.0,,-3.8,,-1.0,,,,,False,,False,,False
32013,27,24.0,,,,,19.0,,15.3,,15.0,-3.0,,,,,-8.0,,-11.7,,-12.0,,,,,False,,False,,False
32015,25,8.0,,,,,4.0,,2.3,,14.0,-17.0,,,,,-21.0,,-22.7,,-11.0,,,,,False,,False,,True
32017,5,0.0,,,,,0.0,,0.0,,1.0,-5.0,,,,,-5.0,,-5.0,,-4.0,,,,,False,,False,,True
32019,239,104.0,170.9,,,,91.0,169.0,118.3,,127.0,-135.0,-68.1,,,,-148.0,-70.0,-120.7,,-112.0,True,,,,False,True,True,,True
32021,2,8.0,,,,,0.0,,0.6,,9.0,6.0,,,,,-2.0,,-1.4,,7.0,,,,,True,,True,,False
32023,207,584.0,,,,,174.0,290.9,348.9,,449.0,377.0,,,,,-33.0,83.9,141.9,,242.0,,,,,True,True,True,,True
32027,11,0.0,,,,,0.0,,,,1.0,-11.0,,,,,-11.0,,,,-10.0,,,,,False,,,,True
32029,6,8.0,,,,,0.0,,9.4,,4.0,2.0,,,,,-6.0,,3.4,,-2.0,,,,,False,,False,,False
32031,3928,4912.0,5145.0,,,,3939.0,2900.9,5041.7,,2959.0,984.0,1217.0,,,,11.0,-1027.1,1113.7,,-969.0,False,,,,True,False,False,,True
32033,44,8.0,,,,,63.0,,1.5,,7.0,-36.0,,,,,19.0,,-42.5,,-37.0,,,,,True,,False,,False
32510,254,168.0,384.1,,,,391.0,345.4,533.2,,182.0,-86.0,130.1,,,,137.0,91.4,279.2,,-72.0,False,,,,False,False,False,,True
33001,42,48.0,94.5,,,,32.0,95.7,33.4,,35.0,6.0,52.5,,,,-10.0,53.7,-8.6,,-7.0,False,,,,False,False,False,,False
33003,40,64.0,,,,,11.0,,60.4,,78.0,24.0,,,,,-29.0,,20.4,,38.0,,,,,False,,True,,False
33005,62,0.0,48.9,,,,73.0,,0.3,,2.0,-62.0,-13.1,,,,11.0,,-61.7,,-60.0,True,,,,True,,True,,True
33007,6,24.0,,,,,0.0,,,,19.0,18.0,,,,,-6.0,,,,13.0,,,,,True,,,,True
33009,33,8.0,0.0,,,,24.0,,0.9,,5.0,-25.0,-33.0,,,,-9.0,,-32.1,,-28.0,False,,,,True,,False,,False
33011,634,1240.0,1745.1,,,,827.0,205.5,839.7,,2012.0,606.0,1111.1,,,,193.0,-428.5,205.7,,1378.0,False,,,,True,True,True,,False
33013,107,104.0,95.8,,,,142.0,103.4,54.3,,123.0,-3.0,-11.2,,,,35.0,-3.6,-52.7,,16.0,False,,,,False,False,False,,False
33015,391,240.0,273.2,,,,203.0,119.5,167.2,,129.0,-151.0,-117.8,,,,-188.0,-271.5,-223.8,,-262.0,True,,,,False,False,False,,False
33017,177,80.0,51.2,,,,80.0,38.2,45.1,,557.0,-97.0,-125.8,,,,-97.0,-138.8,-131.9,,380.0,False,,,,False,False,False,,False
33019,13,8.0,,,,,28.0,,2.3,,2.0,-5.0,,,,,15.0,,-10.7,,-11.0,,,,,False,,False,,False
34001,734,904.0,642.7,,,,798.0,448.8,586.6,,917.0,170.0,-91.3,,,,64.0,-285.2,-147.4,,183.0,True,,,,True,False,True,,False
34003,1999,1704.0,323.5,,,,834.0,4105.9,1519.9,,3536.0,-295.0,-1675.5,,,,-1165.0,2106.9,-479.1,,1537.0,False,,,,False,False,False,,False
34005,1334,1016.0,1210.6,,,,774.0,461.9,871.0,,2867.0,-318.0,-123.4,,,,-560.0,-872.1,-463.0,,1533.0,True,,,,False,False,False,,False
34007,1641,1664.0,664.5,,,,1757.0,478.6,2315.6,,3576.0,23.0,-976.5,,,,116.0,-1162.4,674.6,,1935.0,False,,,,False,False,False,,False
34009,220,224.0,182.7,,,,186.0,223.4,104.1,,433.0,4.0,-37.3,,,,-34.0,3.4,-115.9,,213.0,False,,,,False,True,False,,False
34011,610,344.0,1245.0,,,,846.0,57.7,332.2,,772.0,-266.0,635.0,,,,236.0,-552.3,-277.8,,162.0,False,,,,True,False,False,,True
34013,1543,1264.0,308.3,,,,1142.0,743.5,868.4,,3852.0,-279.0,-1234.7,,,,-401.0,-799.5,-674.6,,2309.0,False,,,,False,False,False,,False
34015,1336,1000.0,485.5,,,,861.0,491.2,976.4,,2175.0,-336.0,-850.5,,,,-475.0,-844.8,-359.6,,839.0,False,,,,False,False,False,,False
34017,1139,544.0,297.6,,,,1034.0,208.2,93.4,,260.0,-595.0,-841.4,,,,-105.0,-930.8,-1045.6,,-879.0,False,,,,True,False,False,,False
34019,169,112.0,140.4,,,,103.0,205.5,38.2,,538.0,-57.0,-28.6,,,,-66.0,36.5,-130.8,,369.0,True,,,,False,True,False,,False
34021,664,440.0,821.4,,,,838.0,335.5,512.3,,506.0,-224.0,157.4,,,,174.0,-328.5,-151.7,,-158.0,True,,,,True,False,True,,True
34023,1536,2720.0,1162.9,,,,1188.0,1066.8,1377.8,,5046.0,1184.0,-373.1,,,,-348.0,-469.2,-158.2,,3510.0,True,,,,True,True,True,,False
34025,1616,1384.0,632.8,,,,671.0,1705.2,1692.2,,1186.0,-232.0,-983.2,,,,-945.0,89.2,76.2,,-430.0,False,,,,False,True,True,,False
34027,668,800.0,142.0,,,,563.0,1302.9,337.2,,1688.0,132.0,-526.0,,,,-105.0,634.9,-330.8,,1020.0,False,,,,True,False,False,,False
34029,2011,1848.0,504.8,,,,827.0,940.4,966.0,,3441.0,-163.0,-1506.2,,,,-1184.0,-1070.6,-1045.0,,1430.0,False,,,,False,False,False,,False
34031,1525,856.0,720.9,,,,859.0,712.9,1760.4,,1009.0,-669.0,-804.1,,,,-666.0,-812.1,235.4,,-516.0,False,,,,True,False,True,,True
34033,189,200.0,25.5,,,,216.0,69.2,114.9,,202.0,11.0,-163.5,,,,27.0,-119.8,-74.1,,13.0,False,,,,False,False,False,,False
34035,565,400.0,904.7,,,,375.0,875.9,272.2,,275.0,-165.0,339.7,,,,-190.0,310.9,-292.8,,-290.0,False,,,,False,False,False,,False
34037,187,224.0,29.3,,,,41.0,137.6,65.4,,627.0,37.0,-157.7,,,,-146.0,-49.4,-121.6,,440.0,False,,,,False,False,False,,False
34039,1080,0.0,224.7,,,,905.0,837.8,0.0,,18.0,-1080.0,-855.3,,,,-175.0,-242.2,-1080.0,,-1062.0,True,,,,True,True,False,,True
34041,126,280.0,81.4,,,,101.0,106.2,187.9,,1026.0,154.0,-44.6,,,,-25.0,-19.8,61.9,,900.0,True,,,,True,True,True,,False
35001,1880,5112.0,4873.0,,,,4672.0,4395.2,2844.2,,2795.0,3232.0,2993.0,,,,2792.0,2515.2,964.2,,915.0,True,,,,True,True,True,,True
35003,8,0.0,,,,,0.0,,0.0,,0.0,-8.0,,,,,-8.0,,-8.0,,-8.0,,,,,False,,False,,False
35005,754,504.0,441.1,,,,504.0,443.5,518.6,,764.0,-250.0,-312.9,,,,-250.0,-310.5,-235.4,,10.0,False,,,,False,False,True,,True
35006,137,264.0,,,,,186.0,31.1,195.7,,384.0,127.0,,,,,49.0,-105.9,58.7,,247.0,,,,,True,True,True,,False
35007,16,8.0,,,,,8.0,,,,1.0,-8.0,,,,,-8.0,,,,-15.0,,,,,False,,,,False
35009,384,448.0,,,,,796.0,275.8,357.8,,445.0,64.0,,,,,412.0,-108.2,-26.2,,61.0,,,,,False,False,True,,True
35011,2,0.0,,,,,0.0,,0.0,,,-2.0,,,,,-2.0,,-2.0,,,,,,,False,,True,,
35013,1164,2240.0,3302.0,,,,2003.0,1405.3,1964.9,,1099.0,1076.0,2138.0,,,,839.0,241.3,800.9,,-65.0,False,,,,True,True,True,,True
35015,469,352.0,397.4,,,,611.0,267.2,246.7,,279.0,-117.0,-71.6,,,,142.0,-201.8,-222.3,,-190.0,True,,,,False,False,False,,False
35017,48,128.0,,,,,116.0,,108.4,,77.0,80.0,,,,,68.0,,60.4,,29.0,,,,,True,,True,,True
35019,8,32.0,,,,,24.0,,24.6,,18.0,24.0,,,,,16.0,,16.6,,10.0,,,,,True,,True,,True
35021,1,0.0,,,,,0.0,,0.0,,0.0,-1.0,,,,,-1.0,,-1.0,,-1.0,,,,,False,,True,,False
35023,14,56.0,,,,,65.0,,99.0,,22.0,42.0,,,,,51.0,,85.0,,8.0,,,,,False,,False,,True
35025,814,1304.0,920.2,,,,884.0,543.0,1937.7,,1078.0,490.0,106.2,,,,70.0,-271.0,1123.7,,264.0,True,,,,True,True,False,,True
35027,118,272.0,,,,,44.0,,174.1,,378.0,154.0,,,,,-74.0,,56.1,,260.0,,,,,True,,True,,False
35028,16,16.0,,,,,167.0,,,,6.0,0.0,,,,,151.0,,,,-10.0,,,,,False,,,,False
35029,221,328.0,,,,,106.0,128.5,468.9,,297.0,107.0,,,,,-115.0,-92.5,247.9,,76.0,,,,,False,True,False,,True
35031,425,1224.0,917.3,,,,603.0,48.3,1121.7,,0.0,799.0,492.3,,,,178.0,-376.7,696.7,,-425.0,True,,,,True,True,True,,True
35033,1,24.0,,,,,5.0,,11.5,,46.0,23.0,,,,,4.0,,10.5,,45.0,,,,,True,,True,,False
35035,108,336.0,1508.4,,,,254.0,161.8,405.3,,433.0,228.0,1400.4,,,,146.0,53.8,297.3,,325.0,False,,,,True,True,False,,False
35037,43,64.0,,,,,20.0,,,,40.0,21.0,,,,,-23.0,,,,-3.0,,,,,False,,,,True
35039,114,608.0,,,,,200.0,136.8,710.0,,255.0,494.0,,,,,86.0,22.8,596.0,,141.0,,,,,True,True,False,,True
35041,160,176.0,,,,,136.0,63.2,114.0,,274.0,16.0,,,,,-24.0,-96.8,-46.0,,114.0,,,,,False,False,False,,False
35043,324,712.0,372.1,,,,809.0,460.6,520.7,,646.0,388.0,48.1,,,,485.0,136.6,196.7,,322.0,True,,,,False,True,True,,True
35045,362,648.0,1478.6,,,,608.0,240.5,574.6,,160.0,286.0,1116.6,,,,246.0,-121.5,212.6,,-202.0,False,,,,True,True,True,,True
35047,56,48.0,,,,,390.0,,57.9,,78.0,-8.0,,,,,334.0,,1.9,,22.0,,,,,False,,True,,False
35049,457,600.0,687.9,,,,1090.0,679.1,2549.1,,487.0,143.0,230.9,,,,633.0,222.1,2092.1,,30.0,False,,,,False,False,False,,True
35051,17,48.0,,,,,16.0,,71.1,,62.0,31.0,,,,,-1.0,,54.1,,45.0,,,,,True,,False,,False
35053,21,32.0,,,,,88.0,,25.3,,487.0,11.0,,,,,67.0,,4.3,,466.0,,,,,False,,True,,False
35055,49,112.0,,,,,151.0,,164.1,,47.0,63.0,,,,,102.0,,115.1,,-2.0,,,,,False,,False,,True
35057,13,16.0,,,,,116.0,,3.9,,11.0,3.0,,,,,103.0,,-9.1,,-2.0,,,,,False,,False,,True
35059,12,56.0,,,,,2.0,,,,57.0,44.0,,,,,-10.0,,,,45.0,,,,,True,,,,False
35061,247,440.0,689.6,,,,538.0,459.3,157.8,,218.0,193.0,442.6,,,,291.0,212.3,-89.2,,-29.0,False,,,,False,False,True,,True
36001,568,984.0,565.8,,,,285.0,220.1,2399.8,,1524.0,416.0,-2.2,,,,-283.0,-347.9,1831.8,,956.0,True,,,,True,True,False,,False
36003,22,24.0,,,,,87.0,,10.6,,13.0,2.0,,,,,65.0,,-11.4,,-9.0,,,,,False,,False,,False
36005,3246,0.0,,,,,,,,,,-3246.0,,,,,,,,,,,,,,,,,,
36007,493,712.0,470.4,,,,169.0,437.5,847.3,,930.0,219.0,-22.6,,,,-324.0,-55.5,354.3,,437.0,True,,,,False,True,False,,False
36009,103,40.0,47.4,,,,149.0,101.2,31.9,,22.0,-63.0,-55.6,,,,46.0,-1.8,-71.1,,-81.0,True,,,,True,True,False,,False
36011,57,80.0,38.8,,,,37.0,68.4,70.1,,161.0,23.0,-18.2,,,,-20.0,11.4,13.1,,104.0,True,,,,True,True,True,,False
36013,320,176.0,511.0,,,,521.0,345.3,70.6,,86.0,-144.0,191.0,,,,201.0,25.3,-249.4,,-234.0,False,,,,False,True,False,,False
36015,162,56.0,2.6,,,,142.0,14.4,30.6,,158.0,-106.0,-159.4,,,,-20.0,-147.6,-131.4,,-4.0,False,,,,True,False,False,,True
36017,45,168.0,,,,,7.0,86.2,91.4,,194.0,123.0,,,,,-38.0,41.2,46.4,,149.0,,,,,True,True,True,,False
36019,35,64.0,32.0,,,,158.0,11.8,36.6,,160.0,29.0,-3.0,,,,123.0,-23.2,1.6,,125.0,True,,,,False,True,True,,False
36021,80,72.0,26.2,,,,3.0,37.2,99.0,,33.0,-8.0,-53.8,,,,-77.0,-42.8,19.0,,-47.0,False,,,,False,False,False,,False
36023,71,128.0,,,,,18.0,,193.9,,336.0,57.0,,,,,-53.0,,122.9,,265.0,,,,,True,,False,,False
36025,32,40.0,,,,,0.0,,16.7,,1000.0,8.0,,,,,-32.0,,-15.3,,968.0,,,,,False,,False,,False
36027,641,312.0,118.2,,,,309.0,169.9,42.6,,280.0,-329.0,-522.8,,,,-332.0,-471.1,-598.4,,-361.0,False,,,,False,False,False,,False
36029,2635,2128.0,1267.2,,,,2569.0,662.1,3718.1,,1667.0,-507.0,-1367.8,,,,-66.0,-1972.9,1083.1,,-968.0,False,,,,True,False,False,,False
36031,104,24.0,,,,,3.0,,17.3,,7.0,-80.0,,,,,-101.0,,-86.7,,-97.0,,,,,False,,False,,False
36033,22,16.0,0.2,,,,3.0,,9.7,,43.0,-6.0,-21.8,,,,-19.0,,-12.3,,21.0,False,,,,False,,False,,False
36035,62,32.0,90.8,,,,2.0,19.4,30.1,,8.0,-30.0,28.8,,,,-60.0,-42.6,-31.9,,-54.0,True,,,,False,False,False,,False
36037,53,40.0,36.9,,,,161.0,45.4,32.0,,47.0,-13.0,-16.1,,,,108.0,-7.6,-21.0,,-6.0,False,,,,False,True,False,,True
36039,40,64.0,,,,,0.0,11.4,45.2,,230.0,24.0,,,,,-40.0,-28.6,5.2,,190.0,,,,,False,False,True,,False
36041,8,8.0,,,,,0.0,,5.0,,199.0,0.0,,,,,-8.0,,-3.0,,191.0,,,,,False,,False,,False
36043,95,160.0,49.0,,,,0.0,252.8,74.9,,251.0,65.0,-46.0,,,,-95.0,157.8,-20.1,,156.0,True,,,,False,False,True,,False
36045,35,176.0,0.0,,,,0.0,147.3,101.2,,1449.0,141.0,-35.0,,,,-35.0,112.3,66.2,,1414.0,True,,,,True,True,True,,False
36047,5045,0.0,,,,,,,,,,-5045.0,,,,,,,,,,,,,,,,,,
36049,16,16.0,,,,,0.0,,12.2,,10.0,0.0,,,,,-16.0,,-3.8,,-6.0,,,,,False,,False,,False
36051,39,40.0,17.9,,,,105.0,81.0,6.6,,16.0,1.0,-21.1,,,,66.0,42.0,-32.4,,-23.0,False,,,,False,False,False,,False
36053,96,64.0,70.9,,,,8.0,44.6,73.1,,43.0,-32.0,-25.1,,,,-88.0,-51.4,-22.9,,-53.0,True,,,,False,False,True,,False
36055,1307,1488.0,2073.7,,,,922.0,877.3,866.0,,967.0,181.0,766.7,,,,-385.0,-429.7,-441.0,,-340.0,False,,,,False,False,False,,False
36057,76,32.0,,,,,0.0,87.8,1.4,,13.0,-44.0,,,,,-76.0,11.8,-74.6,,-63.0,,,,,False,True,False,,False
36059,3239,2568.0,1768.0,,,,1586.0,6398.3,3049.0,,2339.0,-671.0,-1471.0,,,,-1653.0,3159.3,-190.0,,-900.0,False,,,,False,False,True,,False
36061,2850,19288.0,,,,,6646.0,7094.8,13040.1,,17280.0,16438.0,,,,,3796.0,4244.8,10190.1,,14430.0,,,,,True,True,True,,True
36063,294,360.0,530.6,,,,443.0,139.9,210.5,,193.0,66.0,236.6,,,,149.0,-154.1,-83.5,,-101.0,False,,,,False,False,False,,False
36065,373,504.0,2215.1,,,,45.0,273.8,162.8,,284.0,131.0,1842.1,,,,-328.0,-99.2,-210.2,,-89.0,False,,,,False,True,False,,True
36067,823,928.0,1706.3,,,,426.0,622.8,667.1,,490.0,105.0,883.3,,,,-397.0,-200.2,-155.9,,-333.0,False,,,,False,False,False,,False
36069,118,112.0,131.0,,,,158.0,315.6,10.8,,82.0,-6.0,13.0,,,,40.0,197.6,-107.2,,-36.0,False,,,,False,False,False,,False
36071,796,584.0,223.8,,,,617.0,103.0,1095.9,,495.0,-212.0,-572.2,,,,-179.0,-693.0,299.9,,-301.0,False,,,,True,False,False,,False
36073,34,8.0,,,,,94.0,10.3,3.6,,3.0,-26.0,,,,,60.0,-23.7,-30.4,,-31.0,,,,,False,True,False,,False
36075,188,56.0,255.1,,,,9.0,120.6,11.3,,28.0,-132.0,67.1,,,,-179.0,-67.4,-176.7,,-160.0,True,,,,False,True,False,,False
36077,222,72.0,2.6,,,,0.0,19.0,44.2,,140.0,-150.0,-219.4,,,,-222.0,-203.0,-177.8,,-82.0,False,,,,False,False,False,,True
36079,170,104.0,50.2,,,,7.0,185.4,18.8,,44.0,-66.0,-119.8,,,,-163.0,15.4,-151.2,,-126.0,False,,,,False,True,False,,False
36081,4045,0.0,,,,,,,,,,-4045.0,,,,,,,,,,,,,,,,,,
36083,215,248.0,139.0,,,,76.0,265.8,176.7,,161.0,33.0,-76.0,,,,-139.0,50.8,-38.3,,-54.0,False,,,,False,False,False,,False
36085,1080,0.0,,,,,,,,,,-1080.0,,,,,,,,,,,,,,,,,,
36087,964,424.0,28.3,,,,463.0,500.3,718.6,,207.0,-540.0,-935.7,,,,-501.0,-463.7,-245.4,,-757.0,False,,,,True,True,True,,False
36089,58,120.0,12.4,,,,1.0,18.1,59.8,,349.0,62.0,-45.6,,,,-57.0,-39.9,1.8,,291.0,True,,,,True,True,True,,False
36091,311,352.0,55.7,,,,90.0,287.5,957.9,,539.0,41.0,-255.3,,,,-221.0,-23.5,646.9,,228.0,False,,,,False,True,False,,False
36093,402,520.0,64.1,,,,47.0,361.6,336.7,,1208.0,118.0,-337.9,,,,-355.0,-40.4,-65.3,,806.0,False,,,,False,True,True,,False
36095,16,40.0,,,,,0.0,,28.8,,341.0,24.0,,,,,-16.0,,12.8,,325.0,,,,,True,,True,,False
36097,17,32.0,,,,,16.0,,18.5,,89.0,15.0,,,,,-1.0,,1.5,,72.0,,,,,True,,True,,False
36099,22,40.0,,,,,32.0,,40.2,,56.0,18.0,,,,,10.0,,18.2,,34.0,,,,,True,,False,,False
36101,56,64.0,4.0,,,,142.0,38.9,90.4,,77.0,8.0,-52.0,,,,86.0,-17.1,34.4,,21.0,False,,,,False,False,False,,False
36103,3188,3056.0,403.9,,,,1740.0,3226.6,2683.9,,2433.0,-132.0,-2784.1,,,,-1448.0,38.6,-504.1,,-755.0,False,,,,False,True,False,,False
36105,94,24.0,100.2,,,,31.0,12.4,6.5,,15.0,-70.0,6.2,,,,-63.0,-81.6,-87.5,,-79.0,True,,,,True,False,False,,False
36107,44,72.0,,,,,52.0,100.2,35.3,,55.0,28.0,,,,,8.0,56.2,-8.7,,11.0,,,,,True,False,True,,True
36109,171,192.0,8.7,,,,81.0,76.3,522.6,,505.0,21.0,-162.3,,,,-90.0,-94.7,351.6,,334.0,False,,,,False,False,False,,False
36111,323,128.0,83.8,,,,103.0,50.3,6.5,,85.0,-195.0,-239.2,,,,-220.0,-272.7,-316.5,,-238.0,False,,,,False,False,False,,False
36113,63,56.0,43.4,,,,24.0,24.2,58.6,,35.0,-7.0,-19.6,,,,-39.0,-38.8,-4.4,,-28.0,False,,,,False,False,True,,False
36115,35,16.0,35.0,,,,40.0,4.7,14.4,,30.0,-19.0,0.0,,,,5.0,-30.3,-20.6,,-5.0,True,,,,True,False,False,,True
36117,69,120.0,161.9,,,,40.0,243.1,51.5,,53.0,51.0,92.9,,,,-29.0,174.1,-17.5,,-16.0,False,,,,True,False,True,,True
36119,2017,1880.0,252.0,,,,1569.0,1199.0,3099.3,,1436.0,-137.0,-1765.0,,,,-448.0,-818.0,1082.3,,-581.0,False,,,,False,False,False,,False
36121,22,48.0,,,,,91.0,21.9,100.3,,67.0,26.0,,,,,69.0,-0.1,78.3,,45.0,,,,,False,True,False,,False
36123,11,0.0,,,,,33.0,,0.0,,1.0,-11.0,,,,,22.0,,-11.0,,-10.0,,,,,False,,False,,True
37001,1797,2176.0,3023.3,,,,1772.0,1009.1,3364.9,,956.0,379.0,1226.3,,,,-25.0,-787.9,1567.9,,-841.0,False,,,,True,False,False,,False
37003,235,320.0,,,,,394.0,332.7,556.3,,233.0,85.0,,,,,159.0,97.7,321.3,,-2.0,,,,,False,False,False,,True
37005,159,80.0,,,,,32.0,,142.5,,62.0,-79.0,,,,,-127.0,,-16.5,,-97.0,,,,,False,,True,,False
37007,278,208.0,,,,,280.0,134.0,347.0,,122.0,-70.0,,,,,2.0,-144.0,69.0,,-156.0,,,,,True,False,True,,False
37009,159,104.0,,,,,102.0,,147.3,,94.0,-55.0,,,,,-57.0,,-11.7,,-65.0,,,,,False,,True,,False
37011,275,120.0,,,,,107.0,,103.2,,86.0,-155.0,,,,,-168.0,,-171.8,,-189.0,,,,,False,,False,,False
37013,611,544.0,,,,,622.0,548.2,344.0,,570.0,-67.0,,,,,11.0,-62.8,-267.0,,-41.0,,,,,True,True,False,,True
37015,338,240.0,,,,,120.0,34.6,137.1,,129.0,-98.0,,,,,-218.0,-303.4,-200.9,,-209.0,,,,,False,False,False,,False
37017,338,344.0,,,,,577.0,161.9,166.4,,99.0,6.0,,,,,239.0,-176.1,-171.6,,-239.0,,,,,False,False,False,,False
37019,515,928.0,3784.5,,,,1618.0,1266.2,463.4,,604.0,413.0,3269.5,,,,1103.0,751.2,-51.6,,89.0,False,,,,False,False,True,,True
37021,1494,2336.0,4123.2,,,,3780.0,2779.4,2304.9,,2459.0,842.0,2629.2,,,,2286.0,1285.4,810.9,,965.0,False,,,,False,False,True,,False
37023,611,1120.0,2039.5,,,,1650.0,322.2,705.3,,259.0,509.0,1428.5,,,,1039.0,-288.8,94.3,,-352.0,False,,,,False,True,True,,True
37025,1591,1816.0,3658.3,,,,3172.0,1670.5,1470.5,,1090.0,225.0,2067.3,,,,1581.0,79.5,-120.5,,-501.0,False,,,,False,True,True,,False
37027,626,1456.0,1434.1,,,,1152.0,635.7,1207.1,,692.0,830.0,808.1,,,,526.0,9.7,581.1,,66.0,True,,,,True,True,True,,True
37029,57,64.0,,,,,38.0,,142.4,,34.0,7.0,,,,,-19.0,,85.4,,-23.0,,,,,False,,False,,False
37031,390,520.0,516.2,,,,667.0,846.0,432.5,,844.0,130.0,126.2,,,,277.0,456.0,42.5,,454.0,True,,,,False,False,True,,False
37033,147,40.0,,,,,96.0,69.0,2.5,,35.0,-107.0,,,,,-51.0,-78.0,-144.5,,-112.0,,,,,True,True,False,,False
37035,1252,2072.0,5086.9,,,,2649.0,1209.9,1886.8,,1004.0,820.0,3834.9,,,,1397.0,-42.1,634.8,,-248.0,False,,,,False,True,True,,True
37037,441,496.0,179.1,,,,601.0,229.9,418.6,,139.0,55.0,-261.9,,,,160.0,-211.1,-22.4,,-302.0,False,,,,False,False,True,,False
37039,375,560.0,,,,,281.0,295.2,553.7,,354.0,185.0,,,,,-94.0,-79.8,178.7,,-21.0,,,,,True,True,True,,True
37041,212,336.0,,,,,121.0,,213.7,,320.0,124.0,,,,,-91.0,,1.7,,108.0,,,,,True,,True,,True
37043,59,224.0,,,,,84.0,,143.7,,208.0,165.0,,,,,25.0,,84.7,,149.0,,,,,True,,True,,True
37045,1186,1280.0,2001.9,,,,1725.0,1075.8,1864.1,,898.0,94.0,815.9,,,,539.0,-110.2,678.1,,-288.0,False,,,,False,False,False,,False
37047,560,384.0,153.3,,,,1164.0,217.7,51.7,,182.0,-176.0,-406.7,,,,604.0,-342.3,-508.3,,-378.0,False,,,,False,False,False,,False
37049,877,736.0,614.1,,,,1808.0,523.5,614.2,,392.0,-141.0,-262.9,,,,931.0,-353.5,-262.8,,-485.0,False,,,,False,False,False,,False
37051,2651,3104.0,3171.5,,,,6683.0,2344.0,6088.7,,2347.0,453.0,520.5,,,,4032.0,-307.0,3437.7,,-304.0,False,,,,False,True,False,,True
37053,108,168.0,,,,,137.0,,97.7,,319.0,60.0,,,,,29.0,,-10.3,,211.0,,,,,True,,True,,False
37055,84,288.0,,,,,405.0,745.5,137.3,,229.0,204.0,,,,,321.0,661.5,53.3,,145.0,,,,,False,False,True,,True
37057,1083,944.0,2132.2,,,,1803.0,1017.3,410.6,,601.0,-139.0,1049.2,,,,720.0,-65.7,-672.4,,-482.0,False,,,,False,True,False,,False
37059,237,288.0,,,,,299.0,222.5,193.2,,127.0,51.0,,,,,62.0,-14.5,-43.8,,-110.0,,,,,False,True,True,,False
37061,450,936.0,167.8,,,,1462.0,143.1,727.4,,59.0,486.0,-282.2,,,,1012.0,-306.9,277.4,,-391.0,True,,,,False,True,True,,True
37063,2024,3592.0,1860.2,,,,4890.0,1810.0,4146.0,,1060.0,1568.0,-163.8,,,,2866.0,-214.0,2122.0,,-964.0,True,,,,False,True,False,,True
37065,768,608.0,355.5,,,,747.0,238.1,737.3,,310.0,-160.0,-412.5,,,,-21.0,-529.9,-30.7,,-458.0,False,,,,True,False,True,,False
37067,2247,3144.0,7964.0,,,,3958.0,1834.3,2969.1,,1399.0,897.0,5717.0,,,,1711.0,-412.7,722.1,,-848.0,False,,,,False,True,True,,True
37069,494,832.0,1291.7,,,,614.0,619.0,887.7,,462.0,338.0,797.7,,,,120.0,125.0,393.7,,-32.0,False,,,,True,True,False,,True
37071,2187,3568.0,3466.0,,,,4622.0,1787.7,3409.0,,1586.0,1381.0,1279.0,,,,2435.0,-399.3,1222.0,,-601.0,True,,,,False,True,True,,True
37073,98,40.0,,,,,31.0,,20.9,,28.0,-58.0,,,,,-67.0,,-77.1,,-70.0,,,,,False,,False,,False
37075,114,40.0,,,,,48.0,,34.3,,85.0,-74.0,,,,,-66.0,,-79.7,,-29.0,,,,,True,,False,,True
37077,599,600.0,470.5,,,,639.0,280.4,630.4,,168.0,1.0,-128.5,,,,40.0,-318.6,31.4,,-431.0,False,,,,False,False,False,,False
37079,238,144.0,,,,,150.0,119.1,7.3,,68.0,-94.0,,,,,-88.0,-118.9,-230.7,,-170.0,,,,,True,False,False,,False
37081,3469,4720.0,3262.4,,,,4637.0,3318.4,6910.2,,2618.0,1251.0,-206.6,,,,1168.0,-150.6,3441.2,,-851.0,True,,,,True,True,False,,True
