,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48391,55,16.0,13.8,,14.0,7.0,,,,,,56.0,40.6,,0.5,10.5,,11.0,,1.0,,81.5,,,,9.0,35.6,-39.0,-41.2,,-41.0,-48.0,,,,,,1.0,-14.4,,-54.5,-44.5,,-44.0,,-54.0,,26.5,,,,-46.0,-19.4,False,,False,False,,,,,,True,True,,False,False,,False,,False,,True,,,,False,True
48393,4,0.0,1.4,,0.0,0.0,,,,,,0.0,0.1,,0.0,0.0,,1.0,,0.0,,0.2,,,,0.0,4.2,-4.0,-2.6,,-4.0,-4.0,,,,,,-4.0,-3.9,,-4.0,-4.0,,-3.0,,-4.0,,-3.8,,,,-4.0,0.2,True,,False,False,,,,,,False,True,,True,True,,True,,False,,True,,,,False,True
48395,49,16.0,3.9,,15.0,0.0,,,,,,93.0,43.6,,5.0,22.0,26.0,3.0,,17.9,,38.7,,,,6.0,26.2,-33.0,-45.1,,-34.0,-49.0,,,,,,44.0,-5.4,,-44.0,-27.0,-23.0,-46.0,,-31.1,,-10.3,,,,-43.0,-22.8,False,,False,False,,,,,,False,True,,False,True,True,False,,True,,True,,,,False,True
48397,279,644.0,643.6,,485.0,322.0,,,,,,502.0,644.0,,27.5,348.9,285.0,80.0,,695.2,,1147.4,,,,528.0,548.5,365.0,364.6,,206.0,43.0,,,,,,223.0,365.0,,-251.5,69.9,6.0,-199.0,,416.2,,868.4,,,,249.0,269.5,True,,True,True,,,,,,True,False,,True,True,True,True,,False,,False,,,,True,True
48399,67,100.0,110.3,,74.0,134.0,,,,,,21.0,112.9,,8.1,61.8,42.0,12.0,,25.2,,127.0,,,,73.0,77.0,33.0,43.3,,7.0,67.0,,,,,,-46.0,45.9,,-58.9,-5.2,-25.0,-55.0,,-41.8,,60.0,,,,6.0,10.0,False,,True,False,,,,,,False,False,,False,True,True,False,,False,,False,,,,True,True
48401,448,184.0,188.5,,124.0,169.0,,,,,,404.0,333.7,,96.4,131.1,87.0,95.0,,77.3,,118.5,,,,178.0,138.8,-264.0,-259.5,,-324.0,-279.0,,,,,,-44.0,-114.3,,-351.6,-316.9,-361.0,-353.0,,-370.7,,-329.5,,,,-270.0,-309.2,True,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,False
48403,5,28.0,25.0,,22.0,29.0,,,,,,72.0,52.1,,1.5,19.8,,21.0,,0.2,,20.1,,,,27.0,91.4,23.0,20.0,,17.0,24.0,,,,,,67.0,47.1,,-3.5,14.8,,16.0,,-4.8,,15.1,,,,22.0,86.4,True,,True,False,,,,,,False,False,,True,True,,True,,True,,True,,,,True,False
48405,14,28.0,24.9,,22.0,24.0,,,,,,80.0,34.1,,2.1,20.4,20.0,,,22.4,,16.1,,,,26.0,32.7,14.0,10.9,,8.0,10.0,,,,,,66.0,20.1,,-11.9,6.4,6.0,,,8.4,,2.1,,,,12.0,18.7,True,,True,True,,,,,,False,False,,True,True,True,,,True,,True,,,,True,False
48407,31,40.0,35.6,,26.0,28.0,,,,,,178.0,76.2,,3.5,25.0,20.0,43.0,,2.0,,81.8,,,,12.0,37.7,9.0,4.6,,-5.0,-3.0,,,,,,147.0,45.2,,-27.5,-6.0,-11.0,12.0,,-29.0,,50.8,,,,-19.0,6.7,True,,True,True,,,,,,False,False,,False,True,False,False,,False,,False,,,,False,True
48409,247,216.0,255.8,,244.0,222.0,,,,,,624.0,453.6,,200.2,276.3,195.0,0.0,,253.4,,181.2,,,,245.0,264.4,-31.0,8.8,,-3.0,-25.0,,,,,,377.0,206.6,,-46.8,29.3,-52.0,-247.0,,6.4,,-65.8,,,,-2.0,17.4,True,,True,True,,,,,,False,False,,False,True,False,False,,True,,False,,,,True,True
48411,19,28.0,27.2,,12.0,,,,,,,24.0,27.1,,0.8,8.9,,17.0,,8.6,,,,,,45.0,26.3,9.0,8.2,,-7.0,,,,,,,5.0,8.1,,-18.2,-10.1,,-2.0,,-10.4,,,,,,26.0,7.3,True,,True,,,,,,,True,True,,False,False,,True,,False,,,,,,False,True
48413,16,0.0,0.2,,0.0,0.0,,,,,,8.0,2.3,,,0.0,0.0,1.0,,14.1,,4.2,,,,0.0,9.2,-16.0,-15.8,,-16.0,-16.0,,,,,,-8.0,-13.7,,,-16.0,-16.0,-15.0,,-1.9,,-11.8,,,,-16.0,-6.8,True,,False,False,,,,,,True,True,,,True,False,True,,True,,True,,,,False,True
48415,99,40.0,31.7,,35.0,14.0,,,,,,68.0,69.1,,4.6,40.7,56.0,4.0,,10.0,,185.1,,,,18.0,93.7,-59.0,-67.3,,-64.0,-85.0,,,,,,-31.0,-29.9,,-94.4,-58.3,-43.0,-95.0,,-89.0,,86.1,,,,-81.0,-5.3,False,,False,False,,,,,,True,True,,False,True,True,False,,False,,False,,,,False,True
48417,8,4.0,3.7,,0.0,0.0,,,,,,2.0,3.9,,0.2,0.5,,0.0,,1.5,,,,,,1.0,9.5,-4.0,-4.3,,-8.0,-8.0,,,,,,-6.0,-4.1,,-7.8,-7.5,,-8.0,,-6.5,,,,,,-7.0,1.5,False,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,,False,True
48419,36,60.0,62.8,,44.0,28.0,,,,,,191.0,67.4,,10.3,45.2,54.0,2.0,,44.4,,93.2,,,,28.0,54.0,24.0,26.8,,8.0,-8.0,,,,,,155.0,31.4,,-25.7,9.2,18.0,-34.0,,8.4,,57.2,,,,-8.0,18.0,False,,True,True,,,,,,False,False,,False,True,True,False,,True,,False,,,,True,True
48421,11,24.0,23.7,,12.0,,,,,,,12.0,8.7,,0.7,11.2,,15.0,,13.9,,16.2,,,,27.0,12.1,13.0,12.7,,1.0,,,,,,,1.0,-2.3,,-10.3,0.2,,4.0,,2.9,,5.2,,,,16.0,1.1,True,,True,,,,,,,True,True,,True,True,,True,,True,,True,,,,False,True
48423,642,912.0,955.3,,754.0,757.0,,,,,,1635.0,1184.1,,604.6,602.0,502.0,147.0,,104.6,,989.2,2103.0,,,947.0,747.1,270.0,313.3,,112.0,115.0,,,,,,993.0,542.1,,-37.4,-40.0,-140.0,-495.0,,-537.4,,347.2,1461.0,,,305.0,105.1,False,,True,True,,,,,,False,False,,True,True,True,False,,False,,False,False,,,False,True
48425,24,112.0,117.3,,68.0,125.0,,,,,,22.0,87.8,,,52.0,47.0,12.0,,37.8,,123.2,,,,108.0,81.2,88.0,93.3,,44.0,101.0,,,,,,-2.0,63.8,,,28.0,23.0,-12.0,,13.8,,99.2,,,,84.0,57.2,False,,True,False,,,,,,True,True,,,True,True,True,,True,,False,,,,True,True
48427,808,528.0,525.1,,411.0,410.0,,,,,,875.0,312.8,,360.6,418.4,361.0,376.0,,692.3,,329.4,,,,219.0,707.5,-280.0,-282.9,,-397.0,-398.0,,,,,,67.0,-495.2,,-447.4,-389.6,-447.0,-432.0,,-115.7,,-478.6,,,,-589.0,-100.5,False,,False,False,,,,,,True,False,,False,False,False,False,,True,,False,,,,False,True
48429,29,0.0,0.0,,29.0,116.0,,,,,,27.0,16.2,,20.8,30.3,,29.0,,64.1,,131.9,,,,182.0,18.8,-29.0,-29.0,,0.0,87.0,,,,,,-2.0,-12.8,,-8.2,1.3,,0.0,,35.1,,102.9,,,,153.0,-10.2,False,,True,False,,,,,,True,True,,True,True,,True,,False,,False,,,,False,True
48431,3,0.0,0.0,,0.0,0.0,,,,,,0.0,8.8,,,0.0,,0.0,,1.0,,,,,,0.0,6.1,-3.0,-3.0,,-3.0,-3.0,,,,,,-3.0,5.8,,,-3.0,,-3.0,,-2.0,,,,,,-3.0,3.1,False,,False,False,,,,,,False,False,,,True,,False,,True,,,,,,False,False
48433,5,0.0,0.2,,0.0,0.0,,,,,,0.0,5.4,,,0.1,0.0,0.0,,0.3,,3.4,,,,2.0,6.1,-5.0,-4.8,,-5.0,-5.0,,,,,,-5.0,0.4,,,-4.9,-5.0,-5.0,,-4.7,,-1.6,,,,-3.0,1.1,True,,False,False,,,,,,False,True,,,True,False,False,,True,,True,,,,True,True
48435,5,36.0,34.4,,18.0,,,,,,,19.0,23.8,,,16.3,,8.0,,9.0,,38.9,,,,26.0,30.9,31.0,29.4,,13.0,,,,,,,14.0,18.8,,,11.3,,3.0,,4.0,,33.9,,,,21.0,25.9,True,,True,,,,,,,True,True,,,True,,True,,True,,False,,,,True,True
48437,16,20.0,23.4,,9.0,0.0,,,,,,18.0,20.2,,3.6,9.5,,27.0,,8.6,,20.4,,,,17.0,18.5,4.0,7.4,,-7.0,-16.0,,,,,,2.0,4.2,,-12.4,-6.5,,11.0,,-7.4,,4.4,,,,1.0,2.5,False,,False,False,,,,,,True,False,,False,False,,False,,False,,False,,,,True,True
48439,9130,14132.0,14289.9,7557.5,7484.0,9848.0,,,,,,16919.0,9469.0,,6366.8,6084.9,5058.0,4065.0,,4865.7,,13476.7,7002.0,,,10915.0,15052.1,5002.0,5159.9,-1572.5,-1646.0,718.0,,,,,,7789.0,339.0,,-2763.2,-3045.1,-4072.0,-5065.0,,-4264.3,,4346.7,-2128.0,,,1785.0,5922.1,False,True,True,True,,,,,,False,True,,True,True,True,False,,True,,True,True,,,True,False
48441,209,320.0,272.5,,306.0,573.0,,,,,,322.0,482.2,,331.9,386.5,198.0,285.0,,64.0,,354.9,233.0,,,325.0,213.6,111.0,63.5,,97.0,364.0,,,,,,113.0,273.2,,122.9,177.5,-11.0,76.0,,-145.0,,145.9,24.0,,,116.0,4.6,True,,True,False,,,,,,False,False,,False,False,True,True,,False,,False,True,,,False,True
48443,0,4.0,4.4,,0.0,0.0,,,,,,0.0,1.9,,,0.1,0.0,2.0,,0.0,,1.9,,,,19.0,4.1,4.0,4.4,,0.0,0.0,,,,,,0.0,1.9,,,0.1,0.0,2.0,,0.0,,1.9,,,,19.0,4.1,False,,True,True,,,,,,True,True,,,True,True,True,,True,,True,,,,False,False
48445,41,60.0,60.1,,48.0,59.0,,,,,,108.0,55.6,,9.2,40.3,32.0,93.0,,0.0,,165.0,,,,50.0,64.2,19.0,19.1,,7.0,18.0,,,,,,67.0,14.6,,-31.8,-0.7,-9.0,52.0,,-41.0,,124.0,,,,9.0,23.2,False,,True,True,,,,,,False,True,,False,True,True,False,,False,,False,,,,True,False
48447,3,0.0,1.5,,0.0,0.0,,,,,,0.0,1.9,,,0.0,0.0,1.0,,0.5,,1.3,,,,0.0,5.9,-3.0,-1.5,,-3.0,-3.0,,,,,,-3.0,-1.1,,,-3.0,-3.0,-2.0,,-2.5,,-1.7,,,,-3.0,2.9,True,,False,False,,,,,,False,True,,,True,False,True,,True,,True,,,,False,True
48449,128,128.0,97.1,,130.0,154.0,,,,,,454.0,111.8,,0.2,41.0,,0.0,,360.9,,161.8,,,,79.0,138.2,0.0,-30.9,,2.0,26.0,,,,,,326.0,-16.2,,-127.8,-87.0,,-128.0,,232.9,,33.8,,,,-49.0,10.2,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,False
48451,493,748.0,726.0,,528.0,630.0,,,,,,412.0,601.8,,589.4,565.4,434.0,277.0,,324.6,,499.3,,,,365.0,893.6,255.0,233.0,,35.0,137.0,,,,,,-81.0,108.8,,96.4,72.4,-59.0,-216.0,,-168.4,,6.3,,,,-128.0,400.6,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,False
48453,2879,6204.0,6071.2,5700.6,5215.0,8416.0,,,,,,4904.0,3801.3,,5004.8,5523.4,3669.0,3064.0,,4607.9,,5677.8,2409.0,,,4102.0,7242.6,3325.0,3192.2,2821.6,2336.0,5537.0,,,,,,2025.0,922.3,,2125.8,2644.4,790.0,185.0,,1728.9,,2798.8,-470.0,,,1223.0,4363.6,True,True,True,False,,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,False
48455,22,24.0,23.8,,20.0,2.0,,,,,,63.0,40.1,,1.3,16.7,20.0,0.0,,21.3,,24.2,,,,10.0,32.0,2.0,1.8,,-2.0,-20.0,,,,,,41.0,18.1,,-20.7,-5.3,-2.0,-22.0,,-0.7,,2.2,,,,-12.0,10.0,True,,False,False,,,,,,False,False,,False,False,False,False,,True,,False,,,,False,False
48457,35,116.0,112.9,,87.0,110.0,,,,,,248.0,92.2,,21.3,83.0,40.0,132.0,,0.6,,107.0,,,,288.0,76.5,81.0,77.9,,52.0,75.0,,,,,,213.0,57.2,,-13.7,48.0,5.0,97.0,,-34.4,,72.0,,,,253.0,41.5,True,,True,True,,,,,,False,True,,True,True,True,False,,True,,True,,,,False,True
48459,66,172.0,163.2,,142.0,189.0,,,,,,175.0,229.5,,72.6,128.6,,75.0,,118.0,,157.9,,,,155.0,147.3,106.0,97.2,,76.0,123.0,,,,,,109.0,163.5,,6.6,62.6,,9.0,,52.0,,91.9,,,,89.0,81.3,True,,True,False,,,,,,False,False,,True,True,,True,,True,,True,,,,True,True
48461,6,8.0,9.6,,0.0,0.0,,,,,,0.0,2.4,,,0.4,0.0,11.0,,3.1,,,,,,8.0,8.8,2.0,3.6,,-6.0,-6.0,,,,,,-6.0,-3.6,,,-5.6,-6.0,5.0,,-2.9,,,,,,2.0,2.8,False,,False,False,,,,,,False,False,,,False,False,False,,False,,,,,,False,False
48463,102,232.0,225.6,,178.0,168.0,,,,,,250.0,137.5,,89.7,167.6,108.0,73.0,,183.5,,296.9,,,,143.0,229.2,130.0,123.6,,76.0,66.0,,,,,,148.0,35.5,,-12.3,65.6,6.0,-29.0,,81.5,,194.9,,,,41.0,127.2,True,,True,True,,,,,,False,True,,True,True,True,True,,True,,False,,,,True,True
48465,266,704.0,843.7,,173.0,23.0,,,,,,782.0,20.7,,172.4,172.4,352.0,369.0,,11.1,,809.5,,,,116.0,445.1,438.0,577.7,,-93.0,-243.0,,,,,,516.0,-245.3,,-93.6,-93.6,86.0,103.0,,-254.9,,543.5,,,,-150.0,179.1,False,,True,True,,,,,,False,True,,True,True,True,True,,True,,False,,,,True,True
48467,80,168.0,173.3,,144.0,194.0,,,,,,170.0,275.0,,43.9,115.6,85.0,133.0,,99.7,,131.2,,,,157.0,192.3,88.0,93.3,,64.0,114.0,,,,,,90.0,195.0,,-36.1,35.6,5.0,53.0,,19.7,,51.2,,,,77.0,112.3,False,,True,False,,,,,,False,False,,True,True,True,True,,True,,True,,,,True,False
48469,290,512.0,527.9,,417.0,473.0,,,,,,1153.0,467.0,,251.3,376.7,471.0,195.0,,69.8,,853.7,,,,121.0,604.4,222.0,237.9,,127.0,183.0,,,,,,863.0,177.0,,-38.7,86.7,181.0,-95.0,,-220.2,,563.7,,,,-169.0,314.4,False,,True,True,,,,,,False,True,,True,True,True,True,,True,,False,,,,True,False
48471,1195,352.0,163.4,,248.0,0.0,,,,,,658.0,364.2,,245.4,541.8,433.0,65.0,,0.0,,412.4,,,,141.0,397.3,-843.0,-1031.6,,-947.0,-1195.0,,,,,,-537.0,-830.8,,-949.6,-653.2,-762.0,-1130.0,,-1195.0,,-782.6,,,,-1054.0,-797.7,False,,False,False,,,,,,True,True,,False,True,True,False,,False,,True,,,,False,True
48473,212,348.0,353.4,,374.0,601.0,,,,,,572.0,247.2,,397.2,354.3,,334.0,,483.3,,252.7,,,,448.0,289.0,136.0,141.4,,162.0,389.0,,,,,,360.0,35.2,,185.2,142.3,,122.0,,271.3,,40.7,,,,236.0,77.0,False,,False,False,,,,,,False,True,,False,False,,True,,False,,True,,,,False,True
48475,18,12.0,12.3,,11.0,1.0,,,,,,20.0,32.0,,0.9,9.2,18.0,0.0,,8.3,,16.7,,,,17.0,24.2,-6.0,-5.7,,-7.0,-17.0,,,,,,2.0,14.0,,-17.1,-8.8,0.0,-18.0,,-9.7,,-1.3,,,,-1.0,6.2,True,,False,False,,,,,,True,False,,False,False,True,False,,False,,True,,,,True,False
48477,67,132.0,117.3,,82.0,90.0,,,,,,317.0,79.6,,57.2,74.6,83.0,48.0,,5.3,,132.4,,,,83.0,102.8,65.0,50.3,,15.0,23.0,,,,,,250.0,12.6,,-9.8,7.6,16.0,-19.0,,-61.7,,65.4,,,,16.0,35.8,True,,True,True,,,,,,False,True,,True,True,True,True,,True,,False,,,,True,True
48479,3034,2636.0,2685.2,2600.6,1658.0,848.0,,,,,,4216.0,2196.7,,1040.5,1478.4,1410.0,707.0,,684.2,,2354.0,902.0,,,1105.0,3588.8,-398.0,-348.8,-433.4,-1376.0,-2186.0,,,,,,1182.0,-837.3,,-1993.5,-1555.6,-1624.0,-2327.0,,-2349.8,,-680.0,-2132.0,,,-1929.0,554.8,True,False,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
48481,237,316.0,183.6,,334.0,380.0,,,,,,566.0,260.2,,191.2,354.0,191.0,1.0,,531.5,,314.7,,,,294.0,399.6,79.0,-53.4,,97.0,143.0,,,,,,329.0,23.2,,-45.8,117.0,-46.0,-236.0,,294.5,,77.7,,,,57.0,162.6,True,,False,False,,,,,,False,True,,True,False,True,False,,False,,True,,,,True,False
48483,6,16.0,19.1,,5.0,0.0,,,,,,23.0,12.7,,0.5,4.5,5.0,0.0,,6.6,,15.1,,,,32.0,12.1,10.0,13.1,,-1.0,-6.0,,,,,,17.0,6.7,,-5.5,-1.5,-1.0,-6.0,,0.6,,9.1,,,,26.0,6.1,False,,True,True,,,,,,False,True,,True,True,True,True,,True,,True,,,,False,True
48485,408,352.0,367.6,,244.0,251.0,,,,,,967.0,498.1,,236.7,268.5,196.0,177.0,,170.0,,203.4,244.0,,,376.0,336.0,-56.0,-40.4,,-164.0,-157.0,,,,,,559.0,90.1,,-171.3,-139.5,-212.0,-231.0,,-238.0,,-204.6,-164.0,,,-32.0,-72.0,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,False
48487,36,68.0,69.6,,49.0,51.0,,,,,,97.0,83.7,,2.3,38.3,32.0,24.0,,21.8,,123.7,,,,44.0,58.3,32.0,33.6,,13.0,15.0,,,,,,61.0,47.7,,-33.7,2.3,-4.0,-12.0,,-14.2,,87.7,,,,8.0,22.3,False,,True,True,,,,,,False,False,,False,True,True,True,,True,,False,,,,True,True
48489,392,180.0,144.6,,129.0,122.0,,,,,,215.0,117.2,,35.7,132.7,109.0,80.0,,207.5,,113.3,,,,79.0,225.8,-212.0,-247.4,,-263.0,-270.0,,,,,,-177.0,-274.8,,-356.3,-259.3,-283.0,-312.0,,-184.5,,-278.7,,,,-313.0,-166.2,False,,False,False,,,,,,True,False,,False,False,False,False,,True,,False,,,,False,True
48491,698,1428.0,1127.0,1741.2,950.0,341.0,,,,,,2298.0,1435.6,,435.7,1093.1,915.0,944.0,,203.8,,1071.3,667.0,,,1026.0,1433.0,730.0,429.0,1043.2,252.0,-357.0,,,,,,1600.0,737.6,,-262.3,395.1,217.0,246.0,,-494.2,,373.3,-31.0,,,328.0,735.0,True,False,True,True,,,,,,False,False,,True,True,True,True,,True,,True,True,,,True,False
48493,48,100.0,103.0,,82.0,141.0,,,,,,322.0,188.2,,54.3,115.4,73.0,0.0,,49.6,,64.4,,,,166.0,105.8,52.0,55.0,,34.0,93.0,,,,,,274.0,140.2,,6.3,67.4,25.0,-48.0,,1.6,,16.4,,,,118.0,57.8,False,,True,False,,,,,,False,False,,True,False,True,True,,True,,True,,,,False,False
48495,23,0.0,3.1,,4.0,0.0,,,,,,9.0,16.3,,4.6,1.2,6.0,0.0,,2.7,,50.4,,,,2.0,35.9,-23.0,-19.9,,-19.0,-23.0,,,,,,-14.0,-6.7,,-18.4,-21.8,-17.0,-23.0,,-20.3,,27.4,,,,-21.0,12.9,True,,True,False,,,,,,True,True,,True,True,True,False,,True,,False,,,,True,True
48497,108,272.0,285.3,,227.0,158.0,,,,,,306.0,568.7,,59.6,211.8,122.0,81.0,,34.8,,236.1,,,,311.0,207.9,164.0,177.3,,119.0,50.0,,,,,,198.0,460.7,,-48.4,103.8,14.0,-27.0,,-73.2,,128.1,,,,203.0,99.9,False,,True,True,,,,,,False,False,,True,True,True,True,,True,,True,,,,False,True
48499,118,72.0,95.9,,73.0,48.0,,,,,,157.0,210.3,,18.5,51.3,53.0,29.0,,37.2,,237.0,,,,62.0,85.0,-46.0,-22.1,,-45.0,-70.0,,,,,,39.0,92.3,,-99.5,-66.7,-65.0,-89.0,,-80.8,,119.0,,,,-56.0,-33.0,True,,True,False,,,,,,True,False,,False,False,False,False,,False,,False,,,,False,True
48501,64,60.0,59.4,,44.0,59.0,,,,,,8.0,56.4,,30.1,48.4,30.0,46.0,,6.4,,75.2,,,,55.0,53.6,-4.0,-4.6,,-20.0,-5.0,,,,,,-56.0,-7.6,,-33.9,-15.6,-34.0,-18.0,,-57.6,,11.2,,,,-9.0,-10.4,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
48503,75,36.0,47.6,,42.0,13.0,,,,,,114.0,94.7,,4.3,37.5,28.0,1.0,,5.8,,72.1,,,,25.0,54.9,-39.0,-27.4,,-33.0,-62.0,,,,,,39.0,19.7,,-70.7,-37.5,-47.0,-74.0,,-69.2,,-2.9,,,,-50.0,-20.1,True,,True,False,,,,,,False,True,,False,True,False,False,,False,,True,,,,False,True
48505,91,160.0,170.4,,91.0,183.0,,,,,,102.0,85.6,,30.9,78.5,58.0,43.0,,42.7,,134.0,,,,159.0,147.0,69.0,79.4,,0.0,92.0,,,,,,11.0,-5.4,,-60.1,-12.5,-33.0,-48.0,,-48.3,,43.0,,,,68.0,56.0,False,,True,False,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,True
48507,40,40.0,43.8,,45.0,56.0,,,,,,124.0,74.6,,10.8,37.8,34.0,47.0,,6.2,,95.5,,,,32.0,61.4,0.0,3.8,,5.0,16.0,,,,,,84.0,34.6,,-29.2,-2.2,-6.0,7.0,,-33.8,,55.5,,,,-8.0,21.4,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
49001,0,0.0,0.0,,0.0,0.0,,,,,,4.0,6.0,,,0.1,0.0,3.0,,0.0,,,,,,,4.9,0.0,0.0,,0.0,0.0,,,,,,4.0,6.0,,,0.1,0.0,3.0,,0.0,,,,,,,4.9,True,,True,True,,,,,,False,False,,,False,True,False,,True,,,,,,,False
49003,0,0.0,0.0,,0.0,0.0,,,,,,36.0,157.3,,,0.1,0.0,18.0,,0.0,,,,,,,4.5,0.0,0.0,,0.0,0.0,,,,,,36.0,157.3,,,0.1,0.0,18.0,,0.0,,,,,,,4.5,True,,True,True,,,,,,False,False,,,False,True,False,,True,,,,,,,False
49005,0,0.0,0.0,,0.0,0.0,,,,,,130.0,250.3,,,0.6,0.0,36.0,,0.0,,0.0,,,,,4.4,0.0,0.0,,0.0,0.0,,,,,,130.0,250.3,,,0.6,0.0,36.0,,0.0,,0.0,,,,,4.4,True,,True,True,,,,,,False,False,,,False,True,False,,True,,True,,,,,False
49007,0,0.0,0.0,,0.0,0.0,,,,,,29.0,70.9,,,0.1,0.0,6.0,,0.0,,0.0,,,,,4.6,0.0,0.0,,0.0,0.0,,,,,,29.0,70.9,,,0.1,0.0,6.0,,0.0,,0.0,,,,,4.6,True,,True,True,,,,,,False,False,,,False,True,False,,True,,True,,,,,False
49009,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,5.1,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,5.1,True,,True,True,,,,,,True,True,,,True,True,True,,True,,,,,,,False
49011,1058,812.0,785.7,,709.0,1150.0,,,,,,834.0,828.7,,706.0,753.9,576.0,384.0,,560.3,,628.9,613.0,,,643.0,776.7,-246.0,-272.3,,-349.0,92.0,,,,,,-224.0,-229.3,,-352.0,-304.1,-482.0,-674.0,,-497.7,,-429.1,-445.0,,,-415.0,-281.3,False,,False,True,,,,,,True,True,,False,False,False,False,,False,,False,False,,,False,False
49013,0,0.0,0.0,,0.0,0.0,,,,,,21.0,34.9,,,0.1,0.0,7.0,,0.0,,0.0,,,,,4.8,0.0,0.0,,0.0,0.0,,,,,,21.0,34.9,,,0.1,0.0,7.0,,0.0,,0.0,,,,,4.8,True,,True,True,,,,,,False,False,,,False,True,False,,True,,True,,,,,False
49015,0,0.0,0.0,,0.0,0.0,,,,,,4.0,8.6,,,0.1,0.0,3.0,,0.0,,0.0,,,,,4.9,0.0,0.0,,0.0,0.0,,,,,,4.0,8.6,,,0.1,0.0,3.0,,0.0,,0.0,,,,,4.9,True,,True,True,,,,,,False,False,,,False,True,False,,True,,True,,,,,False
49017,0,0.0,0.0,,0.0,0.0,,,,,,0.0,5.6,,,0.1,0.0,2.0,,0.0,,,,,,,4.7,0.0,0.0,,0.0,0.0,,,,,,0.0,5.6,,,0.1,0.0,2.0,,0.0,,,,,,,4.7,True,,True,True,,,,,,True,False,,,False,True,False,,True,,,,,,,False
49019,0,0.0,0.0,,0.0,0.0,,,,,,0.0,27.9,,,0.3,0.0,3.0,,0.0,,0.0,,,,,4.7,0.0,0.0,,0.0,0.0,,,,,,0.0,27.9,,,0.3,0.0,3.0,,0.0,,0.0,,,,,4.7,True,,True,True,,,,,,True,False,,,False,True,False,,True,,True,,,,,False
49021,0,0.0,0.0,,0.0,0.0,,,,,,82.0,95.9,,,0.6,0.0,19.0,,0.0,,0.0,,,,,4.4,0.0,0.0,,0.0,0.0,,,,,,82.0,95.9,,,0.6,0.0,19.0,,0.0,,0.0,,,,,4.4,True,,True,True,,,,,,False,False,,,False,True,False,,True,,True,,,,,False
