,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18149,65,8.0,10.5,,11.0,1.0,,,,,,68.0,56.4,,0.5,11.8,,3.0,,47.2,,12.2,,,,17.0,21.5,-57.0,-54.5,,-54.0,-64.0,,,,,,3.0,-8.6,,-64.5,-53.2,,-62.0,,-17.8,,-52.8,,,,-48.0,-43.5,True,,True,False,,,,,,True,True,,False,True,,False,,True,,True,,,,True,True
18151,125,72.0,68.0,,60.0,57.0,,,,,,96.0,112.3,,21.6,67.3,47.0,68.0,,0.4,,67.5,,,,53.0,89.9,-53.0,-57.0,,-65.0,-68.0,,,,,,-29.0,-12.7,,-103.4,-57.7,-78.0,-57.0,,-124.6,,-57.5,,,,-72.0,-35.1,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,True
18153,76,316.0,316.3,,182.0,512.0,,,,,,72.0,168.6,,135.6,208.0,,203.0,,132.1,,241.7,,,,347.0,189.8,240.0,240.3,,106.0,436.0,,,,,,-4.0,92.6,,59.6,132.0,,127.0,,56.1,,165.7,,,,271.0,113.8,False,,True,False,,,,,,True,True,,True,True,,True,,True,,True,,,,False,True
18155,5,16.0,16.1,,10.0,37.0,,,,,,12.0,27.0,,3.1,9.0,20.0,0.0,,2.6,,14.2,,,,25.0,14.1,11.0,11.1,,5.0,32.0,,,,,,7.0,22.0,,-1.9,4.0,15.0,-5.0,,-2.4,,9.2,,,,20.0,9.1,False,,True,False,,,,,,True,False,,True,True,False,True,,True,,True,,,,False,True
18157,751,468.0,464.0,,408.0,433.0,,,,,,475.0,781.0,,260.3,351.7,285.0,251.0,,449.3,,409.9,388.0,,,464.0,413.4,-283.0,-287.0,,-343.0,-318.0,,,,,,-276.0,30.0,,-490.7,-399.3,-466.0,-500.0,,-301.7,,-341.1,-363.0,,,-287.0,-337.6,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,False,,,False,False
18159,46,36.0,18.9,,16.0,11.0,,,,,,36.0,67.7,,3.2,26.5,25.0,0.0,,6.6,,94.5,,,,50.0,32.7,-10.0,-27.1,,-30.0,-35.0,,,,,,-10.0,21.7,,-42.8,-19.5,-21.0,-46.0,,-39.4,,48.5,,,,4.0,-13.3,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
18161,25,40.0,40.4,,15.0,90.0,,,,,,5.0,32.5,,4.9,23.8,,,,0.7,,38.6,,,,29.0,28.0,15.0,15.4,,-10.0,65.0,,,,,,-20.0,7.5,,-20.1,-1.2,,,,-24.3,,13.6,,,,4.0,3.0,False,,True,False,,,,,,False,True,,False,True,,,,False,,True,,,,True,True
18163,954,672.0,656.5,,482.0,456.0,,,,,,627.0,1116.8,,425.5,446.5,444.0,53.0,,481.3,,571.0,306.0,,,581.0,710.6,-282.0,-297.5,,-472.0,-498.0,,,,,,-327.0,162.8,,-528.5,-507.5,-510.0,-901.0,,-472.7,,-383.0,-648.0,,,-373.0,-243.4,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,False,,,False,True
18165,50,44.0,46.3,,44.0,55.0,,,,,,46.0,73.5,,7.9,53.0,23.0,2.0,,41.7,,19.5,,,,46.0,25.4,-6.0,-3.7,,-6.0,5.0,,,,,,-4.0,23.5,,-42.1,3.0,-27.0,-48.0,,-8.3,,-30.5,,,,-4.0,-24.6,True,,False,True,,,,,,True,False,,False,True,False,False,,False,,False,,,,True,False
18167,743,808.0,795.3,,672.0,697.0,,,,,,368.0,1155.6,,397.7,648.2,,244.0,,710.1,,771.8,,,,943.0,555.6,65.0,52.3,,-71.0,-46.0,,,,,,-375.0,412.6,,-345.3,-94.8,,-499.0,,-32.9,,28.8,,,,200.0,-187.4,True,,False,True,,,,,,False,False,,False,False,,False,,True,,True,,,,False,False
18169,66,48.0,48.4,,43.0,67.0,,,,,,68.0,141.8,,6.5,37.9,40.0,0.0,,0.0,,66.8,,,,41.0,38.0,-18.0,-17.6,,-23.0,1.0,,,,,,2.0,75.8,,-59.5,-28.1,-26.0,-66.0,,-66.0,,0.8,,,,-25.0,-28.0,True,,False,True,,,,,,True,False,,False,False,False,False,,False,,True,,,,False,False
18171,6,36.0,36.2,,18.0,0.0,,,,,,23.0,14.2,,1.8,23.6,9.0,23.0,,14.4,,32.2,,,,35.0,20.3,30.0,30.2,,12.0,-6.0,,,,,,17.0,8.2,,-4.2,17.6,3.0,17.0,,8.4,,26.2,,,,29.0,14.3,False,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,True
18173,436,244.0,247.6,,164.0,245.0,,,,,,175.0,333.3,,135.2,169.5,144.0,59.0,,57.1,,166.7,,,,189.0,212.0,-192.0,-188.4,,-272.0,-191.0,,,,,,-261.0,-102.7,,-300.8,-266.5,-292.0,-377.0,,-378.9,,-269.3,,,,-247.0,-224.0,True,,False,True,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,False
18175,79,80.0,75.5,,63.0,78.0,,,,,,44.0,152.6,,48.2,87.8,50.0,38.0,,50.0,,205.4,,,,93.0,58.3,1.0,-3.5,,-16.0,-1.0,,,,,,-35.0,73.6,,-30.8,8.8,-29.0,-41.0,,-29.0,,126.4,,,,14.0,-20.7,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
18177,274,156.0,147.5,,129.0,110.0,,,,,,149.0,360.9,,97.6,161.4,99.0,23.0,,101.2,,105.8,,,,196.0,139.9,-118.0,-126.5,,-145.0,-164.0,,,,,,-125.0,86.9,,-176.4,-112.6,-175.0,-251.0,,-172.8,,-168.2,,,,-78.0,-134.1,False,,False,False,,,,,,False,True,,False,True,False,False,,False,,False,,,,True,False
18179,58,36.0,33.0,,30.0,5.0,,,,,,60.0,117.8,,8.8,32.7,35.0,39.0,,11.5,,65.2,,,,41.0,37.7,-22.0,-25.0,,-28.0,-53.0,,,,,,2.0,59.8,,-49.2,-25.3,-23.0,-19.0,,-46.5,,7.2,,,,-17.0,-20.3,False,,False,False,,,,,,True,False,,False,False,False,True,,False,,True,,,,True,True
18181,66,104.0,109.1,,81.0,114.0,,,,,,78.0,132.5,,15.4,79.3,73.0,13.0,,80.6,,96.5,,,,50.0,91.9,38.0,43.1,,15.0,48.0,,,,,,12.0,66.5,,-50.6,13.3,7.0,-53.0,,14.6,,30.5,,,,-16.0,25.9,False,,True,False,,,,,,True,False,,False,True,True,False,,True,,True,,,,True,True
18183,63,84.0,77.0,,60.0,119.0,,,,,,79.0,111.5,,40.2,62.2,44.0,39.0,,48.8,,59.0,,,,70.0,58.3,21.0,14.0,,-3.0,56.0,,,,,,16.0,48.5,,-22.8,-0.8,-19.0,-24.0,,-14.2,,-4.0,,,,7.0,-4.7,True,,True,False,,,,,,True,False,,False,True,True,False,,True,,True,,,,True,True
19001,24,24.0,26.4,,10.0,0.0,,,,,,16.0,12.7,,3.6,16.5,19.0,0.0,,4.6,,31.6,,,,8.0,17.1,0.0,2.4,,-14.0,-24.0,,,,,,-8.0,-11.3,,-20.4,-7.5,-5.0,-24.0,,-19.4,,7.6,,,,-16.0,-6.9,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19003,8,12.0,15.5,,0.0,0.0,,,,,,8.0,6.1,,1.0,0.7,4.0,19.0,,2.7,,,,,,16.0,10.3,4.0,7.5,,-8.0,-8.0,,,,,,0.0,-1.9,,-7.0,-7.3,-4.0,11.0,,-5.3,,,,,,8.0,2.3,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,,,,,False,True
19005,77,12.0,12.7,,12.0,0.0,,,,,,36.0,27.5,,2.2,22.5,33.0,20.0,,24.0,,11.2,,,,8.0,11.8,-65.0,-64.3,,-65.0,-77.0,,,,,,-41.0,-49.5,,-74.8,-54.5,-44.0,-57.0,,-53.0,,-65.8,,,,-69.0,-65.2,True,,False,False,,,,,,True,True,,False,True,True,True,,True,,False,,,,False,False
19007,55,44.0,40.4,,33.0,48.0,,,,,,24.0,53.5,,5.9,31.8,21.0,38.0,,37.6,,48.0,,,,67.0,24.5,-11.0,-14.6,,-22.0,-7.0,,,,,,-31.0,-1.5,,-49.1,-23.2,-34.0,-17.0,,-17.4,,-7.0,,,,12.0,-30.5,False,,False,True,,,,,,False,True,,False,False,False,False,,False,,True,,,,False,False
19009,29,16.0,16.7,,5.0,0.0,,,,,,12.0,10.4,,2.7,6.7,20.0,4.0,,5.1,,13.0,,,,25.0,14.0,-13.0,-12.3,,-24.0,-29.0,,,,,,-17.0,-18.6,,-26.3,-22.3,-9.0,-25.0,,-23.9,,-16.0,,,,-4.0,-15.0,True,,False,False,,,,,,False,False,,False,False,True,False,,False,,False,,,,True,False
19011,99,44.0,41.9,,35.0,32.0,,,,,,89.0,101.9,,3.0,30.6,49.0,44.0,,9.1,,41.0,,,,73.0,44.5,-55.0,-57.1,,-64.0,-67.0,,,,,,-10.0,2.9,,-96.0,-68.4,-50.0,-55.0,,-89.9,,-58.0,,,,-26.0,-54.5,False,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,True,True
19013,835,868.0,827.4,,727.0,1813.0,,,,,,550.0,665.6,,711.2,780.1,883.0,449.0,,543.7,,581.5,1137.0,,,766.0,664.4,33.0,-7.6,,-108.0,978.0,,,,,,-285.0,-169.4,,-123.8,-54.9,48.0,-386.0,,-291.3,,-253.5,302.0,,,-69.0,-170.6,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
19015,150,92.0,94.8,,79.0,115.0,,,,,,88.0,111.1,,22.4,96.2,80.0,22.0,,70.6,,68.4,,,,98.0,80.7,-58.0,-55.2,,-71.0,-35.0,,,,,,-62.0,-38.9,,-127.6,-53.8,-70.0,-128.0,,-79.4,,-81.6,,,,-52.0,-69.3,True,,False,True,,,,,,False,True,,False,True,False,False,,False,,False,,,,True,False
19017,199,84.0,101.3,,68.0,61.0,,,,,,108.0,149.0,,15.8,70.7,73.0,102.0,,31.7,,67.0,,,,69.0,71.8,-115.0,-97.7,,-131.0,-138.0,,,,,,-91.0,-50.0,,-183.2,-128.3,-126.0,-97.0,,-167.3,,-132.0,,,,-130.0,-127.2,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,False,,,,False,False
19019,73,68.0,69.3,,64.0,91.0,,,,,,67.0,110.5,,11.2,60.2,45.0,17.0,,38.3,,75.4,,,,81.0,58.2,-5.0,-3.7,,-9.0,18.0,,,,,,-6.0,37.5,,-61.8,-12.8,-28.0,-56.0,,-34.7,,2.4,,,,8.0,-14.8,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,False,False
19021,127,48.0,41.6,,24.0,,,,,,,104.0,21.2,,4.1,45.6,,0.0,,22.4,,19.2,,,,0.0,38.0,-79.0,-85.4,,-103.0,,,,,,,-23.0,-105.8,,-122.9,-81.4,,-127.0,,-104.6,,-107.8,,,,-127.0,-89.0,False,,False,,,,,,,True,False,,False,False,,False,,False,,False,,,,False,False
19023,100,84.0,83.5,,79.0,92.0,,,,,,60.0,68.9,,79.1,82.1,55.0,20.0,,206.9,,59.9,,,,103.0,61.5,-16.0,-16.5,,-21.0,-8.0,,,,,,-40.0,-31.1,,-20.9,-17.9,-45.0,-80.0,,106.9,,-40.1,,,,3.0,-38.5,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
19025,91,32.0,31.6,,24.0,67.0,,,,,,24.0,28.5,,6.2,37.6,22.0,60.0,,22.0,,24.9,,,,27.0,22.2,-59.0,-59.4,,-67.0,-24.0,,,,,,-67.0,-62.5,,-84.8,-53.4,-69.0,-31.0,,-69.0,,-66.1,,,,-64.0,-68.8,False,,False,True,,,,,,False,False,,False,True,False,True,,False,,False,,,,False,False
19027,337,284.0,296.5,,181.0,609.0,,,,,,64.0,112.8,,382.3,176.0,160.0,231.0,,77.1,,184.0,,,,295.0,184.0,-53.0,-40.5,,-156.0,272.0,,,,,,-273.0,-224.2,,45.3,-161.0,-177.0,-106.0,,-259.9,,-153.0,,,,-42.0,-153.0,True,,False,False,,,,,,False,False,,True,False,False,False,,False,,False,,,,True,False
19029,46,44.0,44.7,,39.0,65.0,,,,,,29.0,79.2,,9.1,38.0,38.0,18.0,,13.0,,43.4,,,,22.0,47.0,-2.0,-1.3,,-7.0,19.0,,,,,,-17.0,33.2,,-36.9,-8.0,-8.0,-28.0,,-33.0,,-2.6,,,,-24.0,1.0,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,True
19031,75,28.0,24.6,,27.0,27.0,,,,,,41.0,45.9,,6.6,29.9,36.0,26.0,,60.5,,31.0,,,,30.0,21.6,-47.0,-50.4,,-48.0,-48.0,,,,,,-34.0,-29.1,,-68.4,-45.1,-39.0,-49.0,,-14.5,,-44.0,,,,-45.0,-53.4,False,,False,False,,,,,,True,True,,False,True,True,False,,True,,True,,,,True,False
19033,284,124.0,74.7,,106.0,470.0,,,,,,259.0,182.2,,54.4,193.7,167.0,94.0,,132.2,,66.8,,,,65.0,139.2,-160.0,-209.3,,-178.0,186.0,,,,,,-25.0,-101.8,,-229.6,-90.3,-117.0,-190.0,,-151.8,,-217.2,,,,-219.0,-144.8,False,,False,False,,,,,,True,True,,False,True,True,False,,True,,False,,,,False,True
19035,87,56.0,61.2,,32.0,47.0,,,,,,32.0,32.6,,13.5,34.4,40.0,31.0,,11.8,,41.0,,,,98.0,31.6,-31.0,-25.8,,-55.0,-40.0,,,,,,-55.0,-54.4,,-73.5,-52.6,-47.0,-56.0,,-75.2,,-46.0,,,,11.0,-55.4,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
19037,121,80.0,78.7,,46.0,149.0,,,,,,48.0,59.2,,13.7,51.5,40.0,22.0,,33.8,,50.1,,,,109.0,63.6,-41.0,-42.3,,-75.0,28.0,,,,,,-73.0,-61.8,,-107.3,-69.5,-81.0,-99.0,,-87.2,,-70.9,,,,-12.0,-57.4,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
19039,41,16.0,9.5,,24.0,29.0,,,,,,28.0,25.1,,1.8,24.8,,49.0,,38.1,,33.3,,,,7.0,27.6,-25.0,-31.5,,-17.0,-12.0,,,,,,-13.0,-15.9,,-39.2,-16.2,,8.0,,-2.9,,-7.7,,,,-34.0,-13.4,False,,True,True,,,,,,True,True,,False,True,,True,,True,,True,,,,False,True
19041,59,68.0,65.6,,46.0,150.0,,,,,,46.0,61.3,,9.5,59.0,53.0,82.0,,19.8,,47.8,,,,38.0,45.7,9.0,6.6,,-13.0,91.0,,,,,,-13.0,2.3,,-49.5,0.0,-6.0,23.0,,-39.2,,-11.2,,,,-21.0,-13.3,True,,False,False,,,,,,False,True,,False,True,True,False,,False,,False,,,,False,False
19043,78,136.0,134.0,,64.0,166.0,,,,,,41.0,104.6,,60.9,89.8,71.0,88.0,,36.4,,73.4,,,,173.0,79.6,58.0,56.0,,-14.0,88.0,,,,,,-37.0,26.6,,-17.1,11.8,-7.0,10.0,,-41.6,,-4.6,,,,95.0,1.6,True,,True,False,,,,,,True,True,,True,True,True,True,,True,,True,,,,False,True
19045,415,696.0,700.2,,542.0,1186.0,,,,,,112.0,474.3,,654.0,421.8,279.0,421.0,,341.5,,972.8,,,,619.0,574.5,281.0,285.2,,127.0,771.0,,,,,,-303.0,59.3,,239.0,6.8,-136.0,6.0,,-73.5,,557.8,,,,204.0,159.5,False,,True,False,,,,,,False,True,,True,True,True,True,,True,,False,,,,True,True
19047,212,116.0,116.9,,98.0,143.0,,,,,,83.0,42.1,,45.5,133.1,184.0,63.0,,146.8,,54.2,,,,14.0,77.6,-96.0,-95.1,,-114.0,-69.0,,,,,,-129.0,-169.9,,-166.5,-78.9,-28.0,-149.0,,-65.2,,-157.8,,,,-198.0,-134.4,True,,False,True,,,,,,False,False,,False,True,True,False,,True,,False,,,,False,False
19049,575,456.0,453.0,,396.0,584.0,,,,,,319.0,212.3,,365.0,444.8,531.0,340.0,,427.9,,354.6,,,,507.0,353.4,-119.0,-122.0,,-179.0,9.0,,,,,,-256.0,-362.7,,-210.0,-130.2,-44.0,-235.0,,-147.1,,-220.4,,,,-68.0,-221.6,False,,False,True,,,,,,False,False,,False,False,True,False,,False,,False,,,,True,False
19051,49,56.0,53.1,,30.0,80.0,,,,,,17.0,27.8,,8.1,36.2,,15.0,,29.4,,34.2,,,,63.0,33.9,7.0,4.1,,-19.0,31.0,,,,,,-32.0,-21.2,,-40.9,-12.8,,-34.0,,-19.6,,-14.8,,,,14.0,-15.1,True,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,False
19053,26,12.0,11.2,,8.0,0.0,,,,,,12.0,17.5,,4.5,7.3,,7.0,,7.9,,17.2,,,,8.0,8.0,-14.0,-14.8,,-18.0,-26.0,,,,,,-14.0,-8.5,,-21.5,-18.7,,-19.0,,-18.1,,-8.8,,,,-18.0,-18.0,False,,False,False,,,,,,False,True,,False,False,,False,,False,,True,,,,False,False
19055,167,124.0,125.9,,73.0,191.0,,,,,,44.0,111.1,,50.2,79.0,62.0,80.0,,41.5,,127.9,,,,106.0,83.1,-43.0,-41.1,,-94.0,24.0,,,,,,-123.0,-55.9,,-116.8,-88.0,-105.0,-87.0,,-125.5,,-39.1,,,,-61.0,-83.9,True,,False,True,,,,,,False,False,,False,False,False,False,,False,,True,,,,False,False
19057,322,692.0,662.1,,521.0,1969.0,,,,,,229.0,295.6,,544.6,499.6,,568.0,,527.1,,505.2,,,,604.0,402.4,370.0,340.1,,199.0,1647.0,,,,,,-93.0,-26.4,,222.6,177.6,,246.0,,205.1,,183.2,,,,282.0,80.4,True,,True,False,,,,,,True,True,,True,True,,True,,True,,True,,,,True,True
19059,153,44.0,39.4,,34.0,28.0,,,,,,59.0,38.4,,8.5,44.6,85.0,30.0,,24.7,,68.3,,,,56.0,39.9,-109.0,-113.6,,-119.0,-125.0,,,,,,-94.0,-114.6,,-144.5,-108.4,-68.0,-123.0,,-128.3,,-84.7,,,,-97.0,-113.1,False,,False,False,,,,,,True,False,,False,True,True,False,,False,,True,,,,True,False
19061,861,416.0,403.0,,314.0,305.0,,,,,,296.0,532.4,,261.9,315.2,458.0,289.0,,304.3,,434.4,,,,340.0,413.9,-445.0,-458.0,,-547.0,-556.0,,,,,,-565.0,-328.6,,-599.1,-545.8,-403.0,-572.0,,-556.7,,-426.6,,,,-521.0,-447.1,False,,False,False,,,,,,False,True,,False,False,True,False,,False,,True,,,,False,False
19063,41,56.0,50.3,,30.0,29.0,,,,,,35.0,42.5,,14.5,25.5,53.0,51.0,,4.9,,88.3,,,,61.0,42.8,15.0,9.3,,-11.0,-12.0,,,,,,-6.0,1.5,,-26.5,-15.5,12.0,10.0,,-36.1,,47.3,,,,20.0,1.8,True,,True,True,,,,,,True,True,,False,False,True,True,,False,,False,,,,False,True
19065,66,92.0,83.4,,61.0,195.0,,,,,,66.0,91.7,,24.0,63.2,46.0,12.0,,52.3,,73.0,,,,105.0,50.6,26.0,17.4,,-5.0,129.0,,,,,,0.0,25.7,,-42.0,-2.8,-20.0,-54.0,,-13.7,,7.0,,,,39.0,-15.4,True,,True,False,,,,,,True,True,,False,True,True,False,,True,,True,,,,False,True
19067,114,24.0,29.5,,37.0,93.0,,,,,,76.0,74.9,,5.1,59.5,40.0,60.0,,31.8,,21.4,,,,10.0,37.2,-90.0,-84.5,,-77.0,-21.0,,,,,,-38.0,-39.1,,-108.9,-54.5,-74.0,-54.0,,-82.2,,-92.6,,,,-104.0,-76.8,True,,True,True,,,,,,True,True,,False,True,True,True,,True,,False,,,,False,True
19069,63,36.0,22.5,,45.0,68.0,,,,,,55.0,56.9,,9.8,43.9,,0.0,,45.0,,77.6,,,,23.0,52.3,-27.0,-40.5,,-18.0,5.0,,,,,,-8.0,-6.1,,-53.2,-19.1,,-63.0,,-18.0,,14.6,,,,-40.0,-10.7,False,,True,True,,,,,,True,True,,False,True,,False,,True,,True,,,,False,True
19071,31,36.0,41.4,,18.0,22.0,,,,,,20.0,27.9,,6.0,21.9,21.0,19.0,,8.2,,,,,,44.0,22.5,5.0,10.4,,-13.0,-9.0,,,,,,-11.0,-3.1,,-25.0,-9.1,-10.0,-12.0,,-22.8,,,,,,13.0,-8.5,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,,,,,False,False
19073,41,16.0,16.2,,8.0,0.0,,,,,,16.0,12.1,,6.2,5.2,19.0,6.0,,11.4,,7.4,,,,44.0,7.8,-25.0,-24.8,,-33.0,-41.0,,,,,,-25.0,-28.9,,-34.8,-35.8,-22.0,-35.0,,-29.6,,-33.6,,,,3.0,-33.2,True,,False,False,,,,,,False,False,,False,False,True,False,,False,,False,,,,True,False
19075,91,84.0,83.5,,57.0,114.0,,,,,,54.0,68.9,,37.0,62.2,48.0,,,56.4,,52.0,,,,116.0,47.3,-7.0,-7.5,,-34.0,23.0,,,,,,-37.0,-22.1,,-54.0,-28.8,-43.0,,,-34.6,,-39.0,,,,25.0,-43.7,False,,False,False,,,,,,False,False,,False,False,False,,,False,,False,,,,False,False
19077,60,44.0,37.2,,28.0,27.0,,,,,,26.0,57.4,,6.7,37.6,39.0,57.0,,33.2,,24.1,,,,46.0,32.8,-16.0,-22.8,,-32.0,-33.0,,,,,,-34.0,-2.6,,-53.3,-22.4,-21.0,-3.0,,-26.8,,-35.9,,,,-14.0,-27.2,False,,False,False,,,,,,False,True,,False,False,False,True,,False,,False,,,,True,False
19079,68,0.0,0.0,,20.0,60.0,,,,,,62.0,12.1,,2.5,29.3,,0.0,,57.0,,8.1,,,,0.0,28.9,-68.0,-68.0,,-48.0,-8.0,,,,,,-6.0,-55.9,,-65.5,-38.7,,-68.0,,-11.0,,-59.9,,,,-68.0,-39.1,False,,True,True,,,,,,True,True,,True,True,,False,,True,,True,,,,False,True
19081,69,24.0,25.4,,20.0,8.0,,,,,,44.0,30.8,,4.0,27.6,32.0,35.0,,0.0,,78.1,,,,33.0,25.7,-45.0,-43.6,,-49.0,-61.0,,,,,,-25.0,-38.2,,-65.0,-41.4,-37.0,-34.0,,-69.0,,9.1,,,,-36.0,-43.3,True,,False,False,,,,,,True,True,,False,True,True,True,,False,,True,,,,True,True
19083,67,68.0,62.7,,51.0,37.0,,,,,,79.0,84.7,,42.3,60.4,62.0,86.0,,38.5,,56.2,,,,87.0,52.0,1.0,-4.3,,-16.0,-30.0,,,,,,12.0,17.7,,-24.7,-6.6,-5.0,19.0,,-28.5,,-10.8,,,,20.0,-15.0,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19085,43,76.0,75.9,,47.0,83.0,,,,,,39.0,50.9,,36.4,53.1,46.0,39.0,,27.2,,92.4,,,,75.0,53.5,33.0,32.9,,4.0,40.0,,,,,,-4.0,7.9,,-6.6,10.1,3.0,-4.0,,-15.8,,49.4,,,,32.0,10.5,True,,True,False,,,,,,True,True,,True,True,True,True,,True,,False,,,,True,True
19087,401,216.0,218.2,,98.0,478.0,,,,,,71.0,100.7,,55.5,126.1,86.0,148.0,,33.8,,152.2,,,,195.0,186.1,-185.0,-182.8,,-303.0,77.0,,,,,,-330.0,-300.3,,-345.5,-274.9,-315.0,-253.0,,-367.2,,-248.8,,,,-206.0,-214.9,True,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
19089,99,108.0,106.5,,68.0,142.0,,,,,,32.0,35.3,,13.0,59.1,40.0,93.0,,281.8,,78.6,,,,127.0,75.1,9.0,7.5,,-31.0,43.0,,,,,,-67.0,-63.7,,-86.0,-39.9,-59.0,-6.0,,182.8,,-20.4,,,,28.0,-23.9,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,False
19091,75,0.0,0.0,,8.0,18.0,,,,,,31.0,14.9,,4.2,27.5,,0.0,,10.0,,11.3,,,,0.0,22.5,-75.0,-75.0,,-67.0,-57.0,,,,,,-44.0,-60.1,,-70.8,-47.5,,-75.0,,-65.0,,-63.7,,,,-75.0,-52.5,False,,True,True,,,,,,True,True,,True,True,,False,,True,,True,,,,False,True
19093,61,12.0,11.6,,4.0,0.0,,,,,,22.0,9.8,,2.0,4.9,,4.0,,4.2,,7.8,,,,6.0,7.7,-49.0,-49.4,,-57.0,-61.0,,,,,,-39.0,-51.2,,-59.0,-56.1,,-57.0,,-56.8,,-53.2,,,,-55.0,-53.3,False,,False,False,,,,,,True,False,,False,False,,False,,False,,False,,,,False,False
19095,76,36.0,34.5,,20.0,20.0,,,,,,54.0,34.2,,4.9,20.9,,17.0,,4.0,,48.9,,,,117.0,21.7,-40.0,-41.5,,-56.0,-56.0,,,,,,-22.0,-41.8,,-71.1,-55.1,,-59.0,,-72.0,,-27.1,,,,41.0,-54.3,False,,False,False,,,,,,True,False,,False,False,,False,,False,,True,,,,False,False
19097,116,44.0,35.4,,33.0,28.0,,,,,,31.0,93.7,,9.5,39.6,47.0,0.0,,32.0,,59.9,,,,34.0,44.3,-72.0,-80.6,,-83.0,-88.0,,,,,,-85.0,-22.3,,-106.5,-76.4,-69.0,-116.0,,-84.0,,-56.1,,,,-82.0,-71.7,False,,False,False,,,,,,False,True,,False,False,True,False,,False,,True,,,,False,True
19099,236,100.0,98.3,,87.0,167.0,,,,,,123.0,125.9,,38.1,97.4,123.0,91.0,,41.9,,80.7,,,,139.0,77.9,-136.0,-137.7,,-149.0,-69.0,,,,,,-113.0,-110.1,,-197.9,-138.6,-113.0,-145.0,,-194.1,,-155.3,,,,-97.0,-158.1,False,,False,True,,,,,,True,True,,False,False,True,False,,False,,False,,,,True,False
