,mean_rank
COVIDhub-ensemble,6.8
LNQ-ens1,6.9
CEID-Walk,6.9
COVIDhub-baseline,6.9
UCLA-SuEIR,7.5
IowaStateLW-STEM,7.5
JHU_IDD-CovidSP,7.7
JHUAPL-Bucky,8.1
OliverWyman-Navigator,8.5
USC-SI_kJalpha,8.5
UVA-Ensemble,9.2
CU-select,9.5
RobertWalraven-ESG,9.9
MITCovAlliance-SIR,10.0
LANL-GrowthRate,10.0
Yu_Group-CLEP,12.3
