,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17195,325,264.0,179.4,352.0,,,,59.5,342.6,,232.0,-61.0,-145.6,27.0,,,,-265.5,17.6,,-93.0,False,True,,,,False,True,,False
17197,4179,3894.0,1767.9,6645.0,,,,1987.5,5039.9,,4875.0,-285.0,-2411.1,2466.0,,,,-2191.5,860.9,,696.0,False,False,,,,False,False,,False
17199,908,438.0,536.5,507.0,,,,167.2,619.3,,545.0,-470.0,-371.5,-401.0,,,,-740.8,-288.7,,-363.0,True,True,,,,False,True,,True
17201,1446,654.0,441.8,294.0,,,,134.1,724.0,,464.0,-792.0,-1004.2,-1152.0,,,,-1311.9,-722.0,,-982.0,False,False,,,,False,True,,False
17203,241,330.0,,1190.0,,,,881.1,284.0,,1019.0,89.0,,949.0,,,,640.1,43.0,,778.0,,False,,,,False,True,,False
18001,144,102.0,,260.0,,,,128.8,95.8,,223.0,-42.0,,116.0,,,,-15.2,-48.2,,79.0,,False,,,,True,False,,False
18003,2086,1668.0,2043.0,2206.0,,,,1310.9,1559.3,,2019.0,-418.0,-43.0,120.0,,,,-775.1,-526.7,,-67.0,True,True,,,,False,False,,True
18005,365,318.0,161.2,335.0,,,,126.8,399.7,,318.0,-47.0,-203.8,-30.0,,,,-238.2,34.7,,-47.0,False,True,,,,False,True,,False
18007,28,6.0,,0.0,,,,14.0,6.5,,15.0,-22.0,,-28.0,,,,-14.0,-21.5,,-13.0,,False,,,,True,True,,True
18009,51,72.0,,131.0,,,,8.0,45.1,,160.0,21.0,,80.0,,,,-43.0,-5.9,,109.0,,False,,,,False,True,,False
18011,272,276.0,245.7,248.0,,,,111.5,477.6,,271.0,4.0,-26.3,-24.0,,,,-160.5,205.6,,-1.0,False,False,,,,False,False,,True
18013,29,24.0,,6.0,,,,7.3,25.7,,12.0,-5.0,,-23.0,,,,-21.7,-3.3,,-17.0,,False,,,,False,True,,False
18015,86,276.0,,673.0,,,,377.4,126.4,,693.0,190.0,,587.0,,,,291.4,40.4,,607.0,,False,,,,False,True,,False
18017,145,258.0,,0.0,,,,149.0,133.9,,48.0,113.0,,-145.0,,,,4.0,-11.1,,-97.0,,False,,,,True,True,,True
18019,899,840.0,377.7,543.0,,,,508.4,1209.1,,978.0,-59.0,-521.3,-356.0,,,,-390.6,310.1,,79.0,False,False,,,,False,False,,False
18021,176,132.0,,366.0,,,,48.8,142.4,,219.0,-44.0,,190.0,,,,-127.2,-33.6,,43.0,,False,,,,False,True,,True
18023,162,486.0,,1397.0,,,,177.0,244.8,,868.0,324.0,,1235.0,,,,15.0,82.8,,706.0,,False,,,,True,True,,False
18025,59,18.0,,23.0,,,,6.2,12.6,,20.0,-41.0,,-36.0,,,,-52.8,-46.4,,-39.0,,True,,,,False,False,,True
18027,375,144.0,,172.0,,,,44.0,404.1,,130.0,-231.0,,-203.0,,,,-331.0,29.1,,-245.0,,True,,,,False,True,,False
18029,125,240.0,,146.0,,,,95.0,201.6,,145.0,115.0,,21.0,,,,-30.0,76.6,,20.0,,True,,,,True,True,,True
18031,118,150.0,,377.0,,,,20.4,327.7,,200.0,32.0,,259.0,,,,-97.6,209.7,,82.0,,False,,,,False,False,,False
18033,212,96.0,,225.0,,,,10.7,119.3,,76.0,-116.0,,13.0,,,,-201.3,-92.7,,-136.0,,True,,,,False,True,,False
18035,1128,516.0,172.8,835.0,,,,257.2,646.8,,991.0,-612.0,-955.2,-293.0,,,,-870.8,-481.2,,-137.0,False,True,,,,False,True,,True
18037,253,426.0,,221.0,,,,102.9,196.6,,201.0,173.0,,-32.0,,,,-150.1,-56.4,,-52.0,,True,,,,True,True,,True
18039,1520,1410.0,591.7,1687.0,,,,881.8,1002.0,,751.0,-110.0,-928.3,167.0,,,,-638.2,-518.0,,-769.0,False,False,,,,False,False,,False
18041,231,216.0,,545.0,,,,44.8,261.7,,363.0,-15.0,,314.0,,,,-186.2,30.7,,132.0,,False,,,,False,False,,False
18043,528,642.0,279.2,560.0,,,,283.1,839.0,,551.0,114.0,-248.8,32.0,,,,-244.9,311.0,,23.0,False,True,,,,False,False,,True
18045,43,66.0,,116.0,,,,11.1,34.5,,66.0,23.0,,73.0,,,,-31.9,-8.5,,23.0,,False,,,,False,True,,False
18047,52,264.0,,475.0,,,,19.8,251.3,,289.0,212.0,,423.0,,,,-32.2,199.3,,237.0,,False,,,,True,True,,False
18049,66,150.0,,222.0,,,,51.5,159.9,,150.0,84.0,,156.0,,,,-14.5,93.9,,84.0,,False,,,,True,False,,False
18051,243,150.0,,114.0,,,,118.6,170.8,,88.0,-93.0,,-129.0,,,,-124.4,-72.2,,-155.0,,False,,,,False,True,,False
18053,341,180.0,371.6,48.0,,,,22.8,436.4,,81.0,-161.0,30.6,-293.0,,,,-318.2,95.4,,-260.0,True,False,,,,False,True,,False
18055,172,66.0,,129.0,,,,13.6,83.1,,55.0,-106.0,,-43.0,,,,-158.4,-88.9,,-117.0,,True,,,,False,True,,False
18057,1934,1662.0,691.3,2090.0,,,,1818.0,1754.1,,1503.0,-272.0,-1242.7,156.0,,,,-116.0,-179.9,,-431.0,False,True,,,,True,True,,False
18059,260,234.0,148.7,136.0,,,,63.8,137.0,,169.0,-26.0,-111.3,-124.0,,,,-196.2,-123.0,,-91.0,False,False,,,,False,False,,False
18061,229,270.0,,593.0,,,,149.3,478.8,,543.0,41.0,,364.0,,,,-79.7,249.8,,314.0,,False,,,,False,False,,False
18063,767,840.0,120.6,1683.0,,,,524.9,1121.9,,1266.0,73.0,-646.4,916.0,,,,-242.1,354.9,,499.0,False,False,,,,False,False,,False
18065,378,108.0,,109.0,,,,61.3,69.7,,77.0,-270.0,,-269.0,,,,-316.7,-308.3,,-301.0,,True,,,,False,False,,False
18067,386,516.0,301.5,649.0,,,,186.1,702.5,,525.0,130.0,-84.5,263.0,,,,-199.9,316.5,,139.0,True,False,,,,False,False,,False
18069,99,24.0,,0.0,,,,2.4,14.4,,5.0,-75.0,,-99.0,,,,-96.6,-84.6,,-94.0,,False,,,,False,False,,False
18071,147,228.0,,337.0,,,,86.8,122.5,,329.0,81.0,,190.0,,,,-60.2,-24.5,,182.0,,False,,,,True,True,,False
18073,146,210.0,,282.0,,,,80.3,236.9,,230.0,64.0,,136.0,,,,-65.7,90.9,,84.0,,False,,,,False,False,,False
18075,77,60.0,,151.0,,,,16.0,31.7,,340.0,-17.0,,74.0,,,,-61.0,-45.3,,263.0,,False,,,,False,False,,False
18077,81,72.0,,41.0,,,,11.4,52.1,,22.0,-9.0,,-40.0,,,,-69.6,-28.9,,-59.0,,False,,,,False,False,,False
18079,85,96.0,,275.0,,,,36.3,31.9,,212.0,11.0,,190.0,,,,-48.7,-53.1,,127.0,,False,,,,False,False,,False
18081,514,660.0,199.6,789.0,,,,374.7,669.3,,611.0,146.0,-314.4,275.0,,,,-139.3,155.3,,97.0,False,False,,,,True,False,,True
18083,325,150.0,,244.0,,,,94.0,207.1,,155.0,-175.0,,-81.0,,,,-231.0,-117.9,,-170.0,,True,,,,False,True,,True
18085,340,198.0,339.5,38.0,,,,38.4,65.0,,119.0,-142.0,-0.5,-302.0,,,,-301.6,-275.0,,-221.0,True,False,,,,False,False,,False
18087,72,108.0,,181.0,,,,14.5,58.7,,82.0,36.0,,109.0,,,,-57.5,-13.3,,10.0,,False,,,,False,True,,True
18089,2676,3012.0,2841.5,7254.0,,,,2303.9,2556.8,,2124.0,336.0,165.5,4578.0,,,,-372.1,-119.2,,-552.0,True,False,,,,False,True,,False
18091,462,456.0,307.6,555.0,,,,162.0,417.0,,579.0,-6.0,-154.4,93.0,,,,-300.0,-45.0,,117.0,False,False,,,,False,False,,False
18093,158,102.0,,145.0,,,,29.7,102.1,,131.0,-56.0,,-13.0,,,,-128.3,-55.9,,-27.0,,True,,,,False,True,,True
18095,622,660.0,30.9,1447.0,,,,350.9,800.7,,1726.0,38.0,-591.1,825.0,,,,-271.1,178.7,,1104.0,False,False,,,,False,False,,False
18097,4944,6738.0,952.1,11256.0,,,,3324.6,6266.0,,6495.0,1794.0,-3991.9,6312.0,,,,-1619.4,1322.0,,1551.0,False,False,,,,True,True,,True
18099,206,210.0,,124.0,,,,59.6,135.9,,92.0,4.0,,-82.0,,,,-146.4,-70.1,,-114.0,,False,,,,False,False,,False
18101,122,6.0,,0.0,,,,16.2,28.2,,2.0,-116.0,,-122.0,,,,-105.8,-93.8,,-120.0,,False,,,,True,True,,False
18103,153,78.0,,75.0,,,,27.8,91.0,,89.0,-75.0,,-78.0,,,,-125.2,-62.0,,-64.0,,False,,,,False,True,,True
18105,1622,432.0,726.7,245.0,,,,377.0,370.9,,241.0,-1190.0,-895.3,-1377.0,,,,-1245.0,-1251.1,,-1381.0,True,False,,,,False,False,,False
18107,150,96.0,,240.0,,,,13.4,65.0,,155.0,-54.0,,90.0,,,,-136.6,-85.0,,5.0,,False,,,,False,False,,True
18109,231,330.0,69.9,680.0,,,,157.0,449.8,,611.0,99.0,-161.1,449.0,,,,-74.0,218.8,,380.0,False,False,,,,True,False,,False
18111,52,54.0,,41.0,,,,8.7,31.4,,150.0,2.0,,-11.0,,,,-43.3,-20.6,,98.0,,False,,,,False,False,,False
18113,215,234.0,,229.0,,,,74.3,171.8,,183.0,19.0,,14.0,,,,-140.7,-43.2,,-32.0,,True,,,,False,False,,False
18115,16,108.0,,216.0,,,,8.8,88.3,,124.0,92.0,,200.0,,,,-7.2,72.3,,108.0,,False,,,,True,True,,False
18117,113,48.0,,53.0,,,,7.5,55.3,,47.0,-65.0,,-60.0,,,,-105.5,-57.7,,-66.0,,True,,,,False,True,,False
18119,77,54.0,,112.0,,,,12.7,134.4,,85.0,-23.0,,35.0,,,,-64.3,57.4,,8.0,,False,,,,False,False,,True
18121,46,30.0,,95.0,,,,4.2,9.0,,33.0,-16.0,,49.0,,,,-41.8,-37.0,,-13.0,,False,,,,False,False,,True
18123,22,84.0,,42.0,,,,16.7,56.2,,134.0,62.0,,20.0,,,,-5.3,34.2,,112.0,,True,,,,True,True,,False
18125,83,72.0,,182.0,,,,4.6,,,136.0,-11.0,,99.0,,,,-78.4,,,53.0,,False,,,,False,,,False
18127,739,900.0,513.3,967.0,,,,626.5,636.8,,887.0,161.0,-225.7,228.0,,,,-112.5,-102.2,,148.0,False,False,,,,True,True,,True
18129,124,96.0,,14.0,,,,26.0,134.1,,25.0,-28.0,,-110.0,,,,-98.0,10.1,,-99.0,,False,,,,False,True,,False
18131,38,48.0,,55.0,,,,11.1,24.5,,285.0,10.0,,17.0,,,,-26.9,-13.5,,247.0,,False,,,,False,False,,False
18133,235,414.0,,1443.0,,,,93.6,340.3,,1033.0,179.0,,1208.0,,,,-141.4,105.3,,798.0,,False,,,,True,True,,False
18135,90,96.0,,266.0,,,,31.4,57.0,,163.0,6.0,,176.0,,,,-58.6,-33.0,,73.0,,False,,,,False,False,,False
18137,80,78.0,,45.0,,,,53.0,56.0,,39.0,-2.0,,-35.0,,,,-27.0,-24.0,,-41.0,,False,,,,False,False,,False
18139,75,0.0,,36.0,,,,11.3,2.1,,0.0,-75.0,,-39.0,,,,-63.7,-72.9,,-75.0,,True,,,,True,True,,False
18141,2584,2112.0,1221.2,2838.0,,,,1525.8,2344.0,,1907.0,-472.0,-1362.8,254.0,,,,-1058.2,-240.0,,-677.0,False,True,,,,False,True,,False
18143,87,132.0,,108.0,,,,32.3,124.5,,82.0,45.0,,21.0,,,,-54.7,37.5,,-5.0,,True,,,,False,True,,True
18145,117,228.0,,516.0,,,,48.6,168.3,,504.0,111.0,,399.0,,,,-68.4,51.3,,387.0,,False,,,,True,True,,False
18147,84,126.0,,113.0,,,,47.5,157.6,,72.0,42.0,,29.0,,,,-36.5,73.6,,-12.0,,True,,,,True,False,,True
18149,76,96.0,,94.0,,,,25.3,75.5,,87.0,20.0,,18.0,,,,-50.7,-0.5,,11.0,,True,,,,False,True,,True
18151,158,72.0,,60.0,,,,15.1,61.2,,31.0,-86.0,,-98.0,,,,-142.9,-96.8,,-127.0,,False,,,,False,False,,False
18153,215,234.0,,676.0,,,,220.4,116.6,,780.0,19.0,,461.0,,,,5.4,-98.4,,565.0,,False,,,,True,False,,False
18155,22,18.0,,35.0,,,,9.7,5.2,,57.0,-4.0,,13.0,,,,-12.3,-16.8,,35.0,,False,,,,False,False,,False
18157,995,624.0,778.2,779.0,,,,464.4,537.2,,780.0,-371.0,-216.8,-216.0,,,,-530.6,-457.8,,-215.0,True,True,,,,False,False,,True
18159,78,210.0,,298.0,,,,37.3,204.9,,178.0,132.0,,220.0,,,,-40.7,126.9,,100.0,,False,,,,True,True,,True
18161,38,66.0,,,,,,5.1,60.1,,92.0,28.0,,,,,,-32.9,22.1,,54.0,,,,,,False,True,,False
18163,1349,1458.0,4110.9,1177.0,,,,1513.7,1327.4,,980.0,109.0,2761.9,-172.0,,,,164.7,-21.6,,-369.0,False,False,,,,False,True,,False
18165,77,90.0,,277.0,,,,7.4,43.6,,316.0,13.0,,200.0,,,,-69.6,-33.4,,239.0,,False,,,,False,False,,False
18167,1138,990.0,383.8,1847.0,,,,476.6,1192.1,,2056.0,-148.0,-754.2,709.0,,,,-661.4,54.1,,918.0,False,False,,,,False,True,,False
18169,95,60.0,,66.0,,,,8.7,68.9,,59.0,-35.0,,-29.0,,,,-86.3,-26.1,,-36.0,,True,,,,False,True,,False
18171,18,18.0,,0.0,,,,1.7,9.6,,27.0,0.0,,-18.0,,,,-16.3,-8.4,,9.0,,False,,,,False,False,,False
18173,540,546.0,455.3,680.0,,,,329.9,481.4,,494.0,6.0,-84.7,140.0,,,,-210.1,-58.6,,-46.0,False,False,,,,False,False,,False
18175,119,192.0,,411.0,,,,67.9,235.7,,414.0,73.0,,292.0,,,,-51.1,116.7,,295.0,,False,,,,True,False,,False
18177,369,330.0,339.0,206.0,,,,194.1,285.7,,321.0,-39.0,-30.0,-163.0,,,,-174.9,-83.3,,-48.0,True,False,,,,False,False,,False
18179,85,198.0,,427.0,,,,183.2,289.8,,374.0,113.0,,342.0,,,,98.2,204.8,,289.0,,False,,,,True,False,,False
18181,118,102.0,,136.0,,,,35.5,45.6,,75.0,-16.0,,18.0,,,,-82.5,-72.4,,-43.0,,False,,,,False,False,,False
18183,97,42.0,,43.0,,,,4.8,21.1,,20.0,-55.0,,-54.0,,,,-92.2,-75.9,,-77.0,,True,,,,False,False,,False
19001,39,54.0,,0.0,,,,3.4,34.5,,292.0,15.0,,-39.0,,,,-35.6,-4.5,,253.0,,False,,,,False,True,,False
19003,12,0.0,,0.0,,,,0.8,,,1.0,-12.0,,-12.0,,,,-11.2,,,-11.0,,False,,,,True,,,True
19005,90,30.0,,,,,,2.4,47.0,,43.0,-60.0,,,,,,-87.6,-43.0,,-47.0,,,,,,False,True,,True
19007,72,48.0,,58.0,,,,4.3,80.1,,73.0,-24.0,,-14.0,,,,-67.7,8.1,,1.0,,True,,,,False,True,,True
19009,35,0.0,,0.0,,,,1.3,6.1,,0.0,-35.0,,-35.0,,,,-33.7,-28.9,,-35.0,,False,,,,True,True,,False
19011,126,96.0,,196.0,,,,12.2,51.9,,116.0,-30.0,,70.0,,,,-113.8,-74.1,,-10.0,,False,,,,False,False,,True
19013,1221,786.0,501.6,843.0,,,,597.6,713.7,,443.0,-435.0,-719.4,-378.0,,,,-623.4,-507.3,,-778.0,False,True,,,,False,False,,False
19015,207,162.0,,148.0,,,,44.8,146.6,,169.0,-45.0,,-59.0,,,,-162.2,-60.4,,-38.0,,False,,,,False,False,,True
19017,239,222.0,,293.0,,,,61.1,716.6,,303.0,-17.0,,54.0,,,,-177.9,477.6,,64.0,,False,,,,False,False,,False
19019,111,114.0,,162.0,,,,14.6,89.6,,106.0,3.0,,51.0,,,,-96.4,-21.4,,-5.0,,False,,,,False,False,,False
19021,150,48.0,,,,,,7.1,50.7,,0.0,-102.0,,,,,,-142.9,-99.3,,-150.0,,,,,,False,True,,False
19023,138,60.0,,59.0,,,,16.1,110.7,,27.0,-78.0,,-79.0,,,,-121.9,-27.3,,-111.0,,False,,,,False,True,,False
19025,116,12.0,,2.0,,,,25.9,36.3,,3.0,-104.0,,-114.0,,,,-90.1,-79.7,,-113.0,,False,,,,True,True,,False
19027,442,72.0,,43.0,,,,24.7,85.9,,23.0,-370.0,,-399.0,,,,-417.3,-356.1,,-419.0,,False,,,,False,True,,False
19029,80,168.0,,302.0,,,,9.3,99.8,,385.0,88.0,,222.0,,,,-70.7,19.8,,305.0,,False,,,,True,True,,False
19031,88,72.0,,93.0,,,,10.6,47.7,,107.0,-16.0,,5.0,,,,-77.4,-40.3,,19.0,,True,,,,False,False,,False
19033,406,186.0,,15.0,,,,246.8,65.5,,57.0,-220.0,,-391.0,,,,-159.2,-340.5,,-349.0,,False,,,,True,False,,False
19035,105,66.0,,24.0,,,,18.0,58.0,,174.0,-39.0,,-81.0,,,,-87.0,-47.0,,69.0,,False,,,,False,False,,False
19037,153,24.0,,27.0,,,,9.5,23.6,,21.0,-129.0,,-126.0,,,,-143.5,-129.4,,-132.0,,True,,,,False,False,,False
19039,59,126.0,,114.0,,,,14.8,98.3,,114.0,67.0,,55.0,,,,-44.2,39.3,,55.0,,True,,,,True,True,,True
19041,104,96.0,,44.0,,,,32.5,98.1,,321.0,-8.0,,-60.0,,,,-71.5,-5.9,,217.0,,False,,,,False,True,,False
19043,126,54.0,,83.0,,,,5.0,18.0,,21.0,-72.0,,-43.0,,,,-121.0,-108.0,,-105.0,,True,,,,False,False,,False
19045,683,450.0,,572.0,,,,742.5,236.1,,408.0,-233.0,,-111.0,,,,59.5,-446.9,,-275.0,,True,,,,True,False,,False
19047,268,102.0,,120.0,,,,6.9,66.6,,54.0,-166.0,,-148.0,,,,-261.1,-201.4,,-214.0,,True,,,,False,False,,False
19049,797,666.0,223.2,761.0,,,,333.6,566.7,,594.0,-131.0,-573.8,-36.0,,,,-463.4,-230.3,,-203.0,False,True,,,,False,False,,False
19051,70,36.0,,22.0,,,,7.1,26.3,,131.0,-34.0,,-48.0,,,,-62.9,-43.7,,61.0,,False,,,,False,False,,False
19053,35,12.0,,0.0,,,,2.9,8.5,,6.0,-23.0,,-35.0,,,,-32.1,-26.5,,-29.0,,False,,,,False,False,,False
19055,218,144.0,,210.0,,,,136.9,128.1,,272.0,-74.0,,-8.0,,,,-81.1,-89.9,,54.0,,True,,,,False,False,,True
19057,568,186.0,,322.0,,,,88.0,130.5,,310.0,-382.0,,-246.0,,,,-480.0,-437.5,,-258.0,,True,,,,False,False,,True
19059,175,36.0,,13.0,,,,3.1,87.1,,16.0,-139.0,,-162.0,,,,-171.9,-87.9,,-159.0,,False,,,,False,True,,False
19061,1095,972.0,1830.7,1411.0,,,,797.6,935.5,,652.0,-123.0,735.7,316.0,,,,-297.4,-159.5,,-443.0,False,False,,,,False,False,,False
19063,62,78.0,,135.0,,,,26.3,189.0,,21.0,16.0,,73.0,,,,-35.7,127.0,,-41.0,,False,,,,False,False,,False
19065,106,30.0,,27.0,,,,7.8,19.3,,13.0,-76.0,,-79.0,,,,-98.2,-86.7,,-93.0,,False,,,,False,False,,False
19067,157,222.0,,590.0,,,,135.5,124.0,,383.0,65.0,,433.0,,,,-21.5,-33.0,,226.0,,False,,,,True,True,,False
19069,102,162.0,,206.0,,,,49.5,160.8,,62.0,60.0,,104.0,,,,-52.5,58.8,,-40.0,,False,,,,True,True,,True
19071,43,42.0,,53.0,,,,4.1,,,34.0,-1.0,,10.0,,,,-38.9,,,-9.0,,False,,,,False,,,False
19073,47,18.0,,0.0,,,,7.7,21.1,,84.0,-29.0,,-47.0,,,,-39.3,-25.9,,37.0,,False,,,,False,True,,False
19075,122,42.0,,42.0,,,,9.9,29.2,,21.0,-80.0,,-80.0,,,,-112.1,-92.8,,-101.0,,False,,,,False,False,,False
19077,86,36.0,,6.0,,,,3.2,54.6,,12.0,-50.0,,-80.0,,,,-82.8,-31.4,,-74.0,,False,,,,False,True,,False
19079,93,48.0,,47.0,,,,2.5,54.5,,16.0,-45.0,,-46.0,,,,-90.5,-38.5,,-77.0,,False,,,,False,True,,False
19081,83,48.0,,47.0,,,,3.4,189.9,,15.0,-35.0,,-36.0,,,,-79.6,106.9,,-68.0,,False,,,,False,False,,False
19083,100,96.0,,127.0,,,,42.2,25.4,,35.0,-4.0,,27.0,,,,-57.8,-74.6,,-65.0,,False,,,,False,False,,False
19085,72,66.0,,87.0,,,,15.4,64.4,,80.0,-6.0,,15.0,,,,-56.6,-7.6,,8.0,,False,,,,False,False,,False
19087,483,54.0,,107.0,,,,15.4,52.5,,107.0,-429.0,,-376.0,,,,-467.6,-430.5,,-376.0,,True,,,,False,False,,True
19089,133,6.0,,0.0,,,,4.5,19.2,,3.0,-127.0,,-133.0,,,,-128.5,-113.8,,-130.0,,False,,,,False,True,,False
19091,104,114.0,,154.0,,,,71.5,75.5,,141.0,10.0,,50.0,,,,-32.5,-28.5,,37.0,,False,,,,False,False,,False
19093,69,0.0,,0.0,,,,1.5,8.0,,0.0,-69.0,,-69.0,,,,-67.5,-61.0,,-69.0,,False,,,,True,True,,False
19095,88,42.0,,109.0,,,,9.0,27.1,,34.0,-46.0,,21.0,,,,-79.0,-60.9,,-54.0,,True,,,,False,False,,False
19097,145,102.0,,44.0,,,,30.6,134.1,,57.0,-43.0,,-101.0,,,,-114.4,-10.9,,-88.0,,False,,,,False,True,,False
19099,280,138.0,,469.0,,,,48.0,95.7,,92.0,-142.0,,189.0,,,,-232.0,-184.3,,-188.0,,False,,,,False,False,,False
19101,51,42.0,,61.0,,,,13.5,38.7,,59.0,-9.0,,10.0,,,,-37.5,-12.3,,8.0,,False,,,,False,False,,True
19103,2918,996.0,1204.1,1123.0,,,,923.3,720.7,,864.0,-1922.0,-1713.9,-1795.0,,,,-1994.7,-2197.3,,-2054.0,True,True,,,,False,False,,False
19105,114,48.0,,22.0,,,,5.3,56.2,,16.0,-66.0,,-92.0,,,,-108.7,-57.8,,-98.0,,False,,,,False,True,,False
19107,59,24.0,,0.0,,,,3.1,25.4,,86.0,-35.0,,-59.0,,,,-55.9,-33.6,,27.0,,False,,,,False,True,,True
19109,130,72.0,,26.0,,,,15.3,101.5,,196.0,-58.0,,-104.0,,,,-114.7,-28.5,,66.0,,False,,,,False,True,,False
19111,481,150.0,,475.0,,,,57.4,75.7,,155.0,-331.0,,-6.0,,,,-423.6,-405.3,,-326.0,,True,,,,False,False,,True
19113,1414,1704.0,549.2,1967.0,,,,2186.1,1505.8,,1772.0,290.0,-864.8,553.0,,,,772.1,91.8,,358.0,False,False,,,,False,True,,False
19115,51,6.0,,0.0,,,,0.2,10.2,,0.0,-45.0,,-51.0,,,,-50.8,-40.8,,-51.0,,False,,,,False,True,,False
19117,76,126.0,,193.0,,,,13.4,78.7,,285.0,50.0,,117.0,,,,-62.6,2.7,,209.0,,False,,,,False,True,,False
19119,128,84.0,,80.0,,,,12.4,173.8,,48.0,-44.0,,-48.0,,,,-115.6,45.8,,-80.0,,False,,,,False,False,,False
19121,85,132.0,,186.0,,,,39.1,82.0,,193.0,47.0,,101.0,,,,-45.9,-3.0,,108.0,,False,,,,True,True,,False
19123,197,24.0,,30.0,,,,0.6,13.2,,58.0,-173.0,,-167.0,,,,-196.4,-183.8,,-139.0,,True,,,,False,False,,True
19125,538,126.0,,123.0,,,,54.9,84.5,,78.0,-412.0,,-415.0,,,,-483.1,-453.5,,-460.0,,False,,,,False,False,,False
19127,321,342.0,,182.0,,,,89.6,231.9,,107.0,21.0,,-139.0,,,,-231.4,-89.1,,-214.0,,False,,,,False,False,,False
19129,77,60.0,,86.0,,,,15.1,111.4,,66.0,-17.0,,9.0,,,,-61.9,34.4,,-11.0,,True,,,,False,False,,True
19131,107,12.0,,0.0,,,,29.3,35.7,,2.0,-95.0,,-107.0,,,,-77.7,-71.3,,-105.0,,False,,,,True,True,,False
19133,42,6.0,,0.0,,,,19.9,28.5,,2.0,-36.0,,-42.0,,,,-22.1,-13.5,,-40.0,,False,,,,True,True,,False
19135,74,36.0,,17.0,,,,7.3,31.9,,57.0,-38.0,,-57.0,,,,-66.7,-42.1,,-17.0,,False,,,,False,False,,True
19137,31,96.0,,96.0,,,,5.0,,,101.0,65.0,,65.0,,,,-26.0,,,70.0,,False,,,,True,,,False
19139,214,186.0,,248.0,,,,45.0,159.8,,123.0,-28.0,,34.0,,,,-169.0,-54.2,,-91.0,,False,,,,False,False,,False
19141,161,126.0,,148.0,,,,11.3,66.3,,217.0,-35.0,,-13.0,,,,-149.7,-94.7,,56.0,,True,,,,False,False,,False
19143,43,36.0,,0.0,,,,11.8,16.5,,56.0,-7.0,,-43.0,,,,-31.2,-26.5,,13.0,,False,,,,False,False,,False
19145,51,138.0,,194.0,,,,7.9,146.8,,98.0,87.0,,143.0,,,,-43.1,95.8,,47.0,,False,,,,True,False,,True
19147,78,60.0,,41.0,,,,28.4,40.7,,39.0,-18.0,,-37.0,,,,-49.6,-37.3,,-39.0,,False,,,,False,False,,False
19149,578,102.0,,95.0,,,,21.0,70.1,,54.0,-476.0,,-483.0,,,,-557.0,-507.9,,-524.0,,False,,,,False,False,,False
19151,65,12.0,,0.0,,,,0.5,50.0,,6.0,-53.0,,-65.0,,,,-64.5,-15.0,,-59.0,,False,,,,False,True,,False
19153,5004,3684.0,2818.5,4492.0,,,,1575.6,3355.8,,2882.0,-1320.0,-2185.5,-512.0,,,,-3428.4,-1648.2,,-2122.0,False,True,,,,False,False,,False
19155,662,660.0,415.5,438.0,,,,179.1,765.8,,615.0,-2.0,-246.5,-224.0,,,,-482.9,103.8,,-47.0,False,False,,,,False,False,,False
19157,89,72.0,,123.0,,,,13.0,112.3,,99.0,-17.0,,34.0,,,,-76.0,23.3,,10.0,,False,,,,False,False,,True
19159,22,0.0,,0.0,,,,4.4,7.1,,0.0,-22.0,,-22.0,,,,-17.6,-14.9,,-22.0,,False,,,,True,True,,False
19161,125,18.0,,0.0,,,,16.0,28.1,,34.0,-107.0,,-125.0,,,,-109.0,-96.9,,-91.0,,False,,,,False,True,,True
19163,1049,840.0,2509.4,1604.0,,,,541.2,487.7,,687.0,-209.0,1460.4,555.0,,,,-507.8,-561.3,,-362.0,False,False,,,,False,False,,False
19165,61,162.0,,126.0,,,,53.0,88.8,,131.0,101.0,,65.0,,,,-8.0,27.8,,70.0,,True,,,,True,True,,True
19167,695,222.0,,253.0,,,,84.4,133.5,,179.0,-473.0,,-442.0,,,,-610.6,-561.5,,-516.0,,True,,,,False,False,,False
19169,2119,354.0,618.2,157.0,,,,236.2,245.4,,223.0,-1765.0,-1500.8,-1962.0,,,,-1882.8,-1873.6,,-1896.0,True,False,,,,False,False,,False
19171,138,84.0,,100.0,,,,14.5,72.0,,48.0,-54.0,,-38.0,,,,-123.5,-66.0,,-90.0,,True,,,,False,False,,False
19173,21,30.0,,0.0,,,,8.8,26.2,,14.0,9.0,,-21.0,,,,-12.2,5.2,,-7.0,,False,,,,False,True,,True
