,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Bulgaria,126,110.0,113.0,56.6,-16.0,-13.0,-69.4,True,False
Canada,6466,6902.0,5558.0,5164.9,436.0,-908.0,-1301.1,False,False
Croatia,99,85.9,118.0,56.2,-13.1,19.0,-42.8,False,False
Cyprus,17,21.7,23.0,18.7,4.7,6.0,1.7,False,True
Estonia,64,83.7,82.0,86.5,19.7,18.0,22.5,True,False
Finland,306,560.3,411.0,456.8,254.3,105.0,150.8,True,True
France,28335,35024.6,31206.0,24717.9,6689.6,2871.0,-3617.1,True,True
Germany,8261,11337.4,10172.0,6935.2,3076.4,1911.0,-1325.8,True,True
Greece,171,215.0,189.0,138.6,44.0,18.0,-32.4,True,True
Hungary,482,592.1,524.0,308.6,110.1,42.0,-173.4,True,False
Ireland,1604,2926.9,2010.0,1458.1,1322.9,406.0,-145.9,True,True
Italy,32735,38153.7,34554.0,27424.5,5418.7,1819.0,-5310.5,True,True
Latvia,22,39.0,31.0,339.8,17.0,9.0,317.8,True,False
Luxembourg,109,145.9,122.0,139.6,36.9,13.0,30.6,True,True
Portugal,1302,1632.0,1596.0,1015.0,330.0,294.0,-287.0,True,True
Romania,1176,1267.0,1225.0,651.6,91.0,49.0,-524.4,True,False
Slovakia,28,41.1,33.0,24.9,13.1,5.0,-3.1,True,True
Slovenia,106,112.9,114.0,84.9,6.9,8.0,-21.1,False,False
Spain,28678,33747.0,28630.0,26341.6,5069.0,-48.0,-2336.4,True,True
Sweden,4360,4716.6,4305.0,7470.9,356.6,-55.0,3110.9,True,False
United Kingdom,35660,38918.7,32527.0,34880.5,3258.7,-3133.0,-779.5,True,True
