,total_deaths_2021-01-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,381069,520264.0,525162,145935.0,144093,1842.0,1.3%
Covid19Sim-Simulator,381069,523383.0,525162,149054.0,144093,4961.0,3.4%
COVIDhub-baseline,381069,550326.1,525162,175997.1,144093,31904.1,22.1%
Baseline,381069,552552.6,525162,178223.6,144093,34130.6,23.7%
Columbia_UNC-SurvCon,381069,555913.0,525162,181584.0,144093,37491.0,26.0%
JHUAPL-Bucky,381069,479348.5,525162,105019.5,144093,-39073.5,-27.1%
UCLA-SuEIR,381069,473799.6,525162,99470.6,144093,-44622.4,-31.0%
IBF-TimeSeries,381069,570440.0,525162,196111.0,144093,52018.0,36.1%
WalmartLabsML-LogForecasting,381069,432833.0,525162,58504.0,144093,-85589.0,-59.4%
AIpert-pwllnod,381069,635978.0,525162,261649.0,144093,117556.0,81.6%
MITCovAlliance-SIR,381069,,525162,,144093,,
