,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,10149,4336.9,6579.6,8407.7,3908.0,,-5812.1,-3569.4,-1741.3,-6241.0,,True,True,False,
Alaska,305,86.9,429.3,352.8,,,-218.1,124.3,47.8,,,True,True,,
Arizona,16323,6760.3,7946.3,8000.6,6528.0,,-9562.7,-8376.7,-8322.4,-9795.0,,True,True,False,
Arkansas,5297,3848.6,4539.0,4398.3,4112.0,,-1448.4,-758.0,-898.7,-1185.0,,True,True,True,
California,54134,24504.9,29829.4,43056.9,20936.0,,-29629.1,-24304.6,-11077.1,-33198.0,,True,True,False,
Colorado,5986,3109.3,5502.1,7541.2,2810.0,,-2876.7,-483.9,1555.2,-3176.0,,True,True,False,
Connecticut,7704,5237.0,6202.0,5811.7,4794.0,,-2467.0,-1502.0,-1892.3,-2910.0,,True,True,False,
Delaware,1464,982.7,952.1,1232.3,798.0,,-446.3,-476.9,-196.7,-631.0,,False,True,False,
District of Columbia,1030,660.9,802.6,1099.9,674.0,,-369.1,-227.4,69.9,-356.0,,True,True,True,
Florida,31620,25141.0,26925.6,30463.5,21955.0,,-6479.0,-4694.4,-1156.5,-9665.0,,True,True,False,
Georgia,17905,11033.6,12774.0,15198.9,10358.0,,-6871.4,-5131.0,-2706.1,-7547.0,,True,True,False,
Hawaii,443,683.4,571.7,891.4,,,240.4,128.7,448.4,,,True,False,,
Idaho,1879,1421.6,1666.7,1670.8,1131.0,,-457.4,-212.3,-208.2,-748.0,,True,True,False,
Illinois,23003,15451.0,22075.0,20093.8,13266.0,,-7552.0,-928.0,-2909.2,-9737.0,,True,True,False,
Indiana,12726,7769.4,10938.9,10008.3,7083.0,,-4822.6,-1653.1,-2583.7,-5509.0,,True,True,False,
Iowa,5552,3577.3,4082.6,4589.9,2912.0,,-1974.7,-1469.4,-962.1,-2640.0,,True,True,False,
Kansas,4768,2785.1,2950.5,4454.1,1931.0,,-1963.9,-1798.5,-294.9,-2818.0,,True,True,False,
Kentucky,4806,3085.3,3431.7,4371.9,2709.0,,-1720.7,-1374.3,-434.1,-2097.0,,True,True,False,
Louisiana,9716,7477.6,7665.3,9203.7,7353.0,,-2238.4,-2050.7,-512.3,-2363.0,,True,True,False,
Maine,704,146.0,175.4,288.6,205.0,,-558.0,-528.6,-415.4,-499.0,,True,True,True,
Maryland,7941,5208.6,5127.1,7995.0,4493.0,95487.0,-2732.4,-2813.9,54.0,-3448.0,87546.0,False,True,False,False
Massachusetts,16374,12258.9,14758.5,14520.5,11466.0,,-4115.1,-1615.5,-1853.5,-4908.0,,True,True,False,
Michigan,16658,10954.0,14689.0,14762.0,10930.0,,-5704.0,-1969.0,-1896.0,-5728.0,,True,True,False,
Minnesota,6614,4570.6,8209.3,6335.2,4958.0,,-2043.4,1595.3,-278.8,-1656.0,,True,True,True,
Mississippi,6805,4839.0,4749.5,5450.6,4560.0,,-1966.0,-2055.5,-1354.4,-2245.0,,False,True,False,
Missouri,8512,7119.4,8425.4,7223.7,5040.0,,-1373.6,-67.6,-1269.3,-3453.0,,True,True,False,
Montana,1379,1353.0,1744.9,1376.9,960.0,,-26.0,365.9,-2.1,-419.0,,False,True,False,
Nebraska,2113,1501.1,1986.8,1894.6,1346.0,,-611.9,-126.2,-218.4,-767.0,,True,True,False,
