,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Nevada,5036,2385.1,3304.9,4478.5,2338.0,,-2646.9,-1727.1,-553.5,-2694.0,,True,True,False,
New Hampshire,1181,605.0,1105.4,4213.4,634.0,,-576.0,-75.6,3032.4,-547.0,,True,False,True,
New Jersey,23557,17680.4,25241.7,18449.4,16863.0,,-5876.6,1684.7,-5107.6,-6694.0,,True,True,False,
New Mexico,3796,1589.3,2931.1,3223.7,1364.0,,-2206.7,-864.9,-572.3,-2432.0,,True,True,False,
New York,48247,34647.7,38014.5,43536.1,34243.0,,-13379.3,-10012.5,-4490.9,-13784.0,,True,True,False,
North Carolina,11502,8362.1,8351.4,11440.9,7676.0,,-3139.9,-3150.6,-61.1,-3826.0,,False,True,False,
North Dakota,1479,1436.6,2245.9,1259.3,1586.0,,-42.4,766.9,-219.7,107.0,,False,False,False,
Ohio,18295,7827.1,9982.5,13026.3,8240.0,,-10632.9,-8477.5,-5433.7,-10220.0,,True,True,True,
Oklahoma,4534,2719.9,2588.2,3912.3,2607.0,,-1814.1,-1945.8,-621.7,-1927.0,,False,True,False,
Oregon,2296,1275.3,1304.6,3474.0,956.0,,-1020.7,-991.4,1178.0,-1340.0,,True,False,False,
Pennsylvania,24306,12079.0,15812.5,19996.9,11414.0,,-12227.0,-8493.5,-4309.1,-12892.0,,True,True,False,
Rhode Island,2541,1648.4,2910.4,1983.4,1472.0,,-876.6,385.4,-541.6,-1053.0,,True,True,False,
South Carolina,8719,6668.3,5705.6,7299.9,4952.0,,-2050.7,-3013.4,-1419.1,-3767.0,,False,True,False,
South Dakota,1898,1355.6,1819.8,1069.3,1114.0,,-542.4,-78.2,-828.7,-784.0,,True,False,False,
Tennessee,11543,7317.3,9164.8,8385.2,6604.0,,-4225.7,-2378.2,-3157.8,-4939.0,,True,True,False,
Texas,45249,27195.0,26396.6,35647.7,26484.0,49009.0,-17748.0,-18546.4,-9295.3,-18459.0,4066.0,False,True,False,True
Utah,1975,1118.9,2034.6,3478.6,1328.0,,-856.1,59.6,1503.6,-647.0,,True,False,True,
Vermont,208,58.0,81.3,70.4,58.0,,-150.0,-126.7,-137.6,-150.0,,True,True,False,
Virginia,9519,6309.3,5741.8,7090.8,5265.0,,-3205.7,-3773.2,-2424.2,-4250.0,,False,True,False,
Washington,5041,3370.9,3826.0,5896.3,3105.0,,-1681.1,-1226.0,844.3,-1947.0,,True,True,False,
West Virginia,2323,858.7,1034.8,1326.3,1018.0,,-1464.3,-1288.2,-996.7,-1305.0,,True,True,True,
Wisconsin,7103,5624.9,5612.8,7443.7,5091.0,,-1175.1,-1187.2,643.7,-1709.0,,False,True,False,
Wyoming,682,275.4,541.8,241.4,156.0,,-406.6,-140.2,-440.6,-526.0,,True,False,False,
US,525162,329980.4,515990.1,447638.6,310485.0,304455.0,-194295.6,-8285.9,-76637.4,-213791.0,-219821.0,True,True,False,False
