,count,mean,median,std,min,25%,75%,max
CovidAnalytics-DELPHI,51,89128.1,961.0,502192.7,9.0,420.5,13572.5,3587236.0
AIpert-pwllnod,50,96938.9,2713.7,319007.5,0.0,319.9,20899.0,1720774.8
MOBS-GLEAM_COVID,50,111076.7,868.9,513626.2,1.1,85.4,14301.9,3560313.4
UCSD_NEU-DeepGLEAM,50,111667.7,1123.5,512024.5,2.4,220.4,14311.3,3542447.4
Baseline,51,112944.1,5329.0,452896.0,0.1,188.8,15406.6,2545848.2
MIT_CritData-GBCF,51,129714.4,1681.0,574339.6,1.0,212.5,7160.5,3713329.0
JHU_CSSE-DECOM,51,130628.1,4096.0,609263.7,0.0,156.5,13225.0,3728761.0
IowaStateLW-STEM,49,132319.9,2304.0,587405.2,0.0,308.5,12882.5,3598609.0
COVIDhub-trained_ensemble,51,135153.9,2401.0,589319.3,0.0,170.0,10922.5,3579664.0
Microsoft-DeepSTIA,51,138826.9,2504.1,586691.9,0.5,180.7,5225.4,3374896.8
Karlen-pypm,51,139401.3,3136.0,663484.6,0.2,203.1,12269.0,3862404.1
BPagano-RtDriven,51,139796.5,3639.0,601746.7,2.1,427.0,8658.0,3851457.3
COVIDhub-baseline,51,143818.8,5204.0,582401.8,0.0,255.9,40712.4,3686445.8
COVIDhub-ensemble,51,150160.5,1444.0,645661.2,0.0,200.0,8378.5,3678724.0
LNQ-ens1,51,151597.7,1027.9,610803.8,3.1,196.2,6812.8,3160901.3
Google_Harvard-CPF,51,156382.6,1135.2,675556.4,3.8,97.6,7866.5,3433909.4
PSI-DRAFT,51,156577.6,1849.0,571976.9,1.0,182.5,47997.0,3873024.0
OliverWyman-Navigator,51,160090.7,2769.0,578207.4,0.0,183.6,16507.8,3587542.3
IUPUI-HkPrMobiDyR,50,161115.7,4678.6,684892.7,0.0,98.3,37432.2,3758945.4
CEID-Walk,51,161168.4,6336.3,634745.4,8.2,575.9,36278.0,3593397.9
UMass-MechBayes,51,164162.0,1764.0,649833.0,1.0,272.5,12010.5,3207681.0
UMich-RidgeTfReg,44,166495.1,2523.2,704947.3,1.2,599.7,16404.8,3637454.6
USC-SI_kJalpha,51,168243.9,2209.0,713396.5,1.0,110.5,11453.0,4397409.0
GT-DeepCOVID,48,169389.4,2339.5,665314.4,0.2,235.7,9314.3,3500106.3
DDS-NBDS,51,169965.3,5406.1,416314.5,6.3,203.2,117523.3,2435787.0
UA-EpiCovDA,51,171991.3,2116.0,673587.4,1.0,533.0,9026.0,3378244.0
CMU-TimeSeries,51,171998.0,2704.0,683392.2,0.0,90.5,31345.0,4173849.0
CU-select,51,175980.1,3025.0,686113.3,0.0,442.0,16409.0,3767481.0
RobertWalraven-ESG,51,176682.7,2343.5,722905.0,0.1,72.2,8136.9,3796535.3
SteveMcConnell-CovidComplete,51,188779.1,1296.0,772319.5,1.0,156.5,10922.5,3857296.0
LANL-GrowthRate,51,192870.2,4225.0,753275.7,0.0,64.0,22575.6,4048144.0
UChicagoCHATTOPADHYAY-UnIT,51,202150.4,2645.5,789272.4,0.2,214.1,12713.9,3683272.9
IHME-CurveFit,51,203987.6,3219.6,863947.4,1.1,388.7,12493.6,4702144.1
MIT_ISOLAT-Mixtures,42,207093.0,2114.1,792667.0,0.0,169.4,9079.4,3775990.3
Caltech-CS156,51,207686.4,1639.6,832757.3,0.1,192.7,11146.6,4606047.5
UCLA-SuEIR,51,229394.7,5815.4,724392.3,1.6,574.0,42131.4,2951949.7
epiforecasts-ensemble1,51,254227.5,1936.0,1015959.4,1.0,242.5,10308.5,5193841.0
SigSci-TS,48,280754.7,3600.0,1079892.2,1.0,312.5,43954.1,6796449.0
WalmartLabsML-LogForecasting,51,282299.0,3163.6,820080.7,0.0,316.0,25946.8,4037216.1
Covid19Sim-Simulator,51,298265.6,2131.8,1215756.6,2.0,386.1,36244.0,7415622.8
JHU_IDD-CovidSP,45,298907.6,7140.6,952155.7,5.0,1050.9,43250.4,4311669.3
Columbia_UNC-SurvCon,51,306501.1,3481.0,1241681.1,1.0,650.5,21908.0,7150276.0
TTU-squider,51,777440.2,55690.8,1484145.7,2.4,9392.2,589027.3,6315194.1
JHUAPL-Bucky,51,786551.5,16829.2,3918133.0,0.1,1470.0,214332.4,27931127.5
