,count,mean,median,std,min,25%,75%,max
Baseline,51,8808.1,371.9,30303.8,1.0,37.7,1924.4,189349.3
LNQ-ens1,51,9907.5,303.3,36920.4,0.2,48.2,1718.4,232643.5
UChicagoCHATTOPADHYAY-UnIT,51,11686.7,1366.6,33388.8,3.3,228.2,4971.3,168009.7
AIpert-pwllnod,51,12812.6,555.6,42833.9,0.0,106.2,4767.2,285028.6
Microsoft-DeepSTIA,51,12860.7,303.5,53857.2,0.2,91.7,1257.4,325803.8
OliverWyman-Navigator,51,12877.0,439.9,66093.2,0.5,42.8,3735.8,471969.0
LANL-GrowthRate,51,13150.6,324.0,59501.7,0.0,42.5,1865.0,414736.0
COVIDhub-baseline,51,14374.4,441.0,61344.3,4.0,148.0,2810.0,425104.0
UMich-RidgeTfReg,42,15494.2,454.4,52984.4,1.5,77.0,3833.3,280159.3
UCLA-SuEIR,51,17812.1,1818.9,66028.8,0.1,53.3,7389.7,420902.6
Geneva-DetGrowth,51,18085.8,681.4,59173.7,3.7,199.5,8108.7,374723.0
CovidAnalytics-DELPHI,51,18817.5,576.0,101167.4,1.0,36.0,2450.5,720801.0
DDS-NBDS,51,19291.0,633.6,58868.2,0.0,121.0,9229.0,341504.2
GT-DeepCOVID,45,19553.2,236.8,90616.9,0.0,47.2,2667.0,598820.4
COVIDhub-trained_ensemble,51,19787.0,289.0,92651.9,0.0,56.5,1601.0,620944.0
UA-EpiCovDA,51,22560.4,625.0,107164.6,0.0,169.0,2072.5,751689.0
BPagano-RtDriven,51,22956.2,626.6,98028.5,0.3,66.3,1749.9,520807.6
JHU_CSSE-DECOM,51,23922.9,729.0,135636.2,1.0,65.0,3198.5,968256.0
UCSD_NEU-DeepGLEAM,50,24124.4,441.2,120231.6,0.1,115.6,2489.7,841108.5
COVIDhub-ensemble,51,24178.2,289.0,108285.1,1.0,64.0,1937.0,683929.0
MOBS-GLEAM_COVID,50,25061.7,504.0,125225.5,0.2,91.3,2076.8,878449.1
UMass-MechBayes,51,26594.2,289.0,108146.0,0.0,81.0,1332.5,616225.0
MIT_CritData-GBCF,51,27536.2,1024.0,124395.0,0.0,132.5,3308.5,772641.0
MIT_ISOLAT-Mixtures,41,30951.9,840.5,106016.9,0.1,100.5,10188.1,598820.4
epiforecasts-ensemble1,51,32142.7,256.0,118074.1,1.0,49.0,2976.5,552049.0
CMU-TimeSeries,51,32913.6,484.0,161077.4,0.0,100.0,3026.0,1113025.0
CEID-Walk,51,33117.0,495.3,139798.2,10.9,98.0,4234.1,865398.6
Caltech-CS156,51,35049.1,439.9,125445.1,2.2,70.7,3539.0,620986.5
USC-SI_kJalpha,51,35920.7,576.0,163174.0,1.0,112.5,1936.0,970225.0
Google_Harvard-CPF,51,37076.1,746.5,147109.3,0.1,99.9,3049.0,811456.1
CU-select,51,40192.3,784.0,162968.2,1.0,81.0,4381.0,896809.0
Karlen-pypm,51,41781.7,501.8,185559.4,0.1,60.8,2275.1,963146.0
PSI-DRAFT,51,42889.4,676.0,138024.4,0.0,95.1,5682.5,642402.2
IowaStateLW-STEM,49,45473.8,1681.0,159451.8,0.0,159.7,10201.0,864900.0
RobertWalraven-ESG,51,45519.6,974.1,201145.2,0.1,96.8,3049.4,1282465.7
SteveMcConnell-CovidComplete,51,45539.6,441.0,172171.1,1.0,81.0,2162.5,863041.0
Columbia_UNC-SurvCon,51,51331.4,729.0,217909.7,1.0,182.5,3481.0,1361889.0
SigSci-TS,50,58033.7,1600.0,202669.2,0.0,64.0,9332.5,1194649.0
IHME-CurveFit,51,127342.3,1798.9,523709.0,0.1,117.7,12086.5,3329735.4
JHUAPL-Bucky,51,164342.0,2483.9,568723.2,7.4,471.0,17168.6,2791740.0
JHU_IDD-CovidSP,51,203250.8,1103.1,782587.2,0.8,93.5,19910.9,5349957.2
Covid19Sim-Simulator,51,307075.8,4159.1,1145825.5,1.5,189.6,41188.2,6568892.6
TTU-squider,51,666582.3,43668.9,1387067.6,1.9,3511.6,475499.2,6041616.5
