,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
40051,52,116.0,,117.0,,116.0,242.0,109.0,,,,79.9,,,89.5,,,203.0,154.5,,129.3,37.5,,78.0,98.4,,,,136.0,126.0,144.2,,,,,,,,,142.7,147.0,64.0,,65.0,,64.0,190.0,57.0,,,,27.9,,,37.5,,,151.0,102.5,,77.3,-14.5,,26.0,46.4,,,,84.0,74.0,92.2,,,,,,,,,90.7,95.0,,False,,False,False,True,,,,True,,,True,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,,,,False,False
40053,11,13.0,,13.3,,13.0,35.0,7.0,,,,7.4,,,5.3,,,11.0,14.0,,7.9,,,3.0,7.2,,,,11.0,13.0,20.8,,,,,,,,,13.4,16.0,2.0,,2.3,,2.0,24.0,-4.0,,,,-3.6,,,-5.7,,,0.0,3.0,,-3.1,,,-8.0,-3.8,,,,0.0,2.0,9.8,,,,,,,,,2.4,5.0,,False,,False,False,False,,,,False,,,False,,,True,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,False
40055,16,32.0,,33.7,,22.0,63.0,8.0,,,,7.3,,,16.4,,,17.0,14.2,,5.5,,,14.0,24.0,,,,30.0,23.0,68.0,,,,,,,,,30.2,22.2,16.0,,17.7,,6.0,47.0,-8.0,,,,-8.7,,,0.4,,,1.0,-1.8,,-10.5,,,-2.0,8.0,,,,14.0,7.0,52.0,,,,,,,,,14.2,6.2,,False,,True,False,True,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,True,True
40057,6,7.0,,4.8,,6.0,55.0,0.0,,,,4.2,,,7.4,,,12.0,167.1,,6.7,,,4.0,3.3,,,,13.0,8.0,16.4,,,,,,,,,6.6,,1.0,,-1.2,,0.0,49.0,-6.0,,,,-1.8,,,1.4,,,6.0,161.1,,0.7,,,-2.0,-2.7,,,,7.0,2.0,10.4,,,,,,,,,0.6,,,False,,True,False,False,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,True,
40059,2,11.0,,7.5,,7.0,30.0,0.0,,,,3.4,,,6.8,,,8.0,3.1,,2.5,,,0.0,4.0,,,,7.0,9.0,9.4,,,,,,,,,9.9,10.4,9.0,,5.5,,5.0,28.0,-2.0,,,,1.4,,,4.8,,,6.0,1.1,,0.5,,,-2.0,2.0,,,,5.0,7.0,7.4,,,,,,,,,7.9,8.4,,True,,True,False,True,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,True
40061,13,14.0,,14.8,,19.0,65.0,27.0,,,,16.2,,,19.8,,,47.0,11.7,,23.1,,,14.0,22.8,,,,18.0,20.0,36.1,,,,,,,,,8.9,39.8,1.0,,1.8,,6.0,52.0,14.0,,,,3.2,,,6.8,,,34.0,-1.3,,10.1,,,1.0,9.8,,,,5.0,7.0,23.1,,,,,,,,,-4.1,26.8,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
40063,11,28.0,,27.8,,27.0,62.0,28.0,,,,15.8,,,28.0,,,46.0,21.7,,26.3,,,16.0,17.2,,,,30.0,27.0,51.4,,,,,,,,,25.6,,17.0,,16.8,,16.0,51.0,17.0,,,,4.8,,,17.0,,,35.0,10.7,,15.3,,,5.0,6.2,,,,19.0,16.0,40.4,,,,,,,,,14.6,,,True,,True,False,False,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,True,
40065,42,52.0,,49.1,,49.0,123.0,49.0,,,,30.7,,,40.1,,,80.0,45.3,,33.8,,,26.0,41.8,,,,61.0,54.0,66.0,,,,,,,,,48.0,63.4,10.0,,7.1,,7.0,81.0,7.0,,,,-11.3,,,-1.9,,,38.0,3.3,,-8.2,,,-16.0,-0.2,,,,19.0,12.0,24.0,,,,,,,,,6.0,21.4,,True,,True,False,True,,,,False,,,True,,,False,True,,True,,,False,True,,,,False,False,False,,,,,,,,,True,False
40067,4,10.0,,9.9,,10.0,44.0,9.0,,,,9.2,,,11.0,,,32.0,10.5,,10.2,,,6.0,10.7,,,,14.0,11.0,17.8,,,,,,,,,7.6,23.8,6.0,,5.9,,6.0,40.0,5.0,,,,5.2,,,7.0,,,28.0,6.5,,6.2,,,2.0,6.7,,,,10.0,7.0,13.8,,,,,,,,,3.6,19.8,,True,,False,False,True,,,,True,,,False,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,,,True,False
40069,23,74.0,,75.4,,44.0,117.0,21.0,,,,19.6,,,57.4,,,43.0,33.4,,18.6,,,34.0,44.0,,,,66.0,54.0,54.9,,,,,,,,,72.1,85.3,51.0,,52.4,,21.0,94.0,-2.0,,,,-3.4,,,34.4,,,20.0,10.4,,-4.4,,,11.0,21.0,,,,43.0,31.0,31.9,,,,,,,,,49.1,62.3,,False,,True,False,True,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
40071,39,108.0,,109.7,,87.0,211.0,103.0,,,,68.6,,,68.7,,,87.0,49.6,,106.0,34.5,,18.0,59.9,,,,107.0,103.0,139.4,,,,,,,,,85.1,190.8,69.0,,70.7,,48.0,172.0,64.0,,,,29.6,,,29.7,,,48.0,10.6,,67.0,-4.5,,-21.0,20.9,,,,68.0,64.0,100.4,,,,,,,,,46.1,151.8,,False,,True,False,True,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
40073,24,39.0,,40.8,,39.0,98.0,27.0,,,,24.9,,,43.6,,,51.0,27.5,,41.0,,,31.0,38.8,,,,38.0,40.0,78.8,,,,,,,,,35.4,71.2,15.0,,16.8,,15.0,74.0,3.0,,,,0.9,,,19.6,,,27.0,3.5,,17.0,,,7.0,14.8,,,,14.0,16.0,54.8,,,,,,,,,11.4,47.2,,False,,False,False,True,,,,True,,,False,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,True,False
40075,11,28.0,,28.5,,18.0,53.0,16.0,,,,10.5,,,21.2,,,28.0,4.1,,13.9,,,5.0,16.1,,,,23.0,21.0,26.7,,,,,,,,,18.2,34.6,17.0,,17.5,,7.0,42.0,5.0,,,,-0.5,,,10.2,,,17.0,-6.9,,2.9,,,-6.0,5.1,,,,12.0,10.0,15.7,,,,,,,,,7.2,23.6,,False,,True,False,True,,,,True,,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
40077,7,15.0,,16.0,,15.0,53.0,16.0,,,,12.1,,,13.7,,,35.0,13.2,,13.3,,,10.0,15.4,,,,17.0,18.0,28.8,,,,,,,,,9.4,33.8,8.0,,9.0,,8.0,46.0,9.0,,,,5.1,,,6.7,,,28.0,6.2,,6.3,,,3.0,8.4,,,,10.0,11.0,21.8,,,,,,,,,2.4,26.8,,False,,False,False,False,,,,True,,,True,,,False,True,,True,,,True,False,,,,False,False,False,,,,,,,,,True,False
40079,87,109.0,,110.0,,110.0,269.0,109.0,,,,84.0,,,98.4,,,179.0,168.8,,102.8,31.5,,69.0,109.3,,,,121.0,124.0,170.1,,,,,,,,,94.2,155.3,22.0,,23.0,,23.0,182.0,22.0,,,,-3.0,,,11.4,,,92.0,81.8,,15.8,-55.5,,-18.0,22.3,,,,34.0,37.0,83.1,,,,,,,,,7.2,68.3,,False,,False,False,False,,,,True,,,True,,,False,False,,True,False,,True,False,,,,False,False,False,,,,,,,,,True,False
40081,29,68.0,,67.6,,66.0,139.0,64.0,,,,39.4,,,70.6,,,114.0,60.9,,67.7,20.0,,42.0,53.3,,,,65.0,69.0,107.4,,,,,,,,,68.0,103.3,39.0,,38.6,,37.0,110.0,35.0,,,,10.4,,,41.6,,,85.0,31.9,,38.7,-9.0,,13.0,24.3,,,,36.0,40.0,78.4,,,,,,,,,39.0,74.3,,True,,True,False,True,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,,,,True,False
40083,33,101.0,,109.2,,86.0,181.0,77.0,,,,61.1,,,78.8,,,129.0,84.1,,76.8,20.0,,49.0,64.7,,,,105.0,101.0,126.2,,,,,,,,,86.6,150.0,68.0,,76.2,,53.0,148.0,44.0,,,,28.1,,,45.8,,,96.0,51.1,,43.8,-13.0,,16.0,31.7,,,,72.0,68.0,93.2,,,,,,,,,53.6,117.0,,False,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,False,False,False,,,,,,,,,True,False
40085,4,26.0,,32.2,,25.0,67.0,18.0,,,,18.7,,,15.0,,,36.0,15.0,,24.9,,,7.0,15.1,,,,26.0,25.0,55.0,,,,,,,,,18.5,74.1,22.0,,28.2,,21.0,63.0,14.0,,,,14.7,,,11.0,,,32.0,11.0,,20.9,,,3.0,11.1,,,,22.0,21.0,51.0,,,,,,,,,14.5,70.1,,False,,True,False,True,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,True,False
40087,45,102.0,,93.6,,101.0,226.0,92.0,,,,68.3,,,68.9,,,142.0,167.1,,103.7,33.5,,80.0,99.7,,,,122.0,110.0,219.9,,,,,,,,,115.9,173.3,57.0,,48.6,,56.0,181.0,47.0,,,,23.3,,,23.9,,,97.0,122.1,,58.7,-11.5,,35.0,54.7,,,,77.0,65.0,174.9,,,,,,,,,70.9,128.3,,True,,True,False,True,,,,True,,,True,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,,,,False,False
40089,66,143.0,,141.9,,111.0,239.0,76.0,,,,56.5,,,114.8,,,97.0,108.3,,74.7,21.5,,114.0,128.6,,,,123.0,102.0,154.3,,,,,,,,,135.3,122.0,77.0,,75.9,,45.0,173.0,10.0,,,,-9.5,,,48.8,,,31.0,42.3,,8.7,-44.5,,48.0,62.6,,,,57.0,36.0,88.3,,,,,,,,,69.3,56.0,,True,,True,False,True,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,True
40091,32,79.0,,71.4,,58.0,117.0,45.0,,,,26.0,,,26.6,,,65.0,17.4,,27.9,,,16.0,40.6,,,,57.0,60.0,104.0,,,,,,,,,74.3,69.6,47.0,,39.4,,26.0,85.0,13.0,,,,-6.0,,,-5.4,,,33.0,-14.6,,-4.1,,,-16.0,8.6,,,,25.0,28.0,72.0,,,,,,,,,42.3,37.6,,True,,True,False,True,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,True,True
40093,2,18.0,,19.3,,18.0,54.0,0.0,,,,10.5,,,9.2,,,18.0,22.9,,17.3,,,4.0,9.1,,,,18.0,18.0,35.1,,,,,,,,,16.3,33.1,16.0,,17.3,,16.0,52.0,-2.0,,,,8.5,,,7.2,,,16.0,20.9,,15.3,,,2.0,7.1,,,,16.0,16.0,33.1,,,,,,,,,14.3,31.1,,False,,False,False,True,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,,,True,False
40095,21,66.0,,61.1,,62.0,116.0,65.0,,,,27.8,,,57.1,,,62.0,71.4,,45.4,,,30.0,42.9,,,,73.0,60.0,79.6,,,,,,,,,75.6,83.5,45.0,,40.1,,41.0,95.0,44.0,,,,6.8,,,36.1,,,41.0,50.4,,24.4,,,9.0,21.9,,,,52.0,39.0,58.6,,,,,,,,,54.6,62.5,,True,,True,False,True,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,,,False,False
40097,53,202.0,,206.9,,135.0,287.0,142.0,,,,60.2,,,208.6,,,131.0,139.7,,88.6,49.5,,73.0,122.7,,,,188.0,157.0,92.9,,,,,,,,,188.0,184.7,149.0,,153.9,,82.0,234.0,89.0,,,,7.2,,,155.6,,,78.0,86.7,,35.6,-3.5,,20.0,69.7,,,,135.0,104.0,39.9,,,,,,,,,135.0,131.7,,False,,True,False,True,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,True
40099,15,52.0,,44.8,,52.0,125.0,32.0,,,,30.7,,,71.2,,,55.0,73.2,,50.3,,,18.0,35.6,,,,63.0,54.0,118.5,,,,,,,,,62.8,97.4,37.0,,29.8,,37.0,110.0,17.0,,,,15.7,,,56.2,,,40.0,58.2,,35.3,,,3.0,20.6,,,,48.0,39.0,103.5,,,,,,,,,47.8,82.4,,True,,False,False,True,,,,True,,,False,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,,,False,False
40101,92,207.0,,204.4,,192.0,362.0,209.0,,,,123.7,,,101.2,,,244.0,255.1,,179.0,121.0,,102.0,132.5,,,,231.0,201.0,119.9,,,,,,,,,165.8,210.4,115.0,,112.4,,100.0,270.0,117.0,,,,31.7,,,9.2,,,152.0,163.1,,87.0,29.0,,10.0,40.5,,,,139.0,109.0,27.9,,,,,,,,,73.8,118.4,,True,,True,False,False,,,,True,,,True,,,False,False,,True,True,,True,True,,,,False,True,True,,,,,,,,,True,False
40103,24,25.0,,24.6,,25.0,82.0,12.0,,,,16.2,,,20.9,,,28.0,49.8,,21.0,,,22.0,27.7,,,,32.0,28.0,32.1,,,,,,,,,22.5,50.1,1.0,,0.6,,1.0,58.0,-12.0,,,,-7.8,,,-3.1,,,4.0,25.8,,-3.0,,,-2.0,3.7,,,,8.0,4.0,8.1,,,,,,,,,-1.5,26.1,,True,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
40105,22,18.0,,16.8,,21.0,66.0,24.0,,,,16.1,,,19.9,,,29.0,29.7,,21.6,,,11.0,19.8,,,,22.0,23.0,36.1,,,,,,,,,12.5,34.2,-4.0,,-5.2,,-1.0,44.0,2.0,,,,-5.9,,,-2.1,,,7.0,7.7,,-0.4,,,-11.0,-2.2,,,,0.0,1.0,14.1,,,,,,,,,-9.5,12.2,,False,,True,False,True,,,,False,,,True,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,,,False,False
40107,8,15.0,,14.7,,15.0,72.0,13.0,,,,18.8,,,12.0,,,43.0,21.2,,27.6,,,6.0,12.2,,,,20.0,23.0,48.8,,,,,,,,,14.4,51.8,7.0,,6.7,,7.0,64.0,5.0,,,,10.8,,,4.0,,,35.0,13.2,,19.6,,,-2.0,4.2,,,,12.0,15.0,40.8,,,,,,,,,6.4,43.8,,True,,False,False,True,,,,False,,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,True,False
40109,891,1710.0,,1653.4,1680.4,1462.0,2141.0,1587.0,,,,1049.4,,,1350.7,,1319.7,2542.0,1205.9,,2318.5,1083.0,,1005.0,1237.4,,,,1682.0,1627.0,1831.2,,,,,,1418.0,,,1520.4,1979.7,819.0,,762.4,789.4,571.0,1250.0,696.0,,,,158.4,,,459.7,,428.7,1651.0,314.9,,1427.5,192.0,,114.0,346.4,,,,791.0,736.0,940.2,,,,,,527.0,,,629.4,1088.7,,True,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
40111,43,67.0,,74.0,,66.0,172.0,85.0,,,,50.3,,,59.6,,,136.0,163.3,,68.3,34.5,,30.0,44.8,,,,87.0,91.0,67.9,,,,,,,,,64.5,112.7,24.0,,31.0,,23.0,129.0,42.0,,,,7.3,,,16.6,,,93.0,120.3,,25.3,-8.5,,-13.0,1.8,,,,44.0,48.0,24.9,,,,,,,,,21.5,69.7,,False,,True,False,False,,,,True,,,True,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,,,,True,False
40113,61,123.0,,126.6,,112.0,204.0,108.0,,,,63.7,,,129.3,,,91.0,117.7,,100.3,28.0,,71.0,86.0,,,,127.0,125.0,129.0,,,,,,,,,133.4,186.8,62.0,,65.6,,51.0,143.0,47.0,,,,2.7,,,68.3,,,30.0,56.7,,39.3,-33.0,,10.0,25.0,,,,66.0,64.0,68.0,,,,,,,,,72.4,125.8,,False,,True,False,True,,,,True,,,False,,,True,True,,True,True,,True,True,,,,False,False,False,,,,,,,,,False,False
40115,44,59.0,,55.0,,55.0,139.0,41.0,,,,45.2,,,50.4,,,80.0,28.1,,53.7,25.5,,33.0,55.6,,,,49.0,58.0,123.0,,,,,,,,,28.1,83.8,15.0,,11.0,,11.0,95.0,-3.0,,,,1.2,,,6.4,,,36.0,-15.9,,9.7,-18.5,,-11.0,11.6,,,,5.0,14.0,79.0,,,,,,,,,-15.9,39.8,,True,,True,False,True,,,,True,,,True,,,False,False,,True,False,,True,True,,,,True,True,False,,,,,,,,,False,False
40117,10,139.0,,145.8,,71.0,181.0,48.0,,,,22.0,,,222.5,,,42.0,58.1,,30.9,,,29.0,77.2,,,,123.0,87.0,68.5,,,,,,,,,107.0,127.2,129.0,,135.8,,61.0,171.0,38.0,,,,12.0,,,212.5,,,32.0,48.1,,20.9,,,19.0,67.2,,,,113.0,77.0,58.5,,,,,,,,,97.0,117.2,,False,,True,False,True,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,True
40119,77,126.0,,130.8,,129.0,318.0,130.0,,,,113.8,,,127.5,,,214.0,154.9,,203.0,58.0,,97.0,118.6,,,,154.0,121.0,221.7,,,,,,,,,127.1,172.1,49.0,,53.8,,52.0,241.0,53.0,,,,36.8,,,50.5,,,137.0,77.9,,126.0,-19.0,,20.0,41.6,,,,77.0,44.0,144.7,,,,,,,,,50.1,95.1,,False,,False,False,False,,,,True,,,False,,,False,False,,False,True,,True,True,,,,False,True,False,,,,,,,,,False,False
40121,36,108.0,,112.1,,99.0,186.0,100.0,,,,64.3,,,59.4,,,154.0,84.6,,91.1,26.5,,63.0,74.4,,,,101.0,106.0,115.3,,,,,,,,,82.0,148.7,72.0,,76.1,,63.0,150.0,64.0,,,,28.3,,,23.4,,,118.0,48.6,,55.1,-9.5,,27.0,38.4,,,,65.0,70.0,79.3,,,,,,,,,46.0,112.7,,False,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
40123,62,224.0,,212.0,,145.0,292.0,132.0,,,,78.3,,,122.4,,,150.0,76.2,,107.9,38.5,,87.0,139.5,,,,185.0,178.0,224.2,,,,,,,,,211.8,265.1,162.0,,150.0,,83.0,230.0,70.0,,,,16.3,,,60.4,,,88.0,14.2,,45.9,-23.5,,25.0,77.5,,,,123.0,116.0,162.2,,,,,,,,,149.8,203.1,,True,,True,False,True,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
40125,117,235.0,,240.3,,195.0,338.0,172.0,,,,107.9,,,191.0,,,257.0,142.0,,146.3,106.0,,147.0,164.9,,,,217.0,218.0,308.6,,,,,,,,,225.0,246.6,118.0,,123.3,,78.0,221.0,55.0,,,,-9.1,,,74.0,,,140.0,25.0,,29.3,-11.0,,30.0,47.9,,,,100.0,101.0,191.6,,,,,,,,,108.0,129.6,,False,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
40127,12,28.0,,23.5,,26.0,64.0,26.0,,,,14.3,,,21.6,,,36.0,30.4,,16.7,,,10.0,16.0,,,,28.0,27.0,36.6,,,,,,,,,25.1,39.2,16.0,,11.5,,14.0,52.0,14.0,,,,2.3,,,9.6,,,24.0,18.4,,4.7,,,-2.0,4.0,,,,16.0,15.0,24.6,,,,,,,,,13.1,27.2,,True,,True,False,True,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,True,False
40129,2,0.0,,2.4,,3.0,26.0,0.0,,,,4.9,,,0.8,,,11.0,3.1,,8.8,,,0.0,1.4,,,,4.0,3.0,11.8,,,,,,,,,5.0,,-2.0,,0.4,,1.0,24.0,-2.0,,,,2.9,,,-1.2,,,9.0,1.1,,6.8,,,-2.0,-0.6,,,,2.0,1.0,9.8,,,,,,,,,3.0,,,True,,True,False,False,,,,False,,,True,,,False,True,,False,,,False,True,,,,False,True,False,,,,,,,,,False,
40131,107,222.0,,226.9,,225.0,398.0,254.0,,,,149.7,,,181.7,,,261.0,297.1,,245.4,123.5,,131.0,160.5,,,,264.0,252.0,436.4,,,,,,,,,208.4,471.8,115.0,,119.9,,118.0,291.0,147.0,,,,42.7,,,74.7,,,154.0,190.1,,138.4,16.5,,24.0,53.5,,,,157.0,145.0,329.4,,,,,,,,,101.4,364.8,,False,,False,False,False,,,,True,,,True,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,,,,True,False
40133,31,56.0,,58.3,,67.0,143.0,76.0,,,,43.9,,,31.9,,,93.0,118.4,,65.1,,,29.0,41.6,,,,78.0,68.0,104.5,,,,,,,,,68.8,93.5,25.0,,27.3,,36.0,112.0,45.0,,,,12.9,,,0.9,,,62.0,87.4,,34.1,,,-2.0,10.6,,,,47.0,37.0,73.5,,,,,,,,,37.8,62.5,,False,,False,False,False,,,,True,,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,False,False
40135,121,95.0,,89.3,,79.0,213.0,68.0,,,,58.4,,,116.1,,,161.0,64.5,,82.3,38.5,,74.0,114.3,,,,90.0,81.0,118.2,,,,,,,,,68.8,108.7,-26.0,,-31.7,,-42.0,92.0,-53.0,,,,-62.6,,,-4.9,,,40.0,-56.5,,-38.7,-82.5,,-47.0,-6.7,,,,-31.0,-40.0,-2.8,,,,,,,,,-52.2,-12.3,,False,,False,False,False,,,,False,,,True,,,False,False,,False,False,,False,True,,,,False,False,True,,,,,,,,,False,True
40137,76,111.0,,108.9,,97.0,264.0,93.0,,,,70.3,,,85.7,,,186.0,96.2,,109.3,26.0,,72.0,121.0,,,,116.0,113.0,86.5,,,,,,,,,84.9,175.5,35.0,,32.9,,21.0,188.0,17.0,,,,-5.7,,,9.7,,,110.0,20.2,,33.3,-50.0,,-4.0,45.0,,,,40.0,37.0,10.5,,,,,,,,,8.9,99.5,,True,,True,False,True,,,,True,,,True,,,False,True,,True,False,,True,False,,,,False,False,True,,,,,,,,,True,False
40139,38,33.0,,38.6,,32.0,108.0,18.0,,,,25.4,,,22.2,,,32.0,27.0,,39.8,,,9.0,25.5,,,,39.0,31.0,100.9,,,,,,,,,28.9,62.8,-5.0,,0.6,,-6.0,70.0,-20.0,,,,-12.6,,,-15.8,,,-6.0,-11.0,,1.8,,,-29.0,-12.5,,,,1.0,-7.0,62.9,,,,,,,,,-9.1,24.8,,True,,False,False,False,,,,False,,,False,,,False,False,,True,,,False,False,,,,True,False,False,,,,,,,,,False,False
40141,11,12.0,,10.4,,10.0,42.0,8.0,,,,9.3,,,7.2,,,23.0,8.9,,10.9,,,0.0,6.9,,,,13.0,13.0,12.5,,,,,,,,,5.4,25.5,1.0,,-0.6,,-1.0,31.0,-3.0,,,,-1.7,,,-3.8,,,12.0,-2.1,,-0.1,,,-11.0,-4.1,,,,2.0,2.0,1.5,,,,,,,,,-5.6,14.5,,True,,False,False,False,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,False,False
40143,1507,1832.0,,1875.2,1709.0,1832.0,2420.0,1929.0,,,,1059.8,,,1406.9,,1757.0,1926.0,2102.6,,1937.5,1008.0,,821.0,1439.9,,,,2073.0,1857.0,1880.1,,,,,,1149.0,,,1906.6,2354.9,325.0,,368.2,202.0,325.0,913.0,422.0,,,,-447.2,,,-100.1,,250.0,419.0,595.6,,430.5,-499.0,,-686.0,-67.1,,,,566.0,350.0,373.1,,,,,,-358.0,,,399.6,847.9,,False,True,False,False,False,,,,False,,,True,,True,False,False,,False,False,,False,True,,,,False,False,False,,,,,,False,,,False,False
40145,110,194.0,,209.1,,203.0,365.0,217.0,,,,112.1,,,180.0,,,263.0,318.4,,181.2,87.0,,130.0,158.2,,,,256.0,223.0,263.3,,,,,,,,,231.4,340.3,84.0,,99.1,,93.0,255.0,107.0,,,,2.1,,,70.0,,,153.0,208.4,,71.2,-23.0,,20.0,48.2,,,,146.0,113.0,153.3,,,,,,,,,121.4,230.3,,False,,False,False,False,,,,True,,,True,,,False,False,,True,True,,True,True,,,,False,False,False,,,,,,,,,False,False
40147,122,122.0,,109.6,,124.0,276.0,139.0,,,,69.1,,,147.6,,,126.0,262.9,,102.0,45.5,,103.0,129.1,,,,156.0,133.0,144.8,,,,,,,,,118.7,171.2,0.0,,-12.4,,2.0,154.0,17.0,,,,-52.9,,,25.6,,,4.0,140.9,,-20.0,-76.5,,-19.0,7.1,,,,34.0,11.0,22.8,,,,,,,,,-3.3,49.2,,False,,False,False,False,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
