,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
20067,42,0.0,4.0,,,,,214.0,1.8,59.6,99.0,,,,,-42.0,-38.0,,,,,172.0,-40.2,17.6,57.0,,,,,True,,,,,False,True,True,False,,,,
20069,39,0.0,3.0,,,,,118.0,0.1,68.0,24.0,,,,,-39.0,-36.0,,,,,79.0,-38.9,29.0,-15.0,,,,,True,,,,,False,True,True,True,,,,
20071,5,12.0,0.0,,,,,55.0,462.7,5.4,8.0,,,,,7.0,-5.0,,,,,50.0,457.7,0.4,3.0,,,,,True,,,,,False,False,True,True,,,,
20073,78,0.0,16.0,,,,,291.0,320.5,87.8,267.0,,,,,-78.0,-62.0,,,,,213.0,242.5,9.8,189.0,,,,,True,,,,,False,False,True,False,,,,
20075,5,36.0,,,,,,87.0,9.4,15.8,35.0,,,,,31.0,,,,,,82.0,4.4,10.8,30.0,,,,,,,,,,False,True,True,True,,,,
20077,138,132.0,0.0,,,,,176.0,258.9,77.2,124.0,,,,,-6.0,-138.0,,,,,38.0,120.9,-60.8,-14.0,,,,,False,,,,,False,False,False,False,,,,
20079,549,1470.0,1890.0,,,,,1039.0,3325.1,604.5,1109.0,,,,,921.0,1341.0,,,,,490.0,2776.1,55.5,560.0,,,,,False,,,,,True,False,True,True,,,,
20081,29,90.0,0.0,,,,,101.0,11.9,48.3,97.5,,,,,61.0,-29.0,,,,,72.0,-17.1,19.3,68.5,,,,,True,,,,,False,True,True,False,,,,
20083,28,24.0,0.0,,,,,74.0,206.3,12.8,23.0,,,,,-4.0,-28.0,,,,,46.0,178.3,-15.2,-5.0,,,,,False,,,,,False,False,False,False,,,,
20085,201,522.0,241.0,,,,,456.0,480.1,180.1,408.0,,,,,321.0,40.0,,,,,255.0,279.1,-20.9,207.0,,,,,True,,,,,True,True,True,True,,,,
20087,308,534.0,407.0,,,,,571.0,698.0,292.6,570.0,,,,,226.0,99.0,,,,,263.0,390.0,-15.4,262.0,,,,,True,,,,,False,False,True,False,,,,
20089,28,42.0,,,,,,58.0,671.6,33.4,90.0,,,,,14.0,,,,,,30.0,643.6,5.4,62.0,,,,,,,,,,False,False,True,False,,,,
20091,11196,16560.0,14942.0,,,,,15022.0,27916.8,10595.7,15623.0,,11889.9,5336.0,,5364.0,3746.0,,,,,3826.0,16720.8,-600.3,4427.0,,693.9,-5860.0,,True,,,,,True,False,True,True,,True,False,
20093,38,60.0,12.0,,,,,99.0,42.0,49.2,112.0,,,,,22.0,-26.0,,,,,61.0,4.0,11.2,74.0,,,,,False,,,,,False,True,True,False,,,,
20095,133,144.0,18.0,,,,,240.0,176.7,72.1,188.0,,,,,11.0,-115.0,,,,,107.0,43.7,-60.9,55.0,,,,,False,,,,,False,False,False,False,,,,
20097,43,96.0,,,,,,66.0,850.8,49.4,65.0,,,,,53.0,,,,,,23.0,807.8,6.4,22.0,,,,,,,,,,True,False,True,True,,,,
20099,403,1056.0,273.0,,,,,831.0,1375.5,588.5,1329.0,,,,,653.0,-130.0,,,,,428.0,972.5,185.5,926.0,,,,,True,,,,,True,False,True,False,,,,
20101,12,0.0,0.0,,,,,59.0,0.0,13.3,41.0,,,,,-12.0,-12.0,,,,,47.0,-12.0,1.3,29.0,,,,,False,,,,,False,True,True,False,,,,
20103,1285,1662.0,,,,,,2307.0,2938.0,1493.3,1593.0,,1112.5,,,377.0,,,,,,1022.0,1653.0,208.3,308.0,,-172.5,,,,,,,,False,False,True,True,,True,,
20105,27,60.0,8.0,,,,,72.0,118.6,44.5,130.0,,,,,33.0,-19.0,,,,,45.0,91.6,17.5,103.0,,,,,True,,,,,False,False,True,False,,,,
20107,137,438.0,530.0,,,,,316.0,773.5,140.4,306.0,,,,,301.0,393.0,,,,,179.0,636.5,3.4,169.0,,,,,False,,,,,True,False,True,True,,,,
20109,12,18.0,0.0,,,,,56.0,260.5,10.7,35.0,,,,,6.0,-12.0,,,,,44.0,248.5,-1.3,23.0,,,,,False,,,,,False,False,True,False,,,,
20111,480,888.0,1083.0,,,,,1329.0,651.7,518.2,836.0,,1125.0,,,408.0,603.0,,,,,849.0,171.7,38.2,356.0,,645.0,,,False,,,,,False,True,True,True,,False,,
20113,536,918.0,558.0,,,,,929.0,664.4,399.8,851.0,,863.4,,,382.0,22.0,,,,,393.0,128.4,-136.2,315.0,,327.4,,,True,,,,,False,True,True,True,,True,,
20115,233,462.0,703.0,,,,,410.0,1052.2,180.1,389.0,,,,,229.0,470.0,,,,,177.0,819.2,-52.9,156.0,,,,,False,,,,,True,False,True,True,,,,
20117,241,0.0,31.0,,,,,381.0,0.9,108.0,255.0,,,,,-241.0,-210.0,,,,,140.0,-240.1,-133.0,14.0,,,,,True,,,,,True,True,True,True,,,,
20119,74,78.0,7.0,,,,,93.0,29.8,46.8,100.0,,,,,4.0,-67.0,,,,,19.0,-44.2,-27.2,26.0,,,,,False,,,,,False,False,False,False,,,,
20121,509,1218.0,1069.0,,,,,1079.0,2366.6,653.2,1083.0,,,,,709.0,560.0,,,,,570.0,1857.6,144.2,574.0,,,,,True,,,,,True,False,True,True,,,,
20123,91,390.0,267.0,,,,,176.0,1030.4,69.8,172.0,,,,,299.0,176.0,,,,,85.0,939.4,-21.2,81.0,,,,,True,,,,,True,False,True,True,,,,
20125,688,1284.0,658.0,,,,,1406.0,1854.8,866.5,1417.0,,307.0,,,596.0,-30.0,,,,,718.0,1166.8,178.5,729.0,,-381.0,,,True,,,,,False,False,True,False,,True,,
20127,108,210.0,36.0,,,,,156.0,453.0,76.0,226.0,,,,,102.0,-72.0,,,,,48.0,345.0,-32.0,118.0,,,,,True,,,,,True,False,True,False,,,,
20129,40,66.0,,,,,,101.0,636.9,15.8,0.0,,,,,26.0,,,,,,61.0,596.9,-24.2,-40.0,,,,,,,,,,False,False,True,False,,,,
20131,83,138.0,20.0,,,,,340.0,80.4,137.8,253.0,,,,,55.0,-63.0,,,,,257.0,-2.6,54.8,170.0,,,,,False,,,,,False,True,True,False,,,,
20133,302,1062.0,1155.0,,,,,720.0,1628.4,328.8,711.5,,,,,760.0,853.0,,,,,418.0,1326.4,26.8,409.5,,,,,False,,,,,True,False,True,True,,,,
20135,53,24.0,0.0,,,,,54.0,4.1,12.8,23.0,,,,,-29.0,-53.0,,,,,1.0,-48.9,-40.2,-30.0,,,,,False,,,,,True,False,False,False,,,,
20137,23,12.0,0.0,,,,,105.0,4.0,61.3,58.0,,,,,-11.0,-23.0,,,,,82.0,-19.0,38.3,35.0,,,,,False,,,,,False,False,False,False,,,,
20139,243,576.0,955.0,,,,,522.0,701.2,164.9,398.0,,,,,333.0,712.0,,,,,279.0,458.2,-78.1,155.0,,,,,False,,,,,True,False,True,True,,,,
20141,63,168.0,0.0,,,,,76.0,1058.9,44.6,120.0,,,,,105.0,-63.0,,,,,13.0,995.9,-18.4,57.0,,,,,True,,,,,True,False,True,True,,,,
20143,98,174.0,45.0,,,,,189.0,135.3,75.1,193.0,,,,,76.0,-53.0,,,,,91.0,37.3,-22.9,95.0,,,,,True,,,,,False,True,True,False,,,,
20145,99,126.0,32.0,,,,,163.0,101.1,145.8,308.0,,,,,27.0,-67.0,,,,,64.0,2.1,46.8,209.0,,,,,False,,,,,False,True,False,False,,,,
20147,77,156.0,10.0,,,,,121.0,99.1,41.4,143.0,,,,,79.0,-67.0,,,,,44.0,22.1,-35.6,66.0,,,,,True,,,,,True,True,True,True,,,,
20149,453,672.0,318.0,,,,,1006.0,1477.9,535.3,614.0,,,,,219.0,-135.0,,,,,553.0,1024.9,82.3,161.0,,,,,True,,,,,False,False,True,True,,,,
20151,79,198.0,21.0,,,,,310.0,23.6,66.6,198.0,,,,,119.0,-58.0,,,,,231.0,-55.4,-12.4,119.0,,,,,True,,,,,False,True,True,False,,,,
20153,30,24.0,0.0,,,,,66.0,3.0,16.3,36.0,,,,,-6.0,-30.0,,,,,36.0,-27.0,-13.7,6.0,,,,,False,,,,,False,False,False,False,,,,
20155,906,1788.0,3388.0,,,,,2358.0,1488.4,1105.9,2046.0,,2468.6,,,882.0,2482.0,,,,,1452.0,582.4,199.9,1140.0,,1562.6,,,False,,,,,False,True,True,False,,False,,
20157,60,108.0,17.0,,,,,162.0,64.9,64.7,199.0,,,,,48.0,-43.0,,,,,102.0,4.9,4.7,139.0,,,,,True,,,,,False,True,True,False,,,,
20159,157,420.0,348.0,,,,,319.0,664.2,142.3,410.0,,,,,263.0,191.0,,,,,162.0,507.2,-14.7,253.0,,,,,True,,,,,True,False,True,True,,,,
20161,880,696.0,129.0,,,,,2393.0,1772.2,1348.3,1251.5,,714.6,,,-184.0,-751.0,,,,,1513.0,892.2,468.3,371.5,,-165.4,,,False,,,,,False,False,False,False,,True,,
20163,66,138.0,29.0,,,,,89.0,1605.6,114.7,116.0,,,,,72.0,-37.0,,,,,23.0,1539.6,48.7,50.0,,,,,True,,,,,True,False,True,True,,,,
20165,60,132.0,1.0,,,,,55.0,11.2,20.3,87.0,,,,,72.0,-59.0,,,,,-5.0,-48.8,-39.7,27.0,,,,,True,,,,,True,True,True,True,,,,
20167,75,186.0,10.0,,,,,154.0,108.7,48.1,164.0,,,,,111.0,-65.0,,,,,79.0,33.7,-26.9,89.0,,,,,True,,,,,True,True,True,True,,,,
20169,963,2316.0,2863.0,,,,,1663.0,2591.6,1627.8,2485.0,,680.4,,,1353.0,1900.0,,,,,700.0,1628.6,664.8,1522.0,,-282.6,,,False,,,,,True,False,True,False,,True,,
20171,45,48.0,4.0,,,,,137.0,61.2,37.0,78.0,,,,,3.0,-41.0,,,,,92.0,16.2,-8.0,33.0,,,,,False,,,,,False,False,False,False,,,,
20173,9698,16446.0,1466.0,,,,,13197.0,51063.5,10467.5,15633.0,,13764.6,,,6748.0,-8232.0,,,,,3499.0,41365.5,769.5,5935.0,,4066.6,,,False,,,,,True,False,True,True,,True,,
20175,182,264.0,39.0,,,,,747.0,29.9,317.1,484.0,,249.6,,,82.0,-143.0,,,,,565.0,-152.1,135.1,302.0,,67.6,,,False,,,,,False,False,False,False,,True,,
20177,3222,6180.0,1697.0,,,,,6034.0,13905.5,3156.6,5081.0,,3858.3,1418.0,,2958.0,-1525.0,,,,,2812.0,10683.5,-65.4,1859.0,,636.3,-1804.0,,True,,,,,True,False,True,True,,True,True,
20179,32,36.0,,,,,,61.0,47.4,29.9,70.0,,,,,4.0,,,,,,29.0,15.4,-2.1,38.0,,,,,,,,,,False,False,True,False,,,,
20181,56,42.0,2.0,,,,,139.0,10.3,58.9,72.0,,,,,-14.0,-54.0,,,,,83.0,-45.7,2.9,16.0,,,,,False,,,,,False,False,True,False,,,,
20183,36,90.0,4.0,,,,,91.0,360.8,27.9,76.0,,,,,54.0,-32.0,,,,,55.0,324.8,-8.1,40.0,,,,,True,,,,,False,False,True,True,,,,
20185,36,96.0,7.0,,,,,90.0,385.1,35.9,73.0,,,,,60.0,-29.0,,,,,54.0,349.1,-0.1,37.0,,,,,True,,,,,True,False,True,True,,,,
20187,19,6.0,0.0,,,,,68.0,0.8,10.6,12.0,,,,,-13.0,-19.0,,,,,49.0,-18.2,-8.4,-7.0,,,,,False,,,,,False,False,True,True,,,,
20189,46,48.0,6.0,,,,,232.0,113.1,57.6,78.0,,,,,2.0,-40.0,,,,,186.0,67.1,11.6,32.0,,,,,False,,,,,False,False,False,False,,,,
20191,525,846.0,1453.0,,,,,723.0,1542.8,421.9,713.0,,,,,321.0,928.0,,,,,198.0,1017.8,-103.1,188.0,,,,,False,,,,,True,False,True,True,,,,
20193,126,210.0,25.0,,,,,193.0,194.4,90.0,233.0,,,,,84.0,-101.0,,,,,67.0,68.4,-36.0,107.0,,,,,False,,,,,True,True,True,False,,,,
20195,65,222.0,,,,,,63.0,255.6,20.4,99.0,,,,,157.0,,,,,,-2.0,190.6,-44.6,34.0,,,,,,,,,,True,False,True,True,,,,
20197,140,324.0,239.0,,,,,224.0,500.4,122.5,173.0,,,,,184.0,99.0,,,,,84.0,360.4,-17.5,33.0,,,,,True,,,,,True,False,True,True,,,,
20199,6,24.0,0.0,,,,,54.0,369.2,7.3,23.0,,,,,18.0,-6.0,,,,,48.0,363.2,1.3,17.0,,,,,True,,,,,False,False,True,True,,,,
20201,72,66.0,8.0,,,,,202.0,1078.6,66.9,97.0,,,,,-6.0,-64.0,,,,,130.0,1006.6,-5.1,25.0,,,,,False,,,,,False,False,True,False,,,,
20203,18,90.0,,,,,,66.0,685.5,6.1,35.0,,,,,72.0,,,,,,48.0,667.5,-11.9,17.0,,,,,,,,,,True,False,True,True,,,,
20205,183,312.0,77.0,,,,,376.0,553.0,158.5,416.0,,,,,129.0,-106.0,,,,,193.0,370.0,-24.5,233.0,,,,,True,,,,,False,False,True,False,,,,
20207,58,108.0,0.0,,,,,100.0,756.9,36.7,64.0,,,,,50.0,-58.0,,,,,42.0,698.9,-21.3,6.0,,,,,False,,,,,True,False,True,True,,,,
20209,2359,4104.0,1215.0,,,,,4514.0,4058.6,2940.3,5103.5,,2898.7,1373.0,,1745.0,-1144.0,,,,,2155.0,1699.6,581.3,2744.5,,539.7,-986.0,,True,,,,,False,True,True,False,,True,True,
21001,245,378.0,5.0,,,,,732.0,75.0,234.6,319.0,,,,,133.0,-240.0,,,,,487.0,-170.0,-10.4,74.0,,,,,False,,,,,False,False,True,True,,,,
21003,471,744.0,1119.0,,,,,878.0,783.6,427.7,474.5,,,,,273.0,648.0,,,,,407.0,312.6,-43.3,3.5,,,,,False,,,,,False,False,True,True,,,,
21005,435,918.0,1674.0,,,,,642.0,905.8,564.8,584.0,,,,,483.0,1239.0,,,,,207.0,470.8,129.8,149.0,,,,,False,,,,,True,True,True,True,,,,
21007,78,114.0,18.0,,,,,233.0,179.4,145.5,84.0,,,,,36.0,-60.0,,,,,155.0,101.4,67.5,6.0,,,,,False,,,,,False,False,False,True,,,,
21009,1160,1182.0,3708.0,,,,,1582.0,618.0,620.7,578.0,,687.3,,,22.0,2548.0,,,,,422.0,-542.0,-539.3,-582.0,,-472.7,,,False,,,,,False,False,False,False,,False,,
21011,158,432.0,562.0,,,,,399.0,16.7,174.6,303.0,,,,,274.0,404.0,,,,,241.0,-141.3,16.6,145.0,,,,,False,,,,,True,True,True,True,,,,
21013,624,942.0,2041.0,,,,,1135.0,3699.2,642.2,692.0,,,,,318.0,1417.0,,,,,511.0,3075.2,18.2,68.0,,,,,False,,,,,False,False,True,True,,,,
21015,3579,5034.0,10958.0,,,,,4520.0,5049.5,2875.8,4476.5,,3545.8,4577.0,,1455.0,7379.0,,,,,941.0,1470.5,-703.2,897.5,,-33.2,998.0,,False,,,,,True,False,True,True,,True,True,
21017,421,726.0,637.0,,,,,760.0,3288.7,468.1,610.0,,,,,305.0,216.0,,,,,339.0,2867.7,47.1,189.0,,,,,True,,,,,False,False,True,True,,,,
21019,997,2706.0,8914.0,,,,,1452.0,11608.0,1005.5,3155.0,,2362.1,,,1709.0,7917.0,,,,,455.0,10611.0,8.5,2158.0,,1365.1,,,False,,,,,True,False,True,False,,True,,
21021,513,2304.0,2702.0,,,,,1025.0,4348.5,911.5,1647.0,,878.7,,,1791.0,2189.0,,,,,512.0,3835.5,398.5,1134.0,,365.7,,,False,,,,,True,False,True,True,,True,,
21023,164,306.0,212.0,,,,,218.0,116.9,122.4,127.5,,,,,142.0,48.0,,,,,54.0,-47.1,-41.6,-36.5,,,,,True,,,,,True,True,True,True,,,,
21025,197,390.0,388.0,,,,,411.0,1539.0,263.8,194.5,,,,,193.0,191.0,,,,,214.0,1342.0,66.8,-2.5,,,,,True,,,,,False,False,True,True,,,,
21027,298,654.0,1898.0,,,,,507.0,726.9,315.0,228.0,,,,,356.0,1600.0,,,,,209.0,428.9,17.0,-70.0,,,,,False,,,,,True,False,True,True,,,,
21029,1927,2136.0,1677.0,,,,,2185.0,4690.6,1316.6,2742.0,,1790.1,,,209.0,-250.0,,,,,258.0,2763.6,-610.4,815.0,,-136.9,,,False,,,,,False,False,False,False,,True,,
21031,397,474.0,517.0,,,,,405.0,1437.0,295.1,432.0,,,,,77.0,120.0,,,,,8.0,1040.0,-101.9,35.0,,,,,False,,,,,True,False,False,True,,,,
21033,355,486.0,4.0,,,,,448.0,889.0,179.4,978.0,,,,,131.0,-351.0,,,,,93.0,534.0,-175.6,623.0,,,,,False,,,,,True,False,False,False,,,,
21035,736,1254.0,2734.0,,,,,1343.0,1041.6,663.2,734.0,,1473.5,,,518.0,1998.0,,,,,607.0,305.6,-72.8,-2.0,,737.5,,,False,,,,,False,True,True,True,,False,,
21037,2415,2916.0,8943.0,,,,,3304.0,2863.6,1934.1,2922.5,,2197.1,,,501.0,6528.0,,,,,889.0,448.6,-480.9,507.5,,-217.9,,,False,,,,,False,True,True,False,,True,,
21039,65,156.0,36.0,,,,,187.0,110.5,99.5,71.0,,,,,91.0,-29.0,,,,,122.0,45.5,34.5,6.0,,,,,True,,,,,False,True,True,True,,,,
21041,207,732.0,1421.0,,,,,438.0,5055.8,170.1,785.0,,,,,525.0,1214.0,,,,,231.0,4848.8,-36.9,578.0,,,,,False,,,,,True,False,True,False,,,,
21043,419,498.0,391.0,,,,,807.0,689.4,652.6,144.0,,,,,79.0,-28.0,,,,,388.0,270.4,233.6,-275.0,,,,,True,,,,,False,False,False,False,,,,
21045,310,216.0,7.0,,,,,488.0,27.3,319.1,125.0,,,,,-94.0,-303.0,,,,,178.0,-282.7,9.1,-185.0,,,,,False,,,,,False,False,True,False,,,,
21047,1239,2694.0,3354.0,,,,,2448.0,3819.2,1600.3,2059.0,,2792.3,,,1455.0,2115.0,,,,,1209.0,2580.2,361.3,820.0,,1553.3,,,False,,,,,True,False,True,True,,False,,
21049,693,1278.0,5143.0,,,,,1176.0,467.3,644.9,1023.0,,,,,585.0,4450.0,,,,,483.0,-225.7,-48.1,330.0,,,,,False,,,,,True,True,True,True,,,,
21051,391,1554.0,1787.0,,,,,781.0,725.3,674.8,458.0,,,,,1163.0,1396.0,,,,,390.0,334.3,283.8,67.0,,,,,False,,,,,True,True,True,True,,,,
21053,384,582.0,257.0,,,,,543.0,295.6,279.8,645.0,,,,,198.0,-127.0,,,,,159.0,-88.4,-104.2,261.0,,,,,True,,,,,True,True,True,False,,,,
21055,114,438.0,1247.0,,,,,271.0,6265.3,141.6,438.0,,,,,324.0,1133.0,,,,,157.0,6151.3,27.6,324.0,,,,,False,,,,,True,False,True,False,,,,
21057,166,390.0,299.0,,,,,275.0,789.0,106.1,198.5,,,,,224.0,133.0,,,,,109.0,623.0,-59.9,32.5,,,,,True,,,,,True,False,True,True,,,,
21059,2785,4536.0,3201.0,,,,,3229.0,5090.5,2088.9,4027.5,,2988.1,,,1751.0,416.0,,,,,444.0,2305.5,-696.1,1242.5,,203.1,,,True,,,,,True,False,True,True,,True,,
21061,203,324.0,422.0,,,,,304.0,436.7,152.2,251.0,,,,,121.0,219.0,,,,,101.0,233.7,-50.8,48.0,,,,,False,,,,,True,False,True,True,,,,
21063,89,168.0,41.0,,,,,271.0,1770.1,101.9,58.0,,,,,79.0,-48.0,,,,,182.0,1681.1,12.9,-31.0,,,,,True,,,,,False,False,True,True,,,,
21065,227,252.0,146.0,,,,,472.0,170.7,252.2,133.0,,,,,25.0,-81.0,,,,,245.0,-56.3,25.2,-94.0,,,,,False,,,,,False,False,False,False,,,,
21067,6507,10464.0,7188.0,,,,,9137.0,22188.6,6406.7,11493.5,,10882.0,27484.0,,3957.0,681.0,,,,,2630.0,15681.6,-100.3,4986.5,,4375.0,20977.0,,True,,,,,True,False,True,False,,False,False,
21069,248,354.0,183.0,,,,,476.0,1118.6,350.6,337.0,,,,,106.0,-65.0,,,,,228.0,870.6,102.6,89.0,,,,,True,,,,,False,False,True,True,,,,
21071,840,1290.0,2333.0,,,,,1087.0,6018.2,684.6,877.0,,,,,450.0,1493.0,,,,,247.0,5178.2,-155.4,37.0,,,,,False,,,,,True,False,True,True,,,,
21073,1199,1188.0,3441.0,,,,,1496.0,904.7,891.7,1208.0,,788.1,,,-11.0,2242.0,,,,,297.0,-294.3,-307.3,9.0,,-410.9,,,False,,,,,False,False,False,True,,False,,
21075,80,108.0,34.0,,,,,208.0,295.3,89.9,83.0,,,,,28.0,-46.0,,,,,128.0,215.3,9.9,3.0,,,,,False,,,,,False,False,True,True,,,,
21077,172,240.0,7.0,,,,,297.0,1021.3,168.5,65.0,,,,,68.0,-165.0,,,,,125.0,849.3,-3.5,-107.0,,,,,False,,,,,False,False,True,False,,,,
21079,307,564.0,1320.0,,,,,546.0,1257.7,270.4,261.0,,,,,257.0,1013.0,,,,,239.0,950.7,-36.6,-46.0,,,,,False,,,,,True,False,True,True,,,,
21081,593,546.0,855.0,,,,,849.0,310.5,380.3,627.0,,,,,-47.0,262.0,,,,,256.0,-282.5,-212.7,34.0,,,,,False,,,,,False,False,False,True,,,,
21083,865,1788.0,2824.0,,,,,1496.0,2801.4,884.3,1400.0,,972.7,,,923.0,1959.0,,,,,631.0,1936.4,19.3,535.0,,107.7,,,False,,,,,True,False,True,True,,True,,
21085,485,702.0,1451.0,,,,,810.0,647.0,467.1,547.0,,,,,217.0,966.0,,,,,325.0,162.0,-17.9,62.0,,,,,False,,,,,False,True,True,True,,,,
21087,250,288.0,70.0,,,,,364.0,108.9,196.9,81.0,,,,,38.0,-180.0,,,,,114.0,-141.1,-53.1,-169.0,,,,,False,,,,,False,False,False,False,,,,
21089,652,1308.0,1088.0,,,,,1404.0,4595.0,788.8,992.0,,1236.1,,,656.0,436.0,,,,,752.0,3943.0,136.8,340.0,,584.1,,,True,,,,,False,False,True,True,,True,,
21091,234,552.0,865.0,,,,,255.0,2841.1,165.3,508.0,,,,,318.0,631.0,,,,,21.0,2607.1,-68.7,274.0,,,,,False,,,,,True,False,True,True,,,,
21093,1886,3414.0,4094.0,,,,,2941.0,17407.4,2269.2,1827.5,,2276.2,,,1528.0,2208.0,,,,,1055.0,15521.4,383.2,-58.5,,390.2,,,False,,,,,True,False,True,True,,True,,
21095,507,1362.0,3236.0,,,,,1063.0,2165.1,639.7,1210.5,,,,,855.0,2729.0,,,,,556.0,1658.1,132.7,703.5,,,,,False,,,,,True,False,True,True,,,,
21097,499,1098.0,2459.0,,,,,778.0,6845.7,355.5,1406.5,,,,,599.0,1960.0,,,,,279.0,6346.7,-143.5,907.5,,,,,False,,,,,True,False,True,False,,,,
21099,465,546.0,59.0,,,,,519.0,112.9,259.8,419.0,,,,,81.0,-406.0,,,,,54.0,-352.1,-205.2,-46.0,,,,,False,,,,,True,False,False,True,,,,
21101,965,2010.0,3782.0,,,,,1249.0,1088.5,709.6,1607.0,,1194.1,,,1045.0,2817.0,,,,,284.0,123.5,-255.4,642.0,,229.1,,,False,,,,,True,True,True,True,,True,,
21103,284,426.0,763.0,,,,,503.0,562.3,264.1,214.0,,,,,142.0,479.0,,,,,219.0,278.3,-19.9,-70.0,,,,,False,,,,,False,False,True,True,,,,
21105,82,36.0,0.0,,,,,148.0,5.6,51.2,1.0,,,,,-46.0,-82.0,,,,,66.0,-76.4,-30.8,-81.0,,,,,False,,,,,False,False,True,False,,,,
21107,817,1896.0,4813.0,,,,,1481.0,3144.3,767.8,1035.0,,1127.1,,,1079.0,3996.0,,,,,664.0,2327.3,-49.2,218.0,,310.1,,,False,,,,,True,False,True,True,,True,,
21109,202,684.0,784.0,,,,,435.0,745.7,169.4,476.5,,,,,482.0,582.0,,,,,233.0,543.7,-32.6,274.5,,,,,False,,,,,True,False,True,True,,,,
21111,15479,23424.0,11017.0,,,,,21367.0,24464.6,15999.9,26677.0,,19845.5,37733.0,,7945.0,-4462.0,,,,,5888.0,8985.6,520.9,11198.0,,4366.5,22254.0,,True,,,,,True,False,True,False,,True,False,
21113,1142,1332.0,2167.0,,,,,1466.0,3144.4,758.0,1441.5,,669.6,,,190.0,1025.0,,,,,324.0,2002.4,-384.0,299.5,,-472.4,,,False,,,,,False,False,False,False,,False,,
21115,415,894.0,2916.0,,,,,708.0,1386.5,320.9,805.0,,,,,479.0,2501.0,,,,,293.0,971.5,-94.1,390.0,,,,,False,,,,,True,False,True,True,,,,
21117,4451,6048.0,14743.0,,,,,6182.0,5597.9,4650.8,5917.5,,4810.8,7135.0,,1597.0,10292.0,,,,,1731.0,1146.9,199.8,1466.5,,359.8,2684.0,,False,,,,,False,True,True,True,,True,False,
21119,206,258.0,363.0,,,,,338.0,640.0,237.2,153.0,,,,,52.0,157.0,,,,,132.0,434.0,31.2,-53.0,,,,,False,,,,,False,False,True,False,,,,
21121,741,1320.0,1697.0,,,,,1507.0,4358.8,573.8,638.0,,,,,579.0,956.0,,,,,766.0,3617.8,-167.2,-103.0,,,,,False,,,,,False,False,True,True,,,,
21123,282,342.0,528.0,,,,,419.0,499.4,208.6,242.0,,,,,60.0,246.0,,,,,137.0,217.4,-73.4,-40.0,,,,,False,,,,,False,False,False,True,,,,
21125,1474,2790.0,5533.0,,,,,2275.0,2519.0,1175.2,1561.0,,1797.6,,,1316.0,4059.0,,,,,801.0,1045.0,-298.8,87.0,,323.6,,,False,,,,,True,True,True,True,,True,,
21127,275,600.0,373.0,,,,,461.0,4554.6,466.6,447.5,,,,,325.0,98.0,,,,,186.0,4279.6,191.6,172.5,,,,,True,,,,,True,False,True,True,,,,
21129,107,174.0,,,,,,311.0,51.0,70.1,97.0,,,,,67.0,,,,,,204.0,-56.0,-36.9,-10.0,,,,,,,,,,False,True,True,True,,,,
21131,211,420.0,446.0,,,,,315.0,453.3,203.4,434.0,,,,,209.0,235.0,,,,,104.0,242.3,-7.6,223.0,,,,,False,,,,,True,False,True,False,,,,
21133,403,768.0,1096.0,,,,,611.0,663.0,573.9,348.0,,,,,365.0,693.0,,,,,208.0,260.0,170.9,-55.0,,,,,False,,,,,True,True,True,True,,,,
21135,197,516.0,719.0,,,,,343.0,331.8,292.2,370.5,,,,,319.0,522.0,,,,,146.0,134.8,95.2,173.5,,,,,False,,,,,True,True,True,True,,,,
21137,442,804.0,1742.0,,,,,883.0,273.6,502.0,481.5,,,,,362.0,1300.0,,,,,441.0,-168.4,60.0,39.5,,,,,False,,,,,False,True,True,True,,,,
21139,202,234.0,33.0,,,,,287.0,53.8,148.7,388.0,,,,,32.0,-169.0,,,,,85.0,-148.2,-53.3,186.0,,,,,False,,,,,False,False,False,False,,,,
21141,544,894.0,1998.0,,,,,1008.0,1056.6,516.8,308.0,,,,,350.0,1454.0,,,,,464.0,512.6,-27.2,-236.0,,,,,False,,,,,False,False,True,True,,,,
21143,115,126.0,26.0,,,,,198.0,56.4,97.1,72.0,,,,,11.0,-89.0,,,,,83.0,-58.6,-17.9,-43.0,,,,,False,,,,,False,False,False,False,,,,
