,mean_rank
LNQ-ens1,5.6
COVIDhub-ensemble,6.4
FAIR-NRAR,6.9
LANL-GrowthRate,7.3
Google_Harvard-CPF,7.4
CU-select,8.0
UVA-Ensemble,8.1
OneQuietNight-ML,8.3
COVIDhub-baseline,8.5
CEID-Walk,8.7
OliverWyman-Navigator,8.9
JHUAPL-Bucky,9.0
JHU_IDD-CovidSP,9.4
PandemicCentral-USCounty,10.7
IowaStateLW-STEM,10.9
UpstateSU-GRU,12.3
COVIDhub-trained_ensemble,16.6
