,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,237114458.8,16248961.0,635116034.5,12769.0,1984779.6,100669021.0,3258811396.0
LNQ-ens1,51,742157936.0,21683162.0,3248362627.9,1318.5,3635049.4,124347300.8,22673033611.3
USC-SI_kJalpha,51,985514436.4,45832900.0,2961245264.4,62500.0,2117032.0,472019402.5,19079068129.0
IEM_MED-CovidProject,51,1330695285.2,102279458.3,3177569374.7,21309.8,9334784.2,686544479.2,18689967513.3
OneQuietNight-ML,51,1335083175.4,407878416.0,2444526270.6,2371600.0,81568789.0,1265794416.5,13092394084.0
JHUAPL-Bucky,51,1624566760.5,86076394.9,5966681850.6,12315.5,5415887.9,371979033.0,30226256574.4
RobertWalraven-ESG,51,2161355302.1,190618613.9,7838549241.0,24658.4,10698320.5,604453056.9,53084731393.5
JHU_IDD-CovidSP,51,2212750043.2,68726336.3,10692241945.3,2265.5,10336160.3,524340529.9,75969285502.0
COVIDhub-ensemble,51,2909941009.6,198330889.0,11831771873.4,29929.0,31879432.0,974476704.5,82732167424.0
MIT_ISOLAT-Mixtures,50,3219499786.1,172886606.8,8746677286.3,40856.8,8432542.2,856894095.0,45198113715.2
UCLA-SuEIR,51,3529997477.2,46514084.8,18448547648.6,80449.6,6247718.8,776184063.8,131999856422.1
JHU_UNC_GAS-StatMechPool,51,3566095519.1,342916324.0,10200950211.0,97656.2,46153534.5,1434565824.2,57072493302.2
Karlen-pypm,51,4218614821.6,93826345.0,16926841423.0,14256.4,10957208.2,1248815205.1,110939621776.0
MOBS-GLEAM_COVID,50,4627120309.5,87065228.3,28797351036.3,38453.1,4594211.1,483040996.9,205948045770.5
Covid19Sim-Simulator,51,4811531039.1,381706133.9,20008029997.7,2092580.1,61407526.6,1533595859.7,137676305434.5
TTU-squider,51,4845680362.4,181024727.3,29426498427.0,20295.7,19334675.7,1070053090.2,210708174594.2
CEID-Walk,51,4994096777.2,399700816.0,22498440493.0,346200.4,51241569.0,1640706995.7,160051204096.0
COVIDhub-baseline,51,5013621280.5,383219776.0,21761098906.9,271441.0,58639850.0,1670922188.5,153803583684.0
BPagano-RtDriven,51,5414241998.1,218276985.6,29998233489.3,18.5,14920948.0,1047108269.7,214572675756.0
IowaStateLW-STEM,49,5448565826.3,421029361.0,23686669224.7,883600.0,48369360.5,1519944445.0,162503315689.0
CU-select,51,5673449691.2,207676921.0,16658665157.8,142129.0,8192402.5,2108429978.0,86563643089.0
UMich-RidgeTfReg,50,6465276287.9,815539805.3,23697495238.2,205259.4,90157765.9,4199792822.7,166340495403.1
Microsoft-DeepSTIA,50,7026276075.1,585420712.3,28631011465.8,628791.8,90327147.3,2185827083.4,199979176779.5
Google_Harvard-CPF,51,7237651083.9,228845983.6,31806817184.3,62690.6,45612540.2,1350985922.9,204912392256.2
JHU_CSSE-DECOM,48,7991657835.4,320123664.0,42589587228.1,1134225.0,76675322.0,1278309188.0,304045268409.0
UVA-Ensemble,51,12117542058.5,730918460.9,40526093616.1,467714.3,138825692.9,5700182326.8,271618604809.7
UCSB-ACTS,51,36840888003.9,2441691666.0,145102384168.8,2710519.9,308622788.3,10523039634.4,987429877236.9
CovidAnalytics-DELPHI,51,80999690862.8,127193284.0,488252071501.0,345744.0,15854165.0,2092458312.5,3475767364281.0
DDS-NBDS,51,157576006604.3,220394018.7,717856670551.1,4165.2,12137429.8,1306354002.4,3893153849789.3
