,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
13167,424,392.0,,,,404.0,,2431.0,40.4,,,,,-32.0,,,,-20.0,,2007.0,-383.6,,,,,,,,True,,False,False,,,,
13169,787,808.0,,,,1116.0,,827.2,76.1,,,,,21.0,,,,329.0,,40.2,-710.9,,,,,,,,False,,False,False,,,,
13171,771,824.0,,,,853.0,,1344.5,183.9,,,,,53.0,,,,82.0,,573.5,-587.1,,,,,,,,False,,False,False,,,,
13173,233,256.0,,,,433.0,,1121.0,0.0,,,,,23.0,,,,200.0,,888.0,-233.0,,,,,,,,False,,False,False,,,,
13175,1834,2560.0,,,,2045.0,,2833.8,172.6,,1316.6,,,726.0,,,,211.0,,999.8,-1661.4,,-517.4,,,,,,True,,False,False,,True,,
13177,1156,776.0,,,,1186.0,,671.8,166.1,,,,,-380.0,,,,30.0,,-484.2,-989.9,,,,,,,,True,,False,False,,,,
13179,1153,816.0,,,,1559.0,,613.0,123.7,,,,,-337.0,,,,406.0,,-540.0,-1029.3,,,,,,,,False,,False,False,,,,
13181,313,128.0,,,,205.0,,212.3,22.4,,,,,-185.0,,,,-108.0,,-100.7,-290.6,,,,,,,,True,,True,False,,,,
13183,301,400.0,,,,465.0,,2457.4,29.4,,,,,99.0,,,,164.0,,2156.4,-271.6,,,,,,,,False,,False,False,,,,
13185,3225,3552.0,,,,3977.0,,2520.2,0.2,,1420.0,,,327.0,,,,752.0,,-704.8,-3224.8,,-1805.0,,,,,,False,,False,False,,False,,
13187,921,1264.0,,,,1418.0,,1674.3,292.8,,,,,343.0,,,,497.0,,753.3,-628.2,,,,,,,,False,,False,False,,,,
13189,1004,616.0,,,,850.0,,447.1,0.0,,,,,-388.0,,,,-154.0,,-556.9,-1004.0,,,,,,,,True,,False,False,,,,
13191,232,168.0,,,,335.0,,111.1,0.0,,,,,-64.0,,,,103.0,,-120.9,-232.0,,,,,,,,False,,False,False,,,,
13193,346,200.0,,,,481.0,,95.0,0.0,,,,,-146.0,,,,135.0,,-251.0,-346.0,,,,,,,,True,,False,False,,,,
13195,1240,1224.0,,,,1275.0,,694.2,216.7,,,,,-16.0,,,,35.0,,-545.8,-1023.3,,,,,,,,False,,False,False,,,,
13197,207,128.0,,,,298.0,,1189.5,0.0,,,,,-79.0,,,,91.0,,982.5,-207.0,,,,,,,,False,,False,False,,,,
13199,785,672.0,,,,884.0,,753.1,0.1,,,,,-113.0,,,,99.0,,-31.9,-784.9,,,,,,,,True,,True,False,,,,
13201,234,440.0,,,,230.0,,421.9,11.8,,,,,206.0,,,,-4.0,,187.9,-222.2,,,,,,,,True,,True,False,,,,
13205,642,696.0,,,,843.0,,732.8,61.8,,,,,54.0,,,,201.0,,90.8,-580.2,,,,,,,,False,,False,False,,,,
13207,838,1192.0,,,,1123.0,,1103.6,109.0,,,,,354.0,,,,285.0,,265.6,-729.0,,,,,,,,True,,True,False,,,,
13209,302,520.0,,,,308.0,,1151.6,23.9,,,,,218.0,,,,6.0,,849.6,-278.1,,,,,,,,True,,False,False,,,,
13211,703,552.0,,,,751.0,,1000.7,0.1,,,,,-151.0,,,,48.0,,297.7,-702.9,,,,,,,,True,,False,False,,,,
13213,1676,1856.0,,,,2745.0,,776.2,304.7,,643.6,,,180.0,,,,1069.0,,-899.8,-1371.3,,-1032.4,,,,,,False,,False,False,,False,,
13215,4899,5008.0,,,,7330.0,,5074.6,1364.1,,5118.0,7577.0,,109.0,,,,2431.0,,175.6,-3534.9,,219.0,2678.0,,,,,False,,False,False,,False,False,
13217,3602,3368.0,,,,3506.0,,3787.2,505.8,,1648.0,,,-234.0,,,,-96.0,,185.2,-3096.2,,-1954.0,,,,,,True,,True,False,,False,,
13219,1443,2296.0,,,,1464.0,,2803.1,349.3,,,,,853.0,,,,21.0,,1360.1,-1093.7,,,,,,,,True,,False,False,,,,
13221,547,648.0,,,,565.0,,1405.2,70.3,,,,,101.0,,,,18.0,,858.2,-476.7,,,,,,,,True,,False,False,,,,
13223,6399,5688.0,,,,7118.0,,5655.9,1460.6,,4150.1,4796.0,,-711.0,,,,719.0,,-743.1,-4938.4,,-2248.9,-1603.0,,,,,False,,False,False,,False,False,
13225,976,872.0,,,,825.0,,362.9,214.0,,,,,-104.0,,,,-151.0,,-613.1,-762.0,,,,,,,,False,,False,False,,,,
13227,1360,1464.0,,,,1603.0,,1006.6,149.0,,,,,104.0,,,,243.0,,-353.4,-1211.0,,,,,,,,False,,False,False,,,,
13229,706,1368.0,,,,834.0,,2710.6,0.0,,,,,662.0,,,,128.0,,2004.6,-706.0,,,,,,,,True,,False,False,,,,
13231,845,792.0,,,,828.0,,1104.8,1.5,,,,,-53.0,,,,-17.0,,259.8,-843.5,,,,,,,,True,,False,False,,,,
13233,1892,1968.0,,,,2414.0,,1325.9,194.1,,1178.7,,,76.0,,,,522.0,,-566.1,-1697.9,,-713.3,,,,,,False,,False,False,,False,,
13235,304,272.0,,,,497.0,,212.8,0.0,,,,,-32.0,,,,193.0,,-91.2,-304.0,,,,,,,,False,,False,False,,,,
13237,692,656.0,,,,796.0,,840.4,92.2,,,,,-36.0,,,,104.0,,148.4,-599.8,,,,,,,,False,,False,False,,,,
13239,60,8.0,,,,62.0,,3.7,,,,,,-52.0,,,,2.0,,-56.3,,,,,,,,,True,,False,,,,,
13241,500,1064.0,,,,589.0,,1036.1,197.3,,,,,564.0,,,,89.0,,536.1,-302.7,,,,,,,,True,,True,True,,,,
13243,188,120.0,,,,218.0,,1661.0,0.0,,,,,-68.0,,,,30.0,,1473.0,-188.0,,,,,,,,True,,False,False,,,,
13245,8399,6992.0,,,,6501.0,,4917.1,1403.8,,4065.8,3113.0,,-1407.0,,,,-1898.0,,-3481.9,-6995.2,,-4333.2,-5286.0,,,,,False,,False,False,,False,False,
13247,2583,2112.0,,,,2572.0,,1673.9,342.1,,807.9,,,-471.0,,,,-11.0,,-909.1,-2240.9,,-1775.1,,,,,,True,,False,False,,False,,
13249,83,88.0,,,,225.0,,75.9,0.0,,,,,5.0,,,,142.0,,-7.1,-83.0,,,,,,,,False,,False,False,,,,
13251,304,264.0,,,,400.0,,855.0,59.5,,,,,-40.0,,,,96.0,,551.0,-244.5,,,,,,,,False,,False,False,,,,
13253,241,200.0,,,,338.0,,219.2,0.0,,,,,-41.0,,,,97.0,,-21.8,-241.0,,,,,,,,False,,True,False,,,,
13255,1980,2904.0,,,,2535.0,,5059.1,345.8,,1920.6,,,924.0,,,,555.0,,3079.1,-1634.2,,-59.4,,,,,,True,,False,False,,True,,
13257,787,1200.0,,,,1216.0,,968.2,77.9,,,,,413.0,,,,429.0,,181.2,-709.1,,,,,,,,False,,True,False,,,,
13259,178,96.0,,,,250.0,,148.3,0.0,,,,,-82.0,,,,72.0,,-29.7,-178.0,,,,,,,,True,,True,False,,,,
13261,767,808.0,,,,1030.0,,452.0,0.2,,,,,41.0,,,,263.0,,-315.0,-766.8,,,,,,,,False,,False,False,,,,
13263,165,96.0,,,,193.0,,48.0,0.0,,,,,-69.0,,,,28.0,,-117.0,-165.0,,,,,,,,True,,False,False,,,,
13265,64,0.0,,,,89.0,,8.9,,,,,,-64.0,,,,25.0,,-55.1,,,,,,,,,True,,True,,,,,
13267,756,640.0,,,,848.0,,837.5,79.9,,,,,-116.0,,,,92.0,,81.5,-676.1,,,,,,,,True,,True,False,,,,
13269,244,216.0,,,,326.0,,34.9,0.0,,,,,-28.0,,,,82.0,,-209.1,-244.0,,,,,,,,False,,False,False,,,,
13271,490,160.0,,,,880.0,,480.4,0.0,,,,,-330.0,,,,390.0,,-9.6,-490.0,,,,,,,,False,,True,False,,,,
13273,191,232.0,,,,275.0,,117.0,0.0,,,,,41.0,,,,84.0,,-74.0,-191.0,,,,,,,,False,,False,False,,,,
13275,1493,1568.0,,,,1678.0,,2846.7,260.2,,529.2,,,75.0,,,,185.0,,1353.7,-1232.8,,-963.8,,,,,,False,,False,False,,False,,
13277,1301,1624.0,,,,1823.0,,519.1,398.0,,905.8,,,323.0,,,,522.0,,-781.9,-903.0,,-395.2,,,,,,False,,False,False,,False,,
13279,1016,1576.0,,,,1061.0,,3342.5,210.7,,,,,560.0,,,,45.0,,2326.5,-805.3,,,,,,,,True,,False,False,,,,
13281,313,448.0,,,,476.0,,452.3,120.7,,,,,135.0,,,,163.0,,139.3,-192.3,,,,,,,,False,,False,False,,,,
13283,365,320.0,,,,284.0,,2188.0,30.1,,,,,-45.0,,,,-81.0,,1823.0,-334.9,,,,,,,,False,,False,False,,,,
13285,2033,2160.0,,,,2984.0,,2010.0,1.9,,1219.5,,,127.0,,,,951.0,,-23.0,-2031.1,,-813.5,,,,,,False,,True,False,,False,,
13287,348,280.0,,,,276.0,,658.3,0.0,,,,,-68.0,,,,-72.0,,310.3,-348.0,,,,,,,,False,,False,False,,,,
13289,232,328.0,,,,290.0,,1137.2,26.9,,,,,96.0,,,,58.0,,905.2,-205.1,,,,,,,,True,,False,False,,,,
13291,679,624.0,,,,981.0,,372.2,0.8,,216.6,,,-55.0,,,,302.0,,-306.8,-678.2,,-462.4,,,,,,False,,False,False,,False,,
13293,1211,1152.0,,,,1265.0,,1684.5,0.0,,,,,-59.0,,,,54.0,,473.5,-1211.0,,,,,,,,True,,False,False,,,,
13295,2520,2376.0,,,,5083.0,,3096.0,299.7,,2778.6,,,-144.0,,,,2563.0,,576.0,-2220.3,,258.6,,,,,,False,,False,False,,False,,
13297,3983,4952.0,,,,3710.0,,3573.7,620.2,,2931.1,,,969.0,,,,-273.0,,-409.3,-3362.8,,-1051.9,,,,,,True,,True,False,,False,,
13299,1398,1808.0,,,,1495.0,,3290.8,0.0,,787.3,,,410.0,,,,97.0,,1892.8,-1398.0,,-610.7,,,,,,True,,False,False,,False,,
13301,220,120.0,,,,157.0,,151.4,26.6,,,,,-100.0,,,,-63.0,,-68.6,-193.4,,,,,,,,True,,True,False,,,,
13303,605,368.0,,,,758.0,,182.8,0.0,,,,,-237.0,,,,153.0,,-422.2,-605.0,,,,,,,,True,,False,False,,,,
13305,1251,1016.0,,,,1279.0,,951.2,0.0,,,,,-235.0,,,,28.0,,-299.8,-1251.0,,,,,,,,True,,False,False,,,,
13307,51,64.0,,,,82.0,,917.8,,,,,,13.0,,,,31.0,,866.8,,,,,,,,,False,,False,,,,,
13309,157,88.0,,,,302.0,,920.2,0.0,,,,,-69.0,,,,145.0,,763.2,-157.0,,,,,,,,False,,False,False,,,,
13311,1005,1552.0,,,,1135.0,,1655.2,255.2,,,,,547.0,,,,130.0,,650.2,-749.8,,,,,,,,True,,False,False,,,,
13313,4523,6288.0,,,,7937.0,,4329.0,1088.3,,3295.2,,,1765.0,,,,3414.0,,-194.0,-3434.7,,-1227.8,,,,,,False,,True,False,,True,,
13315,223,448.0,,,,379.0,,793.3,41.7,,,,,225.0,,,,156.0,,570.3,-181.3,,,,,,,,True,,False,True,,,,
13317,402,360.0,,,,346.0,,144.5,53.2,,,,,-42.0,,,,-56.0,,-257.5,-348.8,,,,,,,,False,,False,False,,,,
13319,283,264.0,,,,288.0,,263.9,34.4,,,,,-19.0,,,,5.0,,-19.1,-248.6,,,,,,,,True,,False,False,,,,
13321,642,656.0,,,,940.0,,530.7,69.3,,,,,14.0,,,,298.0,,-111.3,-572.7,,,,,,,,False,,False,False,,,,
15001,378,560.0,,,,,,697.6,14.5,,,183.0,,182.0,,,,,,319.6,-363.5,,,-195.0,,,,,,,False,False,,,False,
15003,4304,5272.0,,,,,,4814.5,11.4,,2458.0,2544.0,,968.0,,,,,,510.5,-4292.6,,-1846.0,-1760.0,,,,,,,True,False,,False,False,
15005,0,0.0,,,,,,0.4,,,,,,0.0,,,,,,0.4,,,,,,,,,,,False,,,,,
15007,40,40.0,,,,,,22.8,137.7,,,,,0.0,,,,,,-17.2,97.7,,,,,,,,,,False,False,,,,
15009,1320,1176.0,,,,,,750.2,1104.3,,,2383.0,,-144.0,,,,,,-569.8,-215.7,,,1063.0,,,,,,,False,False,,,False,
16001,9752,20096.0,,,,15530.0,,11696.2,5262.5,,14805.9,6294.0,,10344.0,,,,5778.0,,1944.2,-4489.5,,5053.9,-3458.0,,,,,True,,True,True,,True,True,
16003,100,408.0,,,,74.0,,649.1,38.1,,,,,308.0,,,,-26.0,,549.1,-61.9,,,,,,,,True,,False,True,,,,
16005,1624,1872.0,,,,2126.0,,507.0,0.0,,1236.3,,,248.0,,,,502.0,,-1117.0,-1624.0,,-387.7,,,,,,False,,False,False,,False,,
16007,94,96.0,,,,98.0,,19.6,0.0,,,,,2.0,,,,4.0,,-74.4,-94.0,,,,,,,,False,,False,False,,,,
16009,172,240.0,,,,931.0,,468.4,16.1,,,,,68.0,,,,759.0,,296.4,-155.9,,,,,,,,False,,False,False,,,,
16011,647,768.0,,,,1284.0,,226.1,0.0,,,,,121.0,,,,637.0,,-420.9,-647.0,,,,,,,,False,,False,False,,,,
16013,597,80.0,,,,201.0,,40.9,0.1,,,,,-517.0,,,,-396.0,,-556.1,-596.9,,,,,,,,True,,False,False,,,,
16015,65,104.0,,,,107.0,,99.3,0.0,,,,,39.0,,,,42.0,,34.3,-65.0,,,,,,,,False,,True,False,,,,
16017,1129,1720.0,,,,1486.0,,1202.8,209.3,,,,,591.0,,,,357.0,,73.8,-919.7,,,,,,,,True,,True,False,,,,
16019,1818,4312.0,,,,3051.0,,975.9,0.1,,2439.2,,,2494.0,,,,1233.0,,-842.1,-1817.9,,621.2,,,,,,True,,True,True,,True,,
16021,296,280.0,,,,415.0,,156.7,0.0,,,,,-16.0,,,,119.0,,-139.3,-296.0,,,,,,,,False,,False,False,,,,
16023,39,88.0,,,,36.0,,12.8,0.0,,,,,49.0,,,,-3.0,,-26.2,-39.0,,,,,,,,True,,True,True,,,,
16025,14,0.0,,,,8.0,,1.0,,,,,,-14.0,,,,-6.0,,-13.0,,,,,,,,,True,,True,,,,,
16027,4609,5584.0,,,,9374.0,,2160.1,0.2,,7789.7,1089.0,,975.0,,,,4765.0,,-2448.9,-4608.8,,3180.7,-3520.0,,,,,False,,False,False,,False,False,
16029,116,184.0,,,,131.0,,14.3,0.0,,,,,68.0,,,,15.0,,-101.7,-116.0,,,,,,,,True,,False,False,,,,
16031,362,320.0,,,,415.0,,131.6,0.0,,409.7,,,-42.0,,,,53.0,,-230.4,-362.0,,47.7,,,,,,False,,False,False,,False,,
16033,1,0.0,,,,48.0,,0.2,,,,,,-1.0,,,,47.0,,-0.8,,,,,,,,,False,,True,,,,,
16035,196,184.0,,,,401.0,,37.5,0.0,,,,,-12.0,,,,205.0,,-158.5,-196.0,,,,,,,,False,,False,False,,,,
16037,32,56.0,,,,41.0,,8.2,0.0,,,,,24.0,,,,9.0,,-23.8,-32.0,,,,,,,,True,,True,False,,,,
16039,266,1016.0,,,,479.0,,689.3,236.1,,,,,750.0,,,,213.0,,423.3,-29.9,,,,,,,,True,,True,True,,,,
16041,169,240.0,,,,262.0,,87.2,0.0,,,,,71.0,,,,93.0,,-81.8,-169.0,,,,,,,,False,,False,False,,,,
16043,129,184.0,,,,236.0,,24.4,0.0,,,,,55.0,,,,107.0,,-104.6,-129.0,,,,,,,,False,,False,False,,,,
16045,318,352.0,,,,663.0,,96.6,0.0,,,,,34.0,,,,345.0,,-221.4,-318.0,,,,,,,,False,,False,False,,,,
16047,133,192.0,,,,200.0,,30.7,0.0,,,,,59.0,,,,67.0,,-102.3,-133.0,,,,,,,,False,,False,False,,,,
16049,179,440.0,,,,538.0,,125.1,0.0,,,,,261.0,,,,359.0,,-53.9,-179.0,,,,,,,,False,,True,True,,,,
16051,377,976.0,,,,462.0,,139.4,0.0,,,,,599.0,,,,85.0,,-237.6,-377.0,,,,,,,,True,,True,True,,,,
16053,319,248.0,,,,511.0,,43.7,0.0,,447.8,,,-71.0,,,,192.0,,-275.3,-319.0,,128.8,,,,,,False,,False,False,,False,,
16055,4518,6376.0,,,,8382.0,,4014.2,0.1,,5975.7,1425.0,,1858.0,,,,3864.0,,-503.8,-4517.9,,1457.7,-3093.0,,,,,False,,True,False,,True,False,
16057,529,496.0,,,,3612.0,,181.7,0.0,,,,,-33.0,,,,3083.0,,-347.3,-529.0,,,,,,,,False,,False,False,,,,
16059,37,88.0,,,,107.0,,19.3,0.0,,,,,51.0,,,,70.0,,-17.7,-37.0,,,,,,,,False,,True,True,,,,
16061,40,144.0,,,,463.0,,25.3,0.0,,,,,104.0,,,,423.0,,-14.7,-40.0,,,,,,,,False,,True,True,,,,
16063,54,48.0,,,,41.0,,22.9,0.0,,,,,-6.0,,,,-13.0,,-31.1,-54.0,,,,,,,,False,,False,False,,,,
16065,1028,1504.0,,,,616.0,,193.6,0.0,,586.8,,,476.0,,,,-412.0,,-834.4,-1028.0,,-441.2,,,,,,True,,False,False,,True,,
16067,256,520.0,,,,461.0,,227.2,0.0,,,,,264.0,,,,205.0,,-28.8,-256.0,,,,,,,,True,,True,True,,,,
16069,394,760.0,,,,5545.0,,266.4,0.0,,674.5,,,366.0,,,,5151.0,,-127.6,-394.0,,280.5,,,,,,False,,True,False,,True,,
16071,82,96.0,,,,78.0,,23.7,0.0,,,,,14.0,,,,-4.0,,-58.3,-82.0,,,,,,,,True,,False,False,,,,
16073,138,208.0,,,,200.0,,37.0,0.0,,,,,70.0,,,,62.0,,-101.0,-138.0,,,,,,,,True,,False,False,,,,
16075,371,584.0,,,,1006.0,,156.7,0.0,,,,,213.0,,,,635.0,,-214.3,-371.0,,,,,,,,False,,False,False,,,,
16077,90,80.0,,,,138.0,,25.1,0.0,,,,,-10.0,,,,48.0,,-64.9,-90.0,,,,,,,,False,,False,False,,,,
16079,192,448.0,,,,1014.0,,605.3,19.1,,,,,256.0,,,,822.0,,413.3,-172.9,,,,,,,,False,,False,True,,,,
16081,375,344.0,,,,195.0,,54.7,0.0,,,,,-31.0,,,,-180.0,,-320.3,-375.0,,,,,,,,False,,False,False,,,,
16083,1180,1080.0,,,,1444.0,,276.8,0.0,,1951.0,,,-100.0,,,,264.0,,-903.2,-1180.0,,771.0,,,,,,False,,False,False,,False,,
16085,346,592.0,,,,238.0,,244.6,9.6,,,,,246.0,,,,-108.0,,-101.4,-336.4,,,,,,,,True,,True,False,,,,
16087,211,336.0,,,,447.0,,160.0,0.0,,,,,125.0,,,,236.0,,-51.0,-211.0,,,,,,,,False,,True,False,,,,
17001,1838,2776.0,,,,2195.0,,1400.6,0.1,,3532.9,,,938.0,,,,357.0,,-437.4,-1837.9,,1694.9,,,,,,True,,True,False,,False,,
17003,108,88.0,,,,174.0,,51.4,0.0,,,,,-20.0,,,,66.0,,-56.6,-108.0,,,,,,,,False,,False,False,,,,
17005,400,608.0,,,,624.0,,180.5,0.0,,,,,208.0,,,,224.0,,-219.5,-400.0,,,,,,,,False,,False,False,,,,
17007,974,1600.0,,,,1244.0,,482.3,0.3,,1732.0,,,626.0,,,,270.0,,-491.7,-973.7,,758.0,,,,,,True,,True,False,,False,,
17009,227,184.0,,,,233.0,,104.9,0.0,,,,,-43.0,,,,6.0,,-122.1,-227.0,,,,,,,,True,,False,False,,,,
17011,547,888.0,,,,821.0,,180.7,0.1,,439.6,,,341.0,,,,274.0,,-366.3,-546.9,,-107.4,,,,,,True,,False,False,,True,,
17013,117,40.0,,,,123.0,,15.9,0.0,,,,,-77.0,,,,6.0,,-101.1,-117.0,,,,,,,,True,,False,False,,,,
17015,256,296.0,,,,326.0,,53.7,0.1,,,,,40.0,,,,70.0,,-202.3,-255.9,,,,,,,,False,,False,False,,,,
17017,372,608.0,,,,366.0,,179.7,0.0,,,,,236.0,,,,-6.0,,-192.3,-372.0,,,,,,,,True,,True,False,,,,
17019,4411,4056.0,,,,5696.0,,858.0,1.8,,3491.2,1342.0,,-355.0,,,,1285.0,,-3553.0,-4409.2,,-919.8,-3069.0,,,,,False,,False,False,,False,False,
17021,771,712.0,,,,1255.0,,380.5,0.0,,1032.2,,,-59.0,,,,484.0,,-390.5,-771.0,,261.2,,,,,,False,,False,False,,False,,
17023,534,520.0,,,,705.0,,415.7,0.5,,,,,-14.0,,,,171.0,,-118.3,-533.5,,,,,,,,False,,False,False,,,,
17025,248,280.0,,,,515.0,,55.9,0.1,,,,,32.0,,,,267.0,,-192.1,-247.9,,,,,,,,False,,False,False,,,,
17027,1212,1560.0,,,,1283.0,,441.8,0.2,,827.2,,,348.0,,,,71.0,,-770.2,-1211.8,,-384.8,,,,,,True,,False,False,,False,,
17029,944,1688.0,,,,2185.0,,943.9,0.1,,865.3,,,744.0,,,,1241.0,,-0.1,-943.9,,-78.7,,,,,,False,,True,False,,True,,
17031,85899,117248.0,,,,120845.0,,40957.6,474.5,,101452.5,33963.0,,31349.0,,,,34946.0,,-44941.4,-85424.5,,15553.5,-51936.0,,,,,False,,False,False,,True,False,
17033,468,616.0,,,,866.0,,303.0,3.3,,,,,148.0,,,,398.0,,-165.0,-464.7,,,,,,,,False,,False,False,,,,
17035,276,336.0,,,,434.0,,114.0,0.0,,,,,60.0,,,,158.0,,-162.0,-276.0,,,,,,,,False,,False,False,,,,
17037,1720,1896.0,,,,2156.0,,466.4,2.0,,433.8,,,176.0,,,,436.0,,-1253.6,-1718.0,,-1286.2,,,,,,False,,False,False,,False,,
17039,398,480.0,,,,576.0,,263.9,0.1,,,,,82.0,,,,178.0,,-134.1,-397.9,,,,,,,,False,,False,False,,,,
17041,595,816.0,,,,834.0,,177.8,1.0,,,,,221.0,,,,239.0,,-417.2,-594.0,,,,,,,,False,,False,False,,,,
17043,15943,18696.0,,,,21234.0,,4117.3,25.6,,13008.6,5515.0,,2753.0,,,,5291.0,,-11825.7,-15917.4,,-2934.4,-10428.0,,,,,False,,False,False,,False,False,
17045,234,520.0,,,,829.0,,319.3,1.0,,,,,286.0,,,,595.0,,85.3,-233.0,,,,,,,,False,,True,True,,,,
17047,158,168.0,,,,216.0,,98.4,0.0,,,,,10.0,,,,58.0,,-59.6,-158.0,,,,,,,,False,,False,False,,,,
17049,762,1064.0,,,,1414.0,,226.1,0.2,,,,,302.0,,,,652.0,,-535.9,-761.8,,,,,,,,False,,False,False,,,,
17051,483,632.0,,,,911.0,,176.5,0.5,,955.4,,,149.0,,,,428.0,,-306.5,-482.5,,472.4,,,,,,False,,False,False,,False,,
17053,366,600.0,,,,488.0,,378.1,1.6,,,,,234.0,,,,122.0,,12.1,-364.4,,,,,,,,True,,True,False,,,,
17055,933,2256.0,,,,1481.0,,1354.9,419.6,,,,,1323.0,,,,548.0,,421.9,-513.4,,,,,,,,True,,True,True,,,,
17057,568,1664.0,,,,1082.0,,433.3,159.8,,,,,1096.0,,,,514.0,,-134.7,-408.2,,,,,,,,True,,True,True,,,,
17059,119,264.0,,,,197.0,,182.6,49.4,,,,,145.0,,,,78.0,,63.6,-69.6,,,,,,,,True,,True,True,,,,
17061,290,280.0,,,,548.0,,52.3,0.0,,,,,-10.0,,,,258.0,,-237.7,-290.0,,,,,,,,False,,False,False,,,,
17063,1288,1176.0,,,,1517.0,,254.8,0.2,,1111.6,,,-112.0,,,,229.0,,-1033.2,-1287.8,,-176.4,,,,,,False,,False,False,,False,,
17065,224,232.0,,,,366.0,,202.3,0.0,,,,,8.0,,,,142.0,,-21.7,-224.0,,,,,,,,False,,False,False,,,,
17067,399,544.0,,,,538.0,,149.1,0.0,,,,,145.0,,,,139.0,,-249.9,-399.0,,,,,,,,True,,False,False,,,,
17069,137,88.0,,,,168.0,,59.7,0.0,,,,,-49.0,,,,31.0,,-77.3,-137.0,,,,,,,,True,,False,False,,,,
17071,104,176.0,,,,199.0,,14.3,0.0,,,,,72.0,,,,95.0,,-89.7,-104.0,,,,,,,,False,,False,False,,,,
17073,708,1400.0,,,,1281.0,,275.0,0.4,,1376.8,,,692.0,,,,573.0,,-433.0,-707.6,,668.8,,,,,,True,,True,False,,True,,
17075,520,520.0,,,,982.0,,119.9,0.3,,749.3,,,0.0,,,,462.0,,-400.1,-519.7,,229.3,,,,,,False,,False,False,,False,,
17077,1040,1112.0,,,,1444.0,,407.6,0.1,,542.1,,,72.0,,,,404.0,,-632.4,-1039.9,,-497.9,,,,,,False,,False,False,,False,,
17079,230,328.0,,,,396.0,,73.5,0.3,,,,,98.0,,,,166.0,,-156.5,-229.7,,,,,,,,False,,False,False,,,,
17081,1141,1696.0,,,,1510.0,,834.6,189.1,,545.7,,,555.0,,,,369.0,,-306.4,-951.9,,-595.3,,,,,,True,,True,False,,False,,
17083,603,936.0,,,,734.0,,284.4,0.7,,,,,333.0,,,,131.0,,-318.6,-602.3,,,,,,,,True,,True,False,,,,
17085,231,304.0,,,,439.0,,212.3,0.4,,,,,73.0,,,,208.0,,-18.7,-230.6,,,,,,,,False,,True,False,,,,
17087,389,328.0,,,,496.0,,67.4,0.9,,,,,-61.0,,,,107.0,,-321.6,-388.1,,,,,,,,False,,False,False,,,,
17089,9713,13296.0,,,,13866.0,,3821.7,21.6,,5944.7,3880.0,,3583.0,,,,4153.0,,-5891.3,-9691.4,,-3768.3,-5833.0,,,,,False,,False,False,,False,False,
17091,1855,2280.0,,,,3535.0,,353.7,0.1,,3029.1,,,425.0,,,,1680.0,,-1501.3,-1854.9,,1174.1,,,,,,False,,False,False,,False,,
17093,2722,2800.0,,,,3027.0,,738.6,0.3,,2140.6,923.0,,78.0,,,,305.0,,-1983.4,-2721.7,,-581.4,-1799.0,,,,,False,,False,False,,False,False,
17095,1105,1736.0,,,,1512.0,,653.8,0.1,,1802.9,,,631.0,,,,407.0,,-451.2,-1104.9,,697.9,,,,,,True,,True,False,,False,,
17097,11678,14176.0,,,,16846.0,,3830.3,26.8,,6633.6,4409.0,,2498.0,,,,5168.0,,-7847.7,-11651.2,,-5044.4,-7269.0,,,,,False,,False,False,,False,False,
17099,2493,2768.0,,,,2842.0,,507.6,0.2,,881.2,,,275.0,,,,349.0,,-1985.4,-2492.8,,-1611.8,,,,,,False,,False,False,,False,,
17101,420,1728.0,,,,734.0,,695.7,224.1,,,,,1308.0,,,,314.0,,275.7,-195.9,,,,,,,,True,,True,True,,,,
17103,661,952.0,,,,902.0,,274.0,0.6,,444.1,,,291.0,,,,241.0,,-387.0,-660.4,,-216.9,,,,,,True,,False,False,,True,,
17105,1080,1328.0,,,,1124.0,,289.8,1.0,,953.4,,,248.0,,,,44.0,,-790.2,-1079.0,,-126.6,,,,,,True,,False,False,,True,,
17107,667,920.0,,,,867.0,,225.7,0.0,,,,,253.0,,,,200.0,,-441.3,-667.0,,,,,,,,True,,False,False,,,,
17109,363,520.0,,,,717.0,,346.8,0.0,,,,,157.0,,,,354.0,,-16.2,-363.0,,,,,,,,False,,True,False,,,,
17111,5493,7248.0,,,,6309.0,,2523.1,3.3,,4276.0,2956.0,,1755.0,,,,816.0,,-2969.9,-5489.7,,-1217.0,-2537.0,,,,,True,,False,False,,True,False,
