,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01089,3711,5224.0,,5151.4,8121.1,4286.0,10084.0,,,,,3619.1,,2884.1,,3996.9,5335.0,2459.8,4637.6,3040.0,,3647.5,3609.0,,,,3394.0,2887.1,,,,,,3670.7,5481.0,,,6750.4,5950.5,1513.0,,1440.4,4410.1,575.0,6373.0,,,,,-91.9,,-826.9,,285.9,1624.0,-1251.2,926.6,-671.0,,-63.5,-102.0,,,,-317.0,-823.9,,,,,,-40.3,1770.0,,,3039.4,2239.5,,True,False,True,False,,,,,True,,True,,True,False,True,True,True,,True,True,,,,True,True,,,,,,True,False,,,False,False
01091,221,416.0,,347.7,,275.0,260.0,,,,,223.0,,203.3,,,291.0,88.9,243.9,,,368.0,230.5,,,,258.0,458.4,,,,,,,,,,331.9,440.2,195.0,,126.7,,54.0,39.0,,,,,2.0,,-17.7,,,70.0,-132.1,22.9,,,147.0,9.5,,,,37.0,237.4,,,,,,,,,,110.9,219.2,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,,,,,,,,,,True,False
01093,199,340.0,,337.2,,286.0,102.0,,,,,284.2,,241.9,,,489.0,253.2,287.8,208.0,,201.0,231.2,,,,331.0,659.1,,,,,,126.5,,,,454.8,414.1,141.0,,138.2,,87.0,-97.0,,,,,85.2,,42.9,,,290.0,54.2,88.8,9.0,,2.0,32.2,,,,132.0,460.1,,,,,,-72.5,,,,255.8,215.1,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,False,,,,,,True,,,,False,False
01095,745,1048.0,,1096.3,,860.0,634.0,,,,,1081.0,,694.1,,894.8,1755.0,487.2,990.8,429.5,,515.5,780.8,,,,952.0,1130.9,,,,,,889.5,,,,1007.4,1273.8,303.0,,351.3,,115.0,-111.0,,,,,336.0,,-50.9,,149.8,1010.0,-257.8,245.8,-315.5,,-229.5,35.8,,,,207.0,385.9,,,,,,144.5,,,,262.4,528.8,,False,,True,True,,,,,False,,True,,True,False,True,True,False,,True,True,,,,True,False,,,,,,True,,,,True,False
01097,3854,5508.0,,5331.4,8532.5,4869.0,5716.0,,,,,3873.0,,2918.6,,4718.1,5904.0,1637.3,4753.7,3852.5,,5049.5,3654.9,,,,3897.0,5796.0,,,,,,4276.2,3811.0,,,7638.3,7023.1,1654.0,,1477.4,4678.5,1015.0,1862.0,,,,,19.0,,-935.4,,864.1,2050.0,-2216.7,899.7,-1.5,,1195.5,-199.1,,,,43.0,1942.0,,,,,,422.2,-43.0,,,3784.3,3169.1,,True,False,True,False,,,,,True,,True,,True,False,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,False
01099,133,280.0,,317.1,,194.0,77.0,,,,,177.3,,167.9,,,247.0,87.6,236.6,,,217.0,161.9,,,,192.0,133.4,,,,,,,,,,294.9,276.1,147.0,,184.1,,61.0,-56.0,,,,,44.3,,34.9,,,114.0,-45.4,103.6,,,84.0,28.9,,,,59.0,0.4,,,,,,,,,,161.9,143.1,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
01101,2361,3988.0,,4167.2,,2769.0,8847.0,,,,,2385.8,,1974.8,,3153.3,2495.0,1643.9,3174.9,2295.0,,3184.0,2604.0,,,,2849.0,2204.9,,,,,,3730.1,2948.0,,,6439.2,4131.2,1627.0,,1806.2,,408.0,6486.0,,,,,24.8,,-386.2,,792.3,134.0,-717.1,813.9,-66.0,,823.0,243.0,,,,488.0,-156.1,,,,,,1369.1,587.0,,,4078.2,1770.2,,False,,True,False,,,,,True,,True,,True,True,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,False
01103,874,1676.0,,1578.9,,1342.0,1510.0,,,,,1443.7,,955.2,,,2108.0,733.7,1301.6,997.0,,937.0,1034.1,,,,1398.0,926.9,,,,,,1022.7,,,,1721.3,1745.5,802.0,,704.9,,468.0,636.0,,,,,569.7,,81.2,,,1234.0,-140.3,427.6,123.0,,63.0,160.1,,,,524.0,52.9,,,,,,148.7,,,,847.3,871.5,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01105,85,120.0,,122.6,,108.0,70.0,,,,,92.7,,76.3,,,100.0,150.5,106.9,,,79.0,71.3,,,,99.0,159.8,,,,,,,,,,132.3,201.2,35.0,,37.6,,23.0,-15.0,,,,,7.7,,-8.7,,,15.0,65.5,21.9,,,-6.0,-13.7,,,,14.0,74.8,,,,,,,,,,47.3,116.2,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,True,False,,,,,,,,,,False,False
01107,222,132.0,,102.2,,131.0,50.0,,,,,171.8,,125.9,,,318.0,63.2,193.5,,,30.0,109.1,,,,148.0,166.5,,,,,,,,,,212.2,249.0,-90.0,,-119.8,,-91.0,-172.0,,,,,-50.2,,-96.1,,,96.0,-158.8,-28.5,,,-192.0,-112.9,,,,-74.0,-55.5,,,,,,,,,,-9.8,27.0,,False,,False,False,,,,,True,,False,,,False,False,True,,,False,False,,,,True,True,,,,,,,,,,True,True
01109,283,592.0,,574.8,,386.0,176.0,,,,,340.2,,303.5,,,394.0,191.6,396.5,397.5,,449.0,353.2,,,,418.0,251.0,,,,,,404.2,,,,1119.2,558.4,309.0,,291.8,,103.0,-107.0,,,,,57.2,,20.5,,,111.0,-91.4,113.5,114.5,,166.0,70.2,,,,135.0,-32.0,,,,,,121.2,,,,836.2,275.4,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
01111,147,268.0,,267.7,,217.0,259.0,,,,,134.1,,172.6,,,288.0,132.4,194.7,,,222.0,185.5,,,,229.0,204.1,,,,,,,,,,353.7,206.0,121.0,,120.7,,70.0,112.0,,,,,-12.9,,25.6,,,141.0,-14.6,47.7,,,75.0,38.5,,,,82.0,57.1,,,,,,,,,,206.7,59.0,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
01113,442,1096.0,,1092.4,,938.0,1345.0,,,,,457.8,,565.9,,,669.0,1463.1,711.7,754.0,,1379.5,766.5,,,,735.0,976.0,,,,,,860.7,,,,1616.6,949.4,654.0,,650.4,,496.0,903.0,,,,,15.8,,123.9,,,227.0,1021.1,269.7,312.0,,937.5,324.5,,,,293.0,534.0,,,,,,418.7,,,,1174.6,507.4,,True,,True,False,,,,,True,,True,,,True,False,True,True,,False,True,,,,True,True,,,,,,True,,,,False,True
01115,897,1224.0,,1207.0,,907.0,570.0,,,,,921.8,,722.5,,,1269.0,543.8,982.1,343.0,,941.0,815.2,,,,923.0,751.4,,,,,,645.5,,,,1659.1,1237.3,327.0,,310.0,,10.0,-327.0,,,,,24.8,,-174.5,,,372.0,-353.2,85.1,-554.0,,44.0,-81.8,,,,26.0,-145.6,,,,,,-251.5,,,,762.1,340.3,,True,,True,False,,,,,True,,True,,,False,False,True,False,,True,True,,,,True,True,,,,,,True,,,,False,False
01117,2317,3308.0,,3739.4,,2420.0,5671.0,,,,,2236.3,,1761.4,,2408.4,3166.0,1506.2,2347.7,1856.0,,2297.5,2225.8,,,,2440.0,2374.0,,,,,,2083.1,2213.0,,,3435.9,3579.2,991.0,,1422.4,,103.0,3354.0,,,,,-80.7,,-555.6,,91.4,849.0,-810.8,30.7,-461.0,,-19.5,-91.2,,,,123.0,57.0,,,,,,-233.9,-104.0,,,1118.9,1262.2,,False,,True,False,,,,,True,,True,,True,True,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,False
01119,72,68.0,,80.8,,54.0,0.0,,,,,80.2,,72.1,,,143.0,1.4,83.2,,,12.0,33.0,,,,68.0,69.9,,,,,,,,,,60.7,104.6,-4.0,,8.8,,-18.0,-72.0,,,,,8.2,,0.1,,,71.0,-70.6,11.2,,,-60.0,-39.0,,,,-4.0,-2.1,,,,,,,,,,-11.3,32.6,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,False,,,,False,True,,,,,,,,,,False,False
01121,946,1200.0,,1131.8,,1015.0,381.0,,,,,782.5,,705.2,,,1148.0,715.2,904.5,512.5,,1086.0,879.2,,,,930.0,1351.1,,,,,,1032.5,,,,1320.9,1210.2,254.0,,185.8,,69.0,-565.0,,,,,-163.5,,-240.8,,,202.0,-230.8,-41.5,-433.5,,140.0,-66.8,,,,-16.0,405.1,,,,,,86.5,,,,374.9,264.2,,True,,True,False,,,,,True,,True,,,True,True,True,False,,True,True,,,,True,False,,,,,,True,,,,False,False
01123,414,2144.0,,2360.4,,516.0,147.0,,,,,330.3,,980.6,,,459.0,57.6,873.9,512.0,,124.0,912.4,,,,1039.0,371.5,,,,,,1121.8,,,,2055.2,1532.1,1730.0,,1946.4,,102.0,-267.0,,,,,-83.7,,566.6,,,45.0,-356.4,459.9,98.0,,-290.0,498.4,,,,625.0,-42.5,,,,,,707.8,,,,1641.2,1118.1,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
01125,2245,3360.0,,3530.4,,2268.0,2455.0,,,,,2241.5,,1890.0,,2052.9,3110.0,662.1,2334.2,1267.0,,1699.5,1825.1,,,,2355.0,2579.3,,,,,,2961.2,1675.0,,,4168.0,3456.7,1115.0,,1285.4,,23.0,210.0,,,,,-3.5,,-355.0,,-192.1,865.0,-1582.9,89.2,-978.0,,-545.5,-419.9,,,,110.0,334.3,,,,,,716.2,-570.0,,,1923.0,1211.7,,False,,True,True,,,,,True,,True,,True,True,False,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,False
01127,415,592.0,,627.4,,492.0,119.0,,,,,640.7,,414.8,,,1124.0,148.4,596.7,201.0,,260.0,340.9,,,,591.0,539.0,,,,,,727.1,,,,768.7,764.9,177.0,,212.4,,77.0,-296.0,,,,,225.7,,-0.2,,,709.0,-266.6,181.7,-214.0,,-155.0,-74.1,,,,176.0,124.0,,,,,,312.1,,,,353.7,349.9,,False,,True,False,,,,,False,,True,,,False,False,False,False,,True,True,,,,True,True,,,,,,False,,,,False,False
01129,131,188.0,,188.3,,157.0,64.0,,,,,132.7,,149.4,,,260.0,72.2,139.3,,,144.0,139.2,,,,159.0,207.2,,,,,,,,,,215.6,263.3,57.0,,57.3,,26.0,-67.0,,,,,1.7,,18.4,,,129.0,-58.8,8.3,,,13.0,8.2,,,,28.0,76.2,,,,,,,,,,84.6,132.3,,False,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,True,False,,,,,,,,,,False,False
01131,121,212.0,,227.0,,163.0,209.0,,,,,111.4,,123.8,,,93.0,130.1,148.1,,,192.0,139.2,,,,149.0,185.4,,,,,,,,,,286.6,195.6,91.0,,106.0,,42.0,88.0,,,,,-9.6,,2.8,,,-28.0,9.1,27.1,,,71.0,18.2,,,,28.0,64.4,,,,,,,,,,165.6,74.6,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
01133,109,312.0,,335.4,,224.0,148.0,,,,,226.5,,178.6,,,418.0,118.3,261.4,,,130.0,184.1,,,,250.0,273.2,,,,,,123.9,,,,326.6,326.5,203.0,,226.4,,115.0,39.0,,,,,117.5,,69.6,,,309.0,9.3,152.4,,,21.0,75.1,,,,141.0,164.2,,,,,,14.9,,,,217.6,217.5,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,,,,,,True,,,,False,False
02013,285,124.0,,132.1,,25.0,,,,,,3.6,,69.6,,,,2.4,84.6,,,4.0,45.5,,,,69.0,13.4,,,,,,,,,,443.8,,-161.0,,-152.9,,-260.0,,,,,,-281.4,,-215.4,,,,-282.6,-200.4,,,-281.0,-239.5,,,,-216.0,-271.6,,,,,,,,,,158.8,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,,,,False,False,,,,,,,,,,True,
02016,198,192.0,,186.2,,108.0,,,,,,46.6,,74.9,,,,289.5,169.0,,,101.0,85.5,,,,107.0,72.7,,,,,,,,,,94.5,,-6.0,,-11.8,,-90.0,,,,,,-151.4,,-123.1,,,,91.5,-29.0,,,-97.0,-112.5,,,,-91.0,-125.3,,,,,,,,,,-103.5,,,False,,False,,,,,,False,,False,,,,False,False,,,False,False,,,,False,False,,,,,,,,,,False,
02020,1319,1804.0,,1745.1,,1310.0,1205.0,,,,,1969.0,,1618.7,,1257.5,,606.3,1636.7,1671.0,,919.0,1176.7,,,,2221.0,2992.2,,,,,,2793.6,1089.0,,,1883.4,,485.0,,426.1,,-9.0,-114.0,,,,,650.0,,299.7,,-61.5,,-712.7,317.7,352.0,,-400.0,-142.3,,,,902.0,1673.2,,,,,,1474.6,-230.0,,,564.4,,,True,,True,True,,,,,False,,True,,True,,False,True,True,,True,True,,,,False,False,,,,,,False,True,,,False,
02050,391,832.0,,850.9,,374.0,0.0,,,,,189.5,,432.8,,,,237.4,352.5,,,498.0,346.2,,,,500.0,529.3,,,,,,,,,,797.4,,441.0,,459.9,,-17.0,-391.0,,,,,-201.5,,41.8,,,,-153.6,-38.5,,,107.0,-44.8,,,,109.0,138.3,,,,,,,,,,406.4,,,False,,True,True,,,,,True,,True,,,,True,True,,,True,True,,,,True,True,,,,,,,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,5.2,,0.7,,,,0.1,0.0,,,,0.0,,,,6.0,1.5,,,,,,,,,,4.1,,0.0,,0.0,,0.0,0.0,,,,,5.2,,0.7,,,,0.1,0.0,,,,0.0,,,,6.0,1.5,,,,,,,,,,4.1,,,True,,True,True,,,,,False,,False,,,,False,True,,,,False,,,,False,False,,,,,,,,,,False,
02068,5,4.0,,3.7,,4.0,0.0,,,,,3.7,,9.1,,,,3.9,5.6,,,7.0,12.4,,,,15.0,,,,,,,,,,,5.8,,-1.0,,-1.3,,-1.0,-5.0,,,,,-1.3,,4.1,,,,-1.1,0.6,,,2.0,7.4,,,,10.0,,,,,,,,,,,0.8,,,False,,False,False,,,,,False,,False,,,,False,True,,,False,False,,,,False,,,,,,,,,,,True,
02070,35,52.0,,53.2,,25.0,,,,,,10.2,,39.3,,,,3.9,26.9,,,10.0,25.3,,,,55.0,34.9,,,,,,,,,,48.0,,17.0,,18.2,,-10.0,,,,,,-24.8,,4.3,,,,-31.1,-8.1,,,-25.0,-9.7,,,,20.0,-0.1,,,,,,,,,,13.0,,,False,,True,,,,,,False,,True,,,,False,True,,,False,True,,,,False,True,,,,,,,,,,True,
02090,345,708.0,,774.2,,696.0,,,,,,509.2,,629.5,,,,363.2,489.8,764.5,,384.0,509.6,,,,918.0,927.1,,,,,,465.8,,,,1046.7,,363.0,,429.2,,351.0,,,,,,164.2,,284.5,,,,18.2,144.8,419.5,,39.0,164.6,,,,573.0,582.1,,,,,,120.8,,,,701.7,,,False,,True,,,,,,True,,True,,,,True,True,False,,True,True,,,,False,False,,,,,,True,,,,False,
02100,3,4.0,,3.0,,2.0,0.0,,,,,0.5,,3.8,,,,29.0,4.6,,,0.0,1.1,,,,21.0,2.4,,,,,,,,,,7.0,,1.0,,0.0,,-1.0,-3.0,,,,,-2.5,,0.8,,,,26.0,1.6,,,-3.0,-1.9,,,,18.0,-0.6,,,,,,,,,,4.0,,,True,,False,False,,,,,False,,True,,,,False,False,,,False,False,,,,False,True,,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.7,,,,0.1,0.0,,,,0.2,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.7,,,,0.1,0.0,,,,0.2,,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,False,True,,,,False,,,,,,,,,,,,,,,,
02110,95,128.0,,143.7,,93.0,37.0,,,,,87.6,,151.2,,,,100.6,69.0,82.5,,76.0,89.6,,,,152.0,334.9,,,,,,,,,,126.3,,33.0,,48.7,,-2.0,-58.0,,,,,-7.4,,56.2,,,,5.6,-26.0,-12.5,,-19.0,-5.4,,,,57.0,239.9,,,,,,,,,,31.3,,,False,,True,False,,,,,True,,False,,,,True,True,True,,True,True,,,,False,False,,,,,,,,,,True,
02122,102,224.0,,192.8,,207.0,224.0,,,,,283.2,,303.1,,,,105.2,184.7,,,124.0,152.7,,,,517.0,285.0,,,,,,224.1,,,,218.1,,122.0,,90.8,,105.0,122.0,,,,,181.2,,201.1,,,,3.2,82.7,,,22.0,50.7,,,,415.0,183.0,,,,,,122.1,,,,116.1,,,True,,True,False,,,,,False,,False,,,,True,True,,,True,True,,,,False,False,,,,,,False,,,,True,
02130,66,20.0,,21.7,,18.0,1.0,,,,,24.1,,42.9,,,,6.4,28.8,,,17.0,20.1,,,,64.0,,,,,,,,,,,37.8,,-46.0,,-44.3,,-48.0,-65.0,,,,,-41.9,,-23.1,,,,-59.6,-37.2,,,-49.0,-45.9,,,,-2.0,,,,,,,,,,,-28.2,,,True,,False,False,,,,,True,,True,,,,False,True,,,False,True,,,,True,,,,,,,,,,,True,
02150,33,96.0,,97.7,,74.0,,,,,,128.2,,96.5,,,,49.6,93.9,,,51.0,56.7,,,,118.0,141.5,,,,,,,,,,155.4,,63.0,,64.7,,41.0,,,,,,95.2,,63.5,,,,16.6,60.9,,,18.0,23.7,,,,85.0,108.5,,,,,,,,,,122.4,,,False,,True,,,,,,False,,False,,,,True,True,,,True,True,,,,False,False,,,,,,,,,,False,
02158,113,404.0,,484.6,,203.0,,,,,,,,149.5,,,,203.0,193.1,,,475.0,133.9,,,,,,,,,,,,,,,,,291.0,,371.6,,90.0,,,,,,,,36.5,,,,90.0,80.1,,,362.0,20.9,,,,,,,,,,,,,,,,,,False,,True,,,,,,,,True,,,,True,True,,,False,True,,,,,,,,,,,,,,,,
02164,12,28.0,,28.2,,14.0,,,,,,0.0,,11.0,,,,80.9,13.6,,,11.0,,,,,26.0,10.9,,,,,,,,,,15.5,,16.0,,16.2,,2.0,,,,,,-12.0,,-1.0,,,,68.9,1.6,,,-1.0,,,,,14.0,-1.1,,,,,,,,,,3.5,,,False,,True,,,,,,True,,True,,,,False,True,,,True,,,,,True,True,,,,,,,,,,True,
02170,984,860.0,,826.0,,724.0,744.0,,,,,688.9,,744.1,,,,326.9,596.6,848.0,,552.0,532.4,,,,927.0,986.0,,,,,,1424.1,,,,1295.0,,-124.0,,-158.0,,-260.0,-240.0,,,,,-295.1,,-239.9,,,,-657.1,-387.4,-136.0,,-432.0,-451.6,,,,-57.0,2.0,,,,,,440.1,,,,311.0,,,False,,False,False,,,,,False,,False,,,,False,False,False,,False,False,,,,True,True,,,,,,False,,,,False,
02180,17,44.0,,40.2,,38.0,,,,,,18.2,,48.0,,,,123.8,23.4,,,8.0,27.5,,,,71.0,57.2,,,,,,,,,,48.8,,27.0,,23.2,,21.0,,,,,,1.2,,31.0,,,,106.8,6.4,,,-9.0,10.5,,,,54.0,40.2,,,,,,,,,,31.8,,,True,,True,,,,,,True,,False,,,,False,True,,,True,True,,,,False,False,,,,,,,,,,False,
02185,32,76.0,,73.2,,96.0,0.0,,,,,87.3,,74.8,,,,342.6,131.2,,,5.0,99.4,,,,91.0,250.4,,,,,,,,,,154.2,,44.0,,41.2,,64.0,-32.0,,,,,55.3,,42.8,,,,310.6,99.2,,,-27.0,67.4,,,,59.0,218.4,,,,,,,,,,122.2,,,True,,False,True,,,,,False,,True,,,,False,False,,,True,False,,,,False,False,,,,,,,,,,False,
02188,29,168.0,,176.7,,119.0,,,,,,45.8,,89.3,,,,41.6,128.6,,,104.0,115.4,,,,139.0,151.5,,,,,,,,,,138.7,,139.0,,147.7,,90.0,,,,,,16.8,,60.3,,,,12.6,99.6,,,75.0,86.4,,,,110.0,122.5,,,,,,,,,,109.7,,,False,,True,,,,,,True,,True,,,,True,True,,,True,True,,,,True,True,,,,,,,,,,True,
02195,7,4.0,,2.9,,5.0,2.0,,,,,2.5,,7.7,,,,16.2,14.5,,,11.0,5.2,,,,20.0,,,,,,,,,,,,,-3.0,,-4.1,,-2.0,-5.0,,,,,-4.5,,0.7,,,,9.2,7.5,,,4.0,-1.8,,,,13.0,,,,,,,,,,,,,,False,,True,False,,,,,False,,True,,,,False,False,,,False,True,,,,False,,,,,,,,,,,,
02198,2,0.0,,0.0,,0.0,0.0,,,,,5.1,,9.7,,,,0.3,3.9,,,4.0,0.7,,,,,,,,,,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,3.1,,7.7,,,,-1.7,1.9,,,2.0,-1.3,,,,,,,,,,,,,,,,,,False,,False,False,,,,,False,,False,,,,True,True,,,False,True,,,,,,,,,,,,,,,,
02220,15,32.0,,28.0,,29.0,0.0,,,,,22.7,,41.0,,,,70.4,22.8,,,5.0,29.7,,,,66.0,43.6,,,,,,,,,,44.8,,17.0,,13.0,,14.0,-15.0,,,,,7.7,,26.0,,,,55.4,7.8,,,-10.0,14.7,,,,51.0,28.6,,,,,,,,,,29.8,,,True,,True,True,,,,,True,,False,,,,False,True,,,True,True,,,,False,False,,,,,,,,,,False,
02230,3,0.0,,0.0,,0.0,0.0,,,,,1.1,,2.5,,,,0.0,2.6,,,0.0,0.2,,,,,,,,,,,,,,,,,-3.0,,-3.0,,-3.0,-3.0,,,,,-1.9,,-0.5,,,,-3.0,-0.4,,,-3.0,-2.8,,,,,,,,,,,,,,,,,,False,,False,False,,,,,True,,True,,,,True,True,,,False,True,,,,,,,,,,,,,,,,
02240,24,48.0,,42.3,,29.0,,,,,,28.3,,47.7,,,,16.4,11.6,,,29.0,18.5,,,,61.0,38.3,,,,,,,,,,57.5,,24.0,,18.3,,5.0,,,,,,4.3,,23.7,,,,-7.6,-12.4,,,5.0,-5.5,,,,37.0,14.3,,,,,,,,,,33.5,,,True,,True,,,,,,True,,True,,,,True,True,,,True,True,,,,False,True,,,,,,,,,,False,
02261,50,48.0,,51.2,,41.0,,,,,,29.9,,58.3,,,,41.2,52.2,,,23.0,37.3,,,,83.0,74.8,,,,,,,,,,51.8,,-2.0,,1.2,,-9.0,,,,,,-20.1,,8.3,,,,-8.8,2.2,,,-27.0,-12.7,,,,33.0,24.8,,,,,,,,,,1.8,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,,,,False,False,,,,,,,,,,True,
02275,2,4.0,,4.3,,0.0,0.0,,,,,1.2,,3.8,,,,714.6,9.2,,,0.0,1.2,,,,,,,,,,,,,,,,,2.0,,2.3,,-2.0,-2.0,,,,,-0.8,,1.8,,,,712.6,7.2,,,-2.0,-0.8,,,,,,,,,,,,,,,,,,False,,False,False,,,,,True,,True,,,,False,False,,,False,True,,,,,,,,,,,,,,,,
02282,3,12.0,,16.1,,8.0,0.0,,,,,,,6.8,,,,0.9,5.4,,,8.0,2.7,,,,9.0,9.6,,,,,,,,,,9.6,,9.0,,13.1,,5.0,-3.0,,,,,,,3.8,,,,-2.1,2.4,,,5.0,-0.3,,,,6.0,6.6,,,,,,,,,,6.6,,,False,,True,True,,,,,,,True,,,,True,True,,,True,True,,,,True,True,,,,,,,,,,True,
02290,70,36.0,,44.5,,30.0,,,,,,19.5,,30.5,,,,19.4,33.3,,,9.0,38.5,,,,69.0,,,,,,,,,,,38.5,,-34.0,,-25.5,,-40.0,,,,,,-50.5,,-39.5,,,,-50.6,-36.7,,,-61.0,-31.5,,,,-1.0,,,,,,,,,,,-31.5,,,True,,False,,,,,,False,,False,,,,False,False,,,False,True,,,,True,,,,,,,,,,,True,
04001,1344,1324.0,,1361.7,,1358.0,1485.0,,,,,849.3,,768.9,,,1642.0,476.4,1070.9,1430.5,,1230.5,1626.9,,,,884.0,1615.3,,,,,,716.0,,,,1349.8,2059.8,-20.0,,17.7,,14.0,141.0,,,,,-494.7,,-575.1,,,298.0,-867.6,-273.1,86.5,,-113.5,282.9,,,,-460.0,271.3,,,,,,-628.0,,,,5.8,715.8,,True,,True,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,,,,,,False,,,,True,False
04003,913,2184.0,,1766.6,,1624.0,1697.0,,,,,1325.9,,1535.8,,,2010.0,634.8,1821.2,1834.0,,1059.5,1690.1,,,,1216.0,2183.2,,,,,,1980.1,,,,1963.6,2637.1,1271.0,,853.6,,711.0,784.0,,,,,412.9,,622.8,,,1097.0,-278.2,908.2,921.0,,146.5,777.1,,,,303.0,1270.2,,,,,,1067.1,,,,1050.6,1724.1,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,,,,,,True,,,,True,False
