,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01081,1100,1626.0,,1506.8,,1465.0,1840.0,790.0,,,,,1212.8,,712.8,,1453.9,1620.0,2094.2,,1369.1,1160.5,,1797.5,1454.7,,,,1768.0,977.0,1527.9,,,,,,953.0,1565.0,,,1714.4,2922.9,526.0,,406.8,,365.0,740.0,-310.0,,,,,112.8,,-387.2,,353.9,520.0,994.2,,269.1,60.5,,697.5,354.7,,,,668.0,-123.0,427.9,,,,,,-147.0,465.0,,,614.4,1822.9,,True,,True,False,True,,,,,True,,True,,True,True,False,,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,False,False
01083,635,894.0,,824.8,,738.0,889.0,703.0,,,,,659.9,,523.3,,,1110.0,772.1,,704.9,650.0,,795.0,727.8,,,,761.0,622.0,930.6,,,,,,1006.9,,,,623.1,1153.3,259.0,,189.8,,103.0,254.0,68.0,,,,,24.9,,-111.7,,,475.0,137.1,,69.9,15.0,,160.0,92.8,,,,126.0,-13.0,295.6,,,,,,371.9,,,,-11.9,518.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
01085,94,171.0,,152.9,,141.0,155.0,150.0,,,,,96.0,,40.1,,,79.0,119.0,,102.2,,,178.0,156.9,,,,163.0,98.0,97.9,,,,,,,,,,158.1,208.3,77.0,,58.9,,47.0,61.0,56.0,,,,,2.0,,-53.9,,,-15.0,25.0,,8.2,,,84.0,62.9,,,,69.0,4.0,3.9,,,,,,,,,,64.1,114.3,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,True,,,,,,,,,,True,False
01087,119,162.0,,159.3,,161.0,156.0,174.0,,,,,93.3,,71.6,,,135.0,497.9,,114.3,,,209.0,158.6,,,,192.0,99.0,128.7,,,,,,,,,,173.8,148.4,43.0,,40.3,,42.0,37.0,55.0,,,,,-25.7,,-47.4,,,16.0,378.9,,-4.7,,,90.0,39.6,,,,73.0,-20.0,9.7,,,,,,,,,,54.8,29.4,,True,,True,True,False,,,,,True,,False,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,,,,,False,True
01089,2536,3525.0,,3516.4,3458.3,3390.0,3298.0,4022.0,,,,,2283.1,,2557.0,,3233.8,3947.0,2220.3,,2414.3,2253.0,,3198.5,3096.7,,,,3402.0,1800.0,3430.8,,,,,,2776.7,4616.0,,,3682.3,4173.9,989.0,,980.4,922.3,854.0,762.0,1486.0,,,,,-252.9,,21.0,,697.8,1411.0,-315.7,,-121.7,-283.0,,662.5,560.7,,,,866.0,-736.0,894.8,,,,,,240.7,2080.0,,,1146.3,1637.9,,True,True,True,True,False,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,False,,,False,False
01091,133,264.0,,225.0,,228.0,250.0,161.0,,,,,172.6,,87.7,,,243.0,603.8,,170.2,,,253.0,222.1,,,,293.0,166.0,370.1,,,,,,113.2,,,,251.0,255.5,131.0,,92.0,,95.0,117.0,28.0,,,,,39.6,,-45.3,,,110.0,470.8,,37.2,,,120.0,89.1,,,,160.0,33.0,237.1,,,,,,-19.8,,,,118.0,122.5,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,True,,,,True,True
01093,133,198.0,,193.5,,172.0,236.0,131.0,,,,,197.3,,85.6,,,368.0,171.3,,167.9,110.5,,146.0,160.5,,,,143.0,167.0,427.2,,,,,,98.4,,,,195.0,326.0,65.0,,60.5,,39.0,103.0,-2.0,,,,,64.3,,-47.4,,,235.0,38.3,,34.9,-22.5,,13.0,27.5,,,,10.0,34.0,294.2,,,,,,-34.6,,,,62.0,193.0,,True,,True,False,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,False
01095,451,882.0,,908.1,,674.0,743.0,673.0,,,,,688.0,,454.9,,780.5,1299.0,450.3,,609.7,553.0,,559.0,658.7,,,,666.0,616.0,937.7,,,,,,822.9,,,,569.0,903.0,431.0,,457.1,,223.0,292.0,222.0,,,,,237.0,,3.9,,329.5,848.0,-0.7,,158.7,102.0,,108.0,207.7,,,,215.0,165.0,486.7,,,,,,371.9,,,,118.0,452.0,,False,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,False
01097,2542,3936.0,,3870.7,4162.7,3476.0,3755.0,4122.0,,,,,2559.3,,2169.2,,3261.5,4665.0,1451.9,,3940.5,2299.0,,3876.0,3445.9,,,,3927.0,2332.0,4011.7,,,,,,2310.3,3523.0,,,4191.4,4953.9,1394.0,,1328.7,1620.7,934.0,1213.0,1580.0,,,,,17.3,,-372.8,,719.5,2123.0,-1090.1,,1398.5,-243.0,,1334.0,903.9,,,,1385.0,-210.0,1469.7,,,,,,-231.7,981.0,,,1649.4,2411.9,,True,False,True,True,False,,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,True,,,False,False
01099,94,117.0,,138.9,,126.0,124.0,54.0,,,,,127.6,,96.9,,,210.0,138.6,,111.8,,,49.0,97.5,,,,132.0,82.0,152.5,,,,,,,,,,128.8,204.6,23.0,,44.9,,32.0,30.0,-40.0,,,,,33.6,,2.9,,,116.0,44.6,,17.8,,,-45.0,3.5,,,,38.0,-12.0,58.5,,,,,,,,,,34.8,110.6,,False,,False,False,False,,,,,False,,True,,,False,False,,True,,,False,True,,,,False,True,False,,,,,,,,,,False,False
01101,1537,2472.0,,2533.7,,2372.0,2342.0,2225.0,,,,,1676.0,,1191.3,,2677.5,2040.0,3086.7,,1837.8,1867.0,,2796.0,2146.1,,,,2556.0,1608.0,1913.8,,,,,,1822.7,2592.0,,,2474.7,2789.0,935.0,,996.7,,835.0,805.0,688.0,,,,,139.0,,-345.7,,1140.5,503.0,1549.7,,300.8,330.0,,1259.0,609.1,,,,1019.0,71.0,376.8,,,,,,285.7,1055.0,,,937.7,1252.0,,False,,True,True,True,,,,,True,,True,,False,True,False,,True,True,,False,True,,,,False,True,True,,,,,,True,False,,,False,False
01103,532,1026.0,,965.9,,719.0,941.0,659.0,,,,,844.0,,708.7,,,1567.0,712.6,,776.1,691.5,,708.0,801.6,,,,810.0,718.0,983.3,,,,,,469.9,,,,660.0,1446.3,494.0,,433.9,,187.0,409.0,127.0,,,,,312.0,,176.7,,,1035.0,180.6,,244.1,159.5,,176.0,269.6,,,,278.0,186.0,451.3,,,,,,-62.1,,,,128.0,914.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,False
01105,67,54.0,,55.5,,74.0,91.0,84.0,,,,,76.1,,35.2,,,87.0,94.2,,63.0,,,34.0,60.5,,,,58.0,40.0,130.4,,,,,,,,,,48.7,168.8,-13.0,,-11.5,,7.0,24.0,17.0,,,,,9.1,,-31.8,,,20.0,27.2,,-4.0,,,-33.0,-6.5,,,,-9.0,-27.0,63.4,,,,,,,,,,-18.3,101.8,,True,,True,False,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,,,,False,False
01107,157,195.0,,175.4,,122.0,156.0,93.0,,,,,129.6,,52.2,,,249.0,18.9,,133.3,,,92.0,202.5,,,,164.0,102.0,113.0,,,,,,,,,,135.1,242.1,38.0,,18.4,,-35.0,-1.0,-64.0,,,,,-27.4,,-104.8,,,92.0,-138.1,,-23.7,,,-65.0,45.5,,,,7.0,-55.0,-44.0,,,,,,,,,,-21.9,85.1,,True,,True,True,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,True,False,False,,,,,,,,,,True,False
01109,176,321.0,,336.5,,256.0,286.0,173.0,,,,,251.2,,142.7,,,342.0,279.1,,277.1,271.0,,322.0,217.3,,,,350.0,205.0,209.1,,,,,,258.1,,,,328.0,400.5,145.0,,160.5,,80.0,110.0,-3.0,,,,,75.2,,-33.3,,,166.0,103.1,,101.1,95.0,,146.0,41.3,,,,174.0,29.0,33.1,,,,,,82.1,,,,152.0,224.5,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,False
01111,90,171.0,,172.2,,147.0,133.0,186.0,,,,,108.8,,72.6,,,232.0,277.8,,132.3,,,102.0,124.6,,,,178.0,122.0,143.4,,,,,,,,,,171.6,152.0,81.0,,82.2,,57.0,43.0,96.0,,,,,18.8,,-17.4,,,142.0,187.8,,42.3,,,12.0,34.6,,,,88.0,32.0,53.4,,,,,,,,,,81.6,62.0,,False,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
01113,288,462.0,,451.3,,446.0,520.0,266.0,,,,,310.6,,217.4,,,553.0,2032.0,,509.2,369.0,,679.0,496.5,,,,665.0,335.0,367.5,,,,,,394.0,,,,487.1,576.0,174.0,,163.3,,158.0,232.0,-22.0,,,,,22.6,,-70.6,,,265.0,1744.0,,221.2,81.0,,391.0,208.5,,,,377.0,47.0,79.5,,,,,,106.0,,,,199.1,288.0,,True,,True,False,True,,,,,True,,True,,,False,False,,False,True,,False,False,,,,False,True,True,,,,,,True,,,,False,False
01115,614,849.0,,841.3,,715.0,718.0,745.0,,,,,585.3,,448.8,,,973.0,718.8,,597.5,323.0,,726.0,703.7,,,,648.0,517.0,798.9,,,,,,409.6,,,,769.0,863.2,235.0,,227.3,,101.0,104.0,131.0,,,,,-28.7,,-165.2,,,359.0,104.8,,-16.5,-291.0,,112.0,89.7,,,,34.0,-97.0,184.9,,,,,,-204.4,,,,155.0,249.2,,True,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,,,,True,False
01117,1552,2295.0,,2528.1,,2398.0,2523.0,2591.0,,,,,1621.5,,1193.3,,2237.5,2383.0,1763.0,,1825.8,1238.0,,3354.0,2048.8,,,,2155.0,1452.0,3361.8,,,,,,1714.0,2968.0,,,2237.8,2553.6,743.0,,976.1,,846.0,971.0,1039.0,,,,,69.5,,-358.7,,685.5,831.0,211.0,,273.8,-314.0,,1802.0,496.8,,,,603.0,-100.0,1809.8,,,,,,162.0,1416.0,,,685.8,1001.6,,False,,False,False,False,,,,,True,,True,,True,False,True,,True,True,,False,True,,,,True,True,False,,,,,,True,False,,,True,False
01119,49,69.0,,72.2,,58.0,74.0,8.0,,,,,63.4,,38.8,,,119.0,105.5,,45.6,,,54.0,42.2,,,,104.0,40.0,126.9,,,,,,,,,,26.0,104.0,20.0,,23.2,,9.0,25.0,-41.0,,,,,14.4,,-10.2,,,70.0,56.5,,-3.4,,,5.0,-6.8,,,,55.0,-9.0,77.9,,,,,,,,,,-23.0,55.0,,False,,True,False,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,False
01121,629,951.0,,915.7,,801.0,922.0,304.0,,,,,550.6,,249.6,,,887.0,718.4,,609.9,418.0,,1156.0,774.7,,,,900.0,631.0,940.3,,,,,,671.9,,,,929.6,1076.3,322.0,,286.7,,172.0,293.0,-325.0,,,,,-78.4,,-379.4,,,258.0,89.4,,-19.1,-211.0,,527.0,145.7,,,,271.0,2.0,311.3,,,,,,42.9,,,,300.6,447.3,,True,,True,True,False,,,,,True,,False,,,True,True,,True,True,,False,True,,,,True,True,True,,,,,,True,,,,True,False
01123,274,420.0,,577.8,,569.0,910.0,111.0,,,,,291.9,,195.0,,,380.0,11114.6,,451.1,208.0,,886.5,560.7,,,,,343.0,1419.7,,,,,,270.3,,,,731.9,931.2,146.0,,303.8,,295.0,636.0,-163.0,,,,,17.9,,-79.0,,,106.0,10840.6,,177.1,-66.0,,612.5,286.7,,,,,69.0,1145.7,,,,,,-3.7,,,,457.9,657.2,,False,,False,False,False,,,,,True,,True,,,True,False,,False,True,,False,False,,,,,True,False,,,,,,True,,,,False,False
01125,1496,2247.0,,2395.7,,2282.0,2434.0,3919.0,,,,,1619.8,,997.3,,2222.7,2544.0,2069.9,,1637.8,1118.5,,3606.0,2086.6,,,,2257.0,1442.0,2246.9,,,,,,1825.2,3413.0,,,2303.2,2632.1,751.0,,899.7,,786.0,938.0,2423.0,,,,,123.8,,-498.7,,726.7,1048.0,573.9,,141.8,-377.5,,2110.0,590.6,,,,761.0,-54.0,750.9,,,,,,329.2,1917.0,,,807.2,1136.1,,False,,False,False,False,,,,,True,,True,,True,False,True,,True,True,,False,True,,,,False,True,True,,,,,,True,False,,,False,False
01127,312,309.0,,328.7,,265.0,350.0,184.0,,,,,387.6,,269.2,,,845.0,191.4,,367.4,245.0,,181.0,270.5,,,,207.0,276.0,451.6,,,,,,527.5,,,,161.8,468.7,-3.0,,16.7,,-47.0,38.0,-128.0,,,,,75.6,,-42.8,,,533.0,-120.6,,55.4,-67.0,,-131.0,-41.5,,,,-105.0,-36.0,139.6,,,,,,215.5,,,,-150.2,156.7,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,False
01129,84,141.0,,139.8,,115.0,143.0,111.0,,,,,101.5,,64.9,,,214.0,73.5,,108.0,,,97.0,109.9,,,,147.0,87.0,164.0,,,,,,,,,,133.4,225.0,57.0,,55.8,,31.0,59.0,27.0,,,,,17.5,,-19.1,,,130.0,-10.5,,24.0,,,13.0,25.9,,,,63.0,3.0,80.0,,,,,,,,,,49.4,141.0,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,True,False
01131,75,138.0,,148.6,,139.0,137.0,141.0,,,,,95.4,,45.8,,,83.0,123.4,,97.4,,,160.0,122.9,,,,182.0,89.0,134.6,,,,,,,,,,156.3,171.7,63.0,,73.6,,64.0,62.0,66.0,,,,,20.4,,-29.2,,,8.0,48.4,,22.4,,,85.0,47.9,,,,107.0,14.0,59.6,,,,,,,,,,81.3,96.7,,False,,False,True,False,,,,,True,,True,,,True,True,,True,,,False,True,,,,False,True,True,,,,,,,,,,False,False
01133,65,132.0,,147.2,,132.0,130.0,123.0,,,,,152.8,,116.7,,,322.0,148.3,,138.0,,,50.0,87.3,,,,109.0,108.0,220.2,,,,,,61.4,,,,80.7,198.4,67.0,,82.2,,67.0,65.0,58.0,,,,,87.8,,51.7,,,257.0,83.3,,73.0,,,-15.0,22.3,,,,44.0,43.0,155.2,,,,,,-3.6,,,,15.7,133.4,,False,,False,True,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,True,True,False,,,,,,True,,,,True,False
02013,270,45.0,,53.5,,28.0,73.0,,,,,,7.2,,55.5,,,,515.4,,49.9,,,21.0,37.0,,,,30.0,44.0,,,,,,,,,,,48.5,,-225.0,,-216.5,,-242.0,-197.0,,,,,,-262.8,,-214.5,,,,245.4,,-220.1,,,-249.0,-233.0,,,,-240.0,-226.0,,,,,,,,,,,-221.5,,,True,,False,True,,,,,,False,,True,,,,False,,True,,,False,False,,,,False,False,,,,,,,,,,,True,
02016,169,87.0,,77.0,,76.0,81.0,,,,,,53.6,,49.6,,,,270.3,,97.5,,,105.0,74.9,,,,140.0,71.0,20.7,,,,,,,,,,96.9,,-82.0,,-92.0,,-93.0,-88.0,,,,,,-115.4,,-119.4,,,,101.3,,-71.5,,,-64.0,-94.1,,,,-29.0,-98.0,-148.3,,,,,,,,,,-72.1,,,False,,False,False,,,,,,False,,False,,,,False,,True,,,True,False,,,,True,False,False,,,,,,,,,,True,
02020,919,1200.0,,1175.0,1515.5,947.0,1323.0,895.0,,,,,1209.5,,1464.6,,863.8,,504.1,,1097.7,1123.0,,697.0,822.7,,,,987.0,1490.0,1820.7,,,,,,1782.6,691.0,,,808.4,,281.0,,256.0,596.5,28.0,404.0,-24.0,,,,,290.5,,545.6,,-55.2,,-414.9,,178.7,204.0,,-222.0,-96.3,,,,68.0,571.0,901.7,,,,,,863.6,-228.0,,,-110.6,,,True,False,True,False,True,,,,,False,,False,,True,,False,,True,True,,True,True,,,,True,False,False,,,,,,False,True,,,True,
02050,213,534.0,,529.9,,325.0,381.0,0.0,,,,,283.7,,326.9,,,,307.1,,298.0,,,373.0,265.7,,,,576.0,323.0,676.1,,,,,,,,,,420.7,,321.0,,316.9,,112.0,168.0,-213.0,,,,,70.7,,113.9,,,,94.1,,85.0,,,160.0,52.7,,,,363.0,110.0,463.1,,,,,,,,,,207.7,,,True,,True,True,True,,,,,True,,True,,,,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,True,
02060,0,0.0,,0.0,,0.0,2.0,0.0,,,,,5.1,,0.0,,,,0.1,,0.0,,,,0.0,,,,0.0,3.0,,,,,,,,,,,2.8,,0.0,,0.0,,0.0,2.0,0.0,,,,,5.1,,0.0,,,,0.1,,0.0,,,,0.0,,,,0.0,3.0,,,,,,,,,,,2.8,,,True,,True,False,True,,,,,False,,False,,,,False,,True,,,,False,,,,True,False,,,,,,,,,,,False,
02068,1,12.0,,11.7,,6.0,6.0,0.0,,,,,4.0,,5.3,,,,5.5,,6.3,,,3.0,2.6,,,,6.0,13.0,,,,,,,,,,,8.3,,11.0,,10.7,,5.0,5.0,-1.0,,,,,3.0,,4.3,,,,4.5,,5.3,,,2.0,1.6,,,,5.0,12.0,,,,,,,,,,,7.3,,,True,,True,True,True,,,,,True,,True,,,,True,,True,,,True,True,,,,True,False,,,,,,,,,,,True,
02070,28,18.0,,19.1,,16.0,17.0,0.0,,,,,11.2,,22.8,,,,20.5,,18.6,,,6.0,10.9,,,,22.0,33.0,,,,,,,,,,,19.3,,-10.0,,-8.9,,-12.0,-11.0,-28.0,,,,,-16.8,,-5.2,,,,-7.5,,-9.4,,,-22.0,-17.1,,,,-6.0,5.0,,,,,,,,,,,-8.7,,,True,,False,False,False,,,,,False,,True,,,,True,,True,,,False,False,,,,True,True,,,,,,,,,,,True,
02090,255,270.0,,287.5,,291.0,345.0,172.0,,,,,353.6,,255.6,,,,182.3,,346.5,319.0,,107.0,202.7,,,,286.0,511.0,678.9,,,,,,307.4,,,,394.1,,15.0,,32.5,,36.0,90.0,-83.0,,,,,98.6,,0.6,,,,-72.7,,91.5,64.0,,-148.0,-52.3,,,,31.0,256.0,423.9,,,,,,52.4,,,,139.1,,,False,,False,False,False,,,,,False,,True,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,
02100,1,6.0,,5.2,,3.0,6.0,0.0,,,,,0.3,,2.3,,,,16.4,,7.1,,,3.0,1.9,,,,,15.0,,,,,,,,,,,3.7,,5.0,,4.2,,2.0,5.0,-1.0,,,,,-0.7,,1.3,,,,15.4,,6.1,,,2.0,0.9,,,,,14.0,,,,,,,,,,,2.7,,,True,,True,False,True,,,,,True,,True,,,,False,,False,,,True,True,,,,,False,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,1.8,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,1.8,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,,
02110,66,66.0,,79.5,,86.0,109.0,76.0,,,,,69.2,,71.5,,,,132.8,,52.2,54.0,,99.0,85.6,,,,92.0,103.0,246.0,,,,,,,,,,72.3,,0.0,,13.5,,20.0,43.0,10.0,,,,,3.2,,5.5,,,,66.8,,-13.8,-12.0,,33.0,19.6,,,,26.0,37.0,180.0,,,,,,,,,,6.3,,,False,,False,False,False,,,,,False,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,
02122,74,84.0,,67.4,,83.0,142.0,87.0,,,,,169.1,,207.6,,,,73.6,,108.7,,,37.0,74.1,,,,79.0,292.0,259.3,,,,,,55.1,,,,38.5,,10.0,,-6.6,,9.0,68.0,13.0,,,,,95.1,,133.6,,,,-0.4,,34.7,,,-37.0,0.1,,,,5.0,218.0,185.3,,,,,,-18.9,,,,-35.5,,,True,,True,False,False,,,,,False,,False,,,,True,,False,,,False,True,,,,True,False,False,,,,,,False,,,,False,
02130,57,27.0,,26.9,,18.0,24.0,0.0,,,,,15.9,,27.2,,,,3.3,,28.1,,,16.0,14.4,,,,16.0,51.0,,,,,,,,,,,25.0,,-30.0,,-30.1,,-39.0,-33.0,-57.0,,,,,-41.1,,-29.8,,,,-53.7,,-28.9,,,-41.0,-42.6,,,,-41.0,-6.0,,,,,,,,,,,-32.0,,,False,,False,False,False,,,,,False,,True,,,,False,,True,,,False,False,,,,False,True,,,,,,,,,,,False,
02150,23,30.0,,29.8,,31.0,36.0,0.0,,,,,64.4,,93.9,,,,31.8,,45.8,,,6.0,31.0,,,,33.0,64.0,91.9,,,,,,,,,,7.9,,7.0,,6.8,,8.0,13.0,-23.0,,,,,41.4,,70.9,,,,8.8,,22.8,,,-17.0,8.0,,,,10.0,41.0,68.9,,,,,,,,,,-15.1,,,True,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False,
02158,72,123.0,,164.2,,113.0,161.0,0.0,,,,,,,94.4,,,,367.6,,96.9,,,113.0,90.8,,,,245.0,,,,,,,,,,,,,,51.0,,92.2,,41.0,89.0,-72.0,,,,,,,22.4,,,,295.6,,24.9,,,41.0,18.8,,,,173.0,,,,,,,,,,,,,,,False,,True,False,False,,,,,,,True,,,,False,,True,,,True,True,,,,False,,,,,,,,,,,,,
02164,12,0.0,,1.6,,8.0,15.0,0.0,,,,,0.0,,4.6,,,,90.9,,6.4,,,8.0,,,,,8.0,10.0,,,,,,,,,,,8.0,,-12.0,,-10.4,,-4.0,3.0,-12.0,,,,,-12.0,,-7.4,,,,78.9,,-5.6,,,-4.0,,,,,-4.0,-2.0,,,,,,,,,,,-4.0,,,True,,True,True,False,,,,,True,,True,,,,False,,True,,,True,,,,,True,True,,,,,,,,,,,True,
02170,838,438.0,,432.1,,415.0,422.0,397.0,,,,,411.6,,465.2,,,,308.8,,433.2,520.5,,262.0,299.8,,,,440.0,600.0,501.6,,,,,,757.1,,,,51.1,,-400.0,,-405.9,,-423.0,-416.0,-441.0,,,,,-426.4,,-372.8,,,,-529.2,,-404.8,-317.5,,-576.0,-538.2,,,,-398.0,-238.0,-336.4,,,,,,-80.9,,,,-786.9,,,False,,False,False,False,,,,,False,,True,,,,False,,False,True,,False,False,,,,True,True,True,,,,,,True,,,,False,
02180,13,12.0,,8.7,,18.0,21.0,0.0,,,,,22.2,,39.7,,,,40.4,,15.6,,,7.0,15.7,,,,17.0,42.0,,,,,,,,,,,21.4,,-1.0,,-4.3,,5.0,8.0,-13.0,,,,,9.2,,26.7,,,,27.4,,2.6,,,-6.0,2.7,,,,4.0,29.0,,,,,,,,,,,8.4,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,,,False,
02185,23,27.0,,16.5,,17.0,33.0,0.0,,,,,76.8,,57.9,,,,17.4,,53.5,,,0.0,17.8,,,,33.0,30.0,131.5,,,,,,,,,,5.1,,4.0,,-6.5,,-6.0,10.0,-23.0,,,,,53.8,,34.9,,,,-5.6,,30.5,,,-23.0,-5.2,,,,10.0,7.0,108.5,,,,,,,,,,-17.9,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False,
02188,17,36.0,,36.0,,48.0,52.0,0.0,,,,,57.6,,49.3,,,,53.5,,52.4,,,11.0,24.6,,,,,65.0,126.4,,,,,,,,,,66.1,,19.0,,19.0,,31.0,35.0,-17.0,,,,,40.6,,32.3,,,,36.5,,35.4,,,-6.0,7.6,,,,,48.0,109.4,,,,,,,,,,49.1,,,False,,False,False,True,,,,,False,,False,,,,False,,False,,,True,True,,,,,False,False,,,,,,,,,,False,
02195,7,0.0,,0.4,,0.0,5.0,0.0,,,,,2.8,,4.3,,,,0.4,,4.7,,,8.0,1.1,,,,1.0,11.0,,,,,,,,,,,,,-7.0,,-6.6,,-7.0,-2.0,-7.0,,,,,-4.2,,-2.7,,,,-6.6,,-2.3,,,1.0,-5.9,,,,-6.0,4.0,,,,,,,,,,,,,,True,,False,True,False,,,,,True,,True,,,,True,,True,,,True,True,,,,True,True,,,,,,,,,,,,
