,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
42025,978,2030.0,1546.0,,,,,1350.0,2616.0,1403.1,,2045.0,,,1381.5,,,1052.0,568.0,,,,,372.0,1638.0,425.1,,1067.0,,,403.5,,,True,,,,,True,False,True,,False,,,True,,
42027,2443,2300.0,2835.0,,,,,3032.0,2475.1,1828.0,,2338.5,,,1390.2,1353.0,,-143.0,392.0,,,,,589.0,32.1,-615.0,,-104.5,,,-1052.8,-1090.0,,False,,,,,False,True,False,,True,,,False,False,
42029,4317,7520.0,4484.0,,,,,8870.0,5270.1,8930.4,,6375.5,,,5809.2,2337.0,,3203.0,167.0,,,,,4553.0,953.1,4613.4,,2058.5,,,1492.2,-1980.0,,True,,,,,False,True,False,,True,,,True,True,
42031,326,555.0,291.0,,,,,709.0,348.2,357.4,,310.0,,,918.6,,,229.0,-35.0,,,,,383.0,22.2,31.4,,-16.0,,,592.6,,,True,,,,,False,True,True,,True,,,False,,
42033,1054,1665.0,713.0,,,,,1598.0,1207.1,1292.2,,1103.0,,,1592.7,,,611.0,-341.0,,,,,544.0,153.1,238.2,,49.0,,,538.7,,,True,,,,,True,True,True,,True,,,True,,
42035,365,715.0,946.0,,,,,816.0,341.7,555.7,,484.0,,,1074.7,,,350.0,581.0,,,,,451.0,-23.3,190.7,,119.0,,,709.7,,,False,,,,,False,True,True,,True,,,False,,
42037,831,1870.0,1002.0,,,,,1667.0,2329.8,1642.0,,1633.0,,,1050.9,,,1039.0,171.0,,,,,836.0,1498.8,811.0,,802.0,,,219.9,,,True,,,,,True,False,True,,True,,,True,,
42039,722,1260.0,1725.0,,,,,1677.0,687.9,972.6,,789.0,,,1135.0,,,538.0,1003.0,,,,,955.0,-34.1,250.6,,67.0,,,413.0,,,False,,,,,False,True,True,,True,,,True,,
42041,3249,4250.0,2397.0,,,,,4570.0,4334.6,3235.9,,2821.5,,,3374.5,2028.0,,1001.0,-852.0,,,,,1321.0,1085.6,-13.1,,-427.5,,,125.5,-1221.0,,True,,,,,False,False,True,,True,,,True,False,
42043,3800,4865.0,3750.0,,,,,5186.0,4398.6,4952.2,,4001.5,,,4076.9,3130.0,,1065.0,-50.0,,,,,1386.0,598.6,1152.2,,201.5,,,276.9,-670.0,,True,,,,,False,True,False,,True,,,True,True,
42045,5795,9255.0,4795.0,,,,,9328.0,7472.1,9512.3,,8317.5,,,5956.9,5774.0,,3460.0,-1000.0,,,,,3533.0,1677.1,3717.3,,2522.5,,,161.9,-21.0,,True,,,,,False,True,False,,True,,,True,True,
42047,365,1310.0,3032.0,,,,,567.0,247.0,802.4,,863.5,,,,,,945.0,2667.0,,,,,202.0,-118.0,437.4,,498.5,,,,,,False,,,,,True,True,True,,True,,,,,
42049,2871,5190.0,6614.0,,,,,4581.0,3435.9,4530.2,,3939.5,,,2885.0,2853.0,,2319.0,3743.0,,,,,1710.0,564.9,1659.2,,1068.5,,,14.0,-18.0,,False,,,,,True,True,True,,True,,,True,True,
42051,1321,2840.0,1866.0,,,,,2858.0,1679.2,2913.1,,1991.0,,,2508.2,1224.0,,1519.0,545.0,,,,,1537.0,358.2,1592.1,,670.0,,,1187.2,-97.0,,True,,,,,False,True,False,,True,,,True,True,
42053,789,865.0,1042.0,,,,,149.0,550.1,361.6,,109.5,,,,,,76.0,253.0,,,,,-640.0,-238.9,-427.4,,-679.5,,,,,,False,,,,,False,False,False,,False,,,,,
42055,1757,3400.0,2122.0,,,,,3376.0,4858.9,3077.7,,2834.0,,,2959.5,1614.0,,1643.0,365.0,,,,,1619.0,3101.9,1320.7,,1077.0,,,1202.5,-143.0,,True,,,,,True,False,True,,True,,,True,True,
42057,200,385.0,234.0,,,,,286.0,358.2,257.9,,345.0,,,,,,185.0,34.0,,,,,86.0,158.2,57.9,,145.0,,,,,,True,,,,,True,True,True,,True,,,,,
42059,452,985.0,532.0,,,,,750.0,637.7,630.4,,793.0,,,731.0,,,533.0,80.0,,,,,298.0,185.7,178.4,,341.0,,,279.0,,,True,,,,,True,True,True,,True,,,True,,
42061,572,840.0,433.0,,,,,931.0,586.4,825.7,,624.0,,,437.0,,,268.0,-139.0,,,,,359.0,14.4,253.7,,52.0,,,-135.0,,,True,,,,,False,True,True,,True,,,True,,
42063,537,755.0,385.0,,,,,1801.0,1662.3,686.4,,658.0,,,667.5,,,218.0,-152.0,,,,,1264.0,1125.3,149.4,,121.0,,,130.5,,,True,,,,,False,False,True,,True,,,True,,
42065,484,685.0,502.0,,,,,965.0,712.1,561.6,,521.0,,,,,,201.0,18.0,,,,,481.0,228.1,77.6,,37.0,,,,,,True,,,,,False,False,True,,True,,,,,
42067,224,415.0,205.0,,,,,543.0,153.9,296.1,,255.0,,,,,,191.0,-19.0,,,,,319.0,-70.1,72.1,,31.0,,,,,,True,,,,,False,True,True,,True,,,,,
42069,2573,4450.0,3311.0,,,,,4792.0,3168.2,4282.4,,4314.0,,,6621.7,3550.0,,1877.0,738.0,,,,,2219.0,595.2,1709.4,,1741.0,,,4048.7,977.0,,True,,,,,False,True,True,,True,,,False,True,
42071,8974,11930.0,8255.0,,,,,11787.0,10307.0,10646.9,,10851.0,,,8254.9,10075.0,,2956.0,-719.0,,,,,2813.0,1333.0,1672.9,,1877.0,,,-719.1,1101.0,,True,,,,,True,True,True,,True,,,True,True,
42073,883,1490.0,886.0,,,,,1921.0,1439.0,1248.3,,1185.5,,,1082.3,,,607.0,3.0,,,,,1038.0,556.0,365.3,,302.5,,,199.3,,,True,,,,,False,True,True,,True,,,True,,
42075,2000,3260.0,2304.0,,,,,3474.0,2753.4,2689.4,,2922.5,,,2129.7,2546.0,,1260.0,304.0,,,,,1474.0,753.4,689.4,,922.5,,,129.7,546.0,,True,,,,,False,True,True,,True,,,True,True,
42077,4912,9490.0,4891.0,,,,,7754.0,7795.5,8421.0,,8238.5,,,7730.5,6642.0,,4578.0,-21.0,,,,,2842.0,2883.5,3509.0,,3326.5,,,2818.5,1730.0,,True,,,,,True,True,True,,True,,,True,True,
42079,4023,6230.0,3848.0,,,,,7052.0,3164.2,5530.1,,4762.0,,,4618.7,5435.0,,2207.0,-175.0,,,,,3029.0,-858.8,1507.1,,739.0,,,595.7,1412.0,,True,,,,,False,True,True,,True,,,True,True,
42081,1707,2645.0,3812.0,,,,,2543.0,1485.8,2273.5,,1680.0,,,2437.4,,,938.0,2105.0,,,,,836.0,-221.2,566.5,,-27.0,,,730.4,,,False,,,,,True,True,True,,True,,,True,,
42083,790,865.0,542.0,,,,,786.0,643.8,654.9,,665.0,,,,,,75.0,-248.0,,,,,-4.0,-146.2,-135.1,,-125.0,,,,,,False,,,,,True,False,False,,False,,,,,
42085,964,1985.0,2639.0,,,,,2241.0,1435.4,1746.5,,1216.0,,,1626.3,,,1021.0,1675.0,,,,,1277.0,471.4,782.5,,252.0,,,662.3,,,False,,,,,False,True,True,,True,,,True,,
42087,602,965.0,1137.0,,,,,1103.0,476.9,563.5,,871.5,,,1467.3,,,363.0,535.0,,,,,501.0,-125.1,-38.5,,269.5,,,865.3,,,False,,,,,False,True,True,,True,,,False,,
42089,1774,3165.0,1937.0,,,,,3094.0,2889.4,2809.6,,3086.5,,,2758.9,2839.0,,1391.0,163.0,,,,,1320.0,1115.4,1035.6,,1312.5,,,984.9,1065.0,,True,,,,,True,True,True,,True,,,True,True,
42091,9367,14190.0,6974.0,,,,,14815.0,15403.3,13626.8,,13028.5,,,10876.6,10875.0,,4823.0,-2393.0,,,,,5448.0,6036.3,4259.8,,3661.5,,,1509.6,1508.0,,True,,,,,False,False,True,,True,,,True,True,
42093,494,680.0,353.0,,,,,441.0,380.2,346.7,,423.5,,,,,,186.0,-141.0,,,,,-53.0,-113.8,-147.3,,-70.5,,,,,,True,,,,,True,True,True,,True,,,,,
42095,5626,7210.0,4513.0,,,,,5994.0,3291.9,6086.7,,6111.5,,,8324.6,4701.0,,1584.0,-1113.0,,,,,368.0,-2334.1,460.7,,485.5,,,2698.6,-925.0,,True,,,,,True,False,True,,True,,,False,True,
42097,1766,2055.0,1305.0,,,,,2221.0,2797.6,1921.5,,1613.0,,,1259.8,,,289.0,-461.0,,,,,455.0,1031.6,155.5,,-153.0,,,-506.2,,,False,,,,,False,False,True,,True,,,False,,
42099,649,1035.0,1377.0,,,,,912.0,784.3,701.1,,815.0,,,720.1,,,386.0,728.0,,,,,263.0,135.3,52.1,,166.0,,,71.1,,,False,,,,,True,True,True,,True,,,True,,
42101,13405,21480.0,30659.0,,,,,22530.0,21952.6,20549.8,,16031.5,,,26737.1,5727.0,,8075.0,17254.0,,,,,9125.0,8547.6,7144.8,,2626.5,,,13332.1,-7678.0,,False,,,,,False,False,True,,True,,,False,True,
42103,593,780.0,385.0,,,,,840.0,1152.6,1182.6,,926.0,,,,,,187.0,-208.0,,,,,247.0,559.6,589.6,,333.0,,,,,,False,,,,,False,False,False,,False,,,,,
42105,143,295.0,128.0,,,,,320.0,196.7,180.5,,274.0,,,,,,152.0,-15.0,,,,,177.0,53.7,37.5,,131.0,,,,,,True,,,,,False,True,True,,True,,,,,
42107,1754,3815.0,1645.0,,,,,3419.0,2595.5,2854.0,,2913.5,,,3191.0,2644.0,,2061.0,-109.0,,,,,1665.0,841.5,1100.0,,1159.5,,,1437.0,890.0,,True,,,,,True,True,True,,True,,,True,True,
42109,674,725.0,531.0,,,,,980.0,982.1,477.9,,616.5,,,791.4,,,51.0,-143.0,,,,,306.0,308.1,-196.1,,-57.5,,,117.4,,,False,,,,,False,False,False,,False,,,False,,
42111,680,1870.0,2090.0,,,,,1639.0,1699.7,1360.8,,1156.5,,,2700.3,,,1190.0,1410.0,,,,,959.0,1019.7,680.8,,476.5,,,2020.3,,,False,,,,,True,True,True,,True,,,False,,
42113,109,80.0,16.0,,,,,118.0,189.2,79.2,,114.5,,,,,,-29.0,-93.0,,,,,9.0,80.2,-29.8,,5.5,,,,,,False,,,,,True,False,False,,True,,,,,
42115,361,560.0,363.0,,,,,803.0,764.6,587.6,,554.0,,,,,,199.0,2.0,,,,,442.0,403.6,226.6,,193.0,,,,,,True,,,,,False,False,False,,True,,,,,
42117,271,365.0,564.0,,,,,876.0,396.2,300.1,,218.0,,,151.8,,,94.0,293.0,,,,,605.0,125.2,29.1,,-53.0,,,-119.2,,,False,,,,,False,False,True,,True,,,False,,
42119,1439,1535.0,1752.0,,,,,920.0,2431.3,821.9,,1133.0,,,538.6,,,96.0,313.0,,,,,-519.0,992.3,-617.1,,-306.0,,,-900.4,,,False,,,,,False,False,False,,False,,,False,,
42121,410,935.0,923.0,,,,,1037.0,694.9,804.6,,648.0,,,,,,525.0,513.0,,,,,627.0,284.9,394.6,,238.0,,,,,,True,,,,,False,True,True,,True,,,,,
42123,287,470.0,114.0,,,,,767.0,296.9,614.0,,224.0,,,,,,183.0,-173.0,,,,,480.0,9.9,327.0,,-63.0,,,,,,True,,,,,False,True,False,,True,,,,,
42125,2233,4535.0,2024.0,,,,,4519.0,3861.3,3442.0,,4350.5,,,3921.4,3443.0,,2302.0,-209.0,,,,,2286.0,1628.3,1209.0,,2117.5,,,1688.4,1210.0,,True,,,,,True,True,True,,True,,,True,True,
42127,540,1085.0,872.0,,,,,875.0,584.2,1050.4,,814.5,,,1054.8,,,545.0,332.0,,,,,335.0,44.2,510.4,,274.5,,,514.8,,,True,,,,,True,True,True,,True,,,True,,
42129,3236,7085.0,5876.0,,,,,7222.0,5697.2,5305.6,,5505.0,,,7056.8,3545.0,,3849.0,2640.0,,,,,3986.0,2461.2,2069.6,,2269.0,,,3820.8,309.0,,True,,,,,False,True,True,,True,,,True,True,
42131,183,295.0,123.0,,,,,577.0,218.3,276.4,,292.0,,,,,,112.0,-60.0,,,,,394.0,35.3,93.4,,109.0,,,,,,True,,,,,False,True,True,,True,,,,,
42133,6983,9850.0,7396.0,,,,,9817.0,10472.7,7517.7,,9261.5,,,10539.1,6407.0,,2867.0,413.0,,,,,2834.0,3489.7,534.7,,2278.5,,,3556.1,-576.0,,True,,,,,True,False,True,,True,,,False,True,
44001,864,2085.0,2597.0,,,,,1410.0,1443.1,1204.4,,1512.0,,,1020.0,,,1221.0,1733.0,,,,,546.0,579.1,340.4,,648.0,,,156.0,,,False,,,,,True,True,True,,True,,,True,,
44003,3094,5095.0,12040.0,,,,,5871.0,4062.9,3191.3,,4318.0,,,4682.5,1643.0,,2001.0,8946.0,,,,,2777.0,968.9,97.3,,1224.0,,,1588.5,-1451.0,,False,,,,,False,True,True,,True,,,True,True,
44005,1437,2545.0,1839.0,,,,,2265.0,2758.7,1856.9,,1581.5,,,1469.4,,,1108.0,402.0,,,,,828.0,1321.7,419.9,,144.5,,,32.4,,,True,,,,,True,False,True,,True,,,True,,
44007,12738,23400.0,42552.0,,,,,21758.0,10682.4,17560.1,,19802.0,,,8866.8,5166.0,,10662.0,29814.0,,,,,9020.0,-2055.6,4822.1,,7064.0,,,-3871.2,-7572.0,,False,,,,,True,True,True,,True,,,True,True,
44009,1824,2635.0,2303.0,,,,,3778.0,3125.2,2021.8,,2200.0,,,2675.9,,,811.0,479.0,,,,,1954.0,1301.2,197.8,,376.0,,,851.9,,,True,,,,,False,False,True,,True,,,False,,
45001,702,560.0,1398.0,,,,,775.0,515.3,304.5,,410.0,,,,,,-142.0,696.0,,,,,73.0,-186.7,-397.5,,-292.0,,,,,,False,,,,,True,False,False,,False,,,,,
45003,4160,3975.0,2808.0,,,,,5751.0,3758.9,2876.0,,4977.0,,,3612.4,4640.0,,-185.0,-1352.0,,,,,1591.0,-401.1,-1284.0,,817.0,,,-547.6,480.0,,False,,,,,False,False,False,,False,,,False,False,
45005,200,290.0,651.0,,,,,220.0,608.6,140.7,,379.0,,,,,,90.0,451.0,,,,,20.0,408.6,-59.3,,179.0,,,,,,False,,,,,True,False,True,,False,,,,,
45007,4573,7280.0,10680.0,,,,,6926.0,4864.5,3975.4,,7274.5,,,3691.5,13712.0,,2707.0,6107.0,,,,,2353.0,291.5,-597.6,,2701.5,,,-881.5,9139.0,,False,,,,,True,True,True,,True,,,True,False,
45009,317,305.0,247.0,,,,,390.0,252.4,223.9,,472.0,,,,,,-12.0,-70.0,,,,,73.0,-64.6,-93.1,,155.0,,,,,,False,,,,,False,False,False,,False,,,,,
45011,509,650.0,422.0,,,,,526.0,552.1,517.4,,696.0,,,,,,141.0,-87.0,,,,,17.0,43.1,8.4,,187.0,,,,,,True,,,,,True,True,True,,False,,,,,
45013,3453,3895.0,1733.0,,,,,4755.0,4580.3,3484.4,,3578.5,,,1633.2,4263.0,,442.0,-1720.0,,,,,1302.0,1127.3,31.4,,125.5,,,-1819.8,810.0,,False,,,,,False,False,True,,True,,,False,False,
45015,3383,4125.0,2542.0,,,,,6430.0,6715.2,3362.2,,5459.5,,,2865.4,5660.0,,742.0,-841.0,,,,,3047.0,3332.2,-20.8,,2076.5,,,-517.6,2277.0,,False,,,,,False,False,True,,False,,,True,False,
45017,214,370.0,355.0,,,,,403.0,291.0,235.4,,389.0,,,,,,156.0,141.0,,,,,189.0,77.0,21.4,,175.0,,,,,,True,,,,,False,True,True,,False,,,,,
45019,8461,9590.0,8422.0,,,,,13474.0,21191.6,5895.5,,13129.0,,,8133.7,27996.0,,1129.0,-39.0,,,,,5013.0,12730.6,-2565.5,,4668.0,,,-327.3,19535.0,,True,,,,,False,False,False,,False,,,True,False,
45021,1519,1520.0,1645.0,,,,,2046.0,1855.9,960.2,,1048.5,,,880.4,,,1.0,126.0,,,,,527.0,336.9,-558.8,,-470.5,,,-638.6,,,False,,,,,False,False,False,,False,,,False,,
45023,809,1060.0,1091.0,,,,,1089.0,894.3,585.0,,1315.5,,,803.0,,,251.0,282.0,,,,,280.0,85.3,-224.0,,506.5,,,-6.0,,,False,,,,,False,True,True,,False,,,True,,
45025,1238,1335.0,1364.0,,,,,1534.0,1655.0,871.6,,1419.0,,,1061.8,,,97.0,126.0,,,,,296.0,417.0,-366.4,,181.0,,,-176.2,,,False,,,,,False,False,False,,False,,,False,,
45027,724,905.0,1728.0,,,,,937.0,427.4,629.1,,1250.0,,,,,,181.0,1004.0,,,,,213.0,-296.6,-94.9,,526.0,,,,,,False,,,,,False,False,True,,False,,,,,
45029,720,1285.0,1938.0,,,,,1160.0,936.8,888.9,,1433.0,,,873.7,,,565.0,1218.0,,,,,440.0,216.8,168.9,,713.0,,,153.7,,,False,,,,,True,True,True,,False,,,True,,
45031,1789,2895.0,3680.0,,,,,2073.0,3526.9,1799.4,,3241.5,,,1939.9,,,1106.0,1891.0,,,,,284.0,1737.9,10.4,,1452.5,,,150.9,,,False,,,,,True,False,True,,False,,,True,,
45033,789,1460.0,1799.0,,,,,847.0,1785.4,832.7,,1232.5,,,620.9,,,671.0,1010.0,,,,,58.0,996.4,43.7,,443.5,,,-168.1,,,False,,,,,True,False,True,,True,,,True,,
45035,3959,5205.0,4080.0,,,,,4337.0,8697.0,3450.8,,5861.0,,,3257.3,7379.0,,1246.0,121.0,,,,,378.0,4738.0,-508.2,,1902.0,,,-701.7,3420.0,,True,,,,,True,False,True,,False,,,True,False,
45037,771,635.0,866.0,,,,,870.0,527.7,421.5,,860.0,,,,,,-136.0,95.0,,,,,99.0,-243.3,-349.5,,89.0,,,,,,True,,,,,True,False,False,,True,,,,,
45039,402,725.0,1389.0,,,,,756.0,1309.3,384.8,,662.0,,,,,,323.0,987.0,,,,,354.0,907.3,-17.2,,260.0,,,,,,False,,,,,False,False,True,,True,,,,,
45041,2921,6005.0,6490.0,,,,,4185.0,4042.0,3496.5,,6299.5,,,2452.4,5133.0,,3084.0,3569.0,,,,,1264.0,1121.0,575.5,,3378.5,,,-468.6,2212.0,,False,,,,,True,True,True,,False,,,True,True,
45043,1211,2400.0,4349.0,,,,,1790.0,2386.9,1499.6,,2531.0,,,1440.9,,,1189.0,3138.0,,,,,579.0,1175.9,288.6,,1320.0,,,229.9,,,False,,,,,True,True,True,,False,,,True,,
45045,13883,22215.0,9455.0,,,,,16974.0,15330.7,13345.7,,20479.0,,,14635.6,23455.0,,8332.0,-4428.0,,,,,3091.0,1447.7,-537.3,,6596.0,,,752.6,9572.0,,True,,,,,True,True,True,,True,,,True,False,
45047,1611,2545.0,3673.0,,,,,2177.0,2619.4,1385.4,,1855.0,,,1442.9,,,934.0,2062.0,,,,,566.0,1008.4,-225.6,,244.0,,,-168.1,,,False,,,,,True,False,True,,True,,,True,,
45049,326,505.0,572.0,,,,,569.0,345.7,341.0,,396.0,,,,,,179.0,246.0,,,,,243.0,19.7,15.0,,70.0,,,,,,False,,,,,False,True,True,,True,,,,,
45051,8215,10640.0,5838.0,,,,,8219.0,11731.0,7505.2,,13841.5,,,9133.0,20539.0,,2425.0,-2377.0,,,,,4.0,3516.0,-709.8,,5626.5,,,918.0,12324.0,,True,,,,,True,False,True,,False,,,True,False,
45053,468,490.0,359.0,,,,,706.0,552.7,441.9,,420.0,,,,,,22.0,-109.0,,,,,238.0,84.7,-26.1,,-48.0,,,,,,False,,,,,False,False,False,,False,,,,,
45055,1715,1830.0,1830.0,,,,,2038.0,1825.4,942.3,,2543.0,,,987.4,,,115.0,115.0,,,,,323.0,110.4,-772.7,,828.0,,,-727.6,,,False,,,,,False,True,False,,False,,,False,,
45057,2570,3065.0,3120.0,,,,,3310.0,3137.3,1788.9,,3192.0,,,2774.2,,,495.0,550.0,,,,,740.0,567.3,-781.1,,622.0,,,204.2,,,False,,,,,False,False,False,,False,,,True,,
45059,1487,2530.0,3214.0,,,,,2198.0,2447.5,1410.8,,2573.0,,,1790.4,,,1043.0,1727.0,,,,,711.0,960.5,-76.2,,1086.0,,,303.4,,,False,,,,,True,True,True,,False,,,True,,
45061,330,485.0,512.0,,,,,425.0,407.8,316.0,,488.0,,,,,,155.0,182.0,,,,,95.0,77.8,-14.0,,158.0,,,,,,False,,,,,True,True,True,,False,,,,,
45063,7357,9990.0,6182.0,,,,,9516.0,12224.9,5997.3,,9718.0,,,8667.6,15962.0,,2633.0,-1175.0,,,,,2159.0,4867.9,-1359.7,,2361.0,,,1310.6,8605.0,,True,,,,,True,False,True,,True,,,True,False,
45065,306,265.0,386.0,,,,,190.0,512.6,167.1,,188.5,,,,,,-41.0,80.0,,,,,-116.0,206.6,-138.9,,-117.5,,,,,,False,,,,,False,False,False,,False,,,,,
45067,624,1300.0,2000.0,,,,,700.0,1864.6,846.5,,1424.0,,,636.0,,,676.0,1376.0,,,,,76.0,1240.6,222.5,,800.0,,,12.0,,,False,,,,,True,False,True,,False,,,True,,
45069,630,935.0,716.0,,,,,680.0,696.8,491.2,,1093.0,,,670.7,,,305.0,86.0,,,,,50.0,66.8,-138.8,,463.0,,,40.7,,,True,,,,,True,True,True,,False,,,True,,
45071,831,1085.0,748.0,,,,,1428.0,1541.8,608.6,,728.0,,,853.7,,,254.0,-83.0,,,,,597.0,710.8,-222.4,,-103.0,,,22.7,,,True,,,,,False,False,True,,True,,,True,,
45073,1709,2980.0,3458.0,,,,,2574.0,2302.8,1691.6,,2493.0,,,1311.8,,,1271.0,1749.0,,,,,865.0,593.8,-17.4,,784.0,,,-397.2,,,False,,,,,True,True,True,,True,,,True,,
45075,2069,2940.0,4594.0,,,,,2278.0,3504.8,2013.5,,4230.0,,,2833.0,,,871.0,2525.0,,,,,209.0,1435.8,-55.5,,2161.0,,,764.0,,,False,,,,,True,False,True,,False,,,True,,
45077,2909,6305.0,6194.0,,,,,4429.0,4293.6,3104.1,,5578.0,,,4456.4,,,3396.0,3285.0,,,,,1520.0,1384.6,195.1,,2669.0,,,1547.4,,,True,,,,,True,True,True,,True,,,True,,
45079,8705,10885.0,5739.0,,,,,12794.0,14989.5,7510.9,,13863.0,,,9422.6,37388.0,,2180.0,-2966.0,,,,,4089.0,6284.5,-1194.1,,5158.0,,,717.6,28683.0,,False,,,,,False,False,True,,False,,,True,False,
45081,389,435.0,676.0,,,,,756.0,384.4,275.4,,435.0,,,,,,46.0,287.0,,,,,367.0,-4.6,-113.6,,46.0,,,,,,False,,,,,False,True,False,,False,,,,,
45083,9791,11375.0,20045.0,,,,,11123.0,13448.1,6726.7,,8982.0,,,3281.7,21565.0,,1584.0,10254.0,,,,,1332.0,3657.1,-3064.3,,-809.0,,,-6509.3,11774.0,,False,,,,,True,False,False,,True,,,False,False,
45085,2364,2540.0,889.0,,,,,3254.0,6944.3,1944.7,,4121.0,,,2455.2,,,176.0,-1475.0,,,,,890.0,4580.3,-419.3,,1757.0,,,91.2,,,False,,,,,False,False,False,,False,,,True,,
45087,700,560.0,433.0,,,,,899.0,811.4,329.2,,446.0,,,,,,-140.0,-267.0,,,,,199.0,111.4,-370.8,,-254.0,,,,,,False,,,,,False,True,False,,False,,,,,
45089,885,1335.0,1718.0,,,,,807.0,1852.3,884.9,,2101.0,,,629.4,,,450.0,833.0,,,,,-78.0,967.3,-0.1,,1216.0,,,-255.6,,,False,,,,,True,False,True,,False,,,True,,
45091,6164,7985.0,5169.0,,,,,8801.0,7734.3,5479.7,,7944.5,,,5771.2,11292.0,,1821.0,-995.0,,,,,2637.0,1570.3,-684.3,,1780.5,,,-392.8,5128.0,,True,,,,,False,True,True,,True,,,True,False,
46003,18,90.0,,,,,,30.0,56.4,20.7,,43.0,,,,,,72.0,,,,,,12.0,38.4,2.7,,25.0,,,,,,,,,,,True,True,True,,True,,,,,
46005,113,135.0,35.0,,,,,218.0,34.4,113.9,,96.0,,,40.6,,,22.0,-78.0,,,,,105.0,-78.6,0.9,,-17.0,,,-72.4,,,False,,,,,False,False,True,,True,,,False,,
46007,12,45.0,,,,,,31.0,108.7,18.2,,6.0,,,,,,33.0,,,,,,19.0,96.7,6.2,,-6.0,,,,,,,,,,,True,False,True,,True,,,,,
46009,28,45.0,0.0,,,,,65.0,16.2,58.5,,24.0,,,,,,17.0,-28.0,,,,,37.0,-11.8,30.5,,-4.0,,,,,,False,,,,,False,True,False,,True,,,,,
46011,274,550.0,442.0,,,,,304.0,449.8,302.1,,496.0,,,445.2,,,276.0,168.0,,,,,30.0,175.8,28.1,,222.0,,,171.2,,,True,,,,,True,True,True,,True,,,True,,
46013,329,630.0,414.0,,,,,575.0,259.3,532.2,,366.5,,,486.8,,,301.0,85.0,,,,,246.0,-69.7,203.2,,37.5,,,157.8,,,True,,,,,True,True,True,,True,,,True,,
46015,21,85.0,0.0,,,,,50.0,207.4,45.8,,45.0,,,,,,64.0,-21.0,,,,,29.0,186.4,24.8,,24.0,,,,,,True,,,,,True,False,True,,True,,,,,
46017,6,0.0,0.0,,,,,25.0,12.1,8.6,,10.0,,,,,,-6.0,-6.0,,,,,19.0,6.1,2.6,,4.0,,,,,,False,,,,,False,False,True,,True,,,,,
46019,38,65.0,22.0,,,,,165.0,25.0,81.1,,83.0,,,,,,27.0,-16.0,,,,,127.0,-13.0,43.1,,45.0,,,,,,True,,,,,False,True,False,,False,,,,,
46021,14,0.0,0.0,,,,,28.0,0.4,4.2,,9.0,,,,,,-14.0,-14.0,,,,,14.0,-13.6,-9.8,,-5.0,,,,,,False,,,,,False,True,True,,True,,,,,
46023,88,115.0,13.0,,,,,60.0,40.8,73.4,,121.0,,,,,,27.0,-75.0,,,,,-28.0,-47.2,-14.6,,33.0,,,,,,False,,,,,False,False,True,,False,,,,,
46025,39,10.0,0.0,,,,,40.0,4.3,15.7,,30.0,,,,,,-29.0,-39.0,,,,,1.0,-34.7,-23.3,,-9.0,,,,,,False,,,,,True,False,True,,True,,,,,
46027,65,185.0,26.0,,,,,118.0,45.0,131.5,,131.0,,,,,,120.0,-39.0,,,,,53.0,-20.0,66.5,,66.0,,,,,,True,,,,,True,True,True,,True,,,,,
46029,262,390.0,170.0,,,,,312.0,163.3,284.8,,196.0,,,632.1,,,128.0,-92.0,,,,,50.0,-98.7,22.8,,-66.0,,,370.1,,,True,,,,,True,True,True,,True,,,False,,
46031,12,20.0,0.0,,,,,35.0,0.1,15.2,,24.0,,,,,,8.0,-12.0,,,,,23.0,-11.9,3.2,,12.0,,,,,,False,,,,,False,False,True,,False,,,,,
46033,35,70.0,6.0,,,,,74.0,22.8,48.5,,25.0,,,,,,35.0,-29.0,,,,,39.0,-12.2,13.5,,-10.0,,,,,,True,,,,,False,True,True,,True,,,,,
46035,91,300.0,118.0,,,,,231.0,143.5,200.3,,175.0,,,,,,209.0,27.0,,,,,140.0,52.5,109.3,,84.0,,,,,,True,,,,,True,True,True,,True,,,,,
