,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
01081,502,1196.0,,1168.6,,824.0,871.0,978.0,,,,,760.1,,751.4,,850.8,820.0,875.9,,894.3,563.0,,752.5,801.1,,,,1063.0,862.0,519.2,,,,,,1033.7,1027.1,575.0,,,1626.8,694.0,,666.6,,322.0,369.0,476.0,,,,,258.1,,249.4,,348.8,318.0,373.9,,392.3,61.0,,250.5,299.1,,,,561.0,360.0,17.2,,,,,,531.7,525.1,73.0,,,1124.8,,True,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,False
01083,339,592.0,,553.3,,446.0,466.0,429.0,,,,,396.1,,456.1,,,567.0,470.4,,362.2,286.0,,364.0,421.4,,,,477.0,555.0,474.8,,,,,,675.8,565.2,,,,556.5,253.0,,214.3,,107.0,127.0,90.0,,,,,57.1,,117.1,,,228.0,131.4,,23.2,-53.0,,25.0,82.4,,,,138.0,216.0,135.8,,,,,,336.8,226.2,,,,217.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,True
01085,31,126.0,,117.7,,73.0,70.0,98.0,,,,,59.8,,55.7,,,54.0,192.2,,64.0,,,23.0,60.1,,,,106.0,85.0,48.9,,,,,,,80.6,,,,129.4,95.0,,86.7,,42.0,39.0,67.0,,,,,28.8,,24.7,,,23.0,161.2,,33.0,,,-8.0,29.1,,,,75.0,54.0,17.9,,,,,,,49.6,,,,98.4,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
01087,61,116.0,,115.1,,84.0,78.0,102.0,,,,,58.6,,132.5,,,100.0,118.2,,81.2,,,69.0,88.7,,,,110.0,76.0,30.8,,,,,,,109.3,,,,68.9,55.0,,54.1,,23.0,17.0,41.0,,,,,-2.4,,71.5,,,39.0,57.2,,20.2,,,8.0,27.7,,,,49.0,15.0,-30.2,,,,,,,48.3,,,,7.9,,True,,True,True,True,,,,,True,,False,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
01089,1243,2586.0,,2643.4,2103.6,1985.0,1775.0,4409.0,,,,,1386.9,,1764.7,,2041.2,2030.0,2370.8,,1548.3,966.0,,1244.0,1782.4,,,,2225.0,1975.0,1319.6,,,,,,2323.8,2078.5,1373.0,,,2168.9,1343.0,,1400.4,860.6,742.0,532.0,3166.0,,,,,143.9,,521.7,,798.2,787.0,1127.8,,305.3,-277.0,,1.0,539.4,,,,982.0,732.0,76.6,,,,,,1080.8,835.5,130.0,,,925.9,,False,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True
01091,90,86.0,,63.6,,85.0,83.0,99.0,,,,,94.7,,24.7,,,128.0,317.6,,97.1,,,15.0,70.9,,,,95.0,82.0,30.9,,,,,,110.7,138.9,,,,145.1,-4.0,,-26.4,,-5.0,-7.0,9.0,,,,,4.7,,-65.3,,,38.0,227.6,,7.1,,,-75.0,-19.1,,,,5.0,-8.0,-59.1,,,,,,20.7,48.9,,,,55.1,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False
01093,76,114.0,,113.5,,97.0,90.0,71.0,,,,,114.4,,56.7,,,180.0,70.2,,93.2,50.5,,47.0,78.5,,,,78.0,114.0,100.0,,,,,,98.7,93.5,,,,165.9,38.0,,37.5,,21.0,14.0,-5.0,,,,,38.4,,-19.3,,,104.0,-5.8,,17.2,-25.5,,-29.0,2.5,,,,2.0,38.0,24.0,,,,,,22.7,17.5,,,,89.9,,True,,True,True,True,,,,,False,,True,,,False,True,,True,True,,True,True,,,,True,False,True,,,,,,True,True,,,,False
01095,206,490.0,,515.0,,423.0,346.0,398.0,,,,,400.8,,285.3,,396.9,636.0,536.4,,431.5,142.0,,243.0,369.9,,,,382.0,412.0,387.5,,,,,,447.8,319.4,,,,487.1,284.0,,309.0,,217.0,140.0,192.0,,,,,194.8,,79.3,,190.9,430.0,330.4,,225.5,-64.0,,37.0,163.9,,,,176.0,206.0,181.5,,,,,,241.8,113.4,,,,281.1,,False,,True,True,True,,,,,True,,True,,True,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01097,1293,2498.0,,2463.0,2255.1,1846.0,1808.0,3042.0,,,,,1638.9,,2016.2,,1751.5,2421.0,2612.1,,1946.8,1015.5,,1551.0,1733.3,,,,2311.0,1773.0,1035.2,,,,,,1701.0,1981.2,1755.0,,,3433.7,1205.0,,1170.0,962.1,553.0,515.0,1749.0,,,,,345.9,,723.2,,458.5,1128.0,1319.1,,653.8,-277.5,,258.0,440.3,,,,1018.0,480.0,-257.8,,,,,,408.0,688.2,462.0,,,2140.7,,True,True,True,True,False,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,False
01099,30,128.0,,146.5,,84.0,81.0,61.0,,,,,72.9,,72.5,,,119.0,41.1,,77.4,,,39.0,71.4,,,,103.0,98.0,160.7,,,,,,,89.3,,,,92.0,98.0,,116.5,,54.0,51.0,31.0,,,,,42.9,,42.5,,,89.0,11.1,,47.4,,,9.0,41.4,,,,73.0,68.0,130.7,,,,,,,59.3,,,,62.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,True
01101,817,1440.0,,1497.6,,1099.0,977.0,1291.0,,,,,1003.1,,1034.4,,1011.8,1177.0,1937.0,,1060.8,707.5,,412.0,986.0,,,,1266.0,1173.0,562.7,,,,,,1203.9,1271.1,951.0,,,1398.5,623.0,,680.6,,282.0,160.0,474.0,,,,,186.1,,217.4,,194.8,360.0,1120.0,,243.8,-109.5,,-405.0,169.0,,,,449.0,356.0,-254.3,,,,,,386.9,454.1,134.0,,,581.5,,False,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True
01103,251,562.0,,525.7,,476.0,452.0,379.0,,,,,484.4,,405.1,,,777.0,482.5,,480.6,248.5,,338.5,464.8,,,,409.0,547.0,488.6,,,,,,333.7,550.2,,,,603.1,311.0,,274.7,,225.0,201.0,128.0,,,,,233.4,,154.1,,,526.0,231.5,,229.6,-2.5,,87.5,213.8,,,,158.0,296.0,237.6,,,,,,82.7,299.2,,,,352.1,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False
01105,10,82.0,,85.6,,49.0,44.0,78.0,,,,,47.4,,150.4,,,57.0,15.5,,43.9,,,1.0,40.9,,,,66.0,49.0,31.3,,,,,,,57.8,,,,107.3,72.0,,75.6,,39.0,34.0,68.0,,,,,37.4,,140.4,,,47.0,5.5,,33.9,,,-9.0,30.9,,,,56.0,39.0,21.3,,,,,,,47.8,,,,97.3,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
01107,73,168.0,,161.7,,124.0,102.0,86.0,,,,,78.5,,55.7,,,125.0,167.4,,83.2,,,70.0,87.3,,,,144.0,115.0,144.2,,,,,,152.3,119.0,,,,129.0,95.0,,88.7,,51.0,29.0,13.0,,,,,5.5,,-17.3,,,52.0,94.4,,10.2,,,-3.0,14.3,,,,71.0,42.0,71.2,,,,,,79.3,46.0,,,,56.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01109,92,168.0,,177.6,,140.0,125.0,83.0,,,,,142.3,,190.7,,,201.0,159.8,,151.2,89.5,,74.0,141.5,,,,153.0,137.0,59.9,,,,,,157.4,148.2,,,,200.6,76.0,,85.6,,48.0,33.0,-9.0,,,,,50.3,,98.7,,,109.0,67.8,,59.2,-2.5,,-18.0,49.5,,,,61.0,45.0,-32.1,,,,,,65.4,56.2,,,,108.6,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False
01111,49,82.0,,82.0,,82.0,70.0,95.0,,,,,67.1,,78.9,,,131.0,162.2,,68.8,,,58.0,71.4,,,,83.0,81.0,71.4,,,,,,,74.6,,,,77.2,33.0,,33.0,,33.0,21.0,46.0,,,,,18.1,,29.9,,,82.0,113.2,,19.8,,,9.0,22.4,,,,34.0,32.0,22.4,,,,,,,25.6,,,,28.2,,True,,False,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True
01113,132,312.0,,302.5,,211.0,203.0,196.0,,,,,195.8,,218.2,,,325.0,315.4,,248.4,119.0,,120.0,179.6,,,,299.0,215.0,82.6,,,,,,230.6,292.1,,,,243.8,180.0,,170.5,,79.0,71.0,64.0,,,,,63.8,,86.2,,,193.0,183.4,,116.4,-13.0,,-12.0,47.6,,,,167.0,83.0,-49.4,,,,,,98.6,160.1,,,,111.8,,True,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01115,286,656.0,,651.4,,478.0,446.0,743.0,,,,,356.8,,418.8,,,497.0,582.8,,353.5,217.0,,385.0,453.4,,,,449.0,448.0,574.4,,,,,,437.5,524.7,,,,588.5,370.0,,365.4,,192.0,160.0,457.0,,,,,70.8,,132.8,,,211.0,296.8,,67.5,-69.0,,99.0,167.4,,,,163.0,162.0,288.4,,,,,,151.5,238.7,,,,302.5,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01117,771,1562.0,,1670.2,,1118.0,1119.0,1489.0,,,,,961.0,,884.7,,1070.3,1208.0,1640.8,,944.5,667.5,,948.5,1035.2,,,,1364.0,1113.0,1388.4,,,,,,1323.9,1268.6,999.0,,,1101.7,791.0,,899.2,,347.0,348.0,718.0,,,,,190.0,,113.7,,299.3,437.0,869.8,,173.5,-103.5,,177.5,264.2,,,,593.0,342.0,617.4,,,,,,552.9,497.6,228.0,,,330.7,,False,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True
01119,25,48.0,,49.0,,38.0,36.0,12.0,,,,,35.8,,35.4,,,68.0,315.9,,27.1,,,36.0,32.5,,,,69.0,38.0,36.6,,,,,,,28.0,,,,55.5,23.0,,24.0,,13.0,11.0,-13.0,,,,,10.8,,10.4,,,43.0,290.9,,2.1,,,11.0,7.5,,,,44.0,13.0,11.6,,,,,,,3.0,,,,30.5,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False
01121,252,754.0,,732.0,,437.0,452.0,262.0,,,,,336.7,,285.6,,,477.0,682.7,,422.9,245.0,,279.0,443.7,,,,677.0,566.0,485.6,,,,,,554.6,530.3,,,,670.9,502.0,,480.0,,185.0,200.0,10.0,,,,,84.7,,33.6,,,225.0,430.7,,170.9,-7.0,,27.0,191.7,,,,425.0,314.0,233.6,,,,,,302.6,278.3,,,,418.9,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01123,164,220.0,,323.0,,197.0,230.0,57.0,,,,,169.7,,136.7,,,213.0,4227.8,,251.1,131.0,,123.0,188.8,,,,264.0,204.0,105.0,,,,,,231.3,148.0,,,,432.9,56.0,,159.0,,33.0,66.0,-107.0,,,,,5.7,,-27.3,,,49.0,4063.8,,87.1,-33.0,,-41.0,24.8,,,,100.0,40.0,-59.0,,,,,,67.3,-16.0,,,,268.9,,False,,True,False,False,,,,,True,,True,,,True,False,,False,True,,True,True,,,,False,True,False,,,,,,False,True,,,,False
01125,731,1530.0,,1636.7,,1159.0,1054.0,2182.0,,,,,965.0,,650.6,,1188.2,1174.0,2952.0,,933.5,548.5,,870.5,1006.5,,,,1310.0,1086.0,634.2,,,,,,1784.3,1301.6,1408.0,,,1165.9,799.0,,905.7,,428.0,323.0,1451.0,,,,,234.0,,-80.4,,457.2,443.0,2221.0,,202.5,-182.5,,139.5,275.5,,,,579.0,355.0,-96.8,,,,,,1053.3,570.6,677.0,,,434.9,,False,,True,True,False,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,False,True,True,,,True
01127,192,240.0,,247.0,,181.0,177.0,155.0,,,,,222.4,,213.4,,,410.0,119.1,,205.8,70.0,,89.0,156.4,,,,149.0,234.0,175.6,,,,,,360.2,145.9,,,,281.3,48.0,,55.0,,-11.0,-15.0,-37.0,,,,,30.4,,21.4,,,218.0,-72.9,,13.8,-122.0,,-103.0,-35.6,,,,-43.0,42.0,-16.4,,,,,,168.2,-46.1,,,,89.3,,False,,True,True,True,,,,,True,,True,,,False,False,,True,False,,False,True,,,,True,True,True,,,,,,False,True,,,,False
01129,52,54.0,,54.8,,54.0,53.0,50.0,,,,,61.3,,63.0,,,111.0,112.3,,66.7,,,33.0,49.9,,,,57.0,54.0,26.3,,,,,,,58.2,,,,131.1,2.0,,2.8,,2.0,1.0,-2.0,,,,,9.3,,11.0,,,59.0,60.3,,14.7,,,-19.0,-2.1,,,,5.0,2.0,-25.7,,,,,,,6.2,,,,79.1,,False,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
01131,35,80.0,,80.4,,58.0,55.0,93.0,,,,,54.9,,38.4,,,52.0,87.8,,54.4,,,41.0,48.8,,,,92.0,61.0,54.7,,,,,,,51.7,,,,119.5,45.0,,45.4,,23.0,20.0,58.0,,,,,19.9,,3.4,,,17.0,52.8,,19.4,,,6.0,13.8,,,,57.0,26.0,19.7,,,,,,,16.7,,,,84.5,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False
01133,43,38.0,,41.5,,42.0,78.0,44.0,,,,,81.8,,38.3,,,164.0,41.0,,71.3,,,20.0,43.7,,,,31.0,54.0,58.1,,,,,,23.7,153.1,,,,102.1,-5.0,,-1.5,,-1.0,35.0,1.0,,,,,38.8,,-4.7,,,121.0,-2.0,,28.3,,,-23.0,0.7,,,,-12.0,11.0,15.1,,,,,,-19.3,110.1,,,,59.1,,True,,True,False,True,,,,,False,,True,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,False,False,,,,False
02013,96,348.0,,358.3,,131.0,136.0,,,,,,35.9,,58.8,,,,561.7,,182.1,,,59.0,130.8,,,,127.0,49.0,7.8,,,,,,,,,,,,252.0,,262.3,,35.0,40.0,,,,,,-60.1,,-37.2,,,,465.7,,86.1,,,-37.0,34.8,,,,31.0,-47.0,-88.2,,,,,,,,,,,,,False,,True,True,,,,,,True,,True,,,,False,,True,,,True,True,,,,True,True,True,,,,,,,,,,,
02016,131,76.0,,69.2,,43.0,45.0,,,,,,36.8,,24.0,,,,41.9,,59.3,,,67.0,38.2,,,,96.0,51.0,10.4,,,,,,,44.6,,,,,-55.0,,-61.8,,-88.0,-86.0,,,,,,-94.2,,-107.0,,,,-89.1,,-71.7,,,-64.0,-92.8,,,,-35.0,-80.0,-120.6,,,,,,,-86.4,,,,,,False,,False,False,,,,,,False,,False,,,,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,
02020,635,568.0,,547.8,696.4,548.0,614.0,510.0,,,,,528.5,,356.2,,540.9,,499.7,,511.3,513.5,,257.0,406.2,,,,516.0,690.0,892.8,,,,,,810.0,820.1,238.0,,,,-67.0,,-87.2,61.4,-87.0,-21.0,-125.0,,,,,-106.5,,-278.8,,-94.1,,-135.3,,-123.7,-121.5,,-378.0,-228.8,,,,-119.0,55.0,257.8,,,,,,175.0,185.1,-397.0,,,,,False,True,False,True,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,False,True,False,,,,,,False,False,False,,,
02050,116,192.0,,180.9,,130.0,95.0,0.0,,,,,125.9,,28.4,,,,242.0,,168.8,,,27.0,108.5,,,,219.0,150.0,63.7,,,,,,,84.0,,,,,76.0,,64.9,,14.0,-21.0,-116.0,,,,,9.9,,-87.6,,,,126.0,,52.8,,,-89.0,-7.5,,,,103.0,34.0,-52.3,,,,,,,-32.0,,,,,,True,,True,True,False,,,,,True,,False,,,,False,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,
02060,0,0.0,,0.0,,0.0,0.0,0.0,,,,,2.8,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,2.0,0.4,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,2.8,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,2.0,0.4,,,,,,,,,,,,,True,,True,True,True,,,,,False,,False,,,,False,,True,,,,True,,,,True,False,False,,,,,,,,,,,
02068,1,0.0,,0.3,,1.0,4.0,0.0,,,,,1.6,,2.6,,,,42.3,,2.7,,,2.0,0.2,,,,3.0,5.0,,,,,,,,4.4,,,,,-1.0,,-0.7,,0.0,3.0,-1.0,,,,,0.6,,1.6,,,,41.3,,1.7,,,1.0,-0.8,,,,2.0,4.0,,,,,,,,3.4,,,,,,True,,True,False,False,,,,,True,,False,,,,False,,False,,,False,True,,,,False,False,,,,,,,,False,,,,
02070,19,18.0,,17.4,,11.0,13.0,,,,,,6.7,,11.0,,,,12.2,,11.4,,,9.0,8.7,,,,12.0,21.0,10.9,,,,,,,16.2,,,,,-1.0,,-1.6,,-8.0,-6.0,,,,,,-12.3,,-8.0,,,,-6.8,,-7.6,,,-10.0,-10.3,,,,-7.0,2.0,-8.1,,,,,,,-2.8,,,,,,False,,False,False,,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,
02090,176,158.0,,162.2,,143.0,135.0,,,,,,162.3,,139.9,,,,68.6,,165.9,122.0,,27.0,110.7,,,,134.0,243.0,311.0,,,,,,190.8,136.6,,,,,-18.0,,-13.8,,-33.0,-41.0,,,,,,-13.7,,-36.1,,,,-107.4,,-10.1,-54.0,,-149.0,-65.3,,,,-42.0,67.0,135.0,,,,,,14.8,-39.4,,,,,,True,,False,False,,,,,,True,,False,,,,False,,True,False,,False,False,,,,False,False,False,,,,,,True,False,,,,
02100,1,0.0,,0.0,,0.0,3.0,0.0,,,,,0.2,,1.4,,,,18.0,,2.3,,,2.0,0.3,,,,2.0,6.0,3.1,,,,,,,,,,,,-1.0,,-1.0,,-1.0,2.0,-1.0,,,,,-0.8,,0.4,,,,17.0,,1.3,,,1.0,-0.7,,,,1.0,5.0,2.1,,,,,,,,,,,,,False,,False,False,False,,,,,True,,True,,,,False,,False,,,False,True,,,,False,False,False,,,,,,,,,,,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.4,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.4,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,,
02110,26,80.0,,86.0,,59.0,50.0,67.0,,,,,35.1,,45.1,,,,49.0,,34.7,42.0,,50.0,43.2,,,,83.0,70.0,68.4,,,,,,,,,,,,54.0,,60.0,,33.0,24.0,41.0,,,,,9.1,,19.1,,,,23.0,,8.7,16.0,,24.0,17.2,,,,57.0,44.0,42.4,,,,,,,,,,,,,False,,True,True,True,,,,,True,,True,,,,True,,True,True,,True,True,,,,False,True,True,,,,,,,,,,,
02122,54,40.0,,37.7,,38.0,66.0,42.0,,,,,64.9,,73.0,,,,15.1,,62.3,,,6.0,33.1,,,,34.0,124.0,112.1,,,,,,70.4,97.5,,,,,-14.0,,-16.3,,-16.0,12.0,-12.0,,,,,10.9,,19.0,,,,-38.9,,8.3,,,-48.0,-20.9,,,,-20.0,70.0,58.1,,,,,,16.4,43.5,,,,,,False,,False,True,True,,,,,True,,False,,,,False,,True,,,False,False,,,,False,False,False,,,,,,False,False,,,,
02130,47,18.0,,17.7,,11.0,13.0,0.0,,,,,7.6,,17.1,,,,27.2,,7.9,,,9.0,10.7,,,,14.0,27.0,,,,,,,,,,,,,-29.0,,-29.3,,-36.0,-34.0,-47.0,,,,,-39.4,,-29.9,,,,-19.8,,-39.1,,,-38.0,-36.3,,,,-33.0,-20.0,,,,,,,,,,,,,,False,,False,False,False,,,,,False,,False,,,,True,,False,,,False,False,,,,False,True,,,,,,,,,,,,
02150,12,22.0,,20.6,,20.0,17.0,,,,,,32.0,,24.9,,,,2.7,,17.4,,,0.0,11.9,,,,16.0,31.0,24.6,,,,,,,24.2,,,,,10.0,,8.6,,8.0,5.0,,,,,,20.0,,12.9,,,,-9.3,,5.4,,,-12.0,-0.1,,,,4.0,19.0,12.6,,,,,,,12.2,,,,,,True,,True,True,,,,,,False,,False,,,,True,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,
02158,39,66.0,,81.5,,30.0,30.0,0.0,,,,,,,9.8,,,,27.6,,49.7,,,1.0,31.6,,,,91.0,,,,,,,,,,,,,,27.0,,42.5,,-9.0,-9.0,-39.0,,,,,,,-29.2,,,,-11.4,,10.7,,,-38.0,-7.4,,,,52.0,,,,,,,,,,,,,,,False,,True,True,False,,,,,,,False,,,,True,,True,,,False,True,,,,False,,,,,,,,,,,,,
02164,12,0.0,,0.0,,0.0,4.0,0.0,,,,,0.0,,0.4,,,,0.2,,2.2,,,4.0,,,,,0.0,5.0,17.1,,,,,,,2.8,,,,,-12.0,,-12.0,,-12.0,-8.0,-12.0,,,,,-12.0,,-11.6,,,,-11.8,,-9.8,,,-8.0,,,,,-12.0,-7.0,5.1,,,,,,,-9.2,,,,,,False,,False,True,False,,,,,True,,True,,,,True,,True,,,True,,,,,False,True,True,,,,,,,True,,,,
02170,637,402.0,,396.2,,232.0,256.0,262.0,,,,,212.8,,222.8,,,,145.0,,223.6,205.5,,133.0,274.1,,,,361.0,349.0,211.7,,,,,,575.5,343.7,,,,,-235.0,,-240.8,,-405.0,-381.0,-375.0,,,,,-424.2,,-414.2,,,,-492.0,,-413.4,-431.5,,-504.0,-362.9,,,,-276.0,-288.0,-425.3,,,,,,-61.5,-293.3,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,True,False,,,,
02180,9,8.0,,6.9,,8.0,9.0,0.0,,,,,10.1,,11.6,,,,4.3,,9.6,,,10.0,2.3,,,,6.0,19.0,16.6,,,,,,,7.1,,,,,-1.0,,-2.1,,-1.0,0.0,-9.0,,,,,1.1,,2.6,,,,-4.7,,0.6,,,1.0,-6.7,,,,-3.0,10.0,7.6,,,,,,,-1.9,,,,,,False,,False,True,False,,,,,False,,False,,,,False,,True,,,False,False,,,,False,False,False,,,,,,,False,,,,
02185,20,6.0,,0.0,,5.0,9.0,0.0,,,,,34.0,,13.7,,,,0.7,,22.7,,,2.0,3.4,,,,,9.0,30.5,,,,,,,11.1,,,,,-14.0,,-20.0,,-15.0,-11.0,-20.0,,,,,14.0,,-6.3,,,,-19.3,,2.7,,,-18.0,-16.6,,,,,-11.0,10.5,,,,,,,-8.9,,,,,,False,,False,True,False,,,,,False,,True,,,,False,,True,,,False,False,,,,,True,True,,,,,,,True,,,,
02188,13,6.0,,8.0,,9.0,65.0,0.0,,,,,25.2,,15.6,,,,9.9,,26.4,,,0.0,5.6,,,,12.0,23.0,21.6,,,,,,,201.4,,,,,-7.0,,-5.0,,-4.0,52.0,-13.0,,,,,12.2,,2.6,,,,-3.1,,13.4,,,-13.0,-7.4,,,,-1.0,10.0,8.6,,,,,,,188.4,,,,,,True,,True,False,False,,,,,False,,True,,,,True,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,
02195,5,4.0,,3.8,,2.0,3.0,0.0,,,,,1.0,,3.5,,,,0.0,,2.9,,,5.0,0.7,,,,,7.0,,,,,,,,,,,,,-1.0,,-1.2,,-3.0,-2.0,-5.0,,,,,-4.0,,-1.5,,,,-5.0,,-2.1,,,0.0,-4.3,,,,,2.0,,,,,,,,,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,True,False,,,,,False,,,,,,,,,,,,
