,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,7363414.0,7563362,-199948.0,-2.6%
UCLA-SuEIR,7813101.6,7563362,249739.6,3.3%
IowaStateLW-STEM,8366796.0,7563362,803434.0,10.6%
USC-SI_kJalpha,5308133.0,7563362,-2255229.0,-29.8%
COVIDhub-baseline,10038406.0,7563362,2475044.0,32.7%
JHUAPL-Bucky,10042770.6,7563362,2479408.6,32.8%
UCF-AEM,10231580.0,7563362,2668218.0,35.3%
Covid19Sim-Simulator,10339451.2,7563362,2776089.2,36.7%
IBF-TimeSeries,10794752.0,7563362,3231390.0,42.7%
