,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
28097,204,322.0,,,,313.0,245.6,0.0,,,,,118.0,,,,109.0,41.6,-204.0,,,,,,,,True,True,False,,,,
28099,685,1232.0,,,,1009.0,720.2,42.4,,1044.9,,,547.0,,,,324.0,35.2,-642.6,,359.9,,,,,,True,True,False,,True,,
28101,565,805.0,,,,672.0,514.7,43.6,,,,,240.0,,,,107.0,-50.3,-521.4,,,,,,,,True,True,False,,,,
28103,253,518.0,,,,233.0,661.2,5.9,,,,,265.0,,,,-20.0,408.2,-247.1,,,,,,,,True,False,True,,,,
28105,881,1904.0,,,,1101.0,2227.7,469.3,,936.6,,,1023.0,,,,220.0,1346.7,-411.7,,55.6,,,,,,True,False,True,,True,,
28107,980,1575.0,,,,970.0,1348.1,74.0,,690.8,,,595.0,,,,-10.0,368.1,-906.0,,-289.2,,,,,,True,True,False,,True,,
28109,1349,2051.0,,,,1252.0,2446.9,298.9,,1929.3,,,702.0,,,,-97.0,1097.9,-1050.1,,580.3,,,,,,True,False,False,,True,,
28111,276,511.0,,,,338.0,691.4,29.0,,,,,235.0,,,,62.0,415.4,-247.0,,,,,,,,True,False,False,,,,
28113,692,1155.0,,,,1033.0,1334.0,76.8,,796.7,,,463.0,,,,341.0,642.0,-615.2,,104.7,,,,,,True,False,False,,True,,
28115,830,1610.0,,,,1508.0,741.5,100.9,,509.5,,,780.0,,,,678.0,-88.5,-729.1,,-320.5,,,,,,True,True,True,,True,,
28117,521,1134.0,,,,1009.0,988.0,51.6,,,,,613.0,,,,488.0,467.0,-469.4,,,,,,,,True,True,True,,,,
28119,156,154.0,,,,181.0,53.6,0.0,,,,,-2.0,,,,25.0,-102.4,-156.0,,,,,,,,False,False,False,,,,
28121,3392,5614.0,,,,5227.0,6894.7,853.5,,3414.4,2889.0,,2222.0,,,,1835.0,3502.7,-2538.5,,22.4,-503.0,,,,,True,False,False,,True,True,
28123,746,805.0,,,,843.0,505.9,40.8,,510.5,,,59.0,,,,97.0,-240.1,-705.2,,-235.5,,,,,,False,False,False,,False,,
28125,95,105.0,,,,83.0,52.0,0.0,,,,,10.0,,,,-12.0,-43.0,-95.0,,,,,,,,False,False,False,,,,
28127,563,1260.0,,,,799.0,1588.2,103.4,,,,,697.0,,,,236.0,1025.2,-459.6,,,,,,,,True,False,True,,,,
28129,449,546.0,,,,522.0,483.9,18.2,,,,,97.0,,,,73.0,34.9,-430.8,,,,,,,,True,True,False,,,,
28131,487,742.0,,,,523.0,746.1,95.8,,,,,255.0,,,,36.0,259.1,-391.2,,,,,,,,True,False,False,,,,
28133,700,945.0,,,,681.0,683.6,27.2,,622.5,,,245.0,,,,-19.0,-16.4,-672.8,,-77.5,,,,,,True,True,False,,True,,
28135,444,518.0,,,,518.0,986.0,0.0,,,,,74.0,,,,74.0,542.0,-444.0,,,,,,,,False,False,False,,,,
28137,548,882.0,,,,862.0,542.8,0.0,,573.3,,,334.0,,,,314.0,-5.2,-548.0,,25.3,,,,,,True,True,False,,True,,
28139,705,1148.0,,,,865.0,686.8,0.0,,,,,443.0,,,,160.0,-18.2,-705.0,,,,,,,,True,True,False,,,,
28141,499,721.0,,,,719.0,446.0,63.2,,,,,222.0,,,,220.0,-53.0,-435.8,,,,,,,,True,True,False,,,,
28143,209,301.0,,,,189.0,491.2,0.0,,,,,92.0,,,,-20.0,282.2,-209.0,,,,,,,,True,False,False,,,,
28145,994,1946.0,,,,1192.0,1015.8,69.0,,940.3,,,952.0,,,,198.0,21.8,-925.0,,-53.7,,,,,,True,True,True,,True,,
28147,213,462.0,,,,320.0,697.4,20.4,,,,,249.0,,,,107.0,484.4,-192.6,,,,,,,,True,False,True,,,,
28149,1241,2485.0,,,,1261.0,6312.9,198.8,,1146.0,,,1244.0,,,,20.0,5071.9,-1042.2,,-95.0,,,,,,True,False,True,,True,,
28151,747,2100.0,,,,1055.0,3144.7,48.2,,988.4,,,1353.0,,,,308.0,2397.7,-698.8,,241.4,,,,,,True,False,True,,True,,
28153,782,903.0,,,,626.0,1541.7,22.2,,,,,121.0,,,,-156.0,759.7,-759.8,,,,,,,,False,False,False,,,,
28155,287,679.0,,,,399.0,1242.2,19.6,,,,,392.0,,,,112.0,955.2,-267.4,,,,,,,,True,False,True,,,,
28157,84,168.0,,,,237.0,255.6,0.0,,,,,84.0,,,,153.0,171.6,-84.0,,,,,,,,False,False,False,,,,
28159,336,756.0,,,,477.0,421.6,70.8,,,,,420.0,,,,141.0,85.6,-265.2,,,,,,,,True,True,True,,,,
28161,395,546.0,,,,391.0,640.6,34.4,,,,,151.0,,,,-4.0,245.6,-360.6,,,,,,,,True,False,False,,,,
28163,681,917.0,,,,794.0,641.7,38.4,,676.2,,,236.0,,,,113.0,-39.3,-642.6,,-4.8,,,,,,True,True,False,,True,,
29001,418,623.0,,,,604.0,305.9,0.0,,,,,205.0,,,,186.0,-112.1,-418.0,,,,,,,,True,True,False,,,,
29003,161,476.0,,,,371.0,348.2,0.0,,,,,315.0,,,,210.0,187.2,-161.0,,,,,,,,True,True,True,,,,
29005,29,14.0,,,,95.0,7.8,0.0,,,,,-15.0,,,,66.0,-21.2,-29.0,,,,,,,,False,False,False,,,,
29007,238,1722.0,,,,463.0,3097.7,14.8,,,,,1484.0,,,,225.0,2859.7,-223.2,,,,,,,,True,False,True,,,,
29009,353,504.0,,,,1060.0,200.6,0.0,,,,,151.0,,,,707.0,-152.4,-353.0,,,,,,,,False,False,False,,,,
29011,177,217.0,,,,299.0,177.3,0.0,,,,,40.0,,,,122.0,0.3,-177.0,,,,,,,,False,True,False,,,,
29013,212,581.0,,,,451.0,582.6,25.9,,,,,369.0,,,,239.0,370.6,-186.1,,,,,,,,True,False,True,,,,
29015,232,385.0,,,,374.0,187.9,0.0,,,,,153.0,,,,142.0,-44.1,-232.0,,,,,,,,True,True,False,,,,
29017,91,140.0,,,,296.0,86.2,0.0,,,,,49.0,,,,205.0,-4.8,-91.0,,,,,,,,False,True,False,,,,
29019,2223,3955.0,,,,2636.0,1757.3,0.3,,4955.6,1060.0,,1732.0,,,,413.0,-465.7,-2222.7,,2732.6,-1163.0,,,,,True,True,False,,False,True,
29021,826,1470.0,,,,2263.0,1089.4,0.0,,1265.5,,,644.0,,,,1437.0,263.4,-826.0,,439.5,,,,,,False,True,False,,True,,
29023,558,826.0,,,,1530.0,608.7,0.0,,944.5,,,268.0,,,,972.0,50.7,-558.0,,386.5,,,,,,False,True,False,,False,,
29025,79,224.0,,,,209.0,73.4,0.0,,,,,145.0,,,,130.0,-5.6,-79.0,,,,,,,,True,True,True,,,,
29027,611,1435.0,,,,774.0,1023.5,0.0,,1771.7,,,824.0,,,,163.0,412.5,-611.0,,1160.7,,,,,,True,True,True,,False,,
29029,501,1043.0,,,,709.0,766.5,0.0,,532.4,,,542.0,,,,208.0,265.5,-501.0,,31.4,,,,,,True,True,True,,True,,
29031,952,1785.0,,,,1932.0,996.8,0.0,,1774.8,,,833.0,,,,980.0,44.8,-952.0,,822.8,,,,,,False,True,False,,True,,
29033,165,217.0,,,,219.0,58.6,0.0,,,,,52.0,,,,54.0,-106.4,-165.0,,,,,,,,False,False,False,,,,
29035,41,98.0,,,,119.0,57.6,0.0,,,,,57.0,,,,78.0,16.6,-41.0,,,,,,,,False,True,True,,,,
29037,1492,2212.0,,,,2249.0,1264.6,0.0,,3110.2,,,720.0,,,,757.0,-227.4,-1492.0,,1618.2,,,,,,False,True,False,,False,,
29039,128,301.0,,,,350.0,2123.5,0.0,,,,,173.0,,,,222.0,1995.5,-128.0,,,,,,,,False,False,True,,,,
29041,77,133.0,,,,204.0,63.7,0.0,,,,,56.0,,,,127.0,-13.3,-77.0,,,,,,,,False,True,False,,,,
29043,1212,2415.0,,,,1849.0,1072.6,315.5,,1214.7,,,1203.0,,,,637.0,-139.4,-896.5,,2.7,,,,,,True,True,True,,True,,
29045,93,91.0,,,,102.0,162.8,0.0,,,,,-2.0,,,,9.0,69.8,-93.0,,,,,,,,False,False,False,,,,
29047,1423,2296.0,,,,5508.0,3040.7,0.0,,1390.0,1204.0,,873.0,,,,4085.0,1617.7,-1423.0,,-33.0,-219.0,,,,,False,False,False,,True,True,
29049,240,511.0,,,,500.0,315.0,0.0,,,,,271.0,,,,260.0,75.0,-240.0,,,,,,,,True,True,True,,,,
29051,851,1967.0,,,,1288.0,1462.9,0.0,,1736.5,,,1116.0,,,,437.0,611.9,-851.0,,885.5,,,,,,True,True,True,,True,,
29053,184,301.0,,,,435.0,83.1,0.0,,,,,117.0,,,,251.0,-100.9,-184.0,,,,,,,,False,True,False,,,,
29055,293,784.0,,,,459.0,559.6,61.3,,,,,491.0,,,,166.0,266.6,-231.7,,,,,,,,True,True,True,,,,
29057,54,28.0,,,,171.0,17.2,0.0,,,,,-26.0,,,,117.0,-36.8,-54.0,,,,,,,,False,False,False,,,,
29059,112,203.0,,,,296.0,250.7,0.0,,,,,91.0,,,,184.0,138.7,-112.0,,,,,,,,False,False,False,,,,
29061,109,161.0,,,,180.0,62.7,0.0,,,,,52.0,,,,71.0,-46.3,-109.0,,,,,,,,False,True,False,,,,
29063,133,287.0,,,,331.0,903.6,0.0,,,,,154.0,,,,198.0,770.6,-133.0,,,,,,,,False,False,True,,,,
29065,104,224.0,,,,348.0,216.9,0.0,,,,,120.0,,,,244.0,112.9,-104.0,,,,,,,,False,True,True,,,,
29067,130,266.0,,,,322.0,101.9,0.0,,,,,136.0,,,,192.0,-28.1,-130.0,,,,,,,,False,True,True,,,,
29069,299,532.0,,,,1220.0,301.4,0.0,,575.0,,,233.0,,,,921.0,2.4,-299.0,,276.0,,,,,,False,True,False,,False,,
29071,1640,2800.0,,,,1939.0,1962.2,0.1,,2611.3,,,1160.0,,,,299.0,322.2,-1639.9,,971.3,,,,,,True,True,False,,True,,
29073,182,266.0,,,,257.0,135.0,0.0,,,,,84.0,,,,75.0,-47.0,-182.0,,,,,,,,True,True,False,,,,
29075,115,217.0,,,,145.0,83.6,0.0,,,,,102.0,,,,30.0,-31.4,-115.0,,,,,,,,True,True,False,,,,
29077,4038,7434.0,,,,6547.0,4504.6,1409.6,,3776.2,0.0,,3396.0,,,,2509.0,466.6,-2628.4,,-261.8,-4038.0,,,,,True,True,True,,True,False,
29079,138,245.0,,,,303.0,188.3,0.0,,,,,107.0,,,,165.0,50.3,-138.0,,,,,,,,False,True,False,,,,
29081,180,315.0,,,,181.0,163.1,0.0,,,,,135.0,,,,1.0,-16.9,-180.0,,,,,,,,True,True,False,,,,
29083,266,455.0,,,,559.0,169.8,0.0,,,,,189.0,,,,293.0,-96.2,-266.0,,,,,,,,False,True,False,,,,
29085,30,112.0,,,,136.0,277.6,0.0,,,,,82.0,,,,106.0,247.6,-30.0,,,,,,,,False,False,True,,,,
29087,38,35.0,,,,74.0,15.5,0.0,,,,,-3.0,,,,36.0,-22.5,-38.0,,,,,,,,False,False,False,,,,
29089,87,112.0,,,,185.0,37.9,0.0,,,,,25.0,,,,98.0,-49.1,-87.0,,,,,,,,False,False,False,,,,
29091,421,952.0,,,,1098.0,647.4,0.0,,,,,531.0,,,,677.0,226.4,-421.0,,,,,,,,False,True,True,,,,
29093,62,203.0,,,,201.0,102.4,8.0,,,,,141.0,,,,139.0,40.4,-54.0,,,,,,,,True,True,True,,,,
29095,6018,8211.0,,,,13169.0,7799.0,0.3,,6151.0,0.0,,2193.0,,,,7151.0,1781.0,-6017.7,,133.0,-6018.0,,,,,False,True,False,,True,False,
29097,1929,3430.0,,,,3636.0,3749.6,0.1,,1186.9,,,1501.0,,,,1707.0,1820.6,-1928.9,,-742.1,,,,,,False,False,False,,True,,
29099,3464,5817.0,,,,4204.0,4041.6,0.2,,6490.9,0.0,,2353.0,,,,740.0,577.6,-3463.8,,3026.9,-3464.0,,,,,True,True,False,,False,False,
29101,570,721.0,,,,1153.0,344.2,0.0,,1058.5,,,151.0,,,,583.0,-225.8,-570.0,,488.5,,,,,,False,False,False,,False,,
29103,25,28.0,,,,73.0,50.5,0.0,,,,,3.0,,,,48.0,25.5,-25.0,,,,,,,,False,False,False,,,,
29105,380,658.0,,,,708.0,267.0,0.0,,,,,278.0,,,,328.0,-113.0,-380.0,,,,,,,,False,True,False,,,,
29107,413,819.0,,,,757.0,339.7,0.0,,,,,406.0,,,,344.0,-73.3,-413.0,,,,,,,,True,True,False,,,,
29109,417,728.0,,,,1080.0,489.3,0.0,,,,,311.0,,,,663.0,72.3,-417.0,,,,,,,,False,True,False,,,,
29111,76,224.0,,,,166.0,368.8,0.0,,,,,148.0,,,,90.0,292.8,-76.0,,,,,,,,True,False,True,,,,
29113,682,1008.0,,,,954.0,352.8,0.0,,1499.8,,,326.0,,,,272.0,-329.2,-682.0,,817.8,,,,,,True,False,False,,False,,
29115,129,56.0,,,,280.0,61.0,0.0,,,,,-73.0,,,,151.0,-68.0,-129.0,,,,,,,,False,True,False,,,,
29117,270,413.0,,,,365.0,274.0,0.0,,,,,143.0,,,,95.0,4.0,-270.0,,,,,,,,True,True,False,,,,
29119,225,483.0,,,,842.0,319.7,0.0,,,,,258.0,,,,617.0,94.7,-225.0,,,,,,,,False,True,True,,,,
29121,267,329.0,,,,340.0,167.0,0.0,,,,,62.0,,,,73.0,-100.0,-267.0,,,,,,,,False,False,False,,,,
29123,122,525.0,,,,269.0,490.6,0.0,,,,,403.0,,,,147.0,368.6,-122.0,,,,,,,,True,True,True,,,,
29125,63,133.0,,,,149.0,84.0,0.0,,,,,70.0,,,,86.0,21.0,-63.0,,,,,,,,False,True,True,,,,
29127,275,742.0,,,,568.0,533.5,0.0,,,,,467.0,,,,293.0,258.5,-275.0,,,,,,,,True,True,True,,,,
29129,45,70.0,,,,72.0,41.7,0.0,,,,,25.0,,,,27.0,-3.3,-45.0,,,,,,,,False,True,False,,,,
29131,261,532.0,,,,464.0,187.9,0.0,,,,,271.0,,,,203.0,-73.1,-261.0,,,,,,,,True,True,True,,,,
29133,115,238.0,,,,386.0,136.0,0.0,,,,,123.0,,,,271.0,21.0,-115.0,,,,,,,,False,True,True,,,,
29135,161,434.0,,,,355.0,339.5,0.1,,,,,273.0,,,,194.0,178.5,-160.9,,,,,,,,True,True,True,,,,
29137,63,203.0,,,,146.0,226.1,0.0,,,,,140.0,,,,83.0,163.1,-63.0,,,,,,,,True,False,True,,,,
29139,64,217.0,,,,167.0,146.3,0.0,,,,,153.0,,,,103.0,82.3,-64.0,,,,,,,,True,True,True,,,,
29141,156,399.0,,,,317.0,201.2,0.0,,,,,243.0,,,,161.0,45.2,-156.0,,,,,,,,True,True,True,,,,
29143,141,406.0,,,,450.0,351.8,0.0,,,,,265.0,,,,309.0,210.8,-141.0,,,,,,,,False,True,True,,,,
29145,536,1071.0,,,,2196.0,932.4,0.0,,723.9,,,535.0,,,,1660.0,396.4,-536.0,,187.9,,,,,,False,True,False,,True,,
29147,269,0.0,,,,532.0,4.5,0.0,,,,,-269.0,,,,263.0,-264.5,-269.0,,,,,,,,True,True,False,,,,
29149,126,210.0,,,,341.0,182.9,0.0,,,,,84.0,,,,215.0,56.9,-126.0,,,,,,,,False,True,False,,,,
29151,185,413.0,,,,277.0,353.4,0.0,,,,,228.0,,,,92.0,168.4,-185.0,,,,,,,,True,True,True,,,,
29153,161,154.0,,,,213.0,495.6,0.0,,,,,-7.0,,,,52.0,334.6,-161.0,,,,,,,,False,False,False,,,,
29155,126,203.0,,,,627.0,98.6,0.0,,,,,77.0,,,,501.0,-27.4,-126.0,,,,,,,,False,True,False,,,,
29157,171,357.0,,,,457.0,177.9,0.0,,,,,186.0,,,,286.0,6.9,-171.0,,,,,,,,False,True,True,,,,
29159,650,1582.0,,,,1201.0,1403.7,0.0,,1554.4,,,932.0,,,,551.0,753.7,-650.0,,904.4,,,,,,True,True,True,,True,,
29161,444,1036.0,,,,761.0,708.7,0.0,,,,,592.0,,,,317.0,264.7,-444.0,,,,,,,,True,True,True,,,,
29163,192,364.0,,,,322.0,172.9,0.0,,,,,172.0,,,,130.0,-19.1,-192.0,,,,,,,,True,True,False,,,,
29165,591,1386.0,,,,1867.0,2708.8,127.2,,1826.6,,,795.0,,,,1276.0,2117.8,-463.8,,1235.6,,,,,,False,False,True,,False,,
29167,288,637.0,,,,517.0,415.1,0.0,,,,,349.0,,,,229.0,127.1,-288.0,,,,,,,,True,True,True,,,,
29169,395,595.0,,,,905.0,148.1,0.0,,929.5,,,200.0,,,,510.0,-246.9,-395.0,,534.5,,,,,,False,False,False,,False,,
29171,22,42.0,,,,95.0,11.7,0.0,,,,,20.0,,,,73.0,-10.3,-22.0,,,,,,,,False,True,False,,,,
29173,85,287.0,,,,186.0,191.5,0.0,,,,,202.0,,,,101.0,106.5,-85.0,,,,,,,,True,True,True,,,,
29175,194,385.0,,,,576.0,212.7,0.0,,,,,191.0,,,,382.0,18.7,-194.0,,,,,,,,False,True,False,,,,
29177,346,616.0,,,,587.0,292.2,0.0,,,,,270.0,,,,241.0,-53.8,-346.0,,,,,,,,True,True,False,,,,
29179,38,35.0,,,,142.0,28.7,0.0,,,,,-3.0,,,,104.0,-9.3,-38.0,,,,,,,,False,False,False,,,,
29181,170,203.0,,,,333.0,356.9,0.0,,,,,33.0,,,,163.0,186.9,-170.0,,,,,,,,False,False,False,,,,
29183,5119,8092.0,,,,7217.0,3426.5,8.8,,5258.5,2915.0,,2973.0,,,,2098.0,-1692.5,-5110.2,,139.5,-2204.0,,,,,True,True,False,,True,True,
29185,108,245.0,,,,210.0,397.3,0.0,,,,,137.0,,,,102.0,289.3,-108.0,,,,,,,,True,False,True,,,,
29186,171,427.0,,,,443.0,178.6,0.0,,,,,256.0,,,,272.0,7.6,-171.0,,,,,,,,False,True,True,,,,
29187,905,2352.0,,,,1533.0,1491.2,0.0,,1641.2,,,1447.0,,,,628.0,586.2,-905.0,,736.2,,,,,,True,True,True,,True,,
29189,16943,24913.0,,,,15581.0,16156.1,2.6,,19447.8,11683.0,,7970.0,,,,-1362.0,-786.9,-16940.4,,2504.8,-5260.0,,,,,True,True,False,,True,True,
29195,361,665.0,,,,608.0,240.6,0.0,,,,,304.0,,,,247.0,-120.4,-361.0,,,,,,,,True,True,False,,,,
29197,59,98.0,,,,98.0,44.8,0.0,,,,,39.0,,,,39.0,-14.2,-59.0,,,,,,,,False,True,False,,,,
29199,26,42.0,,,,94.0,8.1,0.0,,,,,16.0,,,,68.0,-17.9,-26.0,,,,,,,,False,False,False,,,,
29201,437,679.0,,,,1115.0,334.9,0.0,,866.7,,,242.0,,,,678.0,-102.1,-437.0,,429.7,,,,,,False,True,False,,False,,
29203,67,35.0,,,,146.0,9.5,0.0,,,,,-32.0,,,,79.0,-57.5,-67.0,,,,,,,,False,False,False,,,,
29205,49,112.0,,,,109.0,108.7,0.0,,,,,63.0,,,,60.0,59.7,-49.0,,,,,,,,True,True,True,,,,
29207,266,336.0,,,,884.0,222.0,0.0,,,,,70.0,,,,618.0,-44.0,-266.0,,,,,,,,False,True,False,,,,
29209,362,651.0,,,,753.0,344.4,0.0,,,,,289.0,,,,391.0,-17.6,-362.0,,,,,,,,False,True,False,,,,
29211,83,119.0,,,,180.0,27.3,0.0,,,,,36.0,,,,97.0,-55.7,-83.0,,,,,,,,False,False,False,,,,
29213,710,1204.0,,,,1305.0,805.2,0.0,,661.6,,,494.0,,,,595.0,95.2,-710.0,,-48.4,,,,,,False,True,False,,True,,
29215,166,574.0,,,,571.0,315.0,0.0,,,,,408.0,,,,405.0,149.0,-166.0,,,,,,,,True,True,True,,,,
29217,260,1309.0,,,,556.0,3303.1,51.2,,,,,1049.0,,,,296.0,3043.1,-208.8,,,,,,,,True,False,True,,,,
29219,400,651.0,,,,525.0,380.8,0.2,,,,,251.0,,,,125.0,-19.2,-399.8,,,,,,,,True,True,False,,,,
29221,306,609.0,,,,546.0,608.6,0.0,,,,,303.0,,,,240.0,302.6,-306.0,,,,,,,,True,True,False,,,,
29223,137,224.0,,,,286.0,100.1,0.0,,,,,87.0,,,,149.0,-36.9,-137.0,,,,,,,,False,True,False,,,,
29225,516,1057.0,,,,762.0,752.9,101.5,,596.2,,,541.0,,,,246.0,236.9,-414.5,,80.2,,,,,,True,True,True,,True,,
29227,19,49.0,,,,67.0,52.7,0.0,,,,,30.0,,,,48.0,33.7,-19.0,,,,,,,,False,False,True,,,,
29229,261,672.0,,,,390.0,1051.4,56.7,,,,,411.0,,,,129.0,790.4,-204.3,,,,,,,,True,False,True,,,,
29510,3589,5180.0,,,,3959.0,2926.9,0.4,,6636.9,1843.0,,1591.0,,,,370.0,-662.1,-3588.6,,3047.9,-1746.0,,,,,True,True,False,,False,False,
30001,88,126.0,,,,113.0,16.9,0.0,,,,,38.0,,,,25.0,-71.1,-88.0,,,,,,,,True,False,False,,,,
30003,289,161.0,,,,176.0,133.1,0.0,,,,,-128.0,,,,-113.0,-155.9,-289.0,,,,,,,,True,False,False,,,,
30005,89,42.0,,,,27.0,14.0,0.0,,,,,-47.0,,,,-62.0,-75.0,-89.0,,,,,,,,False,False,False,,,,
30007,108,84.0,,,,69.0,71.5,0.0,,,,,-24.0,,,,-39.0,-36.5,-108.0,,,,,,,,False,False,False,,,,
30009,146,98.0,,,,121.0,62.3,0.0,,,,,-48.0,,,,-25.0,-83.7,-146.0,,,,,,,,True,False,False,,,,
30011,13,0.0,,,,44.0,2.6,0.0,,,,,-13.0,,,,31.0,-10.4,-13.0,,,,,,,,False,True,False,,,,
30013,1037,714.0,,,,1917.0,156.2,0.0,,2264.2,,,-323.0,,,,880.0,-880.8,-1037.0,,1227.2,,,,,,False,False,False,,False,,
30015,108,133.0,,,,28.0,45.7,0.0,,,,,25.0,,,,-80.0,-62.3,-108.0,,,,,,,,False,False,False,,,,
30017,144,287.0,,,,218.0,239.7,0.0,,,,,143.0,,,,74.0,95.7,-144.0,,,,,,,,True,True,False,,,,
30019,55,7.0,,,,29.0,18.5,0.0,,,,,-48.0,,,,-26.0,-36.5,-55.0,,,,,,,,True,True,False,,,,
30021,159,119.0,,,,120.0,44.5,0.0,,,,,-40.0,,,,-39.0,-114.5,-159.0,,,,,,,,True,False,False,,,,
30023,175,91.0,,,,141.0,61.0,0.0,,,,,-84.0,,,,-34.0,-114.0,-175.0,,,,,,,,True,False,False,,,,
30025,9,21.0,,,,42.0,23.1,0.0,,,,,12.0,,,,33.0,14.1,-9.0,,,,,,,,False,False,True,,,,
30027,172,112.0,,,,108.0,36.1,0.0,,,,,-60.0,,,,-64.0,-135.9,-172.0,,,,,,,,False,False,False,,,,
30029,1906,1645.0,,,,2215.0,965.8,0.0,,1247.9,,,-261.0,,,,309.0,-940.2,-1906.0,,-658.1,,,,,,False,False,False,,False,,
30031,2645,3255.0,,,,1234.0,7528.0,0.0,,4206.6,,,610.0,,,,-1411.0,4883.0,-2645.0,,1561.6,,,,,,False,False,False,,False,,
30033,4,21.0,,,,38.0,376.3,,,,,,17.0,,,,34.0,372.3,,,,,,,,,False,False,,,,,
30035,187,168.0,,,,232.0,24.2,0.0,,,,,-19.0,,,,45.0,-162.8,-187.0,,,,,,,,False,False,False,,,,
30037,8,7.0,,,,14.0,0.6,,,,,,-1.0,,,,6.0,-7.4,,,,,,,,,False,False,,,,,
30039,24,28.0,,,,53.0,14.4,0.0,,,,,4.0,,,,29.0,-9.6,-24.0,,,,,,,,False,False,False,,,,
30041,238,329.0,,,,214.0,84.0,0.0,,,,,91.0,,,,-24.0,-154.0,-238.0,,,,,,,,True,False,False,,,,
30043,215,287.0,,,,118.0,135.9,0.0,,,,,72.0,,,,-97.0,-79.1,-215.0,,,,,,,,False,False,False,,,,
30045,8,0.0,,,,14.0,0.1,,,,,,-8.0,,,,6.0,-7.9,,,,,,,,,True,True,,,,,
30047,387,469.0,,,,549.0,327.8,0.0,,,,,82.0,,,,162.0,-59.2,-387.0,,,,,,,,False,True,False,,,,
30049,1383,1967.0,,,,1247.0,1133.5,0.0,,1675.2,,,584.0,,,,-136.0,-249.5,-1383.0,,292.2,,,,,,True,True,False,,True,,
30051,17,7.0,,,,35.0,2.3,0.0,,,,,-10.0,,,,18.0,-14.7,-17.0,,,,,,,,False,False,False,,,,
30053,390,385.0,,,,417.0,343.0,0.0,,,,,-5.0,,,,27.0,-47.0,-390.0,,,,,,,,False,False,False,,,,
30055,34,14.0,,,,63.0,5.7,0.0,,,,,-20.0,,,,29.0,-28.3,-34.0,,,,,,,,False,False,False,,,,
30057,163,133.0,,,,76.0,162.6,0.0,,,,,-30.0,,,,-87.0,-0.4,-163.0,,,,,,,,False,True,False,,,,
30059,12,7.0,,,,28.0,6.4,0.0,,,,,-5.0,,,,16.0,-5.6,-12.0,,,,,,,,False,False,False,,,,
30061,48,98.0,,,,95.0,38.7,0.0,,,,,50.0,,,,47.0,-9.3,-48.0,,,,,,,,True,True,True,,,,
30063,1634,1449.0,,,,2006.0,885.2,0.0,,813.3,,,-185.0,,,,372.0,-748.8,-1634.0,,-820.7,,,,,,False,False,False,,False,,
30065,45,0.0,,,,77.0,0.4,0.0,,,,,-45.0,,,,32.0,-44.6,-45.0,,,,,,,,True,True,False,,,,
30067,232,182.0,,,,149.0,99.4,0.0,,,,,-50.0,,,,-83.0,-132.6,-232.0,,,,,,,,False,False,False,,,,
30069,2,0.0,,,,6.0,0.5,,,,,,-2.0,,,,4.0,-1.5,,,,,,,,,False,True,,,,,
30071,64,84.0,,,,34.0,15.8,0.0,,,,,20.0,,,,-30.0,-48.2,-64.0,,,,,,,,False,False,False,,,,
30073,72,21.0,,,,156.0,9.1,0.0,,,,,-51.0,,,,84.0,-62.9,-72.0,,,,,,,,False,False,False,,,,
30075,7,7.0,,,,42.0,2.1,0.0,,,,,0.0,,,,35.0,-4.9,-7.0,,,,,,,,False,False,False,,,,
30077,97,84.0,,,,115.0,103.5,0.0,,,,,-13.0,,,,18.0,6.5,-97.0,,,,,,,,False,True,False,,,,
30079,6,0.0,,,,21.0,0.5,0.0,,,,,-6.0,,,,15.0,-5.5,-6.0,,,,,,,,False,True,False,,,,
30081,476,532.0,,,,637.0,384.1,0.0,,,,,56.0,,,,161.0,-91.9,-476.0,,,,,,,,False,False,False,,,,
30083,157,175.0,,,,183.0,32.5,0.0,,,,,18.0,,,,26.0,-124.5,-157.0,,,,,,,,False,False,False,,,,
30085,161,84.0,,,,125.0,12.2,0.0,,,,,-77.0,,,,-36.0,-148.8,-161.0,,,,,,,,True,False,False,,,,
30087,145,56.0,,,,124.0,23.7,0.0,,,,,-89.0,,,,-21.0,-121.3,-145.0,,,,,,,,True,False,False,,,,
30089,114,343.0,,,,194.0,91.0,0.0,,,,,229.0,,,,80.0,-23.0,-114.0,,,,,,,,True,True,True,,,,
30091,28,63.0,,,,21.0,101.2,0.0,,,,,35.0,,,,-7.0,73.2,-28.0,,,,,,,,True,False,True,,,,
