,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1424,1433.9,1445.0,1445.1,9.9,21.0,21.1,False,False
Argentina,6848,6385.1,6518.1,6431.0,-462.9,-329.9,-417.0,True,True
Australia,502,483.9,491.8,491.9,-18.1,-10.2,-10.1,True,True
Austria,732,726.6,729.9,724.8,-5.4,-2.1,-7.2,True,False
Bangladesh,3907,3854.0,3812.0,4064.0,-53.0,-95.0,157.0,False,False
Belarus,637,624.1,628.9,655.8,-12.9,-8.1,18.8,True,False
Belgium,9988,9922.1,9939.0,9986.4,-65.9,-49.0,-1.6,True,True
Bolivia,4442,4544.4,4529.1,4809.1,102.4,87.1,367.1,True,False
Brazil,114250,113946.9,113974.1,123392.6,-303.1,-275.9,9142.6,True,False
Bulgaria,539,556.6,544.0,549.3,17.6,5.0,10.3,True,True
Canada,9117,9098.6,9090.8,9027.7,-18.4,-26.2,-89.3,False,False
Chile,10792,10948.0,10836.1,11315.8,156.0,44.1,523.8,True,False
Colombia,16968,16912.9,17086.8,18135.5,-55.1,118.8,1167.5,False,False
Croatia,170,171.9,175.6,184.5,1.9,5.6,14.5,False,False
Cuba,89,89.9,92.6,87.2,0.9,3.6,-1.8,False,False
Cyprus,20,19.0,19.8,19.3,-1.0,-0.2,-0.7,True,True
Czechia,411,401.1,406.4,419.8,-9.9,-4.6,8.8,True,True
Denmark,622,620.7,627.0,621.3,-1.3,5.0,-0.7,False,True
Dominican Republic,1554,1552.3,1535.1,1583.0,-1.7,-18.9,29.0,False,False
Ecuador,6277,6267.4,6295.6,17872.3,-9.6,18.6,11595.3,False,False
Egypt,5243,5276.4,5281.5,5385.9,33.4,38.5,142.9,False,False
Estonia,63,63.0,64.0,62.8,0.0,1.0,-0.2,False,False
Finland,334,334.7,335.4,327.2,0.7,1.4,-6.8,False,False
France,30517,30436.6,30481.8,30954.7,-80.4,-35.2,437.7,True,False
Germany,9272,9291.1,9329.5,9217.5,19.1,57.5,-54.5,False,False
Greece,240,219.4,223.0,218.4,-20.6,-17.0,-21.6,True,False
Honduras,1643,1714.1,1772.0,2255.2,71.1,129.0,612.2,False,False
Hungary,611,611.3,612.4,594.1,0.3,1.4,-16.9,False,False
Iceland,10,10.0,10.3,10.5,0.0,0.3,0.5,False,False
Indonesia,6594,6627.4,6695.4,6616.0,33.4,101.4,22.0,False,True
Iran,20502,20724.3,20709.0,21805.1,222.3,207.0,1303.1,True,False
Ireland,1777,1788.7,1786.9,1807.4,11.7,9.9,30.4,True,False
Israel,819,718.9,723.3,765.5,-100.1,-95.7,-53.5,True,True
Italy,35430,35299.7,35338.0,35403.1,-130.3,-92.0,-26.9,True,True
Japan,1179,1110.1,1108.9,1032.4,-68.9,-70.1,-146.6,False,False
Kuwait,513,517.0,520.6,555.8,4.0,7.6,42.8,False,False
Latvia,33,32.0,32.9,32.1,-1.0,-0.1,-0.9,True,True
Lithuania,84,82.9,83.0,78.8,-1.1,-1.0,-5.2,True,False
Luxembourg,124,125.6,128.5,122.3,1.6,4.5,-1.7,False,False
Malaysia,125,125.0,127.5,125.7,0.0,2.5,0.7,False,False
Malta,10,9.0,9.3,9.3,-1.0,-0.7,-0.7,True,True
Mexico,60254,60751.7,60780.9,60257.5,497.7,526.9,3.5,False,True
Moldova,935,945.3,940.6,967.0,10.3,5.6,32.0,True,False
Morocco,858,713.4,769.8,891.4,-144.6,-88.2,33.4,True,True
Netherlands,6225,6194.7,6210.4,6197.0,-30.3,-14.6,-28.0,True,True
Nigeria,997,1050.9,1032.1,992.8,53.9,35.1,-4.2,True,True
Norway,264,257.9,259.8,255.1,-6.1,-4.2,-8.9,True,False
Pakistan,6231,6278.9,6375.3,6349.2,47.9,144.3,118.2,False,False
Panama,1878,1951.0,1951.1,1987.8,73.0,73.1,109.8,False,False
Peru,27245,23779.7,23753.3,35951.9,-3465.3,-3491.7,8706.9,False,False
Philippines,2966,2661.9,2684.8,2737.3,-304.1,-281.2,-228.7,True,True
Poland,1951,1948.1,1962.4,1948.8,-2.9,11.4,-2.2,False,True
Portugal,1794,1789.4,1795.9,1785.9,-4.6,1.9,-8.1,True,False
Romania,3233,3233.0,3338.5,3110.0,0.0,105.5,-123.0,False,False
Russia,16268,16386.9,16363.4,16384.1,118.9,95.4,116.1,True,True
Saudi Arabia,3619,3631.3,3559.0,3402.4,12.3,-60.0,-216.6,False,False
Serbia,695,735.7,735.5,715.0,40.7,40.5,20.0,True,True
Slovakia,33,34.7,32.9,28.9,1.7,-0.1,-4.1,True,False
Slovenia,131,140.0,135.0,128.8,9.0,4.0,-2.2,True,True
South Africa,12987,14200.3,13976.9,13523.6,1213.3,989.9,536.6,True,True
South Korea,309,312.4,312.9,306.1,3.4,3.9,-2.9,False,True
Spain,28838,28610.7,28744.4,28758.5,-227.3,-93.6,-79.5,True,True
Sweden,5816,5800.1,5822.7,5894.5,-15.9,6.7,78.5,True,False
Switzerland,2000,1995.3,1996.4,1989.3,-4.7,-3.6,-10.7,True,False
Turkey,6102,6059.4,6097.3,6049.2,-42.6,-4.7,-52.8,True,False
Ukraine,2286,2251.9,2304.9,2154.1,-34.1,18.9,-131.9,True,False
United Arab Emirates,372,368.1,369.6,365.9,-3.9,-2.4,-6.1,True,False
United Kingdom,41509,47351.7,47483.6,47614.0,5842.7,5974.6,6105.0,False,False
